Date,IWF,IWM,MTUM,SPY,VLUE,VXX,XHR
2018-09-24,-0.2762194083243428,-0.6873828856964398,-0.0,-0.46374425075237075,-0.41178808699108516,0.0,1.0
2018-09-25,-0.27737412726343874,-0.6866662882443094,-0.0,-0.4632741102344326,-0.41085315320429133,0.0,1.0
2018-09-26,-0.27745139775791117,-0.6867887044132255,-0.0,-0.4632325812402441,-0.410614445863488,0.0,1.0
2018-09-27,-0.27894841326111003,-0.6832761407787641,-0.0,-0.4632880519554182,-0.4104818354556026,0.0,1.0
2018-09-28,-0.2820942586858328,-0.6825942444816908,-0.0,-0.4645890741740291,-0.4115792164995313,0.0,1.0
2018-10-01,-0.28196749261195725,-0.6831950443282564,-0.0,-0.4645658104114571,-0.4118265514889748,0.0,1.0
2018-10-02,-0.28307193999318103,-0.6791396749630639,-0.0,-0.46579156722354814,-0.4132287759972725,0.0,1.0
2018-10-03,-0.28498162236088553,-0.6878080747642249,-0.0,-0.46550987263868704,-0.41094680457019117,0.0,1.0
2018-10-04,-0.28567766193813027,-0.6864353671737026,-0.0,-0.4661026605138723,-0.41027174841907366,0.0,1.0
2018-10-05,-0.2851972184222526,-0.6904069767441859,-0.0,-0.46582877336981304,-0.40854423164614684,0.0,1.0
2018-10-08,-0.28253570818869855,-0.6873328401525067,-0.0,-0.4679337620212826,-0.40750014226369996,0.0,1.0
2018-10-09,-0.2746394230769231,-0.6914777930402931,-0.0,-0.4763049450549451,-0.4192994505494506,0.0,1.0
2018-10-10,-0.2750107280789586,-0.6910599342011157,-0.0,-0.476498355027893,-0.4182234301244456,0.0,1.0
2018-10-11,-0.22182000445533526,-0.6837268879483182,-0.0,-0.45714524392960576,-0.42189240365337494,0.0,1.0
2018-10-12,-0.21775200466135788,-0.6848034183291252,-0.0,-0.4542881718043339,-0.4177464554257651,0.0,1.0
2018-10-15,-0.18433500278241516,-0.723956594323873,-0.0,-0.45153032832498613,-0.4225932109070673,0.0,1.0
2018-10-16,-0.1870231133389028,-0.7209690893901421,-0.0,-0.452854358117516,-0.42389306599832915,0.0,1.0
2018-10-17,-0.1757247373342868,-0.7000660102315858,-0.0,-0.44853952362616206,-0.4260685406237967,0.0,1.0
2018-10-18,-0.17577157946855917,-0.7006106618253837,-0.0,-0.44825878857897344,-0.4260879132970238,0.0,1.0
2018-10-19,-0.1662929950237874,-0.6960135615464538,-0.0,-0.4478044512495215,-0.4240444031279051,0.0,1.0
2018-10-22,-0.1673464918284103,-0.7001286648963836,-0.0,-0.4467956965698486,-0.4232801335924882,0.0,1.0
2018-10-23,-0.16249828036868896,-0.7042784427018847,-0.0,-0.45530334296326863,-0.42935754574219287,0.0,1.0
2018-10-24,-0.1620219634677998,-0.7106395894266321,-0.0,-0.4569836101760388,-0.4295844600187627,0.0,1.0
2018-10-25,-0.14446214924244472,-0.6882275096551166,-0.0,-0.4559375590785103,-0.4121046803683798,0.0,1.0
2018-10-26,-0.14151577927843095,-0.6837687320078559,-0.0,-0.4557292367295327,-0.40940030670720223,0.0,1.0
2018-10-29,-0.1295879547768312,-0.6885816856882603,-0.0,-0.44990087338584367,-0.4110003750736752,0.0,1.0
2018-10-30,-0.11578580430643821,-0.6901295149223715,-0.0,-0.45182742069557297,-0.4237256321561687,0.0,1.0
2018-10-31,-0.11843754166111185,-0.6776963071590455,-0.0,-0.4499666711105186,-0.42021063858152247,0.0,1.0
2018-11-01,-0.11043941411451398,-0.6833821571238349,-0.0,-0.4492676431424767,-0.4200266311584554,0.0,1.0
2018-11-02,-0.11901344814755754,-0.6530856322755542,-0.0,-0.46651251793972254,-0.4191250730877585,0.0,1.0
2018-11-05,-0.12375590362088748,-0.6446620593964298,-0.0,-0.46871414467540096,-0.4311978013181418,0.0,1.0
2018-11-06,-0.11638603475173491,-0.6434719457743827,-0.0,-0.4822206681370703,-0.4476572166334929,0.0,1.0
2018-11-07,-0.11636442728582691,-0.6561268046002011,-0.0,-0.4896277969603871,-0.4566760011962698,0.0,1.0
2018-11-08,-0.10858148348673524,-0.6555495397942609,-0.0,-0.48611261505143477,-0.4568218733080672,0.0,1.0
2018-11-09,-0.10746802514632561,-0.656432907001951,-0.0,-0.488619119878604,-0.4572675048775201,0.0,1.0
2018-11-12,-0.10713514097439775,-0.6422977206438372,-0.0,-0.49578697202117317,-0.45546613373663175,0.0,1.0
2018-11-13,-0.09127707484452069,-0.6404138966330689,-0.0,-0.496541925798842,-0.45244477803988853,0.0,1.0
2018-11-14,-0.09185943656686413,-0.6399067199185139,-0.0,-0.4965556061865065,-0.4521135443750502,0.0,1.0
2018-11-15,-0.09114513624926386,-0.6406659885432838,-0.0,-0.49858129450184696,-0.44638363938112313,0.0,1.0
2018-11-16,-0.08761523046092183,-0.6326519706078824,-0.0,-0.49875751503006005,-0.45301269205076816,0.0,1.0
2018-11-19,-0.08616955859155684,-0.6335855412667434,-0.0,-0.5000935753816539,-0.4537336577279898,0.0,1.0
2018-11-20,-0.07179760319573902,-0.631051930758988,-0.0,-0.5010652463382157,-0.4592010652463382,0.0,1.0
2018-11-21,-0.07866060093101988,-0.6285971223021583,-0.0,-0.5022482014388489,-0.43543694456199744,0.0,1.0
2018-11-23,-0.07909275952311717,-0.6258161727774987,-0.0,-0.5030267783975256,-0.43551243754791297,0.0,1.0
2018-11-26,-0.07973509933774833,-0.6238675496688741,-0.0,-0.5065695364238411,-0.4388344370860927,0.0,1.0
2018-11-27,-0.07527250653223891,-0.6246667898334609,-0.0,-0.5036554145002508,-0.4357201298529916,0.0,1.0
2018-11-28,-0.07612310616058703,-0.6223671013039118,-0.0,-0.5046191205194531,-0.4363881117035317,0.0,1.0
2018-11-29,-0.06703383162863887,-0.6165486493574613,-0.0,-0.5019931812221349,-0.43700498295305534,0.0,1.0
2018-11-30,-0.06666841511710248,-0.6167221799680033,-0.0,-0.5020850271446929,-0.4372000314721078,0.0,1.0
2018-12-03,-0.06420310000262267,-0.6181908783340764,-0.0,-0.5028456030842666,-0.437436072280941,0.0,1.0
2018-12-04,-0.06169962026973943,-0.6189079481471782,-0.0,-0.5016629566583737,-0.4365588581903888,0.0,1.0
2018-12-06,-0.05624470298173973,-0.5898245884377328,-0.0,-0.5008603641780311,-0.4213473046202841,0.0,1.0
2018-12-07,-0.06539769214918607,-0.5910776839068618,-0.0,-0.5032196579435401,-0.4160313208324748,0.0,1.0
2018-12-10,-0.05411698480118724,-0.59254899953943,-0.0,-0.5031728161301878,-0.4088582979376695,0.0,1.0
2018-12-11,-0.04595903929459411,-0.5967754338297491,-0.0,-0.502217209648066,-0.4182964652808039,0.0,1.0
2018-12-12,-0.04470606340412435,-0.5975684826100338,-0.0,-0.5022571047501795,-0.42036011080332414,0.0,1.0
2018-12-13,-0.044644916579102495,-0.5951972116148543,-0.0,-0.5038827238012251,-0.4191035136728261,0.0,1.0
2018-12-14,-0.04677733374321139,-0.5896864432831234,-0.0,-0.5063787273286198,-0.4188953786248591,0.0,1.0
2018-12-17,-0.03175373610933708,-0.5912632520117511,-0.0,-0.49664069485247153,-0.43492144590624604,0.0,1.0
2018-12-18,-0.02789808917197452,-0.5892993630573248,-0.0,-0.49584713375796174,-0.4347261146496815,0.0,1.0
2018-12-19,-0.03908728128517344,-0.589302159009516,-0.0,-0.4941164432620485,-0.4355622633786964,0.0,1.0
2018-12-20,-0.040839507447659865,-0.6005627694452332,-0.0,-0.49691509409608386,-0.4431938456772595,0.0,1.0
2018-12-21,-0.038727014068180625,-0.612808894040782,-0.0,-0.5108804468096317,-0.472074398018863,0.0,1.0
2018-12-24,-0.030824523203651723,-0.6055510375403342,-0.0,-0.5088013851360215,-0.47818673102652226,0.0,1.0
2018-12-26,-0.029606982335110273,-0.6070607295913034,-0.0,-0.5024563604055607,-0.47402529528587856,0.0,1.0
2018-12-27,-0.01569409298877898,-0.590419957569716,-0.0,-0.4739155995194642,-0.47603711371827306,0.0,1.0
2018-12-28,-0.011729231083740067,-0.5949965502261518,-0.0,-0.47422891166023556,-0.47440778882273277,0.0,1.0
2018-12-31,-0.008194832133985506,-0.6021921175958411,-0.0,-0.4757100053778586,-0.4747880867627852,0.0,1.0
2019-01-02,-0.0061921088992375,-0.6020162734762806,-0.0,-0.47464305818535385,-0.4758712450744588,0.0,1.0
2019-01-03,-0.021155870497317007,-0.6003491745616062,-0.0,-0.49187398906262036,-0.4540809776887725,0.0,1.0
2019-01-04,-0.0,-0.6089823879757675,-0.0,-0.4852636691291123,-0.46192581989212955,0.0,1.0
2019-01-07,-0.0,-0.5979039566615194,-0.0,-0.4803179505354024,-0.45323140014682434,0.0,1.0
2019-01-08,-0.0,-0.586711484027497,-0.0,-0.48895572179539026,-0.4516023048928427,0.0,1.0
2019-01-09,-0.0,-0.5985112166865679,-0.0,-0.492797439089454,-0.4492517974644953,0.0,1.0
2019-01-10,-0.0,-0.5970797359065516,-0.0,-0.4938039614017268,-0.4484763839512443,0.0,1.0
2019-01-11,-0.0006862371330537552,-0.5856144363959842,-0.0,-0.4959715338670733,-0.45934680391409327,0.0,1.0
2019-01-14,-0.0,-0.5838721172936925,-0.0,-0.4943236776459808,-0.46724023825281275,0.0,1.0
2019-01-15,-0.0,-0.5848358878886026,-0.0,-0.4941470505725434,-0.4713218229578435,0.0,1.0
2019-01-16,-0.0,-0.5862832985279886,-0.0,-0.4798808129170274,-0.480542963377986,0.0,1.0
2019-01-17,-0.0,-0.5939055202511293,-0.0,-0.47875354107648727,-0.4794681366919327,0.0,1.0
2019-01-18,-0.0,-0.5902273950829339,-0.0,-0.4834004153100726,-0.490014612761812,0.0,1.0
2019-01-22,-0.0,-0.6254488959070882,-0.0,-0.4652217100068767,-0.4562565265007768,0.0,1.0
2019-01-23,-0.0,-0.6025673744385462,-0.0,-0.46955389955083704,-0.4799407921600653,0.0,1.0
2019-01-24,-0.0,-0.6049429948733644,-0.0,-0.46415180962583213,-0.48147014563725865,0.0,1.0
2019-01-25,-0.0,-0.6104517317235382,-0.0,-0.46810252212615744,-0.47938302552821405,0.0,1.0
2019-01-28,-0.0,-0.6092772714508182,-0.0,-0.4657527252304,-0.4778790431696919,0.0,1.0
2019-01-29,-0.0,-0.6019802486823926,-0.0,-0.4647188251547869,-0.49176175612751366,0.0,1.0
2019-01-30,-0.0,-0.5993134014807983,-0.0,-0.4635564778520738,-0.49903927446007224,0.0,1.0
2019-01-31,-0.0,-0.6064598820815176,-0.0,-0.441450910023071,-0.515508843886183,0.0,1.0
2019-02-01,-0.0,-0.6049844875772415,-0.0,-0.45193712981718415,-0.5070895618061075,0.0,1.0
2019-02-04,-0.0,-0.6054770635144491,-0.0,-0.45124233954716786,-0.5074489089463832,0.0,1.0
2019-02-05,-0.0,-0.6048160090076258,-0.0,-0.452991452991453,-0.5011771329136598,0.0,1.0
2019-02-06,-0.0,-0.6111523212687044,-0.0,-0.4445837063563115,-0.5021358229952679,0.0,1.0
2019-02-07,-0.0,-0.612904051390986,-0.0,-0.4512323087554065,-0.4951756967727075,0.0,1.0
2019-02-08,-0.0,-0.6199364167777663,-0.0,-0.4669008306840324,-0.4770023587324377,0.0,1.0
