Date,IWF,IWM,MTUM,PETQ,SPY,VLUE,VXX
2018-09-24,-1.4340839107005388,-2.678117782909931,-0.05725558121632025,1.0,-2.305234795996921,-2.1479984603541187,0.0
2018-09-25,-1.4343774019984628,-2.6712144504227515,-0.06168332052267487,1.0,-2.299481168332052,-2.141237509607994,0.0
2018-09-26,-1.4345278124699778,-2.6714381784993755,-0.06234988951868575,1.0,-2.299068114132001,-2.1395907387837445,0.0
2018-09-27,-1.4367816091954022,-2.647988505747126,-0.06704980842911877,1.0,-2.293103448275862,-2.133524904214559,0.0
2018-09-28,-1.4468643655809432,-2.705785123966942,-0.07360233349538163,1.0,-2.3288283908604765,-2.167914438502674,0.0
2018-10-01,-1.4471125802061056,-2.704452654092942,-0.07456737312852421,1.0,-2.3284075442348824,-2.1674120163328796,0.0
2018-10-02,-1.457361301705548,-2.7573024897079,-0.07057439717702411,1.0,-2.3395412664183493,-2.177220152911194,0.0
2018-10-03,-1.4601943653676253,-2.7641111220182584,-0.07440855992932169,1.0,-2.3405320506527927,-2.177284774712869,0.0
2018-10-04,-1.464530668234372,-2.746325690770135,-0.07671957671957673,1.0,-2.344503233392122,-2.1659807956104253,0.0
2018-10-05,-1.4302854378326078,-2.709917755200774,-0.046057087566521535,1.0,-2.3328495403967104,-2.156845670053217,0.0
2018-10-08,-1.4253406784575238,-2.7022325311684545,-0.031506716922779544,1.0,-2.347347057118005,-2.15811346283947,0.0
2018-10-09,-1.4243742147482361,-2.7031989948777424,-0.02812409394027254,1.0,-2.348990045423794,-2.159949743887117,0.0
2018-10-10,-1.4320844224997578,-2.7046180656404295,-0.03320747410204279,1.0,-2.356859328105334,-2.154710039694065,0.0
2018-10-11,-1.1641518061271148,-2.610882487425697,-0.0,1.0,-2.2324645633287608,-2.1373571101966164,0.0
2018-10-12,-1.1740803723261433,-2.5708404188669114,-0.0,1.0,-2.1561800769712702,-2.0489573077955785,0.0
2018-10-15,-1.0999375390381012,-2.6354064424020702,-0.0,1.0,-2.1399125546533417,-2.047738020879807,0.0
2018-10-16,-1.091452533904354,-2.6488222698072805,-0.0,1.0,-2.1369557458957886,-2.044967880085653,0.0
2018-10-17,-0.9975300229963376,-2.4582233199897794,-0.0,1.0,-2.0571501575674986,-2.0042585810407973,0.0
2018-10-18,-1.0022214627477786,-2.470352016404648,-0.0,1.0,-2.0607484620642516,-2.0107655502392343,0.0
2018-10-19,-0.9436619718309859,-2.4102951039570755,-0.0,1.0,-2.0429242119382964,-1.9867538564721663,0.0
2018-10-22,-0.9431513730743469,-2.3924983255190893,-0.0,1.0,-2.0466342933690553,-1.990120562625586,0.0
2018-10-23,-0.9475357710651827,-2.3912643293448244,-0.0,1.0,-2.041753828131537,-1.9869466990210023,0.0
2018-10-24,-0.944034852546917,-2.384383378016086,-0.0,1.0,-2.0501843163538878,-1.9994135388739946,0.0
2018-10-25,-0.809026687598116,-2.1785714285714284,-0.0,1.0,-2.010047095761381,-1.8516483516483515,0.0
2018-10-26,-0.7526739011632445,-2.1590288078694666,-0.0,1.0,-2.052619252088375,-1.842688734483566,0.0
2018-10-29,-0.6947189623224213,-2.1658431130327362,-0.0,1.0,-2.0176034589252625,-1.8425725756639901,0.0
2018-10-30,-0.6683917812451723,-2.1686235130542255,-0.0,1.0,-2.0208558628147695,-1.8664452340491273,0.0
2018-10-31,-0.7446462014493934,-2.232961485221073,-0.0,1.0,-2.1746600439703605,-1.9904730885107076,0.0
2018-11-01,-0.7421531956415677,-2.2315823711172547,-0.0,1.0,-2.170352902911042,-1.9873150105708244,0.0
2018-11-02,-0.7433769549952124,-2.14044047239068,-0.0,1.0,-2.1498563676986917,-1.9458984998404087,0.0
2018-11-05,-0.7435774692835487,-2.1404978458592625,-0.0,1.0,-2.149273974788575,-1.944949736716132,0.0
2018-11-06,-0.7724526782118405,-2.1832460732984296,-0.0,1.0,-2.1573902537253327,-1.9416834474426097,0.0
2018-11-07,-0.7706658089417819,-2.179639755548408,-0.0,1.0,-2.152701833386941,-1.9381633965905436,0.0
2018-11-08,-0.7079743067523109,-2.131991226695911,-0.0,1.0,-2.0885163716120947,-1.9048253172489424,0.0
2018-11-09,-0.7067763415589501,-2.1321582452017234,-0.0,1.0,-2.0904817861339597,-1.9045045045045041,0.0
2018-11-12,-0.703072734344613,-2.0800466744457413,-0.0,1.0,-2.103617269544924,-1.8922598210812913,0.0
2018-11-13,-0.6322408536585366,-2.0429115853658533,-0.0,1.0,-2.085670731707317,-1.8612042682926826,0.0
2018-11-14,-0.6344954975756177,-2.069652890017702,-0.0,1.0,-2.1082890787347037,-1.8839375048102827,0.0
2018-11-15,-0.64146246596655,-2.092882147024504,-0.0,1.0,-2.1287436795021395,-1.9160637884091793,0.0
2018-11-16,-0.6300976895642735,-2.0659792215847417,-0.0,1.0,-2.1255233369514652,-1.931539773608311,0.0
2018-11-19,-0.6516088624442182,-2.0854928364518908,-0.0,1.0,-2.1417834494637122,-1.950129178736397,0.0
2018-11-20,-0.5309025888206484,-2.0639819637720596,-0.0,1.0,-2.161781854932753,-2.017569773769727,0.0
2018-11-21,-0.5678486997635933,-2.1088258471237196,-0.0,1.0,-2.2262411347517728,-1.9773049645390066,0.0
2018-11-23,-0.568679808371947,-2.0882745621613132,-0.0,1.0,-2.2242205293332287,-1.9724338333464226,0.0
2018-11-26,-0.5665829145728644,-2.099167713567839,-0.0,1.0,-2.2191425879396984,-1.966944095477387,0.0
2018-11-27,-0.5375709068303676,-2.0955785220296836,-0.0,1.0,-2.1948092314865177,-1.942730592897661,0.0
2018-11-28,-0.5364542763670354,-2.1155943293347876,-0.0,1.0,-2.1935659760087245,-1.9437607103910268,0.0
2018-11-29,-0.461864406779661,-2.0447185230024214,-0.0,1.0,-2.142176150121065,-1.9178268765133173,0.0
2018-11-30,-0.46149773071104383,-2.045083207261724,-0.0,1.0,-2.1440242057488654,-1.9137670196671708,0.0
2018-12-03,-0.45813514533786326,-2.042129105322763,-0.0,1.0,-2.1399018497546245,-1.909777274443186,0.0
2018-12-04,-0.4356606606606606,-2.0457207207207206,-0.0,1.0,-2.1257507507507505,-1.90045045045045,0.0
2018-12-06,-0.4067538126361656,-1.8674655047204067,-0.0,1.0,-2.1531590413943356,-1.8347857661583151,0.0
2018-12-07,-0.40734824281150156,-1.8671943072901538,-0.0,1.0,-2.1535724658727853,-1.8329944815567818,0.0
2018-12-10,-0.32678097424492436,-1.8857163354616544,-0.0,1.0,-2.1670134155965277,-1.794605064925748,0.0
2018-12-11,-0.29667686926104064,-1.9339017635913132,-0.0,1.0,-2.195161055239761,-1.8618277219064274,0.0
2018-12-12,-0.30107997664915354,-1.935858143607706,-0.0,1.0,-2.1994308231173383,-1.8608435493286632,0.0
2018-12-13,-0.30066215527905116,-1.9234519391690317,-0.0,1.0,-2.1998108127774136,-1.8525794950156442,0.0
2018-12-14,-0.3078096621867054,-1.9031601888848528,-0.0,1.0,-2.204431529240828,-1.8494006538321832,0.0
2018-12-17,-0.2641713543920381,-1.8966536852733304,-0.0,1.0,-2.170128371556325,-1.8808596567142648,0.0
2018-12-18,-0.2333924140375753,-1.8506912442396313,-0.0,1.0,-2.1399503722084368,-1.8655795817086138,0.0
2018-12-19,-0.20315419687570074,-1.981986695567681,-0.0,1.0,-2.2968831751251964,-1.992376111817027,0.0
2018-12-20,-0.19695393759286775,-1.9430163447251114,-0.0,1.0,-2.3120356612184247,-1.9773402674591383,0.0
2018-12-21,-0.19197580942547388,-1.9297883324728964,-0.0,1.0,-2.2981045799837747,-1.9553064385279153,0.0
2018-12-24,-0.13822972776241083,-1.8670112097830833,-0.0,1.0,-2.2795894598922697,-1.9942495268598048,0.0
2018-12-26,-0.1334804584608813,-1.8527087634370325,-0.0,1.0,-2.197693457677796,-1.9350751050046273,0.0
2018-12-27,-0.07142390380971052,-1.6803894661177545,-0.0,1.0,-1.9467424687969679,-1.8361105665555775,0.0
2018-12-28,-0.06325891108499804,-1.6880141010575793,-0.0,1.0,-1.945554249902076,-1.8314401357879617,0.0
2018-12-31,-0.0672329304148971,-1.684090166612218,-0.0,1.0,-1.947925514537733,-1.8345638680169878,0.0
2019-01-02,-0.05844707111604519,-1.6850388558740939,-0.0,1.0,-1.9461895121791943,-1.8407888722000918,0.0
2019-01-03,-0.0688103313331594,-1.6795590920949648,-0.0,1.0,-1.9506261414036001,-1.8232454996086616,0.0
2019-01-04,-0.0,-1.6968855001292322,-0.0,1.0,-1.92575600930473,-1.8389764797105195,0.0
2019-01-07,-0.0,-1.5999750918488074,-0.0,1.0,-1.8669282022541878,-1.7600722336384582,0.0
2019-01-08,-0.0,-1.5692126326239375,-0.0,1.0,-1.8826084258857108,-1.752807594465471,0.0
2019-01-09,-0.0,-1.5484289955467592,-0.0,1.0,-1.8779069767441863,-1.7587209302325582,0.0
2019-01-10,-0.0,-1.5422126081582201,-0.0,1.0,-1.8825710754017304,-1.7556860321384424,0.0
2019-01-11,-0.0,-1.5052722987222429,-0.0,1.0,-1.9010668651532068,-1.7963652152338418,0.0
2019-01-14,-0.0,-1.503505615188931,-0.0,1.0,-1.9001054786871006,-1.8010175590990876,0.0
2019-01-15,-0.0,-1.494874184529357,-0.0,1.0,-1.8941286113699907,-1.8241068654861758,0.0
2019-01-16,-0.014011516314779272,-1.5490083173384517,-0.0,1.0,-1.9884836852207295,-1.8464491362763917,0.0
2019-01-17,-0.008918333545674608,-1.5461205249076315,-0.0,1.0,-1.980634475729392,-1.8345649127277361,0.0
2019-01-18,-0.02315112540192926,-1.5368488745980706,-0.0,1.0,-1.9846945337620578,-1.8861093247588425,0.0
2019-01-22,-0.0,-1.4804666666666666,-0.0,1.0,-2.2687333333333335,-1.9174666666666667,0.0
2019-01-23,-0.0,-1.3921686746987951,-0.0,1.0,-2.3070950468540827,-1.9941097724230255,0.0
2019-01-24,-0.0,-1.3857687930919071,-0.0,1.0,-2.3178258250217554,-1.990293861704264,0.0
2019-01-25,-0.0,-1.2344577641483134,-0.0,1.0,-2.6115834959576247,-2.1235712294396434,0.0
2019-01-28,-0.0,-1.1981303195200224,-0.0,1.0,-2.659271661783173,-2.119017720106042,0.0
2019-01-29,-0.0,-1.1667367241137732,-0.0,1.0,-2.671850917752557,-2.167157068796413,0.0
2019-01-30,-0.0,-1.1651485426008967,-0.0,1.0,-2.669913116591928,-2.171594730941704,0.0
2019-01-31,-0.0,-1.2010766971963924,-0.0,1.0,-2.566664336153255,-2.2237992029644134,0.0
2019-02-01,-0.0,-1.202665731322343,-0.0,1.0,-2.588354963170817,-2.2240617327253593,0.0
2019-02-04,-0.0,-1.2066858627712622,-0.0,1.0,-2.5995505302338646,-2.216728702858347,0.0
2019-02-05,-0.0,-1.1800280308339175,-0.0,1.0,-2.5877365101611773,-2.2399439383321655,0.0
2019-02-06,-0.0,-1.1795142555438225,-0.0,1.0,-2.586342837029215,-2.2739176346356915,0.0
2019-02-07,-0.0,-1.1787198084641928,-0.0,1.0,-2.5827054432786425,-2.2804027885360187,0.0
2019-02-08,-0.0,-1.1563997744572878,-0.0,1.0,-2.5963490273470535,-2.295460952917959,0.0
2019-02-11,-0.0,-1.1413297458047158,-0.0,1.0,-2.612051263895773,-2.3271967712242443,0.0
2019-02-12,-0.0,-1.1801782531194296,-0.0,1.0,-2.6223172905525844,-2.3276292335115865,0.0
2019-02-13,-0.0,-1.2195243520364567,-0.0,1.0,-2.6028909142694387,-2.298063229849046,0.0
2019-02-14,-0.0,-1.1286790843167922,-0.0,1.0,-2.653277406512157,-2.3273851841319493,0.0
2019-02-15,-0.0,-1.1689689547137567,-0.0,1.0,-2.6378524636855594,-2.3135858729706635,0.0
2019-02-19,-0.0,-1.1318650088809947,-0.0,1.0,-2.6652220248667855,-2.3077797513321494,0.0
2019-02-20,-0.0,-1.1577190739951713,-0.0,1.0,-2.6504757846896747,-2.293069166311603,0.0
2019-02-21,-0.0,-1.1521599886129101,-0.0,1.0,-2.657889118212227,-2.306953241762152,0.0
2019-02-22,-0.0,-1.1482672382993928,-0.0,1.0,-2.6728831725616296,-2.324258663808503,0.0
2019-02-25,-0.0,-1.133061341349939,-0.0,1.0,-2.6916469830362892,-2.332975449144657,0.0
2019-02-26,-0.0,-1.130537634408602,-0.0,1.0,-2.6964874551971323,-2.341362007168459,0.0
2019-02-27,-0.0,-1.1230449131869709,-0.0,1.0,-2.714234466924953,-2.3373511264169897,0.0
2019-02-28,-0.0,-1.0574784542674451,-0.0,1.0,-2.599179872115652,-2.293577981651376,0.0
2019-03-01,-0.0,-1.0617833066926126,-0.0,1.0,-2.6049065258183335,-2.283063451247481,0.0
2019-03-04,-0.0,-1.033317137502603,-0.0,1.0,-2.609842437703894,-2.297910737835774,0.0
