Date,ISD,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.10764069828035437,-0.20992378843147474,-0.0,-0.16380601875977072,-0.1470980979676915,0.0
2018-09-25,1.0,-0.10924780201888637,-0.20937805275154672,-0.0,-0.16343210680560077,-0.1460761966786063,0.0
2018-09-26,1.0,-0.10850086344530971,-0.20898634778925418,-0.0,-0.16374507184516632,-0.1479098106936887,0.0
2018-09-27,1.0,-0.11116541230899553,-0.20478610758153323,-0.0,-0.16463037174600073,-0.14845404489623043,0.0
2018-09-28,1.0,-0.11154930495575509,-0.20471619705685837,-0.0,-0.16478985707999935,-0.14859117057510227,0.0
2018-10-01,1.0,-0.11253201102647331,-0.20413655863115143,-0.0,-0.16564177010781803,-0.14880845580439428,0.0
2018-10-02,1.0,-0.11371794035110618,-0.199814005090387,-0.0,-0.16739541865170005,-0.15060693075768453,0.0
2018-10-03,1.0,-0.11325989392084863,-0.194500203998368,-0.0,-0.1696940024479804,-0.1545328437372501,0.0
2018-10-04,1.0,-0.1144959697157589,-0.1925562118591522,-0.0,-0.17129523871683583,-0.15333028750448716,0.0
2018-10-05,1.0,-0.11531942633637549,-0.19312255541069098,-0.0,-0.16991525423728812,-0.1513689700130378,0.0
2018-10-08,1.0,-0.11607332321303235,-0.19450565594241223,-0.0,-0.1697762107634298,-0.15195142255521277,0.0
2018-10-09,1.0,-0.11695667787535503,-0.194672064248637,-0.0,-0.16946883875812083,-0.15125199960824,0.0
2018-10-10,1.0,-0.1161757257919587,-0.19557581401427893,-0.0,-0.16932150500743354,-0.15267362642748616,0.0
2018-10-11,1.0,-0.0979972871618926,-0.1872975345088965,-0.0,-0.15929147051783293,-0.15120082980930344,0.0
2018-10-12,1.0,-0.10259519385216213,-0.18223048092973448,-0.0,-0.1495543447450474,-0.1403892790778243,0.0
2018-10-15,1.0,-0.09896618903971845,-0.1843420060331825,-0.0,-0.14814291101055807,-0.13970588235294115,0.0
2018-10-16,1.0,-0.09709302325581395,-0.18741357636706474,-0.0,-0.14764299182903834,-0.1391891891891892,0.0
2018-10-17,1.0,-0.09398707502107334,-0.1810121444850301,-0.0,-0.14624894633323968,-0.13973962723611502,0.0
2018-10-18,1.0,-0.09487761007273011,-0.18360835223273636,-0.0,-0.14531946508172364,-0.14028310002346134,0.0
2018-10-19,1.0,-0.09139342352557432,-0.17915223435485625,-0.0,-0.14411084015470402,-0.1385967909787049,0.0
2018-10-22,1.0,-0.09154480893847802,-0.17959316871532688,-0.0,-0.14416248387748443,-0.1386769436372395,0.0
2018-10-23,1.0,-0.09187668976661797,-0.17955809689549082,-0.0,-0.14386711830697038,-0.13850647938096272,0.0
2018-10-24,1.0,-0.09143229449451623,-0.17802460326078526,-0.0,-0.14343111552363372,-0.13838946372337618,0.0
2018-10-25,1.0,-0.08414076782449727,-0.16596587446678854,-0.0,-0.1433729433272395,-0.12999695307739184,0.0
2018-10-26,1.0,-0.08206608431447018,-0.16425370300037978,-0.0,-0.144003038359286,-0.12887200911507787,0.0
2018-10-29,1.0,-0.0826540370690833,-0.1633043399061888,-0.0,-0.14416260606888595,-0.12787467553167267,0.0
2018-10-30,1.0,-0.0820406180747397,-0.1632919462068547,-0.0,-0.14416684375094865,-0.12836586624571206,0.0
2018-10-31,1.0,-0.08377904692835343,-0.1567400960928293,-0.0,-0.14354999546731936,-0.1268244039524975,0.0
2018-11-01,1.0,-0.0781783051052139,-0.16103613803097544,-0.0,-0.14337469432116653,-0.12693596594511367,0.0
2018-11-02,1.0,-0.07772349854051028,-0.16390145041516052,-0.0,-0.14306023987053643,-0.12773937899847243,0.0
2018-11-05,1.0,-0.0760018146075911,-0.16871314078330563,-0.0,-0.14358082564645397,-0.12387721155300167,0.0
2018-11-06,1.0,-0.07604700757747629,-0.1687765627599558,-0.0,-0.1436695554849736,-0.12399231665078572,0.0
2018-11-07,1.0,-0.07617347093181612,-0.16887086523620737,-0.0,-0.14397905759162302,-0.12414127046575674,0.0
2018-11-08,1.0,-0.07479726362524351,-0.16842598045878074,-0.0,-0.14304051707213944,-0.1238768329331461,0.0
2018-11-09,1.0,-0.0744997357094314,-0.16846635958619646,-0.0,-0.14344181831911199,-0.12382390696971984,0.0
2018-11-12,1.0,-0.07439412447782352,-0.16674961166659127,-0.0,-0.14367582077847652,-0.12325626988794885,0.0
2018-11-13,1.0,-0.0702955318224712,-0.16434744836056978,-0.0,-0.14232860502389116,-0.1209089138868501,0.0
2018-11-14,1.0,-0.07045502201719438,-0.16418536380792617,-0.0,-0.14231794626007246,-0.12080999311026569,0.0
2018-11-15,1.0,-0.07033588791761465,-0.16402227278170278,-0.0,-0.1421985390971141,-0.12028499580888516,0.0
2018-11-16,1.0,-0.06815361846531026,-0.15982240294201186,-0.0,-0.14260087004619318,-0.12434783908630201,0.0
2018-11-19,1.0,-0.07057256990679094,-0.1595475695327578,-0.0,-0.14172863148760453,-0.1242986878917997,0.0
2018-11-20,1.0,-0.06094075617743376,-0.15659422447156893,-0.0,-0.14209586186364992,-0.12890741292051205,0.0
2018-11-21,1.0,-0.06142393190277757,-0.1551317604140406,-0.0,-0.14091023682766599,-0.12550235048121838,0.0
2018-11-23,1.0,-0.0618970703732792,-0.15074907754545588,-0.0,-0.14307307025473082,-0.12613547115569845,0.0
2018-11-26,1.0,-0.06164079165679071,-0.1522428300545153,-0.0,-0.14224342261199335,-0.12528146480208582,0.0
2018-11-27,1.0,-0.060513790758861256,-0.15221568569485913,-0.0,-0.14115942885860408,-0.12422029739557158,0.0
2018-11-28,1.0,-0.06008044243338361,-0.15437849347883953,-0.0,-0.14041936533286015,-0.12384290065950967,0.0
2018-11-29,1.0,-0.0579199008352271,-0.15333648142136175,-0.0,-0.1401440250272998,-0.12428061269663253,0.0
2018-11-30,1.0,-0.05796182102499041,-0.15329124007907238,-0.0,-0.14025019915616793,-0.12371286106275632,0.0
2018-12-03,1.0,-0.05737837877693067,-0.15345140312329494,-0.0,-0.14022385088404876,-0.12358987214840811,0.0
2018-12-04,1.0,-0.05892703989589802,-0.15323987815337298,-0.0,-0.141986809806879,-0.1245674740484429,0.0
2018-12-06,1.0,-0.05926936926472297,-0.13564293181554188,-0.0,-0.1408409803693809,-0.11621558833778604,0.0
2018-12-07,1.0,-0.05715447981287501,-0.1362176926094347,-0.0,-0.14138978076738679,-0.11808632738155773,0.0
2018-12-10,1.0,-0.051658972879399884,-0.13645412579342178,-0.0,-0.14091171379111367,-0.11357472590882861,0.0
2018-12-11,1.0,-0.05205522932867799,-0.1363708502257939,-0.0,-0.1410598606281831,-0.11328649132172383,0.0
2018-12-12,1.0,-0.05229059952384388,-0.13633936945386335,-0.0,-0.14117307553567562,-0.11307986436765023,0.0
2018-12-13,1.0,-0.052400548696845,-0.13707313551368133,-0.0,-0.1408851346473179,-0.11358024691358024,0.0
2018-12-14,1.0,-0.052010344279584494,-0.13859312018723724,-0.0,-0.1403412456477455,-0.11378707542944652,0.0
2018-12-17,1.0,-0.05271523944394671,-0.1385653593826768,-0.0,-0.1412242420739285,-0.11254009999710993,0.0
2018-12-18,1.0,-0.054167090225236345,-0.14205428326629005,-0.0,-0.14340483001989515,-0.1125746068166306,0.0
2018-12-19,1.0,-0.053880562332984785,-0.14216626002091323,-0.0,-0.14358952015801094,-0.11266991983269432,0.0
2018-12-20,1.0,-0.053792142981489,-0.1408489525909592,-0.0,-0.14395346138223175,-0.11211048569604827,0.0
2018-12-21,1.0,-0.05347445255474453,-0.14223357664233577,-0.0,-0.14527007299270073,-0.1188905109489051,0.0
2018-12-24,1.0,-0.05151382823871906,-0.139490538573508,-0.0,-0.1441339155749636,-0.12045123726346434,0.0
2018-12-26,1.0,-0.05256608742204795,-0.14118906717983593,-0.0,-0.13692069509354246,-0.1162299422684589,0.0
2018-12-27,1.0,-0.05385855592836289,-0.14260606852876667,-0.0,-0.13919270265952038,-0.11683878745624354,0.0
2018-12-28,1.0,-0.05304492995572332,-0.14344196849822166,-0.0,-0.13901429919430935,-0.11620817304202656,0.0
2018-12-31,1.0,-0.04872105409073002,-0.1516203872586929,-0.0,-0.14152306188259672,-0.11728656267783402,0.0
2019-01-02,1.0,-0.046930828800186675,-0.15177412533360554,-0.0,-0.14098207644854088,-0.11871253773571147,0.0
2019-01-03,1.0,-0.041621542514268986,-0.15477828186740816,-0.0,-0.13870920532708914,-0.1283769939997073,0.0
2019-01-04,1.0,-0.03839077102803739,-0.15559287383177572,-0.0,-0.13723714953271027,-0.12905957943925234,0.0
2019-01-07,1.0,-0.03747307759473776,-0.15358868385819896,-0.0,-0.1366785028232144,-0.1275248850340532,0.0
2019-01-08,1.0,-0.033916479384244774,-0.16683558806680474,-0.0,-0.13488741021460363,-0.1332422626654328,0.0
2019-01-09,1.0,-0.033932165048401075,-0.16678173245001984,-0.0,-0.134906062253037,-0.13330493411871852,0.0
2019-01-10,1.0,-0.034330856656192184,-0.16582479222342958,-0.0,-0.13548794455375762,-0.13275674723209305,0.0
2019-01-11,1.0,-0.03501888345163044,-0.16045790533292184,-0.0,-0.13668092110097135,-0.13737159987655953,0.0
2019-01-14,1.0,-0.03730179742888241,-0.16118024299120406,-0.0,-0.1378372017768364,-0.13457182361074338,0.0
2019-01-15,1.0,-0.0373046472613827,-0.16107955381581657,-0.0,-0.13804926862289196,-0.1351502486976484,0.0
2019-01-16,1.0,-0.04036481318034716,-0.15903206825536922,-0.0,-0.13984995586937335,-0.1317887614004119,0.0
2019-01-17,1.0,-0.03893716823268193,-0.16085108885849989,-0.0,-0.1397356154513506,-0.13089828988192392,0.0
