Date,CMRE,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.33544592030360526,-1.0256166982922201,-0.0,-0.7277039848197343,-0.7062618595825426,0.0
2018-09-25,1.0,-0.34260208926875596,-1.025071225071225,-0.0,-0.7275593542260209,-0.7034757834757835,0.0
2018-09-26,1.0,-0.3408848614072495,-1.0255482790130979,-0.0,-0.7301248857752057,-0.7108970453853183,0.0
2018-09-27,1.0,-0.34550989345509897,-1.0171232876712328,-0.0,-0.7311643835616438,-0.7113774733637748,0.0
2018-09-28,1.0,-0.34930253830322433,-1.016502782224255,-0.0,-0.7327921335467642,-0.71266864852504,0.0
2018-10-01,1.0,-0.3750490696396325,-1.0440449085341916,-0.0,-0.767684698123577,-0.7387924943079217,0.0
2018-10-02,1.0,-0.378705194142358,-1.0312512268854777,-0.0,-0.7724078363629225,-0.7436692709355738,0.0
2018-10-03,1.0,-0.40875673909491916,-1.1193840875673908,-0.0,-0.7999509884005882,-0.7562489789250122,0.0
2018-10-04,1.0,-0.41263879817113,-1.1127531025473545,-0.0,-0.8045395166557805,-0.7523677335075114,0.0
2018-10-05,1.0,-0.3884549670490603,-1.1027174355219265,-0.0,-0.8129118867463998,-0.7638922789032625,0.0
2018-10-08,1.0,-0.3843156356551388,-1.0979055041402825,-0.0,-0.8149456080532554,-0.7619337554797856,0.0
2018-10-09,1.0,-0.3916422526041667,-1.1022135416666667,-0.0,-0.8155110677083333,-0.7596435546875,0.0
2018-10-10,1.0,-0.39258114374034003,-1.101277149597332,-0.0,-0.8160741885625966,-0.7574229236150655,0.0
2018-10-11,1.0,-0.29814398865114083,-1.089648106553178,-0.0,-0.7853568191669622,-0.7674271978563266,0.0
2018-10-12,1.0,-0.3144319824924772,-1.091132908671695,-0.0,-0.76306225331197,-0.7393020438469654,0.0
2018-10-15,1.0,-0.27485334376222137,-1.134258897145092,-0.0,-0.7583496284708643,-0.7434102463824795,0.0
2018-10-16,1.0,-0.2646029186170003,-1.1630413405184281,-0.0,-0.7605318019116547,-0.7452306966133029,0.0
2018-10-17,1.0,-0.23637767908862714,-1.1137285190191155,-0.0,-0.754817532342151,-0.7567870245221084,0.0
2018-10-18,1.0,-0.23548947673296003,-1.1121452017764046,-0.0,-0.7569801119907318,-0.757173199459355,0.0
2018-10-19,1.0,-0.21622138865497972,-1.101010487636837,-0.0,-0.7562581336599556,-0.7541146750363623,0.0
2018-10-22,1.0,-0.21645816595891196,-1.0935383909101342,-0.0,-0.759019090248288,-0.7566854126018593,0.0
2018-10-23,1.0,-0.23719363456847486,-1.1100011615750958,-0.0,-0.7611414411275023,-0.763580748828745,0.0
2018-10-24,1.0,-0.2355724480297859,-1.1155755507291343,-0.0,-0.7628762022959975,-0.7643112007446478,0.0
2018-10-25,1.0,-0.20822970834275378,-1.074383902328736,-0.0,-0.752656567940312,-0.7329489788228201,0.0
2018-10-26,1.0,-0.17748329369124477,-1.0726771623815456,-0.0,-0.7892173519084834,-0.7360591988522671,0.0
2018-10-29,1.0,-0.1518645086184235,-1.083705734349769,-0.0,-0.7779864057981898,-0.7417477186525967,0.0
2018-10-30,1.0,-0.16892427272384258,-1.0886314756819984,-0.0,-0.7822887974946232,-0.7333132098253028,0.0
2018-10-31,1.0,-0.17332734620565785,-1.0645861397994312,-0.0,-0.7779898218829517,-0.7260514892980093,0.0
2018-11-01,1.0,-0.17615998202449162,-1.0632887690521666,-0.0,-0.7787889001235817,-0.726659925851028,0.0
2018-11-02,1.0,-0.17950053965536494,-1.0408277196769513,-0.0,-0.7809743570657636,-0.7204213033607503,0.0
2018-11-05,1.0,-0.18121880354615214,-1.0376592416002384,-0.0,-0.781568948819191,-0.7245027192132907,0.0
2018-11-06,1.0,-0.18850626118067978,-1.0439400715563507,-0.0,-0.7771690518783542,-0.7172406082289804,0.0
2018-11-07,1.0,-0.1875279558670046,-1.04584762188758,-0.0,-0.7762039660056657,-0.7178693901893544,0.0
2018-11-08,1.0,-0.16600192037816675,-1.043356230149937,-0.0,-0.7654922815569835,-0.718221434374769,0.0
2018-11-09,1.0,-0.1657250470809793,-1.0430190908755215,-0.0,-0.7659244488755954,-0.7179203131346701,0.0
2018-11-12,1.0,-0.16462675046862943,-1.0246260153636932,-0.0,-0.7722277355092441,-0.7140441798066675,0.0
2018-11-13,1.0,-0.13458597334498582,-1.0221032699730537,-0.0,-0.7749981793023086,-0.7097079600903067,0.0
2018-11-14,1.0,-0.14030584179837913,-1.0272103854193408,-0.0,-0.7842971872822619,-0.7153544317723423,0.0
2018-11-15,1.0,-0.1390927774515561,-1.0285158543746329,-0.0,-0.7849383440986494,-0.7174471520845567,0.0
2018-11-16,1.0,-0.13666800834278606,-1.0199421859563103,-0.0,-0.7824289216583117,-0.7201141644407041,0.0
2018-11-19,1.0,-0.13764086052978194,-1.0195009512659154,-0.0,-0.781721059563881,-0.7198156007610127,0.0
2018-11-20,1.0,-0.07896367015268009,-1.0136646868053782,-0.0,-0.7949203804248807,-0.7563677440513064,0.0
2018-11-21,1.0,-0.07462197121515758,-1.015813445071962,-0.0,-0.7963563490617598,-0.7568591728912369,0.0
2018-11-23,1.0,-0.07481205751405008,-1.021421794029633,-0.0,-0.7956353550835705,-0.7574994525947012,0.0
2018-11-26,1.0,-0.07516160841459407,-1.0203790949928784,-0.0,-0.7974507870421095,-0.759212592673752,0.0
2018-11-27,1.0,-0.0633905205001454,-1.0254797906368132,-0.0,-0.7923088107007852,-0.7535620820005816,0.0
2018-11-28,1.0,-0.06477644492911667,-1.0220283533260632,-0.0,-0.7937477280988731,-0.754525627044711,0.0
2018-11-29,1.0,-0.04308764868652747,-1.0081934811513997,-0.0,-0.7872210443094836,-0.7551299097998346,0.0
2018-11-30,1.0,-0.04312203536006899,-1.0089478223372144,-0.0,-0.7887738967945953,-0.7526951272100043,0.0
2018-12-03,1.0,-0.041151967825337546,-1.009264579143924,-0.0,-0.7884228669922436,-0.7520827348463085,0.0
2018-12-04,1.0,-0.04349237260629666,-1.0117205813408345,-0.0,-0.7947636048901872,-0.7563922247466552,0.0
2018-12-06,1.0,-0.033818644427168,-0.9769241642518904,-0.0,-0.7872287794190401,-0.7358823945155135,0.0
2018-12-07,1.0,-0.01857529948659441,-0.9890901312036509,-0.0,-0.8005918425556189,-0.7570593268682259,0.0
2018-12-10,1.0,-0.0,-0.9985496993279094,-0.0,-0.8024761230986912,-0.736292889989388,0.0
2018-12-11,1.0,-0.0,-1.0012048192771084,-0.0,-0.7973423104181431,-0.7450389794472005,0.0
2018-12-12,1.0,-0.0,-1.012528636884307,-0.0,-0.8175830469644902,-0.7494988545246277,0.0
2018-12-13,1.0,-0.0,-1.013249776186213,-0.0,-0.8175111906893464,-0.750259623992838,0.0
2018-12-14,1.0,-0.0,-1.0195396529470817,-0.0,-0.8147138964577657,-0.7510038720780151,0.0
2018-12-17,1.0,-0.0,-1.0205128205128204,-0.0,-0.8153846153846154,-0.7502599964138427,0.0
2018-12-18,1.0,-0.0,-1.024982027318476,-0.0,-0.8183680805176132,-0.7511502516175413,0.0
2018-12-19,1.0,-0.0,-1.0321938867788027,-0.0,-0.8278531379996383,-0.7572436245252306,0.0
2018-12-20,1.0,-0.0,-1.0203001835654897,-0.0,-0.8279163517258755,-0.7511067919231185,0.0
2018-12-21,1.0,-0.0,-1.0389685643922935,-0.0,-0.8545922062871216,-0.7280892365638129,0.0
2018-12-24,1.0,-0.0,-1.00494691991045,-0.0,-0.844515057413158,-0.7614284682602729,0.0
2018-12-26,1.0,-0.0,-1.0052527432991545,-0.0,-0.8367692030940818,-0.7557474365893146,0.0
2018-12-27,1.0,-0.0,-0.9659427615296127,-0.0,-0.774601735977969,-0.7453550388677799,0.0
2018-12-28,1.0,-0.0,-0.9819908202235381,-0.0,-0.7774780140850005,-0.7442976770260328,0.0
2018-12-31,1.0,-0.0,-0.9920562390158173,-0.0,-0.7783479789103691,-0.7445342706502637,0.0
2019-01-02,1.0,-0.0,-0.9945020088813703,-0.0,-0.7772961161626841,-0.7525199125960386,0.0
2019-01-03,1.0,-0.0,-1.0054469721243193,-0.0,-0.768201075153975,-0.786464452276692,0.0
2019-01-04,1.0,-0.0,-1.024207636635887,-0.0,-0.7363898891226068,-0.8045919640628899,0.0
2019-01-07,1.0,-0.0,-0.9941221747953257,-0.0,-0.7229375131201455,-0.7816457910573087,0.0
2019-01-08,1.0,-0.0,-0.9900740947854046,-0.0,-0.7245211799245073,-0.7804068223123165,0.0
2019-01-09,1.0,-0.0,-0.9770704638257773,-0.0,-0.7244267615956445,-0.788538721948836,0.0
2019-01-10,1.0,-0.0,-0.9745744977678573,-0.0,-0.7259695870535715,-0.7871442522321429,0.0
2019-01-11,1.0,-0.0,-0.9670114621190942,-0.0,-0.7308498741962538,-0.7967221135029353,0.0
2019-01-14,1.0,-0.0,-0.9657689755143387,-0.0,-0.7341856159837926,-0.793042020329037,0.0
2019-01-15,1.0,-0.0,-0.9693008585947083,-0.0,-0.7356930085859471,-0.7994743297704574,0.0
2019-01-16,1.0,-0.0,-0.9612308337117111,-0.0,-0.733854912507422,-0.7976319374104991,0.0
2019-01-17,1.0,-0.0,-0.9516230366492147,-0.0,-0.7373123909249565,-0.8014659685863874,0.0
2019-01-18,1.0,-0.0,-0.9476030041412226,-0.0,-0.7442619498841861,-0.8176107250649259,0.0
2019-01-22,1.0,-0.0,-1.012467402564927,-0.0,-0.7427928410674097,-0.8170614082091952,0.0
2019-01-23,1.0,-0.0,-1.008425261504409,-0.0,-0.7429224233336903,-0.8186426760915354,0.0
