Date,BRK-A,IWF,IWM,MTUM,SDY,SPY,USMV,VLUE,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
2019-01-18,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.39923014902858334,-0.0,-0.010507425420687144,-0.0,-0.09347447267809306,-0.7194465395719004,-0.0,-0.0,-0.141356082082759,-0.0,-0.236833207625686,-0.0,-0.0
2019-01-22,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.4006224174904545,-0.0,-0.010957686071447252,-0.0,-0.09650086301584812,-0.7230503687431351,-0.0,-0.0,-0.15134159736387887,-0.0,-0.23272660704011716,-0.0,-0.0
2019-01-23,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.3976945244956772,-0.0,-0.011396384595231858,-0.0,-0.10091695048467383,-0.7223211946554886,-0.0,-0.0,-0.15855383809274298,-0.0,-0.22900183390096937,-0.0,-0.0
2019-01-24,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.39430426133389174,-0.0,-0.014160820856454821,-0.0,-0.10318291278400167,-0.7211025023557743,-0.0,-0.0,-0.15524552402889752,-0.0,-0.22950476389906815,-0.0,-0.0
2019-01-25,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.3944757167168477,-0.0,-0.015289959418772089,-0.0,-0.10218615001963607,-0.7192040843042283,-0.0,-0.0,-0.16020421521141512,-0.0,-0.22678361042021206,-0.0,-0.0
2019-01-28,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.39483810171976025,-0.0,-0.0157055728607701,-0.0,-0.10208622359500563,-0.7193937648875743,-0.0,-0.0,-0.15954244431065623,-0.0,-0.2260031934664817,-0.0,-0.0
2019-01-29,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.3965892122704529,-0.0,-0.014748644329761872,-0.0,-0.10457653315170408,-0.7203258847876771,-0.0,-0.0,-0.15246378330233412,-0.0,-0.2309485762187934,-0.0,-0.0
2019-01-30,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.3934486469461141,-0.0,-0.025250006561852018,-0.0,-0.10554082784325049,-0.7120396860809995,-0.0,-0.0,-0.1544922438909158,-0.0,-0.2340218903383291,-0.0,-0.0
2019-01-31,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.40389480341519973,-0.0,-0.02574575735216612,-0.0,-0.1077527142405397,-0.708838410456414,-0.0,-0.0,-0.15191841467271003,-0.0,-0.23703488984926743,-0.0,-0.0
2019-02-01,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.402978398716026,-0.0,-0.032415081432367716,-0.0,-0.10508590522798432,-0.7090272844476018,-0.0,-0.0,-0.14618359775830767,-0.0,-0.23540400452548213,-0.0,-0.0
2019-02-04,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.4030416250065779,-0.0,-0.031600273641004054,-0.0,-0.10829868968057675,-0.7083092143345787,-0.0,-0.0,-0.14468768089249065,-0.0,-0.23522601694469292,-0.0,-0.0
2019-02-05,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.3819556000316014,-0.0,-0.04579569694256445,-0.0,-0.11007821346746371,-0.7077660442946304,-0.0,-0.0,-0.1391515023832723,-0.0,-0.2487030258341453,-0.0,-0.0
2019-02-06,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.38021381925426584,-0.0,-0.041262902886033286,-0.0,-0.11022751211291343,-0.712291973878239,-0.0,-0.0,-0.1411154413313672,-0.0,-0.2481567305666737,-0.0,-0.0
2019-02-07,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.37956839081974125,-0.0,-0.04334536639350742,-0.0,-0.11164396195093672,-0.7104424125846487,-0.0,-0.0,-0.14049695660193406,-0.0,-0.24947959210560985,-0.0,-0.0
2019-02-08,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.3710170922135472,-0.0,-0.047768516564676095,-0.0,-0.12339101076176409,-0.7076914960962227,-0.0,-0.0,-0.15090208904832242,-0.0,-0.2369434479848069,-0.0,-0.0
2019-02-11,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.36310418479550666,-0.0,-0.047754660759960973,-0.0,-0.1252801729820953,-0.7128391741159719,-0.0,-0.0,-0.14872241120164542,-0.0,-0.23924794979300162,-0.0,-0.0
2019-02-12,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.3561799534785367,-0.0,-0.04805455698879256,-0.0,-0.12856840769718758,-0.7150560372171706,-0.0,-0.0,-0.15523895115246353,-0.0,-0.2401670543455276,-0.0,-0.0
2019-02-13,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.361524654207581,-0.0,-0.041917432161334596,-0.0,-0.12881427515573857,-0.7150776053215077,-0.0,-0.0,-0.15312532995459824,-0.0,-0.23917748917748916,-0.0,-0.0
2019-02-14,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.3632278698490735,-0.0,-0.04570084317923506,-0.0,-0.12208918140247932,-0.7173631485739962,-0.0,-0.0,-0.1507678481748738,-0.0,-0.24407263500118945,-0.0,-0.0
2019-02-15,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.36072817717566746,-0.0,-0.04582859259651258,-0.0,-0.11944010795649988,-0.7208213161167412,-0.0,-0.0,-0.15608710607784512,-0.0,-0.24306088429074169,-0.0,-0.0
2019-02-19,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.36467762793275443,-0.0,-0.04813808028291678,-0.0,-0.11894645166398352,-0.7088226755693964,-0.0,-0.0,-0.15365126283286268,-0.0,-0.2449130400358924,-0.0,-0.0
2019-02-20,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.37281696828998045,-0.0,-0.04315939429114124,-0.0,-0.11818709439138922,-0.7109428586503456,-0.0,-0.0,-0.15071492639687648,-0.0,-0.24225716245449266,-0.0,-0.0
2019-02-21,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.37322568729882327,-0.0,-0.043216716795947435,-0.0,-0.1183842541290697,-0.7100416864545407,-0.0,-0.0,-0.1508363674740119,-0.0,-0.24262571895942164,-0.0,-0.0
2019-02-22,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.3663818114680593,-0.0,-0.04468006541119376,-0.0,-0.12143271614706969,-0.7088674368307222,-0.0,-0.0,-0.15355805243445694,-0.0,-0.24260167748061406,-0.0,-0.0
2019-02-25,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.33743665932666544,-0.0,-0.0417053564322288,-0.0,-0.12164062292733399,-0.7191255670814211,-0.0,-0.0,-0.19849839492744012,-0.0,-0.23457936486880854,-0.0,-0.0
2019-02-26,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.3326170579652474,-0.0,-0.0502719193526993,-0.0,-0.11797320599549012,-0.7221382146173233,-0.0,-0.0,-0.19628597957288765,-0.0,-0.2335588274306937,-0.0,-0.0
2019-02-27,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.33512810991459335,-0.0,-0.04933425282478383,-0.0,-0.11712906477109966,-0.7221898042544163,-0.0,-0.0,-0.19659434512757945,-0.0,-0.2320036072356904,-0.0,-0.0
2019-02-28,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.3359060046679398,-0.0,-0.05094950137916402,-0.0,-0.1168045830681095,-0.7198175259919372,-0.0,-0.0,-0.19801612561001486,-0.0,-0.2307447485677912,-0.0,-0.0
2019-03-01,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.33713937531459454,-0.0,-0.05099743025935836,-0.0,-0.11786367128513524,-0.7198452857180703,-0.0,-0.0,-0.19447903144620765,-0.0,-0.2288923623069383,-0.0,-0.0
2019-03-04,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.33140104290743533,-0.0,-0.04846607903861934,-0.0,-0.12236957039625188,-0.7213001932290426,-0.0,-0.0,-0.194578998914741,-0.0,-0.228857301675534,-0.0,-0.0
2019-03-05,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.3249807758597831,-0.0,-0.058680030758624345,-0.0,-0.12032985973006655,-0.7186381353909792,-0.0,-0.0,-0.1843131015830085,-0.0,-0.24469015989181447,-0.0,-0.0
2019-03-06,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.32602587212384687,-0.0,-0.05792068709574807,-0.0,-0.12034778920581063,-0.7185876365178665,-0.0,-0.0,-0.18415332414378116,-0.0,-0.24379705227441414,-0.0,-0.0
2019-03-07,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.32393096683544975,-0.0,-0.06245857745022667,-0.0,-0.1166989210254235,-0.7175313485856685,-0.0,-0.0,-0.18583812730309376,-0.0,-0.2446117547254845,-0.0,-0.0
2019-03-08,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.3243680110233717,-0.0,-0.061847474693942445,-0.0,-0.11656685568922572,-0.718824527001961,-0.0,-0.0,-0.1800042397583338,-0.0,-0.2482113519529387,-0.0,-0.0
2019-03-11,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.3316974825582938,-0.0,-0.06523065495928057,-0.0,-0.11300634002705784,-0.7173780406928932,-0.0,-0.0,-0.17287847839350612,-0.0,-0.2525134626097567,-0.0,-0.0
2019-03-12,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.3307918354380113,-0.0,-0.06713790273475763,-0.0,-0.11026394514600375,-0.7138961692214015,-0.0,-0.0,-0.1707833637783602,-0.0,-0.2545468985783496,-0.0,-0.0
2019-03-13,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.3325658330025142,-0.0,-0.06613735609368797,-0.0,-0.10930263332010057,-0.7144634114066427,-0.0,-0.0,-0.1713907635305015,-0.0,-0.25269286754002906,-0.0,-0.0
2019-03-14,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.32636005395255346,-0.0,-0.06913332099124593,-0.0,-0.10769352833831425,-0.7120679167438047,-0.0,-0.0,-0.1764036920472878,-0.0,-0.25310094945915207,-0.0,-0.0
2019-03-15,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.3510844460962595,-0.0,-0.07026998327537232,-0.0,-0.10979850805702301,-0.6894794127797392,-0.0,-0.0,-0.16355623987894555,-0.0,-0.270487668905466,-0.0,-0.0
2019-03-18,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.3464880810013553,-0.0,-0.07510165032288926,-0.0,-0.1060352387786016,-0.6889101490871402,-0.0,-0.0,-0.17643307023837998,-0.0,-0.2645565919902203,-0.0,-0.0
2019-03-19,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.34645732047501393,-0.0,-0.07252729736191918,-0.0,-0.11128822294838074,-0.6851305757020271,-0.0,-0.0,-0.17688159188119337,-0.0,-0.26439255067612444,-0.0,-0.0
2019-03-20,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.34753452726256684,-0.0,-0.07940605125202906,-0.0,-0.10125335958913223,-0.6852763511535699,-0.0,-0.0,-0.18872242475850873,-0.0,-0.2588679847787328,-0.0,-0.0
2019-03-21,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.3299098330043216,-0.0,-0.09496878834764978,-0.0,-0.10566611534973055,-0.6699567838659766,-0.0,-0.0,-0.18865709865016272,-0.0,-0.27850397481726513,-0.0,-0.0
2019-03-22,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.3212126055568875,-0.0,-0.09296997788966142,-0.0,-0.10578331868190416,-0.6788673113295506,-0.0,-0.0,-0.18332933748901145,-0.0,-0.28173366365646396,-0.0,-0.0
2019-03-25,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.3300077154335276,-0.0,-0.08609359619017214,-0.0,-0.10341341421236067,-0.6719876553063561,-0.0,-0.0,-0.18918775108415145,-0.0,-0.27983079256125787,-0.0,-0.0
2019-03-26,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.3512188623950979,-0.0,-0.08187025442919942,-0.0,-0.10523511389369922,-0.6601838284268016,-0.0,-0.0,-0.17146663114426536,-0.0,-0.2941787664846144,-0.0,-0.0
2019-03-27,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.36225290659004444,-0.0,-0.08471013914385293,-0.0,-0.09710804267432889,-0.6558118498417006,-0.0,-0.0,-0.1677707718094022,-0.0,-0.29284060978529813,-0.0,-0.0
2019-03-28,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.3596339549360219,-0.0,-0.08728153015349419,-0.0,-0.09614003351866138,-0.6550504110026335,-0.0,-0.0,-0.16908302519220025,-0.0,-0.2930222659679178,-0.0,-0.0
2019-03-29,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.35965566867437765,-0.0,-0.09399818772986515,-0.0,-0.09298544853685838,-0.6479398752731731,-0.0,-0.0,-0.17496402110761686,-0.0,-0.29553328713821225,-0.0,-0.0
2019-04-01,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.37753340239594124,-0.0,-0.09121576752463675,-0.0,-0.09844077881371689,-0.6301166095572024,-0.0,-0.0,-0.17935028023481284,-0.0,-0.27962387441230374,-0.0,-0.0
2019-04-02,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.371781613767136,-0.0,-0.09301832259433086,-0.0,-0.09490096253281362,-0.6435446662954418,-0.0,-0.0,-0.17943414737623628,-0.0,-0.26892583459284597,-0.0,-0.0
2019-04-03,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.37604980792157905,-0.0,-0.09134984766194197,-0.0,-0.09699297920254338,-0.6404291959199894,-0.0,-0.0,-0.17901708835607366,-0.0,-0.2654921181613458,-0.0,-0.0
2019-04-04,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.3381203465726928,-0.0,-0.14875069553006015,-0.0,-0.07373943456718157,-0.6287061816062107,-0.0,-0.0,-0.19665615643464665,-0.0,-0.2636655096579317,-0.0,-0.0
2019-04-05,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.2961770939634194,-0.0,-0.15040427035089096,-0.0,-0.07661511892613235,-0.6211371902556454,-0.0,-0.0,-0.20838893686055943,-0.0,-0.26388779862364914,-0.0,-0.0
2019-04-08,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.30333263135727073,-0.0,-0.1412288090976098,-0.0,-0.07863009371380436,-0.6288038327893019,-0.0,-0.0,-0.2149362956723176,-0.0,-0.26547857218068865,-0.0,-0.0
2019-04-09,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.29601073627703806,-0.0,-0.1430451028893216,-0.0,-0.07925898636913846,-0.6301247302773538,-0.0,-0.0,-0.2142518814799221,-0.0,-0.26877532761433603,-0.0,-0.0
2019-04-10,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.29793510324483774,-0.0,-0.14375263379688158,-0.0,-0.07419405815423515,-0.6269490096923725,-0.0,-0.0,-0.22031710914454278,-0.0,-0.27064896755162243,-0.0,-0.0
2019-04-11,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.3019216555801921,-0.0,-0.1469749762432689,-0.0,-0.07229965156794425,-0.625725900116144,-0.0,-0.0,-0.21842994403970015,-0.0,-0.2742846584309999,-0.0,-0.0
2019-04-12,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.29544614084209414,-0.0,-0.1407892651487136,-0.0,-0.07065877753711236,-0.6373817951291668,-0.0,-0.0,-0.22143272227798616,-0.0,-0.2757409266205293,-0.0,-0.0
2019-04-15,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.30400887925794773,-0.0,-0.1407732353796147,-0.0,-0.06596020189741285,-0.643851906662086,-0.0,-0.0,-0.21577125340239423,-0.0,-0.2722708173674057,-0.0,-0.0
2019-04-16,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.28969979845125704,-0.0,-0.13604540150631164,-0.0,-0.06141932746366818,-0.6458311233690464,-0.0,-0.0,-0.24994696085711254,-0.0,-0.26901453272515113,-0.0,-0.0
2019-04-17,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.2632667674437107,-0.0,-0.1341660699604848,-0.0,-0.06274697005860981,-0.6632985917734108,-0.0,-0.0,-0.26003129392420504,-0.0,-0.26854430211896996,-0.0,-0.0
2019-04-18,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.2760972244334767,-0.0,-0.13620442604680785,-0.0,-0.05675847794937112,-0.6597940879902352,-0.0,-0.0,-0.25887597516319055,-0.0,-0.26574855383962215,-0.0,-0.0
2019-04-22,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.2915021595696759,-0.0,-0.13614563183974138,-0.0,-0.06038845756379343,-0.6592914491639948,-0.0,-0.0,-0.24952966427303322,-0.0,-0.2529213810646811,-0.0,-0.0
2019-04-23,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.2964837436074088,-0.0,-0.13794748138530433,-0.0,-0.0579506611197965,-0.6600598849996024,-0.0,-0.0,-0.2515964916929437,-0.0,-0.24574048066986406,-0.0,-0.0
2019-04-24,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.3154208106084911,-0.0,-0.13228531707838737,-0.0,-0.05058282536627099,-0.6687787402416854,-0.0,-0.0,-0.2515239011870388,-0.0,-0.25494599508074006,-0.0,-0.0
2019-04-25,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.3127938034188034,-0.0,-0.13373397435897436,-0.0,-0.057131410256410255,-0.6648771367521368,-0.0,-0.0,-0.2498931623931624,-0.0,-0.25251068376068375,-0.0,-0.0
2019-04-26,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.3216215489663701,-0.0,-0.12207317401005403,-0.0,-0.060485496921960265,-0.6749374983198474,-0.0,-0.0,-0.2516196671953547,-0.0,-0.2575069222290922,-0.0,-0.0
2019-04-29,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.3201945295287226,-0.0,-0.1200763071632006,-0.0,-0.0650491697565694,-0.6719060669568488,-0.0,-0.0,-0.24995969692084474,-0.0,-0.2597130420764146,-0.0,-0.0
2019-04-30,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.29531644888960584,-0.0,-0.13625853632306287,-0.0,-0.06103134914233479,-0.6745711673925903,-0.0,-0.0,-0.27079636500510834,-0.0,-0.25063182233693604,-0.0,-0.0
2019-05-01,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.2927560277235141,-0.0,-0.12804731194305438,-0.0,-0.06794401776873879,-0.6803500227461264,-0.0,-0.0,-0.2654339158125719,-0.0,-0.24151034279750594,-0.0,-0.0
2019-05-02,1.0,-0.0,-0.0,-0.0,-0.0,-0.0647045494599562,-0.27271582869659355,-0.011707243384778066,-0.1262619904831441,-0.007628590850726353,-0.03159696870515371,-0.622447695057781,-0.0,-0.0,-0.19653062765930665,-0.0,-0.16455600594174075,-0.019562426042951737,-0.0
2019-05-03,1.0,-0.0,-0.0,-0.0,-0.0,-0.06635596422723264,-0.270840156190956,-0.010379140949741782,-0.12767351051769743,-0.008187429147247764,-0.036226224965360876,-0.6197254062224461,-0.0,-0.0,-0.19639753117521097,-0.0,-0.1671495150522736,-0.01629928202544401,-0.0
2019-05-06,1.0,-0.0,-0.0,-0.0,-0.0,-0.0752003235509719,-0.2730214099744698,-0.01385202598518743,-0.12883900811405172,-0.005737974267586764,-0.03511033593690756,-0.6128763175855009,-0.0,-0.0,-0.18161826040797754,-0.0,-0.17218978286696493,-0.029321806829958795,-0.0
2019-05-07,1.0,-0.0,-0.0,-0.0,-0.0,-0.07690340400501265,-0.2546737935091174,-0.009871870284647451,-0.160814301424516,-0.011457507480627092,-0.03334953070253957,-0.6157387279097721,-0.0,-0.0,-0.18457328457072708,-0.0,-0.20204086851998668,-0.008056059947315924,-0.0
2019-05-08,1.0,-0.0,-0.0,-0.0,-0.0,-0.07372660990159588,-0.25957273237138634,-0.006041910977412941,-0.15520318156324886,-0.006908683016366696,-0.04091673889766991,-0.615102228114006,-0.0,-0.0,-0.1866619079182175,-0.0,-0.2014735124662214,-0.003696527813185132,-0.0
2019-05-09,1.0,-0.0,-0.0,-0.0,-0.0,-0.07707797007621135,-0.2651084546172865,-0.002192032217775852,-0.15494609130069073,-0.005785945505059516,-0.04243876328600923,-0.612545561134759,-0.0,-0.0,-0.19037544923916092,-0.0,-0.19187928529554202,-0.006525119159890909,-0.0
2019-05-10,1.0,-0.0,-0.0,-0.0,-0.0,-0.07086733917980433,-0.2679829675064632,-0.0,-0.15139149389162063,-0.003041516702995894,-0.06643179398793532,-0.5913722309525017,-0.0,-0.0,-0.19240127743701527,-0.0,-0.1760784711309373,-0.015055507679829674,-0.0
2019-05-13,1.0,-0.0,-0.0,-0.0,-0.0,-0.07883178513731826,-0.2687802907915994,-0.018755048465266558,-0.1288620759289176,-0.0,-0.06411550888529886,-0.5942548465266558,-0.0,-0.0,-0.17914478998384492,-0.0,-0.16765953150242327,-0.02382875605815832,-0.0
2019-05-14,1.0,-0.0,-0.0,-0.0,-0.0,-0.06973697470523027,-0.2774614531895596,-0.004459336894084451,-0.13229366119117203,-0.0,-0.07122342033659176,-0.5955104303134133,-0.0,-0.0,-0.1721505593066613,-0.0,-0.17147032147536026,-0.02509321777688199,-0.0
2019-05-15,1.0,-0.0,-0.0,-0.0,-0.0,-0.05887568717857776,-0.28424492691206643,-0.0,-0.1340409900438274,-0.0,-0.06759050490208496,-0.6046918146581207,-0.0,-0.0,-0.16340283231576014,-0.0,-0.1936006890786107,-0.026955133888987407,-0.0
2019-05-16,1.0,-0.0,-0.0,-0.0,-0.0,-0.060499303003421614,-0.2841211506779876,-0.0,-0.13853757445190723,-0.0,-0.06463059181345836,-0.6051197566848308,-0.0,-0.0,-0.15660879482955264,-0.0,-0.19675579774426563,-0.028234697756938286,-0.0
2019-05-17,1.0,-0.0,-0.0,-0.0,-0.0,-0.06804927099044747,-0.2731774761186526,-0.0,-0.1363499245852187,-0.0,-0.060658622423328305,-0.5976370035193564,-0.0,-0.0,-0.14534942182001007,-0.0,-0.19635495223730517,-0.036249371543489194,-0.0
2019-05-20,1.0,-0.0,-0.0,-0.0,-0.0,-0.06313614834223522,-0.2697017031139776,-0.0,-0.13418321072256376,-0.0,-0.05542678625415701,-0.6036480902952737,-0.0,-0.0,-0.14909805502368237,-0.0,-0.2039453794215459,-0.04023480802176761,-0.0
2019-05-21,1.0,-0.0,-0.0,-0.0,-0.0,-0.06504554693969736,-0.261411829656955,-0.0008783156415468393,-0.13144620944063842,-0.0,-0.030665763256292503,-0.6032522773469848,-0.006047830560365379,-0.0,-0.1638686039800246,-0.0,-0.19596476699540769,-0.05089211774448543,-0.0
2019-05-22,1.0,-0.0,-0.0,-0.0,-0.0,-0.06956128675824313,-0.25715074960448003,-0.0,-0.1244318324502147,-0.0,-0.029130358353632504,-0.6025966198739359,-0.005725622159162251,-0.0,-0.18121091886190704,-0.0,-0.19472137816729865,-0.04670902287737625,-0.0
2019-05-23,1.0,-0.0,-0.0,-0.0,-0.0,-0.06714514354306292,-0.25922776833049915,-0.0,-0.1371411423427028,-0.0,-0.03486045813744123,-0.596854056216865,-0.00875262578773632,-0.0,-0.168925677703311,-0.0,-0.19108232469740924,-0.036761028308492545,-0.0
2019-05-24,1.0,-0.0,-0.0,-0.0,-0.0,-0.05982518451346382,-0.26124083730068764,-0.019118869492934332,-0.13473891030000756,-0.0,-0.007304969898486107,-0.5987304466107459,-0.004382981939091665,-0.0,-0.1798030177082546,-0.0,-0.20627723620242325,-0.04753268344290788,-0.0
2019-05-28,1.0,-0.0,-0.0,-0.0,-0.0,-0.07009404704873805,-0.27039156854340535,-0.036332921509795515,-0.10945261087718412,-0.0,-0.0,-0.6056579511358765,-0.007311968936738861,-0.0,-0.17790776833665312,-0.0,-0.20970222636847277,-0.03451753611860518,-0.0
2019-05-29,1.0,-0.0,-0.0,-0.0,-0.0,-0.0669426846909762,-0.23514740360153638,-0.014640594602683693,-0.10008978899585973,-0.0,-0.0,-0.6006135581383748,-0.03456876340599591,-0.012695166359056218,-0.15498578340898886,-0.0,-0.21394722402354466,-0.06050780665436225,-0.0
2019-05-30,1.0,-0.0,-0.0,-0.0,-0.0,-0.05501650246916644,-0.22986822840409957,-0.0074943544184430605,-0.09896518351242027,-0.0,-0.0,-0.605082264188401,-0.03958111025634663,-0.008015485023699035,-0.1647517184902102,-0.0,-0.1994937588406085,-0.0733057051393404,-0.0
