Date,IWF,IWM,MTUM,NSA,SPY,VLUE,VXX
2018-09-24,-0.3075773290220243,-0.7582819840156183,-0.0,1.0,-0.5291928497346104,-0.4554023549508877,0.0
2018-09-25,-0.3064097474577824,-0.7597642532140348,-0.0,1.0,-0.5303386569762115,-0.4571716493113874,0.0
2018-09-26,-0.3096140908812917,-0.7634395449819583,-0.0,1.0,-0.5313436487065012,-0.4535196624059691,0.0
2018-09-27,-0.3087293562521065,-0.7683610625976652,-0.0,1.0,-0.5322793148880106,-0.45460673468762447,0.0
2018-09-28,-0.30698501241303217,-0.7704355288564685,-0.0,1.0,-0.5324731050970055,-0.4550219143654029,0.0
2018-10-01,-0.3072089744375651,-0.7702139398026114,-0.0,1.0,-0.5325200760129958,-0.45506651137129894,0.0
2018-10-02,-0.3061775103888854,-0.8104260993611611,-0.0,1.0,-0.5315077839111827,-0.45307945171494135,0.0
2018-10-03,-0.3054478930885864,-0.8017425816253759,-0.0,1.0,-0.53468109515984,-0.45880747883786543,0.0
2018-10-04,-0.3082191780821918,-0.7969689456393727,-0.0,1.0,-0.5379966528234055,-0.45602181863261637,0.0
2018-10-05,-0.28911343901609965,-0.7890052841383146,-0.0,1.0,-0.5459040202713142,-0.46611662185964586,0.0
2018-10-08,-0.2857760617760618,-0.785976833976834,-0.0,1.0,-0.5510733590733592,-0.46600772200772206,0.0
2018-10-09,-0.27822442961353405,-0.7898494490144343,-0.0,1.0,-0.5589632158932175,-0.47713797920223505,0.0
2018-10-10,-0.28191026597066865,-0.7894916728809346,-0.0,1.0,-0.561956251553567,-0.47377578921203084,0.0
2018-10-11,-0.21980472516875602,-0.778899469623915,-0.0,1.0,-0.5389344262295082,-0.4759221311475409,0.0
2018-10-12,-0.22205042816365364,-0.7727759276879164,-0.0,1.0,-0.5224785918173168,-0.45602402473834447,0.0
2018-10-15,-0.20652947455817816,-0.785286442889337,-0.0,1.0,-0.5185921005811884,-0.4548392835962519,0.0
2018-10-16,-0.19854166666666667,-0.8038690476190475,-0.0,1.0,-0.5188690476190476,-0.4549107142857143,0.0
2018-10-17,-0.18394678232329156,-0.7762571796975736,-0.0,1.0,-0.5129527605204548,-0.457332082991443,0.0
2018-10-18,-0.18332063529273868,-0.7751274687921232,-0.0,1.0,-0.514358553595499,-0.457510402625564,0.0
2018-10-19,-0.17130558706337434,-0.7682284850071255,-0.0,1.0,-0.5141494343134688,-0.45473053543902503,0.0
2018-10-22,-0.1712623618382781,-0.7598894706224548,-0.0,1.0,-0.5186154741128562,-0.45892961023851075,0.0
2018-10-23,-0.17187727206630798,-0.7598080558383016,-0.0,1.0,-0.5179874945470408,-0.4585429693180166,0.0
2018-10-24,-0.17052864462040057,-0.7557929669306009,-0.0,1.0,-0.521105030274802,-0.46361201676758274,0.0
2018-10-25,-0.13237817433081675,-0.7229180965454131,-0.0,1.0,-0.5589967970716083,-0.4454644246167925,0.0
2018-10-26,-0.12104741684359518,-0.7117055909412597,-0.0,1.0,-0.5601698513800425,-0.4379051663128096,0.0
2018-10-29,-0.10816901408450703,-0.7157464788732394,-0.0,1.0,-0.5542535211267605,-0.4387323943661972,0.0
2018-10-30,-0.07698227213133443,-0.7286667046685288,-0.0,1.0,-0.5675768112637519,-0.47688536738300175,0.0
2018-10-31,-0.08202660628361166,-0.7091423719218793,-0.0,1.0,-0.5665440135861873,-0.4727144070195301,0.0
2018-11-01,-0.04925981916198408,-0.7460281240195099,-0.0,1.0,-0.5749450925582589,-0.48210160015973075,0.0
2018-11-02,-0.05486404491196235,-0.7194703564036405,-0.0,1.0,-0.5833167937849102,-0.4776999631404349,0.0
2018-11-05,-0.06778829504790489,-0.7079822232482973,-0.0,1.0,-0.5967332332910077,-0.5133325637769826,0.0
2018-11-06,-0.06105404068329307,-0.7079416814597096,-0.0,1.0,-0.6108314175130227,-0.5302505601955593,0.0
2018-11-07,-0.06108491938769572,-0.7079331820033758,-0.0,1.0,-0.6108782957918631,-0.530265991502241,0.0
2018-11-08,-0.02921270318736623,-0.7152773760629375,-0.0,1.0,-0.6053971192225371,-0.5424596517614392,0.0
2018-11-09,-0.028470574619524333,-0.7155546554018865,-0.0,1.0,-0.6068514553555929,-0.5424743938429489,0.0
2018-11-12,-0.028917127391669323,-0.6970503951139028,-0.0,1.0,-0.6243957507164154,-0.544244073291458,0.0
2018-11-13,-0.0,-0.6964090778511921,-0.0,1.0,-0.6323182993392703,-0.5438379775926457,0.0
2018-11-14,-0.0016384489350081922,-0.6959383713242692,-0.0,1.0,-0.6331311621489552,-0.5437350886774556,0.0
2018-11-15,-0.000573921028466483,-0.6964818640955005,-0.0,1.0,-0.6353879706152433,-0.5371900826446281,0.0
2018-11-16,-0.0,-0.6875286172161172,-0.0,1.0,-0.6330128205128206,-0.541180173992674,0.0
2018-11-19,-0.0,-0.693676572218383,-0.0,1.0,-0.6399735084082009,-0.5458419718958766,0.0
2018-11-20,-0.0,-0.6793866926025516,-0.0,1.0,-0.6301847931803879,-0.5510040620172779,0.0
2018-11-21,-0.0,-0.6740461477408016,-0.0,1.0,-0.6277283292703668,-0.5328533363569364,0.0
2018-11-23,-0.0,-0.6583004457567928,-0.0,1.0,-0.6416910365974844,-0.5392237585531359,0.0
2018-11-26,-0.0,-0.660073218491926,-0.0,1.0,-0.6401225984050856,-0.5377018474898544,0.0
2018-11-27,-0.0,-0.6627759093349914,-0.0,1.0,-0.6325636605149366,-0.5308764095752198,0.0
2018-11-28,-0.0,-0.6604013566986998,-0.0,1.0,-0.6341153193894855,-0.5319389485585077,0.0
2018-11-29,-0.0,-0.6437192668752794,-0.0,1.0,-0.620948815377738,-0.5292802860974519,0.0
2018-11-30,-0.0,-0.6447555965456526,-0.0,1.0,-0.6231240043598557,-0.526871803471116,0.0
2018-12-03,-0.0,-0.6462960369696121,-0.0,1.0,-0.6254586192410027,-0.528973533118611,0.0
2018-12-04,-0.0,-0.6466366961717812,-0.0,1.0,-0.6200262474520425,-0.5256191885628123,0.0
2018-12-06,-0.0,-0.5914299679574214,-0.0,1.0,-0.6227665236517678,-0.5012762721989898,0.0
2018-12-07,-0.0,-0.6281581321903902,-0.0,1.0,-0.6731897135122942,-0.518413038574329,0.0
2018-12-10,-0.0,-0.6258156265685126,-0.0,1.0,-0.665021471195137,-0.4976298031342368,0.0
2018-12-11,-0.0,-0.6322180777967861,-0.0,1.0,-0.6590851726168775,-0.5131951650447318,0.0
2018-12-12,-0.0,-0.6341765036537381,-0.0,1.0,-0.6637998875772906,-0.5125913434513771,0.0
2018-12-13,-0.0,-0.6315551409266955,-0.0,1.0,-0.6813954145817431,-0.5140926695502219,0.0
2018-12-14,-0.0,-0.609298696795446,-0.0,1.0,-0.7420464067963128,-0.5382726038084781,0.0
2018-12-17,-0.0,-0.6048384776917988,-0.0,1.0,-0.7289647038517966,-0.5428185139372321,0.0
2018-12-18,-0.0,-0.628515235131803,-0.0,1.0,-0.7518053190864792,-0.5551576351787706,0.0
