Date,IWF,IWM,MTUM,PHI,SPY,VLUE,VXX
2018-11-08,-0.09721263971298467,-0.5939354215537462,-0.0,1.0,-0.8488684973092314,-0.9096522699047881,0.0
2018-11-09,-0.097026766004415,-0.5938189845474614,-0.0,1.0,-0.8491307947019867,-0.9092163355408388,0.0
2018-11-12,-0.10134323082361259,-0.6373983739837399,-0.0,1.0,-0.864050901378579,-0.9320254506892897,0.0
2018-11-13,-0.07459712657741113,-0.6268745411962107,-0.0,1.0,-0.864578599643444,-0.9295626944454155,0.0
2018-11-14,-0.0756834230580997,-0.6261623435642872,-0.0,1.0,-0.8647836118296861,-0.9291407397049571,0.0
2018-11-15,-0.07428232171544319,-0.6254801983655794,-0.0,1.0,-0.8652650694977999,-0.9273241600894042,0.0
2018-11-16,-0.06957703295937566,-0.6144171137899799,-0.0,1.0,-0.8647481011776184,-0.9353355166887324,0.0
2018-11-19,-0.06859293855215921,-0.6151406364365132,-0.0,1.0,-0.8657418702729078,-0.9359380990554529,0.0
2018-11-20,-0.0,-0.6277478889799409,-0.0,1.0,-0.9117825203976202,-1.0233726440303559,0.0
2018-11-21,-0.0,-0.6171841919548342,-0.0,1.0,-0.9057868736767819,-1.0056104446012704,0.0
2018-11-23,-0.0,-0.6022210470650449,-0.0,1.0,-0.9145778247840648,-1.0086374052529525,0.0
2018-11-26,-0.0,-0.6063008774711914,-0.0,1.0,-0.9117947633646968,-1.0058850477499384,0.0
2018-11-27,-0.0,-0.6045949637516198,-0.0,1.0,-0.9007459811578467,-0.9968829895282457,0.0
2018-11-28,-0.0,-0.6158866044488106,-0.0,1.0,-0.8974457932776648,-0.995193319767034,0.0
2018-11-29,-0.0,-0.5928095964498683,-0.0,1.0,-0.8802870614339205,-0.9938288725558176,0.0
2018-11-30,-0.0,-0.5932544501891114,-0.0,1.0,-0.8804955064367257,-0.9961830736666782,0.0
2018-12-03,-0.0,-0.5958873180728751,-0.0,1.0,-0.8812393622564174,-0.996387509118066,0.0
2018-12-04,-0.0,-0.5941752952176472,-0.0,1.0,-0.8756103473352495,-0.9931779616996225,0.0
2018-12-06,-0.0,-0.5122157839449697,-0.0,1.0,-0.9007488733014809,-0.975602317779811,0.0
2018-12-07,-0.0,-0.5118587788845972,-0.0,1.0,-0.9008944907501525,-0.9754692688215761,0.0
2018-12-10,-0.0,-0.5025406164337768,-0.0,1.0,-0.8875108644781707,-0.952831450157117,0.0
2018-12-11,-0.0,-0.50421573875803,-0.0,1.0,-0.8844352248394005,-0.9571734475374734,0.0
2018-12-12,-0.0,-0.5094625029412754,-0.0,1.0,-0.8869541833338936,-0.9650408417089651,0.0
2018-12-13,-0.0,-0.5073038046945835,-0.0,1.0,-0.887471036636556,-0.9632962826152658,0.0
2018-12-14,-0.0,-0.48623357319009497,-0.0,1.0,-0.9193608324043107,-0.9726698422350597,0.0
2018-12-17,-0.0,-0.48026913372582,-0.0,1.0,-0.9078889823380992,-0.9760134566862909,0.0
2018-12-18,-0.0,-0.4610253160334879,-0.0,1.0,-0.8977018778559753,-0.9767185884393448,0.0
2018-12-19,-0.0,-0.46112537940695775,-0.0,1.0,-0.8976351689403289,-0.9766852339815216,0.0
2018-12-20,-0.0,-0.44486086696958643,-0.0,1.0,-0.9027561274916255,-0.969022586315545,0.0
2018-12-21,-0.0,-0.45657890357154746,-0.0,1.0,-0.9233764936923743,-0.9485737110142131,0.0
2018-12-24,-0.0,-0.4389107373012988,-0.0,1.0,-0.9132159027066328,-0.9527082851383059,0.0
2018-12-26,-0.0,-0.4456244689889549,-0.0,1.0,-0.8851055486569505,-0.9370302594601659,0.0
2018-12-27,-0.0,-0.3965781010958818,-0.0,1.0,-0.7916887820412751,-0.933903649817353,0.0
2018-12-28,-0.0,-0.39856519026824705,-0.0,1.0,-0.7895508421709296,-0.9310355583281347,0.0
2018-12-31,-0.0,-0.40259132063690295,-0.0,1.0,-0.7891976272244772,-0.9303153293787076,0.0
2019-01-02,-0.0,-0.40120992890108514,-0.0,1.0,-0.7869215417238369,-0.930241985780217,0.0
2019-01-03,-0.0,-0.40108485566431823,-0.0,1.0,-0.7881725793378639,-0.9281438992455888,0.0
2019-01-04,-0.0,-0.40498403744227135,-0.0,1.0,-0.7606856151008896,-0.933856120013638,0.0
2019-01-07,-0.0,-0.37244743379991513,-0.0,1.0,-0.7462279585529903,-0.9110767739198933,0.0
2019-01-08,-0.0,-0.3538731861007604,-0.0,1.0,-0.7652155472749855,-0.9103880759792784,0.0
2019-01-09,-0.0,-0.34894273527543335,-0.0,1.0,-0.7641044256889615,-0.9120307347914209,0.0
2019-01-10,-0.0,-0.35102967898243487,-0.0,1.0,-0.7640520896426409,-0.9133858267716535,0.0
2019-01-11,-0.0,-0.3702946838442174,-0.0,1.0,-0.7304013031245372,-0.8609506885828521,0.0
2019-01-14,-0.0,-0.3641325078489481,-0.0,1.0,-0.7155013057128605,-0.8545230480326281,0.0
2019-01-15,-0.0,-0.36140825202774185,-0.0,1.0,-0.7146761490537203,-0.8626719172446219,0.0
2019-01-16,-0.0,-0.3626153936614335,-0.0,1.0,-0.696507320515082,-0.8808431822190862,0.0
2019-01-17,-0.0,-0.3653930997970528,-0.0,1.0,-0.6958145827818465,-0.8800552957439923,0.0
2019-01-18,-0.0,-0.3698946371492837,-0.0,1.0,-0.7008405351012194,-0.8888954658458624,0.0
2019-01-22,-0.0,-0.2427423224568138,-0.0,1.0,-0.7395333493282149,-1.0167646353166986,0.0
2019-01-23,-0.0,-0.21242931055228012,-0.0,1.0,-0.7512032246420407,-1.0444290699073517,0.0
2019-01-24,-0.0,-0.19729114227496103,-0.0,1.0,-0.7683986575572336,-1.0308342322905428,0.0
2019-01-25,-0.0,-0.09255582368573785,-0.0,1.0,-0.7934447261508385,-1.168647096557412,0.0
2019-01-28,-0.0,-0.11732312861676313,-0.0,1.0,-0.803745877667849,-1.1901250700018666,0.0
2019-01-29,-0.0,-0.09426421456895745,-0.0,1.0,-0.801386330283823,-1.2267149592531301,0.0
2019-01-30,-0.0,-0.10253749646259787,-0.0,1.0,-0.814986007609345,-1.2268339464830362,0.0
2019-01-31,-0.0,-0.117671215567349,-0.0,1.0,-0.7604561536517563,-1.2808630275461208,0.0
2019-02-01,-0.0,-0.11551740521364545,-0.0,1.0,-0.7697887301637579,-1.2821576763485476,0.0
2019-02-04,-0.0,-0.11454372623574145,-0.0,1.0,-0.7686628643852979,-1.2853295310519646,0.0
2019-02-05,-0.0,-0.09032781260721749,-0.0,1.0,-0.7193474938398677,-1.3093789962883253,0.0
2019-02-06,-0.0,-0.09184787695379529,-0.0,1.0,-0.7151904657910336,-1.312794434218326,0.0
2019-02-07,-0.0,-0.0930225301129626,-0.0,1.0,-0.7191225113898769,-1.3084004243899394,0.0
2019-02-08,-0.0,-0.08043471491296358,-0.0,1.0,-0.7267150375237442,-1.3068539220876279,0.0
2019-02-11,-0.0,-0.07095786876542054,-0.0,1.0,-0.73131578125488,-1.3208719822605328,0.0
2019-02-12,-0.0,-0.056484240238356596,-0.0,1.0,-0.7539595421044378,-1.325827191469343,0.0
2019-02-13,-0.0,-0.06662275336407264,-0.0,1.0,-0.7552147046830401,-1.3147956463097143,0.0
2019-02-14,-0.0,-0.02847931219774315,-0.0,1.0,-0.8165123115339634,-1.3158643360622058,0.0
2019-02-15,-0.0,-0.04075751337999176,-0.0,1.0,-0.8131868131868132,-1.3129492985400768,0.0
2019-02-19,-0.0,-0.022239118038395744,-0.0,1.0,-0.8339035671291897,-1.3118228473674207,0.0
2019-02-20,-0.0,-0.0439321860732416,-0.0,1.0,-0.8457903642923278,-1.3030235305386162,0.0
2019-02-21,-0.0,-0.03815764116400077,-0.0,1.0,-0.8610522258624012,-1.3126806706494507,0.0
2019-02-22,-0.0,-0.04352431391429947,-0.0,1.0,-0.8600545658802762,-1.3062108810784785,0.0
2019-02-25,-0.0,-0.042773147250759196,-0.0,1.0,-0.8740712024294115,-1.3137558958454483,0.0
2019-02-26,-0.0,-0.043740914230334355,-0.0,1.0,-0.8749151994831207,-1.3118397674042965,0.0
2019-02-27,-0.0,-0.047706777853195,-0.0,1.0,-0.8829309286014416,-1.3015288147645365,0.0
2019-02-28,-0.0,-0.04528094251683066,-0.0,1.0,-0.8815056965302951,-1.3098783013982391,0.0
2019-03-01,-0.0,-0.047300821489112015,-0.0,1.0,-0.8793193375929065,-1.3332246707523798,0.0
2019-03-04,-0.0,-0.03506816990036707,-0.0,1.0,-0.8755243838489775,-1.3668065023597273,0.0
2019-03-05,-0.0,-0.018649794620378957,-0.0,1.0,-0.9272889890022527,-1.3666357493043593,0.0
2019-03-06,-0.0,-0.0,-0.0,1.0,-0.9145663273602395,-1.3375719535594655,0.0
2019-03-07,-0.0,-0.0,-0.0,1.0,-0.933561577468428,-1.2963082587771713,0.0
2019-03-08,-0.0,-0.0,-0.0,1.0,-0.9548185922629682,-1.2933056160067562,0.0
2019-03-11,-0.0,-0.0,-0.0,1.0,-0.9630019749835417,-1.3286372613561552,0.0
2019-03-12,-0.0,-0.0,-0.0,1.0,-0.9642070851958102,-1.3715724864900927,0.0
2019-03-13,-0.0,-0.0,-0.0,1.0,-0.9960480983584409,-1.3816456123758698,0.0
2019-03-14,-0.0,-0.0,-0.0,1.0,-0.9856040615919036,-1.3545208590801296,0.0
2019-03-15,-0.0,-0.0,-0.0,1.0,-0.989968799275338,-1.3649478310463985,0.0
2019-03-18,-0.0,-0.0,-0.0,1.0,-1.0135383359412204,-1.3880536090890536,0.0
2019-03-19,-0.0,-0.0,-0.0,1.0,-1.0169422052192922,-1.3988591337614427,0.0
2019-03-20,-0.0,-0.0,-0.0,1.0,-1.0190378359869885,-1.4050333846944016,0.0
2019-03-21,-0.0,-0.0,-0.0,1.0,-1.054890151255903,-1.3671891040996509,0.0
2019-03-22,-0.0,-0.0,-0.0,1.0,-1.092517100808402,-1.3621916672424514,0.0
2019-03-25,-0.0,-0.0,-0.0,1.0,-1.089485000511928,-1.3233678031466503,0.0
2019-03-26,-0.0,-0.0,-0.0,1.0,-1.0932847367878142,-1.3451500876800881,0.0
2019-03-27,-0.0,-0.0,-0.0,1.0,-1.0950709073385652,-1.3470329065124604,0.0
2019-03-28,-0.0,-0.0,-0.0,1.0,-1.091288309718344,-1.3561554107629195,0.0
2019-03-29,-0.0,-0.0,-0.0,1.0,-1.0903566619480027,-1.362324344853779,0.0
2019-04-01,-0.0,-0.0,-0.0,1.0,-1.0978704279886606,-1.3592269930166632,0.0
2019-04-02,-0.0,-0.0,-0.0,1.0,-1.1117635010582374,-1.301904826927016,0.0
2019-04-03,-0.0,-0.0,-0.0,1.0,-1.1123990045341425,-1.2967306446664166,0.0
2019-04-04,-0.0,-0.0,-0.0,1.0,-1.1162854030501088,-1.2878540305010893,0.0
2019-04-05,-0.0,-0.0,-0.0,1.0,-1.1157477083048295,-1.3046928444383636,0.0
2019-04-08,-0.0,-0.0,-0.0,1.0,-1.1249785936911325,-1.300030825084769,0.0
2019-04-09,-0.0,-0.0,-0.0,1.0,-1.1850015601705786,-1.2820788406199077,0.0
2019-04-10,-0.0,-0.0,-0.0,1.0,-1.1887746269173505,-1.273743983934074,0.0
2019-04-11,-0.0,-0.0,-0.0,1.0,-1.2084922010398615,-1.2577469670710573,0.0
2019-04-12,-0.0,-0.0,-0.0,1.0,-1.1928342356632986,-1.2555260526225043,0.0
2019-04-15,-0.0,-0.0,-0.0,1.0,-1.1935194141218735,-1.2609506701671964,0.0
2019-04-16,-0.0,-0.0,-0.0,1.0,-1.1978227060653188,-1.25819941247624,0.0
2019-04-17,-0.0,-0.0,-0.0,1.0,-1.2016499257878568,-1.2500776638707671,0.0
2019-04-18,-0.0,-0.0,-0.0,1.0,-1.1999930738329407,-1.2630904557417924,0.0
2019-04-22,-0.0,-0.0,-0.0,1.0,-1.215445309499703,-1.2758090982089862,0.0
2019-04-23,-0.0,-0.0,-0.0,1.0,-1.2175612479932993,-1.272352900118657,0.0
2019-04-24,-0.0,-0.0,-0.0,1.0,-1.210720887245841,-1.2768806891500715,0.0
2019-04-25,-0.0,-0.0,-0.0,1.0,-1.2174535549657772,-1.2746542813242072,0.0
2019-04-26,-0.0,-0.0,-0.0,1.0,-1.2450338086395965,-1.2584521598990996,0.0
2019-04-29,-0.0,-0.0,-0.0,1.0,-1.2345726600553668,-1.2696499281634368,0.0
2019-04-30,-0.0,-0.0,-0.0,1.0,-1.2345562872373785,-1.2496428695864255,0.0
2019-05-01,-0.0,-0.0,-0.0,1.0,-1.2376109596700915,-1.2571817991193122,0.0
2019-05-02,-0.0,-0.0,-0.0,1.0,-1.209963048176811,-1.2760580073903647,0.0
2019-05-03,-0.0,-0.0,-0.0,1.0,-1.2083609589280107,-1.281187842411976,0.0
2019-05-06,-0.0,-0.0,-0.0,1.0,-1.203592605510987,-1.2843739100104639,0.0
2019-05-07,-0.0,-0.0,-0.0,1.0,-1.2066687637621893,-1.2884904407395756,0.0
2019-05-08,-0.0,-0.0,-0.0,1.0,-1.1870523511297186,-1.2730701359814538,0.0
2019-05-09,-0.0,-0.0,-0.0,1.0,-1.192037228541882,-1.2550155118924509,0.0
2019-05-10,-0.0,-0.0,-0.0,1.0,-1.1979791709773087,-1.2505345196220428,0.0
2019-05-13,-0.0,-0.0,-0.0,1.0,-1.1972272993757975,-1.2514053177914957,0.0
2019-05-14,-0.0,-0.0,-0.0,1.0,-1.1704829449510301,-1.2067544748395813,0.0
2019-05-15,-0.0,-0.0,-0.0,1.0,-1.1464930452796687,-1.1417907993818026,0.0
2019-05-16,-0.0,-0.0,-0.0,1.0,-1.1441171630738851,-1.1469804179693928,0.0
2019-05-17,-0.0,-0.0,-0.0,1.0,-1.1284818481848184,-1.1718481848184819,0.0
2019-05-20,-0.0,-0.0,-0.0,1.0,-1.146669768678543,-1.1769143844722147,0.0
2019-05-21,-0.0,-0.0,-0.0,1.0,-1.1440576629243342,-1.1775393609247327,0.0
2019-05-22,-0.0,-0.0,-0.0,1.0,-1.1496964035497432,-1.1865616867952224,0.0
2019-05-23,-0.0,-0.0,-0.0,1.0,-1.1661387657119997,-1.1679725269229488,0.0
2019-05-24,-0.0,-0.0,-0.0,1.0,-1.1589821950571353,-1.1628687217645497,0.0
2019-05-28,-0.0,-0.0,-0.0,1.0,-1.1596211365902294,-1.1637421070122964,0.0
2019-05-29,-0.0,-0.0,-0.0,1.0,-1.2004796984752442,-1.225903717663183,0.0
2019-05-30,-0.0,-0.0,-0.0,1.0,-1.1815398224066953,-1.2206307624264279,0.0
2019-05-31,-0.0,-0.0,-0.0,1.0,-1.2156351791530944,-1.213132178981656,0.0
2019-06-03,-0.0,-0.0,-0.0,1.0,-1.2866019953740464,-1.1655677149860186,0.0
2019-06-04,-0.0,-0.0,-0.0,1.0,-1.4367702214988323,-1.101514400962423,0.0
2019-06-05,-0.0,-0.0,-0.0,1.0,-1.4759177115713737,-1.0167999720582586,0.0
2019-06-06,-0.0,-0.0,-0.0,1.0,-1.4403055352097938,-1.0475742038994105,0.0
2019-06-07,-0.0,-0.0,-0.0,1.0,-1.3994174091843727,-1.0275873886223441,0.0
2019-06-10,-0.0,-0.0,-0.0,1.0,-1.3884192439862544,-1.0480068728522338,0.0
2019-06-11,-0.0,-0.0,-0.0,1.0,-1.401707333932398,-1.0544342296260454,0.0
2019-06-12,-0.0,-0.0,-0.0,1.0,-1.3926797295432591,-1.0570235959707466,0.0
2019-06-13,-0.0,-0.0,-0.0,1.0,-1.3779147406266052,-1.0461564800547853,0.0
2019-06-14,-0.0,-0.0,-0.0,1.0,-1.3902338800808136,-1.034071841934048,0.0
2019-06-17,-0.0,-0.0,-0.0,1.0,-1.3857621555084456,-1.0335430486220338,0.0
2019-06-18,-0.0,-0.0,-0.0,1.0,-1.3897659413823873,-1.0422129178392479,0.0
2019-06-19,-0.0,-0.0,-0.0,1.0,-1.39587325485902,-1.025971803996715,0.0
2019-06-20,-0.0,-0.0,-0.0,1.0,-1.4425295392574986,-1.0532405788995316,0.0
2019-06-21,-0.0,-0.0,-0.0,1.0,-1.4487179487179487,-1.054154406613423,0.0
2019-06-24,-0.0,-0.0,-0.0,1.0,-1.4435662345874172,-1.069273193522324,0.0
2019-06-25,-0.0,-0.0,-0.0,1.0,-1.4444873731165044,-1.0678585227073163,0.0
2019-06-26,-0.0,-0.0,-0.0,1.0,-1.3969930636245202,-1.1240097179676773,0.0
2019-06-27,-0.0,-0.0,-0.0,1.0,-1.396302959748827,-1.1314072035841536,0.0
2019-06-28,-0.0,-0.0,-0.0,1.0,-1.3995490099358747,-1.1238108660418575,0.0
2019-07-01,-0.0,-0.0,-0.0,1.0,-1.4443893102714964,-1.0999503792443468,0.0
2019-07-02,-0.0,-0.0,-0.0,1.0,-1.4364570416297608,-1.1065013286093888,0.0
2019-07-03,-0.0,-0.0,-0.0,1.0,-1.4465337401546867,-1.1013268998793726,0.0
2019-07-05,-0.0,-0.0,-0.0,1.0,-1.4445782705728152,-1.0978780686528038,0.0
2019-07-08,-0.0,-0.0,-0.0,1.0,-1.4484738913112836,-1.096494026729058,0.0
2019-07-09,-0.0,-0.0,-0.0,1.0,-1.478894472361809,-1.110480976310122,0.0
2019-07-10,-0.0,-0.0,-0.0,1.0,-1.475383286547182,-1.123551428777082,0.0
2019-07-11,-0.0,-0.0,-0.0,1.0,-1.492893730611067,-1.1143856864584083,0.0
2019-07-12,-0.0,-0.0,-0.0,1.0,-1.488096096962701,-1.1191111752398817,0.0
2019-07-15,-0.0,-0.0,-0.0,1.0,-1.495476662461705,-1.1087763561001984,0.0
2019-07-16,-0.0,-0.0,-0.0,1.0,-1.513237628047901,-1.0937094214399077,0.0
2019-07-17,-0.0,-0.0,-0.0,1.0,-1.5116304191271783,-1.0891185366556244,0.0
2019-07-18,-0.0,-0.0,-0.0,1.0,-1.5097313990232692,-1.0811907497845448,0.0
2019-07-19,-0.0,-0.0,-0.0,1.0,-1.505628450562845,-1.0793360579336058,0.0
2019-07-22,-0.0,-0.0,-0.0,1.0,-1.500214930505803,-1.0819601662129243,0.0
2019-07-23,-0.0,-0.0,-0.0,1.0,-1.4967608003149717,-1.0824295787250797,0.0
2019-07-24,-0.0,-0.0,-0.0,1.0,-1.5443876996631534,-1.0776196167916259,0.0
2019-07-25,-0.0,-0.0,-0.0,1.0,-1.5805879371515457,-1.0397147201506045,0.0
2019-07-26,-0.0,-0.0,-0.0,1.0,-1.582980570932378,-1.0350953363001556,0.0
2019-07-29,-0.0,-0.0,-0.0,1.0,-1.5683967371688443,-1.0409297625063163,0.0
2019-07-30,-0.0,-0.0,-0.0,1.0,-1.566851108459007,-1.0496546237025786,0.0
2019-07-31,-0.0,-0.0,-0.0,1.0,-1.5677573476183582,-1.0517590849862457,0.0
2019-08-01,-0.0,-0.0,-0.0,1.0,-1.5666799147306427,-1.0464284423889871,0.0
2019-08-02,-0.0,-0.0,-0.0,1.0,-1.5712944574833003,-1.0394656075103812,0.0
2019-08-05,-0.0,-0.0,-0.0,1.0,-1.5848396291084892,-1.0230544431215498,0.0
2019-08-06,-0.0,-0.0,-0.0,1.0,-1.5083236546651182,-1.011192059972548,0.0
2019-08-07,-0.0,-0.0,-0.0,1.0,-1.4868693243574909,-1.0193190982083375,0.0
2019-08-08,-0.0,-0.0,-0.0,1.0,-1.5124764176129284,-1.047164774143025,0.0
2019-08-09,-0.0,-0.0,-0.0,1.0,-1.5002482797758387,-1.0466056607788892,0.0
2019-08-12,-0.0,-0.0,-0.0,1.0,-1.5571999144140931,-1.008879537836103,0.0
2019-08-13,-0.0,-0.0,-0.0,1.0,-1.5578519759113425,-1.0055232868902113,0.0
2019-08-14,-0.0,-0.0,-0.0,1.0,-1.5458068185858012,-1.0092431298659745,0.0
2019-08-15,-0.0,-0.0,-0.0,1.0,-1.5187857762359063,-0.9504249783174327,0.0
2019-08-16,-0.0,-0.0,-0.0,1.0,-1.5122519203364497,-0.9634701609259323,0.0
2019-08-19,-0.0,-0.0,-0.0,1.0,-1.5548835908550656,-0.9408865273019646,0.0
2019-08-20,-0.0,-0.0,-0.0,1.0,-1.5535981617519063,-0.9279323190474533,0.0
2019-08-21,-0.0,-0.0,-0.0,1.0,-1.5581734778982486,-0.9169446761189879,0.0
2019-08-22,-0.0,-0.0,-0.0,1.0,-1.5592055267702938,-0.8950259067357513,0.0
2019-08-23,-0.0,-0.0,-0.0,1.0,-1.5863063823798467,-0.9321300401097742,0.0
2019-08-26,-0.0,-0.0,-0.0,1.0,-1.561801639741239,-0.8975680630989035,0.0
2019-08-27,-0.0,-0.0,-0.0,1.0,-1.5526106912378783,-0.8984021810401353,0.0
2019-08-28,-0.0,-0.0,-0.0,1.0,-1.5628639354994316,-0.8826792543844538,0.0
2019-08-29,-0.0,-0.0,-0.0,1.0,-1.5619834710743803,-0.8815426997245179,0.0
2019-08-30,-0.0,-0.0,-0.0,1.0,-1.5708595171869097,-0.8630884928402184,0.0
2019-09-03,-0.0,-0.0,-0.0,1.0,-1.572814521176716,-0.9044787537380903,0.0
2019-09-04,-0.0,-0.0,-0.0,1.0,-1.5692900805779384,-0.9038621839399834,0.0
2019-09-05,-0.0,-0.0,-0.0,1.0,-1.5825649913344888,-0.8836048526863085,0.0
2019-09-06,-0.0,-0.0,-0.0,1.0,-1.6005382279878553,-0.8496411813414299,0.0
2019-09-09,-0.0,-0.0,-0.0,1.0,-1.6008832459287885,-0.8492961634004969,0.0
2019-09-10,-0.0,-0.0,-0.0,1.0,-1.637229526866135,-0.8137833454118782,0.0
2019-09-11,-0.0,-0.0,-0.0,1.0,-1.6225064822817632,-0.8346758859118409,0.0
2019-09-12,-0.0,-0.0,-0.0,1.0,-1.6207111018969629,-0.8346290729415017,0.0
2019-09-13,-0.0,-0.0,-0.0,1.0,-1.6178460476354848,-0.8339661719019675,0.0
2019-09-16,-0.0,-0.0,-0.0,1.0,-1.6064505060902385,-0.8246697546749014,0.0
2019-09-17,-0.0,-0.0,-0.0,1.0,-1.6160080005517623,-0.8325056900475895,0.0
2019-09-18,-0.0,-0.0,-0.0,1.0,-1.6209549437659558,-0.829020906644587,0.0
2019-09-19,-0.0,-0.0,-0.0,1.0,-1.5971458046767537,-0.8416437414030261,0.0
2019-09-20,-0.0,-0.0,-0.0,1.0,-1.5974155411210778,-0.8393648829776266,0.0
2019-09-23,-0.0,-0.0,-0.0,1.0,-1.5958821709689615,-0.8414051490049153,0.0
2019-09-24,-0.0,-0.0,-0.0,1.0,-1.612985844322154,-0.8480600837573113,0.0
2019-09-25,-0.0,-0.0,-0.0,1.0,-1.612123517410699,-0.8458107126802449,0.0
2019-09-26,-0.0,-0.0,-0.021583752034534005,1.0,-1.7051871771282996,-0.8115490764984786,0.0
2019-09-27,-0.0,-0.0,-0.024394612408654533,1.0,-1.730118928213211,-0.827661556096862,0.0
2019-09-30,-0.0,-0.0,-0.014162274568857339,1.0,-1.740848302319745,-0.8303753899107239,0.0
2019-10-01,-0.0,-0.0,-0.016042011366088772,1.0,-1.7467088698654774,-0.8341126537659161,0.0
2019-10-02,-0.0,-0.0,-0.05066318764948902,1.0,-1.760563890700877,-0.8127491483655866,0.0
2019-10-03,-0.0,-0.0,-0.045942915023694963,1.0,-1.761241543971349,-0.8104040805990667,0.0
2019-10-04,-0.0,-0.0,-0.08029858317933108,1.0,-1.7241729173460885,-0.8191107729100989,0.0
2019-10-07,-0.0,-0.0,-0.09053527629490694,1.0,-1.6984562112249317,-0.8179916317991632,0.0
2019-10-08,-0.0,-0.0,-0.07626568585028126,1.0,-1.7128948507139765,-0.8167820568296552,0.0
2019-10-09,-0.0,-0.0,-0.05859388990365674,1.0,-1.7196733641345223,-0.8032663586547759,0.0
2019-10-10,-0.0,-0.0,-0.15045150014564523,1.0,-1.624963588697932,-0.8657151179726187,0.0
