Date,HPI,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.13244840440040004,-0.29629966360578236,-0.0,-0.21663787617056093,-0.17296117828893534,0.0
2018-09-25,1.0,-0.1342944406064793,-0.2956586554194088,-0.0,-0.21621277678798675,-0.17181761989601135,0.0
2018-09-26,1.0,-0.13274449331167765,-0.2960016059273318,-0.0,-0.2182418745551764,-0.1779111995182218,0.0
2018-09-27,1.0,-0.13688421283357993,-0.29051820191060695,-0.0,-0.22001205545509342,-0.1791696348658374,0.0
2018-09-28,1.0,-0.13453785824232206,-0.2955178479806494,-0.0,-0.22157883163527084,-0.1808070072564685,0.0
2018-10-01,1.0,-0.13415081870915632,-0.2978375798516778,-0.0,-0.22191423746236874,-0.18176811807034288,0.0
2018-10-02,1.0,-0.13324259201353764,-0.30531388526127984,-0.0,-0.22050140710357385,-0.18027479905089486,0.0
2018-10-03,1.0,-0.1329386239105652,-0.3022836759460155,-0.0,-0.22141727650498289,-0.18205052770933697,0.0
2018-10-04,1.0,-0.13558449201795042,-0.2987015375560951,-0.0,-0.2249687339071581,-0.17990877657617893,0.0
2018-10-05,1.0,-0.13725526277049904,-0.30132121301339615,-0.0,-0.22396216693655233,-0.1776093036949801,0.0
2018-10-08,1.0,-0.1388550323176362,-0.3044875346260388,-0.0,-0.22426592797783934,-0.17911357340720224,0.0
2018-10-09,1.0,-0.13786927621861153,-0.3043205317577548,-0.0,-0.22451994091580504,-0.17967134416543573,0.0
2018-10-10,1.0,-0.13980718797325747,-0.3036789421194548,-0.0,-0.2258707937797806,-0.17748310124478262,0.0
2018-10-11,1.0,-0.1272598433780911,-0.2980540363755292,-0.0,-0.21834402311172482,-0.17330159710740048,0.0
2018-10-12,1.0,-0.12621569441186553,-0.29560996734089967,-0.0,-0.2143591779289439,-0.1681853449053608,0.0
2018-10-15,1.0,-0.11489805833978153,-0.3053571107232189,-0.0,-0.211585179320149,-0.16765939068938834,0.0
2018-10-16,1.0,-0.11366826213697052,-0.30726598769208624,-0.0,-0.21119588296685501,-0.16727246554144024,0.0
2018-10-17,1.0,-0.10853362812923471,-0.29705441837244134,-0.0,-0.20913272947721276,-0.168301119748948,0.0
2018-10-18,1.0,-0.10790802219169773,-0.29585957150757264,-0.0,-0.21128494211249263,-0.16884599603974526,0.0
2018-10-19,1.0,-0.10087408875362729,-0.2893339939132281,-0.0,-0.21172765234623825,-0.16747469743081606,0.0
2018-10-22,1.0,-0.10063394248477121,-0.28336166595835105,-0.0,-0.21566440005666523,-0.17112905510695567,0.0
2018-10-23,1.0,-0.10059852670349907,-0.28336166595835105,-0.0,-0.21569981583793738,-0.17114676299759174,0.0
2018-10-24,1.0,-0.10004953823290048,-0.2830933088001133,-0.0,-0.21543823643890878,-0.1706592123420969,0.0
2018-10-25,1.0,-0.09184791112501957,-0.27060623446165616,-0.0,-0.2149550583285523,-0.1611467515081973,0.0
2018-10-26,1.0,-0.08632782806993297,-0.2662566512335015,-0.0,-0.21670928063022596,-0.15831663326653306,0.0
2018-10-29,1.0,-0.0846163129493302,-0.2661758874540972,-0.0,-0.2158164232884506,-0.15742289191938347,0.0
2018-10-30,1.0,-0.07595438941503217,-0.2670047784160499,-0.0,-0.21689178698959788,-0.165226241611896,0.0
2018-10-31,1.0,-0.07779589734786713,-0.25953137069779414,-0.0,-0.21596429491030814,-0.1632821217062913,0.0
2018-11-01,1.0,-0.07748159082716832,-0.2597710225029609,-0.0,-0.2159323023052232,-0.16328807566212944,0.0
2018-11-02,1.0,-0.0777175404886083,-0.25871534449629424,-0.0,-0.21609936865220972,-0.16306958550645073,0.0
2018-11-05,1.0,-0.0803454683091322,-0.25337210102539404,-0.0,-0.21689835524052026,-0.1698437822586195,0.0
2018-11-06,1.0,-0.07817454846270509,-0.25220598373087,-0.0,-0.2195815524610506,-0.17344547083965256,0.0
2018-11-07,1.0,-0.07817320120637655,-0.25221887117621716,-0.0,-0.21956053425247737,-0.17344248168892717,0.0
2018-11-08,1.0,-0.08113435932906796,-0.25308663323534497,-0.0,-0.22180529137126057,-0.17318001037523775,0.0
2018-11-09,1.0,-0.08064544023797582,-0.25317791113955135,-0.0,-0.22249701665484856,-0.1731550820636101,0.0
2018-11-12,1.0,-0.08046254746289265,-0.25008629616845013,-0.0,-0.22316189161201241,-0.17221263375906107,0.0
2018-11-13,1.0,-0.07127086007702182,-0.2473940949935815,-0.0,-0.22341463414634147,-0.16953359007274282,0.0
2018-11-14,1.0,-0.07042688153608777,-0.2489799417109549,-0.0,-0.22425852905880336,-0.17071832676152923,0.0
2018-11-15,1.0,-0.07015435331284446,-0.24938619233212572,-0.0,-0.22411276891643633,-0.17329121096097386,0.0
2018-11-16,1.0,-0.06786663238193194,-0.24460443987314648,-0.0,-0.22427359218308046,-0.17749207165509553,0.0
2018-11-19,1.0,-0.06861619156996178,-0.24434769193849742,-0.0,-0.223829685116303,-0.17732563122439535,0.0
2018-11-20,1.0,-0.04804446414566782,-0.24035871381320967,-0.0,-0.22723087939441475,-0.18927950352917108,0.0
2018-11-21,1.0,-0.044855423958315474,-0.24342251855406818,-0.0,-0.22972764513309224,-0.19599609207617022,0.0
2018-11-23,1.0,-0.045417180435676115,-0.23856007672283877,-0.0,-0.2319667077681874,-0.1966022742841485,0.0
2018-11-26,1.0,-0.04490341142622277,-0.24183107274969173,-0.0,-0.2306651596109056,-0.1951808466913276,0.0
2018-11-27,1.0,-0.04102625339042323,-0.2433428293614916,-0.0,-0.22858702512751405,-0.19293427270090924,0.0
2018-11-28,1.0,-0.041321891048061006,-0.2426594782727381,-0.0,-0.2289253237336427,-0.1931823998089161,0.0
2018-11-29,1.0,-0.03397045604870851,-0.23928565371504162,-0.0,-0.22809219340942624,-0.194630531010973,0.0
2018-11-30,1.0,-0.034171655332643686,-0.23959163599979647,-0.0,-0.22897552868553597,-0.19312496820255395,0.0
2018-12-03,1.0,-0.03418919377268256,-0.23959569921649765,-0.0,-0.22897941186446427,-0.19312824339449852,0.0
2018-12-04,1.0,-0.03214340120855126,-0.2402884273599756,-0.0,-0.22776282604648015,-0.19243724504477056,0.0
2018-12-06,1.0,-0.030804031802002592,-0.2222813612321613,-0.0,-0.22670569841322646,-0.18349356308838696,0.0
2018-12-07,1.0,-0.026759976672498548,-0.22379405148712825,-0.0,-0.22829292676830792,-0.18741981171373823,0.0
2018-12-10,1.0,-0.019103539530267943,-0.22449553423751237,-0.0,-0.22831624214356597,-0.1820707906053589,0.0
2018-12-11,1.0,-0.008176560526490725,-0.23075516851691816,-0.0,-0.228162600545104,-0.1948082164461876,0.0
2018-12-12,1.0,-0.00859275017866937,-0.23069124270779662,-0.0,-0.22831452457327103,-0.19444213605464788,0.0
