Date,DGICA,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.4286800276434002,-0.8824809951624051,-0.03279198341395992,-0.6303040774015204,-0.48120248790601244,0.0
2018-09-25,1.0,-0.42850724086683034,-0.8828673141395639,-0.03241972833788408,-0.6306639477413335,-0.48176822313621126,0.0
2018-09-26,1.0,-0.4299152688915788,-0.8848694449247794,-0.03496455127096662,-0.6304686149057582,-0.4781601245028531,0.0
2018-09-27,1.0,-0.43672705857900024,-0.874839782450549,-0.03862542002979181,-0.6335608133855267,-0.48044479855890815,0.0
2018-09-28,1.0,-0.4384511387665962,-0.8741290255485838,-0.038860193434325924,-0.6341040662807225,-0.48105522238014353,0.0
2018-10-01,1.0,-0.438249774634214,-0.8745232646834478,-0.03921364676513418,-0.6339712918660287,-0.48124263227238057,0.0
2018-10-02,1.0,-0.43843167163558205,-0.8716286486861263,-0.040594883172710254,-0.6341953823753727,-0.4818345697843722,0.0
2018-10-03,1.0,-0.437976437976438,-0.8636521136521136,-0.0396049896049896,-0.6369369369369369,-0.4868676368676368,0.0
2018-10-04,1.0,-0.43947368421052635,-0.8596952908587258,-0.040270083102493075,-0.6386426592797784,-0.48455678670360114,0.0
2018-10-05,1.0,-0.4269949651700117,-0.8534381681495276,-0.025829367542589143,-0.6481136630112421,-0.4941375267259811,0.0
2018-10-08,1.0,-0.42590484076872653,-0.8519476934754857,-0.019528689231618535,-0.6568333160818411,-0.49608391125832385,0.0
2018-10-09,1.0,-0.4277526499326727,-0.8527431550599041,-0.022718641024755723,-0.6556986500017263,-0.4937679107827228,0.0
2018-10-10,1.0,-0.4300120877223278,-0.8514936971162148,-0.024866171645657055,-0.6572958038335348,-0.48996719046796755,0.0
2018-10-11,1.0,-0.3583638378614367,-0.8508580447996775,-0.0,-0.641468247304967,-0.5076401249286362,0.0
2018-10-12,1.0,-0.3596688741721854,-0.842019867549669,-0.0,-0.6240728476821192,-0.48552980132450335,0.0
2018-10-15,1.0,-0.33012502480650924,-0.8717999603095852,-0.0,-0.6192035456770523,-0.48640603294304424,0.0
2018-10-16,1.0,-0.32192531120331946,-0.891253112033195,-0.0,-0.6195850622406639,-0.48670539419087133,0.0
2018-10-17,1.0,-0.29948493936627985,-0.8503064284782893,-0.0,-0.6146824879384536,-0.4954361715999479,0.0
2018-10-18,1.0,-0.2985308521057786,-0.8488410055501142,-0.0,-0.6199804113614104,-0.4974208292523669,0.0
2018-10-19,1.0,-0.2824180447234717,-0.8372868191967898,-0.0,-0.6217598135982654,-0.49467654768454095,0.0
2018-10-22,1.0,-0.2838293457822732,-0.8430914867405822,-0.0,-0.620761200803994,-0.4942293976528561,0.0
2018-10-23,1.0,-0.28379692666796347,-0.8430914867405822,-0.0,-0.6207936199183038,-0.4942293976528561,0.0
2018-10-24,1.0,-0.28295517252572466,-0.8469828285779205,-0.0,-0.6220664134774564,-0.4940435615282241,0.0
2018-10-25,1.0,-0.24585427135678392,-0.7999999999999999,-0.0,-0.6339195979899497,-0.460929648241206,0.0
2018-10-26,1.0,-0.2388622344071282,-0.790204997196087,-0.0,-0.6319085301264877,-0.45448314536731266,0.0
2018-10-29,1.0,-0.2175409226190476,-0.8005332341269841,-0.0,-0.6227058531746031,-0.45941840277777773,0.0
2018-10-30,1.0,-0.21550334738408133,-0.8003657327051823,-0.0,-0.6226134391272007,-0.4609781800148773,0.0
2018-10-31,1.0,-0.2220853226551671,-0.7777914677344834,-0.0,-0.623070999537964,-0.4572924688125674,0.0
2018-11-01,1.0,-0.21753846153846154,-0.7804615384615384,-0.0,-0.6221538461538461,-0.45676923076923076,0.0
2018-11-02,1.0,-0.2222527892404096,-0.7549747822099954,-0.0,-0.6280605226960111,-0.45141372459116613,0.0
2018-11-05,1.0,-0.2182073856688677,-0.7669356810956224,-0.0,-0.6294020542920029,-0.4424675959892394,0.0
2018-11-06,1.0,-0.21988936768436174,-0.7677332599859417,-0.0,-0.6279147947801107,-0.4406038935240365,0.0
2018-11-07,1.0,-0.21905547409579668,-0.7684506353861194,-0.0,-0.6266801075268817,-0.4405241935483871,0.0
2018-11-08,1.0,-0.19825108172713243,-0.767527005355684,-0.0,-0.6177494024024933,-0.44231292928681654,0.0
2018-11-09,1.0,-0.19738475043133458,-0.7678360625964827,-0.0,-0.6192753579320156,-0.44244332112479945,0.0
2018-11-12,1.0,-0.19715845675846883,-0.7501131187596151,-0.0,-0.6289101384573618,-0.440318542427076,0.0
2018-11-13,1.0,-0.17771138332835373,-0.7464296384822229,-0.0,-0.6298775022408127,-0.4337317000298775,0.0
2018-11-14,1.0,-0.1770581023294758,-0.7478544301904847,-0.0,-0.630633055231602,-0.4348255135911008,0.0
2018-11-15,1.0,-0.1764459094995505,-0.7495954450104884,-0.0,-0.6316152232544202,-0.43904704824692836,0.0
2018-11-16,1.0,-0.17731538392348514,-0.7500674601984829,-0.0,-0.6316673162833928,-0.43918088327886545,0.0
2018-11-19,1.0,-0.17337424051013656,-0.7544667027612345,-0.0,-0.6372796727425857,-0.4427901100884317,0.0
2018-11-20,1.0,-0.13833188895197682,-0.7478408989032662,-0.0,-0.6421420673579774,-0.460060365179452,0.0
2018-11-21,1.0,-0.14761056693380828,-0.7456218462451766,-0.0,-0.6451469278717721,-0.42986049272781246,0.0
2018-11-23,1.0,-0.14802729160486502,-0.7430139424503115,-0.0,-0.6455947789973301,-0.42987244141204395,0.0
2018-11-26,1.0,-0.1469208385296039,-0.7511431795237246,-0.0,-0.6436843042936041,-0.42754914187303283,0.0
2018-11-27,1.0,-0.13389755011135857,-0.7641870824053453,-0.0,-0.6448997772828508,-0.4265478841870824,0.0
2018-11-28,1.0,-0.1331966604272514,-0.7689633657188698,-0.0,-0.6431351576195146,-0.4258549484505453,0.0
2018-11-29,1.0,-0.11735653809971777,-0.7583784101599247,-0.0,-0.6377587017873941,-0.42629938852304794,0.0
2018-11-30,1.0,-0.11806107724475072,-0.7611390876697001,-0.0,-0.6423123361898873,-0.4233884029802398,0.0
2018-12-03,1.0,-0.12002599627780569,-0.7630202948214234,-0.0,-0.645032643053381,-0.4260730849901037,0.0
2018-12-04,1.0,-0.11445570216776625,-0.764991753063148,-0.0,-0.6419945805843544,-0.42389255419415645,0.0
2018-12-06,1.0,-0.10907529344403093,-0.7143716003435442,-0.0,-0.6429144002290295,-0.3965073003149156,0.0
2018-12-07,1.0,-0.11334803402159283,-0.7142816231850855,-0.0,-0.6432028408602766,-0.39290930439016003,0.0
2018-12-10,1.0,-0.08767900184318729,-0.7218772153693463,-0.0,-0.6483765773429746,-0.3777399688075996,0.0
2018-12-11,1.0,-0.09587447508795824,-0.7194699807059358,-0.0,-0.6512314152763592,-0.3707865168539326,0.0
2018-12-12,1.0,-0.09431979551263846,-0.720675944333996,-0.0,-0.6515194547003691,-0.3735870491337688,0.0
2018-12-13,1.0,-0.09464179231621092,-0.7200499758639295,-0.0,-0.6513615583383026,-0.3734843967402107,0.0
2018-12-14,1.0,-0.09572746628814761,-0.7179276082327892,-0.0,-0.6517814052519517,-0.3734847409510291,0.0
2018-12-17,1.0,-0.08526759209521924,-0.7172542478301432,-0.0,-0.6434367136920075,-0.3811879788527325,0.0
2018-12-18,1.0,-0.0784076862568828,-0.7106416451286662,-0.0,-0.6404933138554894,-0.37978986402966625,0.0
