Date,IWF,IWM,MTUM,NGM,SPY,VLUE,VXX
2019-12-02,-1.1962463343108503,-0.6495014662756599,-4.082228739002932,1.0,-3.38099706744868,-1.421114369501466,0.0
2019-12-03,-1.1919854280510016,-0.6557377049180327,-4.195506982392228,1.0,-3.5482695810564664,-1.5517911353976925,0.0
2019-12-04,-1.159665900012105,-0.6622684904975185,-4.226849049751846,1.0,-3.5437598353710205,-1.5125287495460598,0.0
2019-12-05,-1.1742470430435312,-0.6608950128033166,-4.271430313376418,1.0,-3.5691988781855875,-1.5178636751615655,0.0
2019-12-06,-1.1785888671874998,-0.6640624999999999,-4.2747802734375,1.0,-3.5720214843749996,-1.5177001953124998,0.0
2019-12-09,-1.1651287032540067,-0.6477659057795047,-4.277683341427878,1.0,-3.545531811559009,-1.5058280718795531,0.0
2019-12-10,-1.1432730801892514,-0.6376319301225282,-4.291277447531239,1.0,-3.5595050345747907,-1.4999393424724008,0.0
2019-12-11,-1.1557930949748125,-0.6605234058238113,-4.343039685465045,1.0,-3.6057255191055413,-1.5215628455584225,0.0
2019-12-12,-1.1520935960591132,-0.6762315270935961,-4.355788177339901,1.0,-3.61243842364532,-1.5187192118226602,0.0
2019-12-13,-1.1426812753908655,-0.6711805983011203,-4.3640280684476185,1.0,-3.6187369198571955,-1.5140957774221349,0.0
2019-12-16,-1.1480660261148066,-0.6692535107169254,-4.370288248337029,1.0,-3.6215816703621577,-1.5091155457009113,0.0
2019-12-17,-1.1379396048216726,-0.685721386852243,-4.434820429973904,1.0,-3.6674537094569404,-1.500932024356903,0.0
2019-12-18,-1.137668497254119,-0.7119321018472292,-4.445706440339491,1.0,-3.6839740389415874,-1.5018721917124316,0.0
2019-12-19,-1.144252441773103,-0.7187578261958427,-4.456674179814676,1.0,-3.6915852742299027,-1.5106436263461056,0.0
2019-12-20,-1.1399520020209675,-0.724895793861311,-4.487684729064039,1.0,-3.7405582922824303,-1.537956296576986,0.0
2019-12-23,-1.144960362400906,-0.7393985151629546,-4.456272807348685,1.0,-3.731974329935825,-1.5107587768969422,0.0
2019-12-24,-1.1495785633413007,-0.7408479053969051,-4.447100264184174,1.0,-3.733425588124292,-1.5093722480815197,0.0
2019-12-26,-1.1520356234096691,-0.7638676844783715,-4.509923664122137,1.0,-3.7730279898218826,-1.5236641221374045,0.0
2019-12-27,-1.1193167223221168,-0.8023375288980221,-4.578474184433599,1.0,-3.7956588749036735,-1.5477780631903417,0.0
2019-12-30,-1.113677653776278,-0.822086685699455,-4.629639242148975,1.0,-3.8457046457305992,-1.565663119647028,0.0
2019-12-31,-1.0827496757457846,-0.8437094682230868,-4.642412451361868,1.0,-3.846822308690013,-1.554604409857328,0.0
2020-01-02,-1.08668569945497,-0.847132104853361,-4.64404360238775,1.0,-3.8479107189203217,-1.551128990397093,0.0
2020-01-03,-1.0204213519451986,-0.8812201111541943,-4.6677006591702215,1.0,-3.8122011115419414,-1.543492309680755,0.0
2020-01-06,-0.9792739443872297,-0.8837538619979403,-4.694129763130793,1.0,-3.803681771369722,-1.5124871266735325,0.0
2020-01-07,-0.9718110438923929,-0.8846698416784657,-4.697644484489639,1.0,-3.797271206075428,-1.5204015960870125,0.0
2020-01-08,-0.9723365928975811,-0.877766340710242,-4.694544518785384,1.0,-3.787570766855379,-1.5344827586206897,0.0
2020-01-09,-0.9369966224993503,-0.8967264224473888,-4.7537022603273575,1.0,-3.823850350740452,-1.5789815536502987,0.0
2020-01-10,-0.9153069153069154,-0.9132349132349132,-4.728049728049728,1.0,-3.8012173012173016,-1.5922040922040923,0.0
2020-01-13,-0.9300736067297583,-0.9248159831756048,-4.825972660357518,1.0,-3.8525236593059944,-1.610541535226078,0.0
2020-01-14,-0.9106791015368448,-0.9167213976093525,-4.807697359779325,1.0,-3.853934060160252,-1.6465256797583079,0.0
2020-01-15,-0.8976315789473684,-0.9310526315789475,-4.815131578947368,1.0,-3.851447368421053,-1.6626315789473685,0.0
2020-01-16,-0.9001314060446781,-0.9159001314060446,-4.788567674113009,1.0,-3.8500657030223384,-1.685939553219448,0.0
2020-01-17,-0.9036192496354236,-0.8675593265279067,-4.848468779000398,1.0,-3.9041495426222985,-1.7335277740951875,0.0
2020-01-21,-0.9005041124966834,-0.8875033165295835,-4.8396126293446535,1.0,-3.9036879808967897,-1.734810294507827,0.0
2020-01-22,-0.8975142895121626,-0.8976472152066994,-4.839824538083211,1.0,-3.9181177721653597,-1.7394656387079621,0.0
2020-01-23,-0.9010520708483153,-0.9077107471034758,-4.84525236383007,1.0,-3.938473831402317,-1.7248634971367691,0.0
2020-01-24,-0.9036642238507662,-0.9075283144570286,-4.847301798800799,1.0,-3.939506995336442,-1.7264490339773482,0.0
2020-01-27,-0.85264966301044,-0.8689044535483018,-4.852121051936038,1.0,-3.920179727765297,-1.7214219637901411,0.0
2020-01-28,-0.7283621837549933,-1.007190412782956,-5.063914780292943,1.0,-3.9209054593874835,-1.5952063914780295,0.0
2020-01-29,-0.6743596584845251,-1.0322838847385274,-5.112593383137674,1.0,-3.92542689434365,-1.595784418356457,0.0
2020-01-30,-0.6734639477542316,-1.0293216046914566,-5.109556177528988,1.0,-3.92869518859123,-1.587098493935759,0.0
2020-01-31,-0.6993963782696176,-1.0480214621059691,-5.108249496981891,1.0,-3.9501006036217303,-1.6080482897384305,0.0
2020-02-03,-0.6607935264943879,-0.9661968154528844,-5.006917253980685,1.0,-3.8613938919342212,-1.5558600887496739,0.0
2020-02-04,-0.627994302732099,-0.9384954033406708,-4.971902110578791,1.0,-3.8461737666709834,-1.5636410721222325,0.0
2020-02-05,-0.48814979704072287,-0.9858583213303653,-5.144559381956266,1.0,-3.935969621579155,-1.5396097944218936,0.0
2020-02-06,-0.5850979354155638,-0.9702223398623611,-5.318951826363155,1.0,-3.9280042350449973,-1.4322392800423505,0.0
2020-02-07,-0.5732433505359269,-0.9876935291782454,-5.313748842133121,1.0,-3.9251025539235145,-1.4329760486965728,0.0
2020-02-10,-0.5816070721731099,-0.9436601134714343,-5.313233935875446,1.0,-3.928618551260061,-1.4273650877424462,0.0
2020-02-11,-0.5416224814422058,-0.9554612937433724,-5.323833510074231,1.0,-3.9574496288441146,-1.477200424178155,0.0
2020-02-12,-0.5344345277740776,-0.9690955108565339,-5.348208338883709,1.0,-3.9688290928466765,-1.5003330225123217,0.0
2020-02-13,-0.5103017413265984,-0.9674332048384952,-5.362887146085337,1.0,-3.963977136780539,-1.487837298949887,0.0
2020-02-14,-0.5201757890531362,-0.9515248368624317,-5.350379544546544,1.0,-3.9882807297909175,-1.5071247835930217,0.0
2020-02-18,-0.5262104841936774,-0.9505135387488329,-5.364945978391357,1.0,-3.996665332799787,-1.5003334667200214,0.0
2020-02-19,-0.5164732559690542,-0.9479791916766707,-5.37281579298386,1.0,-4.003201280512205,-1.4981992797118848,0.0
2020-02-20,-0.5141943222710916,-0.9473543915767028,-5.370385179261629,1.0,-3.999466879914701,-1.4966013594562175,0.0
2020-02-21,-0.4849049075674956,-0.9546482244979384,-5.372389945471472,1.0,-3.9974730682271575,-1.4903577603404707,0.0
2020-02-24,-0.34136014818735116,-0.9607038899179677,-5.416512304842551,1.0,-4.018920349298757,-1.493649113522096,0.0
2020-02-25,-0.9633585277686494,-1.7050607952678278,-6.48176141965166,1.0,-4.363292803154782,-1.9176799211304634,0.0
2020-02-26,-0.8650474274216728,-1.4225352112676055,-5.722765162402989,1.0,-3.830985915492958,-1.530612244897959,0.0
2020-02-27,-0.9960124058484713,-1.3978732831191847,-5.850539063653817,1.0,-3.9942401417811255,-1.5303500221533008,0.0
2020-02-28,-0.7505302226935313,-1.5995493107104986,-5.20015906680806,1.0,-3.3932926829268295,-1.3119034994697774,0.0
2020-03-02,-0.8493679308050566,-1.4931470392548238,-5.185096473719229,1.0,-3.452029274783766,-1.3270791749833666,0.0
2020-03-03,-0.698511639740491,-1.8250858669380485,-4.720391807658059,1.0,-3.240681847093245,-1.2362294873425774,0.0
2020-03-04,-0.4879336349924585,-2.0050276520864756,-4.901835093011563,1.0,-3.13034188034188,-1.0438662644544996,0.0
2020-03-05,-0.3797979797979798,-2.2950683303624477,-4.459893048128342,1.0,-2.869162210338681,-0.8795008912655972,0.0
2020-03-06,-0.293271995399655,-2.264519838987924,-4.447958596894767,1.0,-2.720874065554917,-0.7741230592294421,0.0
2020-03-09,-0.27026094953442925,-2.235544315438556,-4.5145419013679735,1.0,-2.7314633865961606,-0.7438786067364065,0.0
2020-03-10,-1.016127554293045,-1.1684229817648677,-3.5808668560432513,1.0,-2.12911206817557,-0.26876202694034634,0.0
2020-03-11,-0.7788183046920255,-1.7873141533114498,-3.9944004634099244,1.0,-2.05406449121452,-0.03987256227070863,0.0
2020-03-12,-0.8169137643652952,-1.3788928853408193,-3.6261075532941485,1.0,-1.9508728835862796,-0.0,0.0
2020-03-13,-0.9210178453403834,-0.872571050892267,-2.433443489755453,1.0,-1.3823529411764708,-0.0,0.0
2020-03-16,-0.6482928835870013,-0.9870717517776343,-2.147734618322854,1.0,-1.0933184462596228,-0.0,0.0
2020-03-17,-0.7034604450544064,-0.7142927164003529,-1.4039309871581218,1.0,-1.0546024899519655,-0.025193608469757864,0.0
2020-03-18,-0.7032299171690438,-0.8055187962554526,-1.2663823947458708,1.0,-1.0902318286526491,-0.03592608930059305,0.0
2020-03-19,-0.7015060528071679,-0.7045562863406729,-1.235868839958059,1.0,-1.076970736822038,-0.04708798017348203,0.0
2020-03-20,-0.7202392530636063,-0.8296537638591714,-1.2202392530636064,1.0,-1.0927348764831746,-0.0,0.0
2020-03-23,-0.7175807771945877,-0.9390860499831464,-1.087301969470795,1.0,-1.0713150671738818,-0.0,0.0
2020-03-24,-0.7385783167040626,-0.9725497684632646,-1.0159450040578604,1.0,-1.0468802215114337,-0.0,0.0
2020-03-25,-0.6968129779428016,-0.9399725942624764,-0.816204747380984,1.0,-0.9672899261813199,-0.0,0.0
2020-03-26,-0.7052102174968015,-0.9395597123571712,-0.8028852516874752,1.0,-0.9640446464022587,-0.0,0.0
2020-03-27,-0.6893082842526117,-0.9126004900907098,-0.7477752461201153,1.0,-0.9493572933235888,-0.0,0.0
2020-03-30,-0.6744832898284052,-0.9053874791390303,-0.753819162137875,1.0,-0.9455261243527749,-0.0,0.0
2020-03-31,-0.6550038262052547,-0.9247512966584474,-0.7415610917438993,1.0,-0.930022957231528,-0.0,0.0
2020-04-01,-0.6510766873776491,-0.9233126223508383,-0.7568303685420036,1.0,-0.9245042131245212,-0.0,0.0
2020-04-02,-0.6715692436622669,-0.839220615964802,-0.7408757594804106,1.0,-0.9385711292688037,-0.0,0.0
2020-04-03,-0.6719392464546445,-0.8381723588151381,-0.7413359066879249,1.0,-0.9442393219770077,-0.0,0.0
2020-04-06,-0.6739121330150354,-0.8278678225907777,-0.7392469740754701,1.0,-0.9471457888344431,-0.0,0.0
2020-04-07,-0.6248026874974704,-0.7889262152426438,-0.7103250091067308,1.0,-0.9233820374792568,-0.0,0.0
2020-04-08,-0.6278407935927146,-0.8024555840143107,-0.6979712973126804,1.0,-0.9372281172500713,-0.0,0.0
2020-04-09,-0.6277443092224964,-0.7838919661990054,-0.7027857518295395,1.0,-0.9287995795091578,-0.0,0.0
2020-04-13,-0.6463104325699746,-0.7405387939739085,-0.7178803667353286,1.0,-0.9342057433660487,-0.0,0.0
2020-04-14,-0.6474840481382764,-0.738995234633713,-0.7184799289233503,1.0,-0.9334867942815605,-0.0,0.0
2020-04-15,-0.6420679087023147,-0.7418743447052181,-0.7149366884426164,1.0,-0.9337446568271635,-0.0,0.0
2020-04-16,-0.6417778135955192,-0.7371559817866784,-0.7154772937905468,1.0,-0.9350848208889068,-0.0,0.0
2020-04-17,-0.6404367621580241,-0.7484991337281921,-0.7081268383093597,1.0,-0.932148757000685,-0.0,0.0
2020-04-20,-0.6548066917473786,-0.7081165452653486,-0.7299287601056591,1.0,-0.9093892579844713,-0.0,0.0
2020-04-21,-0.6572869551294881,-0.712964816074931,-0.7342592963214986,1.0,-0.8982107833326661,-0.0,0.0
2020-04-22,-0.6375638162093171,-0.7380344607530314,-0.7102345245692406,1.0,-0.902680280791321,-0.0,0.0
2020-04-23,-0.6260637874811102,-0.7488666189453591,-0.7022190408017178,1.0,-0.8996659508470531,-0.0,0.0
2020-04-24,-0.6189775799014151,-0.752862140244872,-0.7048020352997297,1.0,-0.8985530290984257,-0.0,0.0
