Date,GFL,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-10-30,1.0,-0.2507974010632014,-0.38161842882457175,-0.22355581807442407,-0.47477849970466623,-0.03191966922622563,0.0
2020-11-02,1.0,-0.2538421525511893,-0.3833167825223436,-0.22405069276966,-0.4754811557194874,-0.02771078639996217,0.0
2020-11-03,1.0,-0.25152139423646136,-0.38414908479552934,-0.2243849305012905,-0.47645094835547347,-0.0314224148137624,0.0
2020-11-04,1.0,-0.251588279916556,-0.3864024274606486,-0.22482457803906694,-0.4772662620898919,-0.030509197800113786,0.0
2020-11-05,1.0,-0.23386410886410886,-0.3966641466641467,-0.21071158571158574,-0.4778633528633529,-0.043422793422793426,0.0
2020-11-06,1.0,-0.23694436546298928,-0.39870628376457207,-0.2104065965311345,-0.4785802293621457,-0.04482987394559757,0.0
