Date,FLGT,IWF,IWM,MTUM,SPY,VLUE,VXX
2019-05-29,1.0,-0.0,-2.1911919434841423,-1.1552683000150308,-5.839621223508192,-4.844731699984969,0.0
2019-05-30,1.0,-0.0,-2.1917494270435447,-1.1578304048892285,-5.961955691367456,-4.9673032849503445,0.0
2019-05-31,1.0,-0.0,-1.5677625190733804,-0.3126647246497434,-6.203495630461923,-4.78762657788875,0.0
2019-06-03,1.0,-0.0,-1.6017298187808895,-0.4299835255354201,-6.133031301482702,-4.56397583745195,0.0
2019-06-04,1.0,-0.0,-1.571880153930731,-0.45986805937328196,-6.186641011544804,-4.525426058273776,0.0
2019-06-05,1.0,-0.0,-1.5036390101892285,-0.5323541087733228,-6.023289665211062,-4.173481540293768,0.0
2019-06-06,1.0,-0.0,-1.5603128313891836,-0.4659331919406151,-5.993902439024391,-4.23541887592789,0.0
2019-06-07,1.0,-0.0,-1.6417474438985526,-0.46700305404328774,-5.9508697384145535,-4.218828840791396,0.0
2019-06-10,1.0,-0.0,-1.631827731092437,-0.40191701680672265,-5.904017857142857,-4.192489495798319,0.0
2019-06-11,1.0,-0.0,-1.617888330246097,-0.5136279439005028,-5.919687748081503,-4.179809473405664,0.0
2019-06-12,1.0,-0.0,-1.622269296968092,-0.5122467893552232,-5.921090957235536,-4.184165232358003,0.0
2019-06-13,1.0,-0.0,-1.6937994722955145,-0.5639841688654353,-5.830474934036939,-4.104485488126649,0.0
2019-06-14,1.0,-0.0,-1.654925847457627,-0.6165254237288135,-5.8861228813559325,-4.084083686440677,0.0
2019-06-17,1.0,-0.0,-1.6196643319677548,-0.6234967622571693,-5.92374785251751,-4.048367913307784,0.0
2019-06-18,1.0,-0.0,-1.599893730074389,-0.6368225292242295,-5.958289054197662,-4.088735387885229,0.0
2019-06-19,1.0,-0.0,-1.5865766481334393,-0.6851998940958433,-5.948768864177919,-4.017474185861795,0.0
2019-06-20,1.0,-0.0,-1.6206427015250544,-0.6587690631808278,-6.168164488017429,-4.168981481481481,0.0
2019-06-21,1.0,-0.0,-1.633997559983733,-0.6475532059102616,-6.127965297546428,-4.146129863087976,0.0
2019-06-24,1.0,-0.0,-1.534329563812601,-0.6549542272482498,-6.049273021001616,-4.224017232094776,0.0
2019-06-25,1.0,-0.0,-1.5148741418764304,-0.6593081168394131,-6.058419706555391,-4.228159913851124,0.0
2019-06-26,1.0,-0.0,-1.5211306256860593,-0.5692919868276619,-6.080817782656422,-4.550082327113063,0.0
2019-06-27,1.0,-0.0,-1.5475929978118161,-0.5887582056892778,-6.0541575492341355,-4.485503282275711,0.0
2019-06-28,1.0,-0.0,-1.4686781220403191,-0.5959951292112028,-6.024895142741171,-4.440400487078879,0.0
2019-07-01,1.0,-0.0,-1.4899158541471882,-0.5653799919861092,-5.931748363830639,-4.36944036329638,0.0
2019-07-02,1.0,-0.0,-1.555137170521786,-0.550564819795589,-5.935718128025821,-4.4066702528240995,0.0
2019-07-03,1.0,-0.0,-1.5415099408919934,-0.5710639441160665,-5.928936055883933,-4.391993551853842,0.0
2019-07-05,1.0,-0.0,-1.5254032258064516,-0.5637096774193548,-5.935483870967742,-4.416263440860215,0.0
2019-07-08,1.0,-0.0,-1.5300429184549356,-0.554318669527897,-5.913760729613734,-4.413894849785407,0.0
2019-07-09,1.0,-0.0,-1.4991935483870968,-0.5610215053763441,-5.933736559139785,-4.4467741935483875,0.0
2019-07-10,1.0,-0.0,-1.4542740841248303,-0.5404341926729986,-6.048710990502036,-4.525101763907734,0.0
2019-07-11,1.0,-0.0,-1.4402669935976025,-0.562184988421196,-6.085819370657948,-4.533714752758479,0.0
2019-07-12,1.0,-0.0,-1.4419934640522873,-0.5634531590413943,-6.085648148148148,-4.525326797385621,0.0
2019-07-15,1.0,-0.0,-1.4785284463894965,-0.6221280087527352,-6.1096827133479215,-4.465672866520787,0.0
2019-07-16,1.0,-0.0,-1.4872771805687848,-0.7137025445638862,-6.046809089672064,-4.359504694516261,0.0
2019-07-17,1.0,-0.0,-1.5515701136978883,-0.6771792095289658,-5.998646453708717,-4.308067135896048,0.0
2019-07-18,1.0,-0.0,-1.5514081660153618,-0.68279207653955,-5.974801239725105,-4.266136639266945,0.0
2019-07-19,1.0,-0.0,-1.5621389224774958,-0.7038828429396748,-5.933628913072686,-4.235657664920059,0.0
2019-07-22,1.0,-0.0,-1.5282892084397257,-0.6833758903373202,-5.948528423598979,-4.2788603682300765,0.0
2019-07-23,1.0,-0.0,-1.5479617920086104,-0.6780573119870847,-5.94887663123907,-4.278487824566125,0.0
2019-07-24,1.0,-0.0,-1.5363368195226603,-0.6804773397693753,-5.9391257709841785,-4.252614641995173,0.0
2019-07-25,1.0,-0.0,-1.4321907600596124,-0.756130605608996,-6.1063541525538545,-4.25348868716976,0.0
2019-07-26,1.0,-0.0,-1.3891224738912247,-0.7759392377593923,-6.133866811338668,-4.2642072426420725,0.0
2019-07-29,1.0,-0.0,-1.317699836867863,-0.7805872756933115,-6.152800435019032,-4.343121261555193,0.0
2019-07-30,1.0,-0.0,-1.2837689133425034,-0.8004126547455296,-6.241678129298487,-4.429160935350756,0.0
2019-07-31,1.0,-0.0,-1.35177539223782,-0.7901183594825213,-6.214010459675199,-4.406826314340765,0.0
2019-08-01,1.0,-0.0,-1.4169167803547065,-0.7783083219645293,-6.126330150068212,-4.321009549795361,0.0
2019-08-02,1.0,-0.0,-1.3724217510457233,-1.0413962209721621,-6.459974037213327,-4.549978364344439,0.0
2019-08-05,1.0,-0.0,-1.3544230490806426,-0.9984074127696538,-6.534819748081656,-4.590415520486463,0.0
2019-08-06,1.0,-0.0,-1.3766290182450045,-1.0079640891977992,-6.415146249637996,-4.6804228207355925,0.0
2019-08-07,1.0,-0.0,-1.7826086956521738,-1.5084294587400178,-5.886867790594499,-4.6106181603076015,0.0
2019-08-08,1.0,-0.0,-1.7784191829484906,-1.4977797513321494,-5.8968324452338665,-4.6286264061574895,0.0
2019-08-09,1.0,-0.0,-1.7262740311260298,-1.5115959719255416,-6.0875801037534325,-4.932407689960329,0.0
2019-08-12,1.0,-0.0,-1.8512145748987856,-1.9355600539811066,-6.771592442645074,-5.310560053981106,0.0
2019-08-13,1.0,-0.0,-1.7738295722465476,-1.9380262714718761,-6.781913102054564,-5.346918154260694,0.0
2019-08-14,1.0,-0.0,-1.8696548171045853,-1.9714923578911214,-6.876352395672334,-5.455950540958269,0.0
2019-08-15,1.0,-0.0,-1.9083658854166665,-1.962890625,-6.458333333333333,-4.946451822916667,0.0
2019-08-16,1.0,-0.0,-1.907594524119948,-1.9665906127770536,-6.461375488917862,-4.961701434159061,0.0
2019-08-19,1.0,-0.0,-1.8032444587214904,-1.9760681015097976,-6.4179248313523924,-4.864600064246707,0.0
2019-08-20,1.0,-0.0,-1.7820349761526233,-1.9453100158982513,-6.370270270270271,-4.800635930047695,0.0
2019-08-21,1.0,-0.0,-1.7939355453246546,-1.9792030481028733,-6.34830925543737,-4.754246705826321,0.0
2019-08-22,1.0,-0.0,-1.8048896650261945,-1.9677726623273535,-6.360850928718844,-4.742022543260835,0.0
2019-08-23,1.0,-0.0,-1.7888516211467818,-1.9690145344194219,-6.416866315285098,-4.797157003673535,0.0
2019-08-26,1.0,-0.0,-1.677394278606965,-1.9637748756218905,-6.280161691542289,-4.6257773631840795,0.0
2019-08-27,1.0,-0.0,-1.6660383286207983,-1.9676405906377634,-6.354539742381402,-4.720232485076972,0.0
2019-08-28,1.0,-0.0,-1.594982644367308,-2.0408646260650043,-6.425528557904701,-4.716472073209213,0.0
2019-08-29,1.0,-0.0,-1.5313291139240506,-2.0950949367088607,-6.482120253164556,-4.714240506329113,0.0
2019-08-30,1.0,-0.0,-1.4781645569620252,-2.134651898734177,-6.5216772151898725,-4.688291139240506,0.0
2019-09-03,1.0,-0.0,-1.5226619853175871,-2.1945419725502715,-6.578678582827961,-4.663262049154166,0.0
2019-09-04,1.0,-0.0,-1.4547615274916812,-2.2273807637458405,-6.515766122643004,-4.647440976073523,0.0
2019-09-05,1.0,-0.0,-1.4907830471088703,-2.200409642350717,-6.505435638884513,-4.558846699227982,0.0
2019-09-06,1.0,-0.0,-1.441780821917808,-2.2194894146948942,-6.476338729763387,-4.429016189290161,0.0
2019-09-09,1.0,-0.0,-1.446917808219178,-2.2204234122042337,-6.475093399750933,-4.424034869240349,0.0
2019-09-10,1.0,-0.0,-1.3997197134848955,-2.3430395515415756,-6.505917159763314,-4.32279663656182,0.0
2019-09-11,1.0,-0.0,-1.3595105328376702,-2.3749999999999996,-6.470105328376704,-4.284696406443618,0.0
