Date,FLGT,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-2.514605344934742,-4.221100062150405,-1.0147607209446863,-3.4703231821006835,-3.316811684275948,0.0
2018-09-25,1.0,-2.5591380937401698,-4.270053475935829,-1.0423089021704939,-3.5100660585089654,-3.3466498899024852,0.0
2018-09-26,1.0,-2.6025211424924204,-4.345939045795436,-1.064464656135312,-3.5631083453007815,-3.3805648635710863,0.0
2018-09-27,1.0,-2.621561100447856,-4.331413947536787,-1.0751759436980166,-3.5758157389635317,-3.390914907229686,0.0
2018-09-28,1.0,-2.6344517579065663,-4.3474072884893245,-1.0756140632525286,-3.5914271953764647,-3.404880398137743,0.0
2018-10-01,1.0,-2.6345104333868377,-4.345746388443017,-1.076083467094703,-3.590850722311396,-3.4041733547351525,0.0
2018-10-02,1.0,-2.6645538761579717,-4.440760604583129,-1.078660815862181,-3.6287989598569803,-3.439460425808549,0.0
2018-10-03,1.0,-2.655434958691074,-4.413737242831686,-1.0751660456828123,-3.6202818726713106,-3.4347966952859226,0.0
2018-10-04,1.0,-2.658283303585916,-4.426253447996106,-1.0717183190004869,-3.6271296446535777,-3.4426415706636377,0.0
2018-10-05,1.0,-2.607766990291262,-4.405663430420712,-1.0087378640776699,-3.6669902912621355,-3.4920711974110032,0.0
2018-10-08,1.0,-2.7727507311199036,-4.6941338379494235,-1.0314811629107172,-3.961465680371581,-3.743161878548082,0.0
2018-10-09,1.0,-2.7715858273133818,-4.694014447884417,-1.0292397660818713,-3.961472308221534,-3.7433780529755762,0.0
2018-10-10,1.0,-2.772500430218551,-4.698158664601617,-1.0273618998451213,-3.964377903975219,-3.7463431423162965,0.0
2018-10-11,1.0,-2.6282073660324667,-4.973468319078373,-0.6362366905219061,-4.142433234421365,-4.074533077325886,0.0
2018-10-12,1.0,-2.802740714028128,-5.195275874504147,-0.6193653083303281,-4.255679769203029,-4.157951676884241,0.0
2018-10-15,1.0,-2.718238993710692,-5.327403414195867,-0.4905660377358491,-4.2544474393530995,-4.178616352201258,0.0
2018-10-16,1.0,-2.7076012907852274,-5.329688060236643,-0.4790247400501972,-4.243456435998565,-4.167981355324489,0.0
2018-10-17,1.0,-2.5408460352800137,-5.003939030655935,-0.3536564480219216,-4.120568590512074,-4.107038876519952,0.0
2018-10-18,1.0,-2.545797598627787,-5.013893653516296,-0.35317324185248716,-4.126072041166381,-4.113722126929674,0.0
2018-10-19,1.0,-2.4207216153591524,-4.830519695465078,-0.2775571002979146,-4.021681562396558,-4.0003310162197945,0.0
2018-10-22,1.0,-2.4185777924434912,-4.798218115822472,-0.26530275532090414,-4.019468734532255,-3.9973601715888467,0.0
2018-10-23,1.0,-2.428618638466623,-4.804362194315929,-0.2790812954395241,-4.014871116986121,-3.996530072703239,0.0
2018-10-24,1.0,-2.4560146617794074,-4.837720759746752,-0.24158613795401535,-4.069643452182606,-4.056147950683106,0.0
2018-10-25,1.0,-2.1971176197117614,-4.445374244537424,-0.14148458081512472,-3.9477762281109556,-3.7647605764760574,0.0
2018-10-26,1.0,-2.1859004553305073,-4.518762757104726,-0.03281519861830742,-4.1154027319830435,-3.848170827445439,0.0
2018-10-29,1.0,-2.0781322237632915,-4.4952997380181845,-0.0,-4.023116042533518,-3.814147018030513,0.0
2018-10-30,1.0,-2.0435801312089974,-4.564823492658545,-0.0,-4.088566073102156,-3.9231490159325215,0.0
2018-10-31,1.0,-2.014316174230886,-4.391105696009748,-0.0,-4.000152299725861,-3.8243984160828512,0.0
2018-11-01,1.0,-1.9531587057010789,-4.5231124807395995,-0.0,-4.051463790446841,-3.880739599383667,0.0
2018-11-02,1.0,-1.9066507605129737,-4.301670146137788,-0.0,-3.9540709812108563,-3.7494780793319418,0.0
2018-11-05,1.0,-1.8933253873659117,-4.332985697258641,-0.0,-3.951728247914183,-3.7206495828367103,0.0
2018-11-06,1.0,-2.113483146067416,-4.716211878009631,-0.0,-4.2473515248796145,-3.9741573033707867,0.0
2018-11-07,1.0,-2.0995525727069353,-4.698785554490253,-0.0,-4.2254713966123365,-3.955736657078939,0.0
2018-11-08,1.0,-1.915293392884645,-4.573078700138611,-0.0,-4.058216540890189,-3.8546126597874633,0.0
2018-11-09,1.0,-1.917645241038319,-4.588689740420272,-0.0,-4.0769468479604445,-3.8677379480840544,0.0
2018-11-12,1.0,-1.9373539036933145,-4.564282374941561,-0.0,-4.17032881408758,-3.91164095371669,0.0
2018-11-13,1.0,-1.7749924947463225,-4.415490843590513,-0.0,-4.0448814169918945,-3.775142599819874,0.0
2018-11-14,1.0,-1.7881074554784184,-4.437217023845458,-0.0,-4.0706308481738604,-3.7959553274977367,0.0
2018-11-15,1.0,-1.7849494797164835,-4.44472930176444,-0.0,-4.084301010405671,-3.7667018549238427,0.0
2018-11-16,1.0,-1.7958307786633965,-4.483599019006744,-0.0,-4.169681177191906,-3.878908645003065,0.0
2018-11-19,1.0,-1.80423442773857,-4.485731819576556,-0.0,-4.170757901196685,-3.8814053390610614,0.0
2018-11-20,1.0,-1.609857482185273,-4.333877672209026,-0.0,-4.062945368171021,-3.838925178147268,0.0
2018-11-21,1.0,-1.6233118027011157,-4.298884321785085,-0.0,-4.043599530240751,-3.7141808573106285,0.0
2018-11-23,1.0,-1.6118401866433363,-4.251385243511227,-0.0,-4.026246719160104,-3.691892680081657,0.0
2018-11-26,1.0,-1.6073039429652263,-4.247053688345701,-0.0,-4.0145496871817254,-3.6807798632329405,0.0
2018-11-27,1.0,-1.55668016194332,-4.259253903990746,-0.0,-3.9893001735106997,-3.6539907460960093,0.0
2018-11-28,1.0,-1.5654002320185616,-4.253335266821346,-0.0,-4.011020881670534,-3.671258700696056,0.0
2018-11-29,1.0,-1.3936738326715048,-4.0101328221278925,-0.0,-3.793235656579488,-3.4959605641517184,0.0
2018-11-30,1.0,-1.411388888888889,-4.074861111111111,-0.0,-3.8638888888888894,-3.5386111111111114,0.0
2018-12-03,1.0,-1.420375865479723,-4.157552635297442,-0.0,-3.9429136639819133,-3.609439027836654,0.0
2018-12-04,1.0,-1.3943682104059463,-4.245568896512293,-0.0,-3.991566609491138,-3.662521440823328,0.0
2018-12-06,1.0,-1.2868435155412647,-3.8405680600214365,-0.0,-3.8523579849946414,-3.4178724544480175,0.0
2018-12-07,1.0,-1.2926437089642235,-3.840546697038724,-0.0,-3.8534101567734154,-3.412702666488008,0.0
2018-12-10,1.0,-1.2030902004454345,-4.083797327394209,-0.0,-4.0924276169265035,-3.540506681514477,0.0
2018-12-11,1.0,-1.1903961920761585,-4.115077698446031,-0.0,-4.112137757244855,-3.5821083578328436,0.0
2018-12-12,1.0,-1.194506726457399,-4.118273542600896,-0.0,-4.117572869955156,-3.5829596412556053,0.0
2018-12-13,1.0,-1.1914685314685316,-4.097062937062937,-0.0,-4.126013986013986,-3.5714685314685313,0.0
2018-12-14,1.0,-1.205783738474434,-4.054205085219335,-0.0,-4.141799385303157,-3.5687342833193627,0.0
2018-12-17,1.0,-1.1290412486064658,-4.0632664437012265,-0.0,-4.103260869565217,-3.639771460423634,0.0
2018-12-18,1.0,-1.0549645390070923,-3.960447354064376,-0.0,-4.029459901800327,-3.5938352427714135,0.0
2018-12-19,1.0,-1.0469541409993155,-3.979055441478439,-0.0,-4.051471594798083,-3.611772758384668,0.0
2018-12-20,1.0,-1.0498541869184834,-3.993750867935009,-0.0,-4.172614914595195,-3.670740174975698,0.0
2018-12-21,1.0,-1.032505580357143,-4.043387276785714,-0.0,-4.237025669642858,-3.6379743303571432,0.0
2018-12-24,1.0,-0.931296673455533,-3.8851323828920576,-0.0,-4.135234215885947,-3.6260692464358457,0.0
2018-12-26,1.0,-0.917182038182307,-3.92793761763915,-0.0,-4.037510083355741,-3.561710137133638,0.0
2018-12-27,1.0,-0.6325150300601203,-3.693512024048096,-0.0,-3.689253507014028,-3.5097695390781567,0.0
2018-12-28,1.0,-0.6188094047023512,-3.703976988494247,-0.0,-3.68384192096048,-3.499624812406203,0.0
2018-12-31,1.0,-0.6119515885022693,-3.7489914271306106,-0.0,-3.7169692385274833,-3.529248613212305,0.0
2019-01-02,1.0,-0.605812897366031,-3.8660957571039316,-0.0,-3.837420526793824,-3.6660179057999223,0.0
2019-01-03,1.0,-0.5951697127937337,-3.894516971279373,-0.0,-3.8593994778067886,-3.7057441253263708,0.0
2019-01-04,1.0,-0.4466588511137163,-3.9671746776084404,-0.0,-3.8406929790282662,-3.771395076201641,0.0
2019-01-07,1.0,-0.36450268016676596,-3.6015485407980945,-0.0,-3.5205479452054793,-3.425134008338297,0.0
2019-01-08,1.0,-0.3579121789560895,-3.569771570600071,-0.0,-3.505977038702805,-3.4019410581133864,0.0
2019-01-09,1.0,-0.3454160291867718,-3.5420736730610805,-0.0,-3.4894668706602325,-3.3919030245969166,0.0
2019-01-10,1.0,-0.35652070158692284,-3.5737978761484315,-0.0,-3.5619854432645273,-3.439446366782007,0.0
2019-01-11,1.0,-0.363360814742968,-3.5840203685742,-0.0,-3.6405189136760425,-3.536372453928225,0.0
2019-01-14,1.0,-0.4274847237810201,-3.6887392442948,-0.0,-3.765806210250655,-3.588477366255144,0.0
2019-01-15,1.0,-0.4255559743686393,-3.7067470787787413,-0.0,-3.7918080160824226,-3.640407086317377,0.0
2019-01-16,1.0,-0.4145672237465702,-3.6748565727113998,-0.0,-3.767772511848341,-3.6146171114991272,0.0
2019-01-17,1.0,-0.42867811799850636,-3.6491162559123724,-0.0,-3.7600199153597216,-3.609161065471745,0.0
2019-01-18,1.0,-0.45128722867238763,-3.6466431095406358,-0.0,-3.7997223624432106,-3.7222362443210497,0.0
2019-01-22,1.0,-0.0,-3.9373333333333336,-0.0,-4.402933333333333,-3.9929333333333337,0.0
2019-01-23,1.0,-0.0,-3.779429329794293,-0.0,-4.418845388188454,-4.073125414731255,0.0
2019-01-24,1.0,-0.0,-3.773114841460165,-0.0,-4.465361044497735,-4.084066080468958,0.0
2019-01-25,1.0,-0.0,-3.623389086920757,-0.0,-4.792706333973128,-4.2938031258568685,0.0
2019-01-28,1.0,-0.0,-3.52656610952575,-0.0,-4.816007609729582,-4.246229107215654,0.0
2019-01-29,1.0,-0.0,-3.468456192941818,-0.0,-4.8652404959803786,-4.2921378934459735,0.0
2019-01-30,1.0,-0.0,-3.457073104570731,-0.0,-4.837650888376508,-4.268276142682761,0.0
2019-01-31,1.0,-0.0,-3.528889495970496,-0.0,-4.764786231389154,-4.365660428903156,0.0
2019-02-01,1.0,-0.0,-3.512467638642867,-0.0,-4.773266112549394,-4.34010083117591,0.0
2019-02-04,1.0,-0.0,-3.5156100886162234,-0.0,-4.774233128834356,-4.343421949556919,0.0
2019-02-05,1.0,-0.0,-3.4969173859432803,-0.0,-4.789697218797095,-4.4138923140156185,0.0
2019-02-06,1.0,-0.0,-3.4509884117246084,-0.0,-4.769597818677573,-4.412678936605317,0.0
2019-02-07,1.0,-0.0,-3.4378150115788038,-0.0,-4.763656177632475,-4.420651137447214,0.0
2019-02-08,1.0,-0.0,-3.443410428356371,-0.0,-4.808539756397975,-4.433693718352265,0.0
2019-02-11,1.0,-0.0,-3.417193947730399,-0.0,-4.845116918844567,-4.492984869325997,0.0
2019-02-12,1.0,-0.0,-3.4364511691884454,-0.0,-4.850618982118294,-4.468225584594223,0.0
2019-02-13,1.0,-0.0,-3.485753424657535,-0.0,-4.8039726027397265,-4.409041095890411,0.0
2019-02-14,1.0,-0.0,-3.485864018756033,-0.0,-4.85629568335402,-4.449041511515652,0.0
2019-02-15,1.0,-0.0,-3.5234613850857364,-0.0,-4.578758474013026,-4.190216668882095,0.0
2019-02-19,1.0,-0.0,-3.450840280534604,-0.0,-4.608707158925499,-4.173216885007278,0.0
2019-02-20,1.0,-0.0,-3.482292081177875,-0.0,-4.612017508953442,-4.16991643454039,0.0
2019-02-21,1.0,-0.0,-3.48619957537155,-0.0,-4.615843949044586,-4.167595541401274,0.0
2019-02-22,1.0,-0.0,-3.508097978851559,-0.0,-4.68330879400348,-4.1936822379868826,0.0
2019-02-25,1.0,-0.0,-3.517540295272924,-0.0,-4.761614519842881,-4.265339292970337,0.0
2019-02-26,1.0,-0.0,-3.516732150115161,-0.0,-4.763853136431377,-4.267714401842569,0.0
2019-02-27,1.0,-0.0,-3.514621481279038,-0.0,-4.838890407215086,-4.311287236949987,0.0
2019-02-28,1.0,-0.0,-3.5115769283463485,-0.0,-4.846417317440745,-4.3425126729689,0.0
2019-03-01,1.0,-0.0,-3.5152509916564085,-0.0,-4.836000547120777,-4.326904664204624,0.0
2019-03-04,1.0,-0.0,-3.554143646408839,-0.0,-4.892127071823204,-4.365883977900552,0.0
2019-03-05,1.0,-0.0,-3.543318036434432,-0.0,-4.959393686552636,-4.403560005562508,0.0
2019-03-06,1.0,-0.0,-3.5441504178272973,-0.0,-4.982033426183843,-4.401392757660167,0.0
2019-03-07,1.0,-0.0,-3.457766790276061,-0.0,-4.958934212333471,-4.3176761433868975,0.0
2019-03-08,1.0,-0.0,-3.4875706214689264,-0.0,-5.18502824858757,-4.4516949152542376,0.0
2019-03-11,1.0,-0.0,-3.5119081779053087,-0.0,-5.229555236728838,-4.605738880918222,0.0
2019-03-12,1.0,-0.0,-3.317896836705614,-0.0,-5.2254203476774,-4.705756625819321,0.0
2019-03-13,1.0,-0.0,-3.3676596963620744,-0.0,-5.253938699513034,-4.700945287883129,0.0
2019-03-14,1.0,-0.0,-3.4090318857307746,-0.0,-5.281056124657337,-4.737844466887895,0.0
2019-03-15,1.0,-0.0,-3.4366671547810808,-0.0,-5.373700395372675,-4.833064870405623,0.0
2019-03-18,1.0,-0.0,-3.59693567961165,-0.0,-5.560679611650484,-5.012439320388349,0.0
2019-03-19,1.0,-0.0,-3.5602645025548543,-0.0,-5.481214307183649,-4.98692515779982,0.0
2019-03-20,1.0,-0.0,-3.604990870359099,-0.0,-5.543670115642118,-5.0674071819841755,0.0
2019-03-21,1.0,-0.0,-3.5851561321466283,-0.0,-5.537335948106803,-4.962739478050988,0.0
2019-03-22,1.0,-0.0,-3.452259102207925,-0.0,-5.430179850855388,-4.73958181020617,0.0
2019-03-25,1.0,-0.0,-3.112661724087803,-0.0,-5.616368658235209,-4.808111644134321,0.0
2019-03-26,1.0,-0.0,-3.137574610569224,-0.0,-5.576211966807395,-4.844373271218518,0.0
2019-03-27,1.0,-0.0,-3.098434328790954,-0.0,-5.573789504204117,-4.824731806320672,0.0
2019-03-28,1.0,-0.0,-3.081703607127336,-0.0,-5.555120961900623,-4.849630595393307,0.0
2019-03-29,1.0,-0.0,-3.057188130221838,-0.0,-5.51584557764333,-4.831892826274849,0.0
2019-04-01,1.0,-0.0,-3.0516594516594515,-0.0,-5.522222222222222,-4.856132756132756,0.0
2019-04-02,1.0,-0.0,-3.0978588877712316,-0.0,-5.552809311682713,-4.719356229343297,0.0
2019-04-03,1.0,-0.0,-3.0988221775351907,-0.0,-5.548118356794024,-4.71674806090204,0.0
2019-04-04,1.0,-0.0,-3.0909874946097453,-0.0,-5.549518470605145,-4.733505821474773,0.0
2019-04-05,1.0,-0.0,-3.065927738592198,-0.0,-5.574204692673096,-4.754426371095437,0.0
2019-04-08,1.0,-0.0,-3.04254096004599,-0.0,-5.577895947111239,-4.751509054325956,0.0
2019-04-09,1.0,-0.0,-2.9995667244367423,-0.06325823223570191,-5.647458116695552,-4.732235701906413,0.0
2019-04-10,1.0,-0.0,-2.941464116208831,-0.09909391629512442,-5.641881202358695,-4.699841794908673,0.0
2019-04-11,1.0,-0.0,-3.075823029941904,-0.17458662297035604,-5.807239684194847,-4.838820199612692,0.0
2019-04-12,1.0,-0.0,-3.077496274217585,-0.17779433681073023,-5.809090909090909,-4.8388971684053645,0.0
2019-04-15,1.0,-0.0,-3.106219951923077,-0.18524639423076925,-5.836838942307693,-4.895733173076923,0.0
2019-04-16,1.0,-0.0,-3.0977432371842775,-0.22223882827678973,-5.784636078314153,-4.840980421461665,0.0
2019-04-17,1.0,-0.0,-3.0336373149947673,-0.22469726416504707,-5.818657497383764,-4.872925698908656,0.0
2019-04-18,1.0,-0.0,-3.048051175245462,-0.18074977685212734,-5.783546563522761,-4.864177328176138,0.0
2019-04-22,1.0,-0.0,-3.049488813157505,-0.15068899096162397,-5.766632093643503,-4.850348199733294,0.0
2019-04-23,1.0,-0.0,-3.0469490521327014,-0.1648400473933649,-5.758441943127962,-4.840195497630332,0.0
2019-04-24,1.0,-0.0,-3.0290748898678417,-0.1458149779735683,-5.709397944199707,-4.800146842878121,0.0
2019-04-25,1.0,-0.0,-2.9797802197802197,-0.18021978021978022,-5.704175824175824,-4.7878388278388275,0.0
2019-04-26,1.0,-0.0,-2.9124963418203103,-0.21817383669885865,-5.73939127889962,-4.7626573017266605,0.0
2019-04-29,1.0,-0.0,-2.897192096270985,-0.19625612836131334,-5.855147823503195,-4.908186005051256,0.0
2019-04-30,1.0,-0.0,-2.877684964200477,-0.21449880668257756,-5.891109785202864,-4.933174224343675,0.0
2019-05-01,1.0,-0.0,-2.858294758847245,-0.2287591458862177,-5.913095415857847,-4.931909810362849,0.0
2019-05-02,1.0,-0.0,-2.8752254960914017,-0.214371617558629,-5.928141912206856,-5.015484064942874,0.0
2019-05-03,1.0,-0.0,-2.866486648664867,-0.2301230123012301,-5.905490549054906,-4.999249924992499,0.0
2019-05-06,1.0,-0.0,-2.747847106813718,-0.2935488744523342,-5.983985496298534,-5.082640882308506,0.0
2019-05-07,1.0,-0.0,-2.721623240491165,-0.31491464510332434,-5.904013177598083,-5.033992213237497,0.0
2019-05-08,1.0,-0.0,-2.6638888888888888,-0.3988304093567251,-5.671783625730995,-4.885380116959064,0.0
2019-05-09,1.0,-0.0,-2.6820792225003682,-0.3893388308054779,-5.7250773082020325,-4.928876454130467,0.0
2019-05-10,1.0,-0.0,-2.6725403817914835,-0.40264317180616743,-5.711160058737152,-4.8980910425844355,0.0
2019-05-13,1.0,-0.0,-2.6881720430107525,-0.38503461481808804,-5.729120636323464,-4.9272352334658995,0.0
2019-05-14,1.0,-0.0,-2.396367364874762,-0.719496118353596,-5.667203749816904,-4.864655046140325,0.0
2019-05-15,1.0,-0.0,-2.4005545016780974,-0.7674011381876551,-5.656646724062455,-4.767547059681892,0.0
2019-05-16,1.0,-0.0,-2.4136416861826695,-0.7880562060889928,-5.655444964871194,-4.779859484777518,0.0
2019-05-17,1.0,-0.0,-2.401266381976145,-0.8200559564128995,-5.648505374760712,-4.8553968487704315,0.0
2019-05-20,1.0,-0.0,-2.3639829887080217,-0.8391259715500806,-5.624138436720927,-4.837659480862296,0.0
2019-05-21,1.0,-0.0,-2.365146437418039,-0.8435086696779834,-5.5634562144834625,-4.798776045461169,0.0
2019-05-22,1.0,-0.0,-2.311439438267993,-0.9128145114101813,-5.599619660620245,-4.804417788180222,0.0
2019-05-23,1.0,-0.0,-2.312958801498127,-1.045692883895131,-5.8,-4.822771535580523,0.0
2019-05-24,1.0,-0.0,-2.1972302541470095,-1.1669456703698067,-5.906406939583016,-4.947953127377872,0.0
2019-05-28,1.0,-0.0,-2.179580674567001,-1.1608933454876937,-5.903220905499848,-4.949407474931632,0.0
