Date,FORTY,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-1.3241542810248927,-2.6000729461110605,-0.015956961794474332,-2.180268076958147,-1.997902799307012,0.0
2018-09-25,1.0,-1.3286248063428416,-2.5946413925088856,-0.024059054041738814,-2.17552173516814,-1.9904310580515812,0.0
2018-09-26,1.0,-1.3292327319117914,-2.5953162019318388,-0.025514853289593582,-2.1748678695097503,-1.9876070712593403,0.0
2018-09-27,1.0,-1.3354263354263354,-2.5742105742105745,-0.031213031213031213,-2.1736281736281735,-1.9856219856219857,0.0
2018-09-28,1.0,-1.3320291173794359,-2.5763421292083715,-0.03293903548680619,-2.172611464968153,-1.9852593266606007,0.0
2018-10-01,1.0,-1.3320898917295971,-2.575470839778,-0.03393685742880539,-2.1720498589755257,-1.984896733691202,0.0
2018-10-02,1.0,-1.3340609367894498,-2.5539790814006365,-0.04256480218281037,-2.1753524329240563,-1.9890859481582537,0.0
2018-10-03,1.0,-1.3343337880854933,-2.5531605275125058,-0.044474761255115965,-2.1744429286039106,-1.9885402455661663,0.0
2018-10-04,1.0,-1.3409359382099046,-2.537755565651976,-0.046796910495229445,-2.182099045888233,-1.9791912766924127,0.0
2018-10-05,1.0,-1.3034825870646767,-2.519674355495251,-0.0,-2.2107643600180915,-2.0117593848937134,0.0
2018-10-08,1.0,-1.2926741248646698,-2.5064056297365576,-0.0,-2.216167448574522,-2.0066762901479613,0.0
2018-10-09,1.0,-1.288317546233649,-2.5060893098782135,-0.0,-2.2175913396481732,-2.0092918358141634,0.0
2018-10-10,1.0,-1.2917305437821265,-2.503381729641988,-0.0,-2.2196771575435115,-2.003156280999188,0.0
2018-10-11,1.0,-1.0434026267722014,-2.472818996259894,-0.0,-2.147516743498304,-2.0341828303035574,0.0
2018-10-12,1.0,-1.0607176500813564,-2.45225657274985,-0.0,-2.088807056607005,-1.9619765350689389,0.0
2018-10-15,1.0,-0.9894970540517461,-2.514388182051063,-0.0,-2.0738621808556057,-1.961233028776364,0.0
2018-10-16,1.0,-1.0291767974991317,-2.533605418548107,-0.0,-2.1174887113581105,-2.0032997568600206,0.0
2018-10-17,1.0,-0.9487049263585576,-2.3951244286439817,-0.0,-2.0955645843914,-2.0251396648044695,0.0
2018-10-18,1.0,-0.9480420410239024,-2.3942193592134258,-0.0,-2.1044244787252078,-2.029327004577047,0.0
2018-10-19,1.0,-0.8922844429518932,-2.356309293929981,-0.0,-2.115439509696919,-2.0315674586516668,0.0
2018-10-22,1.0,-0.8920483140412682,-2.337023989263546,-0.0,-2.121540010065425,-2.0372420734776044,0.0
2018-10-23,1.0,-0.8980379003857119,-2.336659399631058,-0.0,-2.1162166694616804,-2.034043266812007,0.0
2018-10-24,1.0,-0.898434870414002,-2.3502187815550317,-0.0,-2.1250420733759676,-2.0409794681925275,0.0
2018-10-25,1.0,-0.7724193548387097,-2.1969354838709676,-0.0,-2.153225806451613,-1.9418548387096775,0.0
2018-10-26,1.0,-0.7118469112275686,-2.1517389232968083,-0.0,-2.1662696522153406,-1.9105129426711132,0.0
2018-10-29,1.0,-0.651443816698054,-2.1565442561205277,-0.0,-2.1297865662272444,-1.9090552416823605,0.0
2018-10-30,1.0,-0.6074264175154384,-2.2159756195364504,-0.0,-2.186141631245489,-2.010425856123186,0.0
2018-10-31,1.0,-0.6477402512644803,-2.204030021210638,-0.0,-2.2508565834557026,-2.0553923968020884,0.0
2018-11-01,1.0,-0.6021487872375062,-2.236692169949536,-0.0,-2.2462965977535405,-2.0542080416734496,0.0
2018-11-02,1.0,-0.6171893896637911,-2.1419817786019513,-0.0,-2.26824155446263,-2.035152785616383,0.0
2018-11-05,1.0,-0.6086711257957933,-2.165041502135547,-0.0,-2.2688371343379803,-2.0160367475219596,0.0
2018-11-06,1.0,-0.6084069004616507,-2.1708917145865394,-0.0,-2.2850085040900625,-2.034907264922653,0.0
2018-11-07,1.0,-0.60542071197411,-2.1711165048543686,-0.0,-2.2808252427184463,-2.0332524271844656,0.0
2018-11-08,1.0,-0.5188940822308484,-2.1472708547888772,-0.0,-2.2308484512398,-2.0251128891705616,0.0
2018-11-09,1.0,-0.5181371772532869,-2.1465230476793913,-0.0,-2.2315064153334387,-2.0240773008078565,0.0
2018-11-12,1.0,-0.5265978721702264,-2.1227101831853448,-0.0,-2.2989360851131906,-2.050955923526118,0.0
2018-11-13,1.0,-0.44553138206292064,-2.0809203318203164,-0.0,-2.2812646736578492,-2.0182344654875566,0.0
2018-11-14,1.0,-0.4471048513302035,-2.079342723004695,-0.0,-2.2810641627543036,-2.017136150234742,0.0
2018-11-15,1.0,-0.44366362145701577,-2.080815179198876,-0.0,-2.2884360115561804,-1.9953931443741706,0.0
2018-11-16,1.0,-0.4321256414243507,-2.0517804385010106,-0.0,-2.2825377079769864,-2.008319079458871,0.0
2018-11-19,1.0,-0.47723994229844524,-2.120532136560346,-0.0,-2.345167494790832,-2.071165250841481,0.0
2018-11-20,1.0,-0.3559657740453177,-2.087466328632546,-0.0,-2.353826651877674,-2.1254159404214863,0.0
2018-11-21,1.0,-0.36947162426614477,-2.066379647749511,-0.0,-2.348884540117417,-2.0429745596868885,0.0
2018-11-23,1.0,-0.3726470358509724,-2.032726704678591,-0.0,-2.3602280715457313,-2.0449894555963444,0.0
2018-11-26,1.0,-0.3731448211216997,-2.032651148258085,-0.0,-2.3603343227620686,-2.045149195438213,0.0
2018-11-27,1.0,-0.34147665580890335,-2.0402512796649606,-0.0,-2.3454319838684663,-2.028462850938421,0.0
2018-11-28,1.0,-0.34432206019236733,-2.034207260316475,-0.0,-2.347967731926776,-2.030328886130934,0.0
2018-11-29,1.0,-0.2927267285243939,-1.9452259802454355,-0.0,-2.2682580065848548,-1.9766536964980543,0.0
2018-11-30,1.0,-0.2962204007285975,-1.977459016393443,-0.0,-2.2988008500303585,-2.0170765027322406,0.0
2018-12-03,1.0,-0.2903935097429676,-1.9783910834786562,-0.0,-2.2978997649556447,-2.0153916142239745,0.0
2018-12-04,1.0,-0.2649191720803747,-1.9890466837890919,-0.0,-2.2890164677443723,-2.011104396434507,0.0
2018-12-06,1.0,-0.22913328477785871,-1.8011653313911142,-0.0,-2.312672978878368,-1.940349599417334,0.0
2018-12-07,1.0,-0.25954142011834325,-1.8326923076923078,-0.0,-2.3505917159763317,-1.9536242603550296,0.0
2018-12-10,1.0,-0.17041184704928905,-1.8742356148235468,-0.0,-2.3913652103440652,-1.9315552935975837,0.0
2018-12-11,1.0,-0.16811615566037738,-1.8762529481132078,-0.0,-2.3902564858490565,-1.9357311320754718,0.0
2018-12-12,1.0,-0.1693691037735849,-1.8759581367924527,-0.0,-2.389961674528302,-1.9349204009433962,0.0
2018-12-13,1.0,-0.16953136477155867,-1.8633024827383575,-0.0,-2.3868811517555457,-1.9257382106654914,0.0
2018-12-14,1.0,-0.17947024726685742,-1.8362315650451244,-0.0,-2.3976080416758383,-1.9239856189008733,0.0
2018-12-17,1.0,-0.13083771161704613,-1.8344279042615295,-0.0,-2.3669001751313483,-1.9650467016929363,0.0
2018-12-18,1.0,-0.11049091169314441,-1.7849577787319308,-0.0,-2.324745956776871,-1.9359524831830541,0.0
2018-12-19,1.0,-0.1124865831842576,-1.78432915921288,-0.0,-2.3235062611806794,-1.9353130590339889,0.0
2018-12-20,1.0,-0.10639965792474344,-1.7501425313568986,-0.0,-2.344783352337514,-1.9251710376282782,0.0
2018-12-21,1.0,-0.0906411730879816,-1.7902530189764234,-0.0,-2.4038959171937897,-1.9032489936745258,0.0
2018-12-24,1.0,-0.045358352144469524,-1.7216422121896162,-0.0,-2.3694272009029347,-1.9177483069977426,0.0
2018-12-26,1.0,-0.04125723046902223,-1.7461844030942923,-0.0,-2.3048992961181964,-1.8767858387344063,0.0
2018-12-27,1.0,-0.0,-1.5955070770029867,-0.0,-2.058109336449812,-1.8391118036618623,0.0
2018-12-28,1.0,-0.0,-1.6376068376068373,-0.0,-2.081788297172912,-1.855292570677186,0.0
2018-12-31,1.0,-0.0,-1.6462490943818746,-0.0,-2.083448593822038,-1.8566159520516365,0.0
2019-01-02,1.0,-0.0,-1.6426410627383927,-0.0,-2.075825332105748,-1.8578192818624226,0.0
2019-01-03,1.0,-0.0,-1.6407358738501971,-0.0,-2.0912614980289095,-1.838370565045992,0.0
2019-01-04,1.0,-0.0,-1.6455060939842274,-0.0,-2.030958743400899,-1.8411653522779117,0.0
2019-01-07,1.0,-0.0,-1.528744939271255,-0.0,-1.9559638741824976,-1.7439426969791343,0.0
2019-01-08,1.0,-0.0,-1.494691748929037,-0.0,-1.9764698578257902,-1.7373812628049916,0.0
2019-01-09,1.0,-0.0,-1.468194487457417,-0.0,-1.9746670795912045,-1.7510065035614741,0.0
2019-01-10,1.0,-0.0,-1.4830529595015576,-0.0,-1.9831152647975079,-1.764361370716511,0.0
2019-01-11,1.0,-0.0,-1.4648064353946706,-0.0,-2.01131221719457,-1.80850930115636,0.0
2019-01-14,1.0,-0.0,-1.4685865523977566,-0.0,-2.0135484277522213,-1.8194593232087717,0.0
2019-01-15,1.0,-0.0,-1.4517041881524337,-0.0,-1.9948434159225255,-1.8419695635769087,0.0
