Date,ERIE,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.20247616118117504,-0.4295601353429714,-0.07169588844458115,-0.4476058648620937,-0.41200143545575724,0.0
2018-09-25,1.0,-0.20173006827865905,-0.4316700035936136,-0.06969043585399662,-0.4494070537501926,-0.41436932080702293,0.0
2018-09-26,1.0,-0.20133073010327288,-0.4315881416020141,-0.0678209936803165,-0.45054719210810257,-0.41768997585161594,0.0
2018-09-27,1.0,-0.20276722456104324,-0.4274309477359071,-0.06900092411951946,-0.4504055857890954,-0.41741965294178046,0.0
2018-09-28,1.0,-0.20187395713002182,-0.42823771017841095,-0.06936208445642407,-0.45023745347195476,-0.41737902708253116,0.0
2018-10-01,1.0,-0.20139781078164345,-0.4301608510200935,-0.06971067372424071,-0.450228685955085,-0.4180070918341127,0.0
2018-10-02,1.0,-0.2017143004673018,-0.45095913045723285,-0.06407972529884078,-0.44899697931995974,-0.41605349443626877,0.0
2018-10-03,1.0,-0.20176209177346013,-0.44209900785448536,-0.062448325754443985,-0.45380322447292265,-0.42362546506820997,0.0
2018-10-04,1.0,-0.2059561047488561,-0.43665175917069515,-0.06292169686942585,-0.4593490680660755,-0.42023627950262393,0.0
2018-10-05,1.0,-0.19582292498261697,-0.43037779094022816,-0.05369421338621205,-0.46668898560428523,-0.42867811799850636,0.0
2018-10-08,1.0,-0.19523429659555855,-0.429608090373382,-0.052932245696199275,-0.46704922673117005,-0.4284243843442011,0.0
2018-10-09,1.0,-0.1929037415229107,-0.4320672494262654,-0.04494468940976252,-0.47286042134034706,-0.43583197957762826,0.0
2018-10-10,1.0,-0.19420880282598044,-0.43085888146868473,-0.04646365675682645,-0.4737642781631127,-0.4331279168707939,0.0
2018-10-11,1.0,-0.16279303752892643,-0.42710534258979777,-0.0075963376597243185,-0.47059563336351745,-0.44727839822919807,0.0
2018-10-12,1.0,-0.1629454273610765,-0.4216047844505358,-0.004909045601794169,-0.46374283578370296,-0.4386493894841764,0.0
2018-10-15,1.0,-0.14506418549109365,-0.4405662254950741,-0.0,-0.4617374863170465,-0.44044183500845857,0.0
2018-10-16,1.0,-0.14622735417081426,-0.43917977304399763,-0.0,-0.46222377065498704,-0.4409217599044396,0.0
2018-10-17,1.0,-0.13950848795894197,-0.42647058823529416,-0.0,-0.4595341492301619,-0.44189202526648247,0.0
2018-10-18,1.0,-0.13862339779210195,-0.4248598453977427,-0.0,-0.4631399570274876,-0.4430367242103183,0.0
2018-10-19,1.0,-0.12819758173300957,-0.41642753783140807,-0.0,-0.4649890859146985,-0.4429892330709048,0.0
2018-10-22,1.0,-0.12839700669554943,-0.40549921228830244,-0.0,-0.47528554549035057,-0.4524172902717606,0.0
2018-10-23,1.0,-0.13163790344420098,-0.40589379354489274,-0.0,-0.47305448189271027,-0.45134050567468426,0.0
2018-10-24,1.0,-0.13287756370416406,-0.41986326911124927,-0.0,-0.4789310130515848,-0.4543443132380361,0.0
2018-10-25,1.0,-0.10529378955792128,-0.3876615660693067,-0.0,-0.49613211436331445,-0.4359191987777966,0.0
2018-10-26,1.0,-0.09990840725028924,-0.3821827998457385,-0.0,-0.49640860007713067,-0.4318357115310451,0.0
2018-10-29,1.0,-0.06812913301285961,-0.41648568848978795,-0.0,-0.4966935897123057,-0.45884678265537693,0.0
2018-10-30,1.0,-0.071271608555523,-0.4168131653481786,-0.0,-0.4968991112413322,-0.45666080671940623,0.0
2018-10-31,1.0,-0.07261985801808811,-0.40924341145580084,-0.0,-0.495186229699504,-0.4541476222892152,0.0
2018-11-01,1.0,-0.05180893022349905,-0.4286653357355018,-0.0,-0.4971758289915762,-0.457004431026927,0.0
2018-11-02,1.0,-0.05619474385369989,-0.4084776553227565,-0.0,-0.5037907230228897,-0.4537241128739251,0.0
2018-11-05,1.0,-0.05486682808716707,-0.4119128329297821,-0.0,-0.5038983050847458,-0.45060532687651333,0.0
2018-11-06,1.0,-0.055161391868658746,-0.4118943264643921,-0.0,-0.5037896215221445,-0.4506138460420854,0.0
2018-11-07,1.0,-0.05502299685306221,-0.4118131203098523,-0.0,-0.503437424352457,-0.45044783345436934,0.0
2018-11-08,1.0,-0.03827118969825101,-0.4120219104362868,-0.0,-0.49802998270228716,-0.45413703632519703,0.0
2018-11-09,1.0,-0.037144850482353796,-0.41323646161618593,-0.0,-0.500685640051002,-0.45471167031539445,0.0
2018-11-12,1.0,-0.03680260854971349,-0.40027332230453855,-0.0,-0.5073005826080702,-0.4531875614375794,0.0
2018-11-13,1.0,-0.021001807630101798,-0.39618019217962136,-0.0,-0.509799257920274,-0.45150318713728477,0.0
2018-11-14,1.0,-0.022054625047582793,-0.3956509326227636,-0.0,-0.5101827179291968,-0.45125142748382185,0.0
2018-11-15,1.0,-0.021269011406844104,-0.39548479087452476,-0.0,-0.5110266159695818,-0.44866920152091255,0.0
2018-11-16,1.0,-0.020427046263345197,-0.39214709371293,-0.0,-0.5099644128113879,-0.4499406880189799,0.0
2018-11-19,1.0,-0.02154006737201689,-0.3917540446932675,-0.0,-0.509275513593016,-0.44966076766143187,0.0
2018-11-20,1.0,-0.0,-0.3857550664118715,-0.0,-0.5120437870101682,-0.4614150565031731,0.0
2018-11-21,1.0,-0.0006086712238973686,-0.38175390954209193,-0.0,-0.512150014046259,-0.446530574023785,0.0
2018-11-23,1.0,-0.0026967451458587374,-0.3673904886971204,-0.0,-0.5234734077478661,-0.45145858737454275,0.0
2018-11-26,1.0,-0.0016902995586440042,-0.3747300215982722,-0.0,-0.5218330359658184,-0.44938491877171566,0.0
