Date,IWF,IWM,JNJ,MTUM,SPY,VLUE,VXX
2018-09-24,-0.22915320809323236,-0.35874311997726044,1.0,-0.020620687873071655,-0.5101682214010698,-0.46536086203777877,0.0
2018-09-25,-0.2278572910184609,-0.36361750674133997,1.0,-0.016464426467537853,-0.5142605268616469,-0.4705973864343497,0.0
2018-09-26,-0.22736366234508562,-0.36400010392579696,1.0,-0.01299072462261945,-0.516797006937047,-0.4770194081425862,0.0
2018-09-27,-0.2281544573995689,-0.3614999091121556,1.0,-0.01371108052663014,-0.5166065075696591,-0.4767976317224545,0.0
2018-09-28,-0.22745332259991172,-0.36217507595627,1.0,-0.014100599859773041,-0.5163727959697734,-0.4766937599002831,0.0
2018-10-01,-0.2277189155500156,-0.36195076347771893,1.0,-0.01423080918250753,-0.5163862054637998,-0.47660226446452686,0.0
2018-10-02,-0.22981156595191685,-0.34783625730994155,1.0,-0.019545159194282003,-0.5206237816764132,-0.4812735542560104,0.0
2018-10-03,-0.22961769368713777,-0.3408009979988045,1.0,-0.018478571614211087,-0.5236374977259142,-0.48639446942329184,0.0
2018-10-04,-0.23477830974188177,-0.3349292256452956,1.0,-0.0190466278101582,-0.5305995004163198,-0.4826446711074105,0.0
2018-10-05,-0.22491636627680817,-0.32774046316226235,1.0,-0.00897279634864241,-0.5393013666658022,-0.4923627499286844,0.0
2018-10-08,-0.22369817965250266,-0.3254874543618427,1.0,-0.0065770734612496445,-0.541521012972889,-0.4921411740335069,0.0
2018-10-09,-0.2227976591226889,-0.32565125071210316,1.0,-0.004246724325444093,-0.5428556631622559,-0.4939147547775648,0.0
2018-10-10,-0.2231886308922886,-0.32481685692837364,1.0,-0.004711242266573478,-0.5431907017680102,-0.49268722010820326,0.0
2018-10-11,-0.17833750600611992,-0.31315277040184103,1.0,-0.0,-0.5339503831272285,-0.5034772273221556,0.0
2018-10-12,-0.17460397411035838,-0.3086609413957237,1.0,-0.0,-0.5335079457022691,-0.5016747676732062,0.0
2018-10-15,-0.15612981071365728,-0.3245267841431839,1.0,-0.0,-0.5305547874613509,-0.5025263316658707,0.0
2018-10-16,-0.1532718268433093,-0.32931949018326256,1.0,-0.0,-0.5296764624550643,-0.5016465974509163,0.0
2018-10-17,-0.14512392576908706,-0.3140366172624237,1.0,-0.0,-0.5276124050317599,-0.5041972848424462,0.0
2018-10-18,-0.14434590911368306,-0.3139435843479132,1.0,-0.0,-0.5378275464702641,-0.5090435392554737,0.0
2018-10-19,-0.1316372507530308,-0.3030544422593413,1.0,-0.0,-0.5430534465161435,-0.5116377486246296,0.0
2018-10-22,-0.13200736831624016,-0.30242457433037934,1.0,-0.0,-0.5431146071890869,-0.5117494772478343,0.0
2018-10-23,-0.1328089999502215,-0.3023545223754293,1.0,-0.0,-0.542386380606302,-0.5113494947483697,0.0
2018-10-24,-0.13133422845492068,-0.2984484559152618,1.0,-0.0,-0.5434382614749615,-0.5132279079019345,0.0
2018-10-25,-0.10890944853209004,-0.268958985940118,1.0,-0.0,-0.5533619873242515,-0.4970738933003084,0.0
2018-10-26,-0.09896599098556244,-0.26226228638916343,1.0,-0.0,-0.5569669068909832,-0.4920581358914411,0.0
2018-10-29,-0.08974974782650465,-0.2631490465440223,1.0,-0.0,-0.554397425428695,-0.49435611700850185,0.0
2018-10-30,-0.08122388203083723,-0.26367741005812,1.0,-0.0,-0.5550698880830012,-0.5016811566357654,0.0
2018-10-31,-0.0811537814924226,-0.2636837428248913,1.0,-0.0,-0.5551312534524582,-0.501741239762711,0.0
2018-11-01,-0.06486239853993564,-0.2778204697180731,1.0,-0.0,-0.5556649536525623,-0.5030738197012632,0.0
2018-11-02,-0.06784159931130135,-0.26340331914486587,1.0,-0.0,-0.5597111291788225,-0.500358697211727,0.0
