Date,GRES,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.13610955300671168,-0.2631477147443957,-0.015357536604707839,-0.26218061546198335,-0.25738380302121816,0.0
2018-09-25,1.0,-0.13620099413960504,-0.2630601705897143,-0.01553101367425488,-0.26209310871709574,-0.25723845811655033,0.0
2018-09-26,1.0,-0.13687366995550396,-0.2639388663184368,-0.016927839040433355,-0.26181079512478234,-0.25507835171213,0.0
2018-09-27,1.0,-0.13686756312276288,-0.26408048756892716,-0.016948824610622037,-0.2618167746928509,-0.2551030279578214,0.0
2018-09-28,1.0,-0.13550235159773164,-0.26558538332010767,-0.017264404745775837,-0.26186927826272094,-0.25526932084309134,0.0
2018-10-01,1.0,-0.13561224884828307,-0.2655143045178274,-0.017343501993728465,-0.2619139793271651,-0.2552553133831443,0.0
2018-10-02,1.0,-0.1360407270474826,-0.26205454791815874,-0.01869882503242291,-0.2627126846170225,-0.2561893885135789,0.0
2018-10-03,1.0,-0.13589639351878738,-0.2563447354666357,-0.01773234992353408,-0.2653464196527092,-0.26052616295952147,0.0
2018-10-04,1.0,-0.13711487846415854,-0.25419956649636166,-0.017998142127264284,-0.2668563245084379,-0.25911518810961454,0.0
2018-10-05,1.0,-0.13309941971429123,-0.25091091361261586,-0.014266160282238632,-0.26843515644579824,-0.2611478475448709,0.0
2018-10-08,1.0,-0.13226942845592624,-0.24935029934356173,-0.01270525728145995,-0.26983271411246074,-0.26090053323579804,0.0
2018-10-09,1.0,-0.1320976248219579,-0.24931670323747931,-0.012376332909881818,-0.2699503406859915,-0.2610386110790314,0.0
2018-10-10,1.0,-0.13250856197329436,-0.24862431215607805,-0.012948782083349368,-0.27013506753376687,-0.2598222188017085,0.0
2018-10-11,1.0,-0.11513493111907906,-0.24315908662011698,-0.0,-0.2649933949801849,-0.26384223438384596,0.0
2018-10-12,1.0,-0.12271233286023757,-0.23916859639949203,-0.0,-0.25425786210502727,-0.25132591319937253,0.0
2018-10-15,1.0,-0.11449599403763742,-0.24546301471958265,-0.0,-0.2522265697782746,-0.2510340972610397,0.0
2018-10-16,1.0,-0.11089980236417196,-0.25187381138829845,-0.0,-0.2514822687101465,-0.2502330611179475,0.0
2018-10-17,1.0,-0.1057285019329301,-0.2419029650592827,-0.0,-0.2500231211734458,-0.25203928749791904,0.0
2018-10-18,1.0,-0.1061612777849753,-0.243156706335252,-0.0,-0.24928281912235573,-0.2521700505265496,0.0
2018-10-19,1.0,-0.10286472735316889,-0.24029421524167677,-0.0,-0.24886627585444088,-0.251428676768794,0.0
2018-10-22,1.0,-0.10265724981098673,-0.23489276955134702,-0.0,-0.2521160264802965,-0.25436574526544836,0.0
2018-10-23,1.0,-0.1030330967087674,-0.23486678344242645,-0.0,-0.2517562459666267,-0.25417166036692174,0.0
2018-10-24,1.0,-0.10232797996169146,-0.2334426108737292,-0.0,-0.2516391631059378,-0.25434654486518343,0.0
2018-10-25,1.0,-0.09350300920890435,-0.22046987165542745,-0.0,-0.25270103690812845,-0.24610253063592197,0.0
2018-10-26,1.0,-0.08579918955425483,-0.21579468707789282,-0.0,-0.2564790634849167,-0.2429176046825754,0.0
2018-10-29,1.0,-0.08028712427097354,-0.21676087931807983,-0.0,-0.2536384028712427,-0.24384028712427097,0.0
2018-10-30,1.0,-0.0784426303041177,-0.21675787207320354,-0.0,-0.2536826051852516,-0.24533955324302503,0.0
2018-10-31,1.0,-0.07917158915977517,-0.2133856012601582,-0.0,-0.25308774567715603,-0.2443525579064189,0.0
2018-11-01,1.0,-0.0729844767150726,-0.21813076757994135,-0.0,-0.252843551040847,-0.24443808569997855,0.0
2018-11-02,1.0,-0.07156474820143884,-0.22771582733812948,-0.0,-0.25205035971223017,-0.24723021582733812,0.0
2018-11-05,1.0,-0.07075556514546698,-0.2298701765742439,-0.0,-0.2521667206099184,-0.2453159276441184,0.0
2018-11-06,1.0,-0.06989421416234888,-0.2292746113989637,-0.0,-0.25318436960276336,-0.24672567645365576,0.0
2018-11-07,1.0,-0.0697636775655552,-0.22925434336894357,-0.0,-0.25285061688428473,-0.24660983417862667,0.0
2018-11-08,1.0,-0.06254585801463877,-0.22901268812970882,-0.0,-0.2500581613844199,-0.24798224735589397,0.0
2018-11-09,1.0,-0.06345878136200715,-0.22980286738351255,-0.0,-0.25,-0.24885304659498209,0.0
2018-11-12,1.0,-0.06318823971781053,-0.22858063707496998,-0.0,-0.2502461995738509,-0.24852727891278267,0.0
2018-11-13,1.0,-0.056719659610831204,-0.2261665272115504,-0.0,-0.25012907016075914,-0.24724501967207277,0.0
2018-11-14,1.0,-0.05633326209303982,-0.22670442402222696,-0.0,-0.25032058132079504,-0.24763126024079218,0.0
2018-11-15,1.0,-0.056084241982248005,-0.22693395471281952,-0.0,-0.25158754157846996,-0.24417012042192143,0.0
2018-11-16,1.0,-0.05582023750266656,-0.22587641328308328,-0.0,-0.25133328592761145,-0.24468463343525565,0.0
2018-11-19,1.0,-0.05450696458114671,-0.2266735452653301,-0.0,-0.25248607973244624,-0.2452813406151602,0.0
2018-11-20,1.0,-0.0442432403699635,-0.2238562670541125,-0.0,-0.25342854105389984,-0.25032779333073457,0.0
2018-11-21,1.0,-0.044633087430729586,-0.22203593237090113,-0.0,-0.2526031555539868,-0.24557904768628003,0.0
2018-11-23,1.0,-0.044354482295331205,-0.2263156964307812,-0.0,-0.25150706242155324,-0.24563791609949262,0.0
2018-11-26,1.0,-0.045151660536275916,-0.2237859160936084,-0.0,-0.2571565648488725,-0.2508129431206354,0.0
2018-11-27,1.0,-0.0415257388748207,-0.22514210833879336,-0.0,-0.25528147190593403,-0.24887110198154802,0.0
2018-11-28,1.0,-0.03973098626539376,-0.23428682968378464,-0.0,-0.2528125776342407,-0.24768428150619298,0.0
2018-11-29,1.0,-0.033612406386887096,-0.2315776458951533,-0.0,-0.25219019358485234,-0.24892256605906457,0.0
2018-11-30,1.0,-0.03350110375275938,-0.23154083885209711,-0.0,-0.2522560706401766,-0.24870640176600442,0.0
2018-12-03,1.0,-0.032551899449230336,-0.2318881513910465,-0.0,-0.25227722073153513,-0.2485701172150826,0.0
2018-12-04,1.0,-0.03361686325133954,-0.23163981679605294,-0.0,-0.2537445401333357,-0.2493943305805584,0.0
2018-12-06,1.0,-0.03160613623274403,-0.21712420810136304,-0.0,-0.2533552068971535,-0.24316305694689264,0.0
2018-12-07,1.0,-0.030803329901045392,-0.21722892197071503,-0.0,-0.2535122777011815,-0.2436866262936526,0.0
2018-12-10,1.0,-0.02397806926226664,-0.21769380248455827,-0.0,-0.2537303074467347,-0.23962454021791937,0.0
2018-12-11,1.0,-0.021507056189137116,-0.21883733444427084,-0.0,-0.2531722473919006,-0.24232324810359493,0.0
2018-12-12,1.0,-0.022152008610812127,-0.2187424047776119,-0.0,-0.2534460609006632,-0.24171035727926113,0.0
2018-12-13,1.0,-0.02243773571788588,-0.2201713679892938,-0.0,-0.2528112345099675,-0.2425917235865617,0.0
2018-12-14,1.0,-0.025305015815634886,-0.21206854600437972,-0.0,-0.25791650735166327,-0.24269178629775104,0.0
2018-12-17,1.0,-0.024811481391388952,-0.21195746603190047,-0.0,-0.25831393126455154,-0.2424331931751051,0.0
2018-12-18,1.0,-0.021035150844173817,-0.20813728203708828,-0.0,-0.2572654303902574,-0.24340921671740934,0.0
2018-12-19,1.0,-0.022593983011262392,-0.20777468297493207,-0.0,-0.25650917772433957,-0.24313616940297214,0.0
2018-12-20,1.0,-0.022461240979247957,-0.204948033562377,-0.0,-0.2572597631297262,-0.24179068402334178,0.0
2018-12-21,1.0,-0.021359791914285223,-0.2045544588565621,-0.0,-0.2575060720376208,-0.23912631560815117,0.0
2018-12-24,1.0,-0.015314959954723971,-0.19780822857534858,-0.0,-0.25625546656605325,-0.24563960966574627,0.0
2018-12-26,1.0,-0.015714846349412184,-0.19946422782261505,-0.0,-0.24937294179876127,-0.2417288037265173,0.0
2018-12-27,1.0,-0.008620109098255774,-0.1935483870967742,-0.0,-0.23713718095494646,-0.24432621725368708,0.0
2018-12-28,1.0,-0.006025617289145473,-0.19657314055846362,-0.0,-0.23735546092605994,-0.2431959335498965,0.0
2018-12-31,1.0,-0.005756994243005757,-0.19716863616469715,-0.0,-0.2373329293337373,-0.24307309026024307,0.0
2019-01-02,1.0,-0.004996551202032267,-0.1970188926835013,-0.0,-0.2368398916572736,-0.2434851365219293,0.0
2019-01-03,1.0,-0.00948584691457692,-0.19567082092941115,-0.0,-0.2405772238760785,-0.23615385909144423,0.0
2019-01-04,1.0,-0.0,-0.1990682553248538,-0.0,-0.2370418782363883,-0.23968964188158798,0.0
2019-01-07,1.0,-0.0,-0.1985731272294887,-0.0,-0.23679054110632877,-0.23936963038636097,0.0
2019-01-08,1.0,-0.0,-0.19527211282686163,-0.0,-0.23905442256537232,-0.2386863634082278,0.0
2019-01-09,1.0,-0.0,-0.1962241413938542,-0.0,-0.2392046595701948,-0.238267389703421,0.0
2019-01-10,1.0,-0.0,-0.1977044235924933,-0.0,-0.23865616621983915,-0.23924262734584448,0.0
2019-01-11,1.0,-0.0,-0.1975449423128522,-0.0,-0.23916689026026294,-0.24024013952240408,0.0
2019-01-14,1.0,-0.0023134953897736795,-0.19834031852472755,-0.0,-0.2391450125733445,-0.23664710813076278,0.0
2019-01-15,1.0,-0.0016608230300793503,-0.19720176483416935,-0.0,-0.23937660420406315,-0.23937660420406315,0.0
2019-01-16,1.0,-0.0,-0.19667706132850485,-0.0,-0.2384904268517587,-0.24139087281628274,0.0
2019-01-17,1.0,-0.0006537591149107367,-0.1956248428463666,-0.0,-0.23832034196630625,-0.24170647892045932,0.0
2019-01-18,1.0,-0.004394203676371931,-0.19690057694887966,-0.0,-0.23685093251039852,-0.23904803434858446,0.0
2019-01-22,1.0,-0.0,-0.17306566970091028,-0.0,-0.2284297789336801,-0.2240084525357607,0.0
2019-01-23,1.0,-0.0,-0.16694610388553383,-0.0,-0.22946950336138558,-0.2313740172220142,0.0
2019-01-24,1.0,-0.0,-0.17089060012346885,-0.0,-0.22018065438476786,-0.2335185365695162,0.0
2019-01-25,1.0,-0.0,-0.15425755372434966,-0.0,-0.22305703667797708,-0.23843916626272418,0.0
2019-01-28,1.0,-0.0,-0.1563645208367115,-0.0,-0.22472839305983458,-0.24045727257986055,0.0
2019-01-29,1.0,-0.0,-0.15433180770604082,-0.0,-0.22639335216022333,-0.24228259811081895,0.0
2019-01-30,1.0,-0.0,-0.1529167208003118,-0.0,-0.2258997011822788,-0.24519293231129013,0.0
2019-01-31,1.0,-0.0,-0.1495408832531701,-0.0,-0.22725874103224347,-0.24265980015870703,0.0
2019-02-01,1.0,-0.0,-0.14933013656466165,-0.0,-0.2284663610296619,-0.2421876265612597,0.0
2019-02-04,1.0,-0.0,-0.14855189840611635,-0.0,-0.23022223662044836,-0.24102630555915508,0.0
2019-02-05,1.0,-0.0,-0.14684986486705184,-0.0,-0.23029243740997882,-0.2412163583693418,0.0
2019-02-06,1.0,-0.0,-0.1472178163337973,-0.0,-0.23103939403748422,-0.24024860000647397,0.0
2019-02-07,1.0,-0.0,-0.1480875997474952,-0.0,-0.2330328094397954,-0.23750020232757646,0.0
2019-02-08,1.0,-0.0,-0.14591578537598132,-0.0,-0.23377992603646275,-0.24231168494128333,0.0
2019-02-11,1.0,-0.0,-0.1433163936289393,-0.0,-0.23237161273562698,-0.24790959718140637,0.0
2019-02-12,1.0,-0.0,-0.14255554111991686,-0.0,-0.23324022346368717,-0.24821358971027674,0.0
2019-02-13,1.0,-0.0,-0.1407843327983399,-0.0,-0.23312744192078858,-0.2472804500429616,0.0
2019-02-14,1.0,-0.0,-0.14227115016699632,-0.0,-0.23256266415901944,-0.2464898343007231,0.0
2019-02-15,1.0,-0.0,-0.150394965207377,-0.0,-0.22857698982984864,-0.24306175082318213,0.0
2019-02-19,1.0,-0.0,-0.14898555429313423,-0.0,-0.23087161175133908,-0.24325596494075638,0.0
2019-02-20,1.0,-0.0,-0.14378692462507303,-0.0,-0.23217879633837565,-0.24709472180744008,0.0
2019-02-21,1.0,-0.0,-0.14992941634620063,-0.0,-0.23047591231400802,-0.2422236284865891,0.0
2019-02-22,1.0,-0.0,-0.14934190239706574,-0.0,-0.23058571498125519,-0.24300111982082867,0.0
2019-02-25,1.0,-0.0,-0.14871120206597477,-0.0,-0.2316912732056717,-0.24379151845896477,0.0
2019-02-26,1.0,-0.0,-0.14769220775002437,-0.0,-0.23315035566960082,-0.24321954071523696,0.0
2019-02-27,1.0,-0.0,-0.14475265534154028,-0.0,-0.2345145678370741,-0.2447948809562478,0.0
2019-02-28,1.0,-0.0,-0.1417654423361462,-0.0,-0.23197242410939303,-0.25219907971968847,0.0
2019-03-01,1.0,-0.0,-0.1387195865229899,-0.0,-0.23147561233279698,-0.2551237668015668,0.0
2019-03-04,1.0,-0.0,-0.1378436342366933,-0.0,-0.23378501332293491,-0.2531195164749464,0.0
2019-03-05,1.0,-0.0,-0.13741883116883116,-0.0,-0.2344642857142857,-0.2514935064935065,0.0
2019-03-06,1.0,-0.0,-0.13663809894818857,-0.0,-0.23617062719127385,-0.2503733281392027,0.0
2019-03-07,1.0,-0.0,-0.12652995055524033,-0.0,-0.24344654291967252,-0.25117937910350974,0.0
2019-03-08,1.0,-0.0,-0.12434076422816837,-0.0,-0.24211343708544986,-0.25130229397871034,0.0
2019-03-11,1.0,-0.0,-0.12231211238259566,-0.0,-0.24169420344114725,-0.2637833086451907,0.0
2019-03-12,1.0,-0.0,-0.11905732691837234,-0.0,-0.2435293158281008,-0.26833564380657265,0.0
2019-03-13,1.0,-0.0,-0.12148356408454157,-0.0,-0.24520653186655114,-0.26791114307664643,0.0
2019-03-14,1.0,-0.0,-0.12185155522139228,-0.0,-0.24429152841568463,-0.26836763047351303,0.0
2019-03-15,1.0,-0.0,-0.12223529027410239,-0.0,-0.24430722989970272,-0.26696396484694046,0.0
2019-03-18,1.0,-0.0,-0.12384690873405298,-0.0,-0.24496238141969245,-0.26676480209355574,0.0
2019-03-19,1.0,-0.0,-0.1249713481122499,-0.0,-0.24406496610890993,-0.2682144143554144,0.0
2019-03-20,1.0,-0.0,-0.1256493878955735,-0.0,-0.24353070355135287,-0.26965371441682096,0.0
2019-03-21,1.0,-0.0,-0.124948825022517,-0.0,-0.2542209121427986,-0.25844591828379593,0.0
2019-03-22,1.0,-0.0,-0.12414756388135732,-0.0,-0.26107961547941827,-0.2580067373264317,0.0
2019-03-25,1.0,-0.0,-0.11874281962908256,-0.0,-0.26440177252584934,-0.25808304611849664,0.0
2019-03-26,1.0,-0.0,-0.11652014171368588,-0.0,-0.26435179110352974,-0.2593327647290382,0.0
2019-03-27,1.0,-0.0,-0.11287836552651428,-0.0,-0.26701210113796614,-0.259813727740793,0.0
2019-03-28,1.0,-0.0,-0.10998538563851622,-0.0,-0.26589927585017814,-0.26616200594426837,0.0
2019-03-29,1.0,-0.0,-0.11290825793526987,-0.0,-0.2642407921312337,-0.26491403799733987,0.0
2019-04-01,1.0,-0.0,-0.11299044989069151,-0.0,-0.2633923434751878,-0.26733731117576476,0.0
2019-04-02,1.0,-0.0,-0.11314516924898847,-0.0,-0.26377512418171656,-0.2678706536399224,0.0
2019-04-03,1.0,-0.0,-0.11212265623716168,-0.0,-0.2643090726833517,-0.26687262747933543,0.0
2019-04-04,1.0,-0.0,-0.11160633521372303,-0.0,-0.2600694044701742,-0.2729799516471227,0.0
2019-04-05,1.0,-0.0,-0.11159355931645859,-0.0,-0.2615088567622243,-0.2716073748787026,0.0
2019-04-08,1.0,-0.0,-0.11147292941253865,-0.0,-0.2602295901585422,-0.27294256956779156,0.0
2019-04-09,1.0,-0.0,-0.10517815353175781,-0.0,-0.2738224727248756,-0.26902666534823166,0.0
