Date,ALE,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.21309316901037553,-0.6533680939590245,-0.0,-0.44764839100437137,-0.31927108021277717,0.0
2018-09-25,1.0,-0.2108022239872915,-0.6593063277733651,-0.0,-0.45223722531109345,-0.3252581413820493,0.0
2018-09-26,1.0,-0.20936419260441608,-0.6608938547486034,-0.0,-0.4558393189678106,-0.3341846235700984,0.0
2018-09-27,1.0,-0.2091097859652859,-0.6623895218826537,-0.0,-0.45610158662549255,-0.33454903631136196,0.0
2018-09-28,1.0,-0.21040995178604727,-0.6619163048400415,-0.0,-0.4564875735862124,-0.334967102634453,0.0
2018-10-01,1.0,-0.21038280581693755,-0.6672102224123182,-0.0,-0.458030367835757,-0.3376015825491874,0.0
2018-10-02,1.0,-0.20973702533340477,-0.6753521503936587,-0.0,-0.45661721386106796,-0.3362433720743399,0.0
2018-10-03,1.0,-0.21048521729764663,-0.6639829823900049,-0.0,-0.46704184393343745,-0.35112283914050296,0.0
2018-10-04,1.0,-0.21600194159048622,-0.658226141358574,-0.0,-0.47447617506674217,-0.3479222285144136,0.0
2018-10-05,1.0,-0.20294985250737463,-0.6515151515151515,-0.0,-0.47680343255564495,-0.35041566103513005,0.0
2018-10-08,1.0,-0.20093848601709774,-0.6528680456298375,-0.0,-0.48855208867074784,-0.3544672473773631,0.0
2018-10-09,1.0,-0.1965221148134147,-0.6535615920505482,-0.0,-0.4913322892477183,-0.35883242425878925,0.0
2018-10-10,1.0,-0.20228221391012088,-0.6550929690464574,-0.0,-0.49701848539057847,-0.35604705372147233,0.0
2018-10-11,1.0,-0.13878984899328858,-0.6455274748322147,-0.0,-0.47664114932885904,-0.360712038590604,0.0
2018-10-12,1.0,-0.1350249324745481,-0.6419592769582382,-0.0,-0.469665489299813,-0.35045709536671515,0.0
2018-10-15,1.0,-0.11196080464537536,-0.6638065118208213,-0.0,-0.465755910410618,-0.3507621318954791,0.0
2018-10-16,1.0,-0.11279072782430574,-0.6628983327715404,-0.0,-0.466097959395338,-0.35112920372339046,0.0
2018-10-17,1.0,-0.10078587466829966,-0.6391355378648703,-0.0,-0.46004286589099813,-0.3515513370075526,0.0
2018-10-18,1.0,-0.10019135093761959,-0.6380660798571245,-0.0,-0.46141089424671516,-0.35170302334481435,0.0
2018-10-19,1.0,-0.08683013144590494,-0.6290444893832153,-0.0,-0.4627401415571284,-0.34919110212335697,0.0
2018-10-22,1.0,-0.08716608741977219,-0.6187625256855831,-0.0,-0.47251325502930064,-0.35838047642000054,0.0
2018-10-23,1.0,-0.08714071894264187,-0.6187625256855831,-0.0,-0.4725386235064309,-0.3584058448971308,0.0
2018-10-24,1.0,-0.08568965080009129,-0.619430426292699,-0.0,-0.4728780463063931,-0.35794892602642453,0.0
2018-10-25,1.0,-0.05080267225047362,-0.5904128028716722,-0.0,-0.5094974573736165,-0.3420331039984046,0.0
2018-10-26,1.0,-0.030491289977883255,-0.5854476777416068,-0.0,-0.5283914415645735,-0.34069729877488136,0.0
2018-10-29,1.0,-0.022144147264764828,-0.5868570156122425,-0.0,-0.5254224707425094,-0.3397580226142465,0.0
2018-10-30,1.0,-0.015582873679784314,-0.5869549086052092,-0.0,-0.5257364762917708,-0.34522248880753914,0.0
2018-10-31,1.0,-0.01850079744816587,-0.5719543614280456,-0.0,-0.5227579438105754,-0.34047356152619307,0.0
2018-11-01,1.0,-0.0,-0.6077257483542416,-0.0,-0.5280834678921873,-0.34835424170910445,0.0
2018-11-02,1.0,-0.0,-0.5898346903528251,-0.0,-0.5326918332099679,-0.3447816432272391,0.0
2018-11-05,1.0,-0.0,-0.5856259277585354,-0.0,-0.5353290450272142,-0.35306778822365165,0.0
2018-11-06,1.0,-0.0,-0.5840536030089422,-0.0,-0.5430542755374,-0.3637382618875632,0.0
2018-11-07,1.0,-0.0,-0.5837399183510903,-0.0,-0.5422433535796076,-0.3633127551528427,0.0
2018-11-08,1.0,-0.0,-0.578073745221359,-0.0,-0.5289431495868788,-0.3593784683684795,0.0
2018-11-09,1.0,-0.0,-0.5781500579803114,-0.0,-0.5298413559991118,-0.35925587821667365,0.0
2018-11-12,1.0,-0.0,-0.5640490285180909,-0.0,-0.5357028812851563,-0.35661123529267275,0.0
2018-11-13,1.0,-0.0,-0.557525793312032,-0.0,-0.533403253737896,-0.3481548330447084,0.0
2018-11-14,1.0,-0.0,-0.5575162920114227,-0.0,-0.5347440872812477,-0.34849039564570056,0.0
2018-11-15,1.0,-0.0,-0.5579406461673407,-0.0,-0.5368159446420739,-0.3417474781930705,0.0
2018-11-16,1.0,-0.0,-0.5533435426237877,-0.0,-0.5347237414618732,-0.34269184958312066,0.0
2018-11-19,1.0,-0.0,-0.5575288254836818,-0.0,-0.5394762556185265,-0.34583251905413326,0.0
2018-11-20,1.0,-0.0,-0.5429333980346961,-0.0,-0.5305349993934246,-0.35283270653888144,0.0
2018-11-21,1.0,-0.0,-0.5394483951566403,-0.0,-0.5319046703824717,-0.3311070536229099,0.0
2018-11-23,1.0,-0.0,-0.5248172188306831,-0.0,-0.5485848032237048,-0.33955070820162636,0.0
2018-11-26,1.0,-0.0,-0.5266496237700173,-0.0,-0.5470528651360216,-0.3380281690140845,0.0
2018-11-27,1.0,-0.0,-0.5276164883151783,-0.0,-0.5401890685733481,-0.3315178271510149,0.0
2018-11-28,1.0,-0.0,-0.5237638022083533,-0.0,-0.5430628900624099,-0.3335333653384541,0.0
2018-11-29,1.0,-0.0,-0.511096342360732,-0.0,-0.5322684009399254,-0.33018442477035914,0.0
2018-11-30,1.0,-0.0,-0.5111053106164871,-0.0,-0.5325328650752219,-0.32929144321579423,0.0
2018-12-03,1.0,-0.0,-0.5125832540437678,-0.0,-0.5347526165556613,-0.33132730732635585,0.0
2018-12-04,1.0,-0.0,-0.5121540141480321,-0.0,-0.532331576698476,-0.3293215591321274,0.0
2018-12-06,1.0,-0.0,-0.4830801345239476,-0.0,-0.5261741853183347,-0.3101240867447524,0.0
2018-12-07,1.0,-0.0,-0.48454948575673856,-0.0,-0.52921783948181,-0.30787268126204353,0.0
2018-12-10,1.0,-0.0,-0.4833073108008817,-0.0,-0.5232365907421014,-0.2895619030124908,0.0
2018-12-11,1.0,-0.0,-0.4835901793711674,-0.0,-0.5220596678992214,-0.29103603500149283,0.0
2018-12-12,1.0,-0.0,-0.48361239348629964,-0.0,-0.5222673924527436,-0.2909115964996899,0.0
2018-12-13,1.0,-0.0,-0.48018268193606134,-0.0,-0.5255777660477818,-0.28926169875840546,0.0
2018-12-14,1.0,-0.0,-0.47138726997384245,-0.0,-0.5327428754990593,-0.2904180625028681,0.0
2018-12-17,1.0,-0.0,-0.46797770773377184,-0.0,-0.5205107121648166,-0.2955552510163994,0.0
2018-12-18,1.0,-0.0,-0.4746884914248931,-0.0,-0.5268518092785875,-0.29739298358545224,0.0
2018-12-19,1.0,-0.0,-0.47629359996313875,-0.0,-0.5289591300741833,-0.2985762337004101,0.0
2018-12-20,1.0,-0.0,-0.4660783864313546,-0.0,-0.531675452670181,-0.2942241576896631,0.0
2018-12-21,1.0,-0.0,-0.4695491213236135,-0.0,-0.5386320528348454,-0.27708585662378027,0.0
2018-12-24,1.0,-0.0,-0.4550506998162557,-0.0,-0.5309302905882086,-0.2824671642129619,0.0
2018-12-26,1.0,-0.0,-0.4598403332176328,-0.0,-0.5558718037718385,-0.2982992016660882,0.0
2018-12-27,1.0,-0.0,-0.4298898747157698,-0.0,-0.49859556823754964,-0.30077132284096486,0.0
2018-12-28,1.0,-0.0,-0.4295889432201308,-0.0,-0.5004130662915579,-0.30278875566570657,0.0
2018-12-31,1.0,-0.0,-0.43073452888759856,-0.0,-0.5000558322352994,-0.30252138374611964,0.0
2019-01-02,1.0,-0.0,-0.4301430388503336,-0.0,-0.49894003972061685,-0.30241224644634374,0.0
2019-01-03,1.0,-0.0,-0.440385269121813,-0.0,-0.5408045325779037,-0.28509915014164305,0.0
2019-01-04,1.0,-0.0,-0.44218728886086206,-0.0,-0.5240304490788703,-0.28593306607810454,0.0
2019-01-07,1.0,-0.0,-0.42348101125832205,-0.0,-0.5169759571785627,-0.2713941297471854,0.0
2019-01-08,1.0,-0.0,-0.41100066269052354,-0.0,-0.527810912303954,-0.2701568367572344,0.0
2019-01-09,1.0,-0.0,-0.4176586641839019,-0.0,-0.5299816009399038,-0.269113963334885,0.0
2019-01-10,1.0,-0.0,-0.4163876612651221,-0.0,-0.543346279183965,-0.27228695147538057,0.0
2019-01-11,1.0,-0.0,-0.4073219883564711,-0.0,-0.5479623824451411,-0.2838781907747425,0.0
2019-01-14,1.0,-0.0,-0.4072659025403847,-0.0,-0.5453895480036642,-0.2816319234980003,0.0
2019-01-15,1.0,-0.0,-0.4118176297262647,-0.0,-0.5451089768100947,-0.2923367597111946,0.0
2019-01-16,1.0,-0.0,-0.4151249155975692,-0.0,-0.5444294395678596,-0.2911546252532073,0.0
2019-01-17,1.0,-0.0,-0.41710931571664506,-0.0,-0.5352631344016426,-0.2794714993527652,0.0
2019-01-18,1.0,-0.0,-0.41462262027994057,-0.0,-0.5358026913902516,-0.2999009856429182,0.0
2019-01-22,1.0,-0.0,-0.4107325990993,-0.0,-0.645940161412583,-0.17278280643866767,0.0
2019-01-23,1.0,-0.0,-0.3839730278875567,-0.0,-0.6545649407194052,-0.19425279657043337,0.0
2019-01-24,1.0,-0.0,-0.37664344748807316,-0.0,-0.6711537169350685,-0.19199498286559008,0.0
2019-01-25,1.0,-0.0,-0.33775660655551776,-0.0,-0.7938074174889418,-0.1368039015538165,0.0
2019-01-28,1.0,-0.0,-0.3254719137072078,-0.0,-0.8188445541386717,-0.1409570821335527,0.0
2019-01-29,1.0,-0.0,-0.31353407580549064,-0.0,-0.8271689811632064,-0.15087767542050506,0.0
2019-01-30,1.0,-0.0,-0.3110010547072041,-0.0,-0.82478103361306,-0.15705965974228459,0.0
2019-01-31,1.0,-0.0,-0.3249181753679247,-0.0,-0.7945801194754069,-0.16930260236662012,0.0
2019-02-01,1.0,-0.0,-0.3267395054629097,-0.0,-0.8069695227142034,-0.1664634847613571,0.0
2019-02-04,1.0,-0.0,-0.32647126702054,-0.0,-0.8217632125548119,-0.15963535656588967,0.0
2019-02-05,1.0,-0.0,-0.3220225600332172,-0.0,-0.8178819404396669,-0.16682429471061797,0.0
2019-02-06,1.0,-0.0,-0.3285546632303196,-0.0,-0.8126423821248591,-0.15992820489219228,0.0
2019-02-07,1.0,-0.0,-0.33068022359734073,-0.0,-0.8135998711784869,-0.1561040693795864,0.0
2019-02-08,1.0,-0.0,-0.3441753701365775,-0.0,-0.8273155055663951,-0.12392976012854356,0.0
2019-02-11,1.0,-0.0,-0.3395080332923747,-0.0,-0.8570236246029722,-0.1218556557624093,0.0
2019-02-12,1.0,-0.0,-0.31713321142214096,-0.0,-0.8835982557321705,-0.14373798471421204,0.0
2019-02-13,1.0,-0.0,-0.32809130964657357,-0.0,-0.87777725696072,-0.13780819349395332,0.0
