Date,GOGO,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-2.3277606069120544,-3.580500140488901,-1.1381005900533858,-3.054790671536949,-2.947738128687834,0.0
2018-09-25,1.0,-2.3268771929824563,-3.576280701754386,-1.1381052631578947,-3.0509473684210526,-2.9428771929824564,0.0
2018-09-26,1.0,-2.3396279594137543,-3.5942784667418266,-1.1502254791431794,-3.0620067643742956,-2.946166854565953,0.0
2018-09-27,1.0,-2.336286919831224,-3.5843881856540087,-1.1458509142053446,-3.057243319268636,-2.9409282700421944,0.0
2018-09-28,1.0,-2.3347887323943666,-3.594647887323944,-1.1478873239436622,-3.061549295774648,-2.9454929577464792,0.0
2018-10-01,1.0,-2.3347887323943666,-3.594225352112676,-1.1491549295774648,-3.060985915492958,-2.9453521126760567,0.0
2018-10-02,1.0,-2.349314099844435,-3.577853203224438,-1.1670202234478857,-3.0818837505303356,-2.966199971715458,0.0
2018-10-03,1.0,-2.3559273964832674,-3.564095292115712,-1.1681792399319342,-3.10068065796937,-2.9913499716392513,0.0
2018-10-04,1.0,-2.357365881351121,-3.568123758160659,-1.169741697416974,-3.102469486233324,-2.9946068691456147,0.0
2018-10-05,1.0,-2.3079302587176604,-3.529808773903262,-1.1169853768278963,-3.1036276715410573,-3.0023903262092237,0.0
2018-10-08,1.0,-2.298513740886147,-3.5158440830061695,-1.102355580482333,-3.1076836791923728,-2.9970555243970836,0.0
2018-10-09,1.0,-2.2973920358945596,-3.5173864273696025,-1.0982893998878296,-3.1093662366797536,-2.998738081884465,0.0
2018-10-10,1.0,-2.3060823149318725,-3.5205787329681137,-1.1056328135974154,-3.1174322236269134,-2.997190616659643,0.0
2018-10-11,1.0,-2.1329035797558635,-3.562885749554245,-0.8160746125360032,-3.113564668769716,-3.0901110958716225,0.0
2018-10-12,1.0,-2.1246809082359266,-3.5113529490796727,-0.7725379551256215,-3.0311702270589818,-2.9957006583366925,0.0
2018-10-15,1.0,-2.065910607071381,-3.572515010006671,-0.6908605737158106,-3.0176117411607737,-2.9953302201467644,0.0
2018-10-16,1.0,-2.0665684436110365,-3.616528261451915,-0.6730511652826145,-3.0301366193410124,-3.007768550763461,0.0
2018-10-17,1.0,-1.923532375913328,-3.355505165028974,-0.5990173847316704,-2.860166288737717,-2.859410430839002,0.0
2018-10-18,1.0,-1.924007561436673,-3.3589161940768744,-0.5963453056080655,-2.8617517328292377,-2.8612476370510396,0.0
2018-10-19,1.0,-1.8714640198511165,-3.3050868486352356,-0.5410669975186104,-2.8478908188585605,-2.8413151364764264,0.0
2018-10-22,1.0,-1.8746590627324575,-3.288742871311679,-0.5278948673444086,-2.856930324820233,-2.8494916935283907,0.0
2018-10-23,1.0,-1.8805062662861398,-3.2902345204119623,-0.5377838441493982,-2.8527112544980766,-2.8473756049137613,0.0
2018-10-24,1.0,-1.877088748607501,-3.279985146676569,-0.5192474316128234,-2.8525807649461568,-2.8489912117836367,0.0
2018-10-25,1.0,-1.8001713166911404,-3.2110866372980906,-0.45398923152227116,-2.946035242290749,-2.825624082232012,0.0
2018-10-26,1.0,-1.7364517286756789,-3.1396100011963157,-0.388323962196435,-2.9273836583323365,-2.7715037683933486,0.0
2018-10-29,1.0,-1.699856046065259,-3.2057341650671787,-0.3352927063339731,-2.934620921305182,-2.8205374280230324,0.0
2018-10-30,1.0,-1.690861180979758,-3.2032578751946343,-0.3272248173433944,-2.93268654928734,-2.8235716852317645,0.0
2018-10-31,1.0,-1.701800405389293,-3.1478478597829977,-0.3227614164778824,-2.935495409562418,-2.8153094074162395,0.0
2018-11-01,1.0,-1.6806042296072508,-3.266586102719033,-0.265619335347432,-2.9948036253776436,-2.876858006042296,0.0
2018-11-02,1.0,-1.726000730015817,-3.2179097213772963,-0.24175690473293587,-3.072758243095267,-2.9085046842681592,0.0
2018-11-05,1.0,-1.7187043351193374,-3.2498782269849005,-0.24086702386751094,-3.076473453482708,-2.8912566975158307,0.0
2018-11-06,1.0,-1.718738585169853,-3.248751978570559,-0.24229879459393647,-3.0754900767076587,-2.8906611469621337,0.0
2018-11-07,1.0,-1.968640173019735,-3.5620437956204376,-0.40375777237091104,-3.3838875371722086,-3.1988375236550417,0.0
2018-11-08,1.0,-1.9477024975852075,-3.7091210155926584,-0.30923140609907546,-3.4857182282323715,-3.3469021664136878,0.0
2018-11-09,1.0,-1.9738790333845508,-3.7632350886995387,-0.3007403268612935,-3.5345718675792708,-3.3958653443218325,0.0
2018-11-12,1.0,-1.963671658347199,-3.6984193011647255,-0.2903494176372712,-3.538269550748752,-3.3750693288962834,0.0
2018-11-13,1.0,-1.9022814733369984,-3.698735568993953,-0.20258383727322704,-3.560472787245739,-3.379741616272677,0.0
2018-11-14,1.0,-1.9412915851272015,-3.7632093933463797,-0.2035225048923679,-3.6291585127201564,-3.4410120212468547,0.0
2018-11-15,1.0,-1.930219627467334,-3.7488184598276337,-0.19182652210175144,-3.618432026688907,-3.4111759799833195,0.0
2018-11-16,1.0,-1.9104827586206896,-3.7033103448275866,-0.17710344827586208,-3.596827586206897,-3.405517241379311,0.0
2018-11-19,1.0,-2.165157329240215,-4.09424405218726,-0.348273215656178,-3.966385264773599,-3.77544128933231,0.0
2018-11-20,1.0,-2.040997146718727,-4.021474695900285,-0.2245081844120739,-3.9370776392851785,-3.793062021324524,0.0
2018-11-21,1.0,-1.9767745681521263,-3.89359849034693,-0.1948033096240383,-3.8185513136884888,-3.6321672231093043,0.0
2018-11-23,1.0,-1.969596061966121,-3.8796872737802226,-0.18778051252352684,-3.815115100622557,-3.625886781525988,0.0
2018-11-26,1.0,-1.9707246376811591,-3.898985507246376,-0.18391304347826085,-3.814492753623188,-3.62463768115942,0.0
2018-11-27,1.0,-1.936962750716332,-3.88810888252149,-0.13051575931232093,-3.7810888252148995,-3.5899713467048713,0.0
2018-11-28,1.0,-1.937106017191977,-3.8882521489971342,-0.1313753581661891,-3.780372492836676,-3.589541547277937,0.0
2018-11-29,1.0,-1.85997150997151,-3.8886039886039887,-0.02564102564102564,-3.819088319088319,-3.651709401709402,0.0
2018-11-30,1.0,-1.859546556395266,-3.8959076001711113,-0.017824041066590617,-3.8268929131612723,-3.658919150149722,0.0
2018-12-03,1.0,-1.8628040057224604,-3.9188841201716738,-0.0,-3.8474964234620885,-3.676967095851216,0.0
2018-12-04,1.0,-1.8238216922203292,-3.9077228847245884,-0.0,-3.8147359454855194,-3.650340715502556,0.0
2018-12-06,1.0,-1.660325009908839,-3.526885982296209,-0.03263310873298983,-3.6094596379970936,-3.3826132910556215,0.0
2018-12-07,1.0,-1.660766182298547,-3.52668428005284,-0.031704095112285335,-3.6096433289299865,-3.3812417437252313,0.0
2018-12-10,1.0,-1.5543841604525583,-3.4763435330419132,-0.0,-3.5443558755464126,-3.2816919516585235,0.0
2018-12-11,1.0,-1.54286083139685,-3.498579912212755,-0.0,-3.5575781048282984,-3.3107410276271625,0.0
2018-12-12,1.0,-1.5844447378845898,-3.5829922091641357,-0.0,-3.654562260662881,-3.3828073418724416,0.0
2018-12-13,1.0,-1.5769534333070243,-3.5635359116022096,-0.0,-3.6461457511181266,-3.367666403578006,0.0
2018-12-14,1.0,-1.5742834604259794,-3.559689718643176,-0.0,-3.647120694188798,-3.36655272153563,0.0
2018-12-17,1.0,-1.5149458295261715,-3.5453596136274643,-0.0,-3.600835400078319,-3.391985380498629,0.0
2018-12-18,1.0,-1.4483553052604632,-3.464482273134519,-0.0,-3.5392294893126834,-3.347113784717778,0.0
2018-12-19,1.0,-1.437725631768953,-3.4983238782877772,-0.0,-3.577746260959257,-3.3794481691593603,0.0
2018-12-20,1.0,-1.4270124534600077,-3.454872255745282,-0.0,-3.592502246758249,-3.364231608678906,0.0
2018-12-21,1.0,-1.3947501902104997,-3.426705554146589,-0.0,-3.565305604869389,-3.2938118184123764,0.0
2018-12-24,1.0,-1.3189601299837521,-3.3380827396575428,-0.0,-3.5261842269716284,-3.3150856142982126,0.0
2018-12-26,1.0,-1.3012733341574978,-3.3545555692916302,-0.0,-3.4475213252565213,-3.2592409444925203,0.0
2018-12-27,1.0,-1.0848593656493117,-3.2736086175942547,-0.0,-3.2964691801316577,-3.3139437462597248,0.0
2018-12-28,1.0,-1.0747965533748205,-3.286381043561513,-0.0,-3.2960746768788898,-3.3101962661560558,0.0
2018-12-31,1.0,-1.0746214415505755,-3.3459721380981224,-0.0,-3.3410054512416716,-3.3522713506965474,0.0
2019-01-02,1.0,-1.0692401960784312,-3.39203431372549,-0.0,-3.3848039215686274,-3.408700980392157,0.0
2019-01-03,1.0,-1.0618163942484946,-3.4054319773872437,-0.0,-3.394125599115153,-3.428167629347425,0.0
2019-01-04,1.0,-0.9538968166849616,-3.4346871569703628,-0.0,-3.357238687644835,-3.4507866813025982,0.0
2019-01-07,1.0,-0.8490276959340013,-3.296523276370065,-0.0,-3.293223335297584,-3.3467295226870952,0.0
2019-01-08,1.0,-0.8586918090748379,-3.255981143193872,-0.0,-3.3246906305244552,-3.346258102533884,0.0
2019-01-09,1.0,-0.8521511766104112,-3.2499405752317565,-0.0,-3.3703351556928927,-3.4125267411457094,0.0
2019-01-10,1.0,-0.8565375302663437,-3.3243341404358353,-0.0,-3.4383777239709437,-3.4872881355932197,0.0
2019-01-11,1.0,-0.8635371179039302,-3.295123726346434,-0.0,-3.452450266860747,-3.519044153323629,0.0
2019-01-14,1.0,-0.8757741347905282,-3.2955676988463876,-0.0,-3.4542805100182146,-3.517668488160291,0.0
2019-01-15,1.0,-0.8703748782862708,-3.287731256085687,-0.0,-3.460686465433301,-3.5524586173320354,0.0
2019-01-16,1.0,-0.8358463035019456,-3.2940175097276265,-0.0,-3.446011673151751,-3.5836575875486383,0.0
2019-01-17,1.0,-0.833090909090909,-3.2850909090909086,-0.0,-3.4336969696969692,-3.5693333333333332,0.0
2019-01-18,1.0,-0.8392486888644957,-3.270276863032077,-0.0,-3.447615562873521,-3.639468227832663,0.0
2019-01-22,1.0,-0.42523846352152617,-3.560840422789379,-0.0,-3.929363237947925,-3.974477958236659,0.0
2019-01-23,1.0,-0.41932578486875965,-3.461528564076171,-0.0,-3.9495625321667527,-4.0362840967575915,0.0
2019-01-24,1.0,-0.4329009888275331,-3.439321946834468,-0.0,-3.9497881083857718,-4.019904969821497,0.0
2019-01-25,1.0,-0.4133726383491893,-3.452766983786681,-0.0,-4.246281656170441,-4.286881950958059,0.0
2019-01-28,1.0,-0.4377262367609599,-3.4024668186083926,-0.0,-4.284488537337444,-4.281941278991821,0.0
2019-01-29,1.0,-0.4392009652768467,-3.3645260758814857,-0.0,-4.292800643517897,-4.309961120793671,0.0
2019-01-30,1.0,-0.43099045827173765,-3.3698427630694794,-0.0,-4.3060072570891,-4.332213412175783,0.0
2019-01-31,1.0,-0.3759306890483281,-3.442940300527954,-0.0,-4.301881684039529,-4.416407201841071,0.0
2019-02-01,1.0,-0.384646794610045,-3.4596433918606238,-0.0,-4.326663944467129,-4.440043555192596,0.0
2019-02-04,1.0,-0.3916349809885932,-3.4455458989679526,-0.0,-4.314638783269962,-4.427756653992396,0.0
2019-02-05,1.0,-0.35452949912245174,-3.4216281895504252,-0.0,-4.2905359794788716,-4.434048872687998,0.0
2019-02-06,1.0,-0.3458524723047825,-3.415158065387733,-0.0,-4.29681167252094,-4.451904890570116,0.0
2019-02-07,1.0,-0.38071400342510864,-3.3060202871821893,-0.0,-4.160980108022658,-4.325912264523778,0.0
2019-02-08,1.0,-0.38434396236278096,-3.265290120230005,-0.0,-4.137741766858338,-4.2811029796131725,0.0
2019-02-11,1.0,-0.38021454112038144,-3.289365646934181,-0.0,-4.201430274135876,-4.37213614090849,0.0
2019-02-12,1.0,-0.39597936780849097,-3.2854119825419916,-0.0,-4.197460653352731,-4.346911784155536,0.0
