Date,IWF,IWM,MTUM,NTR,SPY,VLUE,VXX
2018-09-24,-0.37409460332573874,-0.7083347502295372,-0.06556262114462542,1.0,-0.6605910157445506,-0.5919678987996055,0.0
2018-09-25,-0.3742391784827774,-0.7080825597606175,-0.06589819443027645,1.0,-0.6603760753510829,-0.5916896188241695,0.0
2018-09-26,-0.37727876784679865,-0.7127474699287831,-0.07036494360582002,1.0,-0.6609193443963608,-0.5861927965379765,0.0
2018-09-27,-0.3787832363054506,-0.7077588261328431,-0.07176658836346306,1.0,-0.6605385898614374,-0.5856739182242195,0.0
2018-09-28,-0.3779744680851064,-0.7082212765957446,-0.07223829787234042,1.0,-0.6602212765957447,-0.5856,0.0
2018-10-01,-0.3775416368652294,-0.7095466775654781,-0.07268144817955792,1.0,-0.6600933210721707,-0.5860154626886005,0.0
2018-10-02,-0.3802802495653063,-0.6919300398895366,-0.079369949882377,1.0,-0.6656438580341618,-0.5921039173570625,0.0
2018-10-03,-0.37985552678206347,-0.6867248194084775,-0.0788469401662805,1.0,-0.6670301213029848,-0.594929807823361,0.0
2018-10-04,-0.3839653821254558,-0.6803979692664146,-0.07959385328290572,1.0,-0.6723227367201609,-0.5910252478789738,0.0
2018-10-05,-0.3712141790031237,-0.672925438000815,-0.06600570419665897,1.0,-0.6827380143963059,-0.602505772103762,0.0
2018-10-08,-0.36938983050847457,-0.6696610169491526,-0.06193220338983052,1.0,-0.6866440677966101,-0.6022033898305085,0.0
2018-10-09,-0.36686812440581285,-0.6722803205215265,-0.053374983023224236,1.0,-0.6927543121010458,-0.6100434605459731,0.0
2018-10-10,-0.366447570071178,-0.6775533835098593,-0.05030139972073698,1.0,-0.6948881245104384,-0.616456084187583,0.0
2018-10-11,-0.3395792351548695,-0.6690227719801287,-0.015870369752942357,1.0,-0.6886273463808222,-0.6209782282532591,0.0
2018-10-12,-0.3451910408432148,-0.6605401844532279,-0.011627140974967063,1.0,-0.6740777338603426,-0.60233860342556,0.0
2018-10-15,-0.32390381895332393,-0.6868852998256636,-0.0,1.0,-0.6729054965297194,-0.6056379724351173,0.0
2018-10-16,-0.32253502598171413,-0.6889100835361441,-0.0,1.0,-0.6723015194369532,-0.6050779451424061,0.0
2018-10-17,-0.31137841352405726,-0.6670026007802341,-0.0,1.0,-0.6669375812743823,-0.6056566970091027,0.0
2018-10-18,-0.31108799531905207,-0.6665149692812794,-0.0,1.0,-0.6673926470110196,-0.6056626466859539,0.0
2018-10-19,-0.3000193810969701,-0.6578267329930874,-0.0,1.0,-0.6683248271852187,-0.6040118870728083,0.0
2018-10-22,-0.3008056133056133,-0.6439059251559252,-0.0,1.0,-0.6846088877338877,-0.6191203222453223,0.0
2018-10-23,-0.296049841797958,-0.6479759924323971,-0.0,1.0,-0.6928597057768209,-0.6250448510943667,0.0
2018-10-24,-0.29715168041000034,-0.6614869082427149,-0.0,1.0,-0.6986760406058018,-0.6279115608265712,0.0
2018-10-25,-0.2729135320293242,-0.6258283445913501,-0.0,1.0,-0.6988507219003105,-0.6037071421711432,0.0
2018-10-26,-0.2577371892440386,-0.6143138001014714,-0.0,1.0,-0.7031963470319635,-0.5957318619989853,0.0
2018-10-29,-0.23206377325066427,-0.6293812476274832,-0.0,1.0,-0.6950208781475389,-0.60688978868784,0.0
2018-10-30,-0.23557524924829876,-0.6297515429656592,-0.0,1.0,-0.6952682386453553,-0.6044627314448489,0.0
2018-10-31,-0.2386538763956597,-0.6139959113068092,-0.0,1.0,-0.6926560779996855,-0.5998427425695864,0.0
2018-11-01,-0.24139993075882038,-0.6125326535108425,-0.0,1.0,-0.693198627765713,-0.6002266074969314,0.0
2018-11-02,-0.24058795637743002,-0.6233285917496444,-0.0,1.0,-0.6932195353247984,-0.6039197091828671,0.0
2018-11-05,-0.23762876824875181,-0.6314542122227138,-0.0,1.0,-0.6937685647475194,-0.5971370789357264,0.0
2018-11-06,-0.24869251006371043,-0.6436020159117564,-0.0,1.0,-0.6893403911375955,-0.5880376557101651,0.0
2018-11-07,-0.2543313437651234,-0.6592676238102919,-0.0,1.0,-0.7096628488465881,-0.6030650104855622,0.0
2018-11-08,-0.22796683420302846,-0.6613951403783974,-0.0,1.0,-0.7020520536543202,-0.6099497390914621,0.0
2018-11-09,-0.229661696328363,-0.6630110630110629,-0.0,1.0,-0.7022927689594356,-0.611672278338945,0.0
2018-11-12,-0.2290468889740641,-0.6485562795451641,-0.0,1.0,-0.707614667177718,-0.608853967037179,0.0
2018-11-13,-0.21093007037342293,-0.6439485196221391,-0.0,1.0,-0.7096620807709377,-0.6054650351867115,0.0
2018-11-14,-0.21032765566022774,-0.6450661337900847,-0.0,1.0,-0.7101849208614838,-0.6063057062200653,0.0
2018-11-15,-0.21005558039992334,-0.6503226218616239,-0.0,1.0,-0.7135373410847761,-0.6203603143167443,0.0
2018-11-16,-0.20961618224164885,-0.6475449063586766,-0.0,1.0,-0.7123759691159111,-0.6209679992342788,0.0
2018-11-19,-0.2098966309341501,-0.6474285349668198,-0.0,1.0,-0.7121618172537009,-0.620884379785605,0.0
2018-11-20,-0.19537087082313292,-0.6437859663625092,-0.0,1.0,-0.7137951864686993,-0.6263949384796363,0.0
2018-11-21,-0.1960802908171329,-0.6392919235024498,-0.0,1.0,-0.7119645961751225,-0.6137189821400347,0.0
2018-11-23,-0.19677877783041212,-0.6334122848570978,-0.0,1.0,-0.7138480972682772,-0.6139902100110533,0.0
2018-11-26,-0.19684144030322173,-0.6330385344283007,-0.0,1.0,-0.7142766898294378,-0.614403032217309,0.0
2018-11-27,-0.19177392453661454,-0.6333196966359317,-0.0,1.0,-0.711017402523838,-0.610819145923152,0.0
2018-11-28,-0.18894780029034908,-0.6501609543647037,-0.0,1.0,-0.7073786530328853,-0.6095120873571925,0.0
2018-11-29,-0.1588755823770364,-0.6410055970732622,-0.0,1.0,-0.708420624745943,-0.6185547668928426,0.0
2018-11-30,-0.15934684684684683,-0.642142142142142,-0.0,1.0,-0.7109296796796797,-0.6157094594594594,0.0
2018-12-03,-0.15793422533450044,-0.6423658872077029,-0.0,1.0,-0.7106414905589596,-0.6152307115168189,0.0
2018-12-04,-0.1533782519183979,-0.6436458918210743,-0.0,1.0,-0.7084659055461975,-0.613856135753946,0.0
2018-12-06,-0.14784463061690784,-0.5912261995430312,-0.0,1.0,-0.7145163747143946,-0.5928408225437929,0.0
2018-12-07,-0.1537922204609194,-0.591086452871601,-0.0,1.0,-0.7150652359468358,-0.5884648213632484,0.0
2018-12-10,-0.14358927704997576,-0.5908236293061621,-0.0,1.0,-0.7156113537117904,-0.582514556040757,0.0
2018-12-11,-0.13116598747034852,-0.5979867404659084,-0.0,1.0,-0.7148287817042759,-0.5971960343044826,0.0
2018-12-12,-0.12765697904912934,-0.6016284956237993,-0.0,1.0,-0.7166295629898448,-0.6037022353694612,0.0
2018-12-13,-0.1268790974233877,-0.597072724500686,-0.0,1.0,-0.7235249275804237,-0.6017990547339533,0.0
2018-12-14,-0.1273137559845089,-0.5973835879608452,-0.0,1.0,-0.7229591681151466,-0.6017747690055805,0.0
2018-12-17,-0.11035447194017145,-0.5982246002310452,-0.0,1.0,-0.7119535477594698,-0.6195658782756733,0.0
2018-12-18,-0.10482478723082049,-0.5935730078444437,-0.0,1.0,-0.7106944907169034,-0.6196807705121604,0.0
