Date,GSH,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.4352827308937945,-0.8139448311804341,-0.05911476752410379,-0.7323083795555225,-0.6819417042028069,0.0
2018-09-25,1.0,-0.4404025344763325,-0.8125978382407752,-0.06544912411479686,-0.7307491613865077,-0.6779724189340292,0.0
2018-09-26,1.0,-0.44097804614409786,-0.8133363151813336,-0.06675612210667561,-0.7304036676730404,-0.6758731223675873,0.0
2018-09-27,1.0,-0.44185873329113456,-0.8089138772014746,-0.06795248910898462,-0.7296049447071528,-0.6750940164575344,0.0
2018-09-28,1.0,-0.44441959293222993,-0.8085812271676731,-0.06810556922388727,-0.7306717363751584,-0.6759487064787892,0.0
2018-10-01,1.0,-0.44460248540200625,-0.816551879023806,-0.06883515496331787,-0.7332684533612815,-0.6798547686779458,0.0
2018-10-02,1.0,-0.44500991655128536,-0.8116977884219585,-0.07091269692774015,-0.7337873741720614,-0.6806870486098118,0.0
2018-10-03,1.0,-0.44791040288635,-0.824789536981359,-0.07253457606734817,-0.7344031870114252,-0.6786304870715575,0.0
2018-10-04,1.0,-0.4533182929122015,-0.8175220906185373,-0.07339725512314343,-0.7416055649558186,-0.6742620793382215,0.0
2018-10-05,1.0,-0.4561529181118987,-0.8244985673352436,-0.06978585432061529,-0.7446463580153824,-0.6750867139194692,0.0
2018-10-08,1.0,-0.4538921705105534,-0.820384514090071,-0.06512660370969561,-0.7486361413145716,-0.6743669814515219,0.0
2018-10-09,1.0,-0.454319686935581,-0.8205900060204696,-0.06577363034316676,-0.7483819987959062,-0.6737281757977122,0.0
2018-10-10,1.0,-0.45407990360356976,-0.8221937718868848,-0.06457807734307339,-0.7490303874684642,-0.6756034190608879,0.0
2018-10-11,1.0,-0.3891584284828366,-0.8188085944624813,-0.0,-0.7379710356400249,-0.7019662204063766,0.0
2018-10-12,1.0,-0.3870967741935484,-0.8069916474654377,-0.0,-0.7220262096774194,-0.6840797811059908,0.0
2018-10-15,1.0,-0.3584770114942529,-0.8327586206896552,-0.0,-0.7163074712643678,-0.6844109195402299,0.0
2018-10-16,1.0,-0.3592599245554159,-0.8319382072929765,-0.0,-0.7166516975031435,-0.6847494162026226,0.0
2018-10-17,1.0,-0.33414299292427924,-0.784454535853839,-0.0,-0.7091209913049601,-0.6925757735769352,0.0
2018-10-18,1.0,-0.3336383795008976,-0.7834993488437577,-0.0,-0.7100066875505967,-0.692619055999437,0.0
2018-10-19,1.0,-0.31626464026770773,-0.7681609035136642,-0.0,-0.7107152816508644,-0.6906372002230897,0.0
2018-10-22,1.0,-0.3164954936072102,-0.7561657234681758,-0.0,-0.7207783134213652,-0.6999231467896319,0.0
2018-10-23,1.0,-0.33245168571025535,-0.7685851318944844,-0.0,-0.7211877556778107,-0.7043659190294823,0.0
2018-10-24,1.0,-0.33088935105220485,-0.7681624308223766,-0.0,-0.7214212696957948,-0.7045013923649054,0.0
2018-10-25,1.0,-0.28998302207130733,-0.7102546689303905,-0.0,-0.7286926994906622,-0.6666553480475382,0.0
2018-10-26,1.0,-0.26613527057478226,-0.6973060236101302,-0.0,-0.7414320788349645,-0.6583930313120102,0.0
2018-10-29,1.0,-0.27326370048833426,-0.7014717851329355,-0.0,-0.7543746608790017,-0.6620659251220836,0.0
2018-10-30,1.0,-0.28848906154160703,-0.7061950521365774,-0.0,-0.7582634771348735,-0.6546377700538404,0.0
2018-10-31,1.0,-0.29178489393325224,-0.6855492501013376,-0.0,-0.7531414673692743,-0.6474125118227266,0.0
2018-11-01,1.0,-0.31787194683292797,-0.6817854818265904,-0.0,-0.7671542598746189,-0.6588674591483676,0.0
2018-11-02,1.0,-0.3260440084474419,-0.6454458750596089,-0.0,-0.780741194904285,-0.6540295660467333,0.0
2018-11-05,1.0,-0.3196354824396737,-0.6674971842042391,-0.0,-0.7850779890098639,-0.6408751151916448,0.0
2018-11-06,1.0,-0.3239378945572428,-0.6708752772564409,-0.0,-0.7816754819996589,-0.6359324347380994,0.0
2018-11-07,1.0,-0.3238374671624988,-0.6707379482105694,-0.0,-0.781379004469312,-0.6357681416533042,0.0
2018-11-08,1.0,-0.29220318361553277,-0.6724796377032005,-0.0,-0.771604312413397,-0.64334718983406,0.0
2018-11-09,1.0,-0.29258069967889133,-0.6725705594051039,-0.0,-0.7714382288321784,-0.6435017745479128,0.0
2018-11-12,1.0,-0.29176897978404925,-0.6592889098186956,-0.0,-0.7732853442766323,-0.6393756937670289,0.0
2018-11-13,1.0,-0.25512673972971156,-0.6650978282794325,-0.0,-0.7944933772608083,-0.6471122167686412,0.0
2018-11-14,1.0,-0.2591841562742911,-0.6685930582310995,-0.0,-0.8010071310284228,-0.650849978032377,0.0
2018-11-15,1.0,-0.2587360594795539,-0.6721865495099696,-0.0,-0.8083474146671173,-0.6402162892869212,0.0
2018-11-16,1.0,-0.25590246202552963,-0.6635007241251558,-0.0,-0.8055639756155064,-0.6430904988043514,0.0
2018-11-19,1.0,-0.2506095908967759,-0.6713627743159036,-0.0,-0.8150907613112978,-0.6495529666756976,0.0
2018-11-20,1.0,-0.2259930712051394,-0.6628098617604521,-0.0,-0.8160505869294675,-0.658639130873499,0.0
2018-11-21,1.0,-0.2340227128917308,-0.6548439737569521,-0.0,-0.8146334965197989,-0.6268358477370367,0.0
2018-11-23,1.0,-0.23519436038971836,-0.6440993582283111,-0.0,-0.8184085392212284,-0.6275396535097928,0.0
2018-11-26,1.0,-0.2361060176696116,-0.6427737956326054,-0.0,-0.8231038506417736,-0.6319053175529254,0.0
2018-11-27,1.0,-0.2309248938428875,-0.6414211783439491,-0.0,-0.8182722929936306,-0.6267914012738853,0.0
2018-11-28,1.0,-0.2320682104704399,-0.6381461084201446,-0.0,-0.819653639439984,-0.6277951031782895,0.0
2018-11-29,1.0,-0.22251463912099484,-0.628890058556484,-0.0,-0.8127179419698665,-0.6255674715441806,0.0
2018-11-30,1.0,-0.22252187068341775,-0.6289548115503519,-0.0,-0.8135565348944288,-0.6238242452147602,0.0
2018-12-03,1.0,-0.22054618949028887,-0.629300995760623,-0.0,-0.8132373722435835,-0.6232541325709028,0.0
2018-12-04,1.0,-0.2162357028151935,-0.6295677252318683,-0.0,-0.8104086782682791,-0.6210795398682529,0.0
2018-12-06,1.0,-0.21169348414847855,-0.5582603154373108,-0.0,-0.8225904094312569,-0.5936593914290266,0.0
2018-12-07,1.0,-0.2020751937487991,-0.5646896816755268,-0.0,-0.8298533273554091,-0.6058412861077307,0.0
2018-12-10,1.0,-0.18014368452701207,-0.5646105642940786,-0.0,-0.8301104535240689,-0.5899927208279268,0.0
2018-12-11,1.0,-0.2007510661320094,-0.5632359493348609,-0.0,-0.8429126090000636,-0.5755839857424734,0.0
2018-12-12,1.0,-0.19959240861036812,-0.5641638007897083,-0.0,-0.8429180996051459,-0.5776334224939499,0.0
2018-12-13,1.0,-0.19900734943208934,-0.5596385733829659,-0.0,-0.8475072380770577,-0.5753873564315486,0.0
2018-12-14,1.0,-0.2000954198473282,-0.5576653944020357,-0.0,-0.847709923664122,-0.5751908396946565,0.0
2018-12-17,1.0,-0.18146094121375375,-0.5579147520202821,-0.0,-0.8354302012359374,-0.5942639835208366,0.0
2018-12-18,1.0,-0.16914030564115462,-0.545248726495189,-0.0,-0.8331237029117665,-0.5969435884535563,0.0
2018-12-19,1.0,-0.16583294006606888,-0.5467673430863614,-0.0,-0.835362592417807,-0.5981752398930312,0.0
2018-12-20,1.0,-0.16315344379365426,-0.5320261847339243,-0.0,-0.8438312400162871,-0.5931343377078961,0.0
2018-12-21,1.0,-0.1580655226209048,-0.5355694227769111,-0.0,-0.8534477379095163,-0.5730733229329174,0.0
2018-12-24,1.0,-0.14897509845877135,-0.5234595466244922,-0.0,-0.8500015505318325,-0.5786274692219432,0.0
2018-12-26,1.0,-0.1502426804446532,-0.5686863942382965,-0.0,-0.8351651792703929,-0.5772350086112416,0.0
2018-12-27,1.0,-0.09395811360554468,-0.5411481090854302,-0.0,-0.7734217266837426,-0.6048515895736026,0.0
