Date,ALLO,IWF,IWM,MTUM,SPY,VLUE,VXX
2019-06-10,1.0,-0.0,-0.8036048291106954,-0.3015926996542538,-1.7934024825709913,-1.7693702884996882,0.0
2019-06-11,1.0,-0.0,-0.8040272263187747,-0.29954622802041975,-1.7949517867271696,-1.7736245036868974,0.0
2019-06-12,1.0,-0.0,-0.810519141201863,-0.3083607860956492,-1.7956378507327047,-1.7654208792457116,0.0
2019-06-13,1.0,-0.0,-0.8156265970132304,-0.3134404633467719,-1.7922321276474933,-1.7569700755209812,0.0
2019-06-14,1.0,-0.0,-0.8008515469770082,-0.3284132841328413,-1.8028952597218277,-1.7448197558898666,0.0
2019-06-17,1.0,-0.0,-0.7975028376844495,-0.3299659477866061,-1.8049375709421112,-1.7429625425652668,0.0
2019-06-18,1.0,-0.0,-0.8256661352767024,-0.32338874971532683,-1.8116602140742428,-1.7327488043725803,0.0
2019-06-19,1.0,-0.0,-0.82614616432138,-0.3338629142078983,-1.805265546981389,-1.7088629142078982,0.0
2019-06-20,1.0,-0.0,-0.8252085579706033,-0.3275069519323534,-1.8110209409227627,-1.711253617842347,0.0
2019-06-21,1.0,-0.0,-0.8455016218061799,-0.31832925510726684,-1.7982700734080692,-1.7284470494508621,0.0
2019-06-24,1.0,-0.0,-0.848334756618275,-0.3184173071448904,-1.798804440649018,-1.7275263307714204,0.0
2019-06-25,1.0,-0.0,-0.8393670309653917,-0.32223360655737704,-1.8018556466302367,-1.7287112932604738,0.0
2019-06-26,1.0,-0.0,-0.8393019554342883,-0.31201682582992274,-1.7906434743065032,-1.7423829013187815,0.0
2019-06-27,1.0,-0.0,-0.8435084129149614,-0.31815597999090495,-1.7915529786266486,-1.7311846293769895,0.0
2019-06-28,1.0,-0.0,-0.8195659584138165,-0.32479263720031815,-1.8048517213952957,-1.7320190887399156,0.0
2019-07-01,1.0,-0.0,-0.8052795912574511,-0.3355662787397105,-1.8206074368435992,-1.7154697700823163,0.0
2019-07-02,1.0,-0.0,-0.7931191875392252,-0.3391909625149769,-1.8479488788725966,-1.7252239402065384,0.0
2019-07-03,1.0,-0.0,-0.8234013293605317,-0.31927572771029106,-1.8460921384368554,-1.7412330964932383,0.0
2019-07-05,1.0,-0.0,-0.8238730740592245,-0.3108425453920614,-1.8448364740248582,-1.748210092216049,0.0
2019-07-08,1.0,-0.0,-0.8204011461318053,-0.31495702005730664,-1.847220630372493,-1.748137535816619,0.0
2019-07-09,1.0,-0.0,-0.8088201603665521,-0.31489117983963344,-1.8485681557846505,-1.7550973654066437,0.0
2019-07-10,1.0,-0.0,-0.8092783505154639,-0.3156357388316151,-1.8479381443298968,-1.75446735395189,0.0
2019-07-11,1.0,-0.0,-0.8113013110436824,-0.314764985401042,-1.8451937940115646,-1.7538214919562605,0.0
2019-07-12,1.0,-0.0,-0.8262512885121979,-0.3153705188409117,-1.8416561676783874,-1.7434429045928301,0.0
2019-07-15,1.0,-0.0,-0.823886755688005,-0.32935984870193136,-1.8631440197145968,-1.714596825032953,0.0
2019-07-16,1.0,-0.0,-0.8078028039531142,-0.33865777982073086,-1.8731326131923696,-1.7262123649735692,0.0
2019-07-17,1.0,-0.0,-0.8190870891613424,-0.33223968226558453,-1.8741725666263742,-1.730558913256202,0.0
2019-07-18,1.0,-0.0,-0.8215521217712177,-0.34842020295202947,-1.875922509225092,-1.7197301660516602,0.0
2019-07-19,1.0,-0.0,-0.824255000288201,-0.3452072165542682,-1.8813188080004613,-1.7131823159836301,0.0
2019-07-22,1.0,-0.0,-0.8217536582555592,-0.33990091024311553,-1.8786150478165686,-1.720820371010485,0.0
2019-07-23,1.0,-0.0,-0.8223976035485915,-0.33999654357969933,-1.8777003283599287,-1.7206060256927243,0.0
2019-07-24,1.0,-0.0,-0.8250403132918683,-0.36270444598018886,-1.8695001151808341,-1.7017392305920294,0.0
2019-07-25,1.0,-0.0,-0.8051544612552494,-0.3728355289650808,-1.8845423689811884,-1.6902145774607376,0.0
2019-07-26,1.0,-0.0,-0.7931827326550555,-0.3732252687244927,-1.8899235500373628,-1.6917859401046158,0.0
2019-07-29,1.0,-0.0,-0.8025686805275586,-0.3717099579565743,-1.898922997177907,-1.6861717445141966,0.0
2019-07-30,1.0,-0.0,-0.7922549415086728,-0.3734800898980004,-1.9018613496225436,-1.6950959488272923,0.0
2019-07-31,1.0,-0.0,-0.8407503607503609,-0.36842712842712844,-1.8891197691197694,-1.673766233766234,0.0
2019-08-01,1.0,-0.0,-0.8695702336313816,-0.3316411883472743,-1.909489472166138,-1.6579751946928178,0.0
2019-08-02,1.0,-0.0,-0.8529665649997121,-0.34983023536859065,-1.909995971686712,-1.6418829487253266,0.0
2019-08-05,1.0,-0.0,-0.8493795955882352,-0.34374999999999994,-1.9130859374999998,-1.6382697610294117,0.0
2019-08-06,1.0,-0.0,-0.8500707213578501,-0.3325035360678925,-1.8320792079207922,-1.642998585572843,0.0
2019-08-07,1.0,-0.0,-0.8629650507328073,-0.30462232243517473,-1.816967305524239,-1.652423900789177,0.0
2019-08-08,1.0,-0.0,-0.863175104295862,-0.3035291464652159,-1.8172849250197316,-1.6536249859059646,0.0
2019-08-09,1.0,-0.0,-0.846489754786698,-0.2902250587840107,-1.7973351248460419,-1.6644272757809877,0.0
2019-08-12,1.0,-0.0,-0.8319713422142616,-0.3143960595544609,-1.816970782491884,-1.6338855927459979,0.0
2019-08-13,1.0,-0.0,-0.8272157564905999,-0.30449865711727847,-1.8271038495971352,-1.6364704565801256,0.0
2019-08-14,1.0,-0.0,-0.8666516499605813,-0.31247888275706726,-1.8133798851221985,-1.6387543642302063,0.0
2019-08-15,1.0,-0.0,-0.9165885660731021,-0.3330944374000772,-1.7496554385578036,-1.5135895032802251,0.0
2019-08-16,1.0,-0.0,-0.9354552511921924,-0.32366640789619605,-1.7457580126427859,-1.5402572917821893,0.0
2019-08-19,1.0,-0.0,-0.8907469959576942,-0.34370673902209425,-1.7754582202779778,-1.5274932166786643,0.0
2019-08-20,1.0,-0.0,-0.8892087924256685,-0.3397929239798461,-1.779857150766846,-1.5278777476330214,0.0
2019-08-21,1.0,-0.0,-0.8930901050304035,-0.34134881149806523,-1.7758982863460475,-1.5175234936428965,0.0
2019-08-22,1.0,-0.0,-0.8969499392198033,-0.33887722400265224,-1.7860537075919993,-1.50359155707813,0.0
2019-08-23,1.0,-0.0,-0.8968394297712455,-0.3386009503812576,-1.7864404906619515,-1.50359155707813,0.0
2019-08-26,1.0,-0.0,-0.8659552458213099,-0.3362552403767627,-1.7699134316981542,-1.4724233679969512,0.0
2019-08-27,1.0,-0.0,-0.8615986523936315,-0.3278813236972233,-1.7634081399771775,-1.4809541922512635,0.0
2019-08-28,1.0,-0.0,-0.8431457744948946,-0.3423854008255485,-1.7727025852704759,-1.4730067347382143,0.0
2019-08-29,1.0,-0.0,-0.8376003471468866,-0.34937079626817097,-1.7746799739639836,-1.4625189845953568,0.0
2019-08-30,1.0,-0.0,-0.8210076765055682,-0.35701156881825064,-1.7806789923234945,-1.4472915990917938,0.0
2019-09-03,1.0,-0.0,-0.8222066057624737,-0.3578031244932159,-1.7810151900102709,-1.4446726850100007,0.0
2019-09-04,1.0,-0.0,-0.8268491964720524,-0.35263243330988586,-1.788647800443699,-1.442833180022726,0.0
2019-09-05,1.0,-0.0,-0.8321451717433571,-0.3481313458630374,-1.7893173471592136,-1.4311946424713762,0.0
2019-09-06,1.0,-0.0,-0.8214727556344468,-0.3637781722338766,-1.794900758431499,-1.3987413264482815,0.0
2019-09-09,1.0,-0.0,-0.8348944875107666,-0.36767872523686473,-1.794788975021533,-1.3859819121447028,0.0
2019-09-10,1.0,-0.0,-0.8398319689788883,-0.35491167600172335,-1.7922231796639378,-1.3986428263679447,0.0
2019-09-11,1.0,-0.0,-0.840702245678281,-0.35478485648123215,-1.7905649200280038,-1.3992675965318542,0.0
2019-09-12,1.0,-0.0,-0.8188226431338785,-0.3624623331898407,-1.795792079207921,-1.4038420146362462,0.0
2019-09-13,1.0,-0.0,-0.8189938122141514,-0.3629270917406511,-1.7950497713209579,-1.4037126715092818,0.0
2019-09-16,1.0,-0.0,-0.8180937516818255,-0.3666110543027824,-1.7936601905171952,-1.403476669716377,0.0
2019-09-17,1.0,-0.0,-0.8751292235703793,-0.35948637031394526,-1.826541161107786,-1.379835682028402,0.0
2019-09-18,1.0,-0.0,-0.8758433079434169,-0.3588139281828074,-1.8256256800870514,-1.3804134929270948,0.0
2019-09-19,1.0,-0.0,-0.8628627536548111,-0.366135718961379,-1.8504800349116297,-1.3754091206633208,0.0
2019-09-20,1.0,-0.0,-0.8612187005618898,-0.3676831596748677,-1.8503627734438928,-1.3759205717091265,0.0
2019-09-23,1.0,-0.0,-0.8632916916698489,-0.36631934973542085,-1.8452894004691507,-1.3803393159129342,0.0
2019-09-24,1.0,-0.0,-0.8631037126273136,-0.3665534990691052,-1.858996824006133,-1.3871974592049063,0.0
2019-09-25,1.0,-0.0,-0.872342769027426,-0.36044718581341556,-1.8757021698424938,-1.3986672541028746,0.0
2019-09-26,1.0,-0.0,-0.8267566048341765,-0.42270938729623386,-1.951602023608769,-1.4200674536256326,0.0
2019-09-27,1.0,-0.0,-0.8235062672137597,-0.4244842898094542,-1.9523354505086838,-1.4204372997583046,0.0
2019-09-30,1.0,-0.0,-0.8425496225887614,-0.3794240984064859,-1.952474140341068,-1.4168297455968688,0.0
2019-10-01,1.0,-0.0,-0.8220580829276481,-0.3976833976833976,-1.950926081360864,-1.4249902075989032,0.0
2019-10-02,1.0,-0.0,-0.9007363117975973,-0.4951004816475668,-1.8583291811991363,-1.2820129546586945,0.0
2019-10-03,1.0,-0.0,-0.9854030620644241,-0.4748943642649399,-1.8286780442298194,-1.1986500576194918,0.0
2019-10-04,1.0,-0.0,-1.0064970818191827,-0.48540909591454684,-1.8112542671511946,-1.202841096795507,0.0
2019-10-07,1.0,-0.0,-1.0232724471830985,-0.4638534330985915,-1.8028719190140843,-1.2117077464788732,0.0
2019-10-08,1.0,-0.0,-1.0270478284771853,-0.46404617921935126,-1.796096756459593,-1.210335349092908,0.0
2019-10-09,1.0,-0.0,-1.038718145028984,-0.45198512523241824,-1.7933938532210436,-1.1845674286339276,0.0
2019-10-10,1.0,-0.0,-1.1207715963097566,-0.5524741403410679,-1.6944366787811014,-1.223595191501258,0.0
2019-10-11,1.0,-0.0,-1.1339175373553534,-0.6482979440512302,-1.598022694079317,-1.237108190091001,0.0
2019-10-14,1.0,-0.0,-1.0557104649177715,-0.7530302168098788,-1.6970352244921185,-1.1847720935526092,0.0
2019-10-15,1.0,-0.0,-1.0544085776206227,-0.7780312535645033,-1.6997262461503366,-1.1710391239876812,0.0
2019-10-16,1.0,-0.0,-1.076716247139588,-0.7951945080091534,-1.6895308924485124,-1.159324942791762,0.0
2019-10-17,1.0,-0.0,-1.053810371561477,-0.8322517659220122,-1.6904611497157296,-1.1663125251249067,0.0
2019-10-18,1.0,-0.0,-1.0404647208841031,-0.7789175403797111,-1.7180504392179086,-1.129838481156135,0.0
2019-10-21,1.0,-0.0,-0.973909106344445,-0.7847076801177202,-1.7098873733657818,-1.191125700379195,0.0
2019-10-22,1.0,-0.0,-0.9733747880158282,-0.7853024307518371,-1.7078010175240248,-1.186433013001696,0.0
2019-10-23,1.0,-0.0,-0.990549872786749,-0.6946362739498416,-1.4505426034581235,-1.0566488395036087,0.0
2019-10-24,1.0,-0.0,-0.9669705652513675,-0.8019275853086741,-1.4114613180515758,-1.0292784579317529,0.0
2019-10-25,1.0,-0.0,-0.9679583875162548,-0.7969310793237971,-1.4063979193758127,-1.0302730819245773,0.0
2019-10-28,1.0,-0.0,-0.9479274611398963,-0.7827461139896373,-1.4038860103626944,-1.0467357512953368,0.0
2019-10-29,1.0,-0.0,-0.9453316953316954,-0.7414004914004914,-1.42245085995086,-1.009572072072072,0.0
2019-10-30,1.0,-0.0,-0.9527309851965289,-0.7374170495150587,-1.4100051046452273,-1.0044410413476264,0.0
2019-10-31,1.0,-0.0,-0.9651220976781426,-0.7071156925540433,-1.4043734987990393,-0.9273919135308247,0.0
2019-11-01,1.0,-0.0,-0.9509360877985797,-0.6834185827084471,-1.3933555147241397,-0.9382728311069176,0.0
2019-11-04,1.0,-0.0,-0.9286596512030038,-0.7382046341583913,-1.361691616026876,-0.9119114668247615,0.0
2019-11-05,1.0,-0.0,-0.9462933439617377,-0.8213929852530888,-1.3365384615384615,-0.8777401355121562,0.0
2019-11-06,1.0,-0.0,-0.9291075050709939,-0.8684077079107506,-1.3598377281947263,-0.9136409736308317,0.0
2019-11-07,1.0,-0.0,-0.9823417689030337,-0.8631487089985113,-1.3763153842205227,-0.9114008521123146,0.0
