Date,FF,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.32336117855232294,-1.1954240566231842,-0.0,-0.7713262828690177,-0.8249043249249002,0.0
2018-09-25,1.0,-0.327299654434754,-1.1938867862432123,-0.0,-0.7703225275629423,-0.8223218693434261,0.0
2018-09-26,1.0,-0.334723541313953,-1.2030391873477309,-0.0,-0.7741669075442871,-0.8174009992980138,0.0
2018-09-27,1.0,-0.34351870994418027,-1.192557370270829,-0.0,-0.7783336778995245,-0.8203845358693405,0.0
2018-09-28,1.0,-0.34197576810155894,-1.1942273497911757,-0.0,-0.7783566968531613,-0.8205350866311045,0.0
2018-10-01,1.0,-0.3458709461718489,-1.2138498829822801,-0.0,-0.7877382146439318,-0.8317452357071214,0.0
2018-10-02,1.0,-0.34723382918268425,-1.2100116998161456,-0.0,-0.7886093932809628,-0.8326508440581648,0.0
2018-10-03,1.0,-0.35153168275283253,-1.2249685270667225,-0.0,-0.7895929500629458,-0.8302979437683592,0.0
2018-10-04,1.0,-0.35729874926550825,-1.2172416687652146,-0.0,-0.7966926886594476,-0.8258625031478217,0.0
2018-10-05,1.0,-0.34211296458882057,-1.2135958861156402,-0.0,-0.797023286926711,-0.8280864584639825,0.0
2018-10-08,1.0,-0.3393430992028713,-1.2107174158006762,-0.0,-0.7969617294770669,-0.8264262760318852,0.0
2018-10-09,1.0,-0.33171426178712,-1.2139268068001006,-0.0,-0.804371493174776,-0.8372414370655723,0.0
2018-10-10,1.0,-0.3331634819532909,-1.236348195329087,-0.0,-0.8162208067940553,-0.8605095541401274,0.0
2018-10-11,1.0,-0.23604144396020066,-1.2250637283118164,-0.0,-0.7816380231888825,-0.8688019077378505,0.0
2018-10-12,1.0,-0.2542213500143097,-1.2317756245144935,-0.0,-0.7598838873216403,-0.8425528435340774,0.0
2018-10-15,1.0,-0.19633333333333336,-1.3312083333333333,-0.0,-0.7707083333333333,-0.8684583333333333,0.0
2018-10-16,1.0,-0.18630573248407645,-1.3606268856855515,-0.0,-0.7730891719745223,-0.870348642306403,0.0
2018-10-17,1.0,-0.15607649599012954,-1.3096031256426073,-0.0,-0.7658646925765987,-0.8811433271643019,0.0
2018-10-18,1.0,-0.157439446366782,-1.3141374196737519,-0.0,-0.7652001977261493,-0.88251771296754,0.0
2018-10-19,1.0,-0.13251143043762248,-1.3023350751143044,-0.0,-0.7655535597648595,-0.8818582625734813,0.0
2018-10-22,1.0,-0.1332680458644469,-1.297588444118007,-0.0,-0.7667605174031908,-0.882808993348839,0.0
2018-10-23,1.0,-0.13840816326530614,-1.2984081632653062,-0.0,-0.7635102040816327,-0.8812653061224489,0.0
2018-10-24,1.0,-0.13472748766866416,-1.2949329419917655,-0.0,-0.7635644694468224,-0.8832497656027067,0.0
2018-10-25,1.0,-0.08059914407988589,-1.242035187826914,-0.0,-0.7901014423838961,-0.8498969725788557,0.0
2018-10-26,1.0,-0.062023087458423005,-1.2232048522793972,-0.0,-0.791234592056349,-0.8367051457640384,0.0
2018-10-29,1.0,-0.03521400778210117,-1.2342801556420233,-0.0,-0.7793385214007782,-0.8422178988326848,0.0
2018-10-30,1.0,-0.04789040240427774,-1.237461457398228,-0.0,-0.7820928144881153,-0.8355645759338043,0.0
2018-10-31,1.0,-0.04920832039739211,-1.2242704129152435,-0.0,-0.7773595156783607,-0.8299441167339334,0.0
2018-11-01,1.0,-0.02305721605465414,-1.2474963123981058,-0.0,-0.7785498020340035,-0.832544057138421,0.0
2018-11-02,1.0,-0.026571538758195144,-1.2232549170844584,-0.0,-0.7809101426918628,-0.8258002313922098,0.0
2018-11-05,1.0,-0.02114605440864364,-1.240671425815165,-0.0,-0.7832529423114026,-0.8136986301369863,0.0
2018-11-06,1.0,-0.0370197904540163,-1.2588668994955374,-0.0,-0.7804811796662787,-0.8041521148622429,0.0
2018-11-07,1.0,-0.036452476053825573,-1.2585799046030948,-0.0,-0.7793461821848219,-0.8035444216077869,0.0
2018-11-08,1.0,-0.003340500691138074,-1.2601366917524188,-0.0,-0.7672016587313776,-0.8089771156504376,0.0
2018-11-09,1.0,-0.0037627183720483773,-1.2597811480130543,-0.0,-0.7671338068727203,-0.8088308696486849,0.0
2018-11-12,1.0,-0.0019112419250028668,-1.2470471312258704,-0.0,-0.7687397270746531,-0.8047475249417071,0.0
2018-11-13,1.0,-0.0,-1.303928628580573,-0.0,-0.8404144663146104,-0.8562970075212034,0.0
2018-11-14,1.0,-0.0,-1.3043896187119512,-0.0,-0.843319448894585,-0.8574174943928228,0.0
2018-11-15,1.0,-0.0,-1.306295496360291,-0.0,-0.8468922486201104,-0.8465322774178066,0.0
2018-11-16,1.0,-0.0,-1.2978096890000406,-0.0,-0.8603928845145415,-0.8754790044774314,0.0
2018-11-19,1.0,-0.0,-1.2976406533575318,-0.0,-0.8600524299253881,-0.8753781004234724,0.0
2018-11-20,1.0,-0.0,-1.2751324875541994,-0.0,-0.8454311867673037,-0.8942106953589208,0.0
2018-11-21,1.0,-0.0,-1.2779019639150564,-0.0,-0.8547820533290754,-0.8590132524349353,0.0
2018-11-23,1.0,-0.0,-1.2571163989209646,-0.0,-0.8901236059105366,-0.8790111527157063,0.0
2018-11-26,1.0,-0.0,-1.2607243460764588,-0.0,-0.8872434607645876,-0.8761770623742455,0.0
2018-11-27,1.0,-0.0,-1.2633138464002562,-0.0,-0.8751901978057179,-0.8656602866981661,0.0
2018-11-28,1.0,-0.0,-1.2596211605462337,-0.0,-0.8776981298306036,-0.8673260982739979,0.0
2018-11-29,1.0,-0.0,-1.2321033501896332,-0.0,-0.8565502528445006,-0.8620417193426043,0.0
2018-11-30,1.0,-0.0,-1.2322825314055463,-0.0,-0.8564035711464013,-0.861697084617208,0.0
2018-12-03,1.0,-0.0,-1.2358643611759585,-0.0,-0.8581490127804375,-0.8627784592252601,0.0
2018-12-04,1.0,-0.0,-1.2476918809684194,-0.0,-0.8523992550620122,-0.8623449696873638,0.0
2018-12-06,1.0,-0.0,-1.1745989202435194,-0.0,-0.8340161580579699,-0.8202703220124823,0.0
2018-12-07,1.0,-0.0,-1.1750354283963385,-0.0,-0.8337737944770003,-0.8212876785782681,0.0
2018-12-10,1.0,-0.0,-1.1691410392364792,-0.0,-0.8184366005150734,-0.7997273140433268,0.0
2018-12-11,1.0,-0.0,-1.1766592835866494,-0.0,-0.8506453830290996,-0.7915298250973803,0.0
2018-12-12,1.0,-0.0,-1.176544718551898,-0.0,-0.8506835713740167,-0.7916443901321317,0.0
2018-12-13,1.0,-0.0,-1.1744262042981815,-0.0,-0.8747837453385106,-0.7953173657298834,0.0
2018-12-14,1.0,-0.0,-1.1675823120365745,-0.0,-0.8787506243036611,-0.7955357485881132,0.0
2018-12-17,1.0,-0.0,-1.1641768175898262,-0.0,-0.8519114379836052,-0.8144487857197579,0.0
2018-12-18,1.0,-0.0,-1.1478795702190667,-0.0,-0.8386802839895212,-0.8100914992976195,0.0
