Date,CTB,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.36340459790678953,-1.2659898023078988,-0.0,-0.8973969049109939,-0.9458359423919849,0.0
2018-09-25,1.0,-0.3617784152025815,-1.2697651487988526,-0.0,-0.9004123341699534,-0.9499372534958767,0.0
2018-09-26,1.0,-0.36087697274031566,-1.2695032281205165,-0.0,-0.9009146341463415,-0.9521610473457677,0.0
2018-09-27,1.0,-0.36465845464725644,-1.2612318029115341,-0.0,-0.9013213885778276,-0.9520716685330346,0.0
2018-09-28,1.0,-0.36368522416804766,-1.2621041787969722,-0.0,-0.9011062838715457,-0.951986384198504,0.0
2018-10-01,1.0,-0.36797450170587176,-1.261941102531873,-0.0,-0.9051894415514455,-0.9539863530256778,0.0
2018-10-02,1.0,-0.3721097292686212,-1.2481030844520271,-0.0,-0.9103398733893053,-0.9591433574282763,0.0
2018-10-03,1.0,-0.38740875912408756,-1.294206204379562,-0.0,-0.9202554744525547,-0.9601733576642335,0.0
2018-10-04,1.0,-0.3893042764657609,-1.2902799307011943,-0.0,-0.9217197045682501,-0.9578280295431749,0.0
2018-10-05,1.0,-0.36311631707981473,-1.2799872877508398,-0.0,-0.9282665940252428,-0.9686733859983655,0.0
2018-10-08,1.0,-0.36190778725721545,-1.279587946995825,-0.0,-0.9282083862770013,-0.9682791795244146,0.0
2018-10-09,1.0,-0.35393795836559927,-1.2836969890220016,-0.0,-0.9368651209401904,-0.9806860110235504,0.0
2018-10-10,1.0,-0.35332968935046005,-1.2840029151862984,-0.0,-0.9369590962922474,-0.9806868907716133,0.0
2018-10-11,1.0,-0.28554344937549825,-1.2641952342988751,-0.0,-0.9055717955531933,-0.9737354947293825,0.0
2018-10-12,1.0,-0.2870249017038008,-1.2564875491480996,-0.0,-0.8796854521625165,-0.945478374836173,0.0
2018-10-15,1.0,-0.2454890995674778,-1.300056795840797,-0.0,-0.8739569225392109,-0.9494080125824632,0.0
2018-10-16,1.0,-0.23388590071422274,-1.3413279252270525,-0.0,-0.8794198042500662,-0.9541486641389648,0.0
2018-10-17,1.0,-0.2073054617848178,-1.2945555267030209,-0.0,-0.868475720592054,-0.9575434951960531,0.0
2018-10-18,1.0,-0.2067364034897348,-1.2935891314727201,-0.0,-0.8781197100568601,-0.9620209210469204,0.0
2018-10-19,1.0,-0.18983080110497236,-1.2894078038674033,-0.0,-0.8766401933701657,-0.9603763812154696,0.0
2018-10-22,1.0,-0.19021715667227906,-1.2774252039891205,-0.0,-0.8832620990372576,-0.9662824331908647,0.0
2018-10-23,1.0,-0.20071839702254726,-1.281559700523651,-0.0,-0.8797334141169342,-0.9657246721772622,0.0
2018-10-24,1.0,-0.20687684122587172,-1.2887042166820561,-0.0,-0.9049817526271821,-0.9964384645825088,0.0
2018-10-25,1.0,-0.16193712829226847,-1.2312234494477485,-0.0,-0.8995327102803738,-0.9553950722175021,0.0
2018-10-26,1.0,-0.14360697039680873,-1.2128070543774931,-0.0,-0.9003989082511022,-0.9422632794457274,0.0
2018-10-29,1.0,-0.10829039420217,-1.2346361694105819,-0.0,-0.8891960956809518,-0.9570608688366637,0.0
2018-10-30,1.0,-0.135602377093463,-1.5952998379254457,-0.0,-1.255213398163155,-1.4164235548352244,0.0
2018-10-31,1.0,-0.1371731108615434,-1.5615808331996364,-0.0,-1.2455211508636825,-1.4035509920316596,0.0
2018-11-01,1.0,-0.09821188852494228,-1.605595231702733,-0.0,-1.2528056704075605,-1.4130376416259463,0.0
2018-11-02,1.0,-0.09958351131994873,-1.5847394275950448,-0.0,-1.2504805638615977,-1.4047949594190516,0.0
2018-11-05,1.0,-0.09341950646298472,-1.6043157782288218,-0.0,-1.2524302959085567,-1.391144108535413,0.0
2018-11-06,1.0,-0.0943275291101378,-1.6039952996474736,-0.0,-1.2521632304241,-1.3907702168571734,0.0
2018-11-07,1.0,-0.09291893623838512,-1.6056819395492896,-0.0,-1.2506141194061733,-1.3909537541386305,0.0
2018-11-08,1.0,-0.03991318617331004,-1.612355089725266,-0.0,-1.236567677730136,-1.4046900640516649,0.0
2018-11-09,1.0,-0.04163135593220339,-1.6128707627118644,-0.0,-1.2367055084745764,-1.4054025423728815,0.0
2018-11-12,1.0,-0.04097493919847732,-1.584487681082796,-0.0,-1.2561065877128055,-1.4055197208417047,0.0
2018-11-13,1.0,-0.0,-1.594037424674913,-0.0,-1.2758748282059416,-1.4160587799978859,0.0
2018-11-14,1.0,-0.0,-1.6047601299185346,-0.0,-1.29242319365316,-1.4273467866460783,0.0
2018-11-15,1.0,-0.0,-1.605538723223303,-0.0,-1.295115079997874,-1.4147663849465797,0.0
2018-11-16,1.0,-0.0,-1.5881260611205432,-0.0,-1.2927631578947367,-1.4247134974533107,0.0
2018-11-19,1.0,-0.0,-1.5885474712094678,-0.0,-1.2928939128588868,-1.4255691768826622,0.0
2018-11-20,1.0,-0.0,-1.5590094836670179,-0.0,-1.2718124341412012,-1.437881981032666,0.0
2018-11-21,1.0,-0.0,-1.5567177448878196,-0.0,-1.276972961665185,-1.3962135871554835,0.0
2018-11-23,1.0,-0.0,-1.539734753550543,-0.0,-1.283782372598162,-1.3978174603174605,0.0
2018-11-26,1.0,-0.0,-1.5426320183677729,-0.0,-1.2806825297432687,-1.394802755165936,0.0
2018-11-27,1.0,-0.0,-1.5388681592039801,-0.0,-1.2633188225538972,-1.3802860696517414,0.0
2018-11-28,1.0,-0.0,-1.537520729684909,-0.0,-1.264148009950249,-1.380752487562189,0.0
2018-11-29,1.0,-0.0,-1.5025570215812623,-0.0,-1.2377518666257543,-1.37368313388565,0.0
2018-11-30,1.0,-0.0,-1.502710442876138,-0.0,-1.2375984453308786,-1.3737342743172754,0.0
2018-12-03,1.0,-0.0,-1.5025551921504499,-0.0,-1.2358953393295176,-1.3719848732624693,0.0
2018-12-04,1.0,-0.0,-1.505707297187118,-0.0,-1.2242152466367713,-1.3658785161027314,0.0
2018-12-06,1.0,-0.0,-1.4026548672566372,-0.0,-1.200196656833825,-1.3135201573254671,0.0
2018-12-07,1.0,-0.0,-1.4036313536387346,-0.0,-1.2004133248044089,-1.3164887073758795,0.0
2018-12-10,1.0,-0.0,-1.3922815533980584,-0.0,-1.177233009708738,-1.284854368932039,0.0
2018-12-11,1.0,-0.0,-1.3921168875297316,-0.0,-1.1772729479151498,-1.2847920003883309,0.0
2018-12-12,1.0,-0.0,-1.3923196426837556,-0.0,-1.1784639285367513,-1.284056704534421,0.0
2018-12-13,1.0,-0.0,-1.3873563775633877,-0.0,-1.1796674261889755,-1.2809909342124401,0.0
2018-12-14,1.0,-0.0,-1.3662395651329837,-0.0,-1.2011259949524364,-1.2860609590370802,0.0
2018-12-17,1.0,-0.0,-1.3586609989373009,-0.0,-1.1723021930248285,-1.299487972176601,0.0
2018-12-18,1.0,-0.0,-1.3365980123865764,-0.0,-1.1611215132747612,-1.303279082049066,0.0
2018-12-19,1.0,-0.0,-1.3366141732283465,-0.0,-1.161177261378913,-1.3034376800460918,0.0
2018-12-20,1.0,-0.0,-1.314065786957353,-0.0,-1.171734557276726,-1.2952285331803401,0.0
2018-12-21,1.0,-0.0,-1.3193193193193193,-0.0,-1.1797511797511797,-1.267600934267601,0.0
2018-12-24,1.0,-0.0,-1.2791049718529732,-0.0,-1.1606982354889068,-1.290742230001419,0.0
2018-12-26,1.0,-0.0,-1.2858545250560958,-0.0,-1.1217744951383695,-1.2670157068062828,0.0
2018-12-27,1.0,-0.0,-1.213104496290337,-0.0,-0.9962903369983016,-1.2601233574684902,0.0
2018-12-28,1.0,-0.0,-1.2140560814431147,-0.0,-0.9937935345597428,-1.2572334345418825,0.0
2018-12-31,1.0,-0.0,-1.2178633662481568,-0.0,-0.99361065189223,-1.2566015816987623,0.0
2019-01-02,1.0,-0.0,-1.215930388219545,-0.0,-0.9891566265060242,-1.2571619812583668,0.0
2019-01-03,1.0,-0.0,-1.2169815534414221,-0.0,-1.0092009468935639,-1.2402965742105498,0.0
2019-01-04,1.0,-0.0,-1.217813442099663,-0.0,-0.975571909913105,-1.240024827097003,0.0
2019-01-07,1.0,-0.0,-1.1700276960360048,-0.0,-0.9525705383416998,-1.2049506664358665,0.0
2019-01-08,1.0,-0.0,-1.1478392394122732,-0.0,-0.970743301642178,-1.2029386343993085,0.0
