Date,IWF,IWM,MTUM,SPY,VLUE,VXX,WOOD
2018-09-24,-0.17379539304636515,-0.36798781181071927,-0.05150419537485504,-0.3276712827159652,-0.3529572276417218,0.0,1.0
2018-09-25,-0.17390513438537453,-0.36788848969939514,-0.0516849333757788,-0.3275728773477648,-0.3528127700213743,0.0,1.0
2018-09-26,-0.17354018334432791,-0.3676667955687996,-0.05043106389754555,-0.3281999954505129,-0.35492823184185984,0.0,1.0
2018-09-27,-0.17702598170814945,-0.3609682850252537,-0.05250944168903854,-0.32916230604723123,-0.35546252900759884,0.0,1.0
2018-09-28,-0.1749237284276672,-0.36359910750876556,-0.052957515595828966,-0.3294476572105095,-0.3558581121078275,0.0,1.0
2018-10-01,-0.17854694996572995,-0.3635138222526845,-0.05202193283070596,-0.33308201964816087,-0.35750514050719673,0.0,1.0
2018-10-02,-0.17880234869428133,-0.36192282208869286,-0.05279992688889396,-0.33336379629418084,-0.3578331695949188,0.0,1.0
2018-10-03,-0.1788872386610305,-0.36209299668685024,-0.052918999200274194,-0.33330286758825545,-0.3577059293956358,0.0,1.0
2018-10-04,-0.18829885057471263,-0.35609195402298854,-0.05310344827586207,-0.3470574712643678,-0.3542758620689655,0.0,1.0
2018-10-05,-0.18592699658154954,-0.3549223392295868,-0.050083740564847316,-0.34794778259572806,-0.355358249019203,0.0,1.0
2018-10-08,-0.18483640362936488,-0.35296948034094033,-0.047589588488681146,-0.3505407387040601,-0.35530657135001376,0.0,1.0
2018-10-09,-0.1840947624066352,-0.3531136873940338,-0.04577739082619255,-0.35150987490262564,-0.3566420748751317,0.0,1.0
2018-10-10,-0.1834585426556667,-0.3600267318062405,-0.04175692492049592,-0.3540812093837858,-0.36514264644881783,0.0,1.0
2018-10-11,-0.17543699303096083,-0.3580715183365703,-0.030915114817776763,-0.35304467039872045,-0.3674625842568262,0.0,1.0
2018-10-12,-0.1769706862545059,-0.3541227413906459,-0.029041692171665648,-0.3466186039130336,-0.3603799678070235,0.0,1.0
2018-10-15,-0.16897550817148804,-0.3668341708542714,-0.017904839512879713,-0.3470732038571234,-0.36278238037032007,0.0,1.0
2018-10-16,-0.1686547907376808,-0.3680934380588062,-0.016976391498223137,-0.3470653477896738,-0.3627062631567034,0.0,1.0
2018-10-17,-0.16303591860543376,-0.3546092926210935,-0.011890606420927466,-0.3468467457878087,-0.3671280820227492,0.0,1.0
2018-10-18,-0.16661784257610926,-0.3618991820086982,-0.008630596930842553,-0.34650832638528967,-0.36974108209207474,0.0,1.0
2018-10-19,-0.1615296675707785,-0.3568178252000627,-0.003922799309587321,-0.3485463226558472,-0.3707605747461388,0.0,1.0
2018-10-22,-0.16292122218979413,-0.34862941427384775,-0.0,-0.35610533641649644,-0.37736569157892375,0.0,1.0
2018-10-23,-0.16001709247930912,-0.34972112270600936,-0.0,-0.3596392587261605,-0.37963296149694137,0.0,1.0
2018-10-24,-0.1590429117052348,-0.3473826106492923,-0.0,-0.35976185126937765,-0.38049876432262414,0.0,1.0
2018-10-25,-0.14571333995365773,-0.32905219022398763,-0.0,-0.36281584464305416,-0.3692154915590864,0.0,1.0
2018-10-26,-0.14695356338090398,-0.3298281270710908,-0.0,-0.3627225732337737,-0.3696593469712367,0.0,1.0
2018-10-29,-0.1439789998455871,-0.32989213155979086,-0.0,-0.3619438378223369,-0.37008360355590847,0.0,1.0
2018-10-30,-0.14711984109468107,-0.3301037298609579,-0.0,-0.36203928492606485,-0.3677554623703377,0.0,1.0
2018-10-31,-0.14835757189060747,-0.3244593078260104,-0.0,-0.3611801720534201,-0.3661965633319399,0.0,1.0
2018-11-01,-0.14409462668191012,-0.3275657374021634,-0.0,-0.3608301820420367,-0.3660847770644622,0.0,1.0
2018-11-02,-0.1442295009892284,-0.3271927896240932,-0.0,-0.36087052099362493,-0.3659925258298527,0.0,1.0
2018-11-05,-0.13878791884211222,-0.345119291520719,-0.0,-0.3643953913599013,-0.35468023704095347,0.0,1.0
2018-11-06,-0.14444150460819333,-0.35048727785862327,-0.0,-0.36100454204700794,-0.34892181505490144,0.0,1.0
2018-11-07,-0.1437803264225849,-0.3519188354653727,-0.0,-0.3604322893692104,-0.3494265549183943,0.0,1.0
2018-11-08,-0.1290145785377617,-0.3533267565493807,-0.0,-0.356110928422668,-0.353787131426066,0.0,1.0
2018-11-09,-0.12912985333128715,-0.353342248920264,-0.0,-0.3561265428715498,-0.3537807204086555,0.0,1.0
2018-11-12,-0.1287927057014171,-0.35755245523453805,-0.0,-0.35566296825222454,-0.3550697572228936,0.0,1.0
2018-11-13,-0.11783842794759825,-0.35504366812227073,-0.0,-0.35672489082969433,-0.35382096069868996,0.0,1.0
2018-11-14,-0.11719466899715972,-0.35599737819532445,-0.0,-0.3571334935547302,-0.3545116888791785,0.0,1.0
2018-11-15,-0.1171851074069213,-0.3600210001312508,-0.0,-0.3642647766548541,-0.34604278776742353,0.0,1.0
2018-11-16,-0.1147143605870021,-0.3544723969252271,-0.0,-0.36416841369671554,-0.3504542278127184,0.0,1.0
2018-11-19,-0.11325496023074906,-0.35532296127960844,-0.0,-0.36546193514552927,-0.3510838213442881,0.0,1.0
2018-11-20,-0.09956681686584384,-0.35211911447789457,-0.0,-0.367051960208102,-0.3580400095779185,0.0,1.0
2018-11-21,-0.10057427673637447,-0.34981038032289524,-0.0,-0.366150178784267,-0.3505471882110737,0.0,1.0
2018-11-23,-0.10058530240624322,-0.3508996314762628,-0.0,-0.36577064816822025,-0.3505094298721006,0.0,1.0
2018-11-26,-0.10082648213627193,-0.3497255905768021,-0.0,-0.3669927764159743,-0.35167791058374365,0.0,1.0
2018-11-27,-0.09578883652557396,-0.35200397769034547,-0.0,-0.36475852825457217,-0.34923688875437764,0.0,1.0
2018-11-28,-0.09327986126165186,-0.3651636678950791,-0.0,-0.3615434641231303,-0.34782137437676136,0.0,1.0
2018-11-29,-0.07876778679525541,-0.36027813058360064,-0.0,-0.36172044862549246,-0.3519256022216003,0.0,1.0
2018-11-30,-0.07935857921848395,-0.36194150483867493,-0.0,-0.3648511757225683,-0.3491605060672026,0.0,1.0
2018-12-03,-0.07778160820477463,-0.3626648280617082,-0.0,-0.3650995432215806,-0.34909075239162285,0.0,1.0
2018-12-04,-0.07776532459694802,-0.3625959134408139,-0.0,-0.36565652211397537,-0.34934046038451594,0.0,1.0
2018-12-06,-0.07436587240584167,-0.35105474421385263,-0.0,-0.3656161926723034,-0.3440729353488769,0.0,1.0
2018-12-07,-0.08081931111158623,-0.35120053024309933,-0.0,-0.3664022578093263,-0.33963353359988024,0.0,1.0
2018-12-10,-0.07984766469115727,-0.35144098076552766,-0.0,-0.36742335094888634,-0.3408288581270459,0.0,1.0
2018-12-11,-0.07213733096161677,-0.3552645678403806,-0.0,-0.3663444846874263,-0.3493924262231842,0.0,1.0
2018-12-12,-0.07188631930899972,-0.35538075744261316,-0.0,-0.3662258610712219,-0.3498081745504426,0.0,1.0
2018-12-13,-0.0720270878426162,-0.35501360821207384,-0.0,-0.3663930737415083,-0.34959175363778583,0.0,1.0
2018-12-14,-0.07229044771641056,-0.35508690713474356,-0.0,-0.3662530272830536,-0.34957885938404165,0.0,1.0
2018-12-17,-0.0680413253192445,-0.35475177001561464,-0.0,-0.36309383756497193,-0.3531047464225364,0.0,1.0
2018-12-18,-0.06583527301458499,-0.3534775459651071,-0.0,-0.36280937026201715,-0.35330671165303557,0.0,1.0
2018-12-19,-0.07302830007058973,-0.35262786369761917,-0.0,-0.3604996898329376,-0.3529273353440715,0.0,1.0
2018-12-20,-0.07244306065000426,-0.34707412778299074,-0.0,-0.36251386163951205,-0.3505075492621343,0.0,1.0
2018-12-21,-0.07092092944080347,-0.34694442080177035,-0.0,-0.36298833943314324,-0.3470082560217891,0.0,1.0
2018-12-24,-0.06498325064665225,-0.34077513463087816,-0.0,-0.3616800237459186,-0.3527329008183861,0.0,1.0
2018-12-26,-0.06539986502446431,-0.34344946853382824,-0.0,-0.35256031719250885,-0.34758309431415557,0.0,1.0
2018-12-27,-0.055248733493895856,-0.3346275226310107,-0.0,-0.33535420646125735,-0.3510090524042853,0.0,1.0
2018-12-28,-0.050123646640759745,-0.34124394754888715,-0.0,-0.33687994846324887,-0.3498472600320026,0.0,1.0
2018-12-31,-0.04698950699533644,-0.3471852098600932,-0.0,-0.3378789140572951,-0.34987091938707526,0.0,1.0
2019-01-02,-0.04608918204706714,-0.34703177344514036,-0.0,-0.3373145508645623,-0.3503402068291059,0.0,1.0
2019-01-03,-0.04753484501768254,-0.34647389224048264,-0.0,-0.33817349698356564,-0.34809652589972956,0.0,1.0
2019-01-04,-0.031068001409355634,-0.3528985056685113,-0.0,-0.3341001886049452,-0.35451511948434167,0.0,1.0
2019-01-07,-0.029855378312953883,-0.3516024248443093,-0.0,-0.33391264767343226,-0.3536300250346554,0.0,1.0
2019-01-08,-0.030917395168123668,-0.3472006944013888,-0.0,-0.3361026722053444,-0.35245003823340976,0.0,1.0
2019-01-09,-0.030848382164552254,-0.34641927352369933,-0.0,-0.3360469440885987,-0.352886482912517,0.0,1.0
2019-01-10,-0.029236252123824125,-0.35064854336745266,-0.0,-0.33610293812937714,-0.35605652480212174,0.0,1.0
2019-01-11,-0.029784932817504887,-0.3535920795374184,-0.0,-0.3382836224468572,-0.35829277424185696,0.0,1.0
2019-01-14,-0.03555749745126189,-0.353764850300647,-0.0,-0.3400328735201714,-0.35122651519880155,0.0,1.0
2019-01-15,-0.035283097418817654,-0.3526019983347211,-0.0,-0.3401332223147377,-0.3535803497085762,0.0,1.0
2019-01-16,-0.0344698388909704,-0.3530868823113109,-0.0,-0.3398484659256484,-0.3540860080762666,0.0,1.0
2019-01-17,-0.03446265331195469,-0.35328904899735547,-0.0,-0.3397122212273286,-0.35487162401349354,0.0,1.0
2019-01-18,-0.03674074692956805,-0.3513660289080124,-0.0,-0.340504636978862,-0.36011780432784696,0.0,1.0
2019-01-22,-0.0,-0.3535251591110379,-0.0,-0.34641922926407287,-0.3597454223393957,0.0,1.0
2019-01-23,-0.0,-0.35111239050869764,-0.0,-0.34718509684582805,-0.35787720524735783,0.0,1.0
2019-01-24,-0.0,-0.35275253874933193,-0.0,-0.34399539530485546,-0.35894009784977177,0.0,1.0
2019-01-25,-0.0,-0.3567925453653752,-0.0,-0.3144310936733693,-0.372261729606016,0.0,1.0
2019-01-28,-0.0,-0.364377708851139,-0.0,-0.31234722593102315,-0.3773801943183452,0.0,1.0
2019-01-29,-0.0,-0.36473464691500074,-0.0,-0.31441720942655793,-0.3754597193400588,0.0,1.0
2019-01-30,-0.0,-0.3629148332442324,-0.0,-0.3138956285726035,-0.3793642307850475,0.0,1.0
2019-01-31,-0.0,-0.3568126022913257,-0.0,-0.3136456628477905,-0.3753682487725041,0.0,1.0
2019-02-01,-0.0,-0.3556688367522417,-0.0,-0.31380256315767924,-0.377799615116898,0.0,1.0
2019-02-04,-0.0,-0.35050323214139595,-0.0,-0.3121880369855167,-0.3829678422387693,0.0,1.0
2019-02-05,-0.0,-0.34144594096696285,-0.0,-0.3069144798788226,-0.3985344086461703,0.0,1.0
2019-02-06,-0.0,-0.3350091313894076,-0.0,-0.3185931504319455,-0.39839533786140807,0.0,1.0
2019-02-07,-0.0,-0.33528313117008396,-0.0,-0.3229686185169222,-0.3941465016521971,0.0,1.0
2019-02-08,-0.0,-0.33047962867457453,-0.0,-0.3220835482207323,-0.4103764827230531,0.0,1.0
2019-02-11,-0.0,-0.32653356780800663,-0.0,-0.31422364746043235,-0.428157649736216,0.0,1.0
2019-02-12,-0.0,-0.3225298734649077,-0.0,-0.31996189450576756,-0.42845900552943855,0.0,1.0
2019-02-13,-0.0,-0.32133261687264913,-0.0,-0.31967924606291076,-0.4257016492373827,0.0,1.0
2019-02-14,-0.0,-0.3225733121163901,-0.0,-0.3204860608816053,-0.4235260079770196,0.0,1.0
2019-02-15,-0.0,-0.3194076770350761,-0.0,-0.32300628722700203,-0.425732131039047,0.0,1.0
2019-02-19,-0.0,-0.3137697049940006,-0.0,-0.3297819520873847,-0.42521411725764413,0.0,1.0
2019-02-20,-0.0,-0.30079019579525057,-0.0,-0.33499762734943983,-0.4273865769873527,0.0,1.0
2019-02-21,-0.0,-0.3030152931707015,-0.0,-0.33424142983922567,-0.42659897219986376,0.0,1.0
2019-02-22,-0.0,-0.3088787166481092,-0.0,-0.3240958390036702,-0.4289455235267433,0.0,1.0
2019-02-25,-0.0,-0.3084598698481562,-0.0,-0.3270736494163826,-0.43038942258031193,0.0,1.0
2019-02-26,-0.0,-0.306785514859471,-0.0,-0.3271565363059169,-0.43418195354993483,0.0,1.0
2019-02-27,-0.0,-0.30403309203722856,-0.0,-0.3293898655635988,-0.4348293691830404,0.0,1.0
2019-02-28,-0.0,-0.2997454522878252,-0.0,-0.3252416133772066,-0.44452722418824114,0.0,1.0
2019-03-01,-0.0,-0.3009908394092354,-0.0,-0.3177956419683845,-0.45844498452462557,0.0,1.0
2019-03-04,-0.0,-0.3022400465464217,-0.0,-0.3230612584157593,-0.45264317180616737,0.0,1.0
2019-03-05,-0.0,-0.29730179533587137,-0.0,-0.33154423849050324,-0.45151761010214486,0.0,1.0
2019-03-06,-0.0,-0.29691107644305775,-0.0,-0.3325637025481019,-0.45060842433697346,0.0,1.0
2019-03-07,-0.0,-0.28001162476906155,-0.0,-0.3432213065410084,-0.4526186868162664,0.0,1.0
2019-03-08,-0.0,-0.2763174364751534,-0.0,-0.351295531355614,-0.45856803104268373,0.0,1.0
2019-03-11,-0.0,-0.2767121564681467,-0.0,-0.3500618409743622,-0.46950925518311215,0.0,1.0
2019-03-12,-0.0,-0.2740355109728483,-0.0,-0.3580513406556198,-0.4841597358897848,0.0,1.0
2019-03-13,-0.0,-0.27887329922947934,-0.0,-0.36121075757254145,-0.48256245887372373,0.0,1.0
2019-03-14,-0.0,-0.2783069905590326,-0.0,-0.36278773735016445,-0.4804709875888406,0.0,1.0
2019-03-15,-0.0,-0.27871671833198863,-0.0,-0.36192619644146246,-0.48258949424604014,0.0,1.0
2019-03-18,-0.0,-0.2852575715594961,-0.0,-0.36509729533877533,-0.4809991687802383,0.0,1.0
2019-03-19,-0.0,-0.28628353470135737,-0.0,-0.36438023397046604,-0.4802147925589721,0.0,1.0
2019-03-20,-0.0,-0.2801929274174616,-0.0,-0.36726636361696224,-0.4866722154640715,0.0,1.0
2019-03-21,-0.0,-0.27943873416641785,-0.0,-0.3679148718386147,-0.4850940418816906,0.0,1.0
2019-03-22,-0.0,-0.2751312546876674,-0.0,-0.3879138540662166,-0.47988856744883746,0.0,1.0
2019-03-25,-0.0,-0.2737385861876795,-0.0,-0.3900415827153084,-0.4796373301324645,0.0,1.0
2019-03-26,-0.0,-0.2719624760634292,-0.0,-0.3873744002409794,-0.4922649912860124,0.0,1.0
2019-03-27,-0.0,-0.2686089013115459,-0.0,-0.3902601591055687,-0.49120619221672757,0.0,1.0
2019-03-28,-0.0,-0.2691140711411418,-0.0,-0.38751049041337604,-0.49523358653784083,0.0,1.0
2019-03-29,-0.0,-0.27685380671291315,-0.0,-0.3859063294411651,-0.4915550002154337,0.0,1.0
2019-04-01,-0.0,-0.27837738856933586,-0.0,-0.3860057304121157,-0.4899286929920938,0.0,1.0
2019-04-02,-0.0,-0.27437283737024226,-0.0,-0.3826989619377163,-0.5055363321799308,0.0,1.0
2019-04-03,-0.0,-0.27309089336677334,-0.0,-0.38943180835423336,-0.4995243448931938,0.0,1.0
2019-04-04,-0.0,-0.2739877380359193,-0.0,-0.38133408436057975,-0.5111029268398362,0.0,1.0
2019-04-05,-0.0,-0.2706579289992188,-0.0,-0.39156757225935246,-0.5077033243642045,0.0,1.0
2019-04-08,-0.0,-0.27295236854108296,-0.0,-0.3899567776546991,-0.5090680046045916,0.0,1.0
2019-04-09,-0.0,-0.26796788302108493,-0.0,-0.40527014383010207,-0.5027308135866135,0.0,1.0
2019-04-10,-0.0,-0.2675173104559509,-0.0,-0.402865479249227,-0.5070112790140661,0.0,1.0
2019-04-11,-0.0,-0.25665047168783633,-0.0,-0.4226235865705135,-0.49944443234057384,0.0,1.0
2019-04-12,-0.0,-0.2561068619119217,-0.0,-0.4221960733041337,-0.5007735721601185,0.0,1.0
2019-04-15,-0.0,-0.2551882160392799,-0.0,-0.42664484451718493,-0.5003818876159302,0.0,1.0
2019-04-16,-0.0,-0.2582673040403379,-0.0,-0.42527230262152665,-0.49924693864187025,0.0,1.0
2019-04-17,-0.0,-0.24765761821366025,-0.0,-0.4572679509632225,-0.48421628721541154,0.0,1.0
2019-04-18,-0.0,-0.2505256241787122,-0.0,-0.45538764783180025,-0.4841874726237407,0.0,1.0
2019-04-22,-0.0,-0.2509821996883299,-0.0,-0.45758433748161803,-0.48629310155615546,0.0,1.0
2019-04-23,-0.0,-0.2514280692503735,-0.0,-0.4530494771069514,-0.4925300993057386,0.0,1.0
2019-04-24,-0.0,-0.2484795257437699,-0.0,-0.45203644746953564,-0.4950927653968602,0.0,1.0
2019-04-25,-0.0,-0.2471564709498924,-0.0,-0.4520442668306179,-0.49657459048790126,0.0,1.0
2019-04-26,-0.0,-0.237685054635178,-0.0,-0.48746475149806134,-0.4779035953471978,0.0,1.0
2019-04-29,-0.0,-0.23990566869434893,-0.0,-0.48862734726262896,-0.4754694525257868,0.0,1.0
2019-04-30,-0.0,-0.23717906336088154,-0.0,-0.4898512396694215,-0.47682644628099174,0.0,1.0
2019-05-01,-0.0,-0.23432779872549667,-0.0,-0.49928336751119046,-0.47141187625410685,0.0,1.0
2019-05-02,-0.0,-0.23387274571189207,-0.0,-0.4983685347678469,-0.4724194188456281,0.0,1.0
2019-05-03,-0.0,-0.2392047082681244,-0.0,-0.4942799832477351,-0.47076068507946306,0.0,1.0
2019-05-06,-0.0,-0.23175246826516221,-0.0,-0.49327838504936533,-0.4787552891396333,0.0,1.0
2019-05-07,-0.0,-0.22941241318487487,-0.0,-0.49502811156432586,-0.48038804982912575,0.0,1.0
2019-05-08,-0.0,-0.23757640180706882,-0.0,-0.4976304367083001,-0.47933829391442995,0.0,1.0
2019-05-09,-0.0,-0.23878084437159441,-0.0,-0.49853807646303105,-0.477716741239534,0.0,1.0
2019-05-10,-0.0,-0.23825763447527515,-0.0,-0.5011404654870784,-0.47509799145204507,0.0,1.0
2019-05-13,-0.0,-0.23813636262981908,-0.0,-0.5011404149781882,-0.4751212382913705,0.0,1.0
2019-05-14,-0.0,-0.2436503183159202,-0.0,-0.4994343515006322,-0.475122557174863,0.0,1.0
2019-05-15,-0.0,-0.24143657418683437,-0.0,-0.4991918163098112,-0.4735735004317694,0.0,1.0
2019-05-16,-0.0,-0.24321750492769031,-0.0,-0.4948286935530308,-0.47666821695125466,0.0,1.0
2019-05-17,-0.0,-0.24385440867352584,-0.0,-0.4879522071025556,-0.4808496515101228,0.0,1.0
2019-05-20,-0.0,-0.24074524277852677,-0.0,-0.48867328220655515,-0.4806727517846487,0.0,1.0
2019-05-21,-0.0,-0.2421516715776414,-0.0,-0.4911934776347564,-0.48213217537718506,0.0,1.0
2019-05-22,-0.0,-0.24124745822650517,-0.0,-0.49058438688002826,-0.4784280788612855,0.0,1.0
2019-05-23,-0.0,-0.2379995140162142,-0.0,-0.49565928118580044,-0.47538050321412006,0.0,1.0
2019-05-24,-0.0,-0.24078743640787437,-0.0,-0.49661579296615793,-0.4744967927449679,0.0,1.0
2019-05-28,-0.0,-0.24004953122235984,-0.0,-0.4950468777640191,-0.4761188749336636,0.0,1.0
2019-05-29,-0.0,-0.2408123577379505,-0.0,-0.4952155753464012,-0.47386798081810344,0.0,1.0
2019-05-30,-0.0,-0.24099496777611018,-0.0,-0.494018716341485,-0.4721020570318708,0.0,1.0
2019-05-31,-0.0,-0.24669195483415668,-0.0,-0.4925899788285109,-0.46608151023288635,0.0,1.0
2019-06-03,-0.0,-0.25319209722435887,-0.0,-0.5005164494648705,-0.4439487506318265,0.0,1.0
2019-06-04,-0.0,-0.25352298458900346,-0.0,-0.4929760151252006,-0.45193132103677974,0.0,1.0
2019-06-05,-0.0,-0.2594066332888782,-0.0,-0.4927304925774503,-0.4341808959531253,0.0,1.0
2019-06-06,-0.0,-0.26901325414328453,-0.0,-0.48468240277747454,-0.42985348385265415,0.0,1.0
2019-06-07,-0.0,-0.27348524532914265,-0.0,-0.4808800419067574,-0.428278330714161,0.0,1.0
