Date,HRL,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.25925615681018593,-0.5809180767297705,-0.0,-0.4857876807952197,-0.4662143295917798,0.0
2018-09-25,1.0,-0.25976382568884177,-0.5805812233047654,-0.0,-0.4855531671365959,-0.4657882247843444,0.0
2018-09-26,1.0,-0.25874399374231755,-0.580176556039781,-0.0,-0.48614370320706224,-0.46851603531120795,0.0
2018-09-27,1.0,-0.259125820416143,-0.5792766373411535,-0.0,-0.4860773634967184,-0.4684261974584556,0.0
2018-09-28,1.0,-0.25638226402418546,-0.5849848841115216,-0.0,-0.487683350128765,-0.47018810883439704,0.0
2018-10-01,1.0,-0.25608729802513464,-0.5888408886894075,-0.0,-0.4884425493716337,-0.4718357271095152,0.0
2018-10-02,1.0,-0.25664833931777375,-0.5875224416517055,-0.0,-0.48880722621184913,-0.4722565080789946,0.0
2018-10-03,1.0,-0.25601683029453015,-0.5794109396914446,-0.0,-0.49192145862552594,-0.47772791023842914,0.0
2018-10-04,1.0,-0.2572686236577228,-0.5770039532340819,-0.0,-0.4932009981215129,-0.47623853982673064,0.0
2018-10-05,1.0,-0.24413184850260963,-0.5695386418822741,-0.0,-0.4962460576627872,-0.48114655725808697,0.0
2018-10-08,1.0,-0.24127072593005436,-0.5662254423853978,-0.0,-0.4988992615298871,-0.48031210812317127,0.0
2018-10-09,1.0,-0.2335127860026918,-0.5706875280394795,-0.0,-0.5075145805293854,-0.4922330641543293,0.0
2018-10-10,1.0,-0.23555966801256167,-0.5697902646926873,-0.0,-0.5089445939883356,-0.4896534320323015,0.0
2018-10-11,1.0,-0.18640972525076321,-0.5565580026166594,-0.0,-0.4903510684692543,-0.4923408198866115,0.0
2018-10-12,1.0,-0.18894480475793213,-0.5493151053580559,-0.0,-0.47630452918539257,-0.47657364299362204,0.0
2018-10-15,1.0,-0.16979004456854427,-0.5659399667078344,-0.0,-0.4723728722547388,-0.4767223325994737,0.0
2018-10-16,1.0,-0.1611414070514551,-0.5876842503104583,-0.0,-0.4734085632525241,-0.4774040278602667,0.0
2018-10-17,1.0,-0.14976424518500758,-0.5658914728682171,-0.0,-0.4687924558459202,-0.47944804070433417,0.0
2018-10-18,1.0,-0.1506535076020272,-0.5687116564417178,-0.0,-0.46791144305148036,-0.4800746865830888,0.0
2018-10-19,1.0,-0.13508427859641683,-0.5587829958655783,-0.0,-0.473391285911163,-0.4830382699035302,0.0
2018-10-22,1.0,-0.13563836871686955,-0.5470818571694946,-0.0,-0.48624170906475583,-0.49479236035268104,0.0
2018-10-23,1.0,-0.13649195696175562,-0.5469798657718121,-0.0,-0.48543198039842334,-0.4943272611057846,0.0
2018-10-24,1.0,-0.1359127249391695,-0.5435974223909731,-0.0,-0.4913500360972219,-0.5029813631380519,0.0
2018-10-25,1.0,-0.11021107562894307,-0.5090739154139731,-0.0,-0.49632629747903523,-0.48064491003972265,0.0
2018-10-26,1.0,-0.0928368977067766,-0.5007987632053594,-0.0,-0.507446534398351,-0.47557330584900803,0.0
2018-10-29,1.0,-0.08446292873279934,-0.5021565003080715,-0.0,-0.5042103101252824,-0.4764582049702198,0.0
2018-10-30,1.0,-0.049766190339350556,-0.519606050314794,-0.0,-0.5216959690692023,-0.5213302332871809,0.0
2018-10-31,1.0,-0.05159111572931549,-0.5090531237823094,-0.0,-0.5192362644499285,-0.5178334848681646,0.0
2018-11-01,1.0,-0.04477999169779992,-0.5137245745122457,-0.0,-0.5184464508094645,-0.517486508924865,0.0
2018-11-02,1.0,-0.05139993801012502,-0.4867754933360884,-0.0,-0.5301167475978924,-0.514619278851121,0.0
2018-11-05,1.0,-0.05137410889554706,-0.4869046389089782,-0.0,-0.5301167475978924,-0.5144901332782312,0.0
2018-11-06,1.0,-0.04621936019941836,-0.4857447029497299,-0.0,-0.5390787287079352,-0.5255764437058579,0.0
2018-11-07,1.0,-0.04551000804797633,-0.4866948778524884,-0.0,-0.5381500038941821,-0.5257405436278201,0.0
2018-11-08,1.0,-0.02274073501764145,-0.48862963249117924,-0.0,-0.5318447552087358,-0.5322053104638286,0.0
2018-11-09,1.0,-0.021805809727556257,-0.4893935098074594,-0.0,-0.5338814856818827,-0.5324380751089002,0.0
2018-11-12,1.0,-0.0217631775268181,-0.4732076248295732,-0.0,-0.54531422838474,-0.5321945823579348,0.0
2018-11-13,1.0,-0.0,-0.47008961625858503,-0.0,-0.5508974391707304,-0.5321571731304414,0.0
2018-11-14,1.0,-0.0,-0.46988843787495854,-0.0,-0.550943299890225,-0.5320517729953282,0.0
2018-11-15,1.0,-0.0,-0.4695361534928815,-0.0,-0.5509516762769812,-0.5309231004745624,0.0
2018-11-16,1.0,-0.0,-0.46692656576466396,-0.0,-0.5497630331753555,-0.5313662538857463,0.0
2018-11-19,1.0,-0.0,-0.4674434019987763,-0.0,-0.5503773200081583,-0.5316387925759739,0.0
2018-11-20,1.0,-0.0,-0.45830690783632255,-0.0,-0.5444328876937518,-0.5341079175017124,0.0
2018-11-21,1.0,-0.0,-0.4535963168884751,-0.0,-0.5434853707011497,-0.518704873078568,0.0
2018-11-23,1.0,-0.0,-0.45195523701747764,-0.0,-0.5440462718471017,-0.5187727901420848,0.0
2018-11-26,1.0,-0.0,-0.4561204988935828,-0.0,-0.541892979279823,-0.516571112452223,0.0
2018-11-27,1.0,-0.0,-0.4571650310434608,-0.0,-0.5353745243340677,-0.5109653514920889,0.0
