Date,CCS,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.5699202849389416,-1.233251356852103,-0.07598371777476255,-0.7170963364993216,-0.6439111261872456,0.0
2018-09-25,1.0,-0.5693737270875764,-1.2347250509164969,-0.07463509843856077,-0.7185166327223353,-0.6458333333333334,0.0
2018-09-26,1.0,-0.5689171974522292,-1.2349044585987263,-0.07214437367303611,-0.7200849256900214,-0.6501910828025478,0.0
2018-09-27,1.0,-0.5709740369930425,-1.228024775156966,-0.07402850839979637,-0.7197098252163583,-0.6495842525029696,0.0
2018-09-28,1.0,-0.5673081007603755,-1.2333800603202922,-0.07514549084575846,-0.7209124506180705,-0.651161802812115,0.0
2018-10-01,1.0,-0.5670037389530932,-1.2339394969408566,-0.07562882392929979,-0.7207681849082257,-0.6514276002719239,0.0
2018-10-02,1.0,-0.5672047578589635,-1.2303313508920986,-0.07735768903993204,-0.7211129991503824,-0.6520815632965166,0.0
2018-10-03,1.0,-0.5675825110581831,-1.2162725416808438,-0.07489792446410344,-0.7294998298741069,-0.66485199047295,0.0
2018-10-04,1.0,-0.5745668185107923,-1.2074588105070458,-0.07603559112776194,-0.73919707096939,-0.6600110690110265,0.0
2018-10-05,1.0,-0.5725405129513844,-1.2121134787971588,-0.06771298541108417,-0.7408021777040533,-0.6601590744757772,0.0
2018-10-08,1.0,-0.570518266779949,-1.20875106202209,-0.061937128292268474,-0.7466864910790145,-0.6601954120645709,0.0
2018-10-09,1.0,-0.5681615302869288,-1.210499468650372,-0.054792773645058454,-0.7512008501594049,-0.6661849096705632,0.0
2018-10-10,1.0,-0.5677493508152057,-1.2142096973308927,-0.05240304797582052,-0.7523306798348304,-0.6702566940530416,0.0
2018-10-11,1.0,-0.5104287369640789,-1.2140374110246648,-0.0,-0.733156762125476,-0.6807647740440325,0.0
2018-10-12,1.0,-0.5257639059555993,-1.2128696649463422,-0.0,-0.7076267715245351,-0.649750143360367,0.0
2018-10-15,1.0,-0.49433653649560416,-1.2440400736045798,-0.0,-0.7009200572480065,-0.6498466571253323,0.0
2018-10-16,1.0,-0.4934581731948647,-1.2451549595224467,-0.0,-0.700506991577398,-0.6494807424973423,0.0
2018-10-17,1.0,-0.46967747124587794,-1.2024451057669105,-0.0,-0.6931553124748654,-0.6562374326389447,0.0
2018-10-18,1.0,-0.47269865612010165,-1.2112272488801001,-0.0,-0.6925622502925864,-0.6592275717341297,0.0
2018-10-19,1.0,-0.4605294825511432,-1.2061371841155235,-0.0,-0.689931809065383,-0.6546329723225031,0.0
2018-10-22,1.0,-0.46513224308499895,-1.22814455885322,-0.0,-0.6896830203916818,-0.6550373511003432,0.0
2018-10-23,1.0,-0.459104938271605,-1.2349740090968162,-0.0,-0.7024447693307343,-0.664554905782976,0.0
2018-10-24,1.0,-0.4604284195895675,-1.2329735916932385,-0.0,-0.7140871555882593,-0.6804431362930259,0.0
2018-10-25,1.0,-0.417499207104345,-1.1807405645417062,-0.0,-0.7242705359974626,-0.6419679670155407,0.0
2018-10-26,1.0,-0.41455996207931745,-1.1739611313003635,-0.0,-0.7229420129562332,-0.6385684942328962,0.0
2018-10-29,1.0,-0.37528785833399514,-1.2126181211784326,-0.0,-0.7168268085444296,-0.6657666957833718,0.0
2018-10-30,1.0,-0.43086816720257237,-1.241442468150922,-0.0,-0.7443526395050674,-0.6535064512190158,0.0
2018-10-31,1.0,-0.432791130533301,-1.2260661972970786,-0.0,-0.7399045075665615,-0.6475277170834345,0.0
2018-11-01,1.0,-0.41027610462060876,-1.2442090795165137,-0.0,-0.7395399603832316,-0.6485426688765816,0.0
2018-11-02,1.0,-0.41469099091858874,-1.2169091055211765,-0.0,-0.7445953548179699,-0.6421281041549466,0.0
2018-11-05,1.0,-0.4155076774660343,-1.2152102259024036,-0.0,-0.7447945976364659,-0.6441032237318112,0.0
2018-11-06,1.0,-0.4112172126193642,-1.2131431564527178,-0.0,-0.7517224706877796,-0.6530883597244047,0.0
2018-11-07,1.0,-0.4101995565410199,-1.21576295101794,-0.0,-0.7511388832896594,-0.6543438822817981,0.0
2018-11-08,1.0,-0.38817367663521507,-1.2148568687030226,-0.0,-0.7402047017431632,-0.6548056932672317,0.0
2018-11-09,1.0,-0.3945764900528631,-1.226060288123966,-0.0,-0.7481941810257858,-0.6665187038456882,0.0
2018-11-12,1.0,-0.3935374969857728,-1.2119604533397637,-0.0,-0.7511454063178201,-0.6622859898721967,0.0
2018-11-13,1.0,-0.3669216670651048,-1.2109331420830347,-0.0,-0.7512152362738068,-0.6552713363614631,0.0
2018-11-14,1.0,-0.368647614492407,-1.210171788433178,-0.0,-0.7519630116784248,-0.6550280999641278,0.0
2018-11-15,1.0,-0.3684084658615329,-1.214914902945514,-0.0,-0.7597752002869784,-0.6427518035792578,0.0
2018-11-16,1.0,-0.35989253348303796,-1.2053893656267543,-0.0,-0.7732376293207154,-0.6714251343331462,0.0
2018-11-19,1.0,-0.35591449694631955,-1.2093780135004821,-0.0,-0.7782063645130183,-0.6745017679202828,0.0
2018-11-20,1.0,-0.2938986307950997,-1.2040996076547363,-0.0,-0.791976939706942,-0.7135078869405076,0.0
2018-11-21,1.0,-0.2986667724783747,-1.198079517498611,-0.0,-0.7868423141020553,-0.6843107689865883,0.0
2018-11-23,1.0,-0.29851636768624956,-1.2075096455988226,-0.0,-0.785927369635257,-0.6856131418797978,0.0
2018-11-26,1.0,-0.29694044437352907,-1.2236626909729145,-0.0,-0.7848737484542662,-0.6835135027324584,0.0
2018-11-27,1.0,-0.2804980246617982,-1.2410311664471847,-0.0,-0.7863043218005508,-0.6827487130372322,0.0
2018-11-28,1.0,-0.2812562352847281,-1.2393551219122871,-0.0,-0.7867831916676644,-0.6831876770820863,0.0
2018-11-29,1.0,-0.24922081508659807,-1.2246025170631634,-0.0,-0.7829328914664457,-0.6885232966426008,0.0
2018-11-30,1.0,-0.24905332912590722,-1.2250315556958031,-0.0,-0.7835279267907858,-0.6868491637740611,0.0
2018-12-03,1.0,-0.24671843588631795,-1.2255508691710355,-0.0,-0.7832788048405533,-0.6862706452757301,0.0
2018-12-04,1.0,-0.2360990955564294,-1.2322060558395596,-0.0,-0.7793550924105387,-0.6847424302005505,0.0
2018-12-06,1.0,-0.22771176696052126,-1.1802989651207358,-0.0,-0.7717516289766193,-0.6531621310847068,0.0
2018-12-07,1.0,-0.23951727583688845,-1.1820976978361968,-0.0,-0.7749337022944772,-0.6468350051885161,0.0
2018-12-10,1.0,-0.20243223666653962,-1.197400022873699,-0.0,-0.7836148069078572,-0.6287979871144829,0.0
2018-12-11,1.0,-0.17488737437911517,-1.2185129567594626,-0.0,-0.7894959762812368,-0.6675137653536637,0.0
2018-12-12,1.0,-0.17604928763958413,-1.2180978051598,-0.0,-0.7898344243357721,-0.6666538313438584,0.0
2018-12-13,1.0,-0.1758596815139626,-1.2136702823294099,-0.0,-0.7924840372336334,-0.6644357258250635,0.0
2018-12-14,1.0,-0.1801022565640257,-1.2018990504747626,-0.0,-0.7980240648906317,-0.6641679160419791,0.0
2018-12-17,1.0,-0.1662582325011487,-1.2019068770102619,-0.0,-0.7867973655996324,-0.674146117322714,0.0
2018-12-18,1.0,-0.15551413246091225,-1.1935177083729602,-0.0,-0.7818313234678739,-0.6733366302735192,0.0
2018-12-19,1.0,-0.1664506290507053,-1.192756385817766,-0.0,-0.7796035074342357,-0.6736561189477698,0.0
2018-12-20,1.0,-0.16362394200478234,-1.175617717387179,-0.0,-0.7883630014802445,-0.6678559228754698,0.0
2018-12-21,1.0,-0.1595503066091301,-1.176886971004618,-0.0,-0.7880611704141115,-0.6607994549171019,0.0
2018-12-24,1.0,-0.1420245168083026,-1.16018650823494,-0.0,-0.7829585620816725,-0.6750770850567797,0.0
2018-12-26,1.0,-0.1431821572430255,-1.1761151723109056,-0.0,-0.7527599582276592,-0.657578696106221,0.0
2018-12-27,1.0,-0.10126992121451955,-1.1392236572291974,-0.0,-0.6900025182573659,-0.6670504011224233,0.0
2018-12-28,1.0,-0.09273002377692917,-1.1509474746019166,-0.0,-0.6930254341090857,-0.6658981194610563,0.0
2018-12-31,1.0,-0.09018787638383037,-1.1562150661714328,-0.0,-0.6937723125743752,-0.6658973711730554,0.0
2019-01-02,1.0,-0.08584093120472809,-1.1565461818443907,-0.0,-0.6923492738477063,-0.6689610436412122,0.0
2019-01-03,1.0,-0.0726534459630932,-1.1665518616539172,-0.0,-0.6901714824348331,-0.696080919406881,0.0
2019-01-04,1.0,-0.026734104046242775,-1.1882586705202312,-0.0,-0.6820086705202313,-0.7157514450867052,0.0
2019-01-07,1.0,-0.020102117327810903,-1.1726354125754277,-0.0,-0.6749741136144536,-0.7028242939265184,0.0
2019-01-08,1.0,-0.017188789607779812,-1.187354218250978,-0.0,-0.6740589227401587,-0.7098360067463308,0.0
2019-01-09,1.0,-0.018675782655631523,-1.1954659949622168,-0.0,-0.6763584023029867,-0.7079165167326377,0.0
2019-01-10,1.0,-0.015199218325914665,-1.206383671696884,-0.0,-0.6799840770093728,-0.7172583505229254,0.0
2019-01-11,1.0,-0.017673475300593947,-1.187201216862234,-0.0,-0.6839779805881502,-0.7327611183543388,0.0
2019-01-14,1.0,-0.02296157450796626,-1.1790065604498594,-0.0,-0.6741042462691947,-0.7285703986734914,0.0
2019-01-15,1.0,-0.018983001912735935,-1.1730484680067848,-0.0,-0.6738965679021257,-0.7430437763903425,0.0
2019-01-16,1.0,-0.0038254718683460244,-1.1760799740156629,-0.0,-0.6679057345988668,-0.7611245443718647,0.0
2019-01-17,1.0,-0.010962856112513525,-1.1654886404615938,-0.0,-0.6673278038225748,-0.7624233681932925,0.0
2019-01-18,1.0,-0.016484513997313096,-1.1534802657855563,-0.0,-0.6759376928942304,-0.7850477469953888,0.0
2019-01-22,1.0,-0.0,-1.314147530089345,-0.0,-0.632651554308499,-0.7451450934061877,0.0
2019-01-23,1.0,-0.0,-1.3064099727078262,-0.0,-0.6354650733938187,-0.7462565464335768,0.0
2019-01-24,1.0,-0.0,-1.3071649712516584,-0.0,-0.6312472357363998,-0.7472725932478255,0.0
2019-01-25,1.0,-0.0,-1.3726355140186914,-0.0,-0.587214953271028,-0.7784672897196262,0.0
2019-01-28,1.0,-0.0,-1.3534321431244853,-0.0,-0.6149412381166256,-0.7744217381540536,0.0
2019-01-29,1.0,-0.0,-1.3461870611647204,-0.0,-0.612398152667743,-0.7961551458716629,0.0
2019-01-30,1.0,-0.0,-1.3428689727857868,-0.0,-0.613957164903828,-0.8072420672262581,0.0
2019-01-31,1.0,-0.0,-1.3300441443780837,-0.0,-0.5713543791964981,-0.8082130800905146,0.0
2019-02-01,1.0,-0.0,-1.3366518208016769,-0.0,-0.5974025974025975,-0.8086006212807366,0.0
