Date,IWF,IWM,MTUM,QADA,SPY,VLUE,VXX
2018-09-24,-0.5383786888777196,-0.8507575213613843,-0.1939398291089251,1.0,-0.6010985854814389,-0.4059740073239032,0.0
2018-09-25,-0.5373924314982177,-0.8559752277391712,-0.1900406869981637,1.0,-0.6055881611637203,-0.41162279912144895,0.0
2018-09-26,-0.5375891121192482,-0.8561964427162095,-0.19053791315618926,1.0,-0.6054223374378915,-0.41074386116511846,0.0
2018-09-27,-0.5377609791216703,-0.8552555795536357,-0.1908207343412527,1.0,-0.6052555795536357,-0.4106191504679626,0.0
2018-09-28,-0.5351869192537636,-0.8580638190592811,-0.1914571778434056,1.0,-0.6054887272203413,-0.41129438882086,0.0
2018-10-01,-0.5366460074949554,-0.8570553473623523,-0.19126549437878354,1.0,-0.6066589795330067,-0.41171807437301816,0.0
2018-10-02,-0.5380374067533964,-0.8441024901798262,-0.19593498864823958,1.0,-0.6100039641068147,-0.41565461818443905,0.0
2018-10-03,-0.5420384475879579,-0.8632571635836054,-0.19804134929270947,1.0,-0.610917664127675,-0.4129125861443598,0.0
2018-10-04,-0.5470643733217215,-0.8561216343711445,-0.19878075332026998,1.0,-0.6178242252703389,-0.40895565715944554,0.0
2018-10-05,-0.5398850616257636,-0.8520258792062745,-0.18968446163299235,1.0,-0.6216792568764231,-0.4111396248237973,0.0
2018-10-08,-0.5387780143635642,-0.8500487206322855,-0.18795337255043487,1.0,-0.6222166083222058,-0.4099029196290014,0.0
2018-10-09,-0.5485008177357805,-0.8574959113210976,-0.20123568962384156,1.0,-0.6219516627294204,-0.4052335089950936,0.0
2018-10-10,-0.5483894502608252,-0.8642250027359283,-0.19782584904972095,1.0,-0.6247400868201218,-0.41276036916791303,0.0
2018-10-11,-0.5281176218072547,-0.8590541604063818,-0.16934964584674822,1.0,-0.6139729555698648,-0.4068469628675681,0.0
2018-10-12,-0.5344315610859729,-0.8526230203619909,-0.16643099547511309,1.0,-0.5976739253393665,-0.38390837104072395,0.0
2018-10-15,-0.5187656674787275,-0.8822864809518767,-0.14225188009744733,1.0,-0.5991596935352893,-0.3882357094940508,0.0
2018-10-16,-0.5199759793705182,-0.879049065668162,-0.14507753717898902,1.0,-0.5995266523013882,-0.3888162775089194,0.0
2018-10-17,-0.5062256538675571,-0.8456455203116305,-0.132582081246522,1.0,-0.5971758486366165,-0.3964245965498052,0.0
2018-10-18,-0.5054945054945055,-0.8444498539435249,-0.13312004451244958,1.0,-0.598170816525247,-0.39633467798024763,0.0
2018-10-19,-0.5027538189753715,-0.8428418026256539,-0.12695278672624616,1.0,-0.5989816065675985,-0.392358585333749,0.0
2018-10-22,-0.5016477607798244,-0.8480938009504977,-0.1322718284941201,1.0,-0.596211884691435,-0.3907447878724806,0.0
2018-10-23,-0.500937565108688,-0.849572887006042,-0.12931453573164803,1.0,-0.5995555246892146,-0.39304812834224595,0.0
2018-10-24,-0.5012842762929538,-0.8500520652551197,-0.12700451232211035,1.0,-0.6001735508503991,-0.39250260326275593,0.0
2018-10-25,-0.4812106439163112,-0.8171169341187623,-0.12499153632608845,1.0,-0.5970952671135487,-0.36505518315390345,0.0
2018-10-26,-0.46881612090680097,-0.8093366918555835,-0.10461796809403862,1.0,-0.6131654072208228,-0.3625860621326616,0.0
2018-10-29,-0.4592154108558242,-0.8172301929701348,-0.09491321360489616,1.0,-0.6081067522825323,-0.36490418380656164,0.0
2018-10-30,-0.45013549228864874,-0.8193436151349904,-0.08822053460907965,1.0,-0.6111538590211101,-0.37663510755745877,0.0
2018-10-31,-0.45255425931465415,-0.8022401701731644,-0.09027154585036726,1.0,-0.607604613288131,-0.3709907933659055,0.0
2018-11-01,-0.4443669688215958,-0.8127967593053758,-0.0811833847992828,1.0,-0.6092904339741674,-0.37274628947106286,0.0
2018-11-02,-0.4580132450331126,-0.7796026490066226,-0.07069536423841061,1.0,-0.6300331125827815,-0.37288079470198676,0.0
2018-11-05,-0.45944333996023856,-0.7767726971504307,-0.07051027170311465,1.0,-0.6304506295559973,-0.3762756792577866,0.0
2018-11-06,-0.47471723220226214,-0.7918496340652029,-0.0619095143047239,1.0,-0.6289421157684632,-0.3692947438456421,0.0
2018-11-07,-0.479962534287817,-0.7976851542115475,-0.05419147655047836,1.0,-0.6377868468589015,-0.37556031310630894,0.0
2018-11-08,-0.47058236936577585,-0.7982316181358862,-0.044608429730089084,1.0,-0.633659087887249,-0.3769445552453131,0.0
2018-11-09,-0.46914893617021275,-0.7981382978723404,-0.04564494680851063,1.0,-0.6347074468085107,-0.37682845744680854,0.0
2018-11-12,-0.469086333079445,-0.7853760307315296,-0.04513693413252972,1.0,-0.6385733682153856,-0.3733814617346094,0.0
2018-11-13,-0.4706330539636267,-0.789975817404843,-0.038692152250968954,1.0,-0.642362606419982,-0.3710537648656706,0.0
2018-11-14,-0.47101689301093075,-0.7895329579330904,-0.03875455448824114,1.0,-0.6422987744286187,-0.37075190460417357,0.0
2018-11-15,-0.47469238443631523,-0.800066511473229,-0.03202527435982706,1.0,-0.6580977718656468,-0.36069171932158295,0.0
2018-11-16,-0.47259637714816527,-0.792780837369783,-0.02979231636918585,1.0,-0.6572556565589542,-0.3652046977639174,0.0
2018-11-19,-0.4729980760299874,-0.790884362767863,-0.03546075764612221,1.0,-0.654149804285809,-0.36369667617594376,0.0
2018-11-20,-0.4680942609386377,-0.7910902230753954,-0.02684186138876017,1.0,-0.6573111802475673,-0.36638644337062287,0.0
2018-11-21,-0.4725977946967708,-0.7844578629561565,-0.032685744289839856,1.0,-0.6528288264636387,-0.3391638225255973,0.0
2018-11-23,-0.4983413339577723,-1.0716934004605236,-0.0,1.0,-0.8134098271084572,-0.519260039807985,0.0
2018-11-26,-0.5002548919650209,-1.0698796125642132,-0.0,1.0,-0.8229873338300459,-0.5282930081173287,0.0
2018-11-27,-0.482307874575468,-1.0982149909169892,-0.0,1.0,-0.8333859884685254,-0.5352657767948819,0.0
2018-11-28,-0.4785938181962465,-1.1227631631155022,-0.0,1.0,-0.8305757251120899,-0.5358489068761656,0.0
2018-11-29,-0.45848219543794905,-1.1089474304110558,-0.0,1.0,-0.8232107102194653,-0.5353931922578619,0.0
2018-11-30,-0.4575330604534006,-1.1117758186397986,-0.0,1.0,-0.8249370277078086,-0.5415617128463477,0.0
2018-12-03,-0.45254812243609965,-1.1175449668665194,-0.0,1.0,-0.8294414641842852,-0.544887977279899,0.0
2018-12-04,-0.44443133553563,-1.1213229510775522,-0.0,1.0,-0.8251140475066855,-0.5418436369356615,0.0
2018-12-06,-0.4394124847001224,-1.060893512851897,-0.0,1.0,-0.8204559363525091,-0.5042074663402693,0.0
2018-12-07,-0.43883873929008566,-1.0613525091799265,-0.0,1.0,-0.8207619339045287,-0.5040544675642595,0.0
2018-12-10,-0.4079630261014509,-1.0712959806038564,-0.0,1.0,-0.8251695268401713,-0.4838807440239422,0.0
2018-12-11,-0.4136389467702216,-1.0691797688956242,-0.0,1.0,-0.8267096040916839,-0.4790301193407842,0.0
2018-12-12,-0.41465540105330956,-1.0688819005039216,-0.0,1.0,-0.8270753608911454,-0.47827075360891147,0.0
2018-12-13,-0.41440520797850194,-1.0652132773172855,-0.0,1.0,-0.8287347185950569,-0.4765148934559631,0.0
2018-12-14,-0.41948543321982595,-1.0505107832009082,-0.0,1.0,-0.8367385546727205,-0.476844494892168,0.0
2018-12-17,-0.40105540897097625,-1.0515265736901622,-0.0,1.0,-0.8231436110064079,-0.4936298529966076,0.0
2018-12-18,-0.39032970322966953,-1.0410164290258597,-0.0,1.0,-0.8185322405598593,-0.4924591145540961,0.0
2018-12-19,-0.3890489913544669,-1.0413937647367042,-0.0,1.0,-0.8192671881432689,-0.4929450952505708,0.0
2018-12-20,-0.38558753355204295,-1.0247539516850583,-0.0,1.0,-0.8294065016403223,-0.4882567849686848,0.0
2018-12-21,-0.3809877460081693,-1.0297437801708134,-0.0,1.0,-0.8373189751206833,-0.4653174897883402,0.0
2018-12-24,-0.35491854752317975,-1.0060212035019025,-0.0,1.0,-0.8376491448413431,-0.49540098260130766,0.0
2018-12-26,-0.35617591102004975,-1.0137567686228597,-0.0,1.0,-0.8116127615981267,-0.47716961803014785,0.0
2018-12-27,-0.2951520073443734,-0.9824864941209702,-0.0,1.0,-0.7489848522297942,-0.504290102750609,0.0
2018-12-28,-0.2888629861184699,-0.9907103246088094,-0.0,1.0,-0.7503090671470454,-0.5023135883578822,0.0
2018-12-31,-0.2924775316679641,-0.9861651687778644,-0.0,1.0,-0.7533790956054066,-0.5062982096100771,0.0
2019-01-02,-0.288825255417683,-0.9861420440485027,-0.0,1.0,-0.7518294622971683,-0.5084314349347757,0.0
2019-01-03,-0.2933403992227522,-0.9840310899134428,-0.0,1.0,-0.7544250132485426,-0.50114820703056,0.0
2019-01-04,-0.2612606282060291,-0.9963811397653012,-0.0,1.0,-0.7451689972595039,-0.5106457733117842,0.0
2019-01-07,-0.24579368362984416,-0.9706592194180113,-0.0,1.0,-0.7404840711625982,-0.4908633291959729,0.0
2019-01-08,-0.24772883688919475,-0.9619752236751549,-0.0,1.0,-0.7433585684790088,-0.48809359944941494,0.0
2019-01-09,-0.24269840723795108,-0.9477450204685405,-0.0,1.0,-0.7476005366541677,-0.5020468540369465,0.0
2019-01-10,-0.24458673276188508,-0.9433371200385554,-0.0,1.0,-0.7535543392199386,-0.5009466763055527,0.0
2019-01-11,-0.24365935803147984,-0.9460787683002267,-0.0,1.0,-0.7511169152519073,-0.4958072719774555,0.0
2019-01-14,-0.24618294360385146,-0.9439133425034388,-0.0,1.0,-0.7503782668500687,-0.49831499312242095,0.0
2019-01-15,-0.24004953730778492,-0.938181567993395,-0.0,1.0,-0.7460524957858887,-0.5158072173105369,0.0
2019-01-16,-0.23009792131936097,-0.9426902594056005,-0.0,1.0,-0.7390826318501976,-0.5239649544751761,0.0
2019-01-17,-0.2408154888143942,-0.9251898474379148,-0.0,1.0,-0.7327084901142505,-0.5219265239105152,0.0
2019-01-18,-0.23735341655490216,-0.9095567247842086,-0.0,1.0,-0.7352728773341587,-0.5567247842085354,0.0
2019-01-22,-0.0,-1.0712936402434758,-0.0,1.0,-0.9355978450989996,-0.4913244245434828,0.0
2019-01-23,-0.0,-1.033067715098115,-0.0,1.0,-0.9547863937936603,-0.5225541475058798,0.0
2019-01-24,-0.0,-1.033916733892182,-0.0,1.0,-0.9494230297078321,-0.5240784258707166,0.0
2019-01-25,-0.0,-1.030460119409388,-0.0,1.0,-1.0604912230524473,-0.48414429230274214,0.0
2019-01-28,-0.0,-1.0230714029422319,-0.0,1.0,-1.0779691424470756,-0.4870470039468963,0.0
2019-01-29,-0.0,-1.012563447208323,-0.0,1.0,-1.079592497930091,-0.5076856618308795,0.0
2019-01-30,-0.0,-1.024883527754704,-0.0,1.0,-1.0943696052584058,-0.4922893567842825,0.0
2019-01-31,-0.0,-1.0326589595375721,-0.0,1.0,-1.0673049132947978,-0.5127528901734104,0.0
2019-02-01,-0.0,-1.0303172653031727,-0.0,1.0,-1.0783045457830456,-0.504842090048421,0.0
2019-02-04,-0.0,-1.0303994216519066,-0.0,1.0,-1.0763780950659678,-0.5079342129043919,0.0
2019-02-05,-0.0,-1.0394222415291052,-0.0,1.0,-1.0725094121054155,-0.5081088908195772,0.0
2019-02-06,-0.0,-1.0231801251220483,-0.0,1.0,-1.073699056160272,-0.5193649875239577,0.0
2019-02-07,-0.0,-1.0310813258467668,-0.0,1.0,-1.086361166455352,-0.5050896576707118,0.0
2019-02-08,-0.0,-1.0326487815460264,-0.0,1.0,-1.0848940632005206,-0.49804758117000514,0.0
2019-02-11,-0.0,-1.0239562191939693,-0.0,1.0,-1.092563061757031,-0.5077196288779356,0.0
2019-02-12,-0.0,-1.0188740999345407,-0.0,1.0,-1.1039711979053022,-0.5137828205687686,0.0
2019-02-13,-0.0,-1.030669719103165,-0.0,1.0,-1.0971692285330135,-0.5060140266724809,0.0
2019-02-14,-0.0,-1.0235876528829353,-0.0,1.0,-1.1073456610366919,-0.509136575422248,0.0
2019-02-15,-0.0,-1.0456897179916929,-0.0,1.0,-1.097209065073235,-0.5006193980907965,0.0
2019-02-19,-0.0,-1.0257671841970988,-0.0,1.0,-1.1182301917049347,-0.5005831328814053,0.0
2019-02-20,-0.0,-1.0405750565569583,-0.0,1.0,-1.1060351747792454,-0.5022257899729986,0.0
2019-02-21,-0.0,-1.0370343289584325,-0.0,1.0,-1.1086900888385185,-0.5101816985339817,0.0
2019-02-22,-0.0,-1.0321023765996342,-0.0,1.0,-1.1145155393053015,-0.509689213893967,0.0
2019-02-25,-0.0,-1.0248999228763451,-0.0,1.0,-1.1274376583789343,-0.5202174152557935,0.0
2019-02-26,-0.0,-1.0273398743247713,-0.0,1.0,-1.1300848859001213,-0.5172895307389851,0.0
2019-02-27,-0.0,-1.0160874687085848,-0.0,1.0,-1.1449344720954204,-0.5203210131055809,0.0
2019-02-28,-0.0,-1.029675127654851,-0.0,1.0,-1.1605491008658329,-0.5098793754162658,0.0
2019-03-01,-0.0,-1.0298143079085593,-0.0,1.0,-1.1659761781460383,-0.5032551601686764,0.0
2019-03-04,-0.0,-1.0366683933989491,-0.0,1.0,-1.158070006660253,-0.5054022052838008,0.0
2019-03-05,-0.0,-1.030562982768865,-0.0,1.0,-1.167409387997623,-0.5156714200831848,0.0
2019-03-06,-0.0,-1.0282553001893588,-0.0,1.0,-1.1709427096870009,-0.5137192291983812,0.0
2019-03-07,-0.0,-1.0244074335101452,-0.0,1.0,-1.1759709188026262,-0.5089951407693164,0.0
2019-03-08,-0.0,-1.0120031410088621,-0.0,1.0,-1.2265639606626033,-0.5007665557342109,0.0
2019-03-11,-0.0,-1.015686866020589,-0.0,1.0,-1.2276481013612883,-0.527583996379954,0.0
2019-03-12,-0.0,-0.9715724806349448,-0.0,1.0,-1.253558209638646,-0.590643721143206,0.0
2019-03-13,-0.0,-0.9847949623713714,-0.0,1.0,-1.2567577945016126,-0.5981032099523882,0.0
2019-03-14,-0.0,-0.9896895362207742,-0.0,1.0,-1.2467228823303946,-0.5964737447297815,0.0
2019-03-15,-0.0,-0.9841716090271894,-0.0,1.0,-1.2490564584456598,-0.6179619502426249,0.0
2019-03-18,-0.0,-1.0061323500873278,-0.0,1.0,-1.2475451193479528,-0.6275567630506501,0.0
2019-03-19,-0.0,-1.0038998518056315,-0.0,1.0,-1.2553232977146869,-0.6406676546291242,0.0
2019-03-20,-0.0,-1.0041404632631539,-0.0,1.0,-1.256513417444631,-0.6454435373618218,0.0
2019-03-21,-0.0,-1.0002736085053159,-0.0,1.0,-1.3042135709818636,-0.6042057535959975,0.0
2019-03-22,-0.0,-1.006264941060094,-0.0,1.0,-1.4758470035446376,-0.6395598054570935,0.0
2019-03-25,-0.0,-0.9023415191319246,-0.0,1.0,-1.5307987272578933,-0.6461613771722282,0.0
2019-03-26,-0.0,-0.9140689089417555,-0.0,1.0,-1.5226825266611979,-0.6649712879409352,0.0
2019-03-27,-0.0,-0.9054475346624006,-0.0,1.0,-1.5304372795143162,-0.6661744195586183,0.0
2019-03-28,-0.0,-0.898111658456486,-0.0,1.0,-1.5247126436781608,-0.6822660098522166,0.0
2019-03-29,-0.0,-0.8866135915955351,-0.0,1.0,-1.5284389363099147,-0.6886490479317137,0.0
2019-04-01,-0.0,-0.8853343214756257,-0.0,1.0,-1.5284090909090908,-0.703516139657444,0.0
2019-04-02,-0.0,-0.8914131058804232,-0.042483392110227176,1.0,-1.5131222832772901,-0.6536537357500205,0.0
2019-04-03,-0.0,-0.891408652860365,-0.041993028501127745,1.0,-1.5168341193356571,-0.6506458888661062,0.0
2019-04-04,-0.0,-0.8898287685295446,-0.037284934094362086,1.0,-1.522317578943046,-0.6568389931425286,0.0
2019-04-05,-0.0,-0.8803355539106834,-0.041574142610412035,1.0,-1.526441319187433,-0.663870384077638,0.0
2019-04-08,-0.0,-0.8745069033530573,-0.04281722550953321,1.0,-1.5276955950032873,-0.6641190006574623,0.0
2019-04-09,-0.0,-0.8545731456326665,-0.0643368733020499,1.0,-1.5482423643698033,-0.6490491479377624,0.0
2019-04-10,-0.0,-0.8253870477598456,-0.08447291692332964,1.0,-1.5486838322861485,-0.6480637345488892,0.0
2019-04-11,-0.0,-0.8168042380189725,-0.09309679273951788,1.0,-1.5516405897088414,-0.6450659110508808,0.0
2019-04-12,-0.0,-0.8125718981101069,-0.08763352506162694,1.0,-1.5582990961380443,-0.6499589153656533,0.0
2019-04-15,-0.0,-0.8174273858921163,-0.09046464812456351,1.0,-1.5408569902633418,-0.6595867055585227,0.0
2019-04-16,-0.0,-0.8178682870750533,-0.10034488421744128,1.0,-1.5335851535555922,-0.6539251108556413,0.0
2019-04-17,-0.0,-0.796698093787311,-0.09617522335213471,1.0,-1.5461731648071144,-0.6780023879122237,0.0
2019-04-18,-0.0,-0.7991764463660695,-0.08799670578546427,1.0,-1.5404158945851347,-0.6902203005970763,0.0
