Date,GTS,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-1.12858841515203,-2.5107015457788346,-0.21037880074740956,-1.8708170545269238,-1.7728044844572788,0.0
2018-09-25,1.0,-1.1287120312234855,-2.506872560665196,-0.21245545562531817,-1.8676395723740031,-1.768963176650263,0.0
2018-09-26,1.0,-1.1527477282561662,-2.5524881003894415,-0.20934660320207701,-1.9133708351363048,-1.826308957161402,0.0
2018-09-27,1.0,-1.1524384980578333,-2.5384548985757447,-0.21113508847647822,-1.9085023737591713,-1.8213206732844196,0.0
2018-09-28,1.0,-1.1526842741239427,-2.537200069048852,-0.21249784222337303,-1.9078197824961158,-1.820904539962023,0.0
2018-10-01,1.0,-1.1669708822251195,-2.550282485875706,-0.21468926553672316,-1.9252498913515863,-1.8346805736636245,0.0
2018-10-02,1.0,-1.1832589090272305,-2.527361877243674,-0.23360476315559056,-1.951055073986516,-1.860432536555468,0.0
2018-10-03,1.0,-1.1804596696670453,-2.5123656383815436,-0.2321069649567421,-1.9507996154854497,-1.8632351656034256,0.0
2018-10-04,1.0,-1.1827459874389392,-2.4993021632937893,-0.23360083740404747,-1.9524598743893928,-1.854937194696441,0.0
2018-10-05,1.0,-1.1454827853999483,-2.4727759081887997,-0.1961342652515316,-1.954008111139874,-1.8604711364224695,0.0
2018-10-08,1.0,-1.1384708007224562,-2.461856024769932,-0.18517244345058914,-1.9585447664917863,-1.8566268168917177,0.0
2018-10-09,1.0,-1.1359958684799447,-2.465226372869685,-0.17619211568256152,-1.964968152866242,-1.8650370115338268,0.0
2018-10-10,1.0,-1.1417981208516506,-2.466080510300836,-0.18058788035514178,-1.9705197827773466,-1.8610464615119386,0.0
2018-10-11,1.0,-0.9906803355079218,-2.530797254935186,-0.0,-1.987799711937643,-1.9632296873676185,0.0
2018-10-12,1.0,-0.9526801011666802,-2.4479889042995837,-0.0,-1.893040711430203,-1.864893530227625,0.0
2018-10-15,1.0,-0.8890916632102861,-2.5827457486520116,-0.0,-1.9167150559933637,-1.9067606802156782,0.0
2018-10-16,1.0,-0.8812078861991515,-2.6095998668995923,-0.0,-1.9188919391065635,-1.9090757840445887,0.0
2018-10-17,1.0,-0.7965613754498201,-2.460455817672931,-0.0,-1.8587764894042385,-1.8809276289484207,0.0
2018-10-18,1.0,-0.7961732447362101,-2.459450804579297,-0.0,-1.865823392842847,-1.8843167080297816,0.0
2018-10-19,1.0,-0.7497058592830811,-2.4092870029021887,-0.0,-1.8341046356576989,-1.8507333908541848,0.0
2018-10-22,1.0,-0.7505295363614969,-2.3930336549776414,-0.0,-1.8427080881776103,-1.8587118537695144,0.0
2018-10-23,1.0,-0.7603111006363423,-2.3971246759368374,-0.0,-1.8401288396574753,-1.858512059077697,0.0
2018-10-24,1.0,-0.7551228703776399,-2.397660359582319,-0.0,-1.8399152076627148,-1.8583653921645598,0.0
2018-10-25,1.0,-0.640478159536877,-2.265619126381475,-0.0,-1.8451244267348321,-1.767009999248177,0.0
2018-10-26,1.0,-0.6002336960490762,-2.1927262104725043,-0.0,-1.8004819981012197,-1.7095596290075221,0.0
2018-10-29,1.0,-0.5463063848332971,-2.2168228372194383,-0.0,-1.7787462773298468,-1.7218711411345975,0.0
2018-10-30,1.0,-0.5326465467208358,-2.2147417295414975,-0.0,-1.7771329077190947,-1.7302669762042948,0.0
2018-10-31,1.0,-0.5597364568081992,-2.1931185944363105,-0.0,-1.8142020497803808,-1.7535871156661786,0.0
2018-11-01,1.0,-0.5280735015312819,-2.2093481114189877,-0.0,-1.8061105439696659,-1.7482864226338046,0.0
2018-11-02,1.0,-0.5454412195836997,-2.2181911462914097,-0.0,-1.8094400469070653,-1.7561565523306946,0.0
2018-11-05,1.0,-0.5422401171303074,-2.2222547584187406,-0.0,-1.8072474377745242,-1.7489019033674964,0.0
2018-11-06,1.0,-0.5444501353625522,-2.2221409233921126,-0.0,-1.804565742298968,-1.7456647398843927,0.0
2018-11-07,1.0,-0.5413956887102668,-2.221556448666423,-0.0,-1.8006576543660944,-1.7436609426379248,0.0
2018-11-08,1.0,-0.4710275005385223,-2.207941408774323,-0.0,-1.7634092051410928,-1.7378473468801607,0.0
2018-11-09,1.0,-0.5496719775070291,-2.394642299281475,-0.0,-1.9585285848172447,-1.907216494845361,0.0
2018-11-12,1.0,-0.540327564894932,-2.3542181705809644,-0.0,-1.9456118665018542,-1.885429542645241,0.0
2018-11-13,1.0,-0.47539868490665854,-2.318040964401783,-0.0,-1.9153503136573196,-1.8492177462021009,0.0
2018-11-14,1.0,-0.47566873205380084,-2.317137675683844,-0.0,-1.9149161251322349,-1.8485718603596795,0.0
2018-11-15,1.0,-0.47056166240024094,-2.313507001957537,-0.0,-1.9132660743863878,-1.8316518596596898,0.0
2018-11-16,1.0,-0.46090287688725307,-2.291820025538947,-0.0,-1.9126417787125367,-1.8460902876887253,0.0
2018-11-19,1.0,-0.46916647842782916,-2.2955349747759954,-0.0,-1.9149160454785028,-1.8498607032602965,0.0
2018-11-20,1.0,-0.3801959619952494,-2.264103325415677,-0.0,-1.905581947743468,-1.8729216152019001,0.0
2018-11-21,1.0,-0.3723450683735816,-2.2262147221414024,-0.0,-1.8709630491707887,-1.8041897003200467,0.0
2018-11-23,1.0,-0.3730055120394546,-2.203800406150276,-0.0,-1.873730780388744,-1.8021467943138962,0.0
2018-11-26,1.0,-0.3723110465116279,-2.2212209302325583,-0.0,-1.8731831395348835,-1.8007267441860466,0.0
2018-11-27,1.0,-0.34513338139870225,-2.2237923576063445,-0.0,-1.8567411679884642,-1.7840663302090844,0.0
2018-11-28,1.0,-0.34523294389153325,-2.227895571902495,-0.0,-1.855329583153036,-1.7834270878407616,0.0
2018-11-29,1.0,-0.2935393258426966,-2.16811797752809,-0.0,-1.8081460674157304,-1.7526685393258428,0.0
2018-11-30,1.0,-0.2950485300323534,-2.1730201153467434,-0.0,-1.8148825432550288,-1.7504571669714446,0.0
2018-12-03,1.0,-0.28968477343090343,-2.177385308190262,-0.0,-1.8173374613003097,-1.7518998029833943,0.0
2018-12-04,1.0,-0.26733160075858675,-2.191964599283557,-0.0,-1.812952166889092,-1.7516330687644868,0.0
2018-12-06,1.0,-0.22995823920038339,-2.063325802697337,-0.0,-1.8439789142192098,-1.7087697679194904,0.0
2018-12-07,1.0,-0.23512088213136087,-2.0638312444353124,-0.0,-1.845079104170947,-1.7048147387165262,0.0
2018-12-10,1.0,-0.16499797050466783,-2.078879718576647,-0.0,-1.8494790961980787,-1.6716276552563927,0.0
2018-12-11,1.0,-0.16674558614624907,-2.0780626395183655,-0.0,-1.8491510518839207,-1.6706351890685247,0.0
2018-12-12,1.0,-0.1649827083474605,-2.0837458466128704,-0.0,-1.85339391062589,-1.678849935580118,0.0
2018-12-13,1.0,-0.16736258470805668,-2.090492162365665,-0.0,-1.8937641180094464,-1.693476623998905,0.0
2018-12-14,1.0,-0.17260236516508307,-2.0750563948321825,-0.0,-1.8969854398796908,-1.6910930343837582,0.0
2018-12-17,1.0,-0.1322179147112834,-2.075154730327144,-0.0,-1.871794871794872,-1.7222335577773245,0.0
2018-12-18,1.0,-0.10879614122060695,-2.042205399611442,-0.0,-1.8445099484156227,-1.703691297648556,0.0
2018-12-19,1.0,-0.09784511784511785,-2.056363636363636,-0.0,-1.8625589225589227,-1.7172390572390575,0.0
2018-12-20,1.0,-0.09339882915012448,-2.031895565574322,-0.0,-1.8885001009353342,-1.7151604871812127,0.0
2018-12-21,1.0,-0.08509041282838621,-2.08085977482088,-0.0,-1.950733538041624,-1.7069941999317637,0.0
2018-12-24,1.0,-0.036290050590219225,-2.0317032040472176,-0.0,-1.9373355817875213,-1.7399662731871839,0.0
2018-12-26,1.0,-0.028687704316498766,-2.053639335512709,-0.0,-1.883848155313897,-1.705450663820135,0.0
2018-12-27,1.0,-0.0,-1.89886736399084,-0.0,-1.662623011697716,-1.62771554125147,0.0
2018-12-28,1.0,-0.0,-1.9003954522985664,-0.0,-1.65731586752348,-1.621230845279288,0.0
2018-12-31,1.0,-0.0,-1.9002100840336134,-0.0,-1.657377656945131,-1.6213544241225903,0.0
2019-01-02,1.0,-0.0,-1.8973900166594682,-0.0,-1.6510766952551368,-1.6217066699574259,0.0
2019-01-03,1.0,-0.0,-1.8949833600394428,-0.0,-1.6578331073585606,-1.6101935165783312,0.0
2019-01-04,1.0,-0.0,-1.8875685557586839,-0.0,-1.6078610603290675,-1.5984156002437537,0.0
2019-01-07,1.0,-0.0,-1.80545229244114,-0.0,-1.5624594323479082,-1.5328376703841387,0.0
2019-01-08,1.0,-0.0,-1.7794757258728102,-0.0,-1.5724697308099211,-1.5255671799694368,0.0
2019-01-09,1.0,-0.0,-1.759976560210958,-0.0,-1.5686492821564606,-1.531321418107237,0.0
2019-01-10,1.0,-0.0,-1.7567172042381312,-0.0,-1.5682257214774924,-1.5288883685535328,0.0
2019-01-11,1.0,-0.0,-1.7533994418383705,-0.0,-1.6063772935098866,-1.5781129386615997,0.0
2019-01-14,1.0,-0.0,-1.753846153846154,-0.0,-1.6104544104544105,-1.5757053757053758,0.0
2019-01-15,1.0,-0.0,-1.7484074537119723,-0.0,-1.6132047389414774,-1.5918318747395368,0.0
2019-01-16,1.0,-0.0,-1.744978010222275,-0.0,-1.6011529775347675,-1.5970521811482232,0.0
2019-01-17,1.0,-0.0,-1.7455237642020103,-0.0,-1.602462673249658,-1.6004996728332639,0.0
2019-01-18,1.0,-0.0,-1.726680220043052,-0.0,-1.6057163358048314,-1.6470342023439366,0.0
2019-01-22,1.0,-0.0,-1.7966615146831528,-0.0,-1.7170324574961358,-1.6686244204018545,0.0
2019-01-23,1.0,-0.0,-1.7674331417145714,-0.0,-1.7609972506873284,-1.720007498125469,0.0
2019-01-24,1.0,-0.0,-1.7633091727068235,-0.0,-1.766933266683329,-1.718195451137216,0.0
2019-01-25,1.0,-0.0,-1.7075277133281774,-0.0,-1.9205336426914152,-1.8168986852281517,0.0
2019-01-28,1.0,-0.0,-1.6767781076545758,-0.0,-1.9597908867948883,-1.8175422744288114,0.0
2019-01-29,1.0,-0.0,-1.6486364223859378,-0.0,-1.9663952436344838,-1.8474861057257337,0.0
