Date,IWF,IWM,MTUM,NOV,SPY,VLUE,VXX
2018-09-24,-0.3800941964111945,-0.8831497411544899,-0.051379860651590045,1.0,-0.7752131096492935,-0.8026157019968081,0.0
2018-09-25,-0.38432181938549004,-0.8811090774562871,-0.05716733517660345,1.0,-0.7731609486350713,-0.7984734608045484,0.0
2018-09-26,-0.38436076171190464,-0.8812648467619455,-0.05728416215584719,1.0,-0.7731220063086569,-0.7981619221932318,0.0
2018-09-27,-0.3848429411077809,-0.8791016309213342,-0.05795803978046787,1.0,-0.7727608890272858,-0.79775018488965,0.0
2018-09-28,-0.38368427198069516,-0.8798894640563578,-0.05857626590900245,1.0,-0.7723893667535905,-0.797571322928424,0.0
2018-10-01,-0.38413637425079783,-0.8792714252354635,-0.05876858410523858,1.0,-0.772437144858722,-0.7973846034093562,0.0
2018-10-02,-0.3897153566826754,-0.8538518605286791,-0.06914997462028034,1.0,-0.7832962398969193,-0.8085588223810081,0.0
2018-10-03,-0.38979607781857956,-0.8420970388311587,-0.06730994608953825,1.0,-0.7893194780842254,-0.8180717243534652,0.0
2018-10-04,-0.39191879757954323,-0.8373999609603748,-0.06804606675775914,1.0,-0.7916064805777865,-0.8149912160843257,0.0
2018-10-05,-0.3736031882472454,-0.8314448698913808,-0.04688598890364929,1.0,-0.8140189106821911,-0.8411737125888881,0.0
2018-10-08,-0.37214202106905975,-0.8293406164650801,-0.04494732735076083,1.0,-0.8147093250097542,-0.8404994147483419,0.0
2018-10-09,-0.37310229091051006,-0.8296842680404324,-0.0467938961089646,1.0,-0.8139952386527729,-0.8391289076220583,0.0
2018-10-10,-0.3818945550190398,-0.8328818749263925,-0.05248694696345149,1.0,-0.8232638479959172,-0.8351587955874848,0.0
2018-10-11,-0.3486960863386719,-0.8226370165533664,-0.012520643699350924,1.0,-0.8148788262856704,-0.8419556784575796,0.0
2018-10-12,-0.3521602245571445,-0.8129196221977772,-0.006410499563782575,1.0,-0.7984675492167053,-0.8232371126199599,0.0
2018-10-15,-0.3244451177941065,-0.8420952958109235,-0.0,1.0,-0.7949776532080903,-0.8261116582077116,0.0
2018-10-16,-0.3188949522510232,-0.8522055479763528,-0.0,1.0,-0.7936941033803243,-0.8247688343186297,0.0
2018-10-17,-0.2935163769305379,-0.8079907483399239,-0.0,1.0,-0.790867716182944,-0.8381705588301126,0.0
2018-10-18,-0.29539335925815136,-0.8137900089739755,-0.0,1.0,-0.7900089739754711,-0.8399267125336524,0.0
2018-10-19,-0.28155772732339934,-0.8045408940581918,-0.0,1.0,-0.7903087956597674,-0.8395451674036638,0.0
2018-10-22,-0.2822322954596121,-0.8034108642342276,-0.0,1.0,-0.7903693245151222,-0.8395258973025193,0.0
2018-10-23,-0.2836181277860327,-0.8032689450222882,-0.0,1.0,-0.7890416047548291,-0.8387444279346211,0.0
2018-10-24,-0.2843467205145464,-0.8174033355769951,-0.0,1.0,-0.7951910851843542,-0.8424949517612744,0.0
2018-10-25,-0.255615012194678,-0.7766735830512176,-0.0,1.0,-0.7922536493029012,-0.8156237486804266,0.0
2018-10-26,-0.23359428550813524,-0.7638442945272196,-0.0,1.0,-0.8030592734225621,-0.8071358995634764,0.0
2018-10-29,-0.22459777561818375,-0.7650361731994384,-0.0,1.0,-0.8010653997048555,-0.8085879854587337,0.0
2018-10-30,-0.23456433929601844,-0.7669143104443161,-0.0,1.0,-0.8025100980957875,-0.8024740334679746,0.0
2018-10-31,-0.23423488836449446,-0.7798874568887276,-0.0,1.0,-0.8078054093301871,-0.8084588854601562,0.0
2018-11-01,-0.20820166357923797,-0.8034942428535106,-0.0,1.0,-0.809269550688315,-0.8113036213722713,0.0
2018-11-02,-0.21876584341276165,-0.7644310856811762,-0.0,1.0,-0.8291808502933296,-0.8089737089881944,0.0
2018-11-05,-0.2180666183924692,-0.7660028964518465,-0.0,1.0,-0.829145546705286,-0.8073859522085446,0.0
2018-11-06,-0.21796125294224153,-0.7655621944595328,-0.0,1.0,-0.8295491580662684,-0.8081115335868188,0.0
2018-11-07,-0.217501447596989,-0.7653083381586566,-0.0,1.0,-0.8285683265778806,-0.8076505500868558,0.0
2018-11-08,-0.17304492512479203,-0.7835853287998263,-0.0,1.0,-0.827859364826738,-0.832670187368878,0.0
2018-11-09,-0.17443249701314217,-0.7845479888490641,-0.0,1.0,-0.8278121718981933,-0.8336410702002099,0.0
2018-11-12,-0.17327660801845976,-0.7690366310931641,-0.0,1.0,-0.8326362849725988,-0.8305090856648399,0.0
2018-11-13,-0.15432275624955233,-0.7643435284005443,-0.0,1.0,-0.8339302342239094,-0.8288088245827662,0.0
2018-11-14,-0.152197445334488,-0.7758172764667677,-0.0,1.0,-0.8423179620408459,-0.8379519376488417,0.0
2018-11-15,-0.15092232310131143,-0.7760844502089639,-0.0,1.0,-0.8445741461305664,-0.8312797233030697,0.0
2018-11-16,-0.15122056599697561,-0.7743933174911788,-0.0,1.0,-0.8435947288831281,-0.8313170591200404,0.0
2018-11-19,-0.15149769585253456,-0.7742295506912442,-0.0,1.0,-0.8433539746543779,-0.8311851958525345,0.0
2018-11-20,-0.12561788093702986,-0.7677484060462785,-0.0,1.0,-0.845798409628197,-0.8427537789239917,0.0
2018-11-21,-0.12610690280593193,-0.7614424410540915,-0.0,1.0,-0.8430242896262314,-0.8257406024396317,0.0
2018-11-23,-0.12621462893753338,-0.7650115678946433,-0.0,1.0,-0.8422495105890729,-0.8258764904787329,0.0
2018-11-26,-0.12747723620782003,-0.7627209426888055,-0.0,1.0,-0.8487055882878057,-0.831851455097304,0.0
2018-11-27,-0.1199431212228937,-0.7634198364735159,-0.0,1.0,-0.8442232492001422,-0.8273373622467117,0.0
2018-11-28,-0.11961739501475663,-0.7672367812822245,-0.0,1.0,-0.842548803470469,-0.8264054332752552,0.0
2018-11-29,-0.09329579447474924,-0.755586837937709,-0.0,1.0,-0.8394861868731304,-0.8309343656519443,0.0
2018-11-30,-0.09352011544824189,-0.7564323677448875,-0.0,1.0,-0.8415402484953012,-0.8282707402062582,0.0
2018-12-03,-0.08868577075098814,-0.7626693958215697,-0.0,1.0,-0.8463085827216262,-0.8314158667419537,0.0
2018-12-04,-0.08543634569293669,-0.7630410263640207,-0.0,1.0,-0.8453052305089523,-0.8307838714225292,0.0
2018-12-06,-0.0750997660657768,-0.7086142837484519,-0.0,1.0,-0.8472547130865556,-0.8092748039080776,0.0
2018-12-07,-0.058702976831428666,-0.7214213762200842,-0.0,1.0,-0.8614401333842788,-0.8320191739900656,0.0
2018-12-10,-0.030387500860348266,-0.726374836533829,-0.0,1.0,-0.8656824282469543,-0.8189138963452406,0.0
2018-12-11,-0.0193833206870387,-0.732841277505691,-0.0,1.0,-0.8646616541353384,-0.8321376836586881,0.0
2018-12-12,-0.013412091730368312,-0.7427032661570535,-0.0,1.0,-0.8718554551772063,-0.8466296038915914,0.0
2018-12-13,-0.013644412040412458,-0.7402701107523522,-0.0,1.0,-0.8728604659236886,-0.8450508627573516,0.0
