Date,IWF,IWM,MTUM,SPY,VLUE,VXX,XPEL
2020-02-27,-2.595127194553923,-2.5523109996417057,-5.251881046219992,-4.134897886062343,-2.380508778215693,0.0,1.0
2020-02-28,-2.115487211674251,-2.5281656990428374,-4.512631413776872,-3.44876824101679,-2.0859877608661543,0.0,1.0
2020-03-02,-2.2172952501183527,-2.4336436799747516,-4.516963863026669,-3.5104939245699858,-2.1019409815370054,0.0,1.0
2020-03-03,-2.083412023921939,-2.862763613471829,-4.234025810513063,-3.436418004406673,-2.1214982688070507,0.0,1.0
2020-03-04,-1.8455505279034692,-2.8987933634992458,-4.2339366515837105,-3.2220211161387633,-1.8823529411764706,0.0,1.0
2020-03-05,-1.5865608320788287,-2.9485424934993842,-3.6538935267551667,-2.832078828520597,-1.6642945121116737,0.0,1.0
2020-03-06,-1.4333888960123091,-2.767534299269137,-3.5075009616617514,-2.6062315681497625,-1.5075009616617514,0.0,1.0
2020-03-09,-1.4025498611461753,-2.6978035849532946,-3.4948245392577633,-2.5682908356475638,-1.4596061600605907,0.0,1.0
2020-03-10,-1.4933395435491383,-1.4286911970190965,-2.5905915230554264,-1.8836516068933395,-0.91914299021891,0.0,1.0
2020-03-11,-1.2517674089784376,-1.628048780487805,-2.53852951572994,-1.676122304701308,-0.7424885118416401,0.0,1.0
2020-03-12,-1.2307377049180328,-1.3261475409836065,-2.354262295081967,-1.6118032786885248,-0.6737704918032786,0.0,1.0
2020-03-13,-1.2314673687127615,-0.890189829569073,-2.034086185395594,-1.416793681585146,-0.3555493972564778,0.0,1.0
2020-03-16,-1.0122193077858102,-1.1882797005949715,-1.920478536242083,-1.269592476489028,-0.006909346810824643,0.0,1.0
2020-03-17,-1.0861220472440944,-0.8488558070866141,-1.4812376968503935,-1.4688115157480315,-0.26654773622047245,0.0,1.0
2020-03-18,-1.0285226000353584,-0.8763627791855737,-1.2960693028463668,-1.4207083505215392,-0.2714361482703754,0.0,1.0
2020-03-19,-1.0166448900755554,-0.7428847355564393,-1.2440493097767427,-1.3973754473669262,-0.2798386638641141,0.0,1.0
2020-03-20,-1.042307469096396,-0.8715686843479776,-1.2361441587835877,-1.422204166908479,-0.2312111891358598,0.0,1.0
2020-03-23,-1.0183439345751932,-0.9120854157201272,-1.145899591094957,-1.381133575647433,-0.22171740118128125,0.0,1.0
2020-03-24,-1.0164754005226677,-0.9109192137257129,-1.1433359845472106,-1.3664924440404498,-0.24389273946142484,0.0,1.0
2020-03-25,-0.9780823350944186,-0.8675001307736568,-0.9083015117434743,-1.3018256002510855,-0.17523670031908772,0.0,1.0
2020-03-26,-0.9790403512439892,-0.866872255906335,-0.9050282249634122,-1.299027806815806,-0.17692870583315912,0.0,1.0
2020-03-27,-0.9612831297825977,-0.8334262403081133,-0.8433588405209548,-1.2862717275629656,-0.14331323164242638,0.0,1.0
2020-03-30,-0.9408799959679452,-0.8182047275842952,-0.8777783377853939,-1.29292878383146,-0.11027669976311678,0.0,1.0
2020-03-31,-0.9226955377921683,-0.858696751998381,-0.8772639886674086,-1.2836183345138117,-0.11686734797126377,0.0,1.0
2020-04-01,-0.9273158904939893,-0.8790281846651177,-0.8488231134458026,-1.2843216486513789,-0.11152641680977876,0.0,1.0
2020-04-02,-0.9455907152068247,-0.7957543894454916,-0.8335482591012796,-1.3005654200972128,-0.08431703204047218,0.0,1.0
2020-04-03,-0.9396969997029408,-0.8076542231904149,-0.8351817011585306,-1.280027725517378,-0.08837508664224182,0.0,1.0
2020-04-06,-0.938895475202529,-0.7957913455838767,-0.8324441809918988,-1.2792926299150364,-0.09331159849832049,0.0,1.0
2020-04-07,-0.8881644696140484,-0.7376861942606958,-0.7958882596487888,-1.2635035454242611,-0.07371627087993148,0.0,1.0
2020-04-08,-0.8872288464301107,-0.7446248144423694,-0.7817363405640952,-1.2734760331370014,-0.10151798113297898,0.0,1.0
2020-04-09,-0.8867023309132595,-0.738440962934658,-0.7819067634696218,-1.2727837218188767,-0.09662781811234239,0.0,1.0
2020-04-13,-0.9213950818103531,-0.6591713711606545,-0.8108314993780499,-1.2849009664146969,-0.10793225528657545,0.0,1.0
2020-04-14,-0.9202163300469035,-0.663061165884943,-0.8081745955776779,-1.284531444433809,-0.11007944864554418,0.0,1.0
2020-04-15,-0.8815495169656878,-0.6861466711083615,-0.7737115119211916,-1.2848236805786892,-0.13277494884119354,0.0,1.0
2020-04-16,-0.8892002279635259,-0.6735847264437691,-0.7788278875379939,-1.2911284194528876,-0.11649886018237082,0.0,1.0
2020-04-17,-0.8876596552870235,-0.6751341341816629,-0.776696263235364,-1.2904420492854092,-0.118133042115759,0.0,1.0
2020-04-20,-0.9034012961824117,-0.6459624390936185,-0.7910497185297318,-1.2863900846776102,-0.10378920478735987,0.0,1.0
2020-04-21,-0.9071587836235115,-0.643104511599222,-0.7901228711039423,-1.3017220930784195,-0.10190236728497556,0.0,1.0
2020-04-22,-0.9001653673517599,-0.6475785494920859,-0.7801559177888022,-1.3071107961256792,-0.08981809591306401,0.0,1.0
2020-04-23,-0.892454875347566,-0.6520571186201047,-0.7737876431500071,-1.305292426598803,-0.08916537065837221,0.0,1.0
2020-04-24,-0.8910470982037623,-0.6569232945169958,-0.772005091697704,-1.304464664560841,-0.09014190750082506,0.0,1.0
2020-04-27,-0.8892082940622055,-0.6515080113100848,-0.7731856738925542,-1.3083883129123468,-0.09024505183788879,0.0,1.0
2020-04-28,-0.8883490566037736,-0.6571226415094339,-0.7723584905660378,-1.3126415094339625,-0.08655660377358491,0.0,1.0
2020-04-29,-0.8636901661853131,-0.6895506841532124,-0.7546991146252544,-1.3101178921452583,-0.11661379669523222,0.0,1.0
2020-04-30,-0.8650546757164405,-0.6457861990950227,-0.7698435143288085,-1.3297982654600302,-0.10289404223227752,0.0,1.0
2020-05-01,-0.869104273665363,-0.6410026857654432,-0.770107901804646,-1.3336003392545823,-0.09805399802101493,0.0,1.0
2020-05-04,-0.8711236218625381,-0.62678864649308,-0.7746188130424584,-1.3460473844710297,-0.07300023457658925,0.0,1.0
2020-05-05,-0.8729167644711515,-0.6275292239800949,-0.7785080512651988,-1.3456645227923572,-0.0699967137693066,0.0,1.0
2020-05-06,-0.8681788297172913,-0.6283929745468207,-0.7687141917911149,-1.3493002723771956,-0.0815722738799662,0.0,1.0
2020-05-07,-0.8684136376444069,-0.6283929745468207,-0.7688550765473843,-1.3493472339626185,-0.08114961961115807,0.0,1.0
2020-05-08,-0.8654487390222139,-0.624900201944301,-0.7772977034706241,-1.3481895458601418,-0.08058986521392007,0.0,1.0
2020-05-11,-0.868283984796584,-0.618225329641969,-0.7795973910187228,-1.353057106658533,-0.07324855708319647,0.0,1.0
