Date,CLH,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.4096932161889673,-0.9576551922799941,-0.057215900907388734,-0.6158000864179749,-0.5603845599884775,0.0
2018-09-25,1.0,-0.4136316149717209,-0.9557260708238768,-0.06261032457941568,-0.6138909903094492,-0.5565402211895241,0.0
2018-09-26,1.0,-0.42136401582519695,-0.968531087800806,-0.07066894123625278,-0.6187434212914232,-0.550324852092483,0.0
2018-09-27,1.0,-0.4209072404768828,-0.9727755161384123,-0.06996946786856645,-0.61972957255016,-0.5513957545798198,0.0
2018-09-28,1.0,-0.4202951224830995,-0.9728501853601803,-0.07047321363669405,-0.6195391437086574,-0.5513556734753217,0.0
2018-10-01,1.0,-0.4199120031998837,-0.9740373077342643,-0.07094287480455257,-0.6194683829678922,-0.5518708410603251,0.0
2018-10-02,1.0,-0.41989814477992005,-0.9771553292106222,-0.07049836304110586,-0.6188432157148054,-0.5512913786831575,0.0
2018-10-03,1.0,-0.4199039720646006,-0.9762840098937874,-0.07074785392114069,-0.6189073184926523,-0.5515786410592172,0.0
2018-10-04,1.0,-0.4209837495910132,-0.973206820082161,-0.07132729850583487,-0.6200239938924638,-0.5498963900098157,0.0
2018-10-05,1.0,-0.4125018108068956,-0.9707373605678691,-0.061132840793857744,-0.6236056786904245,-0.5536361002462699,0.0
2018-10-08,1.0,-0.4111702705639465,-0.9688507370784889,-0.054945850990619,-0.6317505161360426,-0.5552537216125176,0.0
2018-10-09,1.0,-0.4097808368049266,-0.9696069552617279,-0.05107770331461691,-0.6339069009237457,-0.5581235283463141,0.0
2018-10-10,1.0,-0.40965077524996374,-0.9701492537313432,-0.050499927546732354,-0.6340385451383858,-0.5583611070859296,0.0
2018-10-11,1.0,-0.366796998837578,-0.9687555038923527,-0.0,-0.6206277079150376,-0.56631089506499,0.0
2018-10-12,1.0,-0.3658511083228774,-0.964345462149728,-0.0,-0.6060574376132719,-0.5490380593893768,0.0
2018-10-15,1.0,-0.3443192879988875,-0.9834863023223472,-0.0,-0.6007509386733417,-0.5480114031428174,0.0
2018-10-16,1.0,-0.33918820214949047,-0.9925567806337172,-0.0,-0.5995617543737609,-0.546833153629439,0.0
2018-10-17,1.0,-0.3157696392476618,-0.9525163589023262,-0.0,-0.5976223919969852,-0.5600397409983213,0.0
2018-10-18,1.0,-0.31580209689577193,-0.9530596861508943,-0.0,-0.5973754539847872,-0.5600630439251696,0.0
2018-10-19,1.0,-0.29791071185517903,-0.9428678372124678,-0.0,-0.6014019327616715,-0.5605689397032803,0.0
2018-10-22,1.0,-0.29819369323400347,-0.9399598598496445,-0.0,-0.6021702894853217,-0.5613838146749669,0.0
2018-10-23,1.0,-0.2992551780430568,-0.9398360711492023,-0.0,-0.6011631466176921,-0.5607931163486719,0.0
2018-10-24,1.0,-0.2992284582821248,-0.948893895944285,-0.0,-0.603987436842824,-0.5617574764440803,0.0
2018-10-25,1.0,-0.2621967386981307,-0.904911838790932,-0.0,-0.6163993106191171,-0.5308232798621239,0.0
2018-10-26,1.0,-0.23526683671779242,-0.9009507403849338,-0.0,-0.6448139927783482,-0.5316526981813363,0.0
2018-10-29,1.0,-0.21281577732339557,-0.9125057713871116,-0.0,-0.635149396477805,-0.5374645471934569,0.0
2018-10-30,1.0,-0.20555170935944353,-0.9125045330168463,-0.0,-0.6353806085781163,-0.5433356410510006,0.0
2018-10-31,1.0,-0.2081341279717074,-0.896653349924684,-0.0,-0.6318357456283975,-0.5379854607374419,0.0
2018-11-01,1.0,-0.25879048360350604,-0.8950218281498528,-0.0,-0.6648617550509324,-0.5655352126975532,0.0
2018-11-02,1.0,-0.28869692942575365,-0.8619640484017626,-0.0,-0.7468350003497236,-0.5997412044484857,0.0
2018-11-05,1.0,-0.2839553674490189,-0.8760712162020359,-0.0,-0.7484347126517192,-0.5893525481828675,0.0
2018-11-06,1.0,-0.292298532553497,-0.8841802962911078,-0.0,-0.7440899380100164,-0.5816901901726613,0.0
2018-11-07,1.0,-0.29177895215763133,-0.8838763867987262,-0.0,-0.7430091344976026,-0.5811430371329578,0.0
2018-11-08,1.0,-0.2778318276580959,-0.8813064628214037,-0.0,-0.7355107713690063,-0.5799861014593468,0.0
2018-11-09,1.0,-0.27966721203049394,-0.8831412956452117,-0.0,-0.7361367354753366,-0.5821352734361401,0.0
2018-11-12,1.0,-0.2798291013928932,-0.8623085206155129,-0.0,-0.7501476258293099,-0.5812636770988919,0.0
2018-11-13,1.0,-0.2520750817978302,-0.8597554675391769,-0.0,-0.7553297744101947,-0.5769244015842948,0.0
2018-11-14,1.0,-0.2512670229270816,-0.8616445440441304,-0.0,-0.7563868298569213,-0.5783830374073435,0.0
2018-11-15,1.0,-0.25030138118692524,-0.8616402025281577,-0.0,-0.7568973237350601,-0.575551958116626,0.0
2018-11-16,1.0,-0.24847110561396277,-0.8551844980416409,-0.0,-0.7546897546897547,-0.5773723630866489,0.0
2018-11-19,1.0,-0.24566473988439308,-0.8576933663638866,-0.0,-0.757982383704927,-0.5793421414808698,0.0
2018-11-20,1.0,-0.18687995606055405,-0.8531118052933301,-0.0,-0.7742267687343379,-0.6185163571453092,0.0
2018-11-21,1.0,-0.1843439534087016,-0.8527235354573484,-0.0,-0.7743405275779377,-0.6144570058239123,0.0
2018-11-23,1.0,-0.1855754755713699,-0.8415218283837417,-0.0,-0.7787395648008759,-0.615505679485425,0.0
2018-11-26,1.0,-0.18519151846785226,-0.8428864569083448,-0.0,-0.7775649794801642,-0.6143296853625172,0.0
2018-11-27,1.0,-0.1774352693001259,-0.8439658398829574,-0.0,-0.7723792997856486,-0.6086216869109592,0.0
2018-11-28,1.0,-0.1783539178660134,-0.8416181824368003,-0.0,-0.7731958762886598,-0.6092341192882175,0.0
2018-11-29,1.0,-0.1364496082139962,-0.8339637935693056,-0.0,-0.7803296406376654,-0.6266887327749256,0.0
2018-11-30,1.0,-0.13566310666486414,-0.8346964985805057,-0.0,-0.7807219142895769,-0.6286670271731783,0.0
2018-12-03,1.0,-0.13490964364127683,-0.8345211957439622,-0.0,-0.7802398243539943,-0.6281709170748184,0.0
2018-12-04,1.0,-0.12852379508942102,-0.8365497962345492,-0.0,-0.7769694520224985,-0.6259809369842713,0.0
2018-12-06,1.0,-0.12040078843626807,-0.7917214191852825,-0.0,-0.7721747700394218,-0.6008541392904073,0.0
2018-12-07,1.0,-0.10496613995485328,-0.8048067985659274,-0.0,-0.7866817155756207,-0.6231576151905457,0.0
2018-12-10,1.0,-0.09396150417643369,-0.8049126745683252,-0.0,-0.7863250685067186,-0.6162963452078313,0.0
2018-12-11,1.0,-0.06262368765303726,-0.8326233522288934,-0.0,-0.7963975446952671,-0.6625968537215309,0.0
2018-12-12,1.0,-0.06432022547309085,-0.832505703932358,-0.0,-0.7971748758555898,-0.6612870755603274,0.0
2018-12-13,1.0,-0.06435394670688788,-0.8292944528238646,-0.0,-0.7986592927769398,-0.6594938830232947,0.0
2018-12-14,1.0,-0.07008312106180453,-0.8138155248692854,-0.0,-0.8078830942485588,-0.6598404611878267,0.0
2018-12-17,1.0,-0.05321670617300437,-0.8139084565819784,-0.0,-0.796214068707642,-0.6752245184121791,0.0
2018-12-18,1.0,-0.04715977118531329,-0.8097312757749102,-0.0,-0.794499135293335,-0.6744046827191699,0.0
2018-12-19,1.0,-0.04296601990215329,-0.8116284487636036,-0.0,-0.7974839418244749,-0.6760741504975537,0.0
2018-12-20,1.0,-0.04290210369388769,-0.801888355143283,-0.0,-0.7972171608414775,-0.6708961404671194,0.0
2018-12-21,1.0,-0.03884136473230505,-0.8015985731743568,-0.0,-0.7978663672094329,-0.6645308319846749,0.0
2018-12-24,1.0,-0.0335630213313112,-0.7992482938247997,-0.0,-0.7979295110612904,-0.6662160825558009,0.0
2018-12-26,1.0,-0.032668410725964686,-0.8025179856115107,-0.0,-0.7803793328973184,-0.6545454545454545,0.0
2018-12-27,1.0,-0.0,-0.7703981826213163,-0.0,-0.7205464756736291,-0.6642582192213037,0.0
2018-12-28,1.0,-0.0,-0.7741650635466272,-0.0,-0.7185657068970955,-0.660947995837144,0.0
2018-12-31,1.0,-0.0,-0.7748202346411002,-0.0,-0.7182729910432699,-0.6606850006307557,0.0
2019-01-02,1.0,-0.0,-0.7758871069579493,-0.0,-0.7200088394999369,-0.6610683167066549,0.0
2019-01-03,1.0,-0.0,-0.7753550015777848,-0.0,-0.7231618807194699,-0.657021142316188,0.0
2019-01-04,1.0,-0.0,-0.7821729294960412,-0.0,-0.6967135855221818,-0.6630011310795526,0.0
2019-01-07,1.0,-0.0,-0.7553854700327141,-0.0,-0.6872723905931734,-0.6435405221899884,0.0
2019-01-08,1.0,-0.0,-0.748413334154908,-0.0,-0.6908004190030194,-0.6416908004190031,0.0
2019-01-09,1.0,-0.0,-0.7459589273068752,-0.0,-0.6903229779241971,-0.6426306228640044,0.0
2019-01-10,1.0,-0.0,-0.7531700377311807,-0.0,-0.6911300797921692,-0.6484196202140162,0.0
2019-01-11,1.0,-0.0,-0.7485065156158108,-0.0,-0.6933172377503327,-0.6534806698238771,0.0
2019-01-14,1.0,-0.0,-0.7477226250232385,-0.0,-0.6937782735328747,-0.6569994422755159,0.0
2019-01-15,1.0,-0.0,-0.7440808231064832,-0.0,-0.6942791620180984,-0.6606545184083302,0.0
2019-01-16,1.0,-0.0,-0.7440772970796817,-0.0,-0.6883961475333684,-0.6643646836579853,0.0
2019-01-17,1.0,-0.0,-0.7420593152126804,-0.0,-0.6895548263265433,-0.6641694012754629,0.0
2019-01-18,1.0,-0.0,-0.7390464920748606,-0.0,-0.693924578831003,-0.6810326036184722,0.0
2019-01-22,1.0,-0.0,-0.7620766502401206,-0.0,-0.7162497253523338,-0.6605040961737657,0.0
2019-01-23,1.0,-0.0,-0.7334591788579519,-0.0,-0.7271983640081799,-0.6854805725971369,0.0
2019-01-24,1.0,-0.0,-0.7349102003585695,-0.0,-0.7240587550718711,-0.6863775044821188,0.0
2019-01-25,1.0,-0.0,-0.7039528477160613,-0.0,-0.7850599013389711,-0.7142674098276636,0.0
2019-01-28,1.0,-0.0,-0.6813176259683719,-0.0,-0.8137524809526858,-0.7061591651194059,0.0
2019-01-29,1.0,-0.0,-0.6743058899053122,-0.0,-0.8210239126945916,-0.7144599582731505,0.0
2019-01-30,1.0,-0.0,-0.6711122537519684,-0.0,-0.8192949191760132,-0.7232702381334962,0.0
2019-01-31,1.0,-0.0,-0.6690815835871132,-0.0,-0.8089116845648341,-0.7276486616444943,0.0
2019-02-01,1.0,-0.0,-0.666324270535743,-0.0,-0.8187654479504383,-0.7248740089236992,0.0
2019-02-04,1.0,-0.0,-0.6607263053302991,-0.0,-0.8231994615212026,-0.7213051700375012,0.0
2019-02-05,1.0,-0.0,-0.6607137131681041,-0.0,-0.8170188207380807,-0.7285260829138478,0.0
2019-02-06,1.0,-0.0,-0.6618679662701593,-0.0,-0.813043060053224,-0.7313475904966494,0.0
2019-02-07,1.0,-0.0,-0.6563759677522554,-0.0,-0.821965576812336,-0.7208394650969351,0.0
2019-02-08,1.0,-0.0,-0.647234534592407,-0.0,-0.8297038607310335,-0.7349842615789812,0.0
2019-02-11,1.0,-0.0,-0.6332389289392378,-0.0,-0.8385684860968075,-0.746556385169928,0.0
2019-02-12,1.0,-0.0,-0.637450841338405,-0.0,-0.8400812326735865,-0.7459867191025723,0.0
2019-02-13,1.0,-0.0,-0.6532533694460566,-0.0,-0.8332688463274649,-0.7377958341394208,0.0
2019-02-14,1.0,-0.0,-0.6720549087526861,-0.0,-0.8171846435100548,-0.7180474037012091,0.0
2019-02-15,1.0,-0.0,-0.6628238383450219,-0.0,-0.8194511160213918,-0.7200819803375285,0.0
2019-02-19,1.0,-0.0,-0.6527728943583186,-0.0,-0.8264343934793031,-0.7172127217516381,0.0
2019-02-20,1.0,-0.0,-0.6513277729843735,-0.0,-0.8280126545872879,-0.7162624229060813,0.0
2019-02-21,1.0,-0.0,-0.6424395386728858,-0.0,-0.830580492636018,-0.7217660777610939,0.0
2019-02-22,1.0,-0.0,-0.6466626232961982,-0.0,-0.8285823730328472,-0.7168895840648642,0.0
2019-02-25,1.0,-0.0,-0.6383593298671287,-0.0,-0.8409397265549777,-0.7301495603055395,0.0
2019-02-26,1.0,-0.0,-0.6389049361319725,-0.0,-0.8429937736696835,-0.7275499069259901,0.0
2019-02-27,1.0,-0.0,-0.6317224128531572,-0.0,-0.8421575858640926,-0.7329955424429978,0.0
2019-02-28,1.0,-0.0,-0.7500269716258496,-0.0,-1.0672492537850182,-0.778976516704427,0.0
2019-03-01,1.0,-0.0,-0.7342629908341953,-0.0,-1.0694389956845824,-0.7627590142301794,0.0
2019-03-04,1.0,-0.0,-0.7277259454454811,-0.0,-1.0725375685492486,-0.7607364147852717,0.0
2019-03-05,1.0,-0.0,-0.7140513552068475,-0.0,-1.0869115549215407,-0.7654065620542083,0.0
2019-03-06,1.0,-0.0,-0.7153508615461454,-0.0,-1.0853340943954908,-0.7667939067461025,0.0
2019-03-07,1.0,-0.0,-0.6912455516014234,-0.0,-1.115409252669039,-0.7520284697508897,0.0
2019-03-08,1.0,-0.0,-0.6854086868540868,-0.0,-1.163438606634386,-0.7646527426465274,0.0
2019-03-11,1.0,-0.0,-0.6831864233202883,-0.0,-1.171829852602319,-0.8024578471892031,0.0
2019-03-12,1.0,-0.0,-0.6333678526518234,-0.0,-1.1987942895184553,-0.8662992824913085,0.0
2019-03-13,1.0,-0.0,-0.6481336757098731,-0.0,-1.204644412191582,-0.8687060399687395,0.0
2019-03-14,1.0,-0.0,-0.6498679659314911,-0.0,-1.2022910700338454,-0.8671104994978985,0.0
2019-03-15,1.0,-0.0,-0.6391325445112165,-0.0,-1.20969728640215,-0.8837669366578329,0.0
2019-03-18,1.0,-0.0,-0.6623980054397098,-0.0,-1.2209504381988516,-0.8941900876397703,0.0
2019-03-19,1.0,-0.0,-0.6648464163822526,-0.0,-1.2191505498672734,-0.9082290481607888,0.0
2019-03-20,1.0,-0.0,-0.6676678579575698,-0.0,-1.2159911793779943,-0.918371226522698,0.0
2019-03-21,1.0,-0.0,-0.6674648422652983,-0.0,-1.2405549220828582,-0.8928164196123147,0.0
