Date,IWF,IWM,MTUM,NQP,SPY,VLUE,VXX
2018-11-06,-0.042294892200839235,-0.15939806106207494,-0.0,1.0,-0.13892345536101866,-0.10635219215743016,0.0
2018-11-07,-0.04201316074915033,-0.15956323667654929,-0.0,1.0,-0.13839033914238194,-0.1062694337985393,0.0
2018-11-08,-0.038939710437225376,-0.1589137794424836,-0.0,1.0,-0.13661312396456096,-0.1061442051429806,0.0
2018-11-09,-0.038740257307919496,-0.15893734422497874,-0.0,1.0,-0.13689472850124618,-0.1061359150566913,0.0
2018-11-12,-0.03867197036058417,-0.1539124316096328,-0.0,1.0,-0.13846087568390367,-0.10497293105676579,0.0
2018-11-13,-0.032372360407536,-0.15091923273948432,-0.0,1.0,-0.1374722522625078,-0.10219705162502132,0.0
2018-11-14,-0.033709307133995926,-0.150978910293887,-0.0,1.0,-0.13874431404982246,-0.10251108671163142,0.0
2018-11-15,-0.0335347604252772,-0.15081378445400906,-0.0,1.0,-0.13858563976854887,-0.1022575036342388,0.0
2018-11-16,-0.033003488289314445,-0.14932725848935716,-0.0,1.0,-0.1383355876699651,-0.10312522246743075,0.0
2018-11-19,-0.036451866124313136,-0.14954684935417112,-0.0,1.0,-0.1376864340255477,-0.10356097909084422,0.0
2018-11-20,-0.025881151030137918,-0.14633350360406377,-0.0,1.0,-0.13820307622453032,-0.1085050229865486,0.0
2018-11-21,-0.028689678472886986,-0.14354693394898363,-0.0,1.0,-0.13678979672278846,-0.0986964356101132,0.0
2018-11-23,-0.02923096400286964,-0.13874157745924123,-0.0,1.0,-0.13924798492031115,-0.09946686547848471,0.0
2018-11-26,-0.028743070992430852,-0.1418019640395059,-0.0,1.0,-0.1381440108050311,-0.09821604434564844,0.0
2018-11-27,-0.026849307386013124,-0.14204194941394202,-0.0,1.0,-0.13655992372833828,-0.0966014244854467,0.0
2018-11-28,-0.02699481138690226,-0.14174730051886134,-0.0,1.0,-0.13679708315804234,-0.09678866919085682,0.0
2018-11-29,-0.02024031893835903,-0.13897794753129442,-0.0,1.0,-0.13635730017563913,-0.09837185313223117,0.0
2018-11-30,-0.020620858039762817,-0.13988140913847227,-0.0,1.0,-0.13816532961283573,-0.0965190094175096,0.0
2018-12-03,-0.020378842827651622,-0.1399179824806115,-0.0,1.0,-0.13810466997712437,-0.09644032807007755,0.0
2018-12-04,-0.019286738800462323,-0.14010388380610214,-0.0,1.0,-0.13727701884112462,-0.09586275083204522,0.0
2018-12-06,-0.019452655668923426,-0.11975370867332344,-0.0,1.0,-0.13683608276914275,-0.08618834202890654,0.0
2018-12-07,-0.022373315529152078,-0.11949694104181713,-0.0,1.0,-0.13682876647000314,-0.08386586911201646,0.0
2018-12-10,-0.019512988332859058,-0.11885306990799083,-0.0,1.0,-0.13594048538558479,-0.08076209059988888,0.0
2018-12-11,-0.019165085388994307,-0.11907020872865275,-0.0,1.0,-0.1358904852263486,-0.08125508267823259,0.0
2018-12-12,-0.0187236465691392,-0.11932426752714997,-0.0,1.0,-0.13585151239882318,-0.08190409045921065,0.0
2018-12-13,-0.018691715463023208,-0.11877846454131426,-0.0,1.0,-0.13633159835176753,-0.0816390153979614,0.0
2018-12-14,-0.01702353132981903,-0.1245992065648606,-0.0,1.0,-0.1344628009347318,-0.08253627520243464,0.0
2018-12-17,-0.013949456919201495,-0.12398764863620358,-0.0,1.0,-0.13124678349901134,-0.08513231669330154,0.0
2018-12-18,-0.012603397789682485,-0.12202625932772881,-0.0,1.0,-0.1301226604774178,-0.0846478740199981,0.0
2018-12-19,-0.011378821623810488,-0.12248093406222582,-0.0,1.0,-0.13090369170547345,-0.08503745697509617,0.0
2018-12-20,-0.010413443297859459,-0.11758849408694015,-0.0,1.0,-0.13401590270023006,-0.08338827074952575,0.0
2018-12-21,-0.00992017780427977,-0.11920475951700117,-0.0,1.0,-0.1357519413462711,-0.09033866836520348,0.0
2018-12-24,-0.004959501893505479,-0.11294996024312341,-0.0,1.0,-0.13412218164175685,-0.09565908815245078,0.0
2018-12-26,-0.006048036395263264,-0.11493945273298992,-0.0,1.0,-0.12612564394192816,-0.09094801632434603,0.0
2018-12-27,-0.0,-0.10779355550593087,-0.0,1.0,-0.1117343386709052,-0.094066494147937,0.0
2018-12-28,-0.0,-0.10797148071797161,-0.0,1.0,-0.1114247823632138,-0.09365931800575113,0.0
2018-12-31,-0.0,-0.10850351303434237,-0.0,1.0,-0.1112876748309147,-0.09349267844244534,0.0
2019-01-02,-0.0,-0.10857030275169108,-0.0,1.0,-0.11144677218099429,-0.09345242004334407,0.0
2019-01-03,-0.0,-0.10995730325233251,-0.0,1.0,-0.10725581150176586,-0.100587739180855,0.0
2019-01-04,-0.0,-0.11178429984000839,-0.0,1.0,-0.09716211608571354,-0.10244708474309544,0.0
2019-01-07,-0.0,-0.10501388420315055,-0.0,1.0,-0.09495756883710066,-0.0976306023408507,0.0
2019-01-08,-0.0,-0.10805539301735907,-0.0,1.0,-0.09363500422599311,-0.09860217151030491,0.0
2019-01-09,-0.0,-0.11002903381202234,-0.0,1.0,-0.09406694702305779,-0.09786868384392047,0.0
2019-01-10,-0.0,-0.10881024586429955,-0.0,1.0,-0.09545626114459008,-0.09730447345472529,0.0
2019-01-11,-0.0,-0.10440133500208593,-0.0,1.0,-0.09711357947434292,-0.10221109720483937,0.0
2019-01-14,-0.0,-0.10361992129472779,-0.0,1.0,-0.09488936957598186,-0.10454509916343072,0.0
2019-01-15,-0.0,-0.10339888006250814,-0.0,1.0,-0.09535095715587966,-0.10351608282328428,0.0
2019-01-16,-0.0,-0.10210108632017172,-0.0,1.0,-0.09152410069602548,-0.10735705457620502,0.0
2019-01-17,-0.0,-0.10105871029836382,-0.0,1.0,-0.09190229690710923,-0.1076658949613714,0.0
2019-01-18,-0.0,-0.10165126099860106,-0.0,1.0,-0.09427745891458678,-0.11149607122779033,0.0
2019-01-22,-0.0,-0.08109424861757326,-0.0,1.0,-0.054566271223599916,-0.08233660568561058,0.0
2019-01-23,-0.0,-0.0800636718227882,-0.0,1.0,-0.053890178256801584,-0.08115727183250909,0.0
2019-01-24,-0.0,-0.07861918074632308,-0.0,1.0,-0.056764312629147926,-0.08013856812933026,0.0
2019-01-25,-0.0,-0.07060909718420488,-0.0,1.0,-0.041356246875966965,-0.0781424797086616,0.0
2019-01-28,-0.0,-0.06842399780928908,-0.0,1.0,-0.044647640818659136,-0.07753211653629555,0.0
2019-01-29,-0.0,-0.06498336969350167,-0.0,1.0,-0.045634991595436505,-0.08153022662518032,0.0
2019-01-30,-0.0,-0.0642739686852077,-0.0,1.0,-0.0453635518695932,-0.0819451395343295,0.0
2019-01-31,-0.0,-0.0655008327385201,-0.0,1.0,-0.0330240304544373,-0.09110159409945276,0.0
2019-02-01,-0.0,-0.06683091348338795,-0.0,1.0,-0.040172698351950635,-0.0889683545817686,0.0
2019-02-04,-0.0,-0.06781972154442371,-0.0,1.0,-0.03893354384957658,-0.0893497918759868,0.0
2019-02-05,-0.0,-0.06810293237582286,-0.0,1.0,-0.03895870736086176,-0.08983842010771993,0.0
2019-02-06,-0.0,-0.06711923661745867,-0.0,1.0,-0.0396178298193312,-0.0905379356584414,0.0
2019-02-07,-0.0,-0.06698994252873562,-0.0,1.0,-0.038685344827586204,-0.0916427203065134,0.0
2019-02-08,-0.0,-0.06799535279251656,-0.0,1.0,-0.04255548502233773,-0.0871830496700243,0.0
2019-02-11,-0.0,-0.06742017451337617,-0.0,1.0,-0.04420366286317001,-0.08695704286125229,0.0
2019-02-12,-0.0,-0.06734030949213085,-0.0,1.0,-0.04393062198089348,-0.08738178287604734,0.0
2019-02-13,-0.0,-0.06474708171206225,-0.0,1.0,-0.04457348099371446,-0.08793774319066147,0.0
2019-02-14,-0.0,-0.06393536942033849,-0.0,1.0,-0.046818813827491965,-0.08788416359016157,0.0
2019-02-15,-0.0,-0.064947984083609,-0.0,1.0,-0.04620307780814037,-0.08737235725586079,0.0
2019-02-19,-0.0,-0.06436867111388396,-0.0,1.0,-0.0476916062772952,-0.08772855977347987,0.0
2019-02-20,-0.0,-0.06435108452835628,-0.0,1.0,-0.04646777641661262,-0.09022122937234273,0.0
2019-02-21,-0.0,-0.06156747795583959,-0.0,1.0,-0.04796857355661805,-0.09178059152831503,0.0
2019-02-22,-0.0,-0.06109602863801264,-0.0,1.0,-0.04837469668212287,-0.09178819402734066,0.0
2019-02-25,-0.0,-0.06026417502498465,-0.0,1.0,-0.05081215156951753,-0.09300309448411218,0.0
2019-02-26,-0.0,-0.06081333317277008,-0.0,1.0,-0.050529256632265984,-0.09288182945773775,0.0
2019-02-27,-0.0,-0.05895740760810664,-0.0,1.0,-0.05111809544452874,-0.09411991377960814,0.0
2019-02-28,-0.0,-0.05905872151837757,-0.0,1.0,-0.05132713521845946,-0.09391107471458163,0.0
2019-03-01,-0.0,-0.06032510535821794,-0.0,1.0,-0.05255869957856713,-0.09121011438892233,0.0
2019-03-04,-0.0,-0.06251429534483381,-0.0,1.0,-0.04805643501185761,-0.09323574377926784,0.0
2019-03-05,-0.0,-0.061309839463915536,-0.0,1.0,-0.050547172540134015,-0.09336884732198814,0.0
2019-03-06,-0.0,-0.06107495782116173,-0.0,1.0,-0.050759219088937095,-0.09327548806941431,0.0
2019-03-07,-0.0,-0.06431545255456886,-0.0,1.0,-0.04834789305224653,-0.09061920920270498,0.0
2019-03-08,-0.0,-0.062411347517730496,-0.0,1.0,-0.04922466642625316,-0.09043154225267461,0.0
2019-03-11,-0.0,-0.061823093808042066,-0.0,1.0,-0.051137323009383215,-0.09309646139373326,0.0
2019-03-12,-0.0,-0.05790446729581787,-0.0,1.0,-0.05279311719854514,-0.09765941249682807,0.0
2019-03-13,-0.0,-0.060752427184466024,-0.0,1.0,-0.05580097087378641,-0.09702669902912621,0.0
2019-03-14,-0.0,-0.058911965469998426,-0.0,1.0,-0.05849973932758642,-0.09501812582596782,0.0
2019-03-15,-0.0,-0.05775397172423845,-0.0,1.0,-0.05859204197638827,-0.09823640868678034,0.0
2019-03-18,-0.0,-0.05829056502809331,-0.0,1.0,-0.05949456376328655,-0.09837520978765842,0.0
2019-03-19,-0.0,-0.05824226641030009,-0.0,1.0,-0.0597269209238932,-0.09896074184048483,0.0
2019-03-20,-0.0,-0.05750992701970832,-0.0,1.0,-0.059671406540297026,-0.09712086070600236,0.0
2019-03-21,-0.0,-0.05791646430305974,-0.0,1.0,-0.0653351141330743,-0.09093006313744537,0.0
2019-03-22,-0.0,-0.05670121973554082,-0.0,1.0,-0.07264691159054003,-0.09160836599391964,0.0
2019-03-25,-0.0,-0.039924670433145015,-0.0,1.0,-0.08247372577607678,-0.09259461758094892,0.0
2019-03-26,-0.0,-0.04308853976373158,-0.0,1.0,-0.08168310802581902,-0.09310680794056753,0.0
2019-03-27,-0.0,-0.04412444357957725,-0.0,1.0,-0.08068400184865364,-0.09141105786772398,0.0
2019-03-28,-0.0,-0.0438559141616282,-0.0,1.0,-0.07970705952482329,-0.09296723884137663,0.0
2019-03-29,-0.0,-0.04443038590685677,-0.0,1.0,-0.07932259477346829,-0.09285123363667332,0.0
2019-04-01,-0.0,-0.04518398597738366,-0.0,1.0,-0.07919369956057601,-0.0928633160079364,0.0
2019-04-02,-0.0,-0.047851431770332596,-0.0,1.0,-0.08377651482883255,-0.0853342420075209,0.0
2019-04-03,-0.0,-0.048006816383665024,-0.0,1.0,-0.08608118799829591,-0.0831111922585357,0.0
2019-04-04,-0.0,-0.04792320607343602,-0.0,1.0,-0.08782879528919386,-0.08088181619096284,0.0
2019-04-05,-0.0,-0.0476457126162536,-0.0,1.0,-0.08859619223839899,-0.08106101183230267,0.0
2019-04-08,-0.0,-0.04465785437814942,-0.0,1.0,-0.0908371674091385,-0.08167190048443244,0.0
2019-04-09,-0.0,-0.04220047051939978,-0.0,1.0,-0.09563977229786559,-0.0811097431646696,0.0
2019-04-10,-0.0,-0.03732034104750305,-0.0,1.0,-0.09677222898903777,-0.08393422655298417,0.0
2019-04-11,-0.0,-0.03485169749701445,-0.0,1.0,-0.10121615363993078,-0.08251078452877093,0.0
2019-04-12,-0.0,-0.036336625223755185,-0.0,1.0,-0.09976741637340023,-0.08161128091474774,0.0
2019-04-15,-0.0,-0.0368607496317577,-0.0,1.0,-0.09776376495794126,-0.08271756728791069,0.0
2019-04-16,-0.0,-0.0370027639445263,-0.0,1.0,-0.09836963800849884,-0.08222430566547749,0.0
2019-04-17,-0.0,-0.03415876575105413,-0.0,1.0,-0.10778961222549904,-0.07670184503643764,0.0
2019-04-18,-0.0,-0.0323166347805954,-0.0,1.0,-0.10223852406078257,-0.08402081327760379,0.0
2019-04-22,-0.0,-0.032198195338160415,-0.0,1.0,-0.10359100843722145,-0.08522692584769045,0.0
2019-04-23,-0.0,-0.03283735248845562,-0.0,1.0,-0.1017615871387036,-0.08702875711598133,0.0
2019-04-24,-0.0,-0.03581640882762666,-0.0,1.0,-0.10019062981156976,-0.0859667131021336,0.0
2019-04-25,-0.0,-0.03694963747294802,-0.0,1.0,-0.10235122941298741,-0.08338733539560077,0.0
2019-04-26,-0.0,-0.03538935629035413,-0.0,1.0,-0.1071708080610448,-0.08028027783212678,0.0
2019-04-29,-0.0,-0.03504590071754251,-0.0,1.0,-0.10680015157627099,-0.08054322979696114,0.0
2019-04-30,-0.0,-0.03501931257028309,-0.0,1.0,-0.10648804576345769,-0.0807949933995013,0.0
2019-05-01,-0.0,-0.034522805344677936,-0.0,1.0,-0.1017346976198335,-0.08623366462512684,0.0
2019-05-02,-0.0,-0.034509296132515695,-0.0,1.0,-0.09721238181329554,-0.0898463267450099,0.0
2019-05-03,-0.0,-0.03411756083260041,-0.0,1.0,-0.09747874523600117,-0.08994185478354344,0.0
2019-05-06,-0.0,-0.02886645754250632,-0.0,1.0,-0.09824360116686401,-0.0934589705720807,0.0
2019-05-07,-0.0,-0.027379862001587593,-0.0001343347377419552,1.0,-0.09856506075593821,-0.09513341881907553,0.0
2019-05-08,-0.0,-0.028142589118198873,-0.002158211627365142,1.0,-0.09930225999092569,-0.09665354572097756,0.0
2019-05-09,-0.0,-0.02791843941195944,-0.0022192523204060863,1.0,-0.09937591191652667,-0.09660491178165499,0.0
2019-05-10,-0.0,-0.027545879151189733,-0.002427273730278401,1.0,-0.10042538585071042,-0.0954850256825175,0.0
2019-05-13,-0.0,-0.027457037091515285,-0.0025005515922629992,1.0,-0.10035301904831948,-0.09544997671054889,0.0
2019-05-14,-0.0,-0.012302434856898761,-0.01924696405687435,1.0,-0.09364740342954782,-0.09528284615854031,0.0
2019-05-15,-0.0,-0.013586989724228095,-0.0191952885402539,1.0,-0.09514558361741382,-0.09392373202350841,0.0
2019-05-16,-0.0,-0.013910960076278022,-0.020536390973767204,1.0,-0.09432070997237367,-0.09364838764882771,0.0
2019-05-17,-0.0,-0.01269491836360301,-0.021769705864367394,1.0,-0.09244786889255795,-0.09610469027089831,0.0
2019-05-20,-0.0,-0.01185761087477385,-0.023837465160627843,1.0,-0.09046012419930566,-0.09629113490782848,0.0
2019-05-21,-0.0,-0.013029315960912053,-0.022335970218706373,1.0,-0.09233180671548577,-0.0968626778673067,0.0
2019-05-22,-0.0,-0.010711618739823963,-0.024875439176368336,1.0,-0.09216888856243956,-0.09642905235839241,0.0
2019-05-23,-0.0,-0.011415357509910438,-0.02834874957177115,1.0,-0.09118827387069935,-0.09254637106641217,0.0
2019-05-24,-0.0,-0.008838753784549272,-0.0303008106260377,1.0,-0.08883924211348765,-0.092831331184686,0.0
2019-05-28,-0.0,-0.007872189811311544,-0.03106158615470989,1.0,-0.08890082261332292,-0.09265994581004224,0.0
2019-05-29,-0.0,-0.010281648962089465,-0.031916967157197156,1.0,-0.0882711236721567,-0.08772293148815904,0.0
2019-05-30,-0.0,-0.009506652222073449,-0.03246381751122905,1.0,-0.0868136282302533,-0.08846907599235572,0.0
2019-05-31,-0.0,-0.006694255111976631,-0.03414070107108082,1.0,-0.0875365141187926,-0.08876582278481011,0.0
2019-06-03,-0.0,-0.010318881254234006,-0.036134230136456016,1.0,-0.08295025645988581,-0.08031307461531018,0.0
2019-06-04,-0.0,-0.009475633221594278,-0.034380937397891886,1.0,-0.0812387302893517,-0.08507497004828579,0.0
2019-06-05,-0.0,-0.005295972653523026,-0.040333646277171946,1.0,-0.08203943092366578,-0.0759490623721143,0.0
2019-06-06,-0.0,-0.006113631713862781,-0.03918500956759294,1.0,-0.08104172433297631,-0.07711840949297775,0.0
2019-06-07,-0.0,-0.007363220053024825,-0.040262713906965536,1.0,-0.08026030368763558,-0.0772234273318872,0.0
2019-06-10,-0.0,-0.007302788556554434,-0.039900219324672824,1.0,-0.08060784266467427,-0.07728182015376829,0.0
2019-06-11,-0.0,-0.007025648428853279,-0.039242577354314044,1.0,-0.07968817669987006,-0.07707761897887494,0.0
2019-06-12,-0.0,-0.0072786333012512024,-0.03946102021174206,1.0,-0.0795596727622714,-0.07676852743022138,0.0
2019-06-13,-0.0,-0.010891697490331208,-0.041831829299148186,1.0,-0.07778406968758661,-0.07432619670116508,0.0
2019-06-14,-0.0,-0.010688678676869314,-0.04293547026571067,1.0,-0.07805025004518888,-0.07336265590166897,0.0
2019-06-17,-0.0,-0.009724297488793563,-0.042909818286981254,1.0,-0.07887887405408012,-0.0734805032052827,0.0
2019-06-18,-0.0,-0.010605348470057969,-0.04299986743314413,1.0,-0.07846752714607662,-0.0730925437169336,0.0
2019-06-19,-0.0,-0.00922180487335067,-0.04542280651064239,1.0,-0.0780964075893287,-0.07116199556968121,0.0
2019-06-20,-0.0,-0.009444417674553077,-0.043584060135883965,1.0,-0.07992820315135163,-0.07167638413723317,0.0
2019-06-21,-0.0,-0.01041051654958852,-0.043365103080982736,1.0,-0.0790428108394684,-0.07210246647307604,0.0
2019-06-24,-0.0,-0.00817655571635311,-0.04387361312108056,1.0,-0.07838880849011094,-0.07555475156777616,0.0
2019-06-25,-0.0,-0.008610189930660234,-0.04388302683147422,1.0,-0.07805848658426288,-0.07535725052758516,0.0
2019-06-26,-0.0,-0.008861827827345068,-0.04428502531950808,1.0,-0.07876778394019773,-0.07377622377622378,0.0
2019-06-27,-0.0,-0.012087278319796222,-0.040407074542221366,1.0,-0.07718556255106455,-0.0718388042485702,0.0
2019-06-28,-0.0,-0.017752900761524974,-0.04064669565426286,1.0,-0.07163619766017248,-0.07109568309030197,0.0
2019-07-01,-0.0,-0.015449994597903985,-0.041596139302049195,1.0,-0.07718994970048378,-0.06621769246467629,0.0
2019-07-02,-0.0,-0.01632657957558091,-0.04119432348460312,1.0,-0.07583882151125826,-0.06624200765345906,0.0
2019-07-03,-0.0,-0.012274723428763408,-0.045247294281394734,1.0,-0.07656403734011663,-0.06578915792757553,0.0
2019-07-05,-0.0,-0.01004035357417371,-0.0466468101460415,1.0,-0.07793284012298232,-0.06639123750960799,0.0
2019-07-08,-0.0,-0.008525661038929851,-0.04832008453613199,1.0,-0.07844808953144888,-0.06550349432022863,0.0
2019-07-09,-0.0,-0.00937222848102783,-0.04837124571538148,1.0,-0.07745871185790648,-0.06329250461420456,0.0
2019-07-10,-0.0,-0.004879042892421299,-0.04719604881440457,1.0,-0.08267999712292311,-0.06402694862020188,0.0
2019-07-11,-0.0,-0.0032061288695693943,-0.048308076562837726,1.0,-0.08538869809553545,-0.0638944258987968,0.0
2019-07-12,-0.0,-0.010260221265986648,-0.04671037648779201,1.0,-0.07679583837754259,-0.06486952977981278,0.0
2019-07-15,-0.0,-0.00887034906022248,-0.04607786728039893,1.0,-0.07871835443037975,-0.06504123513617185,0.0
2019-07-16,-0.0,-0.007589564049685866,-0.04512972998896935,1.0,-0.07936070212459834,-0.06689127619778427,0.0
2019-07-17,-0.0,-0.006107951136390909,-0.04587563299493604,1.0,-0.0806513547891617,-0.06734346125230999,0.0
2019-07-18,-0.0,-0.006245504675137857,-0.04608007672021098,1.0,-0.08065212179333493,-0.06576360584991608,0.0
2019-07-19,-0.0,-0.006196811698429821,-0.04581085940309241,1.0,-0.08093012105957088,-0.06567182068800191,0.0
2019-07-22,-0.0,-0.005020970641102456,-0.04470940683043739,1.0,-0.08011983223487118,-0.06849610545236669,0.0
2019-07-23,-0.0,-0.005825661680092059,-0.043045166858457995,1.0,-0.08014480245492904,-0.06968018795550442,0.0
2019-07-24,-0.0,-0.0055075593952483804,-0.041432685385169185,1.0,-0.0816174706023518,-0.07135829133669307,0.0
2019-07-25,-0.0,-0.006925274250462085,-0.041251590292613834,1.0,-0.07916656664826328,-0.07286540723493122,0.0
2019-07-26,-0.0,-0.007484257871064467,-0.0416311844077961,1.0,-0.07821289355322339,-0.072071964017991,0.0
2019-07-29,-0.0,-0.005512520266618627,-0.04119377889869693,1.0,-0.0799855881823095,-0.07429292019455953,0.0
2019-07-30,-0.0,-0.0037951119918333033,-0.04131387737945115,1.0,-0.08056206088992975,-0.07532576712904582,0.0
2019-07-31,-0.0,-0.005002519254300728,-0.041123827347105256,1.0,-0.07977638618968785,-0.07374217231699416,0.0
2019-08-01,-0.0,-0.0092269715162191,-0.038885094246923345,1.0,-0.07984326131502319,-0.07035266204119783,0.0
2019-08-02,-0.0,-0.005993468196336926,-0.045423550382218174,1.0,-0.07743656613750283,-0.06743548946656937,0.0
2019-08-05,-0.0,-0.005993755009750319,-0.045258233935899124,1.0,-0.07729670881835692,-0.06780958761529902,0.0
2019-08-06,-0.0,-0.006327608354346068,-0.045339930539036115,1.0,-0.06868785384651982,-0.06905656786716781,0.0
2019-08-07,-0.0,-0.01136039886039886,-0.04278252611585945,1.0,-0.06341405508072175,-0.06952754036087369,0.0
2019-08-08,-0.0,-0.010523315200608119,-0.04300781528374943,1.0,-0.06431574696534194,-0.06988621516972707,0.0
2019-08-09,-0.0,-0.008983064907976915,-0.04242661262606511,1.0,-0.061625247389815244,-0.07205413540963014,0.0
2019-08-12,-0.0,-0.00890836936563407,-0.04418645975241367,1.0,-0.06060534265237221,-0.07092341408517444,0.0
2019-08-13,-0.0,-0.005902391710629036,-0.04460504837832084,1.0,-0.059627167561685325,-0.07269759409524261,0.0
2019-08-14,-0.0,-0.011667196458635022,-0.0460801280919248,1.0,-0.04745758720964457,-0.07212234662522517,0.0
2019-08-15,-0.0,-0.016355276858102178,-0.046632427436620376,1.0,-0.04320460474747592,-0.06371304561460978,0.0
2019-08-16,-0.0,-0.013859924549523164,-0.048082105115167424,1.0,-0.04766033226327999,-0.0619888933149003,0.0
2019-08-19,-0.0,-0.012641337172554253,-0.04830629491771426,1.0,-0.04784980218648313,-0.06168504342533417,0.0
2019-08-20,-0.0,-0.014605704403911993,-0.047930079571877594,1.0,-0.047112160125258526,-0.05879672364838811,0.0
2019-08-21,-0.0,-0.01607709538921038,-0.057354862796341236,1.0,-0.04028607429531454,-0.05297974612656337,0.0
2019-08-22,-0.0,-0.016425740265796223,-0.057321053858708323,1.0,-0.0415364886920028,-0.05048962462112381,0.0
2019-08-23,-0.0,-0.02109235720404714,-0.0554050612396101,1.0,-0.03755412007131115,-0.04360862216665509,0.0
2019-08-26,-0.0,-0.02034595043994365,-0.05451375256922473,1.0,-0.035946052054225075,-0.04390198840673425,0.0
2019-08-27,-0.0,-0.019896822740544967,-0.055477973847911644,1.0,-0.035258000854039954,-0.04346370907244336,0.0
2019-08-28,-0.0,-0.015007671100139579,-0.05958080033222208,1.0,-0.03746726805015631,-0.04149315368731904,0.0
2019-08-29,-0.0,-0.006254103175425867,-0.062471925641823016,1.0,-0.0399778860440206,-0.043064625732812736,0.0
2019-08-30,-0.0,-0.004104627766599598,-0.0635010060362173,1.0,-0.04104627766599598,-0.04110376544984191,0.0
2019-09-03,-0.0,-0.004162067696835909,-0.062258554083885205,1.0,-0.043690213392200146,-0.03964311994113318,0.0
2019-09-04,-0.0,-0.0005054276032393315,-0.06262707483774625,1.0,-0.043708000689219456,-0.04185859514100281,0.0
2019-09-05,-0.0,-0.0,-0.0557875110099404,1.0,-0.04651056382333764,-0.04159183720158772,0.0
