Date,GPN,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.3976191129275585,-0.40598513317058454,-0.3255341909646981,-0.36711742600872255,-0.24672902323284965,0.0
2018-09-25,1.0,-0.39836016124167056,-0.4051334082869444,-0.326816025447665,-0.36633120355389803,-0.24556448295719419,0.0
2018-09-26,1.0,-0.39877149203389367,-0.4056270052376121,-0.32783064140181534,-0.36602956097293443,-0.24397400389393148,0.0
2018-09-27,1.0,-0.3988593051632894,-0.4052757136197866,-0.327922345005347,-0.3660094875099399,-0.24396062409169428,0.0
2018-09-28,1.0,-0.396724818959842,-0.407532367785824,-0.32820386219003733,-0.3661674347158218,-0.2444042132982225,0.0
2018-10-01,1.0,-0.3963232267800796,-0.4083962134723556,-0.3283303608176705,-0.36605844423103306,-0.24472492797365897,0.0
2018-10-02,1.0,-0.39588484149222564,-0.4172572935552991,-0.325641448272073,-0.36487006208450085,-0.24344816218889073,0.0
2018-10-03,1.0,-0.39580815295022526,-0.41668497967256346,-0.3255686188330953,-0.3650423030436216,-0.2438468300186793,0.0
2018-10-04,1.0,-0.3980886472235953,-0.41264348876805623,-0.3258087548744988,-0.3681825671445048,-0.2414455978469819,0.0
2018-10-05,1.0,-0.40162784942392826,-0.41587153188330084,-0.3273572194572002,-0.36706354662193746,-0.23779800368465917,0.0
2018-10-08,1.0,-0.4005546859982975,-0.4135705851662685,-0.32498558365598484,-0.3695252217371008,-0.23730675234093968,0.0
2018-10-09,1.0,-0.41079838218183834,-0.42071582913180783,-0.3398803257798216,-0.36794282231702585,-0.23089921879328493,0.0
2018-10-10,1.0,-0.4110120201628538,-0.42037334515039054,-0.3401650695175317,-0.36791668974685654,-0.23018334902786242,0.0
2018-10-11,1.0,-0.39490168309820795,-0.41576338580532707,-0.32106868565826024,-0.3608856691540933,-0.2308404597200283,0.0
2018-10-12,1.0,-0.4056364617044228,-0.41022114347357064,-0.3238673139158576,-0.34576591154261055,-0.21138079827400216,0.0
2018-10-15,1.0,-0.4188147826558854,-0.3967818961306778,-0.3373582243447116,-0.34946003147555216,-0.21096760188853314,0.0
2018-10-16,1.0,-0.4206523805643825,-0.39172709742252637,-0.3416985795377387,-0.35003666585186993,-0.2118743040278117,0.0
2018-10-17,1.0,-0.41831214498241825,-0.38520421963754403,-0.34014065458479853,-0.34893156613470383,-0.21228022721125236,0.0
2018-10-18,1.0,-0.4179039891818796,-0.3844489519945909,-0.34055442866801894,-0.34947937795807976,-0.21217038539553754,0.0
2018-10-19,1.0,-0.4143506685678926,-0.3778686539858484,-0.3385348005057978,-0.35015738922220124,-0.20952944658182895,0.0
2018-10-22,1.0,-0.413716992813114,-0.3798013512422277,-0.3403138542704099,-0.34898118489408086,-0.20890420177115016,0.0
2018-10-23,1.0,-0.4144510226049516,-0.3794133476856836,-0.34222282023681383,-0.3471743810548978,-0.20780409041980624,0.0
2018-10-24,1.0,-0.41442727125854917,-0.38117292261295704,-0.34369109806667025,-0.34694921643599547,-0.2064462275836071,0.0
2018-10-25,1.0,-0.4044866355536699,-0.3629879083580823,-0.34487696224013575,-0.3473165040305473,-0.19200784896054307,0.0
2018-10-26,1.0,-0.4027208003599502,-0.3613265225101236,-0.34303787417621684,-0.3481459915835164,-0.19146176852023397,0.0
2018-10-29,1.0,-0.3983111228394247,-0.36395302810397145,-0.34012402691647975,-0.3446628842855258,-0.19181950125346353,0.0
2018-10-30,1.0,-0.409710639875043,-0.36518147883408786,-0.3461202446191724,-0.344743599925873,-0.18163767770629816,0.0
2018-10-31,1.0,-0.4110524927459773,-0.3571880770245318,-0.3472434713795832,-0.3432339752044316,-0.17913479293062518,0.0
2018-11-01,1.0,-0.41828042328042325,-0.35034391534391535,-0.35383597883597884,-0.3436243386243386,-0.17941798941798942,0.0
2018-11-02,1.0,-0.42467522200848506,-0.33144483385596457,-0.3492318638172284,-0.3521831932330233,-0.17760678805765634,0.0
2018-11-05,1.0,-0.42255005268703894,-0.33719704952581664,-0.34918335089567965,-0.35263435194942044,-0.17278714436248682,0.0
2018-11-06,1.0,-0.44067886502254044,-0.3559533280297003,-0.33762927605409704,-0.3521347122779104,-0.16542031291434633,0.0
2018-11-07,1.0,-0.4397794741306192,-0.35565097540288376,-0.339058524173028,-0.3511450381679389,-0.16491730279898217,0.0
2018-11-08,1.0,-0.43371681882948965,-0.35627209879149296,-0.333342128872236,-0.34864636656287934,-0.16668425774447201,0.0
2018-11-09,1.0,-0.4350352624210888,-0.35727303943580124,-0.33225917219155293,-0.34884703769249054,-0.1679917588948467,0.0
2018-11-12,1.0,-0.43519397006114274,-0.3511754164031204,-0.3324899852414084,-0.35049019607843135,-0.16613957410921357,0.0
2018-11-13,1.0,-0.43266002098635886,-0.34879328436516266,-0.32982686253934945,-0.3506033578174187,-0.16138509968520462,0.0
2018-11-14,1.0,-0.4323125770815293,-0.3493925319478338,-0.3296859009682752,-0.35083576058148996,-0.1618252906137658,0.0
2018-11-15,1.0,-0.432591932014898,-0.3492891989718303,-0.3296962702617637,-0.35099407228662854,-0.16031054923149557,0.0
2018-11-16,1.0,-0.43237430826929635,-0.3489994492381127,-0.3295916494007186,-0.35094022922185214,-0.16077001757192688,0.0
2018-11-19,1.0,-0.43226297287370796,-0.3497297864525946,-0.32787659373524314,-0.3520646413767774,-0.1614985046434755,0.0
2018-11-20,1.0,-0.4413669632984045,-0.3529040071612869,-0.33468485071876153,-0.3506397767363488,-0.1532568058554052,0.0
2018-11-21,1.0,-0.44480205144307505,-0.3479864981552712,-0.3403197529895073,-0.3472015071826674,-0.13632676557552922,0.0
2018-11-23,1.0,-0.4445577697578325,-0.3447356033265338,-0.34138814791568595,-0.3480569067419845,-0.13648726397824154,0.0
2018-11-26,1.0,-0.4445257955704312,-0.3451873545485448,-0.3412912166932511,-0.3477499150171273,-0.13612948774939204,0.0
2018-11-27,1.0,-0.44535483364309836,-0.34504332347320754,-0.3424255909531164,-0.3486034397005314,-0.13633150964634433,0.0
2018-11-28,1.0,-0.4448517859013303,-0.3488006703676548,-0.34144233790719597,-0.3475175447784644,-0.13598512621765999,0.0
2018-11-29,1.0,-0.44551340865598865,-0.34954255904789366,-0.3420714604031772,-0.34775998112564555,-0.13652449733924032,0.0
2018-11-30,1.0,-0.44583650040625905,-0.34956622021859357,-0.34188661442088436,-0.3479673944381831,-0.13576914004141222,0.0
2018-12-03,1.0,-0.4457692408479862,-0.349781190220382,-0.3409763895076125,-0.34813029008673774,-0.1357930871832499,0.0
2018-12-04,1.0,-0.44125107874159886,-0.35121211328748136,-0.34331441721802347,-0.34538037082559686,-0.13397316875441304,0.0
2018-12-06,1.0,-0.44168314770479855,-0.34409805350265427,-0.34867804725720825,-0.34261476007078173,-0.1251951701884043,0.0
2018-12-07,1.0,-0.4397885306526382,-0.3455127871243294,-0.34618990572425645,-0.3443148080629199,-0.12847023282462627,0.0
2018-12-10,1.0,-0.431984057145815,-0.3470935348620529,-0.3454371344272478,-0.34463481546663904,-0.11897613748123607,0.0
2018-12-11,1.0,-0.42912264346384915,-0.34923347835094265,-0.3429148539465507,-0.344598094054278,-0.12375699192044748,0.0
2018-12-12,1.0,-0.4280457148780678,-0.35045481638893927,-0.3414880659289398,-0.3450643999274367,-0.12649337859901003,0.0
2018-12-13,1.0,-0.4281788723266365,-0.35105638366817893,-0.34115359688917696,-0.34488658457550225,-0.12707712248865846,0.0
2018-12-14,1.0,-0.4280455240712415,-0.35091903663184093,-0.3411972104840173,-0.34493039172478157,-0.127368884971353,0.0
2018-12-17,1.0,-0.42533374728345236,-0.3507451102142192,-0.33881817241022455,-0.34101728241746876,-0.13127393149125532,0.0
2018-12-18,1.0,-0.42315718960142223,-0.3457346765259063,-0.3361502589338624,-0.339834591502847,-0.13155386081982842,0.0
2018-12-19,1.0,-0.4306644655385885,-0.3449752373091209,-0.3344768881551795,-0.3379075526207181,-0.13142282294676022,0.0
2018-12-20,1.0,-0.4208700567875221,-0.3324768096204743,-0.34925610915538197,-0.3409050029550068,-0.12606316005858623,0.0
2018-12-21,1.0,-0.42141189150350283,-0.33211013882829943,-0.34963689086196725,-0.3406810541712643,-0.12227668146475404,0.0
2018-12-24,1.0,-0.41632987159154855,-0.32567657441039544,-0.35343019389164576,-0.33775003836905915,-0.12475060111526065,0.0
2018-12-26,1.0,-0.42173758324436994,-0.33292664328198873,-0.34962635351532717,-0.3223527019470286,-0.1151695389151543,0.0
2018-12-27,1.0,-0.41049615442618004,-0.3249886894887649,-0.35097773086010153,-0.3077464434725783,-0.1192630573568592,0.0
2018-12-28,1.0,-0.4105316073897198,-0.3249717230111851,-0.3509865527208747,-0.3077793138117381,-0.11926605504587157,0.0
2018-12-31,1.0,-0.4108686909310275,-0.32445204102151615,-0.3508194248944299,-0.3078875930022119,-0.11957068168107782,0.0
2019-01-02,1.0,-0.410742099181028,-0.32482540320554687,-0.34753554740491377,-0.3079184042606642,-0.12118776063909963,0.0
2019-01-03,1.0,-0.4119138467717643,-0.3213676071894768,-0.3571141680891656,-0.3099708806105031,-0.10990059242895873,0.0
2019-01-04,1.0,-0.40833563068594775,-0.3224731209744117,-0.3574847748176737,-0.3080123305180321,-0.10989699506278039,0.0
2019-01-07,1.0,-0.4013937282229965,-0.3141612742658039,-0.3663763066202091,-0.3041314086610254,-0.10276256844201095,0.0
2019-01-08,1.0,-0.4011309286568354,-0.3170834994021522,-0.3654593463531287,-0.3034575528098844,-0.10390095655639696,0.0
2019-01-09,1.0,-0.40199625701809105,-0.3220711166562695,-0.3651902682470368,-0.3041796631316282,-0.10188396756082345,0.0
2019-01-10,1.0,-0.40154825820951434,-0.3237108253215133,-0.3647896116868523,-0.3040329629167187,-0.10310900237233113,0.0
2019-01-11,1.0,-0.4024097590240976,-0.32011798820117987,-0.3651884811518848,-0.3051194880511949,-0.1069143085691431,0.0
2019-01-14,1.0,-0.3999249437077808,-0.31996497373029775,-0.3649987490617963,-0.30532899674756064,-0.11165874405804355,0.0
2019-01-15,1.0,-0.39635963045492106,-0.31784381963396013,-0.3673418291980671,-0.30510002253323654,-0.11704764527678325,0.0
2019-01-16,1.0,-0.3959543360704987,-0.31889645503705183,-0.3658371720408572,-0.30460144201882633,-0.11821550170238333,0.0
2019-01-17,1.0,-0.3951909830933,-0.32160300563556665,-0.36418284283030683,-0.3053475266123983,-0.11837194740137759,0.0
2019-01-18,1.0,-0.391695119501908,-0.3204458726651938,-0.3636523398272746,-0.3075667804780076,-0.12720927897168105,0.0
