Date,H,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.2731261614701631,-0.5020390253974809,-0.16846479454883334,-0.33791038612430313,-0.29950443939706795,0.0
2018-09-25,1.0,-0.27201945213275047,-0.5052898419514215,-0.16539486277451562,-0.34077446390232546,-0.30324115988514966,0.0
2018-09-26,1.0,-0.2729978004916548,-0.5065855867511968,-0.16731789364730235,-0.3404321386984086,-0.30032345710958724,0.0
2018-09-27,1.0,-0.28190258237328686,-0.49723038514550233,-0.1709879593269706,-0.34590279041947314,-0.3045276051283385,0.0
2018-09-28,1.0,-0.2920121759210665,-0.49971134669885586,-0.16936076414401177,-0.35281305762569537,-0.3101973338931458,0.0
2018-10-01,1.0,-0.29604951277324204,-0.49989465367395314,-0.1683170924414011,-0.35704503555438505,-0.31235185672899657,0.0
2018-10-02,1.0,-0.2958529962299966,-0.5066568242334766,-0.1664074240067491,-0.35614668740607947,-0.31130210118372836,0.0
2018-10-03,1.0,-0.2965417106652587,-0.5114044350580781,-0.16705385427666314,-0.3554646251319957,-0.3094508975712777,0.0
2018-10-04,1.0,-0.3015327695560253,-0.505338266384778,-0.16744186046511628,-0.36249999999999993,-0.30589323467230445,0.0
2018-10-05,1.0,-0.29814712316491393,-0.5036504045755251,-0.1638596768667141,-0.3634590548483171,-0.3065812709206399,0.0
2018-10-08,1.0,-0.2970604489591831,-0.5016710966078055,-0.161925313824048,-0.3650096055159346,-0.3059817363614832,0.0
2018-10-09,1.0,-0.2950318739792424,-0.5031083715294241,-0.1557873663136821,-0.3690269216585006,-0.3112586270481007,0.0
2018-10-10,1.0,-0.29452562473528165,-0.5097945785684033,-0.15202774248199916,-0.37153218975010593,-0.31930326132994497,0.0
2018-10-11,1.0,-0.290345517749921,-0.5108237648793849,-0.1450542505003687,-0.36987780469819864,-0.31744443273991363,0.0
2018-10-12,1.0,-0.29607235007427873,-0.5060595793479111,-0.14501290103990203,-0.3570330214496078,-0.3020928353618807,0.0
2018-10-15,1.0,-0.3005691311612364,-0.5011225981620718,-0.14938387635756056,-0.35810881370091896,-0.3015089807852966,0.0
2018-10-16,1.0,-0.29945169712793734,-0.5057702349869452,-0.14590078328981723,-0.35835509138381205,-0.30148825065274154,0.0
2018-10-17,1.0,-0.29081948601506863,-0.4845185261636908,-0.13770770977397048,-0.35837031685416454,-0.30885540303436887,0.0
2018-10-18,1.0,-0.29016279249761356,-0.4835014576507314,-0.13820592863961198,-0.3592270581254354,-0.30881556203400323,0.0
2018-10-19,1.0,-0.2872709516589139,-0.4807894939734265,-0.13520598288401736,-0.35935853614659097,-0.3073166970779471,0.0
2018-10-22,1.0,-0.2856848184818482,-0.4901505775577557,-0.1426619224422442,-0.3554558580858086,-0.30445544554455445,0.0
2018-10-23,1.0,-0.2859941739063185,-0.48990745275966074,-0.1435384496403805,-0.3545667809543451,-0.3039107009357841,0.0
2018-10-24,1.0,-0.28586892090410043,-0.49034818690239945,-0.14293446045205022,-0.3545784902450968,-0.3035488776062472,0.0
2018-10-25,1.0,-0.2815827190827191,-0.48423423423423423,-0.14214782964782965,-0.35365479115479115,-0.29775798525798525,0.0
2018-10-26,1.0,-0.2813427489509774,-0.48352266912291475,-0.1422832872786818,-0.3537253095896019,-0.2977177361580186,0.0
2018-10-29,1.0,-0.27179787884968387,-0.49161227819702225,-0.1342035488476443,-0.34899551295125436,-0.3028248011421579,0.0
2018-10-30,1.0,-0.27899374281700934,-0.49201889924658404,-0.13819435576554717,-0.34874217852126166,-0.29600306474268934,0.0
2018-10-31,1.0,-0.28084489858166845,-0.48154643892023796,-0.1395455238676224,-0.346932031925169,-0.2929693457373799,0.0
2018-11-01,1.0,-0.30021620508596725,-0.4693966848553485,-0.15386595284670032,-0.3527746319365798,-0.2976423350149285,0.0
2018-11-02,1.0,-0.2982796533436813,-0.48081748803518304,-0.15470184969602896,-0.35201138274479365,-0.3011512094166343,0.0
2018-11-05,1.0,-0.2965242577842143,-0.4854660184131581,-0.1547015620151029,-0.35230681700631006,-0.2971190648598324,0.0
2018-11-06,1.0,-0.2990717037726579,-0.4871874434359889,-0.1535179582654565,-0.3510200915367311,-0.29498616605900757,0.0
2018-11-07,1.0,-0.29507049554219367,-0.4901513580758864,-0.16045511092680903,-0.3499377980510056,-0.29610719469210034,0.0
2018-11-08,1.0,-0.2869148277995463,-0.4916993194473087,-0.15266034233862652,-0.3471334295731079,-0.2994174056506496,0.0
2018-11-09,1.0,-0.2880879279651178,-0.4924275652106608,-0.1518615031347558,-0.3472741814804304,-0.3003947470264971,0.0
2018-11-12,1.0,-0.287932233064703,-0.48757692010607895,-0.15188341615386597,-0.34838693066247844,-0.29895208424521746,0.0
2018-11-13,1.0,-0.2804503582395087,-0.4868730808597748,-0.1441914022517912,-0.3504094165813716,-0.29690378710337767,0.0
2018-11-14,1.0,-0.2811268614707538,-0.4863364208587073,-0.14420961056240725,-0.35046824625147127,-0.2965815464919912,0.0
2018-11-15,1.0,-0.2821699874670691,-0.48901450239148786,-0.1420057804946671,-0.3555771542573599,-0.28894800112540603,0.0
2018-11-16,1.0,-0.2827946524611996,-0.49098499206064644,-0.14257542385903807,-0.3562464785125237,-0.2885058648773242,0.0
2018-11-19,1.0,-0.2827396979254814,-0.4934225709669975,-0.13765161422673539,-0.3598225504525989,-0.29066338436289973,0.0
2018-11-20,1.0,-0.2711617568154526,-0.49211783642913715,-0.12493931883798767,-0.3650067707401824,-0.301770612432612,0.0
2018-11-21,1.0,-0.2738276492082826,-0.4877436053593179,-0.12992285830288267,-0.36155095412099064,-0.2845107592367032,0.0
2018-11-23,1.0,-0.27400843024732113,-0.49014778325123154,-0.12914529480473314,-0.3611802346249556,-0.2847493778883754,0.0
2018-11-26,1.0,-0.2739065316172924,-0.49260020815880995,-0.12847460208666514,-0.3600385855355013,-0.28347675983042675,0.0
2018-11-27,1.0,-0.2727617986631558,-0.4939993923435285,-0.1246961717642293,-0.3587705084059145,-0.2816740935790966,0.0
2018-11-28,1.0,-0.2727502911834709,-0.4941256899782245,-0.12475312705727452,-0.358662075251937,-0.28171367802704206,0.0
2018-11-29,1.0,-0.26443493581676314,-0.49010823055625474,-0.1175434180719859,-0.3595268059400956,-0.28537628995721115,0.0
2018-11-30,1.0,-0.26492349506744517,-0.4904117173344071,-0.1168713509160459,-0.36025266760620095,-0.2841252264948661,0.0
2018-12-03,1.0,-0.265524895323614,-0.49593906068708066,-0.1070978156686677,-0.36598900267366197,-0.2877970034808051,0.0
2018-12-04,1.0,-0.26817986502540253,-0.4964992543538154,-0.10489598867628847,-0.3687536334453909,-0.28928544346990875,0.0
2018-12-06,1.0,-0.26250062440681354,-0.4791697887007343,-0.11616464358859084,-0.36300514511214343,-0.2767870523003147,0.0
2018-12-07,1.0,-0.26863804663264285,-0.47888521965375763,-0.1206344441108776,-0.3629790853597518,-0.2706394476133293,0.0
2018-12-10,1.0,-0.26222531916482095,-0.48040216011746256,-0.11900554961053181,-0.36274046238459046,-0.26426598312719307,0.0
2018-12-11,1.0,-0.25696694750486065,-0.4848696345779949,-0.11403858617079615,-0.36320354952888984,-0.2735679744752979,0.0
2018-12-12,1.0,-0.2549966230582585,-0.4891562648522901,-0.10998824323986292,-0.36636065737799234,-0.2809615528929134,0.0
2018-12-13,1.0,-0.2534246575342466,-0.4854514548545146,-0.11196380361963804,-0.36978802119788023,-0.2790970902909709,0.0
2018-12-14,1.0,-0.2540471669831118,-0.475542120515639,-0.11701808733886279,-0.3734136104726691,-0.2782052563205756,0.0
2018-12-17,1.0,-0.243906090167411,-0.4799281455053517,-0.1054614405828198,-0.3665327711384447,-0.2991192834510117,0.0
2018-12-18,1.0,-0.2391558038485413,-0.47399130974549963,-0.09857231533209186,-0.3674736188702669,-0.3037368094351334,0.0
2018-12-19,1.0,-0.24394485157123336,-0.47323313874052914,-0.09772699043597068,-0.36591727735685003,-0.30336604148552976,0.0
2018-12-20,1.0,-0.24109819857769407,-0.46827068414401474,-0.10300567435636941,-0.36494288475357434,-0.3005674356369403,0.0
2018-12-21,1.0,-0.24063906613246278,-0.4684918632833754,-0.10231488351387447,-0.3650145916802691,-0.29670574269179406,0.0
2018-12-24,1.0,-0.2222823546776217,-0.45241199478487615,-0.11052618631767976,-0.3613441243757841,-0.3133994243684043,0.0
2018-12-26,1.0,-0.22374898963920933,-0.454454160237098,-0.10906997820070051,-0.35361402993117297,-0.30847233448453226,0.0
2018-12-27,1.0,-0.2116168560194901,-0.44315797090961717,-0.11274332440842318,-0.33429818848445375,-0.3103215379791109,0.0
2018-12-28,1.0,-0.2121380308880309,-0.44268822393822393,-0.11278957528957528,-0.33460424710424713,-0.31090733590733594,0.0
2018-12-31,1.0,-0.21187769975144188,-0.44298848910446686,-0.1129370882501991,-0.33453992615651923,-0.31081831125268466,0.0
2019-01-02,1.0,-0.21165999324617685,-0.4437261807130108,-0.10854358628009068,-0.33486902407255537,-0.31325679000434176,0.0
2019-01-03,1.0,-0.21333365470365642,-0.439586396394225,-0.12046566559811034,-0.33770396972691563,-0.29918773650847214,0.0
2019-01-04,1.0,-0.2165045497332915,-0.43930873017788613,-0.11964471048248897,-0.3397697376360696,-0.2983997489802322,0.0
2019-01-07,1.0,-0.21090263448342053,-0.43289025385095253,-0.12608570468832478,-0.33638850232736695,-0.2930562886894765,0.0
2019-01-08,1.0,-0.21148456028555684,-0.4256282490477445,-0.12809333301391848,-0.3394102005126608,-0.29099489734805833,0.0
2019-01-09,1.0,-0.21147949405902644,-0.4254503641241856,-0.12813817554618628,-0.3393781142200077,-0.2911077041011882,0.0
2019-01-10,1.0,-0.21293322467762812,-0.42203154211207516,-0.12772637936819903,-0.3441110205646901,-0.29001486026556733,0.0
2019-01-11,1.0,-0.2121749976014583,-0.41458793053823273,-0.1312961719274681,-0.344862323707186,-0.29566823371390194,0.0
2019-01-14,1.0,-0.21173646945877836,-0.4135845433817352,-0.1329653186127445,-0.345013800552022,-0.2967958718348734,0.0
2019-01-15,1.0,-0.2085427739964886,-0.4147766901560884,-0.13655932081098632,-0.34416412131123886,-0.30104139108684674,0.0
2019-01-16,1.0,-0.20732528497907746,-0.4174402385647636,-0.1325814054158049,-0.34308114087826463,-0.3044346111298158,0.0
2019-01-17,1.0,-0.20988841862254712,-0.41010965756060025,-0.13695171219699886,-0.34263178145440554,-0.3051894959599846,0.0
2019-01-18,1.0,-0.20949835031187536,-0.40707559665727433,-0.13960937311851263,-0.3432555451195723,-0.3088890494424777,0.0
2019-01-22,1.0,-0.16975979894640184,-0.45152481755352564,-0.08902421342612729,-0.41588130104876514,-0.29031946256826635,0.0
2019-01-23,1.0,-0.16330474695011474,-0.4445706003140476,-0.09699239038531224,-0.4175625075492209,-0.2933204493296292,0.0
2019-01-24,1.0,-0.16858681738038306,-0.43931599159481194,-0.09566939593749245,-0.4217810303601188,-0.2899548341907591,0.0
2019-01-25,1.0,-0.144873046875,-0.4358154296875,-0.079736328125,-0.5018798828125,-0.2791015625,0.0
2019-01-28,1.0,-0.13554687499999998,-0.423779296875,-0.09792480468749999,-0.508740234375,-0.2754150390625,0.0
2019-01-29,1.0,-0.12401184561540908,-0.42326048116694,-0.09806896889302234,-0.512641033799163,-0.2894588707506302,0.0
