Date,IWF,IWM,MTUM,PLL,SPY,VLUE,VXX
2019-01-03,-0.0,-2.561526870919136,-0.0,1.0,-2.6040515653775325,-2.2054244098442997,0.0
2019-01-04,-0.0,-2.558777234694723,-0.0,1.0,-2.5290365338414382,-2.196421174716262,0.0
2019-01-07,-0.0,-2.403861308116627,-0.0,1.0,-2.4162332545311265,-2.0601260835303385,0.0
2019-01-08,-0.0,-2.4805739158471707,-0.0,1.0,-2.456875705303885,-2.1232468160567466,0.0
2019-01-09,-0.0,-2.450092347225568,-0.0,1.0,-2.449610535613908,-2.13049064482454,0.0
2019-01-10,-0.0,-2.460918614020951,-0.0,1.0,-2.4565672844480257,-2.140531829170024,0.0
2019-01-11,-0.0,-2.44436328220112,-0.0,1.0,-2.4863241619998377,-2.185536888239591,0.0
2019-01-14,-0.0,-2.5241069198101425,-0.0,1.0,-2.5871429761012577,-2.2159213922891166,0.0
2019-01-15,-0.0,-2.5392790341778606,-0.0,1.0,-2.6479340248257097,-2.3147423907498723,0.0
2019-01-16,-0.0,-2.511439425918109,-0.0,1.0,-2.617391304347826,-2.313550021105952,0.0
2019-01-17,-0.0,-2.5102936213297333,-0.0,1.0,-2.6157610529868376,-2.311255484306446,0.0
2019-01-18,-0.0,-2.4511252939200534,-0.0,1.0,-2.586748404433994,-2.3598421229425592,0.0
2019-01-22,-0.0,-2.629555757026292,-0.0,1.0,-2.9966455122393474,-2.439981867633726,0.0
2019-01-23,-0.0,-2.4072698328469087,-0.0,1.0,-2.9525957371539753,-2.484213319182807,0.0
2019-01-24,-0.0,-2.4104153750774957,-0.0,1.0,-2.9576653972190243,-2.488530688158711,0.0
2019-01-25,-0.0,-2.0879605604566684,-0.0,1.0,-3.122210690192008,-2.438851409790694,0.0
2019-01-28,-0.0,-2.0083076396026036,-0.0,1.0,-3.158102089756766,-2.398167180541281,0.0
2019-01-29,-0.0,-1.9726592726334795,-0.0,1.0,-3.175651276760382,-2.449488436076004,0.0
2019-01-30,-0.0,-1.9881600553106906,-0.0,1.0,-3.1982542563304817,-2.45596750496932,0.0
2019-01-31,-0.0,-2.0227703984819736,-0.0,1.0,-3.1191133344833535,-2.4832672071761257,0.0
2019-02-01,-0.0,-2.018395370930132,-0.0,1.0,-3.1399948182053716,-2.477847827964418,0.0
2019-02-04,-0.0,-2.0160594025211536,-0.0,1.0,-3.146520462787083,-2.471507511656018,0.0
2019-02-05,-0.0,-1.987531387998961,-0.0,1.0,-3.1363754437613647,-2.534851502294571,0.0
2019-02-06,-0.0,-1.9731397774687065,-0.0,1.0,-3.166985396383866,-2.5525034770514603,0.0
2019-02-07,-0.0,-1.972444367176634,-0.0,1.0,-3.1667246175243395,-2.55345966620306,0.0
2019-02-08,-0.0,-1.9580152671755726,-0.0,1.0,-3.1894517696044415,-2.5270645385149204,0.0
2019-02-11,-0.0,-1.9229965156794426,-0.0,1.0,-3.2047909407665505,-2.5830139372822303,0.0
2019-02-12,-0.0,-1.967541557305337,-0.0,1.0,-3.210673665791776,-2.5707786526684164,0.0
2019-02-13,-0.0,-2.022243799099656,-0.0,1.0,-3.2304704740047665,-2.5741018624768293,0.0
2019-02-14,-0.0,-1.9805592543275632,-0.0,1.0,-3.2896582334664894,-2.606835330670217,0.0
2019-02-15,-0.0,-2.037119261166859,-0.0,1.0,-3.2612556611313384,-2.5818310984814845,0.0
2019-02-19,-0.0,-1.9964346198413407,-0.0,1.0,-3.3208842142793475,-2.5961315625278547,0.0
2019-02-20,-0.0,-2.0305289314873978,-0.0,1.0,-3.2787539936102235,-2.565317713880014,0.0
2019-02-21,-0.0,-1.9870060991779368,-0.0,1.0,-3.274904976575621,-2.5773888446919475,0.0
2019-02-22,-0.0,-1.9633415579837856,-0.0,1.0,-3.287275290800141,-2.561508635882975,0.0
2019-02-25,-0.0,-1.9580270964314177,-0.0,1.0,-3.3184273443726204,-2.578588506154255,0.0
2019-02-26,-0.0,-1.9588313413014609,-0.0,1.0,-3.3175741478530325,-2.577069499778663,0.0
2019-02-27,-0.0,-1.9411032028469752,-0.0,1.0,-3.3673487544483987,-2.5883451957295374,0.0
2019-02-28,-0.0,-1.9405429461504227,-0.0,1.0,-3.365198041833556,-2.5949265687583445,0.0
2019-03-01,-0.0,-1.9459219069643334,-0.0,1.0,-3.362981410655519,-2.5855198790358447,0.0
2019-03-04,-0.0,-1.9360284318080854,-0.0,1.0,-3.34749000444247,-2.601421590404265,0.0
2019-03-05,-0.0,-1.9228370310968546,-0.0,1.0,-3.380914194065758,-2.6065223202352312,0.0
2019-03-06,-0.0,-1.9228505173028898,-0.0,1.0,-3.382804138423118,-2.613449875133785,0.0
2019-03-07,-0.0,-1.8207700650759218,-0.0,1.0,-3.5725777295733914,-2.6449746926970357,0.0
2019-03-08,-0.0,-1.7825173547679942,-0.0,1.0,-3.6868834490317868,-2.6645962732919255,0.0
2019-03-11,-0.0,-1.7825685532268487,-0.0,1.0,-3.680546579263226,-2.769642692272182,0.0
2019-03-12,-0.0,-1.6511779495297514,-0.0,1.0,-3.7411304590744017,-2.9196387000651827,0.0
2019-03-13,-0.0,-1.6965958630924773,-0.0,1.0,-3.708283090622391,-2.870698450978573,0.0
2019-03-14,-0.0,-1.7032640949554896,-0.0,1.0,-3.7030786350148364,-2.8666543026706233,0.0
2019-03-15,-0.0,-1.6386884646999724,-0.0,1.0,-3.634030505068956,-2.860535208694858,0.0
2019-03-18,-0.0,-1.6904190511353145,-0.0,1.0,-3.645375669189588,-2.8944064980616577,0.0
2019-03-19,-0.0,-1.6976483762597983,-0.0,1.0,-3.681224337439343,-2.9529675251959686,0.0
2019-03-20,-0.0,-1.6986481411941419,-0.0,1.0,-3.693766428839654,-2.9954938039804726,0.0
2019-03-21,-0.0,-1.7031749013714073,-0.0,1.0,-3.761130941198572,-2.928893481119669,0.0
2019-03-22,-0.0,-1.7096340409182598,-0.0,1.0,-3.945154163865143,-2.9504370377485354,0.0
2019-03-25,-0.0,-1.4143009398314117,-0.0,1.0,-4.201530859412848,-3.073151826373414,0.0
2019-03-26,-0.0,-1.4540111666176903,-0.0,1.0,-4.213243216769517,-3.1280242922911157,0.0
2019-03-27,-0.0,-1.4200510103982735,-0.0,1.0,-4.25328624681185,-3.13635471846184,0.0
2019-03-28,-0.0,-1.4320197044334975,-0.0,1.0,-4.2599014778325115,-3.160295566502463,0.0
2019-03-29,-0.0,-1.4094402837997635,-0.0,1.0,-4.268722901064249,-3.1759952700039413,0.0
2019-04-01,-0.0,-1.437900759593568,-0.0,1.0,-4.264082075564763,-3.162967347341423,0.0
2019-04-02,-0.0,-1.4448860882210373,-0.0,1.0,-4.224333494910325,-3.025302956858943,0.0
2019-04-03,-0.0,-1.4403829416884246,-0.0,1.0,-4.217096992553912,-3.0127647229474905,0.0
2019-04-04,-0.0,-1.4560595669638485,-0.0,1.0,-4.231605760752426,-3.109532673655335,0.0
2019-04-05,-0.0,-1.4603552644636302,-0.0,1.0,-4.27994442790513,-3.1832886771856703,0.0
2019-04-08,-0.0,-1.4358302248210504,-0.0,1.0,-4.387337433208993,-3.2584937997782033,0.0
2019-04-09,-0.0,-1.3619520097195505,-0.0,1.0,-4.526171914548953,-3.2363065708210996,0.0
2019-04-10,-0.0,-1.4108332423282735,-0.0,1.0,-5.005678715736595,-3.5040952276946595,0.0
2019-04-11,-0.0,-1.3829949792621699,-0.0,1.0,-5.055992141453832,-3.475769482645711,0.0
2019-04-12,-0.0,-1.379975874547648,-0.0,1.0,-5.083342471762255,-3.502796359249918,0.0
2019-04-15,-0.0,-1.4233699305399954,-0.0,1.0,-5.160206139368138,-3.6197624915975797,0.0
2019-04-16,-0.0,-1.4271311750868154,-0.0,1.0,-5.1606362719838685,-3.614204099921586,0.0
2019-04-17,-0.0,-1.3262913394536002,-0.0,1.0,-5.157947129742285,-3.5763742948788853,0.0
2019-04-18,-0.0,-1.292212267401792,-0.0,1.0,-5.35469790948771,-3.839421088904204,0.0
2019-04-22,-0.0,-1.2820572222865747,-0.0,1.0,-5.411560291903162,-3.8897254720259467,0.0
2019-04-23,-0.0,-1.2681744749596122,-0.0,1.0,-5.380452342487883,-3.8907223632587127,0.0
2019-04-24,-0.0,-1.2041854549658921,-0.0,1.0,-5.408833391143485,-3.9491270667129146,0.0
2019-04-25,-0.0,-1.1783092588207436,-0.0,1.0,-5.564172389296709,-4.097442576367511,0.0
2019-04-26,-0.0,-1.1537821122740246,-0.0,1.0,-5.6354662226451,-4.1040675547098,0.0
2019-04-29,-0.0,-1.1073053892215567,-0.0,1.0,-5.66502994011976,-4.203832335329341,0.0
2019-04-30,-0.0,-1.0904607241669675,-0.0,1.0,-5.712498496331048,-4.226392397449778,0.0
2019-05-01,-0.0,-1.0946987951807228,-0.0,1.0,-5.726867469879518,-4.226626506024096,0.0
2019-05-02,-0.0,-1.0976487523992322,-0.0,1.0,-5.646473128598848,-4.252039347408829,0.0
2019-05-03,-0.0,-1.1126726726726726,-0.0,1.0,-5.6479279279279275,-4.251411411411412,0.0
2019-05-06,-0.0,-1.0648004764740917,-0.0,1.0,-5.624776652769506,-4.222275163787969,0.0
2019-05-07,-0.0,-1.061273336524653,-0.0,1.0,-5.655696505505027,-4.250598372426999,0.0
2019-05-08,-0.0,-1.188314104949758,-0.0,1.0,-5.761816151842203,-4.45515444733904,0.0
2019-05-09,-0.0,-1.19656631002737,-0.0,1.0,-5.780915650659368,-4.463423737248072,0.0
2019-05-10,-0.0,-1.2242586228840524,-0.0,1.0,-5.950744558991982,-4.55250095456281,0.0
2019-05-13,-0.0,-1.2168751595608882,-0.0,1.0,-5.978427367883584,-4.5695685473576715,0.0
2019-05-14,-0.0,-0.9913011060022368,-0.0,1.0,-5.947806636013421,-4.487883683360259,0.0
2019-05-15,-0.0,-1.0236529218315202,-0.0,1.0,-6.121553250695674,-4.503415127751075,0.0
2019-05-16,-0.0,-1.0386761349226477,-0.0,1.0,-6.125031701749936,-4.5169921379660165,0.0
2019-05-17,-0.0,-1.0210835675951955,-0.0,1.0,-6.12892921032456,-4.627906976744186,0.0
2019-05-20,-0.0,-0.9678328847879021,-0.014097142124823787,1.0,-6.172113289760349,-4.6615404331667305,0.0
2019-05-21,-0.0,-0.9649884998722209,-0.028750319447993864,1.0,-6.138768208535651,-4.645284947610529,0.0
2019-05-22,-0.0,-0.9166134593283105,-0.0795556123100498,1.0,-6.143276720725322,-4.63018771548972,0.0
2019-05-23,-0.0,-0.9130772215754753,-0.23502781011512092,1.0,-6.242918121847109,-4.5440434613892124,0.0
2019-05-24,-0.0,-0.8153164556962025,-0.27632911392405063,1.0,-6.116329113924051,-4.450253164556962,0.0
2019-05-28,-0.0,-0.8272818961169944,-0.2817700453857791,1.0,-6.081946545637923,-4.416162380231971,0.0
2019-05-29,-0.0,-0.8518564052126876,-0.28448487828866487,1.0,-5.923776739611507,-4.233956233095648,0.0
2019-05-30,-0.0,-0.8417372101582629,-0.2716231137283769,1.0,-5.9139982824193345,-4.241197399092136,0.0
2019-05-31,-0.0,-0.8186142961697975,-0.28616735789216885,1.0,-5.871919980483044,-4.22139546230788,0.0
2019-06-03,-0.0,-0.8098262432594369,-0.3882564409826243,1.0,-5.767765128819653,-4.017375674056321,0.0
2019-06-04,-0.0,-0.7981310650533125,-0.3934347669821493,1.0,-5.780639750808674,-4.008266443033425,0.0
2019-06-05,-0.0,-0.7587031941619812,-0.5087929178131355,1.0,-5.884316305778203,-3.8114607010407946,0.0
2019-06-06,-0.0,-0.7994732431461752,-0.45803902789416984,1.0,-5.858733389201484,-3.855501017598468,0.0
2019-06-07,-0.0,-0.8288686917005501,-0.4631667065295384,1.0,-5.8234872040181775,-3.8432193255202103,0.0
2019-06-10,-0.0,-0.8500479846449137,-0.44421785028790783,1.0,-5.813819577735124,-3.8880758157389637,0.0
2019-06-11,-0.0,-0.8382635882635883,-0.5511063011063011,1.0,-5.77934102934103,-3.8564213564213565,0.0
2019-06-12,-0.0,-0.8410596026490066,-0.5471402769416015,1.0,-5.786634557495485,-3.865984346779049,0.0
2019-06-13,-0.0,-0.9024803387779795,-0.5973381730187537,1.0,-5.7637023593466425,-3.8358136721113123,0.0
2019-06-14,-0.0,-0.8662134272186476,-0.6502367366759743,1.0,-5.812188903727085,-3.811703290032779,0.0
2019-06-17,-0.0,-0.847067377605429,-0.6563257392147358,1.0,-5.825012118274358,-3.7899903053805137,0.0
2019-06-18,-0.0,-0.8473013947847181,-0.6628259551243177,1.0,-5.822801697998788,-3.795633717404488,0.0
2019-06-19,-0.0,-0.7779915814792543,-0.737943475646422,1.0,-5.7743836440168375,-3.7361395069152135,0.0
2019-06-20,-0.0,-0.8064942874323511,-0.7033072760072159,1.0,-5.774864702345159,-3.7417919422730006,0.0
2019-06-21,-0.0,-0.820776119402985,-0.6936119402985075,1.0,-5.715343283582089,-3.710567164179104,0.0
2019-06-24,-0.0,-0.7579694454468904,-0.7005894382292794,1.0,-5.753277998315891,-3.8173944424395527,0.0
2019-06-25,-0.0,-0.7623762376237624,-0.692586331803912,1.0,-5.7824197053851725,-3.836875150929727,0.0
2019-06-26,-0.0,-0.7529454195720126,-0.6279153642702572,1.0,-5.681293580187544,-3.959966338062034,0.0
2019-06-27,-0.0,-0.6763182674199624,-0.6779661016949153,1.0,-5.534251412429379,-3.8817090395480234,0.0
2019-06-28,-0.0,-0.6152761457109284,-0.6945945945945947,1.0,-5.561457109283197,-3.8795534665099884,0.0
2019-07-01,-0.0,-0.5820772491756948,-0.7205605275553463,1.0,-5.618817710786623,-3.854451248233632,0.0
2019-07-02,-0.0,-0.6051547605037072,-0.7028362951629987,1.0,-5.603036365776156,-3.857714487466165,0.0
2019-07-03,-0.0,-0.6092427093132643,-0.6995531514581373,1.0,-5.5923095014111,-3.858184383819379,0.0
2019-07-05,-0.0,-0.4968379901115327,-0.7310566862136368,1.0,-5.472116821892606,-3.7980912958491433,0.0
2019-07-08,-0.0,-0.48947428965834583,-0.740595881743932,1.0,-5.476590360059819,-3.796848038651789,0.0
2019-07-09,-0.0,-0.46960119526491206,-0.7438225491322836,1.0,-5.475692449143776,-3.8039305826916445,0.0
2019-07-10,-0.0,-0.40034383954154734,-0.724813753581662,1.0,-5.517020057306591,-3.819255014326648,0.0
2019-07-11,-0.0,-0.3845183486238532,-0.7563073394495412,1.0,-5.522591743119266,-3.80447247706422,0.0
2019-07-12,-0.0,-0.38448451854372234,-0.7753204037654532,1.0,-5.4802086877622775,-3.7015991833957127,0.0
2019-07-15,-0.0,-0.41167066346922465,-0.82414068745004,1.0,-5.521754025351148,-3.6619846979559214,0.0
2019-07-16,-0.0,-0.4109714285714286,-0.8730285714285715,1.0,-5.515885714285715,-3.628571428571429,0.0
2019-07-17,-0.0,-0.4279995424911358,-0.8682374471005377,1.0,-5.516069998856228,-3.6254146174082122,0.0
2019-07-18,-0.0,-0.433186660490968,-0.8972904122278833,1.0,-5.599467345993515,-3.6494905048633624,0.0
2019-07-19,-0.0,-0.4442516770761046,-0.9151052509831136,1.0,-5.578880407124682,-3.6279204256303497,0.0
2019-07-22,-0.0,-0.3994229659549913,-0.887478361223312,1.0,-5.578534333525678,-3.675245239469129,0.0
2019-07-23,-0.0,-0.4088231897447742,-0.8876313662085691,1.0,-5.5766254763829535,-3.6755976440697538,0.0
2019-07-24,-0.0,-0.4018552450755841,-0.9210948236371966,1.0,-5.516147503435639,-3.613032524049473,0.0
2019-07-25,-0.0,-0.34853494470413865,-0.9486945616235322,1.0,-5.528788051533463,-3.575190970242846,0.0
2019-07-26,-0.0,-0.3185437997724687,-0.9506257110352673,1.0,-5.533902161547212,-3.5734926052332194,0.0
2019-07-29,-0.0,-0.3049434866993949,-0.9511359744263043,1.0,-5.560109601552688,-3.600639342390684,0.0
2019-07-30,-0.0,-0.3261019283746556,-0.9581037649219467,1.0,-5.581037649219467,-3.6134067952249773,0.0
2019-07-31,-0.0,-0.370958462777586,-0.956506731101139,1.0,-5.571165573581866,-3.60752502588885,0.0
2019-08-01,-0.0,-0.4321486268174475,-0.9286868220632356,1.0,-5.588852988691437,-3.5895453496422802,0.0
2019-08-02,-0.0,-0.3924681344148319,-0.9966396292004636,1.0,-5.607995365005793,-3.590382387022016,0.0
2019-08-05,-0.0,-0.3848642403235124,-0.9861351819757365,1.0,-5.6091276718659735,-3.5738879260543035,0.0
2019-08-06,-0.0,-0.37270399643771573,-0.9440053434264724,1.0,-5.335188689747301,-3.4802404541912506,0.0
2019-08-07,-0.0,-0.4514552321706288,-0.8702510553210399,1.0,-5.281826260830926,-3.5049988891357478,0.0
2019-08-08,-0.0,-0.4483333333333333,-0.8644444444444445,1.0,-5.286333333333334,-3.5120000000000005,0.0
2019-08-09,-0.0,-0.382145221805341,-0.8290664312513794,1.0,-5.2460825424851025,-3.577797395718384,0.0
2019-08-12,-0.0,-0.3466179563821543,-0.9202922617070741,1.0,-5.297022030333223,-3.5065869589283736,0.0
2019-08-13,-0.0,-0.2786200834981323,-0.9062843331136013,1.0,-5.289496813887057,-3.512085255987695,0.0
2019-08-14,-0.0,-0.32424075096631694,-0.9040309221424627,1.0,-5.290115958034235,-3.5253451131971283,0.0
2019-08-15,-0.0,-0.3915559365623661,-0.9480282897556793,1.0,-5.137698242606087,-3.2385340762966135,0.0
2019-08-16,-0.0,-0.3893833780160858,-0.9543163538873994,1.0,-5.1366219839142095,-3.24343163538874,0.0
2019-08-19,-0.0,-0.3169404736505227,-0.9841049711969276,1.0,-5.162043951354811,-3.2047151696180927,0.0
2019-08-20,-0.0,-0.3295551753635586,-1.0159324208725404,1.0,-5.171193327630453,-3.176218990590248,0.0
2019-08-21,-0.0,-0.3281865616015334,-1.0601639867958683,1.0,-5.133425620274732,-3.126717069534661,0.0
2019-08-22,-0.0,-0.34983853606027987,-1.0481162540365985,1.0,-5.207857911733047,-3.1585575888051673,0.0
2019-08-23,-0.0,-0.3435582822085889,-1.0506942202131093,1.0,-5.205575287913034,-3.1633839199225053,0.0
2019-08-26,-0.0,-0.31215250198570293,-1.1826846703733123,1.0,-5.519459888800635,-3.332576875070918,0.0
2019-08-27,-0.0,-0.3011212576580742,-1.1817130967518206,1.0,-5.628482256386545,-3.448040688937695,0.0
2019-08-28,-0.0,-0.24152591060553832,-1.2210731931517869,1.0,-5.615994484660462,-3.4116971159370335,0.0
2019-08-29,-0.0,-0.19261213720316622,-1.2495124469427557,1.0,-5.632212917288058,-3.397499139612252,0.0
2019-08-30,-0.0,-0.15140845070422537,-1.2559064061790097,1.0,-5.60813266696956,-3.343025897319401,0.0
2019-09-03,-0.0,-0.1990088973983557,-1.3073544318053836,1.0,-5.5127829710553,-3.2433832638810682,0.0
2019-09-04,-0.0,-0.28389487090424914,-1.3692254254949636,1.0,-5.610976033344911,-3.3139979159430357,0.0
2019-09-05,-0.0,-0.24628450106157113,-1.2642753380265952,1.0,-5.4689909487093535,-3.1949938540619063,0.0
2019-09-06,-0.0,-0.20567212358773349,-1.411344247175467,1.0,-5.716739681807701,-3.195065713626931,0.0
2019-09-09,-0.0,-0.21443394051187456,-1.4121512566290062,1.0,-5.714549227576666,-3.1875720544154946,0.0
2019-09-10,-0.0,-0.21606074551311552,-1.4192360791532443,1.0,-5.693856419696273,-3.175793833410032,0.0
2019-09-11,-0.0,-0.1679186409337802,-1.5106899341268925,1.0,-5.740667976424362,-3.1374089911013523,0.0
2019-09-12,-0.0,-0.1477804404884172,-1.5021111491498345,1.0,-5.671003081136597,-3.0907223553577543,0.0
2019-09-13,-0.0,-0.14136006378858637,-1.4875270531951248,1.0,-5.6619204920833806,-3.1001252990089987,0.0
