Date,DAL,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.2729243834131358,-0.5446140873912128,-0.14831210286987684,-0.47146685939711513,-0.5740958231698137,0.0
2018-09-25,1.0,-0.2728328291624652,-0.5647630396919974,-0.13661502734745012,-0.4883429584135423,-0.5930577199254439,0.0
2018-09-26,1.0,-0.2724799804389021,-0.5645516229598386,-0.13543003851091143,-0.4889357540191943,-0.5950547099455956,0.0
2018-09-27,1.0,-0.27668419122142074,-0.5562415943269349,-0.138036434771977,-0.49003545665729303,-0.5956107103557893,0.0
2018-09-28,1.0,-0.27812605119109507,-0.5556710803950949,-0.13809975230115284,-0.4903825571083453,-0.5957310174000795,0.0
2018-10-01,1.0,-0.2790249571813066,-0.5548385123562516,-0.1379985319305114,-0.4909469048201615,-0.5956691950085637,0.0
2018-10-02,1.0,-0.2796234772978959,-0.5831487633813215,-0.1304601944136828,-0.4897563676633444,-0.5931463024486281,0.0
2018-10-03,1.0,-0.285758716138463,-0.611513700121295,-0.13289584175660124,-0.49143159269741554,-0.5885609429913228,0.0
2018-10-04,1.0,-0.2905504216061483,-0.6050592737795202,-0.13348268458881732,-0.4978686331248639,-0.5845234761504714,0.0
2018-10-05,1.0,-0.2839414246711343,-0.6018863241499132,-0.12698560436832962,-0.5004653760238272,-0.5891970712335567,0.0
2018-10-08,1.0,-0.2836228287841191,-0.6017679900744416,-0.1264578163771712,-0.5005893300248139,-0.5892679900744416,0.0
2018-10-09,1.0,-0.2855945618772697,-0.6023217555948722,-0.1303969953751125,-0.4990222553310364,-0.5866157618648539,0.0
2018-10-10,1.0,-0.2851347978032951,-0.610490514228657,-0.12602970544183725,-0.5022778332501249,-0.5963866699950074,0.0
2018-10-11,1.0,-0.24890203733073077,-0.6093692814444309,-0.08021227278272539,-0.4956386482859582,-0.61580456264487,0.0
2018-10-12,1.0,-0.28575837062181764,-0.6317234994599599,-0.07597592964048758,-0.4891220490665021,-0.6033636784446844,0.0
2018-10-15,1.0,-0.2776391584265164,-0.6435326371561471,-0.06481224778979146,-0.48883344114838434,-0.6056125435110742,0.0
2018-10-16,1.0,-0.27709841367626675,-0.6455259510241799,-0.06329893731711073,-0.48883412906206686,-0.6054828276605575,0.0
2018-10-17,1.0,-0.2672752167959836,-0.6224250722653278,-0.055347634261372285,-0.48662711090826105,-0.6111060398600334,0.0
2018-10-18,1.0,-0.26571437310739304,-0.6219985929709724,-0.057351726669317586,-0.497507111614107,-0.6161563637475913,0.0
2018-10-19,1.0,-0.25928293158022886,-0.6170258095933772,-0.05113221329437545,-0.4984477720964207,-0.6176953981008034,0.0
2018-10-22,1.0,-0.26253768155659085,-0.6101823939587712,-0.042781888493042236,-0.5057702262415883,-0.6237020797174264,0.0
2018-10-23,1.0,-0.26766150935335226,-0.6117672190179744,-0.05132899996948336,-0.49986267508926124,-0.6210442796545516,0.0
2018-10-24,1.0,-0.2669800665465979,-0.6132360572667054,-0.05052046765774291,-0.5001984187551513,-0.621661222870051,0.0
2018-10-25,1.0,-0.24685318857006502,-0.5837558909503072,-0.04799260275606992,-0.5011036210702142,-0.6030841734773013,0.0
2018-10-26,1.0,-0.24756818046189652,-0.5835471743152115,-0.04935250939905711,-0.5007757951900699,-0.6026138330250045,0.0
2018-10-29,1.0,-0.23628905204958237,-0.5914509081180702,-0.03956481674147618,-0.4957938230135846,-0.6094943669926578,0.0
2018-10-30,1.0,-0.2284958225552285,-0.5931376921475932,-0.03395474682603395,-0.4982903695774982,-0.6194214015996193,0.0
2018-10-31,1.0,-0.22862149879704158,-0.5911129592776309,-0.034276888347640116,-0.4976089345650043,-0.6186473401253453,0.0
2018-11-01,1.0,-0.21471900089206067,-0.6137377341659233,-0.01650312221231044,-0.504073743681237,-0.6245316681534344,0.0
2018-11-02,1.0,-0.21662416226795564,-0.6051539054623094,-0.015568471620900302,-0.505634304015183,-0.6224719767510823,0.0
2018-11-05,1.0,-0.21349580479705893,-0.6141895698063982,-0.015387352130214357,-0.5064781048948976,-0.6152569005899968,0.0
2018-11-06,1.0,-0.21795974029824197,-0.6173549553822893,-0.013400136373069282,-0.5044321247517121,-0.6115146304586286,0.0
2018-11-07,1.0,-0.21502444806638019,-0.6174248036746184,-0.01840272632982664,-0.5019410283004889,-0.610608979108016,0.0
2018-11-08,1.0,-0.20637915278719454,-0.6182236240898505,-0.01040591928779884,-0.49880611974176814,-0.61406715207971,0.0
2018-11-09,1.0,-0.20591269490376396,-0.6179738851062576,-0.010994193415273969,-0.4989536357473399,-0.6136705278981341,0.0
2018-11-12,1.0,-0.20615800452448804,-0.6033728001880306,-0.009783470928695243,-0.5064194846784381,-0.6122161177542087,0.0
2018-11-13,1.0,-0.1862495984111685,-0.603989602500073,-0.0,-0.5146762463857004,-0.6157305996086334,0.0
2018-11-14,1.0,-0.18703271028037385,-0.6034170560747664,-0.0,-0.514748831775701,-0.6153621495327103,0.0
2018-11-15,1.0,-0.18633685315909224,-0.6035820547225949,-0.0,-0.5158975555685199,-0.6111370398459833,0.0
2018-11-16,1.0,-0.18178374755980303,-0.5945922321610675,-0.0,-0.5171760729582471,-0.6200868273068967,0.0
2018-11-19,1.0,-0.18427647298793637,-0.5939740078093129,-0.0,-0.5159682965207764,-0.6197039454513666,0.0
2018-11-20,1.0,-0.13969221835075493,-0.588472706155633,-0.0,-0.5259001161440187,-0.6495354239256679,0.0
2018-11-21,1.0,-0.1431866009397792,-0.5837297125890052,-0.0,-0.5235088933091182,-0.6323330162299288,0.0
2018-11-23,1.0,-0.14369256474519632,-0.5798980209143548,-0.0,-0.5247313686515138,-0.6324431769077867,0.0
2018-11-26,1.0,-0.14213814647691775,-0.5953661922943422,-0.0,-0.5242971190558834,-0.6307127154923059,0.0
2018-11-27,1.0,-0.1312454899696926,-0.6038678019916295,-0.0,-0.5227882811372493,-0.6284889594458075,0.0
2018-11-28,1.0,-0.13720477587659416,-0.5880370682392586,-0.0,-0.5398134967899371,-0.6399790837521425,0.0
2018-11-29,1.0,-0.11285122063565177,-0.5796867802855827,-0.0,-0.5399009672961769,-0.6463899124827269,0.0
2018-11-30,1.0,-0.11279970065912558,-0.5798578130846501,-0.0,-0.5405405405405405,-0.645079584376709,0.0
2018-12-03,1.0,-0.11611614509451987,-0.5834467185826361,-0.0,-0.54560981964508,-0.6497409026430825,0.0
2018-12-04,1.0,-0.10534846029173421,-0.5927587404491781,-0.0,-0.5447152118545959,-0.6513660569576292,0.0
2018-12-06,1.0,-0.09919908466819222,-0.574799771167048,-0.0,-0.541962242562929,-0.6444794050343249,0.0
2018-12-07,1.0,-0.10948214029550996,-0.5762157509682971,-0.0,-0.5446277435088223,-0.638731889255487,0.0
2018-12-10,1.0,-0.10093708930918234,-0.5763956345351695,-0.0,-0.5439974858579509,-0.635649391463345,0.0
2018-12-11,1.0,-0.10646018457670219,-0.5745878453670105,-0.0,-0.5455870167719078,-0.6305894454127261,0.0
2018-12-12,1.0,-0.1053082925992625,-0.5753080067461339,-0.0,-0.5455792813652346,-0.6323642912271675,0.0
2018-12-13,1.0,-0.10525564124535847,-0.5729220222793487,-0.0,-0.5472436446729506,-0.6309054555841188,0.0
2018-12-14,1.0,-0.09486532718680235,-0.6176683772578354,-0.0,-0.5443738946391813,-0.6424284595981561,0.0
2018-12-17,1.0,-0.07979999421948611,-0.6183993757045001,-0.0,-0.5336859446804821,-0.6584005318072776,0.0
2018-12-18,1.0,-0.07300445850711923,-0.6125988781820796,-0.0,-0.5309938156191572,-0.6598878182079677,0.0
2018-12-19,1.0,-0.0787852619458837,-0.6116004605641912,-0.0,-0.5289004029936673,-0.6592112838226828,0.0
2018-12-20,1.0,-0.0786046244764473,-0.6048539790005164,-0.0,-0.5297205806414597,-0.6556027310803832,0.0
2018-12-21,1.0,-0.0755024443237371,-0.6046485033877469,-0.0,-0.5299179507704623,-0.648760684982418,0.0
2018-12-24,1.0,-0.0692033632606527,-0.5993159469858914,-0.0,-0.5280319224739918,-0.6536411571896822,0.0
2018-12-26,1.0,-0.06817408079891057,-0.6009418974126192,-0.0,-0.5189514298683613,-0.6489729913753972,0.0
2018-12-27,1.0,-0.05207986688851914,-0.5830282861896839,-0.0,-0.48782584581253474,-0.6502218524681088,0.0
2018-12-28,1.0,-0.04941659044926692,-0.5857930766885618,-0.0,-0.4875142041517696,-0.6487902220004989,0.0
2018-12-31,1.0,-0.05103540043800072,-0.5835112133728828,-0.0,-0.48803814487289665,-0.6495717018268511,0.0
2019-01-02,1.0,-0.047167719764992795,-0.5841093005210066,-0.0,-0.487251967631083,-0.6528101097439308,0.0
2019-01-03,1.0,-0.05121599911362251,-0.582543903384854,-0.0,-0.4898897568001772,-0.646279984488394,0.0
2019-01-04,1.0,-0.08736166064567923,-0.5905441825792763,-0.0,-0.5333448018808418,-0.6558862320087161,0.0
2019-01-07,1.0,-0.08209485379784603,-0.580261998806513,-0.0,-0.5305049586542013,-0.6487738342189765,0.0
2019-01-08,1.0,-0.08496212873393663,-0.5669626393577487,-0.0,-0.5387364897449718,-0.6461093302317664,0.0
2019-01-09,1.0,-0.08073847200952868,-0.5549600136123873,-0.0,-0.5423401962452499,-0.6578753332198968,0.0
2019-01-10,1.0,-0.0797739407020334,-0.5578779961376804,-0.0,-0.542286720436215,-0.6599738725434512,0.0
2019-01-11,1.0,-0.08062086022116724,-0.5517525655968388,-0.0,-0.5442760894902919,-0.6660886374619779,0.0
2019-01-14,1.0,-0.08831301679311226,-0.551047083226778,-0.0,-0.5456198675873043,-0.6564657744437814,0.0
2019-01-15,1.0,-0.08370796107665168,-0.5487679963580493,-0.0,-0.5428213736982872,-0.6699766687532009,0.0
2019-01-16,1.0,-0.07174314533314392,-0.5539139082256003,-0.0,-0.5342520244352892,-0.6814036084671119,0.0
2019-01-17,1.0,-0.07367105151007189,-0.5505582862175754,-0.0,-0.5351876580390375,-0.6817342387135267,0.0
2019-01-18,1.0,-0.07890086084031697,-0.5496265891340288,-0.0,-0.5364289379168804,-0.6855082378427684,0.0
