Date,IWF,IWM,MGP,MTUM,SPY,VLUE,VXX
2018-09-24,-0.21314673860680222,-0.48234415646979484,1.0,-0.0,-0.38385200886405246,-0.3293669910395992,0.0
2018-09-25,-0.21291768050302343,-0.48254595388951793,1.0,-0.0,-0.38401310559155843,-0.3296393553205329,0.0
2018-09-26,-0.21420825601850735,-0.48384220546063567,1.0,-0.0,-0.3841241535532689,-0.32761404438875097,0.0
2018-09-27,-0.21558097531607465,-0.48084286574352797,1.0,-0.0,-0.38420228777844667,-0.32756170981336546,0.0
2018-09-28,-0.21734519246993034,-0.4802468243064092,1.0,-0.0,-0.38477113312603944,-0.3280304673753224,0.0
2018-10-01,-0.21709236169955212,-0.48650284469192595,1.0,-0.0,-0.38644231933180007,-0.33095266916838156,0.0
2018-10-02,-0.21682573518724868,-0.48958383799234534,1.0,-0.0,-0.38568867787413397,-0.33026500654038077,0.0
2018-10-03,-0.2164406779661017,-0.4858595641646489,1.0,-0.0,-0.3867070217917676,-0.33232445520581116,0.0
2018-10-04,-0.22180724644710675,-0.48025900955522144,1.0,-0.0,-0.39406800213416115,-0.32907309501867393,0.0
2018-10-05,-0.2182561769474627,-0.4793456428623285,1.0,-0.0,-0.39404205890182226,-0.3283159499552308,0.0
2018-10-08,-0.21724521369174243,-0.4781715335525044,1.0,-0.0,-0.39421775285244637,-0.3276687294527171,0.0
2018-10-09,-0.20991345779852197,-0.4815976273823415,1.0,-0.0,-0.40147316219369894,-0.3379764683002722,0.0
2018-10-10,-0.21260397917984142,-0.48095539232378265,1.0,-0.0,-0.40348786301503137,-0.3352142822396264,0.0
2018-10-11,-0.17677355042365844,-0.47179170721287356,1.0,-0.0,-0.3896233356276553,-0.33522417107730285,0.0
2018-10-12,-0.17358811843723396,-0.47131302620376503,1.0,-0.0,-0.38801910888279256,-0.33204048812789705,0.0
2018-10-15,-0.1527597364256867,-0.49158026499137947,1.0,-0.0,-0.3845445313053541,-0.33289246829314373,0.0
2018-10-16,-0.15699311454463716,-0.48718737429903225,1.0,-0.0,-0.38681589096845936,-0.3351158223505194,0.0
2018-10-17,-0.14573357314708837,-0.46630538880194344,1.0,-0.0,-0.3842470393123263,-0.3395622620354582,0.0
2018-10-18,-0.1448125789695353,-0.4648556319902663,1.0,-0.0,-0.3889044878094436,-0.341241986054565,0.0
2018-10-19,-0.13369418761325094,-0.45665102448543415,1.0,-0.0,-0.39153463736467964,-0.34123960414440363,0.0
2018-10-22,-0.13355973204317081,-0.4479670636397469,1.0,-0.0,-0.39760885746185337,-0.34687848902121327,0.0
2018-10-23,-0.13066181784273959,-0.44944867939482946,1.0,-0.0,-0.40156654311490314,-0.34951162085926757,0.0
2018-10-24,-0.12956059829458086,-0.44921019523787337,1.0,-0.0,-0.40168212105680073,-0.3493546433064629,0.0
2018-10-25,-0.10633612567822198,-0.4205316806283911,1.0,-0.0,-0.4124497718449908,-0.33090422030012034,0.0
2018-10-26,-0.10092964483956857,-0.4151811904869353,1.0,-0.0,-0.4130827203393655,-0.3272259578500835,0.0
2018-10-29,-0.10297078987261579,-0.41525442903364485,1.0,-0.0,-0.417584903952757,-0.32678688598773675,0.0
2018-10-30,-0.09275900314629122,-0.41612530840444556,1.0,-0.0,-0.4187283551008397,-0.33590619977817515,0.0
2018-10-31,-0.0953699326985842,-0.4050464807436919,1.0,-0.0,-0.4174038310036689,-0.3330407184820042,0.0
2018-11-01,-0.10410030498136226,-0.4007003275725743,1.0,-0.0,-0.4196543544561166,-0.3346662148424263,0.0
2018-11-02,-0.10883252383522216,-0.3803741680158302,1.0,-0.0,-0.4274374887569707,-0.33196168375607127,0.0
2018-11-05,-0.1102358660424919,-0.3773181490817429,1.0,-0.0,-0.4276647461289161,-0.33541141519625495,0.0
2018-11-06,-0.11194869486948696,-0.37848784878487846,1.0,-0.0,-0.42628262826282626,-0.3335058505850585,0.0
2018-11-07,-0.11133858267716536,-0.3792800899887514,1.0,-0.0,-0.425466816647919,-0.3336332958380202,0.0
2018-11-08,-0.10963029553882457,-0.3790538262726149,1.0,-0.0,-0.42535116305202836,-0.3334307225530958,0.0
2018-11-09,-0.1091007169989436,-0.3791328583308983,1.0,-0.0,-0.4260861747319682,-0.3333258411813625,0.0
2018-11-12,-0.10872253828337568,-0.3802028288097862,1.0,-0.0,-0.42614287962942143,-0.3335881810618156,0.0
2018-11-13,-0.103846585174386,-0.3793876864416283,1.0,-0.0,-0.4273634630481103,-0.33230907255803516,0.0
2018-11-14,-0.10360067302299496,-0.37974200785193496,1.0,-0.0,-0.42748177229388673,-0.3325630959057768,0.0
2018-11-15,-0.10308654428081501,-0.3796651200322776,1.0,-0.0,-0.4280142559343689,-0.33073319436038817,0.0
2018-11-16,-0.10040493075907739,-0.37354303228260144,1.0,-0.0,-0.4277500615226292,-0.33548848967538425,0.0
2018-11-19,-0.10317815577439571,-0.37307520143240824,1.0,-0.0,-0.42658907788719785,-0.33529543419874663,0.0
2018-11-20,-0.08716280934666874,-0.36903303410331234,1.0,-0.0,-0.42859688592876394,-0.34277058784220255,0.0
2018-11-21,-0.08882001328315255,-0.3656409121098074,1.0,-0.0,-0.42742970998450297,-0.3319681204339163,0.0
2018-11-23,-0.08844549005681818,-0.37246981534090906,1.0,-0.0,-0.42613636363636365,-0.3324085582386363,0.0
2018-11-26,-0.08903225806451613,-0.3705005561735261,1.0,-0.0,-0.4295661846496107,-0.33561735261401554,0.0
2018-11-27,-0.09057809149392423,-0.3714930307362402,1.0,-0.0,-0.43316654753395284,-0.3384783774124374,0.0
2018-11-28,-0.09342467593525422,-0.3622808785009067,1.0,-0.0,-0.44003402959679405,-0.3430720666263684,0.0
2018-11-29,-0.08530668565832815,-0.3579186326003739,1.0,-0.0,-0.43824000712187305,-0.3441200035609365,0.0
2018-11-30,-0.0859301859034372,-0.3598814141143953,1.0,-0.0,-0.4418438767776737,-0.3413802327136552,0.0
2018-12-03,-0.0855207451312447,-0.35990908685770306,1.0,-0.0,-0.4416640670261598,-0.34119167520834265,0.0
2018-12-04,-0.08569135059201284,-0.35984569759404195,1.0,-0.0,-0.4427051976720851,-0.34156130844872573,0.0
2018-12-06,-0.08296542378808411,-0.3297198059186082,1.0,-0.0,-0.44476985618743714,-0.3281461730121956,0.0
2018-12-07,-0.09219360217648866,-0.33123436745798407,1.0,-0.0,-0.4475624204660143,-0.3230505945851069,0.0
2018-12-10,-0.0800714068010624,-0.3325858840945704,1.0,-0.0,-0.4491008838768668,-0.3152566726172334,0.0
2018-12-11,-0.07152052014923745,-0.3371151790194838,1.0,-0.0,-0.4481923504898217,-0.32500600004363667,0.0
2018-12-12,-0.07484616900606565,-0.338844242012832,1.0,-0.0,-0.45262443339829633,-0.32345019379420586,0.0
2018-12-13,-0.07453117136042364,-0.33619991684719575,1.0,-0.0,-0.45539289699993435,-0.3221295870806801,0.0
2018-12-14,-0.07490644900102851,-0.3359520318620478,1.0,-0.0,-0.4553252948771254,-0.3221436855811104,0.0
2018-12-17,-0.05304061470911087,-0.3430735455543359,1.0,-0.0,-0.4473984632272228,-0.35187705817782655,0.0
2018-12-18,-0.054980379985368116,-0.3523178220675283,1.0,-0.0,-0.4552286784756246,-0.35444609484115547,0.0
2018-12-19,-0.05986110802955337,-0.35151205875174724,1.0,-0.0,-0.4533513789354574,-0.3539748396973664,0.0
2018-12-20,-0.060419071295392,-0.3519266625233064,1.0,-0.0,-0.4530542484240434,-0.3542351060996183,0.0
2018-12-21,-0.058855086393812726,-0.35491874734559764,1.0,-0.0,-0.45709368084583235,-0.36444106667858817,0.0
2018-12-24,-0.057512629084894275,-0.35535786132594216,1.0,-0.0,-0.4582234342169967,-0.3641646922079664,0.0
2018-12-26,-0.05621665066642853,-0.3554508718269295,1.0,-0.0,-0.4577035565180505,-0.36324261570404776,0.0
2018-12-27,-0.04910390324354041,-0.3460802638812534,1.0,-0.0,-0.4396481583287521,-0.36420010995052227,0.0
2018-12-28,-0.04594214367361294,-0.34966587531873733,1.0,-0.0,-0.43987953925965007,-0.3627450980392157,0.0
2018-12-31,-0.04027661172727674,-0.36114179665061197,1.0,-0.0,-0.4434183200035349,-0.3645221156820291,0.0
2019-01-02,-0.03590378493102229,-0.36255305978068625,1.0,-0.0,-0.4435134418111072,-0.3688539087371772,0.0
2019-01-03,-0.04335426246904846,-0.36049699327909446,1.0,-0.0,-0.44994694021931375,-0.35700389105058367,0.0
2019-01-04,-0.0019265689357367466,-0.3833429292705612,1.0,-0.0,-0.44908986226139336,-0.3800876921032818,0.0
2019-01-07,-0.0,-0.3697039919548774,1.0,-0.0,-0.4458703161208517,-0.3706221853001618,0.0
2019-01-08,-0.0,-0.35739402013672006,1.0,-0.0,-0.45709480857011814,-0.3695372048834822,0.0
2019-01-09,-0.0,-0.36589698046181174,1.0,-0.0,-0.4595092428129728,-0.36743196719514065,0.0
2019-01-10,-0.0,-0.37464371727170287,1.0,-0.0,-0.4603725225921916,-0.3744890519012793,0.0
2019-01-11,-0.0,-0.37544169611307426,1.0,-0.0,-0.4598277385159011,-0.3732111307420495,0.0
2019-01-14,-0.0009496466431095406,-0.37800353356890465,1.0,-0.0,-0.4621466431095407,-0.3674028268551237,0.0
2019-01-15,-0.0,-0.3761826863559996,1.0,-0.0,-0.461910867450703,-0.3725351489963746,0.0
2019-01-16,-0.0,-0.37599717145824585,1.0,-0.0,-0.4601020926789384,-0.37372107926546305,0.0
2019-01-17,-0.0,-0.37569353876080375,1.0,-0.0,-0.4599792214682022,-0.37480934591834475,0.0
2019-01-18,-0.0020188574597892403,-0.37404326123128123,1.0,-0.0,-0.4603216860787577,-0.3821630615640599,0.0
2019-01-22,-0.0,-0.3540052246833359,1.0,-0.0,-0.5023818409325401,-0.3388580334994402,0.0
2019-01-23,-0.0,-0.32972711480528616,1.0,-0.0,-0.5112034654880488,-0.3580051454581437,0.0
2019-01-24,-0.0,-0.33301843267350656,1.0,-0.0,-0.5039435815189929,-0.36001933343585907,0.0
2019-01-25,-0.0,-0.3140494049844922,1.0,-0.0,-0.5361078726820792,-0.3495303666879303,0.0
2019-01-28,-0.0,-0.3188638563759571,1.0,-0.0,-0.5300536830062483,-0.35120566751738097,0.0
2019-01-29,-0.0,-0.307229446770994,1.0,-0.0,-0.5311880096980384,-0.3656821688340313,0.0
2019-01-30,-0.0,-0.3085270633905333,1.0,-0.0,-0.5325995853368035,-0.36450659490934756,0.0
2019-01-31,-0.0,-0.3174729577277855,1.0,-0.0,-0.5273077178313093,-0.3672661313513394,0.0
2019-02-01,-0.0,-0.3180619278764102,1.0,-0.0,-0.5332579737127912,-0.36513952612097433,0.0
2019-02-04,-0.0,-0.31802566546244376,1.0,-0.0,-0.5342095347857887,-0.3641259779693699,0.0
2019-02-05,-0.0,-0.30335507921714816,1.0,-0.0,-0.5288909599254427,-0.3866995073891626,0.0
2019-02-06,-0.0,-0.31348794022063536,1.0,-0.0,-0.5254128622908054,-0.371874516392899,0.0
2019-02-07,-0.0,-0.31378357466563506,1.0,-0.0,-0.5230242069194209,-0.3738697910909694,0.0
2019-02-08,-0.0,-0.31669861414061296,1.0,-0.0,-0.5222861171701149,-0.36428933395025004,0.0
2019-02-11,-0.0,-0.3005863163463234,1.0,-0.0,-0.5335699171222007,-0.37004055722094864,0.0
2019-02-12,-0.0,-0.3001170003752842,1.0,-0.0,-0.5368330426720237,-0.37058213205589524,0.0
2019-02-13,-0.0,-0.3171421001501369,1.0,-0.0,-0.5314625099355295,-0.3593129029409167,0.0
2019-02-14,-0.0,-0.29808245870422034,1.0,-0.0,-0.5444621584517957,-0.3717063017581152,0.0
2019-02-15,-0.0,-0.3176957647944387,1.0,-0.0,-0.5338174411654011,-0.36239456264252035,0.0
2019-02-19,-0.0,-0.3089585172109444,1.0,-0.0,-0.5385922330097087,-0.3589585172109444,0.0
2019-02-20,-0.0,-0.31840642371834466,1.0,-0.0,-0.5326921380040589,-0.35482661254742787,0.0
2019-02-21,-0.0,-0.31414571699737354,1.0,-0.0,-0.5358774582294127,-0.3571412805968173,0.0
2019-02-22,-0.0,-0.3076278290025147,1.0,-0.0,-0.543653769797503,-0.3545683151718357,0.0
2019-02-25,-0.0,-0.3031604107648725,1.0,-0.0,-0.5509915014164305,-0.35904302407932015,0.0
2019-02-26,-0.0,-0.304270817189541,1.0,-0.0,-0.5540106715079594,-0.35572431199769744,0.0
2019-02-27,-0.0,-0.3059321283005494,1.0,-0.0,-0.5571947545631756,-0.3520069112174375,0.0
2019-02-28,-0.0,-0.3025551168877257,1.0,-0.0,-0.5544514927028347,-0.36095462005944196,0.0
2019-03-01,-0.0,-0.30459183673469387,1.0,-0.0,-0.5592724046140196,-0.35441437444543034,0.0
2019-03-04,-0.0,-0.2959712006399858,1.0,-0.0,-0.5546321192862381,-0.37156952067731824,0.0
2019-03-05,-0.0,-0.2845662385076022,1.0,-0.0,-0.5702678034772156,-0.37129627568397855,0.0
