Date,FTDR,IWF,IWM,MTUM,SPY,VLUE,VXX
2019-05-13,1.0,-0.3893621441928111,-1.4459796384791193,-1.1394140868481197,-3.311967587783087,-3.1018076044047374,0.0
2019-05-14,1.0,-0.2716575370257659,-1.3243051328869953,-1.2701359302089672,-3.258470277946845,-3.0194765672550212,0.0
2019-05-15,1.0,-0.25617159044921084,-1.3013961958721165,-1.2953257790368273,-3.264467826790773,-3.0,0.0
2019-05-16,1.0,-0.24906234161175875,-1.2992397364419666,-1.2939685757729347,-3.282108464267613,-3.0124683223517486,0.0
2019-05-17,1.0,-0.2361448220064725,-1.298240291262136,-1.2802386731391586,-3.273260517799353,-3.0253843042071202,0.0
2019-05-20,1.0,-0.23075362612841058,-1.269094228623593,-1.3119991885586773,-3.290495993508469,-3.04077492646313,0.0
2019-05-21,1.0,-0.2095547215741962,-1.270412820772898,-1.328532305507658,-3.290800284004463,-3.0437164012577345,0.0
2019-05-22,1.0,-0.20262970135562122,-1.2467638365100397,-1.366731220059117,-3.32382020181429,-3.052695953521557,0.0
2019-05-23,1.0,-0.20659474862609403,-1.236718909016894,-1.3869326277223692,-3.3211886830856914,-3.025748015469164,0.0
2019-05-24,1.0,-0.1780683085030911,-1.1733049559136517,-1.4237356846052498,-3.3247187595013683,-3.034965034965035,0.0
2019-05-28,1.0,-0.18395700233242063,-1.156677821721935,-1.4288611702667071,-3.33100091268634,-3.0406652469323596,0.0
2019-05-29,1.0,-0.19349954577571413,-1.1567578479862721,-1.4224285858483898,-3.316947612799031,-3.0041384879378215,0.0
2019-05-30,1.0,-0.19060578570708597,-1.1491785102308234,-1.420925309948594,-3.312468501159157,-3.0064509626045757,0.0
2019-05-31,1.0,-0.18917556944164482,-1.1528925619834711,-1.4163475105825436,-3.3110260028220115,-3.0092723241282,0.0
2019-06-03,1.0,-0.17549635837573582,-1.1407762147061757,-1.4439788486481093,-3.2845455452459342,-2.9322558116332433,0.0
2019-06-04,1.0,-0.2139139139139139,-1.129129129129129,-1.4567567567567568,-3.3023023023023024,-2.9080080080080077,0.0
2019-06-05,1.0,-0.18236903831118062,-1.0725175918686476,-1.482212666145426,-3.275312744331509,-2.7608483189992183,0.0
2019-06-06,1.0,-0.1755464480874317,-1.0856752537080405,-1.454625292740047,-3.2644418423106947,-2.7776151444184234,0.0
2019-06-07,1.0,-0.16937060203283819,-1.1155199374511338,-1.4472243940578577,-3.262900703674746,-2.778244722439406,0.0
2019-06-10,1.0,-0.14650550735939175,-1.1249634467297007,-1.4355200311921241,-3.253728433570523,-2.7867238522273126,0.0
2019-06-11,1.0,-0.14321852500486476,-1.1215216968281767,-1.4388013232146333,-3.249172990854252,-2.7768048258416034,0.0
2019-06-12,1.0,-0.14452554744525548,-1.1205839416058396,-1.4367883211678834,-3.250121654501217,-2.7803406326034064,0.0
2019-06-13,1.0,-0.14362167947844703,-1.1243553566215823,-1.4408874185073464,-3.2477376666342317,-2.773766663423178,0.0
2019-06-14,1.0,-0.14898375960322863,-1.106097442380628,-1.4551201011378003,-3.2543032189049885,-2.760381211708645,0.0
2019-06-17,1.0,-0.15120007773782915,-1.1006704887766008,-1.4551549897969098,-3.254008356816636,-2.7562919055485375,0.0
2019-06-18,1.0,-0.15197745602954038,-1.1011563502089203,-1.4551549897969098,-3.253133806238461,-2.755806044116218,0.0
2019-06-19,1.0,-0.15039705597520822,-1.0944218477629284,-1.4738524113887272,-3.2470462909161335,-2.718574472206082,0.0
2019-06-20,1.0,-0.15103662080992056,-1.0930052315442744,-1.4662856035652005,-3.2542142995543495,-2.723503197054834,0.0
2019-06-21,1.0,-0.1447508466376391,-1.1048863086598937,-1.458055152394775,-3.2406386066763426,-2.7275278180938556,0.0
2019-06-24,1.0,-0.15131260292550616,-1.092705608834641,-1.4516129032258065,-3.2524459943814783,-2.7390293519325777,0.0
2019-06-25,1.0,-0.1511425251742835,-1.0890782339271883,-1.4523625096824166,-3.251839659178931,-2.73789697908598,0.0
2019-06-26,1.0,-0.12920046349942063,-1.089416763229046,-1.443607570490537,-3.2436268829663963,-2.7503862495171885,0.0
2019-06-27,1.0,-0.13317191283292978,-1.0874576271186442,-1.4366101694915254,-3.25181598062954,-2.776174334140436,0.0
2019-06-28,1.0,-0.139835828102366,-1.0546595847416707,-1.4402704007725735,-3.2546595847416704,-2.767648478995654,0.0
2019-07-01,1.0,-0.16713253012048196,-1.0297831325301205,-1.4424096385542169,-3.2561927710843377,-2.7430361445783134,0.0
2019-07-02,1.0,-0.14265088073924342,-1.0414861873135048,-1.4355568389642892,-3.255751275387429,-2.7502165752237944,0.0
2019-07-03,1.0,-0.14299470389985558,-1.0372652864708714,-1.4389022628791528,-3.2596051998074143,-2.750505536831969,0.0
2019-07-05,1.0,-0.141631315079059,-1.0399151561897415,-1.4309679907443116,-3.2649440802159657,-2.763883532587736,0.0
2019-07-08,1.0,-0.14172772849980717,-1.0416505977632085,-1.4298110296953335,-3.2640763594292324,-2.7640763594292324,0.0
2019-07-09,1.0,-0.13607929939370608,-1.0309883553074777,-1.4284476951207776,-3.263785968626696,-2.7644115099605426,0.0
2019-07-10,1.0,-0.13743984600577477,-1.0314725697786333,-1.4287776708373434,-3.263137632338787,-2.76381135707411,0.0
2019-07-11,1.0,-0.1315434949961509,-1.0353156274056967,-1.427732871439569,-3.2627020785219396,-2.765492686682063,0.0
2019-07-12,1.0,-0.13110020213687554,-1.043892578688998,-1.4276638752526711,-3.2616228703436327,-2.761285975551064,0.0
2019-07-15,1.0,-0.13229646697388633,-1.037442396313364,-1.4284754224270353,-3.2585445468509984,-2.743951612903226,0.0
2019-07-16,1.0,-0.1326932309169467,-1.0385021603456552,-1.4283245319251079,-3.2581853096495434,-2.7437349975996157,0.0
2019-07-17,1.0,-0.1299125588546171,-1.046507158643221,-1.4264437397905256,-3.259152493513981,-2.746901124243298,0.0
2019-07-18,1.0,-0.1314729574223245,-1.0423858841580362,-1.4294207901802838,-3.2523014959723824,-2.733889528193326,0.0
2019-07-19,1.0,-0.13949032381682314,-1.0415788465223224,-1.4225905345851697,-3.2509101360413872,-2.7258095420578656,0.0
2019-07-22,1.0,-0.13434836732739636,-1.0395480225988702,-1.4155893900220242,-3.248587570621469,-2.737623288327109,0.0
2019-07-23,1.0,-0.13194178475679816,-1.0415549597855227,-1.4143048640367675,-3.248468019915741,-2.7386058981233243,0.0
2019-07-24,1.0,-0.13330134357005757,-1.0423224568138196,-1.4391554702495202,-3.253646833013436,-2.728502879078695,0.0
2019-07-25,1.0,-0.14743033458682867,-0.9965287821810819,-1.4741105004339021,-3.303249445569376,-2.7209526564458586,0.0
2019-07-26,1.0,-0.13967454475009686,-0.9754939945757458,-1.4961255327392482,-3.334850833010461,-2.7400232468035646,0.0
2019-07-29,1.0,-0.13156114064765587,-0.9612373127114548,-1.495698405026583,-3.3316578057032387,-2.746350894151764,0.0
2019-07-30,1.0,-0.13017408123791102,-0.9552224371373307,-1.4984526112185685,-3.334816247582205,-2.7525145067698253,0.0
2019-07-31,1.0,-0.1283365570599613,-0.9576402321083172,-1.498065764023211,-3.3352030947775626,-2.751934235976789,0.0
2019-08-01,1.0,-0.11406625060009601,-0.957753240518483,-1.4680748919827171,-3.3304848775804126,-2.731060969755161,0.0
2019-08-02,1.0,-0.10971876793571839,-0.9251960971876794,-1.4917734838339394,-3.3318347044193612,-2.7070977616223453,0.0
2019-08-05,1.0,-0.10327743902439025,-0.916063262195122,-1.4821836890243905,-3.3299352134146343,-2.695979420731707,0.0
2019-08-06,1.0,-0.02747656680757214,-0.8664767505973167,-1.4274030509097593,-3.233688660172762,-2.6344421981253445,0.0
2019-08-07,1.0,-0.006305976969475415,-0.8740632425516359,-1.3943520380186438,-3.2215317126667884,-2.642844087004204,0.0
2019-08-08,1.0,-0.008866544789762341,-0.8741316270566728,-1.3951553930530163,-3.2207495429616086,-2.6418647166361975,0.0
2019-08-09,1.0,-0.006568144499178983,-0.8702791461412152,-1.3920817369093232,-3.215197956577267,-2.6382047071702246,0.0
2019-08-12,1.0,-0.0017277439301627718,-0.8536873692825316,-1.406838228607802,-3.219332545239611,-2.6118032190597433,0.0
2019-08-13,1.0,-0.0,-0.8408081906315121,-1.3960315303071487,-3.220077919724563,-2.6035154480384164,0.0
2019-08-14,1.0,-0.0,-0.847027027027027,-1.3802702702702703,-3.1957657657657657,-2.585945945945946,0.0
2019-08-15,1.0,-0.0,-0.8517083480098627,-1.3701127157449808,-3.1397499119408243,-2.4444346600915816,0.0
2019-08-16,1.0,-0.0,-0.8581754076685765,-1.366505068312032,-3.138386954605553,-2.4513882767739097,0.0
2019-08-19,1.0,-0.0,-0.8080013976240391,-1.3709818308874913,-3.135482180293501,-2.4206848357791753,0.0
2019-08-20,1.0,-0.0,-0.8063729757966219,-1.375065296883162,-3.127720703465088,-2.397092112136514,0.0
2019-08-21,1.0,-0.0,-0.8114618662492391,-1.3809896512740238,-3.1234020349595615,-2.380554830854857,0.0
2019-08-22,1.0,-0.0,-0.8079292096816171,-1.3748590266331224,-3.125444608310922,-2.3669645180879675,0.0
2019-08-23,1.0,-0.0,-0.8076689511581505,-1.374685520950811,-3.1257916196755446,-2.3671380237702784,0.0
2019-08-26,1.0,-0.0,-0.7359340472548019,-1.3516913139554647,-3.1019887812340645,-2.309450960394357,0.0
