Date,IWF,IWM,MTUM,SPY,UNIT,VLUE,VXX
2018-09-24,-0.6047062036320605,-1.1703609303172364,-0.0,-0.9198033771790087,1.0,-0.8565836784852762,0.0
2018-09-25,-0.6056056056056056,-1.1695331695331694,-0.0,-0.9191919191919192,1.0,-0.8556738556738557,0.0
2018-09-26,-0.6042839489221475,-1.1739210032495766,-0.0,-0.9267701038949152,1.0,-0.8718934505011672,0.0
2018-09-27,-0.6107628243261795,-1.1633642978080814,-0.0,-0.9287969615155814,1.0,-0.8731066672768041,0.0
2018-09-28,-0.6150990099009901,-1.162999633296663,-0.0,-0.9308305830583059,1.0,-0.8748166483314999,0.0
2018-10-01,-0.6153458312325252,-1.1626254755465921,-0.0,-0.9307879176788743,1.0,-0.8747765503964797,0.0
2018-10-02,-0.6155503598771375,-1.1641681566038602,-0.0,-0.9303167835694311,1.0,-0.8743868335396324,0.0
2018-10-03,-0.6145952631820055,-1.1560309679783773,-0.0,-0.9321086627880343,1.0,-0.8783269961977186,0.0
2018-10-04,-0.61830418459848,-1.1492537313432836,-0.0,-0.9364984891493453,1.0,-0.8742789121875285,0.0
2018-10-05,-0.6152331226527434,-1.1532930292204817,-0.0,-0.9375744252083905,1.0,-0.8739122469542915,0.0
2018-10-08,-0.6109130792432136,-1.1478384059957958,-0.0,-0.9395393474088292,1.0,-0.871675349602413,0.0
2018-10-09,-0.6130108804973942,-1.1488982353479016,-0.0,-0.9392886531955748,1.0,-0.8703940751577216,0.0
2018-10-10,-0.6243393538305988,-1.1532699113010707,-0.0,-0.950595156027391,1.0,-0.8675490601590146,0.0
2018-10-11,-0.5213339872486513,-1.1391502073208792,-0.0,-0.9170716483124527,1.0,-0.8809576887065852,0.0
2018-10-12,-0.5240585314408753,-1.126598409280661,-0.0,-0.8916816803620864,1.0,-0.851913696884475,0.0
2018-10-15,-0.5055436259257636,-1.140102546123844,-0.0,-0.8865419168236995,1.0,-0.8501248959200666,0.0
2018-10-16,-0.49844291416290193,-1.1536032282117639,-0.0,-0.8853019869292512,1.0,-0.8488091582964165,0.0
2018-10-17,-0.4782627447597688,-1.1137324247390668,-0.0,-0.8734581212800828,1.0,-0.8474941775209178,0.0
2018-10-18,-0.4775540126784251,-1.1124671180301002,-0.0,-0.8747250851696925,1.0,-0.847643279140972,0.0
2018-10-19,-0.45377394882345384,-1.0977669195490978,-0.0,-0.8830740216878831,1.0,-0.8515280099438516,0.0
2018-10-22,-0.45505232458397665,-1.100789157659976,-0.0,-0.882183908045977,1.0,-0.8509178246697546,0.0
2018-10-23,-0.45225720544650144,-1.1026158670160215,-0.0,-0.8864739487135433,1.0,-0.8539152098277566,0.0
2018-10-24,-0.44995708154506436,-1.1011587982832618,-0.0,-0.886480686695279,1.0,-0.854206008583691,0.0
2018-10-25,-0.3968506575090041,-1.045816232515286,-0.0,-0.9236535723259904,1.0,-0.8216349778038362,0.0
2018-10-26,-0.38055222088835533,-1.0279836072359978,-0.0,-0.9221757668584675,1.0,-0.8088338783789378,0.0
2018-10-29,-0.3915788593410269,-1.034955678207058,-0.0,-0.9407509616992807,1.0,-0.8140157216925906,0.0
2018-10-30,-0.37542348069764525,-1.0362624952946589,-0.0,-0.942448450374336,1.0,-0.8283909824752186,0.0
2018-10-31,-0.3814069308985267,-1.0081759701182818,-0.0,-0.9394065158746628,1.0,-0.8212492218302553,0.0
2018-11-01,-0.36273981684829903,-1.0219201922678491,-0.0,-0.937968756474537,1.0,-0.8210334396883936,0.0
2018-11-02,-0.36543850972634356,-1.0015248928453677,-0.0,-0.9393339927464557,1.0,-0.8150346191889218,0.0
2018-11-05,-0.3590843472881006,-1.021942668591462,-0.0,-0.942297380903279,1.0,-0.8012373685295937,0.0
2018-11-06,-0.36226446212839647,-1.023873335257494,-0.0,-0.9395538696243764,1.0,-0.7975095864429144,0.0
2018-11-07,-0.3612578408715748,-1.0271954440409374,-0.0,-0.9392126114229118,1.0,-0.7991086167051832,0.0
2018-11-08,-0.3323933300637567,-1.0255844368154323,-0.0,-0.927088442046755,1.0,-0.8019045283635768,0.0
2018-11-09,-0.3359317305325346,-1.0304012472306554,-0.0,-0.9295560843521785,1.0,-0.8068433576762123,0.0
2018-11-12,-0.3350490196078431,-1.0088643790849674,-0.0,-0.9380718954248367,1.0,-0.8029820261437909,0.0
2018-11-13,-0.3019318780122312,-1.005022072820056,-0.0,-0.9440281884087319,1.0,-0.7990765866105058,0.0
2018-11-14,-0.3029321237647821,-1.0042523894378745,-0.0,-0.944070954155192,1.0,-0.79863923537988,0.0
2018-11-15,-0.3016477065705842,-1.0044937451925022,-0.0,-0.9446581110076514,1.0,-0.7976195295737014,0.0
2018-11-16,-0.2933240952070427,-0.9962096511248778,-0.0,-0.9588359960873818,1.0,-0.8273149657645908,0.0
2018-11-19,-0.2883254958086281,-1.0022490288284605,-0.0,-0.966346350439583,1.0,-0.8322224493968514,0.0
2018-11-20,-0.23730190979276716,-0.9925639983746444,-0.0,-0.9741162129215766,1.0,-0.859406745225518,0.0
2018-11-21,-0.24023830609451732,-0.9836567104097899,-0.0,-0.9692053779888898,1.0,-0.8323403912728444,0.0
2018-11-23,-0.24093139226252713,-0.978162953430387,-0.0,-0.9703209201319071,1.0,-0.8321804874125313,0.0
2018-11-26,-0.24025243186751344,-0.9807862368357585,-0.0,-0.9683656242463221,1.0,-0.8302114317871212,0.0
2018-11-27,-0.23364149357665986,-0.9802297194541162,-0.0,-0.9633409372873895,1.0,-0.8248689318445591,0.0
2018-11-28,-0.23308511490111297,-0.9853070702217952,-0.0,-0.9612859316198255,1.0,-0.8238850188165586,0.0
2018-11-29,-0.19471163361437674,-0.9709852353243873,-0.0,-0.9597434983968649,1.0,-0.8329177057356607,0.0
2018-11-30,-0.19568750247730785,-0.9739189028498949,-0.0,-0.9647627729993261,1.0,-0.8293630346030362,0.0
2018-12-03,-0.1933695092486236,-0.9743731928545964,-0.0,-0.9644314175941695,1.0,-0.8287321265892976,0.0
2018-12-04,-0.17889108910891088,-0.9871287128712871,-0.0,-0.9636039603960396,1.0,-0.8307722772277228,0.0
2018-12-06,-0.16903523974581167,-0.9116502984787214,-0.0,-0.9714615829000579,1.0,-0.7991912189485847,0.0
2018-12-07,-0.1734524864219406,-0.9113285312584261,-0.0,-0.9717268210007318,1.0,-0.7954239050884018,0.0
2018-12-10,-0.13766927331680334,-0.9206561129124547,-0.0,-0.9789052069425902,1.0,-0.7773793629601373,0.0
2018-12-11,-0.12893982808022925,-0.9256160458452722,-0.0,-0.9778796561604586,1.0,-0.7879656160458453,0.0
2018-12-12,-0.13401824733573564,-0.9284673771371618,-0.0,-0.984397761251246,1.0,-0.7865905083186384,0.0
2018-12-13,-0.13071502922571862,-0.9622868123949074,-0.0,-1.080670990471615,1.0,-0.8298102330050444,0.0
2018-12-14,-0.1351016162586014,-0.950672107537206,-0.0,-1.0856136981917106,1.0,-0.8292526804288687,0.0
2018-12-17,-0.12781414657512374,-0.9496247804566501,-0.0,-1.0821092128372982,1.0,-0.8321491298099951,0.0
2018-12-18,-0.1211518574496858,-0.9448333465913612,-0.0,-1.0807413889109858,1.0,-0.8306419537029672,0.0
2018-12-19,-0.12099276111685627,-0.9448731206745685,-0.0,-1.0807811629941932,1.0,-0.830721501869382,0.0
2018-12-20,-0.11972638487999683,-0.9288284369933968,-0.0,-1.0825194733304337,1.0,-0.8229014273852358,0.0
2018-12-21,-0.11402956904687009,-0.9274536017615602,-0.0,-1.0841066373073294,1.0,-0.806464296948726,0.0
2018-12-24,-0.08542399374755764,-0.9007033997655334,-0.0,-1.0838608831574834,1.0,-0.8377881985150448,0.0
2018-12-26,-0.08300287691470337,-0.9006686882824041,-0.0,-1.074138869450276,1.0,-0.829873260244149,0.0
2018-12-27,-0.06334586466165414,-0.863157894736842,-0.0,-1.010451127819549,1.0,-0.8224436090225563,0.0
2018-12-28,-0.05677118580344387,-0.8709301451236935,-0.0,-1.0116550116550116,1.0,-0.8203248364538687,0.0
2018-12-31,-0.05372336420450267,-0.8778329945034258,-0.0,-1.0126496498757622,1.0,-0.8206083879225962,0.0
2019-01-02,-0.04781986595376158,-0.87932073198283,-0.0,-1.0121997138338732,1.0,-0.8260034641162739,0.0
2019-01-03,-0.033553230209281165,-0.8913785259326661,-0.0,-1.01027449196239,1.0,-0.8561191992720656,0.0
2019-01-04,-0.0,-0.9116968573913701,-0.0,-0.994176152478917,1.0,-0.8758461596641833,0.0
2019-01-07,-0.0,-0.882184655396619,-0.0,-0.9802712242244103,1.0,-0.8529444547650009,0.0
2019-01-08,-0.0,-0.8820775746767722,-0.0,-0.9802719572001782,1.0,-0.8529127656412542,0.0
2019-01-09,-0.0,-0.8648889549134665,-0.0,-0.9822476416846171,1.0,-0.866783034984773,0.0
2019-01-10,-0.0,-0.863140311804009,-0.0,-0.9830734966592429,1.0,-0.8657386785449147,0.0
2019-01-11,-0.0,-0.8456794709859574,-0.0,-0.9880005943978009,1.0,-0.8812690393045546,0.0
2019-01-14,-0.0,-0.8444650817236256,-0.0,-0.9838038632986628,1.0,-0.8864041604754829,0.0
2019-01-15,-0.0,-0.8383665575721512,-0.0,-0.9813299613210353,1.0,-0.8994346920559357,0.0
2019-01-16,-0.0,-0.8361386690446997,-0.0,-0.9713892914205031,1.0,-0.9081484784304983,0.0
2019-01-17,-0.0,-0.8454822410462178,-0.0,-0.9670084707980383,1.0,-0.9027715856739486,0.0
2019-01-18,-0.0,-0.8428197456993267,-0.0,-0.9728496634255795,1.0,-0.9240463724756918,0.0
2019-01-22,-0.0,-0.8289488755679433,-0.0,-1.0841128631972816,1.0,-0.9050055362529114,0.0
2019-01-23,-0.0,-0.7900336803429271,-0.0,-1.098859461114513,1.0,-0.9383802816901409,0.0
2019-01-24,-0.0,-0.7911978568694987,-0.0,-1.0969383849980865,1.0,-0.9389207807118256,0.0
2019-01-25,-0.0,-0.7355662255533434,-0.0,-1.2076355545145803,1.0,-0.9604559472225476,0.0
2019-01-28,-0.0,-0.7229019270609389,-0.0,-1.2269866708361021,1.0,-0.958957119962475,0.0
2019-01-29,-0.0,-0.7386008744534666,-0.0,-1.1959712679575267,1.0,-0.9691989381636477,0.0
2019-01-30,-0.0,-0.730513806361412,-0.0,-1.1798904811837354,1.0,-0.973241679288516,0.0
2019-01-31,-0.0,-0.7517937919201372,-0.0,-1.1153876150366557,1.0,-1.0324052409920448,0.0
2019-02-01,-0.0,-0.7455479584347356,-0.0,-1.0866458067756017,1.0,-1.0307490246069457,0.0
2019-02-04,-0.0,-0.7442067047736753,-0.0,-1.0904140274988414,1.0,-1.027614707245481,0.0
2019-02-05,-0.0,-0.7235887793084923,-0.0,-1.0814689742507388,1.0,-1.0323496680609385,0.0
2019-02-06,-0.0,-0.7326645479955584,-0.0,-1.0724049469694068,1.0,-1.0238159053490063,0.0
2019-02-07,-0.0,-0.738088849706773,-0.0,-1.0828701751696117,1.0,-1.0120740541990876,0.0
2019-02-08,-0.0,-0.7418635926993276,-0.0,-1.1013256484149856,1.0,-0.9992315081652259,0.0
2019-02-11,-0.0,-0.739906175497962,-0.0,-1.1017072983157732,1.0,-1.003614550488349,0.0
2019-02-12,-0.0,-0.7471858134155743,-0.0,-1.109676175790285,1.0,-0.9981495759444872,0.0
2019-02-13,-0.0,-0.7482030979744013,-0.0,-1.106468847292155,1.0,-0.9889687512011376,0.0
2019-02-14,-0.0,-0.7213550699502833,-0.0,-1.1349288935137012,1.0,-0.9977646741434464,0.0
2019-02-15,-0.0,-0.7804347826086957,-0.0,-1.0821128909229596,1.0,-0.9513348588863463,0.0
2019-02-19,-0.0,-0.7732053040695015,-0.0,-1.0875628715134888,1.0,-0.9496646852613931,0.0
2019-02-20,-0.35109052306504535,-1.465804542237663,-0.0,-1.8619314160715432,1.0,-1.7549379141735828,0.0
2019-02-21,-0.3536459675341407,-1.4593532594692091,-0.0,-1.8674954908528731,1.0,-1.7611440350425147,0.0
2019-02-22,-0.39966426523046794,-1.5948101000209831,-0.0,-2.041477232985941,1.0,-1.9585227670140586,0.0
2019-02-25,-0.4161508564848136,-1.6326471858356124,-0.0,-2.1140060457751546,1.0,-2.0345472865985315,0.0
2019-02-26,-0.4545523462967175,-1.718065347585475,-0.0,-2.237586233037677,1.0,-2.170646653020999,0.0
2019-02-27,-0.4566636308439588,-1.7225258044930176,-0.0,-2.243093503339405,1.0,-2.1672738312082576,0.0
2019-02-28,-0.4526467684362421,-1.7211969317232474,-0.0,-2.2447026657552973,1.0,-2.176198070934913,0.0
2019-03-01,-0.4474504141652101,-1.726954935785394,-0.0,-2.2440914963143093,1.0,-2.180864807356182,0.0
2019-03-04,-0.44065608626319386,-1.7238210949958235,-0.0,-2.242918976383932,1.0,-2.1861948515452956,0.0
2019-03-05,-0.4704045097889845,-1.716690789974861,-0.0,-2.245219776034128,1.0,-2.185571722404205,0.0
2019-03-06,-0.4664678443067982,-1.7255486732430985,-0.0,-2.255257322015753,1.0,-2.199663531390992,0.0
2019-03-07,-0.46494099733536354,-1.7025504377617053,-0.0,-2.257556147696993,1.0,-2.1882755995432053,0.0
2019-03-08,-0.5,-1.7002462675080805,-0.023472371863937202,-2.2757426504540557,1.0,-2.1964752962905956,0.0
2019-03-11,-0.49476622470341947,-1.7021788012716135,-0.05660231061487168,-2.2729316895402034,1.0,-2.2272621539893,0.0
2019-03-12,-0.49211676553231337,-1.6465032781767093,-0.11941929441148921,-2.27965969403684,1.0,-2.267483609116453,0.0
