Date,IWF,IWM,MTUM,SBE,SPY,VLUE,VXX
2020-05-14,-0.059428684343777405,-0.0,-0.08972348124637217,1.0,-0.08585789974188289,-0.0,0.0
2020-05-15,-0.059366086752521946,-0.0,-0.08993813974737311,1.0,-0.08543135487535344,-0.0,0.0
2020-05-18,-0.05944237275578495,-0.0,-0.08950929790334132,1.0,-0.08582964956906132,-0.0,0.0
2020-05-19,-0.0586167772488469,-0.0,-0.09238339540734529,1.0,-0.08225834299385837,-0.0,0.0
2020-05-20,-0.058343603648015774,-0.0,-0.09248212965245255,1.0,-0.08159970421493715,-0.0,0.0
2020-05-21,-0.05762883042664302,-0.0,-0.09326041974578776,1.0,-0.0807591880973495,-0.0,0.0
2020-05-22,-0.057576279951732465,-0.0,-0.09301351983648139,1.0,-0.08072499815302779,-0.0,0.0
2020-05-26,-0.057631919216796994,-0.0,-0.09297457053137122,1.0,-0.08084477556800689,-0.0,0.0
2020-05-27,-0.058137386527399706,-0.0,-0.09542168081096727,1.0,-0.07815290625346423,-0.0,0.0
2020-05-28,-0.05850330081781457,-0.0,-0.09573603310671001,1.0,-0.07739678786087299,-0.0,0.0
2020-05-29,-0.05855262347769336,-0.0,-0.09612235097095151,1.0,-0.07671563496656775,-0.0,0.0
2020-06-01,-0.058800349723546,-0.0,-0.0952750378661938,1.0,-0.0773455490290246,-0.0,0.0
2020-06-02,-0.05877861655357561,-0.0,-0.09526741622846446,1.0,-0.07744787754147014,-0.0,0.0
2020-06-03,-0.05873152709359606,-0.0,-0.09575123152709358,1.0,-0.07704433497536946,-0.0,0.0
2020-06-04,-0.058616358397162775,-0.0,-0.09633524616407654,1.0,-0.07648449621949117,-0.0,0.0
2020-06-05,-0.05778916129985593,-0.0,-0.09562979472718543,1.0,-0.07797165338817126,-0.0,0.0
2020-06-08,-0.05641303144715967,-0.0,-0.09870743195877556,1.0,-0.07472543690275608,-0.0,0.0
2020-06-09,-0.056661091159541495,-0.0,-0.09883406306882471,1.0,-0.07438382446991686,-0.0,0.0
2020-06-10,-0.05645230689795066,-0.0,-0.09885300517561436,1.0,-0.0740567719410398,-0.0,0.0
2020-06-11,-0.056687529973070354,-0.0,-0.09991023449700577,1.0,-0.0730666601084564,-0.0,0.0
2020-06-12,-0.05795547007914787,-0.0,-0.10243607761915328,1.0,-0.07245358384495895,-0.0,0.0
2020-06-15,-0.05780845556514236,-0.0,-0.10257611241217798,1.0,-0.07220510292123752,-0.0,0.0
2020-06-16,-0.0579861966970668,-0.0,-0.10200887355188562,1.0,-0.07244269164407197,-0.0,0.0
2020-06-17,-0.05756060307449744,-0.0,-0.10203981080015766,1.0,-0.07218171068190776,-0.0,0.0
2020-06-18,-0.05758807588075881,-0.0,-0.10205715693520571,1.0,-0.07218526730721853,-0.0,0.0
2020-06-19,-0.05765748007244145,-0.0,-0.10208330766672005,1.0,-0.07225664970616862,-0.0,0.0
2020-06-22,-0.05642555919998027,-0.0,-0.10730227625835409,1.0,-0.06934819600976595,-0.0,0.0
2020-06-23,-0.056976156113927645,-0.0,-0.10741467145271312,1.0,-0.06913863498994684,-0.0,0.0
2020-06-24,-0.05735965453423812,-0.0,-0.10714373843306602,1.0,-0.06929056138186306,-0.0,0.0
2020-06-25,-0.0560563519038471,-0.0,-0.1076301660016748,1.0,-0.06777991231959017,-0.0,0.0
2020-06-26,-0.05613011253108763,-0.0,-0.1072369555046662,1.0,-0.06782645096156213,-0.0,0.0
2020-06-29,-0.05485159466601119,-0.0,-0.1075769679837768,1.0,-0.06660111841700977,-0.0,0.0
2020-06-30,-0.05470758255949818,-0.0,-0.10677080130373284,1.0,-0.06845827439886845,-0.0,0.0
2020-07-01,-0.05436305967396917,-0.0,-0.10599690196946228,1.0,-0.06901723586830912,-0.0,0.0
2020-07-02,-0.054206572654511474,-0.0,-0.1058189999631164,1.0,-0.06941490342648488,-0.0,0.0
2020-07-06,-0.055795469924580766,-0.0,-0.10482412431255306,1.0,-0.06972280662901856,-0.0,0.0
2020-07-07,-0.055813266724908016,-0.0,-0.10478522474191285,1.0,-0.06984041047852246,-0.0,0.0
2020-07-08,-0.05555692216865099,-0.0,-0.10502558299714651,1.0,-0.06936928072419561,-0.0,0.0
2020-07-09,-0.05515926700282868,-0.0,-0.10493174271307341,1.0,-0.06978231459845037,-0.0,0.0
2020-07-10,-0.05717556406248077,-0.0,-0.10803658251375538,1.0,-0.06569343065693431,-0.0,0.0
2020-07-13,-0.05808571920927599,-0.0,-0.10801063489328179,1.0,-0.06479407203170773,-0.0,0.0
2020-07-14,-0.056841510037001074,-0.0,-0.10740144316463632,1.0,-0.06502845763316083,-0.0,0.0
2020-07-15,-0.05719867785655481,-0.0,-0.10701252104247816,1.0,-0.06454664979172554,-0.0,0.0
2020-07-16,-0.05706805639204021,-0.0,-0.10660160523113607,1.0,-0.06546294816799617,-0.0,0.0
2020-07-17,-0.05746250307351856,-0.0,-0.10661421194984018,1.0,-0.06534300467174822,-0.0,0.0
2020-07-20,-0.05734700905155451,-0.0,-0.10710596221959859,1.0,-0.0653655057064148,-0.0,0.0
2020-07-21,-0.05943031586203501,-0.0,-0.1084221669661981,1.0,-0.0630985499396834,-0.0,0.0
2020-07-22,-0.06043441855883367,-0.0,-0.1092326257203369,1.0,-0.06167807713145841,-0.0,0.0
2020-07-23,-0.06037094509716988,-0.0,-0.10960861104953323,1.0,-0.06157787137614227,-0.0,0.0
2020-07-24,-0.058425417763886496,-0.0,-0.10893854748603352,1.0,-0.06316294637363719,-0.0,0.0
2020-07-27,-0.05911663385826772,-0.0,-0.10756643700787401,1.0,-0.06363188976377954,-0.0,0.0
2020-07-28,-0.06167982239763197,-0.0,-0.1103724716329551,1.0,-0.06129748396645289,-0.0,0.0
2020-07-29,-0.061708294788775826,-0.0,-0.11037927844588344,1.0,-0.06133826703669443,-0.0,0.0
2020-07-30,-0.061277592798125544,-0.0,-0.1107534837834505,1.0,-0.06117893698359848,-0.0,0.0
2020-07-31,-0.06224102209944751,-0.0,-0.11074388318863457,1.0,-0.06025552486187845,-0.0,0.0
2020-08-03,-0.059637439881613026,-0.0,-0.11256628437538538,1.0,-0.060981625354544336,-0.0,0.0
2020-08-04,-0.061428430258411985,-0.0,-0.11392608330451111,1.0,-0.05988438163940907,-0.0,0.0
2020-08-05,-0.06158046225494435,-0.0,-0.11387135427604354,1.0,-0.05986337413991181,-0.0,0.0
2020-08-06,-0.061700024709661475,-0.0,-0.11372621695082778,1.0,-0.060056832221398564,-0.0,0.0
2020-08-07,-0.06167988731559049,-0.0,-0.11379642671806658,1.0,-0.06011070749005363,-0.0,0.0
2020-08-10,-0.06339708482203568,-0.0,-0.11453014699519083,1.0,-0.05836537391669861,-0.0,0.0
2020-08-11,-0.06444510415120479,-0.0,-0.11595170946514274,1.0,-0.05656573153233387,-0.0,0.0
2020-08-12,-0.06367175431007847,-0.0,-0.11382314774763641,1.0,-0.05835753568559599,-0.0,0.0
2020-08-13,-0.06331802242307502,-0.0,-0.1104855040252877,1.0,-0.060959648342964384,-0.0,0.0
2020-08-14,-0.06564269990848606,-0.0,-0.1125868764067176,1.0,-0.05844525240533255,-0.0,0.0
2020-08-17,-0.06603995299647474,-0.0,-0.11258581235697941,1.0,-0.058309110025357165,-0.0,0.0
2020-08-18,-0.06608768804433887,-0.0,-0.11299980205859066,1.0,-0.05804631828978622,-0.0,0.0
2020-08-19,-0.06524375154664687,-0.0,-0.11281860925513486,1.0,-0.05926750804256372,-0.0,0.0
2020-08-20,-0.06587063690638392,-0.0,-0.11332276364357026,1.0,-0.05942973220700078,-0.0,0.0
2020-08-21,-0.06656588436469976,-0.0,-0.11395008797799312,1.0,-0.058610691184852924,-0.0,0.0
2020-08-24,-0.06652373811854807,-0.0,-0.11385126343053299,1.0,-0.05890225917985451,-0.0,0.0
2020-08-25,-0.06655429690404778,-0.0,-0.11400986540415933,1.0,-0.05880821951763627,-0.0,0.0
2020-08-26,-0.06685343812369063,-0.0,-0.11413306226679393,1.0,-0.05864706392790291,-0.0,0.0
2020-08-27,-0.06600815496920198,-0.0,-0.11382254886165058,1.0,-0.0595263177463532,-0.0,0.0
2020-08-28,-0.06599003643393561,-0.0,-0.11383746003420328,1.0,-0.05942201402830446,-0.0,0.0
2020-08-31,-0.06612963192464989,-0.0,-0.11437600694014129,1.0,-0.058805304250836535,-0.0,0.0
2020-09-01,-0.0657492165339213,-0.0,-0.11368619241679156,1.0,-0.05923375159480249,-0.0,0.0
2020-09-02,-0.06514093228315253,-0.0,-0.11376133155000744,1.0,-0.05951850200624164,-0.0,0.0
2020-09-03,-0.06750631594590578,-0.0,-0.11181701094763957,1.0,-0.05909743894585624,-0.0,0.0
2020-09-04,-0.06144260841726796,-0.0,-0.10735833723249687,1.0,-0.06251385229147684,-0.0,0.0
2020-09-08,-0.05954023554920416,-0.0,-0.10660079830483417,1.0,-0.06581087074360617,-0.0,0.0
2020-09-09,-0.0580378555879423,-0.0,-0.10316201158543334,1.0,-0.06866398553665645,-0.0,0.0
2020-09-10,-0.05778428021687547,-0.0,-0.10278225161980402,1.0,-0.068886238735139,-0.0,0.0
2020-09-11,-0.05446460290820889,-0.0,-0.10048878489789419,1.0,-0.07007141894623366,-0.0,0.0
2020-09-14,-0.05459400531608668,-0.0,-0.1005156849054986,1.0,-0.06980732248067713,-0.0,0.0
2020-09-15,-0.054864523719072064,-0.0,-0.09998651977304199,1.0,-0.07062413450815554,-0.0,0.0
2020-09-16,-0.05568992400338854,-0.0,-0.10166848780248247,1.0,-0.07037359885084285,-0.0,0.0
2020-09-17,-0.14902695582806152,-0.06088714913826689,-0.20740960614437043,1.0,-0.4209413205201937,-0.016937832773686063,0.0
2020-09-18,-0.14490473030619017,-0.058564792871362216,-0.21901602047587448,1.0,-0.4408948715518059,-0.03253388946819604,0.0
2020-09-21,-0.14369101315240873,-0.059849145282947346,-0.22029337073115263,1.0,-0.4390706136527309,-0.032274570746313916,0.0
2020-09-22,-0.1392675347453911,-0.0723886145692334,-0.21651764436733836,1.0,-0.4422054029321487,-0.0360703868224887,0.0
2020-09-23,-0.1290638878741853,-0.06871359083306097,-0.22907734604810337,1.0,-0.4461000134581739,-0.04964143579489743,0.0
2020-09-24,-0.14608246813372996,-0.07984790874524714,-0.24358241888138066,1.0,-0.4661242341259678,-0.034437242656474715,0.0
2020-09-25,-0.14793822576822813,-0.07919266924717591,-0.24340390236195592,1.0,-0.46804644916660076,-0.03629828580456592,0.0
2020-09-28,-0.18062870650686352,-0.09020030688840044,-0.28163231451913906,1.0,-0.5105959440965454,-0.010513001285613569,0.0
2020-09-29,-0.21008182733120376,-0.10797269505097798,-0.29821030061698683,1.0,-0.5580886535684592,-0.013543079683192578,0.0
2020-09-30,-0.21112621103853405,-0.10711937223269474,-0.297860681250274,1.0,-0.5610889483144097,-0.014729735653851212,0.0
2020-10-01,-0.2115304397462074,-0.10830095062460207,-0.2994796812224198,1.0,-0.5628444093174383,-0.013260444795714506,0.0
2020-10-02,-0.2105309423347398,-0.10181522503516176,-0.2979738045007032,1.0,-0.568631329113924,-0.018635724331926864,0.0
2020-10-05,-0.20525934543538862,-0.1054722655135325,-0.29292973637421255,1.0,-0.5690892727791558,-0.02230173189630573,0.0
2020-10-06,-0.21083329665008582,-0.09334419157459171,-0.29037725051723373,1.0,-0.5793238543821807,-0.027094246599462954,0.0
2020-10-07,-0.22764245860129517,-0.0835816882156542,-0.30140946064041946,1.0,-0.6055302843570036,-0.022654446859524502,0.0
