Date,CCL,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.25068909664402833,-0.47748003750959056,-0.0961041175300503,-0.4942741041743628,-0.5230882896195049,0.0
2018-09-25,1.0,-0.2508807819070349,-0.4771564950562564,-0.09651664961927492,-0.49400500056824637,-0.5226730310262531,0.0
2018-09-26,1.0,-0.2507529692561232,-0.47709836904017733,-0.09618116724441667,-0.4941467295561744,-0.5232141842359493,0.0
2018-09-27,1.0,-0.25438222676780586,-0.46958720418193695,-0.09849711639535214,-0.49495724310349726,-0.5235660103980226,0.0
2018-09-28,1.0,-0.255757255316649,-0.5157737046175537,-0.09793208788626483,-0.5207378686405827,-0.5471448713429679,0.0
2018-10-01,1.0,-0.2559703903886261,-0.5155832329700673,-0.09808183767588051,-0.5207531651147078,-0.5470728196692418,0.0
2018-10-02,1.0,-0.2561548857159645,-0.5160996533286326,-0.09827251894940948,-0.5205064927434044,-0.5468300135143075,0.0
2018-10-03,1.0,-0.2561541625051407,-0.5153927501321897,-0.09834909817284532,-0.5205922096234064,-0.5470595147171142,0.0
2018-10-04,1.0,-0.2608606195990829,-0.5093468931867615,-0.09893598259949445,-0.5268355769796015,-0.5432955146669801,0.0
2018-10-05,1.0,-0.25537776214758806,-0.5061543871988746,-0.09337084578864076,-0.5293066057089267,-0.5464509700486488,0.0
2018-10-08,1.0,-0.2556011730205278,-0.5071260997067448,-0.0933724340175953,-0.5294428152492668,-0.5470087976539589,0.0
2018-10-09,1.0,-0.2533478209796782,-0.5091330905673676,-0.0860742393985669,-0.534506049571244,-0.5536238693762481,0.0
2018-10-10,1.0,-0.2529377203290247,-0.5099588719153937,-0.08519388954171564,-0.534753231492362,-0.554876615746181,0.0
2018-10-11,1.0,-0.21999369645568895,-0.5029941835477494,-0.04604452594481534,-0.5282656657402367,-0.5679493424257185,0.0
2018-10-12,1.0,-0.22117947263963705,-0.4957470938474624,-0.0433512900481996,-0.517975616671392,-0.557017295151687,0.0
2018-10-15,1.0,-0.21208862729562242,-0.5086731373270325,-0.03112708339228614,-0.5182942358301027,-0.5595517699991511,0.0
2018-10-16,1.0,-0.2126117966715725,-0.5072172534812635,-0.03240688327861429,-0.5183686176836861,-0.5596909317332729,0.0
2018-10-17,1.0,-0.20467967197514625,-0.4885667105152677,-0.02686893000083965,-0.5158554675473704,-0.562848106580089,0.0
2018-10-18,1.0,-0.204197565412061,-0.48781306842031624,-0.027144256331327832,-0.5164124807611585,-0.5628375542185532,0.0
2018-10-19,1.0,-0.19979916878190287,-0.48492371203034784,-0.022398259462776494,-0.5180608630163733,-0.5641962567292405,0.0
2018-10-22,1.0,-0.20047413192023428,-0.48344721796123274,-0.021419606749407336,-0.5188676614140287,-0.5648026774508437,0.0
2018-10-23,1.0,-0.1996089931573803,-0.485099846390169,-0.017958385700321187,-0.5227761485826002,-0.5674626448819997,0.0
2018-10-24,1.0,-0.20351132640775066,-0.48273737854562765,-0.006692240920673145,-0.5303110911992832,-0.576848766555596,0.0
2018-10-25,1.0,-0.19029532381031017,-0.4628574574078661,-0.0050642666446481166,-0.5294635730603033,-0.5646382076899789,0.0
2018-10-26,1.0,-0.18533810943096993,-0.45700144923573327,-0.0,-0.5315960733914851,-0.5604714117743568,0.0
2018-10-29,1.0,-0.18410110515373673,-0.4566418645366014,-0.0,-0.5335375861691651,-0.5612484954590218,0.0
2018-10-30,1.0,-0.1798342768069571,-0.45658653977630104,-0.0,-0.5336232121858506,-0.564662127054448,0.0
2018-10-31,1.0,-0.18437865318217656,-0.43982274420248485,-0.0,-0.5330451567300112,-0.5614006470380338,0.0
2018-11-01,1.0,-0.20041679234418272,-0.4308865063478571,-0.00825358523677644,-0.5376621239957224,-0.5648633085634374,0.0
2018-11-02,1.0,-0.19962071240105542,-0.4364006156552331,-0.00885004397537379,-0.5371866754617415,-0.5664028144239226,0.0
2018-11-05,1.0,-0.20001099565671562,-0.4356204299301776,-0.008824014514266865,-0.537220297982297,-0.5672384408158777,0.0
2018-11-06,1.0,-0.20514653323802717,-0.43954472975202064,-0.006405674382800901,-0.534997525705174,-0.5631220102270853,0.0
2018-11-07,1.0,-0.20457293613279107,-0.43926569198636917,-0.007337583818841377,-0.5342970209959328,-0.5627129823018577,0.0
2018-11-08,1.0,-0.19898727247844533,-0.4388668400164226,-0.0022717941699739977,-0.5323662241686055,-0.5646092787737785,0.0
2018-11-09,1.0,-0.19982473916258178,-0.439357011802722,-0.001944299915108032,-0.5323000246460553,-0.5650518936385793,0.0
2018-11-12,1.0,-0.2008855362413906,-0.42308953755329615,-0.0,-0.5441128238766809,-0.5650486498305456,0.0
2018-11-13,1.0,-0.18524647982853576,-0.4179983179142137,-0.0,-0.5457825768469031,-0.5640142163379365,0.0
2018-11-14,1.0,-0.18866639422422016,-0.4196703446396949,-0.0,-0.5501157880397766,-0.5659446941833538,0.0
2018-11-15,1.0,-0.18837658977641,-0.4220158501048503,-0.0,-0.5553800484762657,-0.5576132247610228,0.0
2018-11-16,1.0,-0.18721113588168128,-0.41819368169213206,-0.0,-0.5542928606383558,-0.5590506225871351,0.0
2018-11-19,1.0,-0.1875543714658547,-0.4180622009569378,-0.0,-0.5540452370595912,-0.5589114832535885,0.0
2018-11-20,1.0,-0.16813680393960712,-0.41246820715406673,-0.0,-0.5561989285134477,-0.5689972401103955,0.0
2018-11-21,1.0,-0.17948095392252078,-0.4126200496385022,-0.0,-0.5635588647890364,-0.5420848170929103,0.0
2018-11-23,1.0,-0.17966010250876724,-0.41235500404639874,-0.0,-0.5635554356622606,-0.5420555705422175,0.0
2018-11-26,1.0,-0.17840350213478895,-0.42217478246770795,-0.0,-0.5619088796411393,-0.5397773334053938,0.0
2018-11-27,1.0,-0.17333728097327267,-0.42289990041181064,-0.0,-0.5587435738702123,-0.5365919306650876,0.0
2018-11-28,1.0,-0.17113496601575146,-0.43516021145754674,-0.0,-0.5556694357535873,-0.5351979717337362,0.0
2018-11-29,1.0,-0.15985110200583807,-0.4289922605179293,-0.0,-0.5530114351517098,-0.536166680056774,0.0
2018-11-30,1.0,-0.1587173702868192,-0.43087334837254265,-0.0,-0.5540874422601783,-0.5419217961112901,0.0
2018-12-03,1.0,-0.1559083460928896,-0.4328041475273324,-0.0,-0.5551615762752841,-0.5423214333682542,0.0
2018-12-04,1.0,-0.15312416197371947,-0.4333065164923572,-0.0,-0.5537141324751944,-0.54153928667203,0.0
2018-12-06,1.0,-0.14870341429820147,-0.41384790612666544,-0.0,-0.5526448229279792,-0.5335734908484094,0.0
2018-12-07,1.0,-0.1548556430446194,-0.41379676025345313,-0.0,-0.5532755375275059,-0.5292823245579151,0.0
2018-12-10,1.0,-0.15027647696907165,-0.4131809402862661,-0.0,-0.5540915945709978,-0.5281636108685875,0.0
2018-12-11,1.0,-0.1473943307836858,-0.4145779848079824,-0.0,-0.5533440965513591,-0.5313765450070137,0.0
2018-12-12,1.0,-0.14686184715567674,-0.41488207110146386,-0.0,-0.5531672710908754,-0.532175662440109,0.0
2018-12-13,1.0,-0.14695065484852493,-0.41373197512898535,-0.0,-0.5537240375711072,-0.5314194999338536,0.0
