Date,HLIO,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.4074796240689467,-1.0375151113364272,-0.026439964122762546,-0.6861521662831962,-0.7420738603127559,0.0
2018-09-25,1.0,-0.406652611852893,-1.039978136956352,-0.024205512610291247,-0.688373545717186,-0.7449832123057702,0.0
2018-09-26,1.0,-0.4065990046631922,-1.042321407578667,-0.01810415768642972,-0.6941102707786356,-0.7575140091696384,0.0
2018-09-27,1.0,-0.4069808438124339,-1.0407020018020137,-0.018607748658283386,-0.693892741019313,-0.7572374348728798,0.0
2018-09-28,1.0,-0.40636139292569234,-1.0408163265306123,-0.019233029104156057,-0.6936425241881781,-0.7570605977515765,0.0
2018-10-01,1.0,-0.4066980023501762,-1.0402271837054444,-0.019506462984723853,-0.6936936936936936,-0.7569134351743046,0.0
2018-10-02,1.0,-0.40715936239376493,-1.036501782007598,-0.021305761171816866,-0.6941213331766733,-0.7574119766576587,0.0
2018-10-03,1.0,-0.40737984253202236,-1.0372125817697522,-0.021779153119981194,-0.693877551020408,-0.7569039131967567,0.0
2018-10-04,1.0,-0.4078875225189943,-1.0357562465731964,-0.022440667345500116,-0.694172475914467,-0.7560507558549385,0.0
2018-10-05,1.0,-0.39721322352757504,-1.0325904531439054,-0.009640529253346864,-0.6996994652823856,-0.7638655790172124,0.0
2018-10-08,1.0,-0.3956352299298519,-1.0303585346843336,-0.007053780202650039,-0.7009353078721746,-0.7631332813717848,0.0
2018-10-09,1.0,-0.40179827990617667,-1.0339327599687254,-0.017005473025801403,-0.6987099296325253,-0.7578577013291633,0.0
2018-10-10,1.0,-0.4031110763698898,-1.0325959509106544,-0.0184475885249746,-0.6994450089892911,-0.754787774564215,0.0
2018-10-11,1.0,-0.37831687750694226,-1.0315874730021597,-0.0,-0.6901419315026226,-0.7568265967294044,0.0
2018-10-12,1.0,-0.3812376010987334,-1.026552723943232,-0.0,-0.6707233328246603,-0.7365328857012056,0.0
2018-10-15,1.0,-0.35550563508985683,-1.050220834602498,-0.0,-0.6649786780383796,-0.7367879987816022,0.0
2018-10-16,1.0,-0.35392873458200086,-1.052459266027105,-0.0,-0.6643444495203289,-0.736180904522613,0.0
2018-10-17,1.0,-0.3385859345618653,-1.0248213614140653,-0.0,-0.6582925911996991,-0.7391124482888304,0.0
2018-10-18,1.0,-0.33802128379648777,-1.0238784642575114,-0.0,-0.6592336329109164,-0.7392170872033994,0.0
2018-10-19,1.0,-0.3234040962774704,-1.016594408730752,-0.0,-0.6589550007474958,-0.7385259381073404,0.0
2018-10-22,1.0,-0.3233436717611449,-1.0073240910279884,-0.0,-0.6635402264489368,-0.7425357796793841,0.0
2018-10-23,1.0,-0.33482025715035424,-1.0120328372755556,-0.0,-0.6597068635903588,-0.7420249653259361,0.0
2018-10-24,1.0,-0.33399714436011124,-1.019350717667393,-0.0,-0.6613436537160893,-0.742729390546329,0.0
2018-10-25,1.0,-0.2931545983957807,-0.9745449218034647,-0.0,-0.6807676812071934,-0.7141339779511409,0.0
2018-10-26,1.0,-0.268902062043132,-0.9631959850165472,-0.0,-0.6969487580463324,-0.7077499363566935,0.0
2018-10-29,1.0,-0.24165186178891265,-0.9793335992168523,-0.0,-0.6864145607483412,-0.7183205830100431,0.0
2018-10-30,1.0,-0.23737721555692487,-0.9791946065460871,-0.0,-0.6864329986588857,-0.7216281851462538,0.0
2018-10-31,1.0,-0.23981541567524692,-0.9648857163458071,-0.0,-0.6834306727233398,-0.7170307880885428,0.0
2018-11-01,1.0,-0.24034613304488914,-0.9645934739498828,-0.0,-0.6835045970795024,-0.7170722913286461,0.0
2018-11-02,1.0,-0.23964368482039397,-0.9766077636152954,-0.0,-0.6835892236384704,-0.7212485515643104,0.0
2018-11-05,1.0,-0.23129746030592596,-1.0077026486938196,-0.0,-0.6904770555535371,-0.7038476910220544,0.0
2018-11-06,1.0,-0.23257165691866163,-1.0080648090965234,-0.0,-0.689577505721655,-0.7025829185890216,0.0
2018-11-07,1.0,-0.41268891216519527,-1.4091475884083995,-0.0,-1.0913262506858197,-1.0746670656890618,0.0
2018-11-08,1.0,-0.37375981045461276,-1.4084110765585665,-0.0,-1.075571351004492,-1.07833555456834,0.0
2018-11-09,1.0,-0.3757566661663915,-1.4292861073590475,-0.0,-1.101805993296313,-1.0959027465105808,0.0
2018-11-12,1.0,-0.37906463267763946,-1.4039542352468886,-0.0,-1.1322260136491369,-1.1028703331995182,0.0
2018-11-13,1.0,-0.3379903544970914,-1.4002883707055138,-0.0,-1.135434793417193,-1.098244916223338,0.0
2018-11-14,1.0,-0.3395822973644953,-1.399403281949279,-0.0,-1.1359025360517154,-1.097812033814023,0.0
2018-11-15,1.0,-0.337635262583143,-1.399980144941924,-0.0,-1.1382408418544625,-1.0879579072768788,0.0
2018-11-16,1.0,-0.3380442328672022,-1.3966577407517604,-0.0,-1.1364673212337597,-1.0876227313299613,0.0
2018-11-19,1.0,-0.3374163153979668,-1.3970245474832632,-0.0,-1.1368708157698983,-1.0878254401190182,0.0
2018-11-20,1.0,-0.2924212598425197,-1.386417322834646,-0.0,-1.1375984251968505,-1.1048228346456694,0.0
2018-11-21,1.0,-0.2930832927423283,-1.375986361422309,-0.0,-1.1295177788602047,-1.0723331709693131,0.0
2018-11-23,1.0,-0.29606897559549905,-1.3552048321886112,-0.0,-1.1423352330849044,-1.077548833357689,0.0
2018-11-26,1.0,-0.2948911508303706,-1.3615643111089464,-0.0,-1.1393366775434666,-1.0744167924803973,0.0
2018-11-27,1.0,-0.2819519752130132,-1.3626549186676995,-0.0,-1.1308578621223857,-1.0657436096049575,0.0
2018-11-28,1.0,-0.28290652079198336,-1.3606041535556952,-0.0,-1.1313840344677348,-1.0661277048942248,0.0
2018-11-29,1.0,-0.2513494148555051,-1.340243611177454,-0.0,-1.120468115595892,-1.0645808454740864,0.0
2018-11-30,1.0,-0.2516600582811828,-1.3413270911957196,-0.0,-1.1225815697702193,-1.0615774136530838,0.0
2018-12-03,1.0,-0.2496897374701671,-1.3411933174224344,-0.0,-1.121766109785203,-1.0606205250596659,0.0
2018-12-04,1.0,-0.23930729340120843,-1.3443075312812218,-0.0,-1.1165612065274277,-1.057376659213093,0.0
2018-12-06,1.0,-0.2200526242902645,-1.2642754927757007,-0.0,-1.113234547384942,-1.0186031482250844,0.0
2018-12-07,1.0,-0.20936485859990728,-1.2723690310616598,-0.0,-1.1216040797403801,-1.0327306444135373,0.0
2018-12-10,1.0,-0.18121790168745414,-1.27242296404989,-0.0,-1.117067131327953,-1.0147652237710931,0.0
2018-12-11,1.0,-0.19728078636718574,-1.2691194708557256,-0.0,-1.1241100546598688,-1.0027559597629876,0.0
2018-12-12,1.0,-0.19634241602720212,-1.269861691862335,-0.0,-1.124155677066581,-1.0046409042870927,0.0
2018-12-13,1.0,-0.1968041142437322,-1.2676095141886308,-0.0,-1.1241619983469557,-1.0033060887133805,0.0
2018-12-14,1.0,-0.20297438722115121,-1.2509868723033142,-0.0,-1.1328835031671716,-1.003304874690168,0.0
2018-12-17,1.0,-0.18720292504570385,-1.2492687385740404,-0.0,-1.1214808043875686,-1.0124314442413163,0.0
2018-12-18,1.0,-0.16669693942421215,-1.2350830987194623,-0.0,-1.1200163472890745,-1.0191172463899736,0.0
2018-12-19,1.0,-0.16282767707055562,-1.2368815592203897,-0.0,-1.1227568034164734,-1.0207169142701378,0.0
2018-12-20,1.0,-0.1665451895043732,-1.2412080903790088,-0.0,-1.1234967201166182,-1.024143586005831,0.0
2018-12-21,1.0,-0.15864818338316572,-1.2425024916190994,-0.0,-1.1267101567454925,-1.0024010147685058,0.0
2018-12-24,1.0,-0.13001619578909482,-1.2159888429008456,-0.0,-1.1234479035450782,-1.0293773618859097,0.0
2018-12-26,1.0,-0.1267649547904325,-1.2216827758229034,-0.0,-1.0951850697073626,-1.0105117812124182,0.0
2018-12-27,1.0,-0.08993484224965706,-1.1739111796982167,-0.0,-1.0213048696844993,-1.001543209876543,0.0
2018-12-28,1.0,-0.0857106142379851,-1.1781461492332734,-0.0,-1.0205602672834746,-0.9989719866358263,0.0
2018-12-31,1.0,-0.08700308430431802,-1.1765335846470184,-0.0,-1.0207762165867031,-0.9994431117203564,0.0
