Date,CIA,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.3918944535011563,-1.0951207491375061,-0.023164120256283883,-0.6532206088637829,-0.6277817795806953,0.0
2018-09-25,1.0,-0.3972670335927121,-1.093490225849307,-0.02991079901309546,-0.6515088252040234,-0.623609793129626,0.0
2018-09-26,1.0,-0.39740378046003183,-1.0937144158506034,-0.03028922796629469,-0.6513702269794276,-0.6229029074622333,0.0
2018-09-27,1.0,-0.3985133495145631,-1.0892369538834952,-0.03147754854368932,-0.6508646844660193,-0.6223073422330097,0.0
2018-09-28,1.0,-0.39698130380370894,-1.0902195760172932,-0.03215897455345292,-0.6506503849216884,-0.6223216655921726,0.0
2018-10-01,1.0,-0.3965425531914894,-1.094224924012158,-0.03297872340425532,-0.6514437689969605,-0.6241641337386019,0.0
2018-10-02,1.0,-0.39671120246659813,-1.106695595904229,-0.030109245936584067,-0.6502607437859237,-0.6227018385291767,0.0
2018-10-03,1.0,-0.39626374462580377,-1.098124262831488,-0.02903017159380588,-0.6532739793783053,-0.6280485484914202,0.0
2018-10-04,1.0,-0.39617111973814423,-1.0986526604247546,-0.02961102230341783,-0.6528507269544036,-0.6287204080079166,0.0
2018-10-05,1.0,-0.3845220950504055,-1.0952777988327143,-0.016637610854240887,-0.6581520503297204,-0.6353369210945199,0.0
2018-10-08,1.0,-0.38268336044180506,-1.0925974959337292,-0.013882059235162841,-0.6593032492340282,-0.6341491092030109,0.0
2018-10-09,1.0,-0.3792749267698863,-1.100543995130673,-0.0,-0.6731844638034009,-0.6511203256362461,0.0
2018-10-10,1.0,-0.3870462361482614,-1.1027130301872374,-0.0031333588077951855,-0.6810087886893389,-0.6472678639663738,0.0
2018-10-11,1.0,-0.3205413422321097,-1.0913607712272895,-0.0,-0.6512791991101223,-0.6446421950315164,0.0
2018-10-12,1.0,-0.32318612564487215,-1.0859829497640043,-0.0,-0.6295415462295562,-0.6201383044894077,0.0
2018-10-15,1.0,-0.26849131679744154,-1.1727715592577443,-0.0,-0.6365326689226879,-0.6409207541556655,0.0
2018-10-16,1.0,-0.2762029093621783,-1.1665050354345394,-0.0,-0.6415516598284222,-0.645691906005222,0.0
2018-10-17,1.0,-0.26785714285714285,-1.1497338065661047,-0.0,-0.6355737947352854,-0.6439662821650399,0.0
2018-10-18,1.0,-0.2669895733195297,-1.1481919692375953,-0.0,-0.6378022628115063,-0.6444206167270576,0.0
2018-10-19,1.0,-0.2570902394106814,-1.1483977900552487,-0.0,-0.6360220994475138,-0.6417311233885818,0.0
2018-10-22,1.0,-0.25711760156163677,-1.1386320945821518,-0.0,-0.6410445287466393,-0.6463113697469707,0.0
2018-10-23,1.0,-0.2712486105965172,-1.146683957021119,-0.0,-0.6390144497962209,-0.6480918858836606,0.0
2018-10-24,1.0,-0.2688478478107998,-1.1434175950257226,-0.0,-0.6391798364114142,-0.6496539472223251,0.0
2018-10-25,1.0,-0.23281580551471906,-1.0982466205313923,-0.0,-0.6393560185019183,-0.6152246405392807,0.0
2018-10-26,1.0,-0.2179637318570567,-1.0838567727740518,-0.0,-0.6412576741545123,-0.6056637921856701,0.0
2018-10-29,1.0,-0.19858757062146892,-1.0925494350282485,-0.0,-0.6314971751412429,-0.6084392655367231,0.0
2018-10-30,1.0,-0.17777777777777776,-1.096072186836518,-0.0,-0.6356687898089172,-0.6290516631280962,0.0
2018-10-31,1.0,-0.18060729598650452,-1.0786884093624796,-0.0,-0.6318970970689534,-0.6232867083714064,0.0
2018-11-01,1.0,-0.14756007198052293,-1.1128400550439292,-0.0,-0.6376274655093328,-0.6304294132175999,0.0
2018-11-02,1.0,-0.16023424821844354,-1.0720383828406124,-0.0,-0.6642912580258238,-0.6312707260283638,0.0
2018-11-05,1.0,-0.15579467278179573,-1.0852002116775445,-0.0,-0.6656905979890634,-0.6213088728170754,0.0
2018-11-06,1.0,-0.15903079039255105,-1.0871160018340211,-0.0,-0.6631749726660318,-0.6176771417486686,0.0
2018-11-07,1.0,-0.15961015572583775,-1.0880327695186978,-0.0,-0.6648539849570959,-0.6187365373071083,0.0
2018-11-08,1.0,-0.13736609955891618,-1.0877966813694602,-0.0,-0.6550794650983686,-0.6204578869985297,0.0
2018-11-09,1.0,-0.13680599313869632,-1.087551634810614,-0.0,-0.6560246446824897,-0.6202828537422109,0.0
2018-11-12,1.0,-0.13620599054125065,-1.0898931511648275,-0.0,-0.6561919775792608,-0.6209493781748117,0.0
2018-11-13,1.0,-0.10949437421864149,-1.0898041394638145,-0.0,-0.6572440616752327,-0.6161619669398528,0.0
2018-11-14,1.0,-0.10929739867328864,-1.0900566109818357,-0.0,-0.6573472719063661,-0.6163650887368457,0.0
2018-11-15,1.0,-0.10877948789215856,-1.0949518813188341,-0.0,-0.6651148247229268,-0.6053920717089949,0.0
2018-11-16,1.0,-0.10275305895439377,-1.0839474416017798,-0.0,-0.6691810344827586,-0.6202030033370411,0.0
2018-11-19,1.0,-0.10687952142459656,-1.0833333333333333,-0.0,-0.6677100723427936,-0.6200612131329994,0.0
2018-11-20,1.0,-0.03045667529197846,-1.0871389607664872,-0.0,-0.6978110357367647,-0.6813413525421358,0.0
2018-11-21,1.0,-0.03257667648587767,-1.0821694680298042,-0.0,-0.6934326806446024,-0.6574250563160632,0.0
2018-11-23,1.0,-0.034097202990861254,-1.0694752146219884,-0.0,-0.699079202436998,-0.6589933536416505,0.0
2018-11-26,1.0,-0.032804526677543654,-1.0834866525497275,-0.0,-0.6980594994272226,-0.65702780574166,0.0
2018-11-27,1.0,-0.024905008635578586,-1.0849395509499136,-0.0,-0.6927461139896374,-0.6516407599309154,0.0
2018-11-28,1.0,-0.025183086914467318,-1.0858781262954262,-0.0,-0.6920685366864723,-0.6513403343927041,0.0
2018-11-29,1.0,-0.01584742565087641,-1.0769732103042569,-0.0,-0.6870647960758756,-0.6502589784927794,0.0
2018-11-30,1.0,-0.014249732601870064,-1.0827726598350758,-0.0,-0.6913708035745093,-0.6619397577890488,0.0
