Date,GCP,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.35441986864950553,-1.0085679776553182,-0.0,-0.6986487506605268,-0.71284064316449,0.0
2018-09-25,1.0,-0.36262947002343693,-1.0085053300068043,-0.0,-0.6989113177591291,-0.7100627504347169,0.0
2018-09-26,1.0,-0.36195553539019965,-1.0082425892317,-0.0,-0.6992211131276468,-0.7116228070175439,0.0
2018-09-27,1.0,-0.36150323581728033,-1.0111645157627822,-0.0,-0.6997312947053702,-0.7121825682170835,0.0
2018-09-28,1.0,-0.36541815148987794,-1.0105769959814996,-0.0,-0.701455758586701,-0.713549169762681,0.0
2018-10-01,1.0,-0.3653394008342814,-1.0114903299203641,-0.0,-0.7014410314751611,-0.7139173302995829,0.0
2018-10-02,1.0,-0.36485460481360565,-1.0192088679675044,-0.0,-0.6999088907448182,-0.7122466023840256,0.0
2018-10-03,1.0,-0.36452790025847653,-1.0058537327048809,-0.0,-0.7071233084993158,-0.7236201915767068,0.0
2018-10-04,1.0,-0.36946936293142774,-0.9988596624600883,-0.0,-0.71331914246617,-0.7194769651816938,0.0
2018-10-05,1.0,-0.3454304133485021,-0.989419795221843,-0.0,-0.7235494880546075,-0.7337883959044369,0.0
2018-10-08,1.0,-0.34297395517867957,-0.9865611750454271,-0.0,-0.7237280436099334,-0.7323213204118716,0.0
2018-10-09,1.0,-0.3358384574508464,-0.9888408107492597,-0.0,-0.7296743338647232,-0.7412510438017155,0.0
2018-10-10,1.0,-0.3344272304052507,-0.9975196519880942,-0.0,-0.732923757918034,-0.7510875372052201,0.0
2018-10-11,1.0,-0.25377274744784734,-0.9837623908862257,-0.0,-0.7034694481432164,-0.7577674212161563,0.0
2018-10-12,1.0,-0.26466391013209417,-0.981118957883567,-0.0,-0.6811079805334993,-0.7322624318489517,0.0
2018-10-15,1.0,-0.23818215002737725,-1.0043438583683153,-0.0,-0.675342215732798,-0.7323964227048732,0.0
2018-10-16,1.0,-0.22818668819255888,-1.0307110882806194,-0.0,-0.676854773611213,-0.7334703162838482,0.0
2018-10-17,1.0,-0.2093316974595843,-0.995453233256351,-0.0,-0.6682303695150117,-0.7355297344110856,0.0
2018-10-18,1.0,-0.209726334031338,-0.9971478085060292,-0.0,-0.6675933280381254,-0.7358654054444365,0.0
2018-10-19,1.0,-0.20588554674774676,-1.0055742570673616,-0.0,-0.6696347775726644,-0.7385528649509537,0.0
2018-10-22,1.0,-0.2065795664290109,-1.0038000796207158,-0.0,-0.669935941514965,-0.7387716695016467,0.0
2018-10-23,1.0,-0.22093954843408595,-1.0122359796067006,-0.0,-0.6679533867443554,-0.7405316824471959,0.0
2018-10-24,1.0,-0.22091618147863343,-1.0097769965945294,-0.0,-0.6773224944157603,-0.7538174228276392,0.0
2018-10-25,1.0,-0.18040049618996987,-0.9597377281587807,-0.0,-0.6841750841750841,-0.7199007620060252,0.0
2018-10-26,1.0,-0.16345917902338133,-0.9448242016335401,-0.0,-0.6876292635047498,-0.7095733866161881,0.0
2018-10-29,1.0,-0.13823067527482114,-0.9571802477752573,-0.0,-0.677089513173966,-0.7172919211306926,0.0
2018-10-30,1.0,-0.12379988129735013,-0.9584540725482665,-0.0,-0.6787696819467235,-0.7302656844604266,0.0
2018-10-31,1.0,-0.12510425354462051,-0.9482902418682235,-0.0,-0.6754934667778704,-0.726230191826522,0.0
2018-11-01,1.0,-0.11096845830875464,-0.9586036989486103,-0.0,-0.6743814844373504,-0.7259793885978,0.0
2018-11-02,1.0,-0.11195840554592723,-0.9551126516464473,-0.0,-0.6742807625649914,-0.7248526863084923,0.0
2018-11-05,1.0,-0.10930949658732635,-0.9620275092679208,-0.0,-0.6745314069916503,-0.7187402556906767,0.0
2018-11-06,1.0,-0.11493018259935553,-0.9663906309552684,-0.0,-0.6708014275319636,-0.712761165586778,0.0
2018-11-07,1.0,-0.11784206302125136,-0.9726070419094812,-0.0,-0.6799734794291099,-0.7191262169801446,0.0
2018-11-08,1.0,-0.11145521609019417,-0.972197090959705,-0.0,-0.6771522026585008,-0.7189087619180179,0.0
2018-11-09,1.0,-0.11721328744996139,-0.9820212093545897,-0.0,-0.6837207669077885,-0.7284921693939181,0.0
2018-11-12,1.0,-0.11652497716574158,-0.9835242043139183,-0.0,-0.6839036042998664,-0.729010047073702,0.0
2018-11-13,1.0,-0.08596118331649186,-0.9828565455242342,-0.0,-0.6880379107285968,-0.7275863270497229,0.0
2018-11-14,1.0,-0.08730352350747568,-0.9821210748266127,-0.0,-0.6884606001463771,-0.7272505489143692,0.0
2018-11-15,1.0,-0.0861756926075456,-0.9837115411387999,-0.0,-0.6919114576082417,-0.7186412362522622,0.0
2018-11-16,1.0,-0.0821442210880811,-0.9734402666388918,-0.0,-0.6910738464743256,-0.7252022358782071,0.0
2018-11-19,1.0,-0.08366312573769354,-0.9728528778726654,-0.0,-0.6901339998611401,-0.7248142748038604,0.0
2018-11-20,1.0,-0.053596079514080616,-0.9673868028713417,-0.0,-0.6919174489232468,-0.7382316399779126,0.0
2018-11-21,1.0,-0.058467328087581254,-0.9623332192952445,-0.0,-0.6893260348956551,-0.7109818679438933,0.0
2018-11-23,1.0,-0.05901863566421611,-0.9596170285518892,-0.0,-0.6898615147888528,-0.7108907505556505,0.0
2018-11-26,1.0,-0.05773181755923846,-0.9703122859882207,-0.0,-0.687885221202575,-0.7082591425832078,0.0
2018-11-27,1.0,-0.0514883895386504,-0.9709482729225629,-0.0,-0.6833975517441266,-0.7039929075595868,0.0
2018-11-28,1.0,-0.04944472919870152,-0.984828293182983,-0.0,-0.6801298479412267,-0.702614044079959,0.0
2018-11-29,1.0,-0.03167191148106791,-0.9735390654079112,-0.0,-0.6751260447331912,-0.7033803674753831,0.0
2018-11-30,1.0,-0.030359565807327,-0.9759497964721846,-0.0,-0.6764246947082768,-0.7093622795115332,0.0
2018-12-03,1.0,-0.033203923171230075,-0.978715433864596,-0.0,-0.6804590655224083,-0.7131521591063887,0.0
2018-12-04,1.0,-0.02710505757277266,-0.9808770082537956,-0.0,-0.6772188444685983,-0.7114228456913827,0.0
2018-12-06,1.0,-0.01746058091286307,-0.9401161825726141,-0.0,-0.6718672199170124,-0.690058091286307,0.0
2018-12-07,1.0,-0.01749203398831652,-0.9403212958045671,-0.0,-0.6718998937865109,-0.689458311205523,0.0
2018-12-10,1.0,-0.0,-0.9433193056286165,-0.0,-0.6692859021567596,-0.6751380852183062,0.0
2018-12-11,1.0,-0.0,-0.9434433776140997,-0.0,-0.6682559515980534,-0.6764763908983296,0.0
2018-12-12,1.0,-0.0,-0.9433447323424963,-0.0,-0.6682559515980534,-0.6765750361699329,0.0
2018-12-13,1.0,-0.0,-0.9396209060149141,-0.0,-0.6708058210965474,-0.6745836207746132,0.0
2018-12-14,1.0,-0.0,-0.9416365428853105,-0.0,-0.6697666776207689,-0.6747946105816628,0.0
2018-12-17,1.0,-0.0,-0.9397167770274699,-0.0,-0.661312528682882,-0.676981577394611,0.0
2018-12-18,1.0,-0.0,-0.9279689993161615,-0.0,-0.6525122928131819,-0.6758930606662542,0.0
2018-12-19,1.0,-0.0,-0.927961961831564,-0.0,-0.6525760437699473,-0.6761544974923468,0.0
