Date,IWF,IWM,MTUM,SPY,VLUE,VSEC,VXX
2018-09-24,-0.36576509315505484,-0.9323650184952659,-0.09627719143448604,-0.5207520276919945,-0.47846743815115217,1.0,0.0
2018-09-25,-0.36502598593702235,-0.9341689595434627,-0.09446652399877714,-0.5224362240565237,-0.4807568191854343,1.0,0.0
2018-09-26,-0.36483777815525736,-0.9341260404280618,-0.09376592491931374,-0.5227450314251741,-0.48184134533718365,1.0,0.0
2018-09-27,-0.3650475543478261,-0.9332201086956521,-0.09408967391304347,-0.52265625,-0.4817255434782609,1.0,0.0
2018-09-28,-0.3673975862655108,-0.9322114567397586,-0.09413564507904129,-0.5234744178140405,-0.48240693523712386,1.0,0.0
2018-10-01,-0.3667823601469988,-0.934429018647067,-0.0946644889070369,-0.5235470259970056,-0.4833265278344903,1.0,0.0
2018-10-02,-0.36667007533149265,-0.9466543954732931,-0.0914885639295088,-0.5221733646930496,-0.48164433991205646,1.0,0.0
2018-10-03,-0.36768621560729164,-0.9525158735577252,-0.09251041168840037,-0.5214378370997474,-0.47951799003208856,1.0,0.0
2018-10-04,-0.3661768248614791,-0.9702653405375642,-0.09202601782702963,-0.520769521974051,-0.4922738066558833,1.0,0.0
2018-10-05,-0.34881552593411147,-0.9687823744733752,-0.07082671455210995,-0.5450997997099247,-0.5197527453553422,1.0,0.0
2018-10-08,-0.3490774652753783,-0.970112639071246,-0.0707276622209937,-0.5451247322230668,-0.5201437357473568,1.0,0.0
2018-10-09,-0.3549069227302666,-0.9734461122473741,-0.08025097930460706,-0.5429680729365272,-0.515027559191597,1.0,0.0
2018-10-10,-0.35843687096550286,-0.9725133615603526,-0.08339695981120289,-0.5458110640660789,-0.5104116054695634,1.0,0.0
2018-10-11,-0.32417489230351754,-0.9755096502832332,-0.03910993521250975,-0.5350564770530172,-0.5181303212238391,1.0,0.0
2018-10-12,-0.3266492005911595,-0.9742711272336424,-0.03459626494693,-0.5212615880693269,-0.5020824936181647,1.0,0.0
2018-10-15,-0.31294228124895196,-0.9984572559278263,-0.014723144514874066,-0.5218499513700238,-0.5058188281852635,1.0,0.0
2018-10-16,-0.31031007491517454,-1.0139752074444854,-0.004031309839755434,-0.5240030906708771,-0.5070715893439043,1.0,0.0
2018-10-17,-0.296866191344719,-0.987497927375228,-0.0,-0.5200132647985409,-0.5118222516995523,1.0,0.0
2018-10-18,-0.2980448901302285,-0.9941447656223712,-0.0,-0.5456136218326211,-0.527273950937174,1.0,0.0
2018-10-19,-0.28937667560321717,-0.9931300268096515,-0.0,-0.5442024128686327,-0.5244973190348526,1.0,0.0
2018-10-22,-0.29310461956521744,-1.0271059782608696,-0.008016304347826088,-0.5434442934782608,-0.5250679347826087,1.0,0.0
2018-10-23,-0.3003102307980773,-1.030204888691917,-0.0188865782565711,-0.5369038284525961,-0.5228241230013978,1.0,0.0
2018-10-24,-0.30489013429928574,-1.0286368451628336,-0.005638519632300174,-0.545159416327786,-0.5329597102142637,1.0,0.0
2018-10-25,-0.28646060078363084,-1.0041525735909715,-0.0031814071866313924,-0.5426476005492114,-0.5124074880278625,1.0,0.0
2018-10-26,-0.28563308703065965,-1.0006686950416261,-0.0035775184727005246,-0.5423785482630646,-0.5111839245711992,1.0,0.0
2018-10-29,-0.28299365185432673,-1.0049114600735047,-0.0,-0.5421650517875042,-0.5110591379886402,1.0,0.0
2018-10-30,-0.2779893119572478,-1.004809619238477,-0.0,-0.5422177688710755,-0.5149966599866399,1.0,0.0
2018-10-31,-0.2784873445159569,-1.0014006069296695,-0.0,-0.5412011871811118,-0.5136892653483176,1.0,0.0
2018-11-01,-0.3141571808329357,-0.988037625247086,-0.019460159498330038,-0.5584827210142457,-0.527946288596551,1.0,0.0
2018-11-02,-0.3299993195890318,-0.9524392733210859,-0.007144315166360482,-0.5832482819623053,-0.5292236510852556,1.0,0.0
2018-11-05,-0.3314610566448801,-0.9494485294117646,-0.0069784858387799565,-0.5835716230936818,-0.5326456971677559,1.0,0.0
2018-11-06,-0.32814256993900565,-0.9473199986369986,-0.00889358367124408,-0.5863631717040925,-0.5368180733976216,1.0,0.0
2018-11-07,-0.32359266719011365,-0.9502611545420406,-0.017342027105451813,-0.5847472092308742,-0.5378076673608029,1.0,0.0
2018-11-08,-0.2978911264305362,-0.9615580534519645,-0.0,-0.5828777125004244,-0.5536047814717968,1.0,0.0
2018-11-09,-0.29638947439994556,-0.9627388318487794,-0.0,-0.5862854423063847,-0.5543618684979942,1.0,0.0
2018-11-12,-0.2957144311356927,-0.9578229445895964,-0.0,-0.5870516779206677,-0.5526110413626955,1.0,0.0
2018-11-13,-0.25852465697595434,-0.9689240592310827,-0.0,-0.6077299279989132,-0.5611329982339357,1.0,0.0
2018-11-14,-0.2570631084484989,-0.9727006603580912,-0.0,-0.6100483354891415,-0.5641296208046838,1.0,0.0
2018-11-15,-0.2562140841239076,-0.9731714781189431,-0.0,-0.6106634023598217,-0.5602706654425516,1.0,0.0
2018-11-16,-0.2612791613853585,-0.9859888321743003,-0.0,-0.6175876126203281,-0.5608920557706142,1.0,0.0
2018-11-19,-0.2655264601041952,-0.985227584315876,-0.0,-0.6160200164518782,-0.560700575815739,1.0,0.0
2018-11-20,-0.21839707939540753,-0.9801084990958409,-0.0,-0.6247227813982054,-0.5886928929680303,1.0,0.0
2018-11-21,-0.21104434314131787,-0.9945779803840311,-0.0,-0.6362066583782291,-0.6116866970576047,1.0,0.0
2018-11-23,-0.210471495035067,-1.0122560933268523,-0.0,-0.6350600652732449,-0.6142281785987085,1.0,0.0
2018-11-26,-0.21068537881682703,-1.0112898183207697,-0.0,-0.6363636363636364,-0.6154514190433181,1.0,0.0
2018-11-27,-0.1954866302722626,-1.0279216940783753,-0.0,-0.6384088459264926,-0.6153899648805591,1.0,0.0
2018-11-28,-0.195082081246522,-1.0313369504730105,-0.0,-0.6369296048970506,-0.6146355036171396,1.0,0.0
2018-11-29,-0.1831715657490242,-1.0229007633587788,-0.0,-0.633104210562675,-0.614935580808953,1.0,0.0
2018-11-30,-0.1848127600554785,-1.0288141470180305,-0.0,-0.642128987517337,-0.6116504854368933,1.0,0.0
2018-12-03,-0.1839259721355791,-1.028765509114854,-0.0,-0.6418174256602204,-0.6112497400707008,1.0,0.0
2018-12-04,-0.17697493517718235,-1.0322904062229905,-0.0,-0.6384096802074329,-0.6095073465859983,1.0,0.0
2018-12-06,-0.17027456012968153,-0.9820337036911959,-0.0,-0.6400324203843166,-0.5847826821113776,1.0,0.0
2018-12-07,-0.2350584307178631,-1.0718605082544983,-0.0,-0.7613058801706548,-0.6416620293081061,1.0,0.0
2018-12-10,-0.20953045778528914,-1.077779410684106,-0.0,-0.7615915937982218,-0.6251377764714527,1.0,0.0
2018-12-11,-0.2025670258541429,-1.0811665624655218,-0.0,-0.7605457688205657,-0.6334081129785591,1.0,0.0
2018-12-12,-0.2016627427898764,-1.0815553266627427,-0.0,-0.7604105356091818,-0.6350058858151854,1.0,0.0
2018-12-13,-0.2013523942523244,-1.0771379221638309,-0.0,-0.7636617544375436,-0.6328323104626805,1.0,0.0
2018-12-14,-0.20982520699172033,-1.0545722171113157,-0.0,-0.7803863845446183,-0.6350689972401105,1.0,0.0
2018-12-17,-0.18875192604006166,-1.0569740993469807,-0.0,-0.7664905715753174,-0.656431139481987,1.0,0.0
2018-12-18,-0.17021587463929577,-1.0467545750082186,-0.0,-0.768966650838295,-0.6667640720312671,1.0,0.0
2018-12-19,-0.1705080907330971,-1.0466084669613178,-0.0,-0.7688205427913942,-0.6667275450195419,1.0,0.0
2018-12-20,-0.17043800931315484,-1.0370343422584398,-0.0,-0.7685535506402794,-0.6619252037252619,1.0,0.0
2018-12-21,-0.16617769567894525,-1.037560215871636,-0.0,-0.7687348328443624,-0.6495345720598356,1.0,0.0
2018-12-24,-0.13596332924276333,-1.0134627878437883,-0.0,-0.7719988450155202,-0.6879015375730889,1.0,0.0
2018-12-26,-0.1373069065624888,-1.0318984982617112,-0.0,-0.7429124404143221,-0.6720189240529014,1.0,0.0
