Date,DSKE,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.4980028530670471,-1.4097004279600571,-0.0,-0.924298621017594,-0.9231098430813125,0.0
2018-09-25,1.0,-0.4964941569282137,-1.4154066300977821,-0.0,-0.9289291676603864,-0.9290245647507751,0.0
2018-09-26,1.0,-0.49718592006105117,-1.416102260803205,-0.0,-0.9288371649337022,-0.9275016693694552,0.0
2018-09-27,1.0,-0.49806968209332253,-1.4128497211763025,-0.0,-0.9283160955149897,-0.9269815547400029,0.0
2018-09-28,1.0,-0.49733130003812426,-1.413219595882577,-0.0,-0.9280880670987419,-0.9268966831871903,0.0
2018-10-01,1.0,-0.49835581184768624,-1.4120478482581138,-0.0,-0.9285612162226565,-0.9268455416289377,0.0
2018-10-02,1.0,-0.5143803716329765,-1.383924713112786,-0.0,-0.9528016517021174,-0.9503529072838142,0.0
2018-10-03,1.0,-0.5241650104222212,-1.4143196470987445,-0.0,-0.9586989189975278,-0.9503611420815357,0.0
2018-10-04,1.0,-0.5244263328967157,-1.416387716489594,-0.0,-0.9583272691990491,-0.952214621840586,0.0
2018-10-05,1.0,-0.5012060980316481,-1.4061655731377847,-0.0,-0.959957545349286,-0.9570629100733308,0.0
2018-10-08,1.0,-0.49610277136258657,-1.400019245573518,-0.0,-0.9611239414934565,-0.9540993071593534,0.0
2018-10-09,1.0,-0.4876981425653992,-1.4139356219002235,-0.0,-0.9813284061071671,-0.9794320723524262,0.0
2018-10-10,1.0,-0.48726176584986386,-1.414138467522365,-0.0,-0.9813788409179308,-0.97914235705951,0.0
2018-10-11,1.0,-0.39801646706586824,-1.3819704341317365,-0.0,-0.9331025449101796,-0.96500748502994,0.0
2018-10-12,1.0,-0.39987112808947395,-1.3704146913978001,-0.0,-0.9016891425415382,-0.9305472453629126,0.0
2018-10-15,1.0,-0.38242312987608995,-1.382055988985773,-0.0,-0.8963744837081229,-0.9284075263882515,0.0
2018-10-16,1.0,-0.3738442430654584,-1.401858411150467,-0.0,-0.896223377340264,-0.9281015686094116,0.0
2018-10-17,1.0,-0.34247253736718886,-1.3445885107149287,-0.0,-0.88290113452188,-0.9321537907437422,0.0
2018-10-18,1.0,-0.3414117753051939,-1.3426280463083922,-0.0,-0.8872021262219019,-0.933510518491824,0.0
2018-10-19,1.0,-0.32443311418220844,-1.3349881479493715,-0.0,-0.8837604544031485,-0.9292902187038775,0.0
2018-10-22,1.0,-0.3268817204301075,-1.3418906810035842,-0.0,-0.8829301075268816,-0.928584229390681,0.0
2018-10-23,1.0,-0.32200793078586876,-1.3495854361932227,-0.0,-0.8959534967555876,-0.9385814708002884,0.0
2018-10-24,1.0,-0.31940500338066263,-1.3526256479603336,-0.0,-0.8965967996393961,-0.9389677710164526,0.0
2018-10-25,1.0,-0.29603411888849807,-1.31129088990503,-0.0,-0.8817270488920155,-0.9076679563841014,0.0
2018-10-26,1.0,-0.2853348428111121,-1.2948706783941477,-0.0,-0.8778193851780893,-0.8961943742924323,0.0
2018-10-29,1.0,-0.25808686614991555,-1.3061533798120644,-0.0,-0.8646776079331399,-0.9013986922444032,0.0
2018-10-30,1.0,-0.2843115862971853,-1.315601134627973,-0.0,-0.8731835042548549,-0.8908575169103208,0.0
2018-10-31,1.0,-0.286617583369424,-1.294586401039411,-0.0,-0.8669553919445647,-0.8827197921177999,0.0
2018-11-01,1.0,-0.265827711468604,-1.3102836879432622,-0.0,-0.8656374329700743,-0.8827624978377444,0.0
2018-11-02,1.0,-0.2690422971114168,-1.2862792297111416,-0.0,-0.8673916781292984,-0.8758167125171938,0.0
2018-11-05,1.0,-0.27356173238526177,-1.279120879120879,-0.0,-0.8698987287222582,-0.8868347338935574,0.0
