Date,BSIG,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.28806557800296906,-0.6626863744917059,-0.06238301168269541,-0.6147937778351513,-0.5993351836313173,0.0
2018-09-25,1.0,-0.28702685215140733,-0.6669362665803947,-0.05888062115820124,-0.6184082821093497,-0.6039469427369784,0.0
2018-09-26,1.0,-0.28663904712584154,-0.6668177110305541,-0.057288969445882965,-0.6193034697048162,-0.6066481097876748,0.0
2018-09-27,1.0,-0.2891289581783485,-0.6603486754859786,-0.059158391823268756,-0.6193679852508328,-0.6064301193518129,0.0
2018-09-28,1.0,-0.2865374032952449,-0.6638073349949827,-0.0598517463503059,-0.6197196775968666,-0.6070307189330917,0.0
2018-10-01,1.0,-0.2873421819359016,-0.6629977338944643,-0.05985755908060861,-0.6201359663321463,-0.6069601812884429,0.0
2018-10-02,1.0,-0.2874489994171362,-0.6651123631889126,-0.05967877728126417,-0.6195194611747944,-0.6063726442587916,0.0
2018-10-03,1.0,-0.28771782082010755,-0.6661592278292414,-0.060050527952322345,-0.6192265336529118,-0.6058495821727019,0.0
2018-10-04,1.0,-0.2873995333160487,-0.6677793621986,-0.0603448275862069,-0.6184534612393051,-0.6068835882810475,0.0
2018-10-05,1.0,-0.27767372771893567,-0.6627809351588736,-0.05050374580211832,-0.6243218806509946,-0.613859467837768,0.0
2018-10-08,1.0,-0.2815042310582546,-0.6713170189825857,-0.03976214591433332,-0.6486751396739308,-0.6259679158362467,0.0
2018-10-09,1.0,-0.2800609836934907,-0.6886517300808697,-0.016637942463210924,-0.6738366697600424,-0.6551106986610102,0.0
2018-10-10,1.0,-0.28020940326695604,-0.6881150392631125,-0.01683178158444054,-0.6740995990855173,-0.6541201418110731,0.0
2018-10-11,1.0,-0.22630848212844273,-0.6780213748345226,-0.0,-0.6603274030544704,-0.6641697071453941,0.0
2018-10-12,1.0,-0.22339166320099813,-0.6717105473623597,-0.0,-0.6507885728910074,-0.6531878818900158,0.0
2018-10-15,1.0,-0.2025344739530133,-0.6892236976506639,-0.0,-0.6467696629213483,-0.6535048518896833,0.0
2018-10-16,1.0,-0.1952662721893491,-0.7044938429553815,-0.0,-0.6460259075643691,-0.6526467295698065,0.0
2018-10-17,1.0,-0.17586228639889023,-0.6707863043067028,-0.0,-0.6436408348571788,-0.6624629547890787,0.0
2018-10-18,1.0,-0.1751371461000063,-0.6693675515480169,-0.0,-0.6454379216848477,-0.6628097610189797,0.0
2018-10-19,1.0,-0.16706496446764352,-0.6674108546632287,-0.0,-0.6465945538016477,-0.6633859505691465,0.0
2018-10-22,1.0,-0.16734770855598166,-0.6634814861381781,-0.0,-0.6478908656566292,-0.6645501980260263,0.0
2018-10-23,1.0,-0.1665723448405961,-0.6636798088410991,-0.0,-0.6487140791045715,-0.6650631956234673,0.0
2018-10-24,1.0,-0.1645144060074779,-0.662676343984667,-0.0,-0.6491029628931411,-0.6656926508938952,0.0
2018-10-25,1.0,-0.1424971574321625,-0.634153836698319,-0.0,-0.6493039550106021,-0.6470913616668204,0.0
2018-10-26,1.0,-0.13624702217335533,-0.6270233950277931,-0.0,-0.6491662085394906,-0.6417445482866044,0.0
2018-10-29,1.0,-0.12003162728461514,-0.6323328163488733,-0.0,-0.6428245598029377,-0.6458960557126783,0.0
2018-10-30,1.0,-0.10331912302070645,-0.6346224116930572,-0.0,-0.6454323995127893,-0.6616930572472594,0.0
2018-10-31,1.0,-0.10973762346240078,-0.6141307641034963,-0.0,-0.646791492455917,-0.6590922862509847,0.0
2018-11-01,1.0,-0.09861413701282983,-0.6223674655047204,-0.0,-0.6459694989106753,-0.6589808763011378,0.0
2018-11-02,1.0,-0.09914807044313051,-0.7127598703032615,-0.0,-0.6669209739970754,-0.7000127153665203,0.0
2018-11-05,1.0,-0.10319003154976257,-0.7053762070174321,-0.0,-0.6684725453328659,-0.709805921157462,0.0
2018-11-06,1.0,-0.0912467016320813,-0.7119588233377854,-0.0,-0.7042707756458285,-0.7501710264846727,0.0
2018-11-07,1.0,-0.09157592749559888,-0.7124274629979788,-0.0,-0.7052878659451001,-0.7507661211449436,0.0
2018-11-08,1.0,-0.07397455404836673,-0.7114183042507042,-0.0,-0.6986305804655378,-0.7533426138754896,0.0
2018-11-09,1.0,-0.07584552028275884,-0.7129932877200946,-0.0,-0.6988877719770421,-0.7549207172735821,0.0
2018-11-12,1.0,-0.07495476867407598,-0.6978224347376583,-0.0,-0.7052856035151202,-0.7527461876453864,0.0
2018-11-13,1.0,-0.046865978058638603,-0.6953871816257137,-0.0,-0.7116507345865143,-0.7538974786681208,0.0
2018-11-14,1.0,-0.0476663993584603,-0.6947554129911788,-0.0,-0.7117241379310344,-0.7535204490777867,0.0
2018-11-15,1.0,-0.046615192387787135,-0.6959279787268124,-0.0,-0.7151507384743536,-0.7461314196008073,0.0
2018-11-16,1.0,-0.043155808452145006,-0.6872322741512692,-0.0,-0.7144364171088805,-0.7519020522984464,0.0
2018-11-19,1.0,-0.045264201003740054,-0.6866029472876642,-0.0,-0.7132947607326663,-0.751462455646837,0.0
2018-11-20,1.0,-0.0,-0.6796561604584528,-0.0,-0.7228907991085642,-0.7811524992040751,0.0
2018-11-21,1.0,-0.0,-0.6745868747827736,-0.0,-0.7218553508799647,-0.763246864039938,0.0
2018-11-23,1.0,-0.0,-0.6854217516721084,-0.0,-0.7203220591498399,-0.7641297112245222,0.0
2018-11-26,1.0,-0.0,-0.6919491391064464,-0.0,-0.7176332561752862,-0.7612962551923138,0.0
2018-11-27,1.0,-0.0,-0.6935417653560714,-0.0,-0.7098373598610453,-0.7547134059687353,0.0
2018-11-28,1.0,-0.0,-0.7127413372222046,-0.0,-0.7049424594997306,-0.752591700218749,0.0
2018-11-29,1.0,-0.0,-0.7024840222900859,-0.0,-0.6964077700469099,-0.7494569152787834,0.0
2018-11-30,1.0,-0.0,-0.7029434912639698,-0.0,-0.6977176137257989,-0.7474578939083898,0.0
2018-12-03,1.0,-0.0,-0.7027852084972463,-0.0,-0.6972777340676634,-0.7470338316286389,0.0
2018-12-04,1.0,-0.0,-0.703180433895325,-0.0,-0.6921603717308719,-0.7442780446453799,0.0
2018-12-06,1.0,-0.0,-0.6661840808279941,-0.0,-0.6865450961064564,-0.727605963528832,0.0
2018-12-07,1.0,-0.0,-0.6801278235533695,-0.0,-0.699050722140418,-0.7537516839499985,0.0
2018-12-10,1.0,-0.0,-0.6774223602484472,-0.0,-0.690807453416149,-0.7373602484472049,0.0
2018-12-11,1.0,-0.0,-0.6855231903987998,-0.0,-0.6830853856732091,-0.7567820977622202,0.0
2018-12-12,1.0,-0.0,-0.6855231903987998,-0.0,-0.6832104013001624,-0.7566258282285285,0.0
2018-12-13,1.0,-0.0,-0.6893906181499343,-0.0,-0.682908498778731,-0.759159516502787,0.0
2018-12-14,1.0,-0.0,-0.6874452097683155,-0.0,-0.68425172197871,-0.7591421415153412,0.0
2018-12-17,1.0,-0.0,-0.6867236146312463,-0.0,-0.6824994524234176,-0.7597546856910417,0.0
2018-12-18,1.0,-0.0,-0.6754587869362364,-0.0,-0.6752410575427683,-0.759720062208398,0.0
2018-12-19,1.0,-0.0,-0.6754587869362364,-0.0,-0.6752099533437014,-0.759751166407465,0.0
2018-12-20,1.0,-0.0,-0.6689610268812204,-0.0,-0.6754410442439462,-0.756084705298732,0.0
2018-12-21,1.0,-0.0,-0.6679013488903294,-0.0,-0.6752168410655308,-0.743587369200852,0.0
2018-12-24,1.0,-0.0,-0.6521352040033156,-0.0,-0.6664415313296288,-0.7514505879102323,0.0
2018-12-26,1.0,-0.0,-0.6667784927872151,-0.0,-0.6430815212418799,-0.7399432736588489,0.0
2018-12-27,1.0,-0.0,-0.6347445341853791,-0.0,-0.5843614094257567,-0.7393568237626106,0.0
2018-12-28,1.0,-0.0,-0.6353609131501907,-0.0,-0.5834639382559068,-0.7382677351627879,0.0
2018-12-31,1.0,-0.0,-0.6346108351076414,-0.0,-0.5839247693399574,-0.7386444286728175,0.0
2019-01-02,1.0,-0.0,-0.6347342580816894,-0.0,-0.5841294253349502,-0.7387536600514625,0.0
2019-01-03,1.0,-0.0,-0.6442784583208844,-0.0,-0.5736480430236033,-0.7698237227367792,0.0
2019-01-04,1.0,-0.0,-0.648783679295783,-0.0,-0.5504074228275739,-0.7746684113483614,0.0
2019-01-07,1.0,-0.0,-0.6229071537290716,-0.0,-0.5452523123756,-0.7589275260508137,0.0
2019-01-08,1.0,-0.0,-0.618859649122807,-0.0,-0.5473391812865497,-0.7577777777777778,0.0
2019-01-09,1.0,-0.0,-0.6030324317995551,-0.0,-0.5510771572415408,-0.7729481325371738,0.0
2019-01-10,1.0,-0.0,-0.5995664020156446,-0.0,-0.5579937304075234,-0.7721852752468286,0.0
2019-01-11,1.0,-0.0,-0.5997585536776397,-0.0,-0.5638654967316413,-0.780813850774395,0.0
2019-01-14,1.0,-0.0,-0.6027695934001179,-0.0,-0.5695639363582794,-0.7740718915733649,0.0
2019-01-15,1.0,-0.0,-0.5989442019582399,-0.0,-0.5694526365459479,-0.7807597027250206,0.0
2019-01-16,1.0,-0.0,-0.5987914517317612,-0.0,-0.5651289609432572,-0.7837582903463522,0.0
2019-01-17,1.0,-0.0,-0.6135239956183202,-0.0,-0.5643485211830536,-0.7827219705716908,0.0
2019-01-18,1.0,-0.0,-0.6070513202598796,-0.0,-0.5711390594265959,-0.802050426178697,0.0
2019-01-22,1.0,-0.0,-0.579420281202424,-0.0,-0.4956864384011463,-0.9100271649899997,0.0
2019-01-23,1.0,-0.0,-0.5513631864671126,-0.0,-0.5116823130679944,-0.9362946522299872,0.0
2019-01-24,1.0,-0.0,-0.5464053859100745,-0.0,-0.5254267852849243,-0.9336980043279633,0.0
