Date,IWF,IWM,KRNY,MTUM,SPY,VLUE,VXX
2018-09-24,-0.2024525478921583,-0.7913867456801713,1.0,-0.0,-0.5016281866987414,-0.43820224719101125,0.0
2018-09-25,-0.2016559985906395,-0.7925010276586998,1.0,-0.0,-0.5024957425568148,-0.43954430677080275,0.0
2018-09-26,-0.20191432514166593,-0.7928007281482133,1.0,-0.0,-0.5024516280571949,-0.43888546346046564,0.0
2018-09-27,-0.2021139166177334,-0.7925132119788608,1.0,-0.0,-0.5024368761009982,-0.4389019377568996,0.0
2018-09-28,-0.2026427837321979,-0.7922184701218615,1.0,-0.0,-0.502510644545588,-0.4390544707091469,0.0
2018-10-01,-0.20248589562764455,-0.7936354019746121,1.0,-0.0,-0.5026445698166431,-0.4396744240714622,0.0
2018-10-02,-0.20194260485651216,-0.8020603384841796,1.0,-0.0,-0.5011626195732156,-0.4381751287711553,0.0
2018-10-03,-0.20212577502214346,-0.7903159137880129,1.0,-0.0,-0.5094774136403897,-0.4505757307351638,0.0
2018-10-04,-0.20188015490584443,-0.7929169007006238,1.0,-0.0,-0.5088538741242203,-0.4525674756851036,0.0
2018-10-05,-0.1852407423747757,-0.7856701667696109,1.0,-0.0,-0.5124562487131974,-0.45786640783552457,0.0
2018-10-08,-0.1821436957032167,-0.7821378257806997,1.0,-0.0,-0.5142345621037802,-0.45644517492369097,0.0
2018-10-09,-0.17965425141616037,-0.7821020809486072,1.0,-0.0,-0.5151595198262452,-0.4581608992985236,0.0
2018-10-10,-0.18051929001026845,-0.7813701041513863,1.0,-0.0,-0.5156813847733608,-0.4563004254070706,0.0
2018-10-11,-0.11471130656830757,-0.7711164704213365,1.0,-0.0,-0.49178606894594984,-0.45966803801957723,0.0
2018-10-12,-0.10962100764732342,-0.7685841205578048,1.0,-0.0,-0.4835526315789474,-0.4497582096266307,0.0
2018-10-15,-0.06830321627457665,-0.8262018411183089,1.0,-0.0,-0.4854813046937152,-0.4612455960904649,0.0
2018-10-16,-0.06784283644421715,-0.8268700815364072,1.0,-0.0,-0.4852410579846018,-0.46100741498338016,0.0
2018-10-17,-0.05123911587407903,-0.7961598571109622,1.0,-0.0,-0.47901317258316584,-0.46438937262781865,0.0
2018-10-18,-0.05038206398522126,-0.7953368600778123,1.0,-0.0,-0.4858510370308171,-0.4674056036051166,0.0
2018-10-19,-0.03827671453570734,-0.7900058331713008,1.0,-0.0,-0.48481986611483013,-0.4645982056053998,0.0
2018-10-22,-0.03843374833259226,-0.7812916851934193,1.0,-0.0,-0.48993997332147626,-0.4693474877723433,0.0
2018-10-23,-0.03594698446288355,-0.7828423456033858,1.0,-0.0,-0.49370718939689257,-0.4719329509383527,0.0
2018-10-24,-0.03408299194604687,-0.779226931973358,1.0,-0.0,-0.4966697321851573,-0.47682746704567625,0.0
2018-10-25,-0.0028829314293412366,-0.7406439444968342,1.0,-0.0,-0.5014953522834433,-0.44933315371143745,0.0
2018-10-26,-0.0,-0.7281335858518498,1.0,-0.0,-0.4992931259836219,-0.4400224065725946,0.0
2018-10-29,-0.0,-0.7284416343446151,1.0,-0.0,-0.4909144041230541,-0.4372775091652941,0.0
2018-10-30,-0.0,-0.7268371882569002,1.0,-0.0,-0.4873705783716164,-0.447419552314285,0.0
2018-10-31,-0.0,-0.714244178362805,1.0,-0.0,-0.4852906193006106,-0.4436602965664896,0.0
2018-11-01,-0.0,-0.7405670432743552,1.0,-0.0,-0.4804146237476018,-0.44369537412065657,0.0
2018-11-02,-0.0,-0.7108287798444186,1.0,-0.0,-0.5241850825011439,-0.45670372264542,0.0
2018-11-05,-0.0,-0.7418733380365767,1.0,-0.0,-0.5309057361480437,-0.4406305964074456,0.0
2018-11-06,-0.0,-0.742947048611111,1.0,-0.0,-0.530300564236111,-0.43942599826388884,0.0
2018-11-07,-0.0,-0.7463959667529637,1.0,-0.0,-0.5356588091020575,-0.44311214061861287,0.0
