Date,GNMK,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-1.1906968905367827,-2.6882952726047025,-0.26282969579506194,-1.6652060335383838,-1.6197859610685093,0.0
2018-09-25,1.0,-1.198262776184854,-2.685444425704166,-0.27298026648676,-1.6627593186034746,-1.6137628605161072,0.0
2018-09-26,1.0,-1.200101231651763,-2.687700354310781,-0.2763624093133119,-1.6623924413700017,-1.6093301839041672,0.0
2018-09-27,1.0,-1.2007441231185523,-2.699813969220362,-0.27473363774733633,-1.6669203450025367,-1.6137324539151023,0.0
2018-09-28,1.0,-1.1969209947555404,-2.703688039248858,-0.27643376755202165,-1.6672305870411097,-1.6145322280493994,0.0
2018-10-01,1.0,-1.2079191095250235,-2.7094060667856232,-0.27665901945789784,-1.6798368595462654,-1.62316254567083,0.0
2018-10-02,1.0,-1.2104724543748935,-2.7421968275626813,-0.2709363806924782,-1.6809653760873273,-1.6234862698277333,0.0
2018-10-03,1.0,-1.2089971883786317,-2.731788361591548,-0.2700008520064753,-1.682201584732044,-1.62707676578342,0.0
2018-10-04,1.0,-1.2235886924587924,-2.719873601503117,-0.27329404731403195,-1.7017678708685626,-1.621914766418994,0.0
2018-10-05,1.0,-1.19379115710254,-2.7182074745574276,-0.23313093303685964,-1.74035747883349,-1.6666381595826563,0.0
2018-10-08,1.0,-1.1925513698630137,-2.7171232876712326,-0.22097602739726027,-1.7585616438356164,-1.6724315068493152,0.0
2018-10-09,1.0,-1.2392713259765282,-2.7759677701874232,-0.25967770187423367,-1.7918199334384304,-1.6913645121737608,0.0
2018-10-10,1.0,-1.2391209176079152,-2.7762017336485423,-0.258646353209001,-1.7918746169337185,-1.6900446545836616,0.0
2018-10-11,1.0,-1.1054777070063695,-2.8049256900212316,-0.056135881104033974,-1.7738428874734609,-1.7521868365180469,0.0
2018-10-12,1.0,-1.1503472810435371,-2.8273759105539553,-0.040826698289005585,-1.743181433169575,-1.708538031509402,0.0
2018-10-15,1.0,-1.1061924474106615,-2.888738700684295,-0.0,-1.7385317225648391,-1.7145391568809663,0.0
2018-10-16,1.0,-1.1020942408376964,-2.8934301638236786,-0.0,-1.7364465461915217,-1.7126330011822326,0.0
2018-10-17,1.0,-1.0371322005801906,-2.789307915457936,-0.0,-1.7244923331951927,-1.7374222958972234,0.0
2018-10-18,1.0,-1.0360816191108162,-2.786911081619111,-0.0,-1.7314200398142006,-1.740129396151294,0.0
2018-10-19,1.0,-0.9915827694339,-2.767948506354184,-0.0,-1.7450899488364418,-1.7475656048852948,0.0
2018-10-22,1.0,-1.0043275632490012,-2.807340213049268,-0.0,-1.7538282290279628,-1.7567410119840212,0.0
2018-10-23,1.0,-1.0122367435278448,-2.8085407475235162,-0.0,-1.7491051361025556,-1.7544326979105969,0.0
2018-10-24,1.0,-1.006822530992595,-2.8113819785339875,-0.0,-1.7482319660537482,-1.7537232714868125,0.0
2018-10-25,1.0,-0.8996446900908013,-2.6607974733517565,-0.0,-1.7013028030003945,-1.6341097512830633,0.0
2018-10-26,1.0,-0.8491890205864006,-2.6246880848409235,-0.0,-1.7138178415470993,-1.6101840299438555,0.0
2018-10-29,1.0,-0.7980627663696241,-2.646571096474235,-0.0,-1.6874079814025573,-1.6169701666020921,0.0
2018-10-30,1.0,-0.7727906976744185,-2.6489147286821706,-0.0,-1.6903875968992248,-1.63984496124031,0.0
2018-10-31,1.0,-0.7938168293816829,-2.6036727103672708,-0.0,-1.7068030373469703,-1.6440415310708196,0.0
2018-11-01,1.0,-0.7775372961273865,-2.610728917059596,-0.0,-1.7015536832341345,-1.6400247352554687,0.0
2018-11-02,1.0,-0.8251869342778434,-2.5553719008264464,-0.0,-1.8071625344352618,-1.6831955922865016,0.0
2018-11-05,1.0,-0.8253955758482248,-2.5548295678186252,-0.0,-1.8075257813115013,-1.6844052586003306,0.0
2018-11-06,1.0,-0.8449324591199936,-2.577217789714827,-0.0,-1.80417094557232,-1.6731969349869658,0.0
2018-11-07,1.0,-0.8569018158444479,-2.6243773099791095,-0.0,-1.8410734372489155,-1.7123573838984414,0.0
2018-11-08,1.0,-0.8217318834828161,-2.607032304151123,-0.0,-1.8116517183903487,-1.696721962060481,0.0
2018-11-09,1.0,-0.8213775591176005,-2.6059355657832093,-0.0,-1.8117759085859388,-1.6960799873036028,0.0
2018-11-12,1.0,-0.8229835831548893,-2.5659449599492423,-0.0,-1.843603775081291,-1.6983107304306446,0.0
2018-11-13,1.0,-0.7795096733766742,-2.552048249392966,-0.0,-1.8265841622934125,-1.6745515782877731,0.0
2018-11-14,1.0,-0.7821045208806707,-2.5510459923215545,-0.0,-1.8277050850113612,-1.6742928778500352,0.0
2018-11-15,1.0,-0.7833529642716922,-2.565056929721241,-0.0,-1.8470357283078134,-1.657008244994111,0.0
2018-11-16,1.0,-0.7759887447240894,-2.545568235110208,-0.0,-1.8379709238705644,-1.656635923088948,0.0
2018-11-19,1.0,-0.7687106918238994,-2.5639937106918236,-0.0,-1.857625786163522,-1.6713050314465407,0.0
2018-11-20,1.0,-0.6540239793119662,-2.555128908392759,-0.0,-1.8833947182822663,-1.743828853538124,0.0
2018-11-21,1.0,-0.6712584636936726,-2.549848237216904,-0.0,-1.8855163825978678,-1.6760837419254417,0.0
2018-11-23,1.0,-0.6751438792969358,-2.5195209208275005,-0.0,-1.900839944003733,-1.6816767771037486,0.0
2018-11-26,1.0,-0.6733265956619763,-2.528181606157195,-0.0,-1.8960584622560834,-1.6766695172199333,0.0
2018-11-27,1.0,-0.6478448941758073,-2.5346825274215976,-0.0,-1.8810443380194655,-1.6608218754827748,0.0
2018-11-28,1.0,-0.6495442607755292,-2.5312065502858028,-0.0,-1.8819712652556775,-1.6616715587826356,0.0
2018-11-29,1.0,-0.5690889701401584,-2.4987812309567334,-0.0,-1.8743906154783667,-1.6749695307739183,0.0
2018-11-30,1.0,-0.5686110265001524,-2.499314651233628,-0.0,-1.875342674383186,-1.6717179409077065,0.0
2018-12-03,1.0,-0.5643873126949114,-2.4988970867878604,-0.0,-1.873507264014604,-1.6695063512588422,0.0
2018-12-04,1.0,-0.542501517911354,-2.512978142076503,-0.0,-1.866651487553127,-1.6673497267759565,0.0
2018-12-06,1.0,-0.5179733727810651,-2.369674556213018,-0.0,-1.8960798816568052,-1.612647928994083,0.0
2018-12-07,1.0,-0.5233762390886225,-2.369729249889037,-0.0,-1.8964343837845834,-1.6079301671844948,0.0
2018-12-10,1.0,-0.4559048800058356,-2.379823473630462,-0.0,-1.8930629513458312,-1.5656867751112409,0.0
2018-12-11,1.0,-0.43861190423896335,-2.394391975986529,-0.0,-1.896185665129219,-1.591990628889377,0.0
2018-12-12,1.0,-0.4376007030906694,-2.395268785703823,-0.0,-1.896367364874762,-1.594624285923539,0.0
2018-12-13,1.0,-0.4367185786356657,-2.3849528405352047,-0.0,-1.9007823353074502,-1.58909117496527,0.0
2018-12-14,1.0,-0.44178232286340396,-2.371292914536158,-0.0,-1.9040175310445582,-1.587509130752374,0.0
2018-12-17,1.0,-0.4049952806215059,-2.3685471574820305,-0.0,-1.8757714368692373,-1.6112684237275832,0.0
2018-12-18,1.0,-0.3834375673927108,-2.347351017180648,-0.0,-1.8583854503630222,-1.5993817841995541,0.0
2018-12-19,1.0,-0.38296189791516894,-2.3475197699496766,-0.0,-1.858806613946801,-1.599784327821711,0.0
2018-12-20,1.0,-0.377338283592746,-2.31272311866343,-0.0,-1.8653434242467515,-1.5843924032557477,0.0
2018-12-21,1.0,-0.3637071651090342,-2.3084112149532707,-0.0,-1.859742282639479,-1.5482866043613708,0.0
2018-12-24,1.0,-0.32322454125227623,-2.2664238688892,-0.0,-1.8435355091749546,-1.5705981229864128,0.0
2018-12-26,1.0,-0.3247462373118656,-2.32201610080504,-0.0,-1.8016800840042,-1.551907595379769,0.0
2018-12-27,1.0,-0.28084909403518055,-2.196270334611824,-0.0,-1.6374818145747918,-1.4983467795265177,0.0
2018-12-28,1.0,-0.283586042508111,-2.195788916109382,-0.0,-1.6400715089717275,-1.5018208302986162,0.0
2018-12-31,1.0,-0.2784415239612372,-2.209677419354839,-0.0,-1.6444975441391214,-1.504845347139254,0.0
2019-01-02,1.0,-0.272582676121678,-2.208363708661939,-0.0,-1.6407316588243093,-1.5056663794817418,0.0
2019-01-03,1.0,-0.2895294897282969,-2.2029158383035123,-0.0,-1.653147779986746,-1.4813783962889329,0.0
2019-01-04,1.0,-0.1947267051869562,-2.2600783688649795,-0.0,-1.651192136547785,-1.535365610679418,0.0
2019-01-07,1.0,-0.15026208503203262,-2.198666925516081,-0.0,-1.6339869281045751,-1.4883841325309002,0.0
2019-01-08,1.0,-0.1575749741468459,-2.1644906928645296,-0.0,-1.656993278179938,-1.484229576008273,0.0
2019-01-09,1.0,-0.160086004691165,-2.1938363304665103,-0.0,-1.6725306228824601,-1.4891191034662496,0.0
2019-01-10,1.0,-0.1549498787918496,-2.211360807180764,-0.0,-1.6817139487649875,-1.5037672803511761,0.0
2019-01-11,1.0,-0.15950879957972156,-2.1914893617021276,-0.0,-1.6901103230890464,-1.5257420541108484,0.0
2019-01-14,1.0,-0.1780553194271889,-2.1789707709409534,-0.0,-1.6755378277643367,-1.5064408552932713,0.0
2019-01-15,1.0,-0.17889697685094105,-2.180798740901043,-0.0,-1.6783395632500493,-1.5197062102432948,0.0
2019-01-16,1.0,-0.14445681356820114,-2.1927837076812255,-0.0,-1.6582411106017942,-1.5528780040599828,0.0
2019-01-17,1.0,-0.13743890518084068,-2.191658520690779,-0.0,-1.6491365265558815,-1.5386119257086999,0.0
2019-01-18,1.0,-0.14423581932773108,-2.167082457983193,-0.0,-1.6590730042016806,-1.5947347689075628,0.0
2019-01-22,1.0,-0.0,-2.3950834064969273,-0.0,-1.8172485986357803,-1.5411629634632267,0.0
2019-01-23,1.0,-0.0,-2.3387381275440977,-0.0,-1.8489145183175033,-1.596540027137042,0.0
2019-01-24,1.0,-0.0,-2.33394395820612,-0.0,-1.8554854467738653,-1.5953592509668226,0.0
2019-01-25,1.0,-0.0,-2.3468001680436914,-0.0,-2.020095224758437,-1.6348550623162021,0.0
2019-01-28,1.0,-0.0,-2.3183092667881677,-0.0,-2.0586008691994953,-1.632763213234263,0.0
2019-01-29,1.0,-0.0,-2.2768788961266373,-0.0,-2.066120333403376,-1.6612733767598233,0.0
2019-01-30,1.0,-0.0,-2.265427769985975,-0.0,-2.059326788218794,-1.687868162692847,0.0
2019-01-31,1.0,-0.0,-2.297634556050737,-0.0,-1.881522111758656,-1.6772026054165237,0.0
2019-02-01,1.0,-0.0,-2.2776765836875126,-0.0,-1.8165013829859002,-1.6520272549416446,0.0
2019-02-04,1.0,-0.0,-2.3036437246963564,-0.0,-1.8278677462887991,-1.61612685560054,0.0
2019-02-05,1.0,-0.0,-2.277766511187724,-0.0,-1.823835597917934,-1.6583519232069222,0.0
2019-02-06,1.0,-0.0,-2.265953847194965,-0.0,-1.8208702713676657,-1.6804493469581105,0.0
2019-02-07,1.0,-0.0,-2.2491918103448274,-0.0,-1.816136853448276,-1.669585129310345,0.0
2019-02-08,1.0,-0.0,-2.2353297850838776,-0.0,-1.831300949942734,-1.6705517752475916,0.0
2019-02-11,1.0,-0.0,-2.2334478345793767,-0.0,-1.8235333737455377,-1.6783862059675356,0.0
2019-02-12,1.0,-0.0,-2.232167647253256,-0.0,-1.7825742050637934,-1.5959542539829445,0.0
2019-02-13,1.0,-0.0,-2.159041533546326,-0.0,-1.7102236421725239,-1.5204472843450478,0.0
2019-02-14,1.0,-0.0,-2.1379973092446667,-0.0,-1.7336152219873149,-1.5348837209302324,0.0
2019-02-15,1.0,-0.0,-2.1218498145068443,-0.0,-1.7362799027760012,-1.5381860048612,0.0
2019-02-19,1.0,-0.0,-2.1041759359308463,-0.0,-1.7283417021547067,-1.5235492277378757,0.0
2019-02-20,1.0,-0.0,-2.093206349206349,-0.0,-1.73784126984127,-1.51815873015873,0.0
2019-02-21,1.0,-0.0,-2.142765685019206,-0.0,-1.7450704225352112,-1.5141485275288091,0.0
2019-02-22,1.0,-0.0,-2.123378697846783,-0.0,-1.766660277298575,-1.4993291163503928,0.0
2019-02-25,1.0,-0.0,-2.1411544904007216,-0.0,-1.7895889704934933,-1.511660868444788,0.0
2019-02-26,1.0,-0.0,-2.128514315192159,-0.0,-1.7988779984524117,-1.5208279597627032,0.0
2019-02-27,1.0,-0.0,-2.1029449260581337,-0.0,-1.8092809790923,-1.4620729219785824,0.0
2019-02-28,1.0,-0.0,-2.1177259661450014,-0.0,-1.8235707441711915,-1.4464388374321304,0.0
2019-03-01,1.0,-0.0,-2.1232245681381956,-0.0,-1.817914267434421,-1.4568138195777354,0.0
2019-03-04,1.0,-0.0,-2.0810094637223977,-0.0,-1.8099684542586751,-1.4181703470031546,0.0
2019-03-05,1.0,-0.0,-2.074728603887907,-0.0,-1.8165236051502147,-1.4202852814945721,0.0
2019-03-06,1.0,-0.0,-2.072830545913537,-0.0,-1.815020511202272,-1.423224992111076,0.0
2019-03-07,1.0,-0.0,-2.0211148117891033,-0.0,-1.8472318230377678,-1.4158235405014767,0.0
2019-03-08,1.0,-0.0,-2.011617572371762,-0.0,-1.911820721178263,-1.424961909598781,0.0
2019-03-11,1.0,-0.0,-2.0068629337438266,-0.0,-1.9137322814444233,-1.4933615547431212,0.0
2019-03-12,1.0,-0.0,-1.9174876847290638,-0.0,-1.9626004666839514,-1.601633393829401,0.0
2019-03-13,1.0,-0.0,-1.9431647634584013,-0.0,-1.9769657422512237,-1.605089722675367,0.0
2019-03-14,1.0,-0.0,-1.9483849918433933,-0.0,-1.9740946166394782,-1.6028711256117456,0.0
2019-03-15,1.0,-0.0,-1.9381923051713965,-0.0,-1.9837451661532408,-1.6324965589565446,0.0
2019-03-18,1.0,-0.0,-1.9677826491297992,-0.0,-2.0113591072140293,-1.6636110003985651,0.0
2019-03-19,1.0,-0.0,-1.9700543262223402,-0.0,-1.9774082416854382,-1.677686497946204,0.0
2019-03-20,1.0,-0.0,-1.9642143142742903,-0.0,-1.992203118752499,-1.707516993202719,0.0
2019-03-21,1.0,-0.0,-1.9579647489191883,-0.0,-2.028799467908214,-1.6643165946125706,0.0
2019-03-22,1.0,-0.0,-1.948664608777345,-0.0,-2.102737887531875,-1.6591061602469466,0.0
2019-03-25,1.0,-0.0,-1.7767886799973427,-0.0,-2.188866006776058,-1.6775393609247329,0.0
2019-03-26,1.0,-0.0,-1.7906914537916276,-0.0,-2.181824261067273,-1.7145914136685838,0.0
2019-03-27,1.0,-0.0,-1.7626857678404069,-0.0,-2.2113402061855667,-1.7203106172178335,0.0
2019-03-28,1.0,-0.0,-1.7486145422981907,-0.0,-2.18762101889564,-1.740669025839621,0.0
2019-03-29,1.0,-0.0,-1.7336273723603315,-0.0,-2.1916599839615074,-1.7574178027265437,0.0
2019-04-01,1.0,-0.0,-1.7506688068485823,-0.0,-2.189205457463885,-1.7481942215088284,0.0
2019-04-02,1.0,-0.0,-1.7852227937737994,-0.0,-2.2306767319126193,-1.6646402565301626,0.0
2019-04-03,1.0,-0.0,-1.7050457581004204,-0.0,-2.0605367301508783,-1.4178827603264903,0.0
2019-04-04,1.0,-0.0,-1.7016004449113267,-0.0,-2.078477414570846,-1.3992461224742012,0.0
2019-04-05,1.0,-0.0,-1.6878945414036388,-0.0,-2.0901101621487808,-1.4108800594132938,0.0
2019-04-08,1.0,-0.0,-1.686808089554085,-0.0,-2.0910384068278804,-1.406827880512091,0.0
2019-04-09,1.0,-0.0,-1.6528808110781406,-0.0,-2.1511498516320477,-1.3779055390702277,0.0
2019-04-10,1.0,-0.0,-1.6537586821562482,-0.0,-2.156862745098039,-1.3360378634212304,0.0
2019-04-11,1.0,-0.0,-1.6481629638747,-0.0,-2.1777340144008863,-1.3283278971013601,0.0
2019-04-12,1.0,-0.0,-1.6440334275531523,-0.0,-2.176846503625415,-1.3238908688705913,0.0
2019-04-15,1.0,-0.0,-1.6465453651340054,-0.0,-2.1724243914433243,-1.328067371526924,0.0
2019-04-16,1.0,-0.0,-1.6517758387612143,-0.0,-2.1694727786653556,-1.3235221826225883,0.0
2019-04-17,1.0,-0.0,-1.558627379653207,-0.03807445131562993,-2.176185279495574,-1.28992360858494,0.0
2019-04-18,1.0,-0.0,-1.5913625304136254,-0.030413625304136254,-2.1742092457420923,-1.2867396593673968,0.0
2019-04-22,1.0,-0.0,-1.589126450824679,-0.029627367135003052,-2.1864996945632256,-1.3034208918753818,0.0
2019-04-23,1.0,-0.0,-1.5834910556200013,-0.02887844190732035,-2.1879846144453268,-1.3050857805726845,0.0
2019-04-24,1.0,-0.0,-1.5810745401742496,-0.05287996127783155,-2.12959825750242,-1.2867255566311713,0.0
2019-04-25,1.0,-0.0,-1.5690282664078612,-0.057260706053621255,-2.141756641999272,-1.297707145456751,0.0
2019-04-26,1.0,-0.0,-1.5375873594652083,-0.08149498632634458,-2.1732604071710724,-1.2848374354299605,0.0
2019-04-29,1.0,-0.0,-1.5313389450735784,-0.07103494216677769,-2.170047841094895,-1.2833525101435233,0.0
2019-04-30,1.0,-0.0,-1.5141993957703925,-0.07462235649546828,-2.162416918429003,-1.2910574018126888,0.0
2019-05-01,1.0,-0.0,-1.5196345374236098,-0.07043020511889635,-2.174502329521389,-1.286077328008713,0.0
2019-05-02,1.0,-0.0,-1.5008032624814631,-0.06426099851705387,-2.233131487889273,-1.380746416213544,0.0
2019-05-03,1.0,-0.0,-1.5067029097423856,-0.062148637795762025,-2.2300611601902762,-1.378884289862235,0.0
2019-05-06,1.0,-0.0,-1.454063713106168,-0.07887115657156941,-2.2326699118861297,-1.3962043255899934,0.0
2019-05-07,1.0,-0.0,-1.4598778757786963,-0.08733732190217727,-2.2252513415160675,-1.395485104545735,0.0
2019-05-08,1.0,-0.0,-1.436690295771205,-0.13700806648741137,-2.1470300659985333,-1.3901857736494745,0.0
2019-05-09,1.0,-0.0,-1.436900323901485,-0.13848316323412577,-2.14685571105543,-1.38910957648353,0.0
2019-05-10,1.0,-0.0,-1.434652497862465,-0.1406498106754611,-2.148528154391108,-1.3834737999267133,0.0
2019-05-13,1.0,-0.0,-1.4351489985344408,-0.13336590131900342,-2.149975574010748,-1.3879457743038595,0.0
2019-05-14,1.0,-0.0,-1.3223988005997,-0.25079460269865067,-2.071424287856072,-1.3524437781109444,0.0
2019-05-15,1.0,-0.0,-1.3033059816862884,-0.26745154001664884,-2.0462599595671307,-1.3289927458675228,0.0
2019-05-16,1.0,-0.0,-1.3047296896326628,-0.26716515340335883,-2.032342294225862,-1.3300694320811821,0.0
2019-05-17,1.0,-0.0,-1.2807726597325406,-0.2865378900445765,-1.996968796433878,-1.3792570579494798,0.0
2019-05-20,1.0,-0.0,-1.2719876477225487,-0.2920007126313914,-1.9960805273472293,-1.3785854266880455,0.0
2019-05-21,1.0,-0.0,-1.275299561039269,-0.30377268952426145,-1.9783485585478702,-1.3744809585953255,0.0
2019-05-22,1.0,-0.0,-1.2545088995328484,-0.32393116906155756,-1.970788244338005,-1.3641416829282715,0.0
2019-05-23,1.0,-0.0,-1.237850908233074,-0.3290870488322718,-1.9789455060155698,-1.3517338995046002,0.0
2019-05-24,1.0,-0.0,-1.215881039144234,-0.33860350299753145,-1.9760785235688256,-1.3470671211943104,0.0
2019-05-28,1.0,-0.0,-1.2027042915931805,-0.3397413286302175,-1.9816578483245149,-1.3547912992357436,0.0
2019-05-29,1.0,-0.0,-1.2153376752919087,-0.34371882884468696,-1.9852138707973948,-1.32329988851728,0.0
2019-05-30,1.0,-0.0,-1.2129255287982657,-0.3355598523466339,-1.9838870334563778,-1.3268881467158846,0.0
2019-05-31,1.0,-0.0,-1.2109118612283172,-0.3400726676043132,-1.9849976558837321,-1.3243084857008909,0.0
2019-06-03,1.0,-0.0,-1.2199090272918125,-0.3817937951947749,-1.9776067179846046,-1.2522160018661068,0.0
2019-06-04,1.0,-0.0,-1.2149189315292197,-0.39087833897118857,-1.9917765076402658,-1.234690306777091,0.0
2019-06-05,1.0,-0.0,-1.196246617926429,-0.42939381728167636,-1.9985032525473492,-1.1325197167693282,0.0
2019-06-06,1.0,-0.0,-1.2251697548624698,-0.40217516400046033,-1.9730693980895386,-1.1539302566463345,0.0
2019-06-07,1.0,-0.0,-1.2365467625899282,-0.4093812949640288,-1.957064748201439,-1.1524028776978417,0.0
