Date,AVA,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.1320496632996633,-0.45050505050505046,-0.0,-0.27611531986531984,-0.2457070707070707,0.0
2018-09-25,1.0,-0.13334875991333067,-0.44986010896775147,-0.0,-0.27567999663420073,-0.2447567158213602,0.0
2018-09-26,1.0,-0.1342730906795708,-0.4507468966968231,-0.0,-0.27572059751735745,-0.243214811697875,0.0
2018-09-27,1.0,-0.13490210922549575,-0.4491830168443631,-0.0,-0.2756713561710092,-0.2431392341177213,0.0
2018-09-28,1.0,-0.1347452102042104,-0.4493890512944541,-0.0,-0.27571557761467114,-0.24324381164693262,0.0
2018-10-01,1.0,-0.13471611586763993,-0.44977596398594777,-0.0,-0.27572206912510255,-0.24343143235795275,0.0
2018-10-02,1.0,-0.1352772868804174,-0.4482453925776319,-0.0,-0.27627703441891777,-0.2440461163005975,0.0
2018-10-03,1.0,-0.13476550171481472,-0.44170681928167144,-0.0,-0.27893618364298184,-0.2486586571843373,0.0
2018-10-04,1.0,-0.1371620910907752,-0.43807720626906493,-0.0,-0.2819816976964342,-0.2465130956137583,0.0
2018-10-05,1.0,-0.13103015075376884,-0.43494556113902844,-0.0,-0.28149078726968174,-0.24635678391959798,0.0
2018-10-08,1.0,-0.12996191282268302,-0.43859500634786286,-0.0,-0.29523910283537874,-0.2521371138383411,0.0
2018-10-09,1.0,-0.1286098123426492,-0.4384665834514566,-0.0,-0.2956185076268856,-0.25292487359045424,0.0
2018-10-10,1.0,-0.12928737576654684,-0.43783040812011,-0.0,-0.2959399450200888,-0.2515330936773102,0.0
2018-10-11,1.0,-0.09066316911222232,-0.42802688744979095,-0.0,-0.27922370686121817,-0.2514550372981392,0.0
2018-10-12,1.0,-0.09253086045618926,-0.4225508616683839,-0.0,-0.26736973958017657,-0.2378730024041861,0.0
2018-10-15,1.0,-0.07992587519639044,-0.43296539499657577,-0.0,-0.26419046851710104,-0.2371993715505781,0.0
2018-10-16,1.0,-0.07747940127722154,-0.4370353955559137,-0.0,-0.2635226334132436,-0.23650758476198153,0.0
2018-10-17,1.0,-0.06644709430368445,-0.4162219003591199,-0.0,-0.26066943116208013,-0.24074919148429597,0.0
2018-10-18,1.0,-0.06638362034759145,-0.4162764859931751,-0.0,-0.2606142369653202,-0.24071502261725256,0.0
2018-10-19,1.0,-0.05635409088227777,-0.4087736201506184,-0.0,-0.2614782625793893,-0.23969168452720374,0.0
2018-10-22,1.0,-0.05660899653979238,-0.39962432031636186,-0.0,-0.27183391003460206,-0.24919426594167077,0.0
2018-10-23,1.0,-0.05778164350524838,-0.3995888271690355,-0.0,-0.27082056654871806,-0.2486211872615494,0.0
2018-10-24,1.0,-0.056755796042497725,-0.3991863817686322,-0.0,-0.2705478099451005,-0.2482917966744342,0.0
2018-10-25,1.0,-0.03933866543913152,-0.37489690622782285,-0.0,-0.2726662447014596,-0.2311026718069701,0.0
2018-10-26,1.0,-0.030969581749049426,-0.3681749049429658,-0.0,-0.27534220532319387,-0.22665399239543726,0.0
2018-10-29,1.0,-0.02083451496417295,-0.37156145425670695,-0.0,-0.27003573251659013,-0.22817764165390506,0.0
2018-10-30,1.0,-0.014330276963796199,-0.37188770205123356,-0.0,-0.270554872861329,-0.23378391152282824,0.0
2018-10-31,1.0,-0.016719580695459414,-0.3616877383479552,-0.0,-0.2691476771054461,-0.2310307903289437,0.0
2018-11-01,1.0,-0.004638149247004919,-0.37180305704735794,-0.0,-0.26944454876628987,-0.23190746235024598,0.0
2018-11-02,1.0,-0.004715031746628095,-0.3722620881391592,-0.0,-0.2694330690911823,-0.23208851485892473,0.0
2018-11-05,1.0,-0.0036804747061253613,-0.3749389717204341,-0.0,-0.2695384384271604,-0.2296353325571788,0.0
2018-11-06,1.0,-0.006986702727067839,-0.3776575764405379,-0.0,-0.26733528660506345,-0.22616632860040567,0.0
2018-11-07,1.0,-0.006644393558316753,-0.3777168812643117,-0.0,-0.26660159915912757,-0.22596568940275533,0.0
2018-11-08,1.0,-0.0,-0.3764280522578601,-0.0,-0.2612706636599139,-0.22599101701548727,0.0
2018-11-09,1.0,-0.0,-0.37633967680005964,-0.0,-0.26174721813200125,-0.2258112616726622,0.0
2018-11-12,1.0,-0.0,-0.3667167975640097,-0.0,-0.2658608589093745,-0.22414081212053694,0.0
2018-11-13,1.0,-0.0,-0.36162381995178594,-0.0,-0.26070554461640383,-0.21790176846211887,0.0
2018-11-14,1.0,-0.0,-0.3615737077452478,-0.0,-0.2607143514344074,-0.217875347330843,0.0
2018-11-15,1.0,-0.0,-0.36160205768877457,-0.0,-0.2613632188131545,-0.21425684365239758,0.0
2018-11-16,1.0,-0.0,-0.3573196443303694,-0.0,-0.2600788339902833,-0.21595013291777432,0.0
2018-11-19,1.0,-0.0,-0.35727642723572767,-0.0,-0.25992740072599274,-0.21611117222161114,0.0
2018-11-20,1.0,-0.0,-0.34787123572170303,-0.0,-0.253247344737753,-0.22067369878486454,0.0
2018-11-21,1.0,-0.0,-0.3454584861018296,-0.0,-0.2528762620333412,-0.20781331840265863,0.0
2018-11-23,1.0,-0.0,-0.3399372090505575,-0.0,-0.25571072859153404,-0.20868969001479554,0.0
2018-11-26,1.0,-0.0,-0.3407766815172886,-0.0,-0.25497375588463417,-0.2079688317310294,0.0
2018-11-27,1.0,-0.0,-0.34098213484154777,-0.0,-0.2504713169943442,-0.2040398599515217,0.0
2018-11-28,1.0,-0.0,-0.3391638531714676,-0.0,-0.2517778895194311,-0.20488829825443575,0.0
2018-11-29,1.0,-0.0,-0.33036715371336023,-0.0,-0.2451191514353343,-0.2042392639128655,0.0
2018-11-30,1.0,-0.0,-0.3304273565099811,-0.0,-0.24540084688467423,-0.20334128029036047,0.0
2018-12-03,1.0,-0.0,-0.33046447115726585,-0.0,-0.24489650757521875,-0.20285937833416318,0.0
