Date,IWF,IWM,MTUM,SCPL,SPY,VLUE,VXX
2020-01-31,-0.26212460779919317,-1.0103989242492157,-2.836485880770955,1.0,-2.584491259524877,-1.2709995517705064,0.0
2020-02-03,-0.23306564245810057,-0.951641061452514,-2.7678072625698324,1.0,-2.533606843575419,-1.242929469273743,0.0
2020-02-04,-0.18331716779825413,-0.9137642183228992,-2.81112776651089,1.0,-2.5954501366722513,-1.3138171237104312,0.0
2020-02-05,-0.09231171548117155,-0.924163179916318,-2.8359483960948397,1.0,-2.589870990237099,-1.274581589958159,0.0
2020-02-06,-0.11762664816099931,-0.91264746703678,-2.854094378903539,1.0,-2.5595940319222765,-1.2306557945870924,0.0
2020-02-07,-0.11296055483311661,-0.9205895101863893,-2.849501517121803,1.0,-2.5559601213697443,-1.2302557433896837,0.0
2020-02-10,-0.13056795309355035,-0.8764330095388116,-2.9001487704559374,1.0,-2.601470202152796,-1.242495843178437,0.0
2020-02-11,-0.09578780401832922,-0.8867641875220303,-2.9153154740923513,1.0,-2.6292738808600635,-1.2849841381741276,0.0
2020-02-12,-0.10967855881314025,-0.8783115506888026,-2.9247615683504065,1.0,-2.6458848463440483,-1.2721653126103851,0.0
2020-02-13,-0.09627082782332715,-0.8768403420611831,-2.9314996032795553,1.0,-2.644626641981839,-1.2667724587851539,0.0
2020-02-14,-0.10416666666666666,-0.863082627118644,-2.916666666666667,1.0,-2.662429378531073,-1.281338276836158,0.0
2020-02-18,-0.10571831980232968,-0.864101659018708,-2.9120190610660077,1.0,-2.658753971055418,-1.2839745852453228,0.0
2020-02-19,-0.10344827586206896,-0.8645383190757563,-2.9126025222682776,1.0,-2.6598465473145776,-1.2787723785166238,0.0
2020-02-20,-0.07242990654205607,-0.8786843997124372,-3.0196800862688713,1.0,-2.7159417685118616,-1.2996944644140906,0.0
2020-02-21,-0.05677326625943227,-0.8795364714337046,-3.0255120373697446,1.0,-2.722781171397772,-1.298508803449515,0.0
2020-02-24,-0.0,-0.8720391807658059,-3.022974176313446,1.0,-2.7183437221727513,-1.2913624220837046,0.0
2020-02-25,-0.0,-0.9511807067492882,-2.904287389047061,1.0,-2.3665215206833023,-1.1518171160609614,0.0
2020-02-26,-0.0,-0.8497442455242966,-2.799312659846547,1.0,-2.3176150895140664,-1.0256553708439897,0.0
2020-02-27,-0.0,-0.8295899608344657,-2.7947406282471428,1.0,-2.358964111581808,-1.009032051794421,0.0
2020-02-28,-0.0,-1.0199571291300171,-2.468696873383103,1.0,-1.9903910119003625,-0.9124842930002218,0.0
2020-03-02,-0.05478325859491778,-0.919880418535127,-2.4731689088191326,1.0,-2.0841554559043347,-0.9417787742899851,0.0
2020-03-03,-0.02736284627919609,-1.0382944052145573,-2.036596958174905,1.0,-1.8371808799565454,-0.8502851711026617,0.0
2020-03-04,-0.0,-1.1126368159203979,-2.060829187396352,1.0,-1.7245771144278608,-0.7353897180762853,0.0
2020-03-05,-0.0,-1.2449791705527575,-1.7776534228688676,1.0,-1.5518249082882547,-0.6432879437915812,0.0
2020-03-06,-0.0,-1.2165555355319277,-1.741274704150898,1.0,-1.4483690755091005,-0.6009491199615546,0.0
2020-03-09,-0.0,-1.1928943118607571,-1.7570428853400324,1.0,-1.446258747532747,-0.5850230276930438,0.0
2020-03-10,-0.4730557101654607,-0.6400850073369427,-1.4079340181146587,1.0,-1.1451702676719122,-0.3937155290188737,0.0
2020-03-11,-0.3333009708737864,-0.8220388349514564,-1.4072330097087378,1.0,-1.0101456310679613,-0.2816019417475728,0.0
2020-03-12,-0.4643588493417845,-0.6061921014139444,-1.4048269137006337,1.0,-1.12213554363725,-0.2782057532910775,0.0
2020-03-13,-0.5780081079951519,-0.4390019643081038,-1.0287123333472645,1.0,-0.8770008776695782,-0.2566974547582229,0.0
2020-03-16,-0.44881670902160103,-0.7147395171537484,-1.005439961880559,1.0,-0.8017391994917408,-0.0,0.0
2020-03-17,-0.47110259536666077,-0.459292806131336,-0.6439644661208848,1.0,-0.768925274342449,-0.14046333391395227,0.0
2020-03-18,-0.4747054504772227,-0.5417613537041569,-0.5299094500576863,1.0,-0.8051602978708527,-0.14460021676047968,0.0
2020-03-19,-0.48158146528157464,-0.46531574630945877,-0.4997949699289229,1.0,-0.8044696555494806,-0.16600601421541825,0.0
2020-03-20,-0.5532018413862795,-0.7489426999513455,-0.5129308731614207,1.0,-0.8718140648976385,-0.05580298663872151,0.0
2020-03-23,-0.595519864750634,-0.9170060708522247,-0.40275109505878737,1.0,-0.9057096749404443,-0.021324829017136712,0.0
2020-03-24,-0.6000306255263762,-0.9171579511522854,-0.387336344843427,1.0,-0.8912028175484266,-0.03246305795880867,0.0
2020-03-25,-0.5953930896344517,-0.8973817869661636,-0.22472995207096358,1.0,-0.8592889334001002,-0.0,0.0
2020-03-26,-0.6028855081779873,-0.8968645096778801,-0.21509177915863154,1.0,-0.8563674023284051,-0.0,0.0
2020-03-27,-0.5901462395543176,-0.8785863509749303,-0.17078690807799443,1.0,-0.8423746518105849,-0.0,0.0
2020-03-30,-0.5837353788483566,-0.8778591510187082,-0.16563118253444867,1.0,-0.8436708201728508,-0.0,0.0
2020-03-31,-0.5867561645741314,-0.8769171912496087,-0.16686954404757764,1.0,-0.8473550586025805,-0.0,0.0
2020-04-01,-0.597414363870788,-0.9043802488064954,-0.1287242568909642,1.0,-0.854200787538767,-0.0,0.0
2020-04-02,-0.6121888412017167,-0.8490987124463519,-0.10774248927038625,1.0,-0.8644120171673819,-0.0,0.0
2020-04-03,-0.6093123650940486,-0.8551752492548051,-0.10747935724808991,1.0,-0.8541816562168089,-0.0,0.0
2020-04-06,-0.6176137727631262,-0.8352481223635926,-0.10857711169793202,1.0,-0.8680338831921534,-0.0,0.0
2020-04-07,-0.597609426466094,-0.7860368773133214,-0.10295765560800028,1.0,-0.9090970830928047,-0.0,0.0
2020-04-08,-0.5988038196214361,-0.7837700071363035,-0.10779216365922452,1.0,-0.9078737214123085,-0.0,0.0
2020-04-09,-0.6059080001351945,-0.7504647311319159,-0.1203231148815358,1.0,-0.9031331327948084,-0.0,0.0
2020-04-13,-0.6577547401445915,-0.6595962351657346,-0.1623925794571,1.0,-0.9304324103123722,-0.0,0.0
2020-04-14,-0.6715728221803868,-0.6305664898168748,-0.19010782132466197,1.0,-0.9306520622967653,-0.0,0.0
2020-04-15,-0.6551219678154663,-0.6423978498281903,-0.17279624400367433,1.0,-0.9318545231857924,-0.0,0.0
2020-04-16,-0.6609628573368642,-0.6292523935628437,-0.1719630610443403,1.0,-0.9329123378828003,-0.0,0.0
2020-04-17,-0.6700855283333901,-0.6180870276348519,-0.18574300609943095,1.0,-0.9335877602480662,-0.0,0.0
2020-04-20,-0.662349968414403,-0.6833719379518495,-0.18933810626798622,1.0,-0.9744507615638379,-0.0,0.0
2020-04-21,-0.6670642298382854,-0.6896551724137931,-0.1903742940330445,1.0,-0.9608517206300207,-0.0,0.0
2020-04-22,-0.6502420169237735,-0.7065849496813734,-0.1643277501131734,1.0,-0.9611031793014592,-0.0,0.0
2020-04-23,-0.6386729594669628,-0.7184550249861187,-0.15425458078845086,1.0,-0.9588770127706828,-0.0,0.0
2020-04-24,-0.6323177706145369,-0.716682264046307,-0.15905861148660358,1.0,-0.9580257183459845,-0.0,0.0
2020-04-27,-0.6422139554288495,-0.7213086256649167,-0.15811980669610262,1.0,-0.9550464137955011,-0.0,0.0
2020-04-28,-0.6555760080575139,-0.6890563678671898,-0.16424130865140832,1.0,-0.964192685722224,-0.0,0.0
2020-04-29,-0.6579130193136029,-0.6828539669306655,-0.16875086841739612,1.0,-0.9641864665832984,-0.0,0.0
2020-04-30,-0.6537811065474752,-0.6536430469747696,-0.17222931695026406,1.0,-0.971835847168053,-0.0,0.0
2020-05-01,-0.6556387346051678,-0.6494980508503811,-0.17152516645392762,1.0,-0.9731603822403146,-0.0,0.0
2020-05-04,-0.6602789862578552,-0.6198466956701886,-0.18268765969201023,1.0,-0.9899868793591602,-0.0,0.0
2020-05-05,-0.6687067496609521,-0.6211009493340751,-0.20061202489828564,1.0,-0.9869944709114303,-0.0,0.0
2020-05-06,-0.6701783665380203,-0.6234136504294009,-0.1960293452939745,1.0,-0.9873439727408645,-0.0,0.0
2020-05-07,-0.6708260718020216,-0.6333565702335309,-0.18877657720460092,1.0,-0.9925758103868945,-0.0,0.0
2020-05-08,-0.6732231289670084,-0.6321057403919927,-0.18713817395549975,1.0,-0.9950477784752738,-0.0,0.0
2020-05-11,-0.6829753103640674,-0.6046868461431162,-0.19751708745989677,1.0,-1.0020225972939043,-0.0,0.0
2020-05-12,-0.6868252803689341,-0.6006707892254481,-0.2071411102959159,1.0,-0.9990567026517136,-0.0,0.0
2020-05-13,-0.6936668999300211,-0.5717284814555633,-0.21427571728481457,1.0,-1.0192792162351294,-0.0,0.0
2020-05-14,-0.6979108440469536,-0.5656092789267747,-0.20391978759083287,1.0,-1.026131917272219,-0.0,0.0
2020-05-15,-0.6865385286217603,-0.5700980221160219,-0.2013464959709771,1.0,-1.03034848431995,-0.0,0.0
2020-05-18,-0.6981397970687712,-0.5954058624577228,-0.20881482525366407,1.0,-1.020751127395716,-0.0,0.0
2020-05-19,-0.7263489590709531,-0.5060543832318368,-0.28639711089080866,1.0,-1.0217391304347825,-0.0,0.0
2020-05-20,-0.7333829628841859,-0.4939912793789216,-0.2934878939345599,1.0,-1.0241057818426742,-0.0,0.0
2020-05-21,-0.7383455452904323,-0.48019539131358185,-0.29981239602137977,1.0,-1.02130898021309,-0.0,0.0
2020-05-22,-0.7402427835415343,-0.4794269179194015,-0.29116380831392474,1.0,-1.0179970357823418,-0.0,0.0
2020-05-26,-0.7418761712810721,-0.4816661362752378,-0.29609985502634273,1.0,-1.0163006965807433,-0.0,0.0
2020-05-27,-0.7538445184607752,-0.4467436751470483,-0.3475657288640068,1.0,-0.9952164977676989,-0.0,0.0
2020-05-28,-0.7644184811471058,-0.43271375464684014,-0.352026907417242,1.0,-0.9912904938927245,-0.0,0.0
2020-05-29,-0.7717071441233823,-0.41893281333096966,-0.3572770785321751,1.0,-0.997553625243751,-0.0,0.0
2020-06-01,-0.7775163957798689,-0.40704305674365554,-0.37742372398061025,1.0,-1.002281151981751,-0.0,0.0
2020-06-02,-0.7791461412151067,-0.4097237095737845,-0.37923895195259516,1.0,-1.0014992503748126,-0.0,0.0
2020-06-03,-0.7787269023195968,-0.40812752421458953,-0.39082883591264883,1.0,-0.9964258908467064,-0.0,0.0
2020-06-04,-0.7813193102954854,-0.3959361808685698,-0.4069542820347714,1.0,-0.993131573298991,-0.0,0.0
2020-06-05,-0.77529294084024,-0.4007573592454987,-0.4086167476421835,1.0,-0.9877464989997142,-0.0,0.0
2020-06-08,-0.7685715301731801,-0.38490807581522707,-0.41709043063902423,1.0,-0.9854912698694924,-0.0,0.0
2020-06-09,-0.7695237417242115,-0.38620345981348325,-0.4182031750551719,1.0,-0.9855485156973018,-0.0,0.0
2020-06-10,-0.7679060665362035,-0.3840953566980964,-0.42131293364170075,1.0,-0.984771392990571,-0.0,0.0
2020-06-11,-0.7594954800443062,-0.4188373173259013,-0.39646978954514595,1.0,-0.9982849179976419,-0.0,0.0
2020-06-12,-0.7418832881916353,-0.384994196067396,-0.4268176861655352,1.0,-0.9638397411094305,-0.0,0.0
2020-06-15,-0.7479080233457562,-0.3702271288938893,-0.43411152520919766,1.0,-0.963680472540609,-0.0,0.0
2020-06-16,-0.7477737496040266,-0.3716166273626412,-0.43750659955650983,1.0,-0.9628664953715113,-0.0,0.0
2020-06-17,-0.7454641350210971,-0.3659985935302391,-0.4407172995780591,1.0,-0.9640295358649791,-0.0,0.0
2020-06-18,-0.7543370944992948,-0.35271509167842025,-0.451163610719323,1.0,-0.9678772919605078,-0.0,0.0
2020-06-19,-0.7487532485776498,-0.3509517454519913,-0.44918170962983783,1.0,-0.9630891339467583,-0.0,0.0
2020-06-22,-0.7509400808293797,-0.3513969425408539,-0.4430152872957301,1.0,-0.9689685468283254,-0.0,0.0
2020-06-23,-0.7515639277430238,-0.35046039221199127,-0.44285513460321924,1.0,-0.9695649117874464,-0.0,0.0
2020-06-24,-0.7509571814956619,-0.3479925533035934,-0.4429379324879693,1.0,-0.9707401032702238,-0.0,0.0
2020-06-25,-0.7453331468922605,-0.3325526113402783,-0.4519681185765224,1.0,-0.965916241347969,-0.0,0.0
2020-06-26,-0.7455892114732907,-0.33053837822729976,-0.4508262586032212,1.0,-0.9667749711770256,-0.0,0.0
2020-06-29,-0.74046706169397,-0.3260718020216103,-0.454374346462182,1.0,-0.9646218194492855,-0.0,0.0
2020-06-30,-0.6977667990786794,-0.3299395800647595,-0.4136595787295123,1.0,-0.8967520112160763,-0.0,0.0
2020-07-01,-0.6886383347788378,-0.33120955367269334,-0.40656481419707785,1.0,-0.9093335112415772,-0.0,0.0
2020-07-02,-0.6859570214892554,-0.33503248375812095,-0.40579710144927544,1.0,-0.90488089288689,-0.0,0.0
2020-07-06,-0.687002033536687,-0.3332999966663333,-0.4081074774144081,1.0,-0.9052571923859053,-0.0,0.0
2020-07-07,-0.6775408197267578,-0.3446851049650117,-0.40236587804065316,1.0,-0.9076307897367545,-0.0,0.0
2020-07-08,-0.6796210427994797,-0.339627047403009,-0.40958067852019886,1.0,-0.907062080928712,-0.0,0.0
2020-07-09,-0.6757567675690092,-0.34027870382717695,-0.40932124283237764,1.0,-0.9084211228163755,-0.0,0.0
2020-07-10,-0.6822626397463707,-0.3318538294677123,-0.4161855498081094,1.0,-0.9069247455364591,-0.0,0.0
2020-07-13,-0.6930038403740191,-0.3231257305059275,-0.4184671898480548,1.0,-0.9048589079979963,-0.0,0.0
2020-07-14,-0.6958585419661063,-0.32640304843400075,-0.4203295785005181,1.0,-0.8999899722565765,-0.0,0.0
2020-07-15,-0.6978585507633716,-0.3200815153843584,-0.42528313232886783,1.0,-0.8975712424414527,-0.0,0.0
2020-07-16,-0.6933266766516891,-0.32657680146447,-0.4129472457979697,1.0,-0.8954568147778332,-0.0,0.0
2020-07-17,-0.6906924894346278,-0.32654487371468505,-0.41329739442946994,1.0,-0.8971082493095072,-0.0,0.0
2020-07-20,-0.7015759360256968,-0.3279017633084619,-0.4206176598521095,1.0,-0.8958410011041589,-0.0,0.0
2020-07-21,-0.6957263242375603,-0.3283841626538256,-0.42198368111289464,1.0,-0.8979400749063671,-0.0,0.0
2020-07-22,-0.6866131191432396,-0.3394912985274431,-0.41572958500669344,1.0,-0.9048862115127175,-0.0,0.0
2020-07-23,-0.6892444981213096,-0.3428945249597423,-0.41914922168545354,1.0,-0.903515834675255,-0.0,0.0
2020-07-24,-0.6941626922818567,-0.342211325317391,-0.4187210317726876,1.0,-0.9035735876939611,-0.0,0.0
2020-07-27,-0.6956346811506738,-0.3395359753235432,-0.4145711795078119,1.0,-0.9030376181854758,-0.0,0.0
2020-07-28,-0.6956799247514109,-0.33690540177371675,-0.40966809997312553,1.0,-0.917024993281376,-0.0,0.0
2020-07-29,-0.7042429565569893,-0.33852442402540367,-0.41625565840145934,1.0,-0.9191608675089521,-0.0,0.0
2020-07-30,-0.705548421977428,-0.3308102993850105,-0.4185983645333514,1.0,-0.9241062377508955,-0.0,0.0
2020-07-31,-0.7072651737764718,-0.32975309892930726,-0.4187523220859932,1.0,-0.9218428074441856,-0.0,0.0
2020-08-03,-0.7126914882824389,-0.3265361333739137,-0.4174360014879443,1.0,-0.9250278989550574,-0.0,0.0
2020-08-04,-0.7181271856856687,-0.33151122126778254,-0.4236580314399212,1.0,-0.9219094829049672,-0.0,0.0
2020-08-05,-0.7220548976658224,-0.3357519337394757,-0.4327469368197686,1.0,-0.9319597508385241,-0.0,0.0
2020-08-06,-0.7299531551391567,-0.3176839349683108,-0.450158445852852,1.0,-0.9466795260402313,-0.0,0.0
2020-08-07,-0.7257563199336926,-0.3269097941704655,-0.46080259704379056,1.0,-0.9400469678132339,-0.0,0.0
2020-08-10,-0.7369934187738135,-0.31763075857291306,-0.46809837201246973,1.0,-0.941115344648424,-0.0,0.0
2020-08-11,-0.7475748409304267,-0.3144883696672578,-0.4773477973644867,1.0,-0.9375543270400891,-0.0,0.0
2020-08-12,-0.753108844487914,-0.31242140561687864,-0.48805365376554427,1.0,-0.9395347212519212,-0.0,0.0
2020-08-13,-0.7518232892487001,-0.31719998604180477,-0.4840353142338696,1.0,-0.9364902118156122,-0.0,0.0
2020-08-14,-0.7465813006715614,-0.31716482828212533,-0.48101882459375767,1.0,-0.9348620341695955,-0.0,0.0
2020-08-17,-0.7453413989709359,-0.31501182033096925,-0.48230426922542063,1.0,-0.933910443610068,-0.0,0.0
2020-08-18,-0.7505684004337333,-0.31449158767358076,-0.5030606177201022,1.0,-0.9296932386582254,-0.0,0.0
2020-08-19,-0.7446979490583836,-0.3181579958771531,-0.5028824988644701,1.0,-0.9281995737395619,-0.0,0.0
2020-08-20,-0.7437449977381076,-0.3203883495145631,-0.4984166753662525,1.0,-0.9172843372655461,-0.0,0.0
2020-08-21,-0.7383814514195691,-0.28685913901161,-0.522826124182335,1.0,-0.8767081064420014,-0.0,0.0
2020-08-24,-0.7366549259651882,-0.27733132715521663,-0.5379407037581643,1.0,-0.8676264405156789,-0.0,0.0
2020-08-25,-0.7294978723404255,-0.2913021276595744,-0.5323574468085106,1.0,-0.8510978723404256,-0.0,0.0
2020-08-26,-0.7281209562078595,-0.2938432200503985,-0.5296601511952599,1.0,-0.8536743172376219,-0.0,0.0
2020-08-27,-0.7147230915770854,-0.30721866920669477,-0.5271805687848686,1.0,-0.8527010477616002,-0.0,0.0
2020-08-28,-0.7158217080639674,-0.3067710105478054,-0.5276964954066009,1.0,-0.8522286492004084,-0.0,0.0
2020-08-31,-0.7174808510638297,-0.3030468085106383,-0.5324936170212766,1.0,-0.8512340425531915,-0.0,0.0
2020-09-01,-0.7195284015401915,-0.29553276314444404,-0.5439738303744847,1.0,-0.848468327256619,-0.0,0.0
2020-09-02,-0.7161873068695033,-0.29179259058032536,-0.5416482732860199,1.0,-0.8460728717443716,-0.0,0.0
2020-09-03,-0.7182046581109527,-0.29204861818428735,-0.5421674475453249,1.0,-0.8427038772322943,-0.0,0.0
2020-09-04,-0.694134266110588,-0.2990044396609714,-0.5172205031615768,1.0,-0.8530203148123235,-0.0,0.0
2020-09-08,-0.6862692385240944,-0.3026749109483164,-0.5159620942267625,1.0,-0.8555682505544727,-0.0,0.0
2020-09-09,-0.6793210806467812,-0.30966489237052663,-0.504904422349436,1.0,-0.8538381708011115,-0.0,0.0
2020-09-10,-0.6789156626506024,-0.3095046854082999,-0.5041164658634537,1.0,-0.8541834002677376,-0.0,0.0
2020-09-11,-0.6758372007612433,-0.3136790090481119,-0.5054255283629928,1.0,-0.8438449467463525,-0.0,0.0
2020-09-14,-0.6767700370531095,-0.3122475548285876,-0.5054912040591515,1.0,-0.8436091731481791,-0.0,0.0
2020-09-15,-0.6757317277136645,-0.31848135139655465,-0.5199531694263254,1.0,-0.8308747282154206,-0.0,0.0
2020-09-16,-0.6848472628289142,-0.3035588264946063,-0.5356386732533521,1.0,-0.8365090566925429,-0.0,0.0
2020-09-17,-0.689184188393608,-0.2994449116904962,-0.5386375105130361,1.0,-0.8369049621530698,-0.0,0.0
2020-09-18,-0.68533207851573,-0.2973581607959129,-0.541543425652057,1.0,-0.8368849152998117,-0.0,0.0
2020-09-21,-0.6793274587258179,-0.3085519430095547,-0.5579189034065971,1.0,-0.8304129106316891,-0.0,0.0
2020-09-22,-0.6970622158898162,-0.28336386457697266,-0.5799240111269421,1.0,-0.8320103127756293,-0.0,0.0
2020-09-23,-0.6988434012820948,-0.2801953668215582,-0.5804701014143744,1.0,-0.8322762269782586,-0.0,0.0
2020-09-24,-0.7009406091887671,-0.2788210125980509,-0.5795442969200991,1.0,-0.836395123773303,-0.0,0.0
2020-09-25,-0.7000883092181237,-0.28275932341552884,-0.5783574485428978,1.0,-0.8353033081991712,-0.0,0.0
2020-09-28,-0.6995179250407388,-0.2826249321021184,-0.5772677892449756,1.0,-0.8354834329168931,-0.0,0.0
2020-09-29,-0.7007732483212372,-0.2797259716475615,-0.5750186529200298,1.0,-0.8359221325374754,-0.0,0.0
2020-09-30,-0.6984159220146223,-0.2817154075277552,-0.5721974004874086,1.0,-0.8324532900081235,-0.0,0.0
2020-10-01,-0.6933140024950267,-0.29174955325533564,-0.5654944536228463,1.0,-0.8210998347887656,-0.0,0.0
2020-10-02,-0.6881962909360171,-0.28884924775335735,-0.5630911110363166,1.0,-0.8256201406886339,-0.0,0.0
2020-10-05,-0.6886404955895226,-0.2884654232038247,-0.5631943976836576,1.0,-0.8264426637936839,-0.0,0.0
2020-10-06,-0.6964661909616038,-0.29320421338769964,-0.581175671083928,1.0,-0.827081209650017,-0.0,0.0
2020-10-07,-0.6926443645246658,-0.2985343014181991,-0.5775259550790528,1.0,-0.8241161701838909,-0.0,0.0
2020-10-08,-0.6924616637264215,-0.29858189713665356,-0.5767743248744741,1.0,-0.8247726964309946,-0.0,0.0
2020-10-09,-0.7126633958897999,-0.29286032867876627,-0.5924451916149175,1.0,-0.8329502178611864,-0.0,0.0
2020-10-12,-0.7093266559187733,-0.2957500085754468,-0.5911569992796625,1.0,-0.8339450485370288,-0.0,0.0
2020-10-13,-0.6936288088642659,-0.3189058171745152,-0.6019390581717451,1.0,-0.8481301939058171,-0.0,0.0
2020-10-14,-0.6911861244515081,-0.32194312959955773,-0.5976920153404968,1.0,-0.8442110354835366,-0.0,0.0
2020-10-15,-0.6836896006598392,-0.32304625747474053,-0.596398377895388,1.0,-0.8335280775311018,-0.0,0.0
2020-10-16,-0.6823727532047977,-0.3285905763480771,-0.5923978417018937,1.0,-0.8334536206481767,-0.0,0.0
2020-10-19,-0.6846902624428164,-0.32800192618580815,-0.5953289994152651,1.0,-0.8315619303133492,-0.0,0.0
2020-10-20,-0.6871446783585432,-0.32453571305516316,-0.599524515039796,1.0,-0.8343727388622816,-0.0,0.0
2020-10-21,-0.6858550365164668,-0.3228951357310183,-0.6032451426209178,1.0,-0.8329888383629599,-0.0,0.0
2020-10-22,-0.6866257837800592,-0.3213325983600909,-0.602115344863226,1.0,-0.8350788947839867,-0.0,0.0
2020-10-23,-0.6837321397830952,-0.32587364434498195,-0.5972112239628163,1.0,-0.836081941814426,-0.0,0.0
2020-10-26,-0.679858826754386,-0.3253495065789474,-0.595154879385965,1.0,-0.826171875,-0.0,0.0
2020-10-27,-0.6769041348883341,-0.31940216833681045,-0.6014227572762407,1.0,-0.8223263449502377,-0.0,0.0
2020-10-28,-0.681830610431335,-0.3191947501538041,-0.5966231458062752,1.0,-0.8202542894251145,-0.0,0.0
2020-10-29,-0.6681728613168445,-0.31963035944825713,-0.5934973160290821,1.0,-0.81613100496025,-0.0,0.0
2020-10-30,-0.6611145173376933,-0.3180053137134682,-0.6091695619592615,1.0,-0.8179371891818243,-0.0,0.0
2020-11-02,-0.6703075400211626,-0.3159367853363826,-0.6114619244291224,1.0,-0.8155783868655494,-0.0,0.0
2020-11-03,-0.6728395061728395,-0.3130414023600027,-0.6087238251142487,1.0,-0.8158038332992293,-0.0,0.0
2020-11-04,-0.6742625519449553,-0.30587914708086383,-0.6079092581238503,1.0,-0.8182096873083997,-0.0,0.0
2020-11-05,-0.6528507953736052,-0.32537394430688876,-0.5916969100837771,1.0,-0.8218634467320151,-0.0,0.0
2020-11-06,-0.6503505978794757,-0.32393889095897843,-0.5914095050980658,1.0,-0.8217201314318621,-0.0,0.0
