Date,IWF,IWM,MTUM,RMM,SPY,VLUE,VXX
2020-07-08,-0.168474035274379,-0.12395138519458199,-0.4011949093587593,1.0,-0.3524573392805991,-0.0,0.0
2020-07-09,-0.16707918260478247,-0.12430707550064433,-0.400801849162354,1.0,-0.35336592550166707,-0.0,0.0
2020-07-10,-0.1692036991570505,-0.12138882068909077,-0.4030403470005729,1.0,-0.3523610770112121,-0.0,0.0
2020-07-13,-0.1700186181639626,-0.12130449904863229,-0.4028684248214907,1.0,-0.35178100128894985,-0.0,0.0
2020-07-14,-0.16250740899707727,-0.12154842929261962,-0.3989004026406688,1.0,-0.3609050217671224,-0.0,0.0
2020-07-15,-0.16304036644718006,-0.12013823565498342,-0.40119013537278636,1.0,-0.3605374013332788,-0.0,0.0
2020-07-16,-0.16714402618657936,-0.11456628477905073,-0.4009206219312602,1.0,-0.36319558101472993,-0.0,0.0
2020-07-17,-0.16999856765771112,-0.11552863661476133,-0.40158785373739025,1.0,-0.3590677497902642,-0.0,0.0
2020-07-20,-0.17931969435543504,-0.11539725577191685,-0.4006038945033276,1.0,-0.3587215512283296,-0.0,0.0
2020-07-21,-0.1743550772264213,-0.11834538284587579,-0.39909217877094977,1.0,-0.3621015445284259,-0.0,0.0
2020-07-22,-0.17146553848681506,-0.12141624907582353,-0.3970262055368438,1.0,-0.36379692762671484,-0.0,0.0
2020-07-23,-0.1731745933830938,-0.12283840190816936,-0.39761067587851867,1.0,-0.36259330084510516,-0.0,0.0
2020-07-24,-0.1661120013147623,-0.1298738649903447,-0.3944903241710835,1.0,-0.363819384526891,-0.0,0.0
2020-07-27,-0.16889683665289512,-0.12867155865244292,-0.3925921358245463,1.0,-0.3652956773755935,-0.0,0.0
2020-07-28,-0.1701453864977688,-0.12726973616566248,-0.3905694133130436,1.0,-0.3683810072179152,-0.0,0.0
2020-07-29,-0.17589899114934704,-0.12704503723876134,-0.38866538755131935,1.0,-0.3714798539332797,-0.0,0.0
2020-07-30,-0.17574032830157552,-0.12408232285737854,-0.38946630372020125,1.0,-0.3729068712364926,-0.0,0.0
2020-07-31,-0.17552511038666282,-0.1263153550942929,-0.3892419428052656,1.0,-0.37224033342962076,-0.0,0.0
2020-08-03,-0.17347338877767918,-0.12858823286625254,-0.3898095218441092,1.0,-0.37183482262624595,-0.0,0.0
2020-08-04,-0.17266855149926738,-0.1265864580968694,-0.38840621582021173,1.0,-0.3760034669913532,-0.0,0.0
2020-08-05,-0.1722380421773761,-0.1269654574718336,-0.38834550782056043,1.0,-0.37590276917997606,-0.0,0.0
2020-08-06,-0.17196979076389748,-0.1277702117122694,-0.3878915438900582,1.0,-0.3758614997317486,-0.0,0.0
2020-08-07,-0.17544730582273246,-0.13083048919226395,-0.3878374185541421,1.0,-0.3743510187196194,-0.0,0.0
2020-08-10,-0.1752084583393681,-0.13119943721421032,-0.3885291014048954,1.0,-0.37412840619891996,-0.0,0.0
2020-08-11,-0.17416311499151738,-0.13491538047751067,-0.38538089129805103,1.0,-0.37447759341250464,-0.0,0.0
2020-08-12,-0.1712182919517893,-0.13727233259597693,-0.38086870232163905,1.0,-0.3779744061524467,-0.0,0.0
2020-08-13,-0.16974505185736125,-0.14195694392793684,-0.3751084665922896,1.0,-0.37921986694764676,-0.0,0.0
2020-08-14,-0.17046181795660523,-0.14207560023947646,-0.37467742934412357,1.0,-0.37723735006915915,-0.0,0.0
2020-08-17,-0.17200016516640515,-0.14468577091419604,-0.37321413824428107,1.0,-0.3747006358906599,-0.0,0.0
2020-08-18,-0.1697175840032983,-0.14310451453308595,-0.37142857142857144,1.0,-0.37715934858792005,-0.0,0.0
2020-08-19,-0.17021013342131855,-0.14468067556142122,-0.3703214896995442,1.0,-0.37694100179407336,-0.0,0.0
2020-08-20,-0.17004474319058127,-0.14501329924328338,-0.3702962947689643,1.0,-0.3765232272830368,-0.0,0.0
2020-08-21,-0.16764924142480211,-0.1479015501319261,-0.3674142480211082,1.0,-0.3783599934036939,-0.0,0.0
2020-08-24,-0.16710995649574234,-0.14803818477969527,-0.3698068081070493,1.0,-0.37687882724067545,-0.0,0.0
2020-08-25,-0.1669759577714545,-0.14907831250773226,-0.36982968369829683,1.0,-0.376056744608025,-0.0,0.0
2020-08-26,-0.1660893232710627,-0.14949070064744938,-0.3697678254773392,1.0,-0.3765928491896573,-0.0,0.0
2020-08-27,-0.15848481101356085,-0.15778409793495735,-0.36698817031449654,1.0,-0.3776637401591031,-0.0,0.0
2020-08-28,-0.1596536439542315,-0.15672611071023607,-0.3678796000412328,1.0,-0.3773837748685702,-0.0,0.0
2020-08-31,-0.15973610967941448,-0.15647871353468715,-0.36816823007937327,1.0,-0.3772394598495001,-0.0,0.0
2020-09-01,-0.15961899263963053,-0.15541306723295467,-0.37065748510401414,1.0,-0.37605921283219595,-0.0,0.0
2020-09-02,-0.1581442321564748,-0.15573280570498155,-0.3706795276077413,1.0,-0.3764916836703147,-0.0,0.0
2020-09-03,-0.15997856509820893,-0.1559183000474041,-0.3708031905026896,1.0,-0.3743481934912096,-0.0,0.0
2020-09-04,-0.14308536785187614,-0.16125266262493854,-0.36137964935277733,1.0,-0.38247583155825,-0.0,0.0
2020-09-08,-0.1441184905969599,-0.16331380341705248,-0.35975334944892856,1.0,-0.3814069734092678,-0.0,0.0
2020-09-09,-0.13663645271925529,-0.17221950024497795,-0.34652131308182266,1.0,-0.3860852523272906,-0.0,0.0
2020-09-10,-0.13353170155094055,-0.17582081643467096,-0.3407585546293843,1.0,-0.3879389406321968,-0.0,0.0
2020-09-11,-0.13142996782470573,-0.17820632916547877,-0.34134321671486173,1.0,-0.38541115138679594,-0.0,0.0
2020-09-14,-0.1313769016149726,-0.176913834185284,-0.34126224466936844,1.0,-0.3869824654298108,-0.0,0.0
2020-09-15,-0.1329111346420135,-0.17532784882300234,-0.33711411582634193,1.0,-0.3909953571719475,-0.0,0.0
2020-09-16,-0.13551201810360644,-0.1729628346007217,-0.3365476748690139,1.0,-0.39367189252003015,-0.0,0.0
2020-09-17,-0.1357705011621743,-0.17279696611344453,-0.3365819842596746,1.0,-0.39375280349060066,-0.0,0.0
2020-09-18,-0.13510482094787504,-0.17270984582755528,-0.3372828126274574,1.0,-0.3942409658210294,-0.0,0.0
2020-09-21,-0.1341135214483771,-0.1736870004893166,-0.3383216441037351,1.0,-0.3926969499266025,-0.0,0.0
2020-09-22,-0.13892347574044212,-0.16725521014063807,-0.34392031189402134,1.0,-0.39109224143209975,-0.0,0.0
2020-09-23,-0.13689990202482039,-0.16706809274983672,-0.34577073807968645,1.0,-0.39141084258654474,-0.0,0.0
2020-09-24,-0.13307946075835947,-0.1629739746670468,-0.34289088909705534,1.0,-0.39382152893740074,-0.00364517574227182,0.0
2020-09-25,-0.13290146468658967,-0.16411008576259448,-0.34252072765792746,1.0,-0.3929800973741571,-0.004644625068752674,0.0
2020-09-28,-0.1310160971936751,-0.1628848775921366,-0.3397708541077352,1.0,-0.3931093428844706,-0.008241925965119355,0.0
2020-09-29,-0.13168975407335085,-0.16100160696487054,-0.3390695876812921,1.0,-0.39338093203962493,-0.008990866743963712,0.0
2020-09-30,-0.13179571663920922,-0.1599446783411638,-0.3402282018426994,1.0,-0.3923159842984115,-0.009599934915695487,0.0
2020-10-01,-0.13182030789254265,-0.16081996217436398,-0.3397596241840034,1.0,-0.39200374189087506,-0.009232709006975372,0.0
2020-10-02,-0.13346483914263635,-0.1608980355472404,-0.33940700370114285,1.0,-0.3919754341725302,-0.007829340708504494,0.0
2020-10-05,-0.12843533545936503,-0.1646523531920944,-0.3347484308667303,1.0,-0.39213097438605754,-0.011273384656009425,0.0
2020-10-06,-0.13056361754378842,-0.15981003024091253,-0.334192527044306,1.0,-0.3938016277323375,-0.011203344766698464,0.0
2020-10-07,-0.12815053632621612,-0.1624591925705132,-0.3340024737919987,1.0,-0.39098079769653465,-0.012085082223168482,0.0
2020-10-08,-0.12810486648567607,-0.16106811459135298,-0.3344138741440091,1.0,-0.39122330726528626,-0.011224117670894282,0.0
2020-10-09,-0.12827628114239414,-0.16005671460401052,-0.3343123354263723,1.0,-0.38981162649382217,-0.013024103706704475,0.0
2020-10-12,-0.12771386908619572,-0.1598752430330525,-0.3341299416720674,1.0,-0.38950097213220997,-0.014035158781594299,0.0
2020-10-13,-0.12586450960566228,-0.16072800808897875,-0.3324368048533873,1.0,-0.3868756319514661,-0.016339737108190092,0.0
2020-10-14,-0.12620063494631265,-0.16092046994115625,-0.3336703536691404,1.0,-0.38592198653266735,-0.015408569753098901,0.0
2020-10-15,-0.12509604108536534,-0.15961017428929594,-0.33404100448865703,1.0,-0.3852157386064944,-0.017934408993489425,0.0
2020-10-16,-0.12520726331540422,-0.16057346220730376,-0.3320661624944393,1.0,-0.3845593885226675,-0.019674849354956125,0.0
2020-10-19,-0.12443384018117114,-0.16016256874797802,-0.33181009382077,1.0,-0.3849886768036235,-0.020604173406664508,0.0
2020-10-20,-0.1230377598642342,-0.16009051053599208,-0.33185849647453375,1.0,-0.38337677030931167,-0.021981130169505224,0.0
2020-10-21,-0.12253307746692253,-0.15907484092515908,-0.3325724674275326,1.0,-0.38339561660438337,-0.022421977578022424,0.0
2020-10-22,-0.12278823624464733,-0.15849963642239637,-0.3321483396622768,1.0,-0.3838369556435324,-0.022602407691686192,0.0
2020-10-23,-0.12319250343323371,-0.15748444947087809,-0.3338314888116972,1.0,-0.38292673075369577,-0.022093868648517652,0.0
2020-10-26,-0.12302877334679453,-0.15729429581019685,-0.3333467945482079,1.0,-0.38309944472488644,-0.02243311458859162,0.0
2020-10-27,-0.12056551640683298,-0.1571102999011758,-0.33590141782465766,1.0,-0.3836798902849767,-0.01956315672710405,0.0
2020-10-28,-0.12106727976766699,-0.15724830590513067,-0.33541061632784774,1.0,-0.38365198451113264,-0.019381252016779607,0.0
