Date,IWF,IWM,MTUM,RMM,SPY,VLUE,VXX
2020-03-25,-0.13270036641901328,-0.37797841974208957,-0.20606514565661882,1.0,-0.26021823187642973,-0.04743203028523999,0.0
2020-03-26,-0.12114699871478837,-0.3876071887575585,-0.2593599224659208,1.0,-0.2909002802182753,-0.04788993531803721,0.0
2020-03-27,-0.12137773258769699,-0.39179800033892564,-0.26457380105066935,1.0,-0.29363667175055075,-0.04687764785629554,0.0
2020-03-30,-0.10766146053186999,-0.3877163360067539,-0.28619670747150694,1.0,-0.29573659772055716,-0.033284086112283666,0.0
2020-03-31,-0.10626093924632546,-0.3886463802956496,-0.2858438244659539,1.0,-0.29484827397144725,-0.03314987031062188,0.0
2020-04-01,-0.11675051790470554,-0.41136430896715004,-0.2587198241237898,1.0,-0.30262545977254474,-0.02443664651418425,0.0
2020-04-02,-0.11401490363302443,-0.4135652614468768,-0.25895590128981866,1.0,-0.3039623398281649,-0.02051888286082202,0.0
2020-04-03,-0.11144368794924221,-0.4189203431630868,-0.2601757973061276,1.0,-0.294597500052697,-0.022744039965430743,0.0
2020-04-06,-0.11231670318557223,-0.415409573571549,-0.25960728130793864,1.0,-0.2952342828248778,-0.024271026462160797,0.0
2020-04-07,-0.09841965910971372,-0.3946715207678306,-0.2528545424458051,1.0,-0.3039260301174913,-0.01863726625848089,0.0
2020-04-08,-0.09846102929008771,-0.3946715207678306,-0.25293728280655303,1.0,-0.3039260301174913,-0.01851315571735893,0.0
2020-04-09,-0.09781091833121577,-0.4056986940492804,-0.24969277873820583,1.0,-0.30757534731624003,-0.022078273728937118,0.0
2020-04-13,-0.10160283097418818,-0.39556619483763533,-0.25247710241465443,1.0,-0.30811823480432976,-0.02385512073272273,0.0
2020-04-14,-0.11250287050374731,-0.3751696206759776,-0.2723325191540887,1.0,-0.3089705851652366,-0.018663493455251458,0.0
2020-04-15,-0.10357313799346556,-0.38001789690550014,-0.2661644434270493,1.0,-0.30843027490479263,-0.022828959690341915,0.0
2020-04-16,-0.10976065818997756,-0.37149921050444606,-0.2730200282556303,1.0,-0.31039640987284967,-0.012964348042882073,0.0
2020-04-17,-0.10438487115544472,-0.3790731504571903,-0.26429758935993347,1.0,-0.3115960099750623,-0.018807148794679967,0.0
2020-04-20,-0.12585988320136335,-0.3526196562545462,-0.28262360496290295,1.0,-0.31149074131803733,-0.0056944531038925945,0.0
2020-04-21,-0.1251920441805423,-0.3569945604783457,-0.28607316364240337,1.0,-0.3079142963916456,-0.0,0.0
2020-04-22,-0.11850410811482025,-0.36178314948570955,-0.28181460709037853,1.0,-0.3074980856391895,-0.0,0.0
2020-04-23,-0.1101882270294841,-0.37223909584908776,-0.2765553007293539,1.0,-0.30717576809438213,-0.0,0.0
2020-04-24,-0.11384048673482058,-0.3652166714953851,-0.2802657174785812,1.0,-0.31012789205744795,-0.0,0.0
2020-04-27,-0.11380902109337804,-0.36572895319712684,-0.2803204371856176,1.0,-0.3101492475522159,-0.0,0.0
2020-04-28,-0.13528507313829788,-0.3260679853723404,-0.29010139627659576,1.0,-0.3263173204787234,-0.0,0.0
2020-04-29,-0.13587814811736348,-0.3253262405452581,-0.2904164242373867,1.0,-0.3263444435209043,-0.0,0.0
2020-04-30,-0.13540176998487016,-0.3022653319239777,-0.29859686211113184,1.0,-0.33633857696532576,-0.0,0.0
2020-05-01,-0.14605181347150262,-0.2865077720207254,-0.29904663212435234,1.0,-0.34093264248704663,-0.0,0.0
2020-05-04,-0.14358635227014405,-0.2792163508235343,-0.3013494802537767,1.0,-0.34243319762755997,-0.0,0.0
2020-05-05,-0.14397499327219657,-0.28055975324487137,-0.293001014345747,1.0,-0.3525783012813878,-0.0,0.0
2020-05-06,-0.1441614906832298,-0.2804140786749483,-0.2933954451345756,1.0,-0.35242236024844725,-0.0,0.0
2020-05-07,-0.14440395842822246,-0.2802782493478531,-0.29354892136971555,1.0,-0.3520765185706596,-0.0,0.0
2020-05-08,-0.14463194947717153,-0.28048452220726783,-0.2931773475515064,1.0,-0.3523346102080961,-0.0,0.0
2020-05-11,-0.15222792777869804,-0.2601043564684446,-0.3012257743912539,1.0,-0.3570067914527083,-0.0,0.0
2020-05-12,-0.15442654892937835,-0.2569077379101631,-0.307381381754866,1.0,-0.3541239143502684,-0.0,0.0
2020-05-13,-0.15270507913520223,-0.24814316747698356,-0.31060308265232234,1.0,-0.3574428467983863,-0.0,0.0
2020-05-14,-0.15256304257957834,-0.23602728400165357,-0.31959487391484087,1.0,-0.3587846217445225,-0.0,0.0
2020-05-15,-0.1517036179928508,-0.23825856974605863,-0.32039175981982354,1.0,-0.3559104903196479,-0.0,0.0
2020-05-18,-0.15196594970970476,-0.23773218454926756,-0.31998595012293646,1.0,-0.3564743073203992,-0.0,0.0
2020-05-19,-0.16484993898277037,-0.18735392061555006,-0.3628146524086293,1.0,-0.35334146896394814,-0.0,0.0
2020-05-20,-0.16641161386384318,-0.18297625940938045,-0.3657457192489039,1.0,-0.35288278600380507,-0.0,0.0
2020-05-21,-0.16549914243795588,-0.17833157688095386,-0.36947492405926474,1.0,-0.35312958485731405,-0.0,0.0
2020-05-22,-0.165137804222966,-0.17898020742944507,-0.3690963183339531,1.0,-0.35283665964216354,-0.0,0.0
2020-05-26,-0.16530291759649557,-0.17920902553930076,-0.36924539218117197,1.0,-0.3525291346392264,-0.0,0.0
2020-05-27,-0.16517534252236987,-0.18015746729763799,-0.3682296294765555,1.0,-0.352916864706247,-0.0,0.0
2020-05-28,-0.1695727625816048,-0.1730435501198248,-0.37120899099247995,1.0,-0.35211965953227004,-0.0,0.0
2020-05-29,-0.17378717068530544,-0.1632408288183961,-0.3749534720211754,1.0,-0.355928698457339,-0.0,0.0
2020-06-01,-0.1741936818586176,-0.16163601381964127,-0.37732999565550196,1.0,-0.3556488818089662,-0.0,0.0
2020-06-02,-0.17520969245107176,-0.16344620482551517,-0.3777363570467019,1.0,-0.35466500983742366,-0.0,0.0
2020-06-03,-0.1753205061823002,-0.16351510883747905,-0.3775656028001574,1.0,-0.35474183460016984,-0.0,0.0
2020-06-04,-0.17553995568532438,-0.16023689714439543,-0.38199664533764055,1.0,-0.35300573605847885,-0.0,0.0
2020-06-05,-0.17468993933370602,-0.1607760316375758,-0.3812038014783527,1.0,-0.3538522061411682,-0.0,0.0
2020-06-08,-0.17362446498356182,-0.15387796455968406,-0.38928519736161943,1.0,-0.3508880755949796,-0.0,0.0
2020-06-09,-0.1725559237779619,-0.1572908036454018,-0.3885666942833471,1.0,-0.3528169014084507,-0.0,0.0
2020-06-10,-0.17118889809444904,-0.1585542667771334,-0.3876139188069594,1.0,-0.3539146644573322,-0.0,0.0
2020-06-11,-0.17390223180056777,-0.15311768240876972,-0.3930414240421079,1.0,-0.35217688625484384,-0.0,0.0
2020-06-12,-0.17627202371150996,-0.13914045776387288,-0.39976123826774246,1.0,-0.34311707558043797,-0.0,0.0
2020-06-15,-0.17602865199761233,-0.1394314883807093,-0.39960480003293336,1.0,-0.3432682213943149,-0.0,0.0
2020-06-16,-0.18126763754711928,-0.13092467093744206,-0.39569901332729107,1.0,-0.35196819576904853,-0.0,0.0
2020-06-17,-0.180712227254014,-0.13017702758336766,-0.3957184026348291,1.0,-0.35187319884726226,-0.0,0.0
2020-06-18,-0.17946500278000865,-0.13368752702786188,-0.3938551512530632,1.0,-0.3522373921459608,-0.0,0.0
2020-06-19,-0.179575361930847,-0.133754813731749,-0.39380959245453984,1.0,-0.3521901192363928,-0.0,0.0
2020-06-22,-0.1792833607907743,-0.13369028006589787,-0.39474876441515655,1.0,-0.35158566721581547,-0.0,0.0
2020-06-23,-0.17806329400621823,-0.1330944880268495,-0.39469186896452324,1.0,-0.3531616117940165,-0.0,0.0
2020-06-24,-0.1771028518480387,-0.13318233295583237,-0.3957788530834963,1.0,-0.3530320189436837,-0.0,0.0
2020-06-25,-0.17411943611031194,-0.1294233693641856,-0.399942460235913,1.0,-0.35150630882413386,-0.0,0.0
2020-06-26,-0.1749476020219455,-0.12744010191920438,-0.39941643036205976,1.0,-0.35301853450047266,-0.0,0.0
2020-06-29,-0.17146959286227054,-0.1255460978361194,-0.40260486103989335,1.0,-0.3514716439339555,-0.0,0.0
2020-06-30,-0.17405569454127875,-0.11922240905548948,-0.40556945412787604,1.0,-0.3517614731575278,-0.0,0.0
2020-07-01,-0.17312184925611704,-0.11926718308127382,-0.4037050698799131,1.0,-0.35317021189393005,-0.0,0.0
2020-07-02,-0.17166564228641673,-0.12155296045892236,-0.4027043638598648,1.0,-0.3528375332923582,-0.0,0.0
2020-07-06,-0.17204433245242046,-0.12166840800606395,-0.40224940077438387,1.0,-0.3526724438161965,-0.0,0.0
2020-07-07,-0.16878492048873336,-0.125130472155707,-0.39993041485028963,1.0,-0.35275577659073704,-0.0,0.0
