Date,COWN,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.4013623038454906,-1.1005345749267115,-0.12058113467839282,-0.8445852733229867,-0.8440248318675634,0.0
2018-09-25,1.0,-0.40519099767181166,-1.098128826420626,-0.1260239717168233,-0.8423299129085108,-0.8398292661895317,0.0
2018-09-26,1.0,-0.41529365734904145,-1.1143763856888231,-0.13602573577359472,-0.848715384949789,-0.8328913619962613,0.0
2018-09-27,1.0,-0.41552570956665363,-1.1134437345155823,-0.13639327161298734,-0.8484808971182684,-0.8326596253314208,0.0
2018-09-28,1.0,-0.41435959841801034,-1.114129253770264,-0.13703333478204183,-0.8481029162501631,-0.8325003259594073,0.0
2018-10-01,1.0,-0.4154133704251065,-1.1130574632704513,-0.13709467095540295,-0.848648178735982,-0.8324784838737721,0.0
2018-10-02,1.0,-0.41949244765594396,-1.0904540112305752,-0.14582335785487313,-0.856440168893919,-0.8407260697340356,0.0
2018-10-03,1.0,-0.4258966244725738,-1.075070323488045,-0.14104254571026723,-0.8808456399437412,-0.8724068213783404,0.0
2018-10-04,1.0,-0.4251742698314656,-1.0858554663372453,-0.14135709873819818,-0.8797317568163769,-0.8797317568163769,0.0
2018-10-05,1.0,-0.4121473147578448,-1.0808649028742199,-0.12824118836248571,-0.8860420145908412,-0.887536257361343,0.0
2018-10-08,1.0,-0.4095835710211067,-1.0770108385624642,-0.1226907718636184,-0.8913510904383694,-0.887445697485629,0.0
2018-10-09,1.0,-0.40757648917957945,-1.0781352881787454,-0.11715903603880426,-0.8946929458759492,-0.8920152758878012,0.0
2018-10-10,1.0,-0.4076447097029008,-1.0776758678193707,-0.11725984113749069,-0.8949400974239698,-0.890902707684206,0.0
2018-10-11,1.0,-0.3619679144385027,-1.0693048128342246,-0.06536898395721925,-0.8823529411764705,-0.8990802139037434,0.0
2018-10-12,1.0,-0.3584737489919782,-1.0659564534612282,-0.057085862229956284,-0.8739017868511523,-0.8888841729977505,0.0
2018-10-15,1.0,-0.3573338993844194,-1.0677563150074294,-0.05404372744640203,-0.8759074506474209,-0.8902992995117809,0.0
2018-10-16,1.0,-0.3554838435735213,-1.0758778820432253,-0.04810836057916861,-0.8763109846715639,-0.8903231285295742,0.0
2018-10-17,1.0,-0.3363700948639726,-1.0335576079234403,-0.03004722303481132,-0.8754231267499687,-0.9036733670441722,0.0
2018-10-18,1.0,-0.3345472811754364,-1.0312277617313408,-0.032190547950939764,-0.8819958976934992,-0.9060655531834736,0.0
2018-10-19,1.0,-0.32562017927871584,-1.0284761309151553,-0.02230560767146133,-0.8852199291223681,-0.9076089222430685,0.0
2018-10-22,1.0,-0.3280676892297433,-1.022132377459153,-0.01671390463487829,-0.8897132377459154,-0.911428809603201,0.0
2018-10-23,1.0,-0.32868036168173675,-1.0215842326763616,-0.018542439268302846,-0.8878286595274804,-0.9102045918579941,0.0
2018-10-24,1.0,-0.3335978946488993,-1.0193408245958477,-0.003676009858390075,-0.8979907264296755,-0.9226367016166089,0.0
2018-10-25,1.0,-0.30587132787352805,-0.9795053579432017,-0.0,-0.8939819907916717,-0.8951228456178951,0.0
2018-10-26,1.0,-0.27502338634237605,-0.973685280839468,-0.0,-0.9244722821002969,-0.8940090291617522,0.0
2018-10-29,1.0,-0.2563874154755638,-0.9787018666234766,-0.0,-0.91691298538284,-0.8970725189294246,0.0
2018-10-30,1.0,-0.2536129215075092,-0.978504635064567,-0.0,-0.916811723272477,-0.8990810832692385,0.0
2018-10-31,1.0,-0.2588542713567839,-0.9538090452261306,-0.0,-0.9144120603015076,-0.8930653266331657,0.0
2018-11-01,1.0,-0.2384050114444043,-0.9699634582178853,-0.0,-0.9136650202786814,-0.8935871180179095,0.0
2018-11-02,1.0,-0.23878018401703563,-0.9715135200289284,-0.0,-0.9134959218932058,-0.8940495801358029,0.0
2018-11-05,1.0,-0.23369630730903684,-0.986740065094226,-0.0,-0.9150560533611926,-0.882709848515289,0.0
2018-11-06,1.0,-0.23872082278735288,-0.9904784861998314,-0.0,-0.911293238519947,-0.8770639990357961,0.0
2018-11-07,1.0,-0.23787538140356512,-0.9906857234623415,-0.0,-0.9096675766821904,-0.8765858358760238,0.0
2018-11-08,1.0,-0.21072537622422166,-0.9902062266103988,-0.0,-0.8996337288000636,-0.8806035512381558,0.0
2018-11-09,1.0,-0.2107798256438836,-0.989928744874806,-0.0,-0.8996457147406552,-0.8803391584729908,0.0
2018-11-12,1.0,-0.20937239820798478,-0.9739523450818697,-0.0,-0.9044522856123379,-0.8768187765134995,0.0
2018-11-13,1.0,-0.17575065916335444,-0.9716658140175514,-0.0,-0.911652433985282,-0.8762347015072213,0.0
2018-11-14,1.0,-0.1748788845563039,-0.9735318444995864,-0.0,-0.9126393319941707,-0.8776635550829099,0.0
2018-11-15,1.0,-0.17341268277302643,-0.9745004532376936,-0.0,-0.9133724825602018,-0.8799511291530366,0.0
2018-11-16,1.0,-0.1714375589808116,-0.9673639509279648,-0.0,-0.9111748977665932,-0.8820776973891161,0.0
2018-11-19,1.0,-0.17952557333123179,-0.9678461659705256,-0.0,-0.9100007880841674,-0.8830877137678304,0.0
2018-11-20,1.0,-0.14791299235743682,-0.9611601019008428,-0.0,-0.9129531648050168,-0.8972369194591417,0.0
2018-11-21,1.0,-0.15653459951739704,-0.9568770919280766,-0.0,-0.914843932435588,-0.8637425079785164,0.0
2018-11-23,1.0,-0.15687902874995058,-1.0026495827895756,-0.0,-0.9196425040534663,-0.8754300628781588,0.0
2018-11-26,1.0,-0.15544801872198644,-1.0193566300424417,-0.0,-0.9185276268295585,-0.8731902740867082,0.0
2018-11-27,1.0,-0.14465061192262138,-1.0226608764311091,-0.0,-0.9131069877615474,-0.8674694038689301,0.0
2018-11-28,1.0,-0.14372061786433848,-1.0304586576067634,-0.0,-0.9103227590566111,-0.8660767194722079,0.0
