Date,BIO,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.40693465421985137,-0.5949704705658221,-0.2150885883025338,-0.5064456721915286,-0.45176859084270016,0.0
2018-09-25,1.0,-0.4223907942528366,-0.6023914371122754,-0.22770081321719007,-0.5112339686927453,-0.4505801806435023,0.0
2018-09-26,1.0,-0.42295081967213116,-0.6030536804885889,-0.2289617486338798,-0.5108968177434908,-0.4485695917711347,0.0
2018-09-27,1.0,-0.42324624827275936,-0.6018188245123558,-0.22931328127510525,-0.5107169253510716,-0.44840772518397115,0.0
2018-09-28,1.0,-0.42595631052343724,-0.601100279895763,-0.22912846250361937,-0.5117910111636585,-0.44924878550976416,0.0
2018-10-01,1.0,-0.42609870664693394,-0.6008944083392317,-0.22923235313042917,-0.5118396499581752,-0.4492632391737983,0.0
2018-10-02,1.0,-0.42586262495969046,-0.6159948403740729,-0.22508868107062238,-0.5104159948403741,-0.44743631086746216,0.0
2018-10-03,1.0,-0.4267260866757089,-0.621649551120584,-0.2258606213266163,-0.5096880449525286,-0.445424013434089,0.0
2018-10-04,1.0,-0.42761225346202264,-0.6193873268988669,-0.22621776041834793,-0.5107330772458762,-0.44407501856096065,0.0
2018-10-05,1.0,-0.4234657737136969,-0.616910296863932,-0.2211346512975723,-0.5126215467834374,-0.44565007405499385,0.0
2018-10-08,1.0,-0.4222200790818787,-0.6145562092133603,-0.21908252161892822,-0.5140000642942103,-0.4448516411097181,0.0
2018-10-09,1.0,-0.42864981763016047,-0.6182176172492819,-0.22930183015396538,-0.5119589425777089,-0.43962428585261937,0.0
2018-10-10,1.0,-0.4286175397824473,-0.6184435621832737,-0.2290113295245473,-0.5119912204254221,-0.4397211193957587,0.0
2018-10-11,1.0,-0.39549981091642505,-0.6154355225009454,-0.18501827807891089,-0.5036241018530191,-0.4518152023194252,0.0
2018-10-12,1.0,-0.3993818681318681,-0.6096403596403597,-0.18353521478521478,-0.49175824175824173,-0.43756243756243757,0.0
2018-10-15,1.0,-0.3974171007892192,-0.6127522849923573,-0.17999188944692265,-0.49174907196556134,-0.4375331440870948,0.0
2018-10-16,1.0,-0.3989823312730224,-0.6085721420990198,-0.18364862333770368,-0.49222700880314657,-0.43825310607479545,0.0
2018-10-17,1.0,-0.393913097378045,-0.5960763652141573,-0.18028265046798486,-0.48980350833694913,-0.4391929585322011,0.0
2018-10-18,1.0,-0.3942531229658101,-0.5967576950497504,-0.17987663122655836,-0.4895384520008679,-0.4392920244257773,0.0
2018-10-19,1.0,-0.38661984845684716,-0.5882153637651697,-0.17273455307090493,-0.49297726852707446,-0.43959834904207484,0.0
2018-10-22,1.0,-0.3862081715659087,-0.5897269982128551,-0.17470881863560733,-0.491803783817095,-0.43880569421334814,0.0
2018-10-23,1.0,-0.3855001850252868,-0.5908165782656963,-0.1721968669051437,-0.49457259158751693,-0.4406685580362649,0.0
2018-10-24,1.0,-0.38592382595833846,-0.5894860101072353,-0.16938863552323433,-0.49528534450881306,-0.441421175890546,0.0
2018-10-25,1.0,-0.36551246954062755,-0.5576547035287748,-0.16759423603381368,-0.49839054180078823,-0.4191811317349057,0.0
2018-10-26,1.0,-0.35627518280853604,-0.5505148485300702,-0.15394717206387107,-0.508222653335323,-0.41563945679749287,0.0
2018-10-29,1.0,-0.3448511701210265,-0.5597549733860656,-0.1437747182491302,-0.5032858544708437,-0.4219572392875197,0.0
2018-10-30,1.0,-0.34417650382087955,-0.5598108887633433,-0.143349885522286,-0.5033748624780708,-0.4227349766584401,0.0
2018-10-31,1.0,-0.34661778618732264,-0.5452932828760644,-0.14510406811731316,-0.500946073793756,-0.418519394512772,0.0
2018-11-01,1.0,-0.34166371263145456,-0.5514297530426563,-0.13978494623655915,-0.5018019614793808,-0.4193843790617985,0.0
2018-11-02,1.0,-0.3478478184170293,-0.5308126543572858,-0.13556979889450782,-0.5094084440785606,-0.4165000588027755,0.0
2018-11-05,1.0,-0.35167231471931637,-0.523972299985266,-0.13484602917341978,-0.5107705908354208,-0.4255488433770444,0.0
2018-11-06,1.0,-0.34421233282045216,-0.5213338856669429,-0.1379453189726595,-0.5189667416262279,-0.4364717718073145,0.0
2018-11-07,1.0,-0.34375554635271843,-0.5210909306040348,-0.13864402768739276,-0.5183991007513459,-0.4361651777790924,0.0
2018-11-08,1.0,-0.3307861866274798,-0.5244085231447465,-0.12511388684790595,-0.51565025716385,-0.44308596620132257,0.0
2018-11-09,1.0,-0.3300714096799789,-0.5241999471039408,-0.1257163008022569,-0.5159128978224455,-0.4427987892679774,0.0
2018-11-12,1.0,-0.3299168893718246,-0.5228333969633785,-0.12540013509148043,-0.5162843969340108,-0.4423364952571144,0.0
2018-11-13,1.0,-0.3228971962616823,-0.5209404205607477,-0.1173481308411215,-0.5187792056074767,-0.4405665887850468,0.0
2018-11-14,1.0,-0.3228679906542056,-0.5209696261682244,-0.1173481308411215,-0.5187792056074767,-0.4405665887850468,0.0
2018-11-15,1.0,-0.3232402788716782,-0.5218634228873137,-0.11598261427612962,-0.5215717161109652,-0.434409731338059,0.0
2018-11-16,1.0,-0.32268687163048226,-0.5196269852834038,-0.11575112924377094,-0.5208800815969693,-0.43526154742823836,0.0
2018-11-19,1.0,-0.3226446473900738,-0.5222186560849649,-0.11067020686838036,-0.5246403874770228,-0.437574767309544,0.0
2018-11-20,1.0,-0.31521359562332674,-0.5208066581306018,-0.10193807472936794,-0.528081713421022,-0.4439529740426027,0.0
2018-11-21,1.0,-0.31794412503972497,-0.5149221390806923,-0.10715627076531939,-0.5245428018374599,-0.4245514691012047,0.0
2018-11-23,1.0,-0.31810035842293904,-0.5169094693028096,-0.10657301422129727,-0.5241935483870969,-0.4247311827956989,0.0
2018-11-26,1.0,-0.3184938450398262,-0.5286314265025344,-0.1026212889210717,-0.52362056480811,-0.4231136857349746,0.0
2018-11-27,1.0,-0.3160997601364044,-0.5378146403491026,-0.08762246048030517,-0.5256191659682686,-0.4227668121261162,0.0
2018-11-28,1.0,-0.31543624161073824,-0.5461987965748669,-0.08554154130988197,-0.5236924323073363,-0.42197986577181207,0.0
2018-11-29,1.0,-0.3010218726677766,-0.5410471324415868,-0.07144497387909753,-0.5270681439807107,-0.42984671909983346,0.0
2018-11-30,1.0,-0.3018082663605052,-0.5415614236509759,-0.0703788748564868,-0.5283869115958668,-0.42812858783008034,0.0
2018-12-03,1.0,-0.301926334223294,-0.5441391783653432,-0.06447908592426722,-0.5308184767318348,-0.4294777940458761,0.0
2018-12-04,1.0,-0.2968033913840514,-0.5454857928505958,-0.06645279560036664,-0.5278987167736022,-0.42770394133822187,0.0
2018-12-06,1.0,-0.28629315924247967,-0.5127894870135352,-0.08636069448743562,-0.520133944902496,-0.4083912541857782,0.0
2018-12-07,1.0,-0.28320978607063335,-0.5156007779249697,-0.0819357930043124,-0.5235491417458215,-0.4142450463654556,0.0
2018-12-10,1.0,-0.27348081769812377,-0.5171660599271913,-0.07902548305796696,-0.5243909269112295,-0.40627275273032765,0.0
2018-12-11,1.0,-0.2645645392462693,-0.5261782311778097,-0.06969620324312172,-0.5264592642554029,-0.4234044347019644,0.0
2018-12-12,1.0,-0.2648455723238625,-0.5260096113312537,-0.0700334429362336,-0.5264311609476435,-0.42298288508557463,0.0
2018-12-13,1.0,-0.264225130595967,-0.5241251474470595,-0.0712239510194911,-0.5270740886367467,-0.42186710105038483,0.0
2018-12-14,1.0,-0.2640947051711048,-0.5307482495852431,-0.06813260973483677,-0.5256868093242978,-0.4232770013778365,0.0
2018-12-17,1.0,-0.25698183041722744,-0.5317126514131897,-0.06118214445939883,-0.5192911619560341,-0.43478017048003587,0.0
2018-12-18,1.0,-0.25329351345316514,-0.526292285363403,-0.056854973763536897,-0.5183934353019984,-0.4362509768895836,0.0
2018-12-19,1.0,-0.2464221824686941,-0.5294331395348837,-0.056965563506261176,-0.5233955724508049,-0.438953488372093,0.0
2018-12-20,1.0,-0.24288023184528784,-0.5229894666443738,-0.0638410522209218,-0.5217912277768489,-0.4351000390124282,0.0
2018-12-21,1.0,-0.24171826840307667,-0.523088884569461,-0.06250520645322521,-0.523088884569461,-0.4263738094576958,0.0
2018-12-24,1.0,-0.23270475031797822,-0.5141569429851242,-0.06630536968423381,-0.5197422993972239,-0.43211856439750046,0.0
2018-12-26,1.0,-0.2348153647337018,-0.5172812010228491,-0.063653111166103,-0.5087574582749045,-0.42511479556765375,0.0
2018-12-27,1.0,-0.20505339792832097,-0.498327132571398,-0.06600465726292123,-0.47102593613661303,-0.43620352774283344,0.0
2018-12-28,1.0,-0.20472061657032753,-0.4986619567544423,-0.06585848854634982,-0.47093770070648683,-0.43588096767287515,0.0
2018-12-31,1.0,-0.2050417469492614,-0.49826054378077494,-0.06588524941126096,-0.4709109398415756,-0.43598801113251984,0.0
