Date,ATH,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.23419070200186082,-0.6116930280020408,-0.02902247966625649,-0.5447642486269096,-0.5815900837360065,0.0
2018-09-25,1.0,-0.2330709136428076,-0.6192199800922994,-0.023497119416040782,-0.5511718396525201,-0.5893282659186198,0.0
2018-09-26,1.0,-0.23260028999516674,-0.6195021749637506,-0.020450700821652974,-0.5533168197196713,-0.5949130014499758,0.0
2018-09-27,1.0,-0.2319423850879051,-0.6243531939359095,-0.019517656670802193,-0.5542711895179593,-0.5958785971495144,0.0
2018-09-28,1.0,-0.2333192056187939,-0.6237890530394768,-0.019708161782513927,-0.554553160571567,-0.5960280939694841,0.0
2018-10-01,1.0,-0.23277952946883337,-0.6268493815183118,-0.02025224351200582,-0.5547841377637642,-0.5971076885762793,0.0
2018-10-02,1.0,-0.23308270676691728,-0.6260004850836769,-0.020979869027407227,-0.5547235023041475,-0.5970470531166626,0.0
2018-10-03,1.0,-0.23278787878787877,-0.6207272727272727,-0.02039393939393939,-0.5563333333333333,-0.6000606060606061,0.0
2018-10-04,1.0,-0.23199975716367166,-0.6250303545410394,-0.02055002428363283,-0.5550631374453618,-0.6028108305002428,0.0
2018-10-05,1.0,-0.2196678665416377,-0.6187724976557064,-0.008560452524274781,-0.5638101575970235,-0.6140839105841072,0.0
2018-10-08,1.0,-0.21818566165368122,-0.6164160173944555,-0.006220933744035756,-0.5654104004348615,-0.6136075375973908,0.0
2018-10-09,1.0,-0.21739393024309225,-0.6166389853540691,-0.004378680356333988,-0.5663596557451306,-0.6149479088026574,0.0
2018-10-10,1.0,-0.21765380667753426,-0.6160115921028799,-0.004739479562881121,-0.5665640282557508,-0.6138078850449799,0.0
2018-10-11,1.0,-0.17088477063138977,-0.6045785333372617,-0.0,-0.5509560708287912,-0.6198992369111105,0.0
2018-10-12,1.0,-0.1640995435134737,-0.6060963039316742,-0.0,-0.5525254012663819,-0.6223531144161389,0.0
2018-10-15,1.0,-0.14671054564687214,-0.6200452501983369,-0.0,-0.5488790291775629,-0.6226897423089354,0.0
2018-10-16,1.0,-0.1426094112806043,-0.6271933691914293,-0.0,-0.5478058960115216,-0.6215501278546866,0.0
2018-10-17,1.0,-0.12404336734693878,-0.5950255102040817,-0.0,-0.5467590445269017,-0.6330589053803339,0.0
2018-10-18,1.0,-0.12356163589461176,-0.5942146604446248,-0.0,-0.5475493463957567,-0.6331410683748298,0.0
2018-10-19,1.0,-0.11000115154306771,-0.5851278212805159,-0.0,-0.5492572547213266,-0.634442653155228,0.0
2018-10-22,1.0,-0.11004894903541605,-0.5768499856032249,-0.0,-0.5539303196084077,-0.638525770227469,0.0
2018-10-23,1.0,-0.10540313954496834,-0.580295452574369,-0.0,-0.5614466190627619,-0.643751264779856,0.0
2018-10-24,1.0,-0.10356688634524223,-0.5807029714417852,-0.0,-0.5618568620649786,-0.6443808532778356,0.0
2018-10-25,1.0,-0.0866492592382358,-0.5591474144292444,-0.0,-0.5612760401884543,-0.6310949650905375,0.0
2018-10-26,1.0,-0.07876123650914418,-0.5514695522303943,-0.0,-0.5624031335418604,-0.6252994054160678,0.0
2018-10-29,1.0,-0.0647415389796262,-0.5555649099174945,-0.0,-0.5567716226076219,-0.6292024471010832,0.0
2018-10-30,1.0,-0.0794004113718971,-0.5586486714941816,-0.0,-0.5592121946408949,-0.6203544560592826,0.0
2018-10-31,1.0,-0.08183856502242152,-0.5466087443946188,-0.0,-0.5572589686098655,-0.6169562780269058,0.0
2018-11-01,1.0,-0.08029810601815533,-0.5476297209458701,-0.0,-0.5570155777204975,-0.6168048862490194,0.0
2018-11-02,1.0,-0.08417442703395975,-0.5284670718786595,-0.0,-0.562287403111582,-0.613199130095355,0.0
2018-11-05,1.0,-0.0883060231530675,-0.5207203176556121,-0.0,-0.56378278619764,-0.62345506403445,0.0
2018-11-06,1.0,-0.08477426225373427,-0.5189025586413698,-0.0,-0.568814281310428,-0.629963848331138,0.0
2018-11-07,1.0,-0.08419460549533653,-0.5192560849228356,-0.0,-0.5677113968013893,-0.629751001316416,0.0
2018-11-08,1.0,-0.075901698792156,-0.5182013445284387,-0.0,-0.5645345755809089,-0.6308404697481101,0.0
2018-11-09,1.0,-0.0745334674265281,-0.5196949379818975,-0.0,-0.5678567437702536,-0.6314951391216895,0.0
2018-11-12,1.0,-0.07405757558884124,-0.5057352859290607,-0.0,-0.5745030346901275,-0.6298234868311153,0.0
2018-11-13,1.0,-0.056086908447589554,-0.5016862007961079,-0.0,-0.5767636001769129,-0.6296992481203008,0.0
2018-11-14,1.0,-0.05737591594082676,-0.5010922162311626,-0.0,-0.5772431909304576,-0.6293930595879994,0.0
2018-11-15,1.0,-0.056786549382028734,-0.5051497606057231,-0.0,-0.5795290056786548,-0.6421612292617749,0.0
2018-11-16,1.0,-0.051938653380465945,-0.4963119659309155,-0.0,-0.581985693211234,-0.6531856264091074,0.0
2018-11-19,1.0,-0.055926916221033865,-0.4958500445632798,-0.0,-0.5804924242424242,-0.652935606060606,0.0
2018-11-20,1.0,-0.04197201865423051,-0.49236620031090383,-0.0,-0.5819731290250943,-0.6596158116811015,0.0
2018-11-21,1.0,-0.04698522927689595,-0.4877645502645503,-0.0,-0.5819554673721341,-0.6390266754850089,0.0
2018-11-23,1.0,-0.04657526673669081,-0.49745701807728454,-0.0,-0.5804079827519487,-0.6396705179943611,0.0
2018-11-26,1.0,-0.046228239845261115,-0.49892235424150316,-0.0,-0.5793865708759326,-0.6386570875932578,0.0
2018-11-27,1.0,-0.042461148462471066,-0.4990356001322605,-0.0,-0.5772070979830265,-0.6367243469635181,0.0
2018-11-28,1.0,-0.040261784442051196,-0.5121917543423632,-0.0,-0.5738823074586474,-0.6350758015077458,0.0
2018-11-29,1.0,-0.009210778804243537,-0.5060719866224402,-0.0,-0.5787439348666356,-0.6472765152553523,0.0
2018-11-30,1.0,-0.007837206104771071,-0.5082634401209954,-0.0,-0.5800082496906366,-0.6537604839818507,0.0
2018-12-03,1.0,-0.007753856306194836,-0.5082625312766367,-0.0,-0.5799169622480683,-0.653661084989964,0.0
2018-12-04,1.0,-0.002661033688137825,-0.5101229013497202,-0.0,-0.577691210358828,-0.6528585537144738,0.0
2018-12-06,1.0,-0.0,-0.49948223239590145,-0.0,-0.5759483322432963,-0.6496620885110094,0.0
2018-12-07,1.0,-0.0,-0.499454773458372,-0.0,-0.5755411373425658,-0.6511095360122131,0.0
2018-12-10,1.0,-0.0,-0.49641261675917153,-0.0,-0.5696764586435631,-0.6413970488696358,0.0
2018-12-11,1.0,-0.0,-0.4975702456902402,-0.0,-0.5842269580561965,-0.6330120809013167,0.0
2018-12-12,1.0,-0.0,-0.49761090297008204,-0.0,-0.5842156703046099,-0.6330564152685019,0.0
2018-12-13,1.0,-0.0,-0.4940994547082282,-0.0,-0.5876943110604704,-0.6311006212528146,0.0
2018-12-14,1.0,-0.0,-0.4812483039348711,-0.0,-0.5995115332428765,-0.632944369063772,0.0
2018-12-17,1.0,-0.0,-0.47781985393562354,-0.0,-0.5876927238301326,-0.6393832837435759,0.0
2018-12-18,1.0,-0.0,-0.46564063929397836,-0.0,-0.5823602217080127,-0.64263036108271,0.0
2018-12-19,1.0,-0.0,-0.4669325715517706,-0.0,-0.5836791893494313,-0.6443701827197758,0.0
2018-12-20,1.0,-0.0,-0.4572463768115942,-0.0,-0.5867418142780462,-0.6398550724637682,0.0
2018-12-21,1.0,-0.0,-0.45584068430900826,-0.0,-0.5867147821438118,-0.630526597166533,0.0
2018-12-24,1.0,-0.0,-0.45967158661702073,-0.0,-0.5895904208298733,-0.6295036296911414,0.0
2018-12-26,1.0,-0.0,-0.4671629885668705,-0.0,-0.57160329699548,-0.6201010369582558,0.0
2018-12-27,1.0,-0.0,-0.44456254050550875,-0.0,-0.5286843810758264,-0.619105638366818,0.0
2018-12-28,1.0,-0.0,-0.44498574760300597,-0.0,-0.5280642653537185,-0.6183208084996112,0.0
2018-12-31,1.0,-0.0,-0.4452564202233797,-0.0,-0.5280002073129648,-0.618181347015989,0.0
2019-01-02,1.0,-0.0,-0.4444617057635545,-0.0,-0.5258919786650096,-0.618844182072394,0.0
2019-01-03,1.0,-0.0,-0.44568035677245377,-0.0,-0.5216760008297033,-0.6254407799211781,0.0
2019-01-04,1.0,-0.0,-0.44790215203591893,-0.0,-0.5041802136553646,-0.628322237704495,0.0
2019-01-07,1.0,-0.0,-0.43597475276620756,-0.0,-0.4992972682901899,-0.6201415684971763,0.0
2019-01-08,1.0,-0.0,-0.4306604736627195,-0.0,-0.5025265414454879,-0.6188495304205798,0.0
2019-01-09,1.0,-0.0,-0.41601083401471795,-0.0,-0.5059791496320524,-0.6332277187244482,0.0
2019-01-10,1.0,-0.0,-0.4165260951796759,-0.0,-0.5058017686448909,-0.6335173541890303,0.0
2019-01-11,1.0,-0.0,-0.4071534564805813,-0.0,-0.5088522744716779,-0.6424295144041344,0.0
2019-01-14,1.0,-0.0,-0.4122258659561385,-0.0,-0.5162430825988933,-0.633557081369133,0.0
2019-01-15,1.0,-0.0,-0.4109360993725189,-0.0,-0.5165834293763606,-0.6336534767575873,0.0
2019-01-16,1.0,-0.0,-0.41097223645118325,-0.0,-0.5165198237885462,-0.6337209302325582,0.0
2019-01-17,1.0,-0.0,-0.42140589100859643,-0.0,-0.5198905439244134,-0.6402147817332267,0.0
2019-01-18,1.0,-0.0,-0.42119600466986634,-0.0,-0.5231547541834219,-0.650045401478791,0.0
2019-01-22,1.0,-0.0,-0.3752142968465894,-0.0,-0.5128058600446777,-0.7094914021507611,0.0
2019-01-23,1.0,-0.0,-0.3426551535230741,-0.0,-0.5140740354263951,-0.7519630605483526,0.0
2019-01-24,1.0,-0.0,-0.3406926068008038,-0.0,-0.518933166314361,-0.7500717659646651,0.0
2019-01-25,1.0,-0.0,-0.27820462046204625,-0.0,-0.5420990099009901,-0.819960396039604,0.0
2019-01-28,1.0,-0.0,-0.2637490419937102,-0.0,-0.5634926927244377,-0.8155342371627157,0.0
2019-01-29,1.0,-0.0,-0.260212720922849,-0.0,-0.559926976399619,-0.8256429251772675,0.0
2019-01-30,1.0,-0.0,-0.26194638694638694,-0.0,-0.561082856537402,-0.8258635304089849,0.0
2019-01-31,1.0,-0.0,-0.2547706905640485,-0.0,-0.5532946758039009,-0.8276752767527675,0.0
2019-02-01,1.0,-0.0,-0.25358687625276927,-0.0,-0.5559658191792383,-0.8278563139571685,0.0
2019-02-04,1.0,-0.0,-0.2505361823814441,-0.0,-0.5516985728281304,-0.8455794741440941,0.0
2019-02-05,1.0,-0.0,-0.23866462091952803,-0.0,-0.5482249616422411,-0.8584995502883445,0.0
2019-02-06,1.0,-0.0,-0.23033782175074732,-0.0,-0.5503029020396286,-0.8647919367212508,0.0
2019-02-07,1.0,-0.0,-0.21945124036513822,-0.0,-0.5498119064530554,-0.861415831426091,0.0
2019-02-08,1.0,-0.0,-0.21952567713405804,-0.0,-0.5536574451843858,-0.8590192413992787,0.0
2019-02-11,1.0,-0.0,-0.20456883589648894,-0.0,-0.5526392149621462,-0.8806879632804875,0.0
2019-02-12,1.0,-0.0,-0.2140270177386523,-0.0,-0.5569831073043064,-0.8725777883522351,0.0
2019-02-13,1.0,-0.0,-0.21590488771466315,-0.0,-0.556776750330251,-0.8693262879788639,0.0
2019-02-14,1.0,-0.0,-0.19899904671115348,-0.0,-0.572926596758818,-0.8760989301980723,0.0
2019-02-15,1.0,-0.0,-0.18204178788680245,-0.0,-0.5801639777836551,-0.8825971965088601,0.0
2019-02-19,1.0,-0.0,-0.1827042775791286,-0.0,-0.5820156270692624,-0.8839359025294664,0.0
2019-02-20,1.0,-0.0,-0.16327875767882094,-0.0,-0.590313480450315,-0.8829128107780326,0.0
2019-02-21,1.0,-0.0,-0.0794819184406258,-0.0,-0.571736342651962,-0.9135419338291869,0.0
2019-02-22,1.0,-0.0,-0.07427443339144703,-0.0,-0.5787098759101631,-0.9108552968926263,0.0
2019-02-25,1.0,-0.0,-0.07102981657276633,-0.0,-0.586992873864835,-0.9145635563787914,0.0
2019-02-26,1.0,-0.0,-0.07031129405711346,-0.0,-0.588294314381271,-0.9140725495240546,0.0
2019-02-27,1.0,-0.0,-0.07677286742034944,-0.0,-0.5747944501541624,-0.9178057553956835,0.0
2019-02-28,1.0,-0.0,-0.07862150130481503,-0.0,-0.5728393798290948,-0.9069743642224838,0.0
2019-03-01,1.0,-0.0,-0.08035234168949888,-0.0,-0.5832330422758815,-0.8970373594858271,0.0
2019-03-04,1.0,-0.0,-0.07815179828490977,-0.0,-0.5781645974657622,-0.903519774734417,0.0
2019-03-05,1.0,-0.0,-0.07289235425376388,-0.0,-0.5889096924773655,-0.9030239298263613,0.0
2019-03-06,1.0,-0.0,-0.0750531519762289,-0.0,-0.5855426624657394,-0.9009452086375163,0.0
2019-03-07,1.0,-0.0,-0.062352880974311735,-0.0,-0.5965868386040323,-0.8996520315218502,0.0
2019-03-08,1.0,-0.0,-0.05105034925086339,-0.0,-0.6223416686141622,-0.923268676482044,0.0
2019-03-11,1.0,-0.0,-0.0519419503027772,-0.0,-0.6270881186051367,-0.9310920860304864,0.0
2019-03-12,1.0,-0.0,-0.03201259511939124,-0.0,-0.637181842036211,-0.9547887693518763,0.0
2019-03-13,1.0,-0.0,-0.04126315789473684,-0.0,-0.6393421052631579,-0.9509473684210527,0.0
2019-03-14,1.0,-0.0,-0.04341769823122815,-0.0,-0.6336566006990986,-0.9511419485400405,0.0
2019-03-15,1.0,-0.0,-0.03270201019626489,-0.0,-0.6481760308529465,-0.9606413609107958,0.0
2019-03-18,1.0,-0.0,-0.0435848252344416,-0.0,-0.6527333759590792,-0.9677909207161124,0.0
2019-03-19,1.0,-0.0,-0.045966579467193416,-0.0,-0.651700389728258,-0.971731354439165,0.0
2019-03-20,1.0,-0.0,-0.05363728686728313,-0.0,-0.6436207173018333,-0.9752258271420172,0.0
2019-03-21,1.0,-0.0,-0.054691259021651964,-0.0,-0.6505212510024058,-0.9678695535952955,0.0
2019-03-22,1.0,-0.0,-0.0522327905852007,-0.0,-0.6765543554194208,-0.9580847976785426,0.0
2019-03-25,1.0,-0.0,-0.07967457627118643,-0.0,-0.6727593220338982,-0.9594305084745762,0.0
2019-03-26,1.0,-0.0,-0.07292178374542874,-0.0,-0.6703782544620926,-0.9858086348998416,0.0
2019-03-27,1.0,-0.0,-0.06383733624454149,-0.0,-0.6758187772925764,-0.9896015283842795,0.0
2019-03-28,1.0,-0.0,-0.062218337748887007,-0.0,-0.6728757545134242,-0.9961762215606478,0.0
2019-03-29,1.0,-0.0,-0.059840498170098864,-0.0,-0.6728573769596329,-0.9984978423553832,0.0
2019-04-01,1.0,-0.0,-0.06623185241785831,-0.0,-0.6743805261434341,-0.9883473419932322,0.0
2019-04-02,1.0,-0.0,-0.07076645429438627,-0.0,-0.682644718492795,-0.9809958710453639,0.0
2019-04-03,1.0,-0.0,-0.06861433447098976,-0.0,-0.6853242320819112,-0.9764368600682594,0.0
2019-04-04,1.0,-0.0,-0.06828121583205772,-0.0,-0.6693089875355347,-0.9958451782199869,0.0
2019-04-05,1.0,-0.0,-0.06195949644225506,-0.0,-0.6718938149972633,-1.0028735632183907,0.0
2019-04-08,1.0,-0.0,-0.060412963216190343,-0.0,-0.6738958019964447,-1.0005743197046357,0.0
2019-04-09,1.0,-0.0,-0.05281767350071264,-0.0,-0.6907137375287797,-0.9973961188466177,0.0
2019-04-10,1.0,-0.0,-0.055443964449825286,-0.0,-0.6817268800044025,-1.0143906667033542,0.0
2019-04-11,1.0,-0.0,-0.055895316804407714,-0.0,-0.691129476584022,-1.0077685950413222,0.0
2019-04-12,1.0,-0.0,-0.05544068590962975,-0.0,-0.6893557191299313,-1.0120750971797203,0.0
2019-04-15,1.0,-0.0,-0.05451734893863693,-0.0,-0.692577359428051,-1.013277389792144,0.0
2019-04-16,1.0,-0.0,-0.053491581562241236,-0.0,-0.6918299751587081,-1.0148219707424786,0.0
2019-04-17,1.0,-0.0,-0.05725169767570253,-0.0,-0.6794843482581571,-1.0236846463865732,0.0
2019-04-18,1.0,-0.0,-0.06032629664333351,-0.0,-0.6832662734939094,-1.0122912418012455,0.0
2019-04-22,1.0,-0.0,-0.05742982938910292,-0.0,-0.6807099614749588,-1.0136488717666483,0.0
2019-04-23,1.0,-0.0,-0.060303305534913164,-0.0,-0.6793548564665731,-1.0126606666116202,0.0
2019-04-24,1.0,-0.0,-0.06169580996370835,-0.0,-0.6741449466622677,-1.0135268888155726,0.0
2019-04-25,1.0,-0.0,-0.05935608145294441,-0.0,-0.6784810126582278,-1.0139515685195377,0.0
2019-04-26,1.0,-0.0,-0.04611991729841488,-0.0,-0.7056650585802894,-1.004934527911785,0.0
2019-04-29,1.0,-0.0,-0.05208103334069332,-0.0,-0.708876131596379,-0.99900640317951,0.0
2019-04-30,1.0,-0.0,-0.06444198283024093,-0.0,-0.7062032677928552,-0.9986430351703129,0.0
2019-05-01,1.0,-0.0,-0.0751704639946782,-0.0,-0.7077997671711291,-0.9888020400243916,0.0
2019-05-02,1.0,-0.0,-0.08223083310268475,-0.0,-0.6842789925269859,-1.0012731801826737,0.0
