Date,IWF,IWM,MTUM,SPY,TFII,VLUE,VXX
2018-09-24,-0.5736014315313619,-1.2356375965341875,-0.0,-1.005415332454323,1.0,-0.8943303823695612,0.0
2018-09-25,-0.5766914463159876,-1.2332266867413193,-0.0,-1.0037169473981367,1.0,-0.8913145760797967,0.0
2018-09-26,-0.5763977503662744,-1.237345810293492,-0.0,-1.0095940261827119,1.0,-0.9028309466420908,0.0
2018-09-27,-0.5897375041534153,-1.2284615749750794,-0.0,-1.018607300517397,1.0,-0.9099539564247402,0.0
2018-09-28,-0.5886484434320426,-1.2290242976461656,-0.0,-1.0181757782839786,1.0,-0.9098329536826121,0.0
2018-10-01,-0.5970662716804434,-1.2352238520712888,-0.0,-1.028668354914234,1.0,-0.9171006737063405,0.0
2018-10-02,-0.6153400309119011,-1.212809119010819,-0.0,-1.057138717156105,1.0,-0.9446483771251932,0.0
2018-10-03,-0.614200955091409,-1.2054893637547635,-0.0,-1.0573537214799094,1.0,-0.9466017075876707,0.0
2018-10-04,-0.6253630203291385,-1.1987899322362052,-0.0,-1.0727492739593416,1.0,-0.9433688286544045,0.0
2018-10-05,-0.5999136193492658,-1.1800076782800653,-0.0,-1.0730876283712447,1.0,-0.9459161147902869,0.0
2018-10-08,-0.6015865384615384,-1.1833173076923076,-0.0,-1.0747596153846155,1.0,-0.9480288461538462,0.0
2018-10-09,-0.6000384578405922,-1.1832035381213344,-0.0,-1.07518507835785,1.0,-0.9488029997115661,0.0
2018-10-10,-0.6004035357417371,-1.1818312836279785,-0.0,-1.0751825518831668,1.0,-0.9466275941583397,0.0
2018-10-11,-0.49291630833295613,-1.1138822251391844,-0.0,-1.0040736884986194,1.0,-0.915448332050876,0.0
2018-10-12,-0.5059190031152648,-1.0991099243435691,-0.0,-0.9704939919893191,1.0,-0.8748108589230084,0.0
2018-10-15,-0.4675428469940503,-1.134179912973981,-0.0,-0.9631915460438683,1.0,-0.8752331054080454,0.0
2018-10-16,-0.4716947569706942,-1.1314537288210966,-0.0,-0.9659358740605684,1.0,-0.8779294703606529,0.0
2018-10-17,-0.44027921406411585,-1.0618752154429507,-0.0,-0.9395467080317131,1.0,-0.8671578765942779,0.0
2018-10-18,-0.441404901622368,-1.0654987918536416,-0.0,-0.9394632378322403,1.0,-0.8684414911977909,0.0
2018-10-19,-0.4211691574062247,-1.0438114701749903,-0.0,-0.9334525482181633,1.0,-0.8592412824115467,0.0
2018-10-22,-0.4228825897062602,-1.0312580286032371,-0.0,-0.9516142844908795,1.0,-0.8762096428877281,0.0
2018-10-23,-0.4216526658666209,-1.03244471112635,-0.0,-0.953968798217041,1.0,-0.8779358820504028,0.0
2018-10-24,-0.4234779974903725,-1.035178053740643,-0.0,-0.9703171649863701,1.0,-0.8979273938817014,0.0
2018-10-25,-0.38660452839526543,-0.9582628778817999,-0.0,-0.9387553099352497,1.0,-0.8406400791850539,0.0
2018-10-26,-0.3531816492546558,-0.956435561795433,-0.0,-0.9764215220712723,1.0,-0.8432919023826239,0.0
2018-10-29,-0.3139472267097469,-0.9896441738121867,-0.0,-0.9708379934551178,1.0,-0.8678596578435027,0.0
2018-10-30,-0.29769157445397654,-0.9912967798085291,-0.0,-0.9728542417837457,1.0,-0.8825479713208173,0.0
2018-10-31,-0.3041535118291033,-0.9568247980647013,-0.0,-0.966952314568043,1.0,-0.8723194882939029,0.0
2018-11-01,-0.2931408237555728,-0.9625342549797538,-0.0,-0.9640476093091741,1.0,-0.8703832467585585,0.0
2018-11-02,-0.3006525351598914,-0.9187370810197382,-0.0,-0.9729664005187857,1.0,-0.8606168686418352,0.0
2018-11-05,-0.3005349327281569,-0.9190711622629275,-0.0,-0.9728075863186902,1.0,-0.8600664613389528,0.0
2018-11-06,-0.29758952888093976,-0.9189870330474371,-0.0,-0.9796756229421568,1.0,-0.8686232266981017,0.0
2018-11-07,-0.30150465335574594,-0.9287442089295233,-0.0,-0.9917182567340412,1.0,-0.8778647861916281,0.0
2018-11-08,-0.25076753039420363,-0.948012607965942,-0.0,-0.9902165459085513,1.0,-0.9045396864382496,0.0
2018-11-09,-0.2504604051565377,-0.9476161244117045,-0.0,-0.9903826478412113,1.0,-0.9040311029261305,0.0
2018-11-12,-0.25007155415627424,-0.9456597293208489,-0.0,-0.9900233062109007,1.0,-0.9030952283599788,0.0
2018-11-13,-0.2111138073283184,-0.9382835881258594,-0.0,-0.995834344414786,1.0,-0.8990940710183613,0.0
2018-11-14,-0.2117180866119445,-0.9375682341999919,-0.0,-0.9956734462819942,1.0,-0.8985888156564635,0.0
2018-11-15,-0.21034580155751928,-0.9379816809910019,-0.0,-0.9990315942379857,1.0,-0.8876649316063431,0.0
2018-11-16,-0.20566492567296102,-0.9243069505825632,-0.0,-0.9952189634391322,1.0,-0.89252711932503,0.0
2018-11-19,-0.20954256773052496,-0.9238282820162392,-0.0,-0.9938499879411528,1.0,-0.8923948870487982,0.0
2018-11-20,-0.15077180806509513,-0.9113717043596187,-0.0,-1.002433090024331,1.0,-0.924095568585218,0.0
2018-11-21,-0.15953629588738616,-0.9007531248767793,-0.0,-0.9993296794290446,1.0,-0.8834036512755805,0.0
2018-11-23,-0.16150878021891488,-0.8839278683360895,-0.0,-1.0065753208914088,1.0,-0.8853453027797465,0.0
2018-11-26,-0.16062013063665698,-0.8877390414732038,-0.0,-1.0038954906744315,1.0,-0.8825844022979461,0.0
2018-11-27,-0.1593285635663181,-0.8871373535655319,-0.0,-1.0030269675288936,1.0,-0.8815944649736615,0.0
2018-11-28,-0.15463574782861655,-1.0180775464405933,-0.0,-1.0524872210447573,1.0,-0.9305572871213066,0.0
2018-11-29,-0.10546826927021373,-1.0012716905279566,-0.0,-1.0520982893711284,1.0,-0.9434302826434754,0.0
2018-11-30,-0.10796254867843234,-1.0166542381307482,-0.0,-1.0719197945148728,1.0,-0.9463501532852763,0.0
2018-12-03,-0.10386703692958096,-1.019770381730012,-0.0,-1.0738177145936088,1.0,-0.9472789820533013,0.0
2018-12-04,-0.08996568404514822,-1.0280315872162733,-0.0,-1.070078968040683,1.0,-0.9463761524786042,0.0
2018-12-06,-0.07730105465004794,-0.9291706615532119,-0.0,-1.081096196868009,1.0,-0.907318632150847,0.0
2018-12-07,-0.05913715913715913,-0.9554334554334554,-0.0,-1.1107448107448106,1.0,-0.9446886446886448,0.0
2018-12-10,-0.01610959344367668,-0.9631206813434036,-0.0,-1.116302426482404,1.0,-0.921822272215973,0.0
2018-12-11,-0.0,-0.9855626499654317,-0.0,-1.123225832689414,1.0,-0.958070682012282,0.0
2018-12-12,-0.0,-0.9937799238859107,-0.0,-1.1371281253836396,1.0,-0.9612472889470884,0.0
2018-12-13,-0.0,-0.9872476089266738,-0.0,-1.142279081173874,1.0,-0.9577781410937629,0.0
2018-12-14,-0.0,-1.034140466004901,-0.0,-1.1450762138140134,1.0,-0.9741246833077211,0.0
2018-12-17,-0.0,-1.0261886075426494,-0.0,-1.1151637820645215,1.0,-0.9893428063943162,0.0
2018-12-18,-0.0,-1.0073983241365216,-0.0,-1.0992846924177397,1.0,-0.9807480073574494,0.0
2018-12-19,-0.0,-1.0133853418189285,-0.0,-1.1067542599055635,1.0,-0.9857524122356806,0.0
2018-12-20,-0.0,-0.9963754836082265,-0.0,-1.101364284259825,1.0,-0.9747505599674201,0.0
2018-12-21,-0.0,-0.9955498017638967,-0.0,-1.1035682498584027,1.0,-0.9465167084715591,0.0
2018-12-24,-0.0,-0.980507997749377,-0.0,-1.0923961096374888,1.0,-0.9460252391286873,0.0
2018-12-26,-0.0,-0.9842741136858784,-0.0,-1.0551000198059022,1.0,-0.9217666864725688,0.0
2018-12-27,-0.0,-0.9664379239627701,-0.0,-0.9728269443129831,1.0,-1.0045748540779302,0.0
2018-12-28,-0.0,-0.9697841159785692,-0.0,-0.9696265364008824,1.0,-1.0000787897888432,0.0
2018-12-31,-0.0,-1.0645887157263105,-0.0,-1.0405450454204517,1.0,-1.0618801566797234,0.0
2019-01-02,-0.0,-1.062848580704237,-0.0,-1.0357945558977775,1.0,-1.063472904353617,0.0
2019-01-03,-0.0,-1.061850095665918,-0.0,-1.0470842691955746,1.0,-1.0504117793860743,0.0
2019-01-04,-0.0,-1.0640385963465424,-0.0,-1.0079996701166962,1.0,-1.0515442662158263,0.0
2019-01-07,-0.0,-1.0114235147419655,-0.0,-0.9943686899159326,1.0,-1.0165721411045412,0.0
2019-01-08,-0.0,-0.9893702366626554,-0.0,-1.009265944645006,1.0,-1.0125952667468914,0.0
2019-01-09,-0.0,-0.9722199983988473,-0.0,-1.0084060523576974,1.0,-1.0222560243375232,0.0
2019-01-10,-0.0,-1.025898563957832,-0.0,-1.0497219224703245,1.0,-1.074790404250021,0.0
2019-01-11,-0.0,-1.0116985845129058,-0.0,-1.0579517069109077,1.0,-1.0935470441298918,0.0
2019-01-14,-0.0,-1.0164631350810653,-0.0,-1.0665194014921018,1.0,-1.0848997624307088,0.0
2019-01-15,-0.0,-1.0095599899807965,-0.0,-1.0633297152876346,1.0,-1.1018201552976539,0.0
2019-01-16,-0.0,-1.0081310931342047,-0.0,-1.0296204107031737,1.0,-1.1107654013690107,0.0
2019-01-17,-0.0,-1.010293446229195,-0.0,-1.0295936579089362,1.0,-1.1106960527954177,0.0
2019-01-18,-0.0,-1.0127118644067796,-0.0,-1.0448061755328075,1.0,-1.13785870112435,0.0
2019-01-22,-0.0,-1.0308277581004854,-0.0,-1.143294416021689,1.0,-1.1986094713367441,0.0
2019-01-23,-0.0,-0.9734614706400987,-0.0,-1.175630400282137,1.0,-1.2593017104567097,0.0
2019-01-24,-0.0,-0.9687472449969143,-0.0,-1.1835493255752447,1.0,-1.2557083663933704,0.0
