Date,IWF,IWM,MTUM,SONO,SPY,VLUE,VXX
2019-04-30,-0.0,-1.4203334479202474,-0.0,1.0,-3.408903403231351,-2.7647817119284976,0.0
2019-05-01,-0.0,-1.426385904598195,-0.0,1.0,-3.4083369144821662,-2.760034379028793,0.0
2019-05-02,-0.0,-1.4122490993309316,-0.0,1.0,-3.400497512437811,-2.764968262137588,0.0
2019-05-03,-0.0,-1.4372904667755522,-0.0,1.0,-3.395770652454225,-2.763173729906301,0.0
2019-05-06,-0.0,-1.3820484298793532,-0.0,1.0,-3.407033455976726,-2.767433900915547,0.0
2019-05-07,-0.0,-1.3934650585920794,-0.0,1.0,-3.4003934650585923,-2.7597297066119237,0.0
2019-05-08,-0.0,-1.3926370007599427,-0.0,1.0,-3.3161361141602637,-2.7350333530355484,0.0
2019-05-09,-0.0,-1.3953999661762218,-0.0,1.0,-3.317182479282936,-2.743362083544732,0.0
2019-05-10,-0.0,-1.396704689480355,-0.0,1.0,-3.316180819602873,-2.7366286438529785,0.0
2019-05-13,-0.0,-1.3934815820743507,-0.0,1.0,-3.3447631980987946,-2.7492785605160415,0.0
2019-05-14,-0.0,-1.3077432164129714,-0.050297816015883526,1.0,-3.2605062872270016,-2.654119788219722,0.0
2019-05-15,-0.0,-1.2876678474338907,-0.06796276464288657,1.0,-3.255869511491886,-2.626493121344427,0.0
2019-05-16,-0.0,-1.2922366902917422,-0.07136970496126585,1.0,-3.2461677929784076,-2.6315312345475523,0.0
2019-05-17,-0.0,-1.2909569653583477,-0.06105488356784333,1.0,-3.237965934337201,-2.6383608985435694,0.0
2019-05-20,-0.0,-1.2609445585215606,-0.07802874743326489,1.0,-3.236386036960986,-2.638193018480493,0.0
2019-05-21,-0.0,-1.2571592680725363,-0.08886518421268563,1.0,-3.224747681956183,-2.6346106506933613,0.0
2019-05-22,-0.0,-1.2266622993776612,-0.11652472977399278,1.0,-3.2282181460858173,-2.6172617097936457,0.0
2019-05-23,-0.0,-1.2154488176090337,-0.1542426969969724,1.0,-3.2356599296293265,-2.577285001227396,0.0
2019-05-24,-0.0,-1.1389296785772558,-0.19399575787240986,1.0,-3.2328275411975858,-2.592266275085658,0.0
2019-05-28,-0.0,-1.1289454367506728,-0.19802626213196314,1.0,-3.234320202267352,-2.5946497023081316,0.0
2019-05-29,-0.0,-1.1490314178740029,-0.2036464268272831,1.0,-3.236529383037604,-2.5502197623311087,0.0
2019-05-30,-0.0,-1.1417770912933907,-0.20160962523372083,1.0,-3.2318510690187794,-2.554182586781563,0.0
2019-05-31,-0.0,-1.1386517036675612,-0.20858746035618445,1.0,-3.2338781816703266,-2.551028706188501,0.0
2019-06-03,-0.0,-1.1453488372093021,-0.2571059431524548,1.0,-3.2176195090439275,-2.454861111111111,0.0
2019-06-04,-0.0,-1.1371627643198576,-0.2898809041562019,1.0,-3.2644413837802806,-2.4102730292473464,0.0
2019-06-05,-0.0,-1.107853237182027,-0.3175370473096125,1.0,-3.236072588953166,-2.263095332435217,0.0
2019-06-06,-0.0,-1.1266534653465348,-0.28221782178217825,1.0,-3.2194851485148512,-2.2924356435643567,0.0
2019-06-07,-0.0,-1.1352484963596075,-0.27841088952200066,1.0,-3.212646407090851,-2.2876701487812596,0.0
2019-06-10,-0.0,-1.1393843725335437,-0.26700868192580895,1.0,-3.1953433307024466,-2.290923441199684,0.0
2019-06-11,-0.0,-1.1375748975086724,-0.27294228949858085,1.0,-3.1921318196152635,-2.281299274676758,0.0
2019-06-12,-0.0,-1.131166982922201,-0.26415243516761544,1.0,-3.2075426944971532,-2.303447185325743,0.0
2019-06-13,-0.0,-1.1368163136263043,-0.2700758773316472,1.0,-3.203446095478976,-2.2935504268099907,0.0
2019-06-14,-0.0,-1.1309222994314592,-0.27439987365761215,1.0,-3.2038850284270373,-2.2871920404295643,0.0
2019-06-17,-0.0,-1.1158435401027262,-0.27973133148952983,1.0,-3.2217305412880286,-2.28478862109838,0.0
2019-06-18,-0.0,-1.1120594278489015,-0.28212422949265054,1.0,-3.221036826299984,-2.2874980243401293,0.0
2019-06-19,-0.0,-1.1093356423173806,-0.3040774559193955,1.0,-3.213003778337532,-2.2451196473551636,0.0
2019-06-20,-0.0,-1.1082336272040303,-0.29762279596977337,1.0,-3.2179628463476075,-2.2477959697733,0.0
2019-06-21,-0.0,-1.123259655470778,-0.28883819712105724,1.0,-3.197278376465036,-2.2566664044678677,0.0
2019-06-24,-0.0,-1.1240852938862222,-0.2867259422456527,1.0,-3.201353371626406,-2.256275080651507,0.0
2019-06-25,-0.0,-1.1107614852108243,-0.29255821271239774,1.0,-3.205632473253618,-2.2576305852737573,0.0
2019-06-26,-0.0,-1.1100463435708114,-0.28018223234624146,1.0,-3.195507030084047,-2.269106904406567,0.0
2019-06-27,-0.0,-1.1027397260273972,-0.26869784285939224,1.0,-3.1995748700991973,-2.301684774051331,0.0
2019-06-28,-0.0,-1.0352523659305994,-0.2919558359621451,1.0,-3.247476340694006,-2.311750788643533,0.0
2019-07-01,-0.0,-1.019916555144454,-0.30158230339289926,1.0,-3.2576556718885303,-2.2930016531527984,0.0
2019-07-02,-0.0,-1.0328564691086306,-0.2889482785725515,1.0,-3.2437509825499133,-2.294843578053765,0.0
2019-07-03,-0.0,-1.0376513126866844,-0.2865115547869832,1.0,-3.24005659487502,-2.2961798459361735,0.0
2019-07-05,-0.0,-1.0378811694435714,-0.27640679031751025,1.0,-3.2384470292360894,-2.306507387613958,0.0
2019-07-08,-0.0,-1.0311614730878187,-0.28289266603714197,1.0,-3.2464589235127477,-2.308467107333963,0.0
2019-07-09,-0.0,-1.020988915965726,-0.28071692477006527,1.0,-3.248172313497367,-2.3111390613945444,0.0
2019-07-10,-0.0,-1.0217767295597484,-0.2820754716981132,1.0,-3.2473270440251567,-2.3103773584905656,0.0
2019-07-11,-0.0,-1.025223950966525,-0.2802923149457803,1.0,-3.242417098852742,-2.30999528524281,0.0
2019-07-12,-0.0,-1.0214588901116177,-0.2813236912435152,1.0,-3.243908190536079,-2.3137085363936487,0.0
2019-07-15,-0.0,-1.0185243328100468,-0.289010989010989,1.0,-3.2507849293563575,-2.2910518053375193,0.0
2019-07-16,-0.0,-1.0184458398744112,-0.2898744113029827,1.0,-3.2498430141287282,-2.291130298273155,0.0
2019-07-17,-0.0,-1.029310073864529,-0.28445701713028443,1.0,-3.2498035517837494,-2.2943580072292944,0.0
2019-07-18,-0.0,-1.0314366551398932,-0.2978623074504873,1.0,-3.2489783087079536,-2.2808079220370954,0.0
2019-07-19,-0.0,-1.037352245862884,-0.29101654846335695,1.0,-3.275728920409771,-2.276201733648542,0.0
2019-07-22,-0.0,-1.0527100164718801,-0.2915522786100871,1.0,-3.246136951917798,-2.253431641697388,0.0
2019-07-23,-0.0,-1.0740597729554406,-0.2855046721754576,1.0,-3.1711329060159086,-2.191829484902309,0.0
2019-07-24,-0.0,-1.0735226045363369,-0.31183459342694025,1.0,-3.1604690634161394,-2.169109705292393,0.0
2019-07-25,-0.0,-1.0247008284749923,-0.3426664621049402,1.0,-3.166768947529917,-2.136928505676588,0.0
2019-07-26,-0.0,-1.019546935373892,-0.3571482688082431,1.0,-3.1084173043412378,-2.091294795060232,0.0
2019-07-29,-0.0,-0.9203190166093509,-0.31177288358820515,1.0,-3.0143411136313745,-2.0704616960561935,0.0
2019-07-30,-0.0,-0.9087073543318542,-0.3220338983050847,1.0,-2.980723066850949,-2.062850076380301,0.0
2019-07-31,-0.0,-0.9306089859911446,-0.31777600348406765,1.0,-2.9581186034695506,-2.0519706757639544,0.0
2019-08-01,-0.0,-0.9810671256454389,-0.31719736087205963,1.0,-2.8871916236374067,-1.9860154905335627,0.0
2019-08-02,-0.0,-0.9568509787112446,-0.32726103729104156,1.0,-2.8674096299471357,-1.9923560508644096,0.0
2019-08-05,-0.0,-0.9494083469141925,-0.3285623184298165,1.0,-2.851980443562673,-1.9557145893856724,0.0
2019-08-06,-0.0,-0.9447700475763636,-0.30048955388540305,1.0,-2.738192098186582,-1.9116734468730607,0.0
2019-08-07,-0.0,-0.963784643029926,-0.25827631488008845,1.0,-2.7392356071601354,-1.950031100974497,0.0
2019-08-08,-0.0,-0.9330832196452933,-0.22980900409276941,1.0,-2.709481582537517,-1.9489085948158253,0.0
2019-08-09,-0.0,-0.9065893302758481,-0.2191272678222162,1.0,-2.6717474876913734,-1.9469886018749576,0.0
2019-08-12,-0.0,-0.8812986833942233,-0.3226718136072241,1.0,-2.7752808988764044,-1.9139725649686359,0.0
2019-08-13,-0.0,-0.8178228606440194,-0.3196269317176118,1.0,-2.747225815235891,-1.9230036081421473,0.0
2019-08-14,-0.0,-0.8298941444459332,-0.30463620527937824,1.0,-2.6953637947206217,-1.8698244673723703,0.0
2019-08-15,-0.0,-0.8797189941566542,-0.356181471997899,1.0,-2.6308187249688135,-1.698837896395509,0.0
2019-08-16,-0.0,-0.8879542616810145,-0.3541433922586581,1.0,-2.6215416967864886,-1.707958204639548,0.0
2019-08-19,-0.0,-0.8435480712747209,-0.36100776711702887,1.0,-2.633248482475034,-1.6891847790614187,0.0
2019-08-20,-0.0,-0.8466729021913415,-0.36912079102084444,1.0,-2.7018305718866915,-1.7632950293960448,0.0
2019-08-21,-0.0,-0.8658101836281697,-0.397390193044999,1.0,-2.7179659648886796,-1.7452075065581492,0.0
2019-08-22,-0.0,-0.8714266450916937,-0.40567691477885653,1.0,-2.737526968716289,-1.7275485436893203,0.0
2019-08-23,-0.0,-0.8596503026227303,-0.40773369199731,1.0,-2.72595830531271,-1.731607262945528,0.0
2019-08-26,-0.0,-0.7980512036683226,-0.34880906890841934,1.0,-2.599223028913514,-1.622532161508088,0.0
2019-08-27,-0.0,-0.6957983193277312,-0.17137254901960786,1.0,-2.416470588235294,-1.3185994397759104,0.0
2019-08-28,-0.0,-0.705140369481498,-0.16252720879611543,1.0,-2.408885416085282,-1.304794329407825,0.0
2019-08-29,-0.0,-0.6756455921638468,-0.16490427426536064,1.0,-2.410618878005343,-1.3142809439002672,0.0
2019-08-30,-0.0,-0.6545575737377104,-0.17741487529856137,1.0,-2.4246514469810587,-1.2980058879075709,0.0
2019-09-03,-0.0,-0.6025998661013167,-0.13523767016291005,1.0,-2.4353380941754073,-1.4059361749609462,0.0
2019-09-04,-0.0,-0.5844668714348398,-0.1707437472575691,1.0,-2.3536090390522157,-1.3759872751206668,0.0
2019-09-05,-0.0,-0.5944098019910294,-0.17126134996171094,1.0,-2.349688217919265,-1.3545016956569302,0.0
2019-09-06,-0.0,-0.5877311927103107,-0.18072354504528937,1.0,-2.3520095460215873,-1.3034116179421815,0.0
2019-09-09,-0.0,-0.5927066450567261,-0.18406266882766076,1.0,-2.3393300918422475,-1.286385737439222,0.0
2019-09-10,-0.0,-0.5869646381140328,-0.16288868739666118,1.0,-2.3240172809216495,-1.2597471865166143,0.0
2019-09-11,-0.0,-0.6124330913137951,-0.16577455085060153,1.0,-2.2886215485717316,-1.2329217234617629,0.0
2019-09-12,-0.0,-0.6139108704706372,-0.15566430653894212,1.0,-2.240993336109954,-1.1955435235318619,0.0
2019-09-13,-0.0,-0.61385777546236,-0.1443605105496223,1.0,-2.2417817139880176,-1.209690023443605,0.0
2019-09-16,-0.0,-0.5907765037215853,-0.11199959766646551,1.0,-2.1734057533695434,-1.1529370348018508,0.0
2019-09-17,-0.0,-0.47475147138829815,-0.1271576240170137,1.0,-2.1596518126514663,-1.1842821108858004,0.0
2019-09-18,-0.0,-0.44558997632202046,-0.11908050513022889,1.0,-2.1646606156274664,-1.2035812943962114,0.0
2019-09-19,-0.0,-0.43939319312416886,-0.11545091858346057,1.0,-2.1730286164606216,-1.197507757474265,0.0
2019-09-20,-0.0,-0.45212503697860174,-0.1394339808697367,1.0,-2.14983729415245,-1.189034611971206,0.0
2019-09-23,-0.0,-0.4531774225379909,-0.14244128675745016,1.0,-2.1477205447010066,-1.1904973357015987,0.0
2019-09-24,-0.0,-0.45330307365928263,-0.1410528393112635,1.0,-2.1476145838472545,-1.191721347871133,0.0
2019-09-25,-0.0,-0.4399118511263467,-0.14588638589618022,1.0,-2.1465230166503426,-1.1648383937316356,0.0
2019-09-26,-0.0,-0.3657687651331719,-0.3013014527845036,1.0,-2.2462167070217918,-1.1311037126715093,0.0
2019-09-27,-0.0,-0.356057515806649,-0.2867122170099939,1.0,-2.2861513359167858,-1.1699469712420967,0.0
2019-09-30,-0.0,-0.21780773323873712,-0.3878274970860994,1.0,-2.2601733137384077,-1.2017939492221152,0.0
2019-10-01,-0.0,-0.19518133400963733,-0.40907938118184123,1.0,-2.256910981486178,-1.211057570377885,0.0
2019-10-02,-0.0,-0.2140452876376989,-0.4491534067727458,1.0,-2.2590269277845776,-1.1777845777233782,0.0
2019-10-03,-0.0,-0.28764488535708865,-0.42941742167333097,1.0,-2.240269271650554,-1.104216227159994,0.0
2019-10-04,-0.0,-0.3105164271568578,-0.4550855633981618,1.0,-2.2097699690245265,-1.1025745188645713,0.0
2019-10-07,-0.0,-0.28972575115950794,-0.4049203468441218,1.0,-2.2314478725549507,-1.1152450090744102,0.0
2019-10-08,-0.0,-0.29080656530057397,-0.37609505588561076,1.0,-2.252492196153459,-1.115345886617662,0.0
2019-10-09,-0.0,-0.32060386353478676,-0.37691811094006056,1.0,-2.2135372697025377,-1.0549237721606992,0.0
2019-10-10,-0.0,-0.36485186123069135,-0.44441630792605724,1.0,-2.166269941757407,-1.0890351987845024,0.0
2019-10-11,-0.0,-0.387546610818818,-0.5250549113755938,1.0,-2.1106911171272413,-1.0847422996373295,0.0
2019-10-14,-0.0,-0.35914011595095174,-0.5688266379354574,1.0,-2.1420655687240266,-1.0605407624031604,0.0
2019-10-15,-0.0,-0.3671068180650465,-0.5893747109900838,1.0,-2.13718337358064,-1.0443405435955402,0.0
2019-10-16,-0.0,-0.3991657225254918,-0.5992378205788444,1.0,-2.117416829745597,-1.0340405809043156,0.0
2019-10-17,-0.0,-0.4022953013226288,-0.596881272193917,1.0,-2.112963820698883,-1.0342751273737842,0.0
2019-10-18,-0.0,-0.38439483923817325,-0.579920131066967,1.0,-2.1245648167110383,-1.0309236125332788,0.0
2019-10-21,-0.0,-0.3928882067024814,-0.5793809158352519,1.0,-2.122384241493988,-1.021744691737017,0.0
2019-10-22,-0.0,-0.3372570906692374,-0.5799888375868892,1.0,-2.107412857070374,-1.049216094170176,0.0
2019-10-23,-0.0,-0.34164437490536514,-0.5562509463483571,1.0,-2.0756573966587593,-1.073638520163529,0.0
2019-10-24,-0.0,-0.325045231325924,-0.6714396484879814,1.0,-2.0724735073662446,-1.1002843111915224,0.0
2019-10-25,-0.0,-0.3269567006068086,-0.6621927388666049,1.0,-2.0561040831019235,-1.0971922246220303,0.0
2019-10-28,-0.0,-0.38334102682463966,-0.6851823357439605,1.0,-2.004205775247474,-1.056265066420475,0.0
2019-10-29,-0.0,-0.386998186998187,-0.7452991452991453,1.0,-1.9773115773115773,-1.0703962703962704,0.0
2019-10-30,-0.0,-0.396699361669002,-0.7502724583527947,1.0,-1.974674347397374,-1.0679848461259016,0.0
2019-10-31,-0.0,-0.3896164397743155,-0.7512811222112945,1.0,-1.9205445416429423,-1.1147574926238417,0.0
2019-11-01,-0.0,-0.4011410788381743,-0.762603734439834,1.0,-1.9230290456431534,-1.099896265560166,0.0
2019-11-04,-0.0,-0.3851930248966838,-0.8072270940429392,1.0,-1.791402076403588,-1.0560427376272552,0.0
2019-11-05,-0.0,-0.3682020802377415,-0.7206537890044576,1.0,-1.8016344725111442,-1.0624566617137197,0.0
2019-11-06,-0.0,-0.35696417850710427,-0.7376926155693416,1.0,-1.8006303782269362,-1.1077146287772663,0.0
2019-11-07,-0.0,-0.3902940881260665,-0.7685436113620395,1.0,-1.7646291277727593,-1.0950516912576533,0.0
2019-11-08,-0.0,-0.3925026452360558,-0.7660603617675216,1.0,-1.773567793621202,-1.1064140676172722,0.0
2019-11-11,-0.0,-0.3541562718291588,-0.817732761201477,1.0,-1.7080131723380902,-1.109569903203273,0.0
2019-11-12,-0.0,-0.33398174472542275,-0.8193924884034117,1.0,-1.7165444660581575,-1.1178612399620929,0.0
2019-11-13,-0.0,-0.3448870844963208,-0.916417153006851,1.0,-1.6948490230905862,-1.1187008373509262,0.0
2019-11-14,-0.0,-0.34064817636899314,-0.9318297267093365,1.0,-1.68723966270446,-1.120034542314335,0.0
2019-11-15,-0.0,-0.3407034665040155,-0.9364135407136323,1.0,-1.6848124428179323,-1.1209210125038123,0.0
2019-11-18,-0.0,-0.3440827190827191,-0.966113841113841,1.0,-1.6998873873873874,-1.1086711711711712,0.0
2019-11-19,-0.0,-0.4358651779629921,-0.9637259527179327,1.0,-1.7137914766472717,-1.128531739791372,0.0
2019-11-20,-0.0,-0.42358078602620086,-0.9136514867955915,1.0,-1.712882096069869,-1.148419629860678,0.0
2019-11-21,-0.0,-0.3781289775137887,-1.0179783623249894,1.0,-1.6785108188375053,-1.2287335596096733,0.0
2019-11-22,-0.0,-0.3628727871989793,-0.9983520280686832,1.0,-1.6981553346446228,-1.2566051778214875,0.0
2019-11-25,-0.0,-0.3612927430592775,-1.0120591703290813,1.0,-1.7122949941044057,-1.2739843498767285,0.0
2019-11-26,-0.0,-0.34056457228560716,-1.014408913171568,1.0,-1.7189994107879372,-1.2824468370025175,0.0
2019-11-27,-0.0,-0.31913400280747223,-1.0011877766979809,1.0,-1.7467336140805527,-1.3319295972357197,0.0
2019-11-29,-0.0,-0.29673852957435043,-1.0728026533996682,1.0,-1.7974571586511885,-1.3609729132117192,0.0
2019-12-02,-0.0,-0.30641729196998546,-1.1263859334751933,1.0,-1.804905364542502,-1.3619666256019711,0.0
2019-12-03,-0.0,-0.30333857913669066,-1.1409622302158275,1.0,-1.8136803057553956,-1.3625224820143884,0.0
2019-12-04,-0.0,-0.35851087941976434,-1.1733340888485948,1.0,-1.8006572982774252,-1.3339188576609249,0.0
2019-12-05,-0.0,-0.3427719821162444,-1.224521380259085,1.0,-1.780522755932592,-1.3840995070503266,0.0
2019-12-06,-0.0,-0.383036856179514,-1.2582839204743634,1.0,-1.810429019881409,-1.3615277293337984,0.0
2019-12-09,-0.0,-0.2843258526241385,-1.3254403015844967,1.0,-1.8698827825882076,-1.4106732638275314,0.0
2019-12-10,-0.0,-0.2735977227146277,-1.6895904768066248,1.0,-2.130685126479912,-1.3756226952189945,0.0
2019-12-11,-0.0,-0.258390566282234,-1.704289231566671,1.0,-2.1295192432292342,-1.3870675132823636,0.0
2019-12-12,-0.0,-0.27860312560293266,-1.6858318862949386,1.0,-2.1007138722747443,-1.3661328702810471,0.0
2019-12-13,-0.0,-0.2800025794802347,-1.7255433030244403,1.0,-2.0949248726381633,-1.3481653446830462,0.0
2019-12-16,-0.0,-0.27882532806726973,-1.742960886737164,1.0,-2.0707096445407056,-1.277742387565295,0.0
2019-12-17,-0.0,-0.23351557868388118,-1.8878861735063568,1.0,-2.1754166392200776,-1.290297081878664,0.0
2019-12-18,-0.02635583840619812,-0.2648727172108467,-2.024003873824018,1.0,-2.2590619811842836,-1.3432484781405645,0.0
2019-12-19,-0.024951348345843758,-0.2968445927161523,-2.040936891854323,1.0,-2.238532110091743,-1.348971365026411,0.0
2019-12-20,-0.0317227916056613,-0.33186920448999513,-2.0605870459457574,1.0,-2.2281252178763156,-1.3197378512166213,0.0
2019-12-23,-0.03890208129627043,-0.3607347394887554,-2.0509847744098337,1.0,-2.2408855985472833,-1.2927084788378265,0.0
2019-12-24,-0.060152990264255905,-0.3688456189151599,-2.0101529902642556,1.0,-2.23567454798331,-1.2792767732962447,0.0
2019-12-26,-0.08301599390708302,-0.3756837222183757,-1.9867756006369865,1.0,-2.2285536245932285,-1.2497403586512497,0.0
2019-12-27,-0.08297784505297923,-0.40807761111875607,-1.9860327507912483,1.0,-2.1793037016650616,-1.2240264208063851,0.0
2019-12-30,-0.11669894853348091,-0.40778915329275045,-2.0201992252351966,1.0,-2.195282235749862,-1.1775733259546208,0.0
2019-12-31,-0.09444675252735078,-0.4218252319623321,-2.035936850851683,1.0,-2.1981719983381804,-1.173867885334441,0.0
2020-01-02,-0.08809407835223713,-0.42272632384663555,-2.0538584649641636,1.0,-2.2120242154338596,-1.181754923109039,0.0
2020-01-03,-0.07047353760445682,-0.4100974930362117,-2.0549442896935934,1.0,-2.213718662952646,-1.214484679665738,0.0
2020-01-06,-0.0802724910457195,-0.43486199873586634,-2.095793243907578,1.0,-2.2060537959126347,-1.2059835662616758,0.0
2020-01-07,-0.0664699269252389,-0.431070826306914,-2.108487914558741,1.0,-2.2053822372119165,-1.215008431703204,0.0
2020-01-08,-0.07367166690032244,-0.42871162203841295,-2.0899341090705175,1.0,-2.1817608299453246,-1.2355951212673488,0.0
2020-01-09,-0.05021787270519323,-0.4546039002785913,-2.148153439531395,1.0,-2.212943781698693,-1.277448389170655,0.0
2020-01-10,-0.08287411436341516,-0.4475774708366135,-2.155514205968654,1.0,-2.205682387461533,-1.2650110928218707,0.0
2020-01-13,-0.10172032264972519,-0.4494253694053823,-2.1534013848240416,1.0,-2.1843814690556074,-1.2493397101863088,0.0
2020-01-14,-0.1534264513312964,-0.4282700421940928,-2.220355012367234,1.0,-2.224938163829478,-1.2478539211406954,0.0
2020-01-15,-0.17772251883273604,-0.42529071893512765,-2.232721421780151,1.0,-2.2374753163168286,-1.240547063555913,0.0
2020-01-16,-0.18719463283016113,-0.42222708378910523,-2.2115510829140232,1.0,-2.235105374462189,-1.2362721505141105,0.0
2020-01-17,-0.1419350211575701,-0.3832030409524492,-2.2003872911138207,1.0,-2.1839632790647636,-1.2626407516316431,0.0
2020-01-21,-0.13955325720031603,-0.3990519284636932,-2.1943546649429004,1.0,-2.1871004812181285,-1.2622997917115564,0.0
2020-01-22,-0.10669869983041266,-0.3943612210288298,-2.1517806670435276,1.0,-2.1304409270774447,-1.2828575466365177,0.0
2020-01-23,-0.05581744893079183,-0.42126118740178997,-2.089089294254287,1.0,-2.075903532144565,-1.189997950399672,0.0
2020-01-24,-0.0555858682308007,-0.42872732232983224,-2.0894148138043924,1.0,-2.07393261492293,-1.1727595143909426,0.0
2020-01-27,-0.037984128060774607,-0.39116869022586986,-2.0957742657532386,1.0,-2.07040629451265,-1.187614461100183,0.0
2020-01-28,-0.0,-0.4298358219039254,-2.1277616377271804,1.0,-2.0589149381798526,-1.1397878521721505,0.0
2020-01-29,-0.0,-0.43380471380471386,-2.123097643097643,1.0,-2.0420875420875424,-1.135016835016835,0.0
2020-01-30,-0.0024301336573511545,-0.44066423653300935,-2.1216416902929662,1.0,-2.091062508437964,-1.0945727014985824,0.0
2020-01-31,-0.0,-0.46144970815800185,-2.126374372200353,1.0,-2.097665264015203,-1.101533867245826,0.0
2020-02-03,-0.0,-0.43504672897196267,-2.083578104138852,1.0,-2.0625500667556746,-1.094392523364486,0.0
2020-02-04,-0.0,-0.42548380661036106,-2.0637095165259027,1.0,-2.0593203431535545,-1.101749019086254,0.0
2020-02-05,-0.0,-0.42905094116098463,-2.0460708174279323,1.0,-2.030604185862841,-1.0758194023956826,0.0
2020-02-06,-0.013268998793727383,-0.43868114193807806,-2.2163248894250103,1.0,-2.040544162980834,-0.9926953491489078,0.0
2020-02-07,-0.08432278706007822,-0.39843583362957696,-2.4104514752932813,1.0,-2.168787771062922,-1.0478492712406684,0.0
2020-02-10,-0.08543675031275295,-0.4404297593641916,-2.5139451026565602,1.0,-2.2354845831186987,-1.083597027007138,0.0
2020-02-11,-0.05585891381345927,-0.44414108618654075,-2.5151269185360094,1.0,-2.251402007083825,-1.1124557260920898,0.0
2020-02-12,-0.0547834399588205,-0.44348849180086775,-2.5159202882564893,1.0,-2.245312155305537,-1.0939774983454666,0.0
2020-02-13,-0.04356785398881366,-0.45098616426258464,-2.532234324403886,1.0,-2.249190462172505,-1.0833823962319695,0.0
2020-02-14,-0.04814569048145691,-0.4541030745410307,-2.537712895377129,1.0,-2.2303325223033252,-1.1027058910270588,0.0
2020-02-18,-0.0421775742354853,-0.46055547348205056,-2.5290293987295023,1.0,-2.2272122913281134,-1.1277145811789038,0.0
2020-02-19,-0.03475876380345364,-0.49811013117913,-2.5372415326465574,1.0,-2.210257170384644,-1.1308826799081007,0.0
2020-02-20,-0.07799169497923744,-0.5049452623631558,-2.5682899207248013,1.0,-2.2492261230653074,-1.1495658739146848,0.0
2020-02-21,-0.061049140789870365,-0.5069339764847755,-2.571826952065119,1.0,-2.2502261079288512,-1.1468947844437745,0.0
2020-02-24,-0.09435109860868242,-0.5314376948224739,-2.5763704097924425,1.0,-2.2634379989356037,-1.1371550216680606,0.0
2020-02-25,-0.15464139564936463,-0.6133247182137986,-2.407854117309211,1.0,-1.96338574197717,-1.0400603058367435,0.0
2020-02-26,-0.17398455377574373,-0.5504862700228834,-2.450729405034325,1.0,-2.022025171624714,-0.953804347826087,0.0
2020-02-27,-0.21640139890086357,-0.5265862536578402,-2.424951823567197,1.0,-2.037327813860538,-0.9319106416387123,0.0
2020-02-28,-0.20015760441292357,-0.6704754399789861,-2.1203047018649857,1.0,-1.7186761229314422,-0.8573023377987917,0.0
2020-03-02,-0.2431369979689445,-0.6198650330865492,-2.092576819760205,1.0,-1.7358972679027718,-0.8603157963703074,0.0
2020-03-03,-0.19293836778287365,-0.8159829113526418,-1.842621096940378,1.0,-1.6238612803920334,-0.8071872840359364,0.0
2020-03-04,-0.07445426998948736,-0.9060664151876817,-1.914785727536949,1.0,-1.54894564343578,-0.7395337332261456,0.0
