Date,CM,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.1593735106797799,-0.3075473333044496,-0.04789653827823752,-0.3355357220224427,-0.3159741778952385,0.0
2018-09-25,1.0,-0.1601481288981289,-0.30671777546777546,-0.04922470547470548,-0.33476264726264726,-0.3147739085239085,0.0
2018-09-26,1.0,-0.15985009315021012,-0.3065291798448941,-0.048221480871712664,-0.3352541051080976,-0.3164074346865387,0.0
2018-09-27,1.0,-0.15937378030270177,-0.30890324818942716,-0.04770371655318964,-0.335573962444165,-0.3167960449282276,0.0
2018-09-28,1.0,-0.15849850370820143,-0.30977577308409593,-0.04798976449668214,-0.3354729583206835,-0.31680183892093505,0.0
2018-10-01,1.0,-0.1587473704755915,-0.30955737242740344,-0.04803626032833814,-0.33555984472251743,-0.3167790765760881,0.0
2018-10-02,1.0,-0.16139336781259508,-0.2939284627754357,-0.05380503281324699,-0.341192576817767,-0.3227432743708984,0.0
2018-10-03,1.0,-0.16183059990429371,-0.29703745595336495,-0.05426980467220603,-0.340605559664158,-0.3213990516378823,0.0
2018-10-04,1.0,-0.16336160034790173,-0.2943465970863231,-0.05457708197434225,-0.34244400956729726,-0.3196564470537073,0.0
2018-10-05,1.0,-0.15868957597555955,-0.2907503304227244,-0.05041925768639092,-0.3446796524602951,-0.322167573072173,0.0
2018-10-08,1.0,-0.15798130193905816,-0.28949532548476453,-0.04936374653739612,-0.3454163781163435,-0.3218490304709141,0.0
2018-10-09,1.0,-0.1581475871023588,-0.28946115559402724,-0.0498376974680805,-0.34516338454879897,-0.3214022938757845,0.0
2018-10-10,1.0,-0.1583957080430926,-0.28888504304936613,-0.05020983861895903,-0.34530350884783456,-0.32049063297711244,0.0
2018-10-11,1.0,-0.142583813431408,-0.2837007589447055,-0.03207976360041668,-0.3423542167137907,-0.3251557218478284,0.0
2018-10-12,1.0,-0.14080088186038625,-0.2823225149979861,-0.02931761812901448,-0.34273843088207234,-0.3246772518177771,0.0
2018-10-15,1.0,-0.1313477699455981,-0.29781334010711036,-0.016172392625050276,-0.3436845113354925,-0.32778730340170614,0.0
2018-10-16,1.0,-0.13059677794948873,-0.3010775451446959,-0.013760399686686284,-0.34381946355611065,-0.32773038084552364,0.0
2018-10-17,1.0,-0.12568741866420385,-0.2893665253347886,-0.0097602955375509,-0.3432895344443978,-0.33088451366441374,0.0
2018-10-18,1.0,-0.1258212808833099,-0.2896576334515838,-0.009530006927097547,-0.3431432229895674,-0.3309473330674447,0.0
2018-10-19,1.0,-0.12195682611330533,-0.28579190437381147,-0.006290096754644432,-0.3445134056381,-0.33116001086661234,0.0
2018-10-22,1.0,-0.122301406507973,-0.2853351167213526,-0.006018934564985684,-0.3447929946289368,-0.33143848356287486,0.0
2018-10-23,1.0,-0.12306213697714262,-0.28500689482261504,-0.00793949270820275,-0.3429860849943588,-0.33036647026868915,0.0
2018-10-24,1.0,-0.12267184498454856,-0.28447339847991315,-0.00686962331913472,-0.3433767643865364,-0.33066065313622317,0.0
2018-10-25,1.0,-0.10915118277809609,-0.2650405173119424,-0.0052386019481050995,-0.34801915363837277,-0.31889989359089793,0.0
2018-10-26,1.0,-0.101778636040248,-0.2604532980994003,-0.0,-0.35432462648643154,-0.3161703425144832,0.0
2018-10-29,1.0,-0.09685396902618991,-0.26084488769966757,-0.0,-0.3525500689207816,-0.3168328873753345,0.0
2018-10-30,1.0,-0.09419775854731167,-0.26084753663133575,-0.0,-0.35261333927811445,-0.31897128265407454,0.0
2018-10-31,1.0,-0.09502921021245629,-0.25678707877660756,-0.0,-0.3518769330287655,-0.31777476803654814,0.0
2018-11-01,1.0,-0.08487345735118867,-0.26496192611444386,-0.0,-0.35179462319982224,-0.3182047708497445,0.0
2018-11-02,1.0,-0.08634962837633693,-0.25769935746369366,-0.0,-0.35351582170121054,-0.3166757306584486,0.0
2018-11-05,1.0,-0.08503483548789818,-0.26120575087592124,-0.0,-0.35373122306793925,-0.3136402078047602,0.0
2018-11-06,1.0,-0.08502839650380635,-0.26112699883191687,-0.0,-0.3538687719015588,-0.3139122729286664,0.0
2018-11-07,1.0,-0.08474405684494454,-0.2611968839952495,-0.0,-0.3532478512047344,-0.3137341733931842,0.0
2018-11-08,1.0,-0.0735567783891946,-0.26139069534767384,-0.0,-0.34963481740870433,-0.31641820910455226,0.0
2018-11-09,1.0,-0.07321660830415207,-0.2614307153576788,-0.0,-0.35009504752376186,-0.3162781390695348,0.0
2018-11-12,1.0,-0.07286050876562437,-0.2571183259454494,-0.0,-0.35142366518908985,-0.31532287049239244,0.0
2018-11-13,1.0,-0.06540608179236101,-0.25431505352851214,-0.0,-0.35229507219893935,-0.31417959362027525,0.0
2018-11-14,1.0,-0.0662720012714053,-0.2538241487544201,-0.0,-0.3525567165958122,-0.3139179148953077,0.0
2018-11-15,1.0,-0.06589285714285716,-0.2540674603174603,-0.0,-0.35410714285714284,-0.3100595238095238,0.0
2018-11-16,1.0,-0.06558547127166024,-0.25268646655299576,-0.0,-0.35366192156707243,-0.3106982830405646,0.0
2018-11-19,1.0,-0.06685303039314816,-0.2523245900989314,-0.0,-0.35294117647058826,-0.3104542120184778,0.0
2018-11-20,1.0,-0.054260045414157375,-0.24888932767301808,-0.0,-0.3546845690591372,-0.31671438444071476,0.0
2018-11-21,1.0,-0.051719024930309804,-0.24954034123485103,-0.0,-0.3561416342104743,-0.3196457167711196,0.0
2018-11-23,1.0,-0.05090807932281524,-0.26125660692286296,-0.0,-0.3543098994555498,-0.32055001390931126,0.0
2018-11-26,1.0,-0.05086631696073757,-0.26132570338578925,-0.0,-0.354275949769512,-0.32049753616277227,0.0
2018-11-27,1.0,-0.04776054357084844,-0.2619599453259642,-0.0,-0.35254848358788454,-0.3186545432935164,0.0
2018-11-28,1.0,-0.049172529977207405,-0.25723912397185605,-0.0,-0.35522743038351,-0.32034486175800214,0.0
2018-11-29,1.0,-0.044326416174699394,-0.2547831066005884,-0.0,-0.3542756727940451,-0.3210654135486801,0.0
2018-11-30,1.0,-0.04174185011427884,-0.26362324070732585,-0.0,-0.3614419182806047,-0.3380849272224227,0.0
2018-12-03,1.0,-0.03922001324051598,-0.26559271370393406,-0.0,-0.36268983088250045,-0.33865628824202054,0.0
2018-12-04,1.0,-0.035516937615119724,-0.2672979899095059,-0.0,-0.36119564346920796,-0.33809161527989107,0.0
2018-12-06,1.0,-0.032627744412720296,-0.24426503888943582,-0.0,-0.36284335925962385,-0.3293492172885694,0.0
2018-12-07,1.0,-0.02128293196211956,-0.25092815025114656,-0.0,-0.37030713335583393,-0.34282991522563483,0.0
