Date,IWF,IWM,MTUM,SPY,VLUE,VXX,WYNN
2018-09-24,-0.740742834529934,-1.5533382328000453,-0.03979874498275765,-1.2467635253547404,-1.0725874837469616,0.0,1.0
2018-09-25,-0.7405980969642048,-1.5578840054372454,-0.037381060262800185,-1.2505663797009516,-1.0773674671499773,0.0,1.0
2018-09-26,-0.7426320562230787,-1.560813874404897,-0.040920426207209246,-1.2505100884153253,-1.0727159374291542,0.0,1.0
2018-09-27,-0.7436042562825447,-1.5537129273262393,-0.04267602445098483,-1.2488680099615124,-1.071088974417025,0.0,1.0
2018-09-28,-0.7399080224833928,-1.5648668597058988,-0.04445579969340828,-1.2528246181797535,-1.075569181854312,0.0,1.0
2018-10-01,-0.743376918703809,-1.5643547470153498,-0.04440022740193292,-1.2558840250142125,-1.0770892552586697,0.0,1.0
2018-10-02,-0.7435766257389723,-1.562585266030014,-0.04604365620736699,-1.2552296498408366,-1.0769668030923147,0.0,1.0
2018-10-03,-0.7424904888989836,-1.5535744705013914,-0.0454829368008631,-1.256373857248311,-1.0804042927715634,0.0,1.0
2018-10-04,-0.7423337315810434,-1.559538032656312,-0.04665187460886386,-1.2558457074586105,-1.0848836547761278,0.0,1.0
2018-10-05,-0.7260180995475113,-1.5507918552036197,-0.02686651583710407,-1.2619343891402715,-1.090497737556561,0.0,1.0
2018-10-08,-0.7224383916990922,-1.544690689674618,-0.02283877516494671,-1.2619974059662775,-1.087238481926352,0.0,1.0
2018-10-09,-0.7336472457026152,-1.5548306575140407,-0.03647813014126056,-1.2638565836500821,-1.084302490497532,0.0,1.0
2018-10-10,-0.744864186258845,-1.5604884729513808,-0.043197900022825836,-1.2764209084683862,-1.0814311800958685,0.0,1.0
2018-10-11,-0.623378755540962,-1.5322607125266787,-0.0,-1.2308871011875444,-1.0860832922891699,0.0,1.0
2018-10-12,-0.6513032595091691,-1.5383903792784461,-0.0,-1.2040050062578225,-1.0478859443870054,0.0,1.0
2018-10-15,-0.6118884911595618,-1.5713743356112377,-0.0,-1.194598112593557,-1.045666558195032,0.0,1.0
2018-10-16,-0.6132479791677969,-1.5701188086583846,-0.0,-1.1952476536646233,-1.046384202245972,0.0,1.0
2018-10-17,-0.5722741926959464,-1.491517361661646,-0.0,-1.1745150890544898,-1.0468791290100947,0.0,1.0
2018-10-18,-0.5711188663282571,-1.4893718274111674,-0.0,-1.178934010152284,-1.048223350253807,0.0,1.0
2018-10-19,-0.5463195315767461,-1.4688937682977834,-0.0,-1.1742471769134253,-1.0384776244249267,0.0,1.0
2018-10-22,-0.5493267669094147,-1.4777597317545972,-0.0,-1.1735212448263215,-1.0385602766280713,0.0,1.0
2018-10-23,-0.5495835297815496,-1.4776572895384776,-0.0,-1.173136361255173,-1.0382943056210383,0.0,1.0
2018-10-24,-0.5528708892883578,-1.5016918684572274,-0.0,-1.1856296922914245,-1.0468964787987733,0.0,1.0
2018-10-25,-0.4853484488081381,-1.4083202591224253,-0.0,-1.1872564401032442,-0.9800597196214383,0.0,1.0
2018-10-26,-0.4637998903781952,-1.3799890378195225,-0.0,-1.179530619363197,-0.9594897603268723,0.0,1.0
2018-10-29,-0.4367918460244421,-1.38617584483697,-0.0,-1.1650091534312996,-0.9598238582949878,0.0,1.0
2018-10-30,-0.4767138412124862,-1.4069557362240288,-0.0,-1.1837298002609655,-0.95116932650808,0.0,1.0
2018-10-31,-0.47869960729731076,-1.3797285877615946,-0.0,-1.1734851120942487,-0.9390068101605609,0.0,1.0
2018-11-01,-0.47902167428912307,-1.3795983296878107,-0.0,-1.1735434480015907,-0.9390534897593955,0.0,1.0
2018-11-02,-0.49104554865424427,-1.478623188405797,-0.0,-1.2088509316770186,-0.9974120082815735,0.0,1.0
2018-11-05,-0.4876900796524257,-1.4863970207923864,-0.0,-1.2084928105927382,-0.9896038067652839,0.0,1.0
2018-11-06,-0.5004405286343613,-1.4994558175693184,-0.0,-1.2033169214822492,-0.9794765483285824,0.0,1.0
2018-11-07,-0.4990681300476289,-1.4990681300476287,-0.0,-1.2007144336301512,-0.9782045972250984,0.0,1.0
2018-11-08,-0.46751585839983634,-1.4917127071823206,-0.0,-1.181962349089421,-0.9743707796193984,0.0,1.0
2018-11-09,-0.5151398582183877,-1.6076276309281752,-0.0,-1.2859262515799308,-1.086662636698357,0.0,1.0
2018-11-12,-0.514062158021449,-1.5758918800612824,-0.0,-1.2999015101772817,-1.0817465528562047,0.0,1.0
2018-11-13,-0.4592807170966331,-1.5881613467424573,-0.0,-1.3275579361609093,-1.0907302142544817,0.0,1.0
2018-11-14,-0.46522479003128947,-1.592468573310644,-0.0,-1.3358401493110832,-1.0958445408135258,0.0,1.0
2018-11-15,-0.46520065970313357,-1.6016492578339745,-0.0,-1.3499725123694337,-1.0806487080813634,0.0,1.0
2018-11-16,-0.46228843731171604,-1.5897463986416167,-0.0,-1.3443062934764747,-1.0810100235526099,0.0,1.0
2018-11-19,-0.4605984217448487,-1.591297676457694,-0.0,-1.3461749232792635,-1.0820363875493204,0.0,1.0
2018-11-20,-0.40255226717349984,-1.5761064349714906,-0.0,-1.347868585392343,-1.1038284007602497,0.0,1.0
2018-11-21,-0.4093444909344491,-1.5618495869541893,-0.0,-1.3387512069520437,-1.0542860208132174,0.0,1.0
2018-11-23,-0.40986165688754916,-1.5758733918286054,-0.0,-1.339452010550681,-1.0578134252032083,0.0,1.0
2018-11-26,-0.4091887239078976,-1.5778459221002799,-0.0,-1.337206800086077,-1.0555734882720034,0.0,1.0
2018-11-27,-0.40900765003771145,-1.5801637754552311,-0.0,-1.3404805516646914,-1.0576985238659626,0.0,1.0
2018-11-28,-0.412922711827841,-1.5691170918504938,-0.0,-1.3482552181651477,-1.0631573270050159,0.0,1.0
2018-11-29,-0.3484694695229446,-1.5533949463112344,-0.0,-1.3545061167797425,-1.0857417597093861,0.0,1.0
2018-11-30,-0.3470723984328879,-1.560671926152525,-0.0,-1.3604894541941717,-1.0986421939569582,0.0,1.0
2018-12-03,-0.3450217146533698,-1.5601308240844995,-0.0,-1.3592300680928637,-1.097260200525441,0.0,1.0
2018-12-04,-0.3609926751940527,-1.5821034218869576,-0.0,-1.3961954739258773,-1.127036186727889,0.0,1.0
2018-12-06,-0.34631806441410573,-1.4851615623846925,-0.0,-1.3717779769121292,-1.0679985240630436,0.0,1.0
2018-12-07,-0.3575539948249459,-1.486719121296932,-0.0,-1.3746633574483813,-1.0617310027987537,0.0,1.0
2018-12-10,-0.33168006682677253,-1.4830844732170827,-0.0,-1.366972956040514,-1.0390518951655008,0.0,1.0
2018-12-11,-0.3443213875248145,-1.4795737122557728,-0.0,-1.371434541845157,-1.0287848709643714,0.0,1.0
2018-12-12,-0.34426914637968864,-1.4795214711106468,-0.0,-1.371068853829276,-1.0293072824156306,0.0,1.0
2018-12-13,-0.34539559692516864,-1.481775871986613,-0.0,-1.3707577262981747,-1.0313235371019192,0.0,1.0
2018-12-14,-0.3504885312712263,-1.4679972830346413,-0.0,-1.3759339568420503,-1.0305658602852814,0.0,1.0
2018-12-17,-0.32209737827715357,-1.4682688306283813,-0.0,-1.3563254265501459,-1.0550873907615481,0.0,1.0
2018-12-18,-0.3001289656951251,-1.4494712406499872,-0.0,-1.3509930358524633,-1.0579829765282436,0.0,1.0
2018-12-19,-0.2958298926507019,-1.451434764657308,-0.0,-1.353994632535095,-1.05976465730801,0.0,1.0
2018-12-20,-0.2955839359901523,-1.433759039852285,-0.0,-1.3500538544391445,-1.0495973739549673,0.0,1.0
2018-12-21,-0.287004899959167,-1.438546345447121,-0.0,-1.3593303389138423,-1.0192425479787668,0.0,1.0
2018-12-24,-0.26368788584151404,-1.412711264042101,-0.0,-1.3504199979759135,-1.0334480315757515,0.0,1.0
2018-12-26,-0.2636614074630604,-1.4289506636614075,-0.0,-1.3091409967443026,-1.0070623591284749,0.0,1.0
2018-12-27,-0.21286868397150918,-1.3635929059706489,-0.0,-1.2052679382379656,-0.9986137004636934,0.0,1.0
2018-12-28,-0.20464760447547098,-1.373816582193746,-0.0,-1.2068470880749738,-0.9961748111312996,0.0,1.0
2018-12-31,-0.20668547654344605,-1.371096552053943,-0.0,-1.2072593371909521,-0.9971306967624696,0.0,1.0
2019-01-02,-0.20402216489920702,-1.3702589089519441,-0.0,-1.205359701920321,-0.9972771567784466,0.0,1.0
2019-01-03,-0.18673857562478935,-1.386863774257235,-0.0,-1.2059999036933597,-1.035729763567198,0.0,1.0
2019-01-04,-0.1314679954005366,-1.4096397087006516,-0.0,-1.193991950939057,-1.056008049060943,0.0,1.0
2019-01-07,-0.10397338581201387,-1.368147315153219,-0.0,-1.187142723268672,-1.026333052197545,0.0,1.0
2019-01-08,-0.10765852062987712,-1.350357459931779,-0.0,-1.1937292649876172,-1.020980328022055,0.0,1.0
2019-01-09,-0.10684778042290996,-1.3456098585632266,-0.0,-1.192830135835317,-1.0225458619241004,0.0,1.0
2019-01-10,-0.10784588114562928,-1.3427558540908668,-0.0,-1.1933016139565258,-1.0206642410672637,0.0,1.0
2019-01-11,-0.12964547952610478,-1.2129825667822876,-0.0,-1.140862201000045,-1.0212171719446823,0.0,1.0
2019-01-14,-0.13150938408670368,-1.1819984139571769,-0.0,-1.0913736893118338,-1.0007489646664904,0.0,1.0
