Date,FFIC,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.15691320033955858,-0.771195882852292,-0.04769736842105263,-0.3549978777589134,-0.32205008488964343,0.0
2018-09-25,1.0,-0.15575759191617564,-0.7778548004372517,-0.04244541019009785,-0.3608659716852854,-0.32924520756125525,0.0
2018-09-26,1.0,-0.15565094515690403,-0.7778281387474337,-0.04223211667155464,-0.3609459567547391,-0.32953848614925213,0.0
2018-09-27,1.0,-0.15507435986436335,-0.7814861292820335,-0.04143860304915495,-0.36167997223186393,-0.3303073185058607,0.0
2018-09-28,1.0,-0.15192652689640399,-0.7876402388411384,-0.04206495836345623,-0.3635633384207567,-0.3323961763997108,0.0
2018-10-01,1.0,-0.15146073438756366,-0.7894934333958724,-0.042455105869740016,-0.36365585633878317,-0.33318145269364785,0.0
2018-10-02,1.0,-0.15252132599071375,-0.8174603174603174,-0.034904437965662456,-0.36308174063276105,-0.33152467336140806,0.0
2018-10-03,1.0,-0.1533533371178331,-0.8219392858108291,-0.035628362122563734,-0.3624469494228638,-0.3298191549752656,0.0
2018-10-04,1.0,-0.15210109207767095,-0.83528963207059,-0.03502274027070454,-0.3615022195593562,-0.3394700291402271,0.0
2018-10-05,1.0,-0.14272152757058776,-0.8338712739700018,-0.027123057311020098,-0.3648864900051534,-0.3437305053025577,0.0
2018-10-08,1.0,-0.1411777452733084,-0.8318164580963215,-0.023674088520504902,-0.3683839861314264,-0.34362641529877025,0.0
2018-10-09,1.0,-0.13841470044579754,-0.8360063064042622,-0.012857453517451344,-0.3768348374469936,-0.35416440143525063,0.0
2018-10-10,1.0,-0.13899078829379635,-0.8353305616695199,-0.013695280019564686,-0.3771093176815847,-0.3521915165348768,0.0
2018-10-11,1.0,-0.08966686086542026,-0.8377469413696309,-0.0,-0.36142153487633066,-0.35935596631534344,0.0
2018-10-12,1.0,-0.08241437811472802,-0.8456155232743081,-0.0,-0.36266037535786233,-0.360142084614569,0.0
2018-10-15,1.0,-0.04019184909300394,-0.9039146861016586,-0.0,-0.3639237962541197,-0.3714262747514804,0.0
2018-10-16,1.0,-0.035555317209202554,-0.9123719633184963,-0.0,-0.36300745428219017,-0.3704617364723548,0.0
2018-10-17,1.0,-0.02383663956352464,-0.8922583891728686,-0.0,-0.35908573244696346,-0.3733612310300077,0.0
2018-10-18,1.0,-0.02306979208051914,-0.8910078135346311,-0.0,-0.3608793537279831,-0.37367236127665215,0.0
2018-10-19,1.0,-0.016927634363097757,-0.895921498095641,-0.0,-0.35984447735928904,-0.3722228099873042,0.0
2018-10-22,1.0,-0.01758887008040626,-0.8944403300888701,-0.0,-0.3602412187896741,-0.37264600084638166,0.0
2018-10-23,1.0,-0.013379702142345164,-0.8972630014069924,-0.0,-0.36682683373596325,-0.37723326873556506,0.0
2018-10-24,1.0,-0.01138565248546936,-0.8942116298203243,-0.0,-0.36813609703017597,-0.3802648690251864,0.0
2018-10-25,1.0,-0.0054719923867932,-0.8942081471886648,-0.0,-0.3668878373734436,-0.37690660604298293,0.0
2018-10-26,1.0,-0.005252461266397446,-0.8912819700688891,-0.0,-0.3669596431493652,-0.3759336975743659,0.0
2018-10-29,1.0,-0.0,-0.9047970674332129,-0.0,-0.35080039030565147,-0.3816028903715815,0.0
2018-10-30,1.0,-0.0,-0.910901439408154,-0.0,-0.35274881389551555,-0.4168386629854987,0.0
2018-10-31,1.0,-0.0,-0.9045380485589893,-0.0,-0.35158524533240737,-0.41486150805309974,0.0
2018-11-01,1.0,-0.0,-0.9054382358437675,-0.0,-0.3502683076594495,-0.41402141121819686,0.0
2018-11-02,1.0,-0.0,-0.8844202417319698,-0.0,-0.35996812325674055,-0.41203347058042233,0.0
2018-11-05,1.0,-0.0,-0.8914798682672899,-0.0,-0.3595028152554977,-0.40491872941676404,0.0
2018-11-06,1.0,-0.0,-0.9120235388524809,-0.0,-0.36295305603851813,-0.3998930052159957,0.0
2018-11-07,1.0,-0.0,-0.9153854424255456,-0.0,-0.36880442963122245,-0.4036931512740565,0.0
2018-11-08,1.0,-0.0,-0.9127545437561718,-0.0,-0.3542661933865328,-0.40185219781686193,0.0
2018-11-09,1.0,-0.0,-0.9130295421763984,-0.0,-0.35613547732250656,-0.401917837491319,0.0
2018-11-12,1.0,-0.0,-0.9040862504991348,-0.0,-0.35844536137361904,-0.39949421003593777,0.0
2018-11-13,1.0,-0.0,-0.9012025901942645,-0.0,-0.3509713228492137,-0.3908814589665653,0.0
2018-11-14,1.0,-0.0,-0.9009942881320077,-0.0,-0.3522847471969537,-0.3911042944785276,0.0
2018-11-15,1.0,-0.0,-0.9032976945321413,-0.0,-0.3523465895524368,-0.39736821160427666,0.0
2018-11-16,1.0,-0.0,-0.9015989181449366,-0.0,-0.35215973271816087,-0.3978203802402354,0.0
2018-11-19,1.0,-0.0,-0.9014237611687038,-0.0,-0.3519633056711828,-0.3979107564228332,0.0
2018-11-20,1.0,-0.0,-0.8904684038400675,-0.0,-0.34167633716636775,-0.40526426838274077,0.0
2018-11-21,1.0,-0.0,-0.8894474993453783,-0.0,-0.33927729772191667,-0.38976171772715373,0.0
2018-11-23,1.0,-0.0,-0.8829915245369886,-0.0,-0.3422883750130794,-0.3906037459453804,0.0
2018-11-26,1.0,-0.0,-0.8908938532854934,-0.0,-0.34004661760469324,-0.3880260849068957,0.0
2018-11-27,1.0,-0.0,-0.8911392405063292,-0.0,-0.3349601983557354,-0.3838444473443821,0.0
2018-11-28,1.0,-0.0,-0.8929960581616936,-0.0,-0.3341164800167071,-0.3834025112903647,0.0
2018-11-29,1.0,-0.0,-0.8833532064907461,-0.0,-0.3271553735289543,-0.38164238685261026,0.0
2018-11-30,1.0,-0.0,-0.8836720937467593,-0.0,-0.3267396038577206,-0.38214248677797363,0.0
2018-12-03,1.0,-0.0,-0.8838114010062764,-0.0,-0.32716945899683597,-0.38251465324964995,0.0
2018-12-04,1.0,-0.0,-0.8867782924872546,-0.0,-0.3213943738516084,-0.37977795605703785,0.0
2018-12-06,1.0,-0.0,-0.8884817834657859,-0.0,-0.316338115388585,-0.37539993807410466,0.0
2018-12-07,1.0,-0.0,-0.8892587145547901,-0.0,-0.3173104213432412,-0.37363573031968417,0.0
2018-12-10,1.0,-0.0,-0.8936524187356029,-0.0,-0.3104171998976197,-0.35541336063475815,0.0
2018-12-11,1.0,-0.0,-0.8933910105457151,-0.0,-0.31061226579297635,-0.3556363264052421,0.0
2018-12-12,1.0,-0.0,-0.8938900986294352,-0.0,-0.31325733316254645,-0.35465607787882675,0.0
2018-12-13,1.0,-0.0,-0.8932605855682778,-0.0,-0.3136606982760829,-0.35461973923512385,0.0
2018-12-14,1.0,-0.0,-0.9008854099833183,-0.0,-0.31009880662132683,-0.35544719620171955,0.0
