Date,BPMP,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-26,1.0,-0.4157551873894161,-1.1656747627473059,-0.0,-0.721368827408718,-0.7184333279716906,0.0
2018-09-27,1.0,-0.43075055634230225,-1.1564636860206352,-0.0,-0.7319846247218288,-0.7269269674286869,0.0
2018-09-28,1.0,-0.42943842045638453,-1.1575497653341966,-0.0,-0.7319145492798188,-0.7270189351027674,0.0
2018-10-01,1.0,-0.4293522267206478,-1.159230769230769,-0.0,-0.7321862348178139,-0.7278137651821863,0.0
2018-10-02,1.0,-0.4473371812190429,-1.1307871791722952,-0.0,-0.7603667771910434,-0.7550042981702075,0.0
2018-10-03,1.0,-0.44655504155238057,-1.1190076554632171,-0.0,-0.7650960003275065,-0.7631718999467803,0.0
2018-10-04,1.0,-0.45165383985590307,-1.1116751269035534,-0.0,-0.7714507941706239,-0.7588832487309645,0.0
2018-10-05,1.0,-0.427796803652968,-1.101231245923027,-0.0,-0.778375733855186,-0.7695694716242661,0.0
2018-10-08,1.0,-0.42335707019328583,-1.0962360122075279,-0.0,-0.781648016276704,-0.7679348931841302,0.0
2018-10-09,1.0,-0.4251811446714972,-1.0972482292599528,-0.0,-0.7814051941708052,-0.7668322071155256,0.0
2018-10-10,1.0,-0.42721093972569285,-1.0961702820398032,-0.0,-0.7827113263603435,-0.7637458792885922,0.0
2018-10-11,1.0,-0.35019424714515557,-1.0732252874465331,-0.0,-0.744221637954715,-0.7565828199191618,0.0
2018-10-12,1.0,-0.3464518128292532,-1.0648435079020762,-0.0,-0.7256352649519677,-0.7366749302757979,0.0
2018-10-15,1.0,-0.317635696349237,-1.0903612130577554,-0.0,-0.719026463202627,-0.7362565192196252,0.0
2018-10-16,1.0,-0.30534562576662844,-1.1603687729988525,-0.0,-0.7377834052150516,-0.7532940292011236,0.0
2018-10-17,1.0,-0.2797208220240403,-1.1133772780147344,-0.0,-0.7271423032183016,-0.7572314850717331,0.0
2018-10-18,1.0,-0.28321582986016436,-1.123203365403342,-0.0,-0.7274958127215362,-0.7612277489970006,0.0
2018-10-19,1.0,-0.2590443025730315,-1.1110853163087637,-0.0,-0.7343780228284,-0.7647127103888567,0.0
2018-10-22,1.0,-0.2591374975826726,-1.1022626184490427,-0.0,-0.7381937729646103,-0.768168632759621,0.0
2018-10-23,1.0,-0.2641983905911483,-1.1030253791395852,-0.0,-0.7349504797276385,-0.7666357164964408,0.0
2018-10-24,1.0,-0.2622874627212518,-1.0984546264378945,-0.0,-0.7389132034548201,-0.7734614043921144,0.0
2018-10-25,1.0,-0.21424030514939607,-1.0413971055682287,-0.0,-0.7503085150143974,-0.7335926105979583,0.0
2018-10-26,1.0,-0.1933744506407652,-1.0239686819071536,-0.0,-0.7545518336595634,-0.7212394282970787,0.0
2018-10-29,1.0,-0.18338119431558797,-1.0266180693616083,-0.0,-0.7506810985936235,-0.720970473455563,0.0
2018-10-30,1.0,-0.1693916629842392,-1.027655030195905,-0.0,-0.752098983650022,-0.7332817793489468,0.0
2018-10-31,1.0,-0.1768234691638013,-1.0006584241714829,-0.0,-0.7519935620747678,-0.7284366083839344,0.0
2018-11-01,1.0,-0.1658025412589455,-1.007740616328319,-0.0,-0.7502190740470279,-0.727471885497298,0.0
2018-11-02,1.0,-0.17353122618572414,-0.9711869942301411,-0.0,-0.7623471350292121,-0.7217403926407084,0.0
2018-11-05,1.0,-0.1759511610160253,-0.9670409535230206,-0.0,-0.7633998328427631,-0.7274973654565936,0.0
2018-11-06,1.0,-0.20772298632077232,-1.0174065377017407,-0.0,-0.7762495806776251,-0.7259681687725968,0.0
2018-11-07,1.0,-0.20668058455114827,-1.0193856248136,-0.0,-0.7753131524008351,-0.726625410080525,0.0
2018-11-08,1.0,-0.17059475434059845,-1.0234946435168082,-0.0,-0.7643886220908755,-0.7356113779091245,0.0
2018-11-09,1.0,-0.1697390651398536,-1.0429134597334337,-0.0,-0.789862962267693,-0.7519804768162193,0.0
2018-11-12,1.0,-0.16835495084663402,-1.0310993159645647,-0.0,-0.7906776810077375,-0.7477666056143236,0.0
2018-11-13,1.0,-0.14233401146661737,-1.0264102089883487,-0.0,-0.7891252080636213,-0.7410024042907343,0.0
2018-11-14,1.0,-0.1431688734373844,-1.025667578962941,-0.0,-0.789111620682003,-0.7405503365633552,0.0
2018-11-15,1.0,-0.1436215673888001,-1.0372338448961391,-0.0,-0.8059157965144363,-0.7292185351714912,0.0
2018-11-16,1.0,-0.13848720800889877,-1.0252131998516871,-0.0,-0.8057100482017056,-0.7384130515387467,0.0
2018-11-19,1.0,-0.1581511272232922,-1.0418035572674749,-0.0,-0.8206261092859032,-0.7557116423095804,0.0
2018-11-20,1.0,-0.09824113048707156,-1.0350646422128684,-0.0,-0.8330577269993987,-0.7919046903187013,0.0
2018-11-21,1.0,-0.1010333804178128,-1.0263920898074492,-0.0,-0.8262954427180136,-0.7635120065422646,0.0
2018-11-23,1.0,-0.10146125239472596,-1.0542428909507533,-0.0,-0.8295706397205214,-0.7711205439314827,0.0
2018-11-26,1.0,-0.1028879505353642,-1.0528200874679536,-0.0,-0.8367139194691601,-0.7777484542301313,0.0
2018-11-27,1.0,-0.0917403687603058,-1.0555763753560183,-0.0,-0.8297106880527657,-0.7704991755359016,0.0
2018-11-28,1.0,-0.09298054941348423,-1.052617771614886,-0.0,-0.8308286174717985,-0.7712775924746094,0.0
2018-11-29,1.0,-0.06140934634723454,-1.0364906832298135,-0.0,-0.8246450754214729,-0.7745859213250518,0.0
2018-11-30,1.0,-0.06132633446695254,-1.0370767410912318,-0.0,-0.8259278426733698,-0.7722534378234512,0.0
2018-12-03,1.0,-0.06066427753352791,-1.0367975763845272,-0.0,-0.8253592936047585,-0.771677688698415,0.0
2018-12-04,1.0,-0.05220720886565296,-1.0398365303192076,-0.0,-0.8207356135635654,-0.7690070321416737,0.0
2018-12-06,1.0,-0.041569611180791964,-0.9656692349041389,-0.0,-0.8355491847339186,-0.7407991399390789,0.0
