Date,AKAM,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.41962634699993623,-0.6197156156347637,-0.29423579672256583,-0.49751323088694765,-0.35710642096537654,0.0
2018-09-25,1.0,-0.4190697971162434,-0.620868954957254,-0.2929692484369019,-0.49853260176087794,-0.3585555697333163,0.0
2018-09-26,1.0,-0.4189874629151115,-0.6208249593262513,-0.29269148562860875,-0.49867610935655715,-0.35894981975946655,0.0
2018-09-27,1.0,-0.4199451635528917,-0.6175157814193714,-0.2935662819613594,-0.4984377988905184,-0.35870050373015366,0.0
2018-09-28,1.0,-0.4181997895609476,-0.6190415457704939,-0.293913209833243,-0.49835793769728653,-0.35892612313873035,0.0
2018-10-01,1.0,-0.4175070206790911,-0.6212662752106203,-0.2942621904518764,-0.4983724789379627,-0.35980980342098545,0.0
2018-10-02,1.0,-0.4177763516765603,-0.6499598909032569,-0.2862826889138457,-0.4970319268410076,-0.35770896839403177,0.0
2018-10-03,1.0,-0.4214571760754424,-0.6697455109159023,-0.2881087714765534,-0.49686732980235104,-0.35337811652241313,0.0
2018-10-04,1.0,-0.42237288135593215,-0.6675383373688458,-0.28839386602098466,-0.4979499596448748,-0.3521872477804681,0.0
2018-10-05,1.0,-0.43719988240290064,-0.6878450331558488,-0.293339430960703,-0.4998530036259105,-0.3483814065919707,0.0
2018-10-08,1.0,-0.4356690807072487,-0.6850655705617538,-0.2896196254974881,-0.5037841717231031,-0.34807855418542444,0.0
2018-10-09,1.0,-0.4375428403564318,-0.6855762639945165,-0.2933381205731632,-0.5022358586023437,-0.3453340731794889,0.0
2018-10-10,1.0,-0.4373898282953581,-0.6860677678396553,-0.2929424822093099,-0.5023176862309852,-0.34566168309721224,0.0
2018-10-11,1.0,-0.40848085895059755,-0.6847958075030357,-0.25669457403975204,-0.49405636863296476,-0.35144117083146925,0.0
2018-10-12,1.0,-0.4145731823071569,-0.6799974688350313,-0.2568499651964817,-0.47994051762323603,-0.3325950768841359,0.0
2018-10-15,1.0,-0.4154668860551214,-0.6798088789039016,-0.257032560199981,-0.48036578805809577,-0.3316140872701959,0.0
2018-10-16,1.0,-0.4131323049634158,-0.6918691203952996,-0.2484875360299009,-0.4817078964872826,-0.33229862848816955,0.0
2018-10-17,1.0,-0.40410336726703217,-0.6698512137823024,-0.24097102584181676,-0.48009397024275646,-0.33735317149569305,0.0
2018-10-18,1.0,-0.402551004418816,-0.6676486257795606,-0.24237675890814506,-0.4833119182675734,-0.3380237550534332,0.0
2018-10-19,1.0,-0.39608001994266484,-0.6613797831235199,-0.2370684282687274,-0.48557272840583326,-0.33594042128879475,0.0
2018-10-22,1.0,-0.39770071969342935,-0.6568215097984236,-0.23242047543384117,-0.48929806523974206,-0.339346356357292,0.0
2018-10-23,1.0,-0.4018216413487632,-0.6574128949748901,-0.2400573941794816,-0.48342119217692386,-0.33653576218846504,0.0
2018-10-24,1.0,-0.4017403237376415,-0.6582353491563483,-0.23937248541933068,-0.4836727692355674,-0.3358388173283847,0.0
2018-10-25,1.0,-0.3798617244845125,-0.6263210794018212,-0.23747449212682362,-0.4901775652544696,-0.3118813388968416,0.0
2018-10-26,1.0,-0.3712100601553762,-0.6192074000181373,-0.22484205435144042,-0.4990477917838034,-0.30857591971222154,0.0
2018-10-29,1.0,-0.3651487296947048,-0.6235194840420722,-0.2198547361441789,-0.4959163376631205,-0.3093336548024472,0.0
2018-10-30,1.0,-0.3548075763059476,-0.6262818192785619,-0.21211847026179273,-0.499728555917481,-0.32310893955845094,0.0
2018-10-31,1.0,-0.3975157515751575,-0.8754995499549955,-0.1475067506750675,-0.6771917191719172,-0.5026462646264627,0.0
2018-11-01,1.0,-0.38166618622081294,-0.900835975785529,-0.12741424041510524,-0.6840948400115306,-0.5093326607091381,0.0
2018-11-02,1.0,-0.39419176508597487,-0.8674659870050616,-0.11795957927989376,-0.702229242201242,-0.5079513228272965,0.0
2018-11-05,1.0,-0.39323140970427795,-0.8696884869365489,-0.11800172265288544,-0.7021604938271605,-0.505778064886592,0.0
2018-11-06,1.0,-0.42079297711031305,-0.9002793194761852,-0.10164326912612906,-0.7055900170493705,-0.49922008198207996,0.0
2018-11-07,1.0,-0.4202204815781839,-0.9000217580504787,-0.10244415433710473,-0.7049245720916739,-0.4987670438062083,0.0
2018-11-08,1.0,-0.4053946989340248,-0.9034860270815327,-0.08704263900893115,-0.7010227600115241,-0.504357533851916,0.0
2018-11-09,1.0,-0.40358146573466885,-0.9038336816314766,-0.08820350219788138,-0.7029977660877711,-0.5044678244577357,0.0
2018-11-12,1.0,-0.403181214319055,-0.8918530752935263,-0.08775268392517326,-0.7065096405874116,-0.5012387346953431,0.0
2018-11-13,1.0,-0.3919309385367245,-0.8924838583098491,-0.07394856062497769,-0.7114115506724217,-0.4974137623515143,0.0
2018-11-14,1.0,-0.39272338148742647,-0.8917781344747637,-0.07401462457642234,-0.7114321383984306,-0.4970215801676476,0.0
2018-11-15,1.0,-0.39265989666844825,-0.8923570283270977,-0.07283092820238732,-0.7129164439693568,-0.49239265989666847,0.0
2018-11-16,1.0,-0.3908344295516763,-0.8855903580189852,-0.07096384257119492,-0.7118782664343868,-0.4960002844242187,0.0
2018-11-19,1.0,-0.39084056322002564,-0.8859337220878964,-0.07026027592092163,-0.7123453278338785,-0.4963020907410042,0.0
2018-11-20,1.0,-0.37097231074286524,-0.8849585723390695,-0.04702216556901069,-0.722824162594717,-0.5150485093123717,0.0
2018-11-21,1.0,-0.37293914999824235,-0.8793545892361233,-0.0513938200864766,-0.7185995008260976,-0.4930221112946884,0.0
2018-11-23,1.0,-0.37283013563848477,-0.8771171551057699,-0.05228758169934641,-0.7188136903506922,-0.4929369597301286,0.0
2018-11-26,1.0,-0.37260687813960025,-0.8804580742614255,-0.05135771243896441,-0.717251554431447,-0.49116520883830406,0.0
2018-11-27,1.0,-0.3694914067695754,-0.8871154048094088,-0.03832825790192166,-0.7168609331793203,-0.4885365256046764,0.0
2018-11-28,1.0,-0.3688912243825539,-0.8952531091259416,-0.036503765983534775,-0.71473112629182,-0.4878612716763006,0.0
2018-11-29,1.0,-0.3535869376411325,-0.8877887788778878,-0.02292860865033872,-0.7157199930519368,-0.4940072954663887,0.0
2018-11-30,1.0,-0.3526667595042473,-0.8898133964628882,-0.022698788469572483,-0.7167525414287704,-0.4994777886088288,0.0
2018-12-03,1.0,-0.3525194877505568,-0.8902074053452115,-0.02074053452115813,-0.717010022271715,-0.4994432071269488,0.0
2018-12-04,1.0,-0.34885175277073277,-0.8913247402980927,-0.0214362644616614,-0.7150401278532468,-0.49758538025918075,0.0
2018-12-06,1.0,-0.32645244390210837,-0.826791403972612,-0.06426682936750051,-0.7100535556911396,-0.46203647210358617,0.0
2018-12-07,1.0,-0.32857723852775705,-0.8261709482817055,-0.06615603606046228,-0.7093811428184098,-0.45885582593370844,0.0
2018-12-10,1.0,-0.3164927633793336,-0.8290811174688658,-0.06186469202288793,-0.7104678559407607,-0.447963648603164,0.0
2018-12-11,1.0,-0.32146343105247216,-0.8259567163676753,-0.06603614822792905,-0.7112517249503552,-0.4410487698158931,0.0
